proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
P59768,49597,6723.1,11954,8979.3,12507,10249,32928,9513.5,3093.4,6999.6,6648.3,16290,6309.5,12736,14164,25297,11970,45369,47760,14760,6852.3,33809,69963,18440
P59998,91063,60764,36717,87081,29121,83223,88525,64872,66755,61026,67112,79391,65256,85034,94014,80340,80235,92499,79667,135160,93850,71470,103970,57700
P60033,104040,74339,135290,86167,89495,67590,102000,60464,87391,75014,87010,38663,93320,87473,64238,83338,53255,59819,61163,125710,91698,66729,76001,73520
P60059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697.23,0,0,0,651.73,0,0,0
P60174,1096300,699260,634350,1001500,724750,1044300,1095500,1008800,871080,1042300,931920,1248300,955790,916640,711360,916750,739680,832590,961980,1457800,988250,600540,970420,598120
P60201,812740,386960,661120,431740,370150,590040,1163100,234100,257480,160940,349430,336590,432690,172590,451010,761510,332990,522010,692130,471990,327390,522830,629960,2220000
P60228,1098.3,14850,1891,14636,9159.4,8564,5622.4,6771.3,10693,14195,11806,15798,14926,8342.2,4911.2,14356,7335.4,9954.7,7613.5,4300.5,16702,10167,6390.6,4853.7
P60510,0,0,0,0,0,0,0,0,2028.2,0,0,2340.9,0,0,1795.6,0,0,1453.8,0,0,0,0,991.3,0
P60520,26076,17372,10600,19459,13124,32984,26080,18273,20972,29907,24304,25909,21153,22016,24345,23039,14861,16846,30580,16154,25520,18417,34381,13619
P60660,48438,24124,31954,41044,123780,57088,68083,47867,65458,63505,42229,63482,52281,35021,54160,48187,55683,41458,42340,76071,64112,34803,33766,32320
P60709,234730,41835,120020,169330,121420,162550,383390,234880,133060,162800,108440,195220,162100,189040,183670,157280,215270,157340,144950,137010,158640,168090,269240,157390
P60763,0,0,0,0,0,0,0,0,0,0,0,2058.7,0,0,3417.5,2541.5,0,0,0,0,0,1980.9,4798.7,0
P60842,20743,16841,9520.1,21312,16527,33609,27468,32878,21793,23641,19792,28436,17671,22836,18353,17894,26406,15242,15020,25364,23774,15906,14359,8880.8
P60866,9754.6,9894.6,4989.6,7066.3,12783,16313,5199.9,10418,9962.4,9858,8267.9,10604,7424.7,5806.4,10104,6403.7,6053.5,6250.3,6006.5,15276,9140.2,5471.5,10143,5159.9
P60880,230730,25698,79773,105280,80686,169060,188940,108580,90612,118310,111390,121800,76363,88846,136120,134150,121960,143240,147640,173850,76540,122870,245130,76548
P60891,42949,44501,38557,57416,29256,63389,82381,76390,80300,69220,59459,67660,62617,61628,45322,42416,43949,31519,39914,76226,60238,31451,53348,44840
P60900,30118,27221,23317,35931,35739,56868,27390,37762,37932,44303,39417,55328,36210,27037,41977,31359,46875,35725,22425,55993,26557,25724,40352,21318
P60903,16654,0,26629,9882,16621,5801.7,20219,13891,17949,9624.4,0,8549.6,9813.4,10086,11745,17495,4307.2,12153,10987,11990,0,21762,3985.6,7467.3
P60953,88443,56731,57082,63444,56810,89485,76597,68579,108830,77382,76707,78238,87139,56993,57786,91324,53742,65916,84998,109920,70441,29768,50245,58843
P60981,112730,67393,86904,86046,107370,101890,111760,112630,113300,98780,100970,122020,102720,95885,108370,84986,125050,109530,100440,159880,68722,66242,132480,87056
P60983,59882,39792,56025,49370,25774,37650,79792,39177,57145,56307,37882,37016,44259,52663,42996,60087,40036,48170,82400,59055,59332,44692,74873,43105
P61006,17820,14792,1946.7,15874,1290.9,27985,36514,17418,17252,18109,18979,32785,25647,12337,23951,15568,11640,23495,19654,24287,24556,10497,25941,9085.9
P61009,1855.6,0,2883.5,1467.4,0,2890.6,1837.6,3229.2,1625.2,1630.4,4176.3,1564.1,1645,7398.7,4914,3548.3,2034.5,0,0,2304.7,4066.8,961.67,653.64,0
P61011,1801.7,1310.3,0,4999.9,0,2265.6,0,3021.7,4111.6,1328.3,1872.2,0,2194.3,0,0,9075.3,1908.3,1427,1621.8,2243.8,5109.9,569.98,0,0
P61018,10020,7607.7,8160.2,5682.2,1404.1,8293.1,17963,10382,12398,9328.7,9752.8,7280.9,5127.4,6243.1,7632.8,9846.8,6733.8,9445.3,8727.7,12479,13495,2622.7,11440,5574.5
P61019,188030,86559,100020,90016,76474,155330,186950,120940,116380,135290,133490,113210,99472,128300,123110,137090,108940,170420,182320,145450,133000,106380,193050,75463
P61020,25723,6838.7,5203.9,23621,5889.3,22478,35743,21952,13512,20953,17554,21533,19742,23953,20832,14326,19998,20504,27013,38362,10476,11717,24527,10044
P61026,124850,80147,89432,133610,79926,136560,273850,123730,130160,118800,125080,130100,124720,122620,117020,115770,127950,83510,235330,190470,134320,88262,138860,75036
P61081,35483,11490,13012,24453,22981,19697,25916,21489,25561,13939,14870,26136,13793,11137,11479,15376,24306,27280,38175,25494,17443,18506,20314,5889.2
P61086,7871.3,3711.6,6559.9,15434,8541.3,11247,17192,13453,6048.8,2168.4,9161.2,9610.3,5521.8,8007,15606,12324,5277.5,18985,18895,7638.1,24186,8067.7,14539,11983
P61088,129800,83985,107750,130040,89011,157250,182230,143600,126380,146420,140330,158680,142760,121740,111560,114690,95850,142940,147750,191000,143160,100750,147610,95554
P61106,80702,47992,36431,81983,49795,108750,79977,70042,69240,70590,79414,92359,60209,57810,72563,65005,84340,55253,61293,88544,89820,49461,58779,35906
P61158,135080,124180,103530,151380,122990,165290,175610,150230,150840,166960,137450,160250,153960,116950,134150,149280,118090,121550,152050,214840,165820,100850,115190,56857
P61160,58890,31479,59578,64310,44005,59897,99097,85959,80905,90886,61833,74114,72708,62194,62052,75728,63425,52157,74604,93245,76231,71099,83426,52832
P61163,77988,51387,50271,58655,51336,89527,77204,74314,75197,69057,72878,75150,75072,68522,58842,45950,52558,62136,56987,111910,82809,46831,62319,50587
P61201,17155,14029,17596,14652,10306,14860,21857,14448,18466,12325,16961,15880,12070,12234,13504,11208,13130,12496,19879,28147,16984,8215.8,17529,10434
P61204,0,3013.9,0,0,0,0,0,0,2766.4,0,4731.4,0,7432.3,0,0,0,0,4772.5,2205.6,0,0,0,0,0
P61221,0,0,1793.4,0,1364.1,3111.5,1892.9,1563.9,3797.8,1665.9,3179.8,2965.4,1394.3,0,6455.4,4402.7,0,0,0,0,0,0,2278.6,855.11
P61224,83387,59679,74039,82962,85955,91254,90544,92388,86124,100110,82105,72670,90334,93030,63299,77269,71164,64210,91780,111680,104910,38103,63993,72504
P61225,16279,5002.3,0,5414.3,5342.9,0,23693,5049.8,5307.4,4983.5,7026.9,1762.9,0,1802,4221.3,12742,4535.3,13784,15651,10799,9060.1,0,22884,5021.3
P61247,9543.6,9325,10854,8211.3,9045.3,0,12458,3367,1689.5,6334.1,2676.4,2261,9176.7,1365.1,0,0,5529.3,11850,5143.8,0,10034,2946.3,10339,3696
P61266,317960,69223,77635,162100,131710,230560,235630,110430,92140,142190,152540,197620,148330,123510,126590,152850,148360,188330,204600,267420,129200,142240,276200,89458
P61289,0,0,0,800.55,0,1198.7,0,0,0,0,0,0,0,0,0,789.09,0,0,0,0,0,0,0,0
P61328,15858,0,8994.8,3116.8,4176.9,1721.9,11495,0,2581.2,2190.8,3820.3,2139.5,3743,3377.3,4224.3,5259.2,2726.4,10478,7078.8,4703.6,3398.8,1950.8,13399,6463.7
P61421,220470,61076,19149,99077,65820,109110,131580,90598,70849,103730,96092,149270,75043,70367,105420,59750,81676,151870,129280,149100,82620,107480,187350,28578
P61457,9322.4,10666,9187,17332,12671,10883,12270,7657.8,24009,11308,19365,11360,5192.5,13460,4792.9,9157.4,9542.6,10341,12495,25504,7107,5171.1,6284.2,3260.4
P61586,131560,81436,99494,137050,119390,158190,145040,181260,184850,166660,152880,156100,165060,127480,87091,146780,106720,106030,108620,202280,119030,79782,74609,114290
P61601,9360.9,0,5668.1,0,5180.8,4543,8448.8,5928.9,0,2334.2,6185.9,10398,5195.3,6315.1,9200,13599,6139.8,8379.2,11840,10180,6104,7774.7,13953,13216
P61604,171760,101630,107230,127340,104810,208100,164600,129380,143610,174590,130050,157140,132500,135760,117330,143940,105330,132710,165800,158730,164820,95069,197860,96284
P61626,5472.4,2156.8,562.93,2461,0,3639.2,0,3305.6,2694.9,0,0,3344.3,936.75,0,1592.6,2273.1,0,2939.4,975.24,0,0,0,0,0
P61758,11309,1715.5,10070,14704,4790.1,8842.7,12247,6348.7,8794.3,17217,16713,12483,7187.4,7788.7,11175,15635,10271,5942.5,8432.9,18938,11880,5946.4,14421,6664.1
P61764,1538700,318440,464470,562690,623780,690850,1122900,587510,474440,588330,623390,804170,587950,452500,494640,569770,490560,1016600,935860,1078100,585680,658180,1070800,494930
P61769,6777.7,2274.8,1930,8140.1,1461.8,11710,19432,22928,10056,18668,3475.8,19856,6728.7,723.99,3617.6,8283.6,1766.7,1956.5,7865.6,19934,4550.5,592.04,4064.7,1045.8
P61803,0,0,2354.1,0,2456.2,0,1879.5,1931.5,1846.3,0,1985.8,0,1345.4,2631.7,0,2437.8,0,0,1397.5,0,0,0,0,1072.7
P61916,2613.2,2860.9,3802.4,1133,3000.3,1646.6,9375.7,8662.6,5415.4,2810.4,1320.1,4983.4,1326.2,3812.2,1721.6,2794.9,2202.3,4410.5,9095,4562.8,0,2898.3,2285.7,0
P61923,0,1562.9,0,3888.5,2907.2,3950.4,0,1891,4096.9,6280.3,5331.3,0,4151.5,4701.8,4106.7,3201.2,4389.1,0,2767.4,4120.4,6121.9,2228.5,3578.1,0
P61960,0,0,5895.3,5996.2,5915.5,6205.2,5812.9,0,3804.9,5664.5,0,0,5555.9,0,1608.2,7506.4,3938.9,4248.5,6661.2,4017,4137.6,1481,0,0
P61962,0,0,0,0,2372.1,3379.1,0,0,0,2641.2,0,0,0,0,0,3331,0,0,0,0,0,0,0,2704.8
P61970,39265,25600,32518,44417,31585,39242,72267,60248,52457,52743,52450,45282,62240,51665,34674,50416,17119,52135,43283,85769,47450,42724,35027,25683
P61978,100160,131760,101190,207290,123290,253700,125310,205970,158350,221650,227600,227590,198200,157420,208430,133090,190760,98886,125930,308820,205610,105240,116410,77706
P61981,459700,248620,191900,286620,307860,358320,630770,280570,273890,271430,383230,317360,381180,138230,324870,301640,201960,392050,443390,443990,208270,185030,388840,135960
P62068,5414.7,0,3373.5,4281.9,556.35,2477.1,0,3053.7,0,3179.1,784.11,2566.1,3290.7,2459.3,3819.4,2653.2,3528.2,3018.8,3098.2,5178.1,0,650.86,5258.7,1888.6
P62070,5303.2,6077.7,782.7,3947.9,11550,18840,11140,2238.5,11098,0,7007.9,6941.7,2706.3,3706.1,5105.5,9910,12602,6116.8,6113.2,3136,6567.2,4522.2,0,3824.8
P62081,10895,6488,14025,14366,12521,13819,18838,14204,10091,12014,15217,12645,6903.3,15124,17719,13572,8849.7,9977.9,9873.7,24573,10486,5774.1,12850,9865.2
P62136,0,4485.4,5546.6,2188.3,0,0,3348.2,0,0,9484.4,0,5059.7,0,0,0,1833,2084.9,2385.2,0,0,5456,1786.8,7191.3,1628.2
P62140,101010,68263,87617,108320,103680,144540,102300,117870,143370,114260,123280,108560,96568,116140,75638,77824,80597,97879,104270,207160,134990,82338,74092,62198
P62166,13505,8502.8,5702.1,11788,7573.9,17784,12755,4612.4,0,12356,7892.2,8285.1,8247.7,7732.4,8999.6,1154.1,6739.9,13386,17898,11528,0,8725.4,21759,12265
P62191,17371,5249.4,1578.6,16426,8540.4,14910,3057.2,17140,17714,13997,17332,5961.8,8997.2,7243.4,13051,8150,10751,1888.7,15613,13681,12497,1504.8,7439.8,5766.8
P62195,23513,10634,6343.6,31495,29530,29039,22149,14577,22294,24088,33721,26691,16554,26310,25227,20072,30897,16853,11802,46434,11522,20360,33570,12055
P62241,3573.3,3805.8,2423,6740.2,13431,0,0,0,2869.2,0,4140.7,2907.1,0,0,1696.9,0,2903.3,0,4037.1,15097,2773.2,2001.2,8991.6,1180.4
P62244,6711.2,10898,8202.4,7650.7,8214.8,10341,5577.4,22730,6744.5,14023,23083,4604.7,3237,4230.8,7267.6,10674,11640,6079.7,9653,17008,23421,5390.4,4660.9,12090
P62249,10098,5870.9,9067.9,8873.6,5755.6,5981.2,5015.1,14629,17232,23510,13402,9841.8,4775.4,7190.6,6498.7,26346,8401.7,11464,14540,22056,8538.1,4742.8,6939.2,8145
P62253,0,0,0,0,0,1474.5,0,0,1244,0,0,755.43,548.89,1083.5,1106.1,798.6,3525.9,0,0,1438.3,1158.5,589.46,1990.4,0
P62258,1371200,861160,1020900,1327400,781950,1126600,1205000,1288100,1295800,1436300,899560,1370100,1152000,1282500,1382800,1293200,1212400,1278000,1404300,1726000,1349100,1101700,1558000,856710
P62263,4045.1,4237.9,3026.8,4033.6,3919,5083.7,3980.5,0,3959.2,4896.8,4681.8,3215.8,0,3804.8,3436.6,3838.2,3315.1,0,3542.2,5404,3619.6,2762.6,6699.5,2701.5
P62269,1847.1,1018,1268.3,996.36,4160.1,0,0,2770.1,0,2288,3656.9,0,0,1864.4,0,0,1959.3,874.61,0,2229.6,1523.6,0,0,774.06
P62277,4707.1,0,0,0,0,0,0,0,0,0,0,2824.7,0,0,0,0,0,0,0,9579.5,0,0,0,0
P62304,4667.9,1206.2,1812.4,6018,5124.9,4874.9,9086.2,9608.5,6371.1,9731.5,7394.3,5329.6,7771.3,9245.4,5483.6,5361.1,7121.7,2183.1,3503.8,9320.1,5851.3,3161,6048,1602.9
P62306,0,0,0,0,3260.7,0,0,0,0,3578.2,0,0,0,0,0,0,724.6,0,0,0,688.16,0,0,0
P62308,0,1202.5,1670.5,2685.2,1998.9,6320.6,2384.8,2830.2,2145,4291.2,2632.5,5528.6,2182,0,4990.3,4237.4,5512,1411.7,0,0,3015,0,3213.3,0
P62310,3325.4,3207.5,4608.7,4434.8,5695.1,6642.2,6271.8,3917.7,6377.1,7172.7,4702.9,7187.1,4086.7,6700.6,4935.1,6349.2,7063.9,2822,5166.8,6640.4,6141.7,4797.4,5887.1,2397.4
P62312,0,0,0,0,0,0,0,0,0,2685.6,0,1902.7,0,0,0,0,0,967.38,0,0,3173.8,0,0,0
P62314,2482.8,1975.9,0,3853.8,8741.1,5811.6,5084.6,2259.2,3500.3,8169.9,7961.2,8038,6272,1973.1,1714.4,3277,5804.7,2775.1,5984.2,10885,6409,3383.8,2034,1752
P62316,6337.2,0,3099.2,0,5747.2,1637.9,4007.5,5258.1,2156.3,11939,0,7162.5,2479.8,5207,4316.1,2681.9,6169.2,4161.5,8191.6,8481,0,5276.8,12253,3117.7
P62318,4370.9,8416.9,10211,0,2827.8,19200,11107,14702,13763,18227,14198,14017,13960,17144,15053,14924,12089,7784,9663.5,21981,13019,8557.9,4056.2,2208.6
P62330,16543,5859,9128.5,12491,7508.8,14396,7070.9,5274,13036,10870,7376.5,14433,9206.5,0,6406.7,8526.3,6166.5,10790,3662.5,15760,11378,5526.4,7780.4,7712.4
P62333,16762,15327,15951,18200,18997,46155,27717,25735,30977,27945,19304,27721,22736,27968,28814,41634,16493,23686,20762,25492,21573,24823,14801,16649
P62495,9558.6,4597.3,3976.3,9584.3,5599.1,5254.1,7981.6,11574,4255.9,9902.5,8145.7,6273.8,2743,6872.8,10456,0,6413.8,5389.2,5616.2,10646,3566.3,5864.7,11066,4786.3
P62633,0,2046.5,283.24,0,1548.6,0,0,3699.1,2199.1,660.89,0,831.1,0,0,0,550.52,1536.7,0,571.79,574.45,0,0,0,0
P62701,6338.2,2727.2,11623,9595.1,15652,4001.4,3068.6,5388.9,12000,7627,9882.1,5760.9,1517.9,3810.9,10161,8583.6,12216,1853.8,12659,15387,10838,4554,7814.4,3755.9
P62714,66325,40443,49501,76562,25976,85628,86701,66510,69550,79129,84032,63229,59577,54421,68725,45979,61796,53664,74587,85312,65035,64321,60801,57020
P62736,0,0,0,0,23238,0,0,954.61,2240.4,0,0,0,3102.3,0,0,0,0,3948,0,0,0,0,0,0
P62745,71060,26609,28295,33004,25523,53411,65667,33054,32509,35740,25440,32550,28653,23096,35958,51147,25620,45750,53216,34678,29492,33308,55450,46811
P62760,320110,29008,76822,58455,113780,98572,203500,44932,26109,59539,51921,104030,61969,44960,66295,81402,55712,188980,198060,104200,103670,112080,214990,129970
P62805,91067,51267,80305,86432,76446,30698,13369,55378,90059,134060,125500,106350,92959,77893,91296,48689,186330,51425,66634,277970,105010,54074,69453,59649
P62820,24760,844.46,12516,22019,6354.7,18370,25996,18316,19884,15061,9397.7,17528,14435,15625,12048,13622,14655,21453,15802,12849,12876,7682.1,17894,6651
P62826,140840,108910,88709,137450,98484,118270,150470,149250,150500,151890,118590,164260,150920,126710,118010,131390,115050,125810,137320,194150,187620,92635,128340,100650
P62829,3398.9,0,2176.2,3475.6,2004.4,2151.5,0,3106.3,0,1964.4,0,2336.4,0,2211.4,0,2687.4,0,0,0,0,1913.5,2414.3,4473.2,2331.7
P62834,10339,3365.2,13453,0,7659.3,5569.8,3558.5,23124,17985,20411,6855.6,0,3051,6033.4,4744.1,3937.5,5303.8,2777,2695.2,5391.7,3897.6,2727.1,982.91,4530.3
P62837,51965,28406,32562,20982,18559,25886,49479,42743,41126,23845,40947,44755,26161,40814,34513,40069,30111,47506,50986,61318,28323,30009,42655,31625
P62841,1051.2,0,461.51,0,0,0,1232.7,1102.8,0,456.91,0,0,1028.4,0,0,0,0,634.13,0,1433.8,0,695.58,848.92,0
P62854,1896.4,1644.8,1510.6,2152.4,3132.6,2091.2,0,1678.3,1793.5,1824.8,1896.4,1850.5,0,0,1346.2,320.21,3012.3,0,2033.6,5279,1901.6,1272.4,1747.1,1134.8
P62857,9370.2,7332.6,7722.8,11277,8509.6,14554,9055.9,7485.2,7789.7,11293,8179.7,13122,7660.4,9921.4,12158,7104.3,2313.2,6633.7,7588,14631,12398,4821.7,7365,4157.4
P62873,1253400,623460,828630,852990,660640,1120700,1406100,997480,1194000,992650,1104600,929980,930560,979970,946960,1024900,772650,894750,1113600,1458200,1160400,771300,1048700,724430
P62877,816.45,1655.8,507.86,0,1530.8,1544.1,2460.2,3929.4,3653.7,1156.9,1380.6,5958.8,5964.5,1631.6,1724.5,0,4025.4,678.66,3951,0,610.34,448.65,3120.2,0
P62879,260630,192190,254150,207580,171580,249340,355180,314730,295290,255630,280860,179010,258400,305500,195630,282330,183710,204110,273850,313250,257680,218670,260880,164470
P62888,4783.2,2997.7,3597,4774.9,4049.5,4247.5,4739.3,4182.9,3973.1,4875.4,8139.4,4696.4,4001.1,4470.7,4643,4834.1,3718.5,0,3568.7,8138.3,4674.2,4838,5945.5,2908
P62906,3630.5,3155.5,0,15267,13899,0,12393,2217,0,0,11325,12900,11061,1832.1,0,2247.3,0,14085,0,0,0,0,0,0
P62913,7135,12073,7079.7,12337,17806,14473,5974.4,11410,11287,8034.4,5870.4,12171,5818,11553,13429,13024,12362,10693,5067,18336,12946,8721.3,13489,3719.5
P62937,1277200,770070,1017500,1256500,924370,1259300,1266300,1378700,1161500,1301900,1250600,1044400,1163000,991890,1125000,1050700,1033600,1140000,1229500,1640000,1171000,949430,1182200,777410
P62942,36260,2516.6,4138.9,7618.4,29449,10035,32447,10058,3873.9,10742,17062,20760,15634,13926,19965,7475.4,5605.5,34178,36994,18425,7010.6,20494,29278,11454
P62987,515080,321150,389800,423290,376420,574820,548270,476000,488720,382590,481710,425310,475040,453770,526610,498090,413780,458160,610980,564040,444620,430250,509640,370780
P62993,36660,29245,30342,47545,31732,63045,37889,48738,42785,62643,45937,59881,39747,31430,37983,34644,31344,38195,41290,45988,52425,24332,35837,28442
P62995,2708.2,5665,2204.8,10526,2993.4,6235.8,4195.5,6743.6,4908.6,6658.5,6920,15199,3032.9,6624.8,5435.4,8595.8,4704.4,0,4084.8,6229,5826.9,4676.3,0,0
P63000,110270,20315,38346,69819,44000,66102,52552,99282,80283,35216,100890,60874,52483,59164,44893,64320,78197,55655,72331,120170,57609,28965,89753,52453
P63010,589660,165390,233250,312910,254040,377650,465530,276440,241840,351700,319100,404490,310960,281090,311010,269780,305470,450340,443450,431470,289810,305230,565410,225980
P63027,191230,50625,24185,96415,75381,185230,113730,88117,64136,63369,91160,87532,88817,124840,141840,95402,103790,166460,163220,175030,55435,98441,221840,36370
P63092,90966,80762,82186,100040,76766,81887,84635,96803,124810,117730,115350,93908,89331,76421,57701,117970,66149,77465,75657,128850,89288,54863,48050,32182
P63096,77561,24447,29357,40369,25443,46428,79235,21177,24169,33508,50451,50584,27563,26606,39182,61850,34398,52481,61635,53840,47895,35889,83115,48610
P63098,19963,6238.1,4671.5,12501,12622,2465.1,25442,9556.8,12739,6846.3,13142,7603.2,7207,6812.7,7494.9,7340.8,6336.7,28004,22705,9327,10921,9638.8,16230,9512
P63104,1016400,575660,524070,840170,546260,1023000,1015100,796390,799850,873650,870090,902710,769300,802780,965800,803260,618330,868140,1009800,1382200,870200,502340,1138000,601000
P63151,41407,19592,14356,30614,15625,21499,38644,39874,35719,37087,30205,28056,38667,32267,26170,34725,24743,29449,15882,37512,28126,11653,16711,28674
P63162,5474.3,3625.2,4333.8,9100.2,3087.9,8454.5,4726.7,11673,7405.9,8210,9096.4,7680.5,11904,5750.5,4611.7,5500.8,8610,0,5345.1,13162,6811.7,3510.3,3090.7,2273.7
P63167,0,746.38,4610.9,5154.8,2664.4,3453,6492.9,4397.4,0,5173.1,3179.2,3650.3,2673.6,0,3642.9,4867.1,5486.7,3934.7,5350.8,4503.2,3305.4,5393.9,7063.7,0
P63172,1938.3,4647.4,8201.8,2213.3,3024.9,3055.1,5159.6,1837.9,5024.8,2763.9,5468.6,2458.1,1776.3,4772.3,2868.4,8572.3,2457.7,1650.2,1820.9,2774.4,6863.9,2683.2,1947.3,4014.2
P63208,98382,77432,184830,91960,111330,77359,141510,135740,120330,136680,108810,82461,103730,48729,68025,127700,71187,119170,100650,145650,99778,100080,95151,91236
P63215,8449,0,0,5146.6,0,5279,5715.4,4389.4,0,6822.1,1424.7,8294.3,0,1000.8,0,5005.3,1598,2820.5,2969.9,4942.7,1886.8,4717.1,0,0
P63220,6004.7,0,5277.9,7491.8,0,8817.1,0,4525.5,5175.7,6801.8,7023.6,8890.1,0,2205.5,13265,5670.1,4286.5,5954.4,5736.8,0,2177.8,3213.4,2845.1,4329.4
P63241,37428,27182,33903,57460,33122,62407,57575,85946,54809,63183,50212,44185,52442,65420,36991,43586,38509,37690,36873,54850,36957,25878,15663,34390
P63244,57635,74245,73723,102120,91606,71040,73384,76092,69217,81060,77389,80219,64162,63895,61068,53233,55227,74932,63422,125990,94441,47134,51136,30278
P63261,7006800,3415400,5302700,4782700,3732100,5931500,6635600,6213600,5674300,6608100,4342800,6433700,4278900,5682200,5357900,5158000,4813200,4277500,6654600,7550500,6128900,4575600,5484400,4471200
P63279,0,0,0,0,1499.7,0,0,3639.8,0,3128.5,2075.6,0,3636,0,452.12,1562.5,0,1113.4,945.75,0,670.2,0,0,0
P67775,3348,6554.9,2078.9,2416.2,2568.5,9989.8,11142,8270.4,2401.5,7526.3,2849.4,9883.3,9201.2,5441.6,8126.9,5603.8,8403.2,2899,3289.3,12978,2633.9,6085.9,11027,1975.2
P67870,6821.5,390.02,2894.9,7436.1,2814.6,10527,6674.2,14770,12049,7950.2,6513.2,4377.4,3147.1,12624,7512.1,5417.4,6879.5,8127.9,4577.3,9320.3,0,2235,8028.3,2476.3
P67936,66409,31110,60733,49658,99992,54813,75363,40303,40232,47826,34157,65316,38454,40167,62996,74562,43706,38900,50101,73650,68066,37830,55486,35402
P68032,550960,91800,230040,271940,988040,254300,383750,243100,364040,321620,268780,346890,353580,306500,181140,297250,224310,491360,216210,412680,341340,309380,171270,131370
P68036,33673,22936,30434,33777,27137,31490,29914,35336,42162,30299,32747,31544,27187,33072,28032,27369,17314,29666,31620,62088,40604,25982,22602,16132
P68104,622260,377860,675160,536140,459940,837320,572220,846330,1018900,872510,623000,640430,902700,821630,693720,688800,414050,472380,674180,756070,672750,494900,451940,486560
P68106,4694.9,0,2145,0,0,0,6451.8,0,1483.3,0,3298.8,2436.2,2719.7,0,2385.1,4868.3,0,3922.7,4899.6,3423.4,2433.6,4631.3,3262.6,3933.7
P68363,215570,411160,1009300,612860,552000,738730,196950,646950,148180,562720,629950,774120,637670,520210,567080,661100,72788,837360,156490,873140,523520,801080,837680,724170
P68366,599770,195700,343080,280670,281430,260560,618300,232580,188200,326360,347690,404750,252810,260730,339250,373730,280260,617580,493610,456480,299310,369520,710970,398580
P68371,2823000,933570,1600900,2169500,1401200,2232100,2170000,1770300,1983900,1801300,1822800,1889800,1748300,1893700,2081300,1592600,1698800,2384800,1729000,2979900,1934200,1963800,2036800,2025600
P68400,42481,13637,19703,28578,17500,18804,21781,32313,33017,28719,31706,29234,31991,18495,15523,20186,15393,24843,26354,41932,19385,13256,17242,10066
P68402,28853,33948,25524,57029,18427,49209,45910,51670,57597,50543,48549,59407,49931,51359,30458,38422,34331,32031,41558,87118,45521,16211,20855,25927
P68871,16028000,4765400,5134700,3682800,3022300,6294300,8478600,5011200,6962100,4319200,3942100,10343000,3502100,1781000,5189000,7733500,4744200,5021800,5097400,6402300,5517200,3882400,4078200,7874700
P69849,1754.1,3202.2,2566.1,2904.6,5519.1,6942.7,5081.1,7439.1,5419.8,5991,3346.1,1536.2,4073.2,6592,1808.7,1321.7,4549.1,1526.1,0,4408.6,4411,3047.3,6991.7,0
P69891,7548.7,32551,3175.6,0,20368,45905,1572.4,6366,884.95,0,0,10152,10889,929.73,575.62,14917,23490,15534,23099,0,22044,6759.7,20406,44176
P69905,4920000,1774500,2032100,1499400,3004700,3093900,3283600,1991300,2666900,2066300,1362400,4420600,1438800,703430,1990700,2558800,1441900,3298800,2386200,3181600,2448700,1533300,1347500,2323800
P78310,2499,0,0,0,3304.9,0,2755.3,0,0,0,0,1812.4,0,0,1236.7,0,746.48,0,1871.8,0,1427.9,0,0,1064.2
P78318,0,0,1220.7,0,4878.5,0,4438,1273.7,0,1283.2,2340.6,2443.5,0,3001.1,4890.9,3076.6,0,1505.5,1376.5,0,7502.8,3861.6,5708.6,0
P78324,111090,28056,50879,50024,80393,70809,114810,42791,37526,36822,35988,51959,48263,43203,35534,51357,15552,74120,153470,45563,42635,71249,117220,39309
P78330,3583,3001.7,0,2999.1,3712.7,9010.1,5075,6534.4,7708.6,6999.5,9107,1911,2598.7,2434.5,5006.3,4526.4,5650.1,5063.5,0,0,7822.6,4368.2,0,0
P78333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P78344,6891.4,7562.2,10142,17948,7626.2,8859.7,4244,2191.9,8809.9,9984.9,7210.3,6538.4,7383.9,15668,6694.1,10567,4580.3,7911.6,11910,11410,11278,8411.9,4388.4,3629.4
P78347,2177.3,3524.1,1917.9,3510.5,3589.4,13979,1069.5,8406.6,7293.1,5472.8,7424,5407.7,11052,8468.7,4709.3,0,4507.6,0,2599.5,5755.3,4354.5,0,0,0
P78352,87689,10139,7958.8,36122,45315,42330,63819,22667,15715,17879,26754,43149,33268,21180,18288,15977,19967,51921,53455,30258,23822,23665,89344,14159
P78356,37145,9911.4,9963.3,22742,13510,18432,24350,18115,21127,22037,19703,27026,14860,9903.4,19836,17379,21310,20034,26991,15755,19956,23967,36655,17709
P78357,139940,39607,84309,110320,78552,72632,155300,67749,50869,105410,101510,132640,72575,55110,48657,155350,77115,113080,117110,146620,59215,55152,109760,100950
P78362,2615.7,0,3452.4,0,2245.8,537.38,530.67,562.36,601.29,0,0,924.29,1084.6,0,5932.3,0,0,2642.3,0,1002.1,396.71,0,3051.5,0
P78369,273.11,365.6,232.64,0,0,0,500.06,813.23,0,0,358,0,0,280.47,0,0,0,0,0,0,364.1,0,0,0
