proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
A0A075B6K5,0,0,2223.8,0,2887.6,0,1779.2,2443.9,0,0,864.18,1597.8,0,1377.4,0,3979.6,0,0,3439.6,0,0,0,0,0
A0A0B4J1Y9,0,0,0,0,0,1717.1,0,1245.4,0,0,0,0,2597.6,2615.7,1974.7,5814.6,0,0,0,0,5093.8,1310.4,0,0
A0A0C4DH36,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3517.8,0,0,0,0,0,0,0
A0A0C4DH38,0,0,871.02,0,0,0,0,0,0,0,0,0,0,0,0,1765.3,0,0,0,0,4084.4,0,0,0
A0A0C4DH67,974.69,857.62,0,0,0,0,0,0,0,0,0,0,0,0,0,1704.2,0,0,0,0,0,0,0,0
A0A0C4DH68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3105.4,0,0,0,0,0,0,0,0
A0AVT1,17065,12432,14848,27890,7838.7,30870,21497,20990,19027,25814,14679,20098,20496,24127,18725,31418,11094,12837,15772,20137,27081,22794,12082,19839
A0FGR8,2459.1,1247.5,0,0,9560.8,0,2703.6,1737.9,0,3844.9,0,3627.2,0,2703.8,0,1465.8,1272,2087,1943,0,1851,1573.5,1320.9,2322.9
A0MZ66,0,0,2063.7,5784.3,0,2708.5,2125.3,1979.2,4118.4,0,3424.2,4864.2,3758,3645.2,2276.1,2790.1,3877,3124.2,2683.5,13320,1808.8,1537.5,10981,7442.7
A1L0T0,1403.3,3563.9,2392.6,6007.7,9241.9,1139.5,6066.3,4524,2261.5,7730.7,7642.8,5578.8,8317.5,8089.3,0,11673,6455,2058.7,5240,4209.6,14191,4675.7,3133.2,1615.6
A1Z1Q3,1662.3,1458.8,0,4575.3,0,10569,1582.2,0,2059.5,1659.8,0,8934,2224.2,0,0,5015.3,4757.2,0,3259.5,6823.7,4444.8,2779.2,1700.5,0
A2NJV5,0,0,9301.8,0,8243.9,0,1151.7,0,0,0,26970,0,0,0,0,0,747.64,0,0,0,39054,0,0,0
A2RTX5,1650.5,1659.6,1609.3,0,1399.4,2895.3,0,0,0,13582,0,3224,5146.4,1458.9,1655.3,451.63,1722.3,1539.2,1252.7,4880.1,1663.3,1476.2,2151.5,1317.9
A2RU67,0,0,0,0,0,0,1766.3,0,0,0,1197.7,0,0,0,0,0,0,0,0,0,1507.4,0,0,0
A2RUR9,2028.6,60077,20960,1490.9,0,2608.3,1695.4,33211,32614,21785,9016,0,24234,2595,9054.8,13809,0,9264.2,17583,8591.9,9202.6,5897.5,1160.8,2791.3
A3KMH1,506.67,0,3712.8,0,554.57,566.63,0,0,0,0,0,462.47,0,487.65,0,0,0,0,0,1134.3,0,0,472.96,0
A4D1P6,1560,0,0,0,4019.5,0,0,0,5199.5,0,4716.7,0,2887.1,0,0,4180.3,0,0,0,0,0,0,0,0
A5A3E0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PKW4,2113.8,0,0,0,0,0,0,0,1000.8,0,0,0,1557.8,0,0,0,0,0,1750.4,0,0,0,1990.4,0
A5PLK6,6101.4,0,0,0,0,0,0,0,0,0,0,0,1533.8,0,0,0,0,0,5133.6,0,6690.3,0,0,0
A5YKK6,0,456.25,1534.6,602.44,722.69,0,907.79,709.72,763.95,837.03,2098.8,920.75,784.07,827.62,898.3,891.03,760.42,1322,583.79,1055,921.15,622.62,607.52,0
A5YM72,2272.2,458.44,7865.5,1310.4,2419.7,2570.9,10080,5404.4,5648.2,5563.3,830.3,1387.7,1344.6,0,17043,3253.6,9504.7,4498.3,674.52,11942,0,10106,1661.1,16566
A6NCN2,0,605.47,0,0,0,0,0,0,16377,0,0,0,0,0,0,0,0,0,554.68,0,0,0,0,0
A6NDG6,15758,3463.9,4940.7,12257,5748.3,15314,15711,14791,8282.8,8403.1,3028.7,13283,1192.1,5615.4,10360,10924,9581.4,15262,1880.8,6858,4983,4779.2,11802,6959.5
A6NDU8,3547.7,0,4180.2,4072,1223.1,3863.9,1792.2,1776.8,1672.3,2150.5,2097.3,4181.8,4270.5,4200.4,5686.5,2015.6,1557.8,1282,2047.8,5242.3,4117.4,0,1719,1191.9
A6NFH5,617180,0,0,0,0,0,0,0,0,0,0,0,749450,0,0,0,0,0,0,0,0,0,254540,5671.2
A6NHL2,17943,0,16625,16220,8974.1,11214,9091.3,13143,8877.7,2411.8,9997.5,10081,11588,8874.8,8868.3,13581,9269.7,0,16239,14493,11397,12679,9534.7,14057
A6NHX0,4620.5,2717,4350.9,5577,361.66,5176.5,1483.5,2625.3,7277.3,9832.9,807.62,4234.7,8524.6,7307.2,2121.3,4556.4,3314.2,7387.9,4232.6,5659.7,5125.6,2429.7,3203.3,2385.2
A6NIH7,0,0,0,0,0,0,0,0,0,2928.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6XGL0,0,0,0,2111,0,3043.2,0,0,0,2335.4,2271.5,4862.7,0,932.44,5151.4,1594.8,3894.8,0,0,0,1332.2,0,1523.6,2089.8
A6ZKI3,0,0,0,754.59,0,891.92,3357.8,0,0,0,1561.8,0,1226.2,0,709.38,0,1115.7,1338.2,959.56,0,0,0,2718.2,0
A9Z1Z3,0,0,0,0,0,0,1270.4,1261.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880.65
C9J069,925.98,0,0,691.82,1009.9,0,0,0,0,0,0,0,1534.1,1009.1,0,1007.6,0,1176.5,778.48,0,0,0,0,0
E9PAV3,6852.2,5613.5,7865.4,11484,9599.7,7436.3,12838,13251,11717,17106,17573,16363,7908.1,8770,14553,12232,11330,2033.5,12503,20559,9922.2,17059,14864,3605.4
O00139,25106,14418,13872,17632,4305.2,18888,7784.4,15735,13005,12142,25511,16855,13076,18426,35610,17976,13600,14306,22080,27985,18584,8003.9,25122,5373.6
O00142,0,1109.7,1977.9,1539.3,0,1463.8,3033.4,2866.7,1923.5,5484.1,4944.4,1616.8,4007.6,2671.7,1559.6,0,6219.4,2895.8,0,0,3869.9,0,1651.4,4274.4
O00151,464.87,0,0,895.63,12739,0,2272,0,0,1553.5,0,1186,0,0,0,9547.9,0,0,0,0,3882.3,0,299.51,418.67
O00154,194880,55621,85586,84761,75550,152190,146890,64618,63796,120760,105190,140260,83400,30912,86160,88166,94794,147370,173230,111920,83290,105500,174220,93590
O00159,859.99,0,0,1446.4,19622,0,4262.2,1995.5,0,6570.3,0,1652.7,1191,831.73,1546.6,2034.4,2676.8,4559.6,0,2855,2450.7,1745.2,1447.2,0
O00161,1837.7,1381.6,0,0,2773.5,2357.7,2870.6,0,0,0,2817.2,0,0,0,1704.8,2672.8,3326.2,0,1974.7,0,0,0,0,0
O00168,0,2198.3,0,2459,0,1844.5,2801.6,0,3597,2783.5,2230.7,1018,2831.2,2839.6,1952.7,0,1980.5,1396.2,2012.2,2970.5,1928.9,1853.2,1661.2,879.52
O00170,8117.1,5062.2,4758.6,5375.1,0,6779.9,5716.9,3311.3,5839.4,4411.3,8453,0,4941.8,3326.3,6161.6,4659.1,5422,6758.7,2349,4722.2,6481.4,6780.9,7359,5215.1
O00178,1505.5,1238.2,1418.9,1523.2,1178,1554.2,1818.4,0,0,2238.2,0,1532.9,1510.7,2516.6,1367.1,1470.9,1202.8,1217.6,0,5515.6,0,0,948.39,699.16
O00186,2612,7508.7,2690.3,8157.2,8159.8,13757,12716,12086,10336,11480,4585.1,5651.3,11240,12489,12010,4411.4,13915,5523.1,976.45,8798,9840.5,4154.4,3495.6,1506.2
O00192,1506.6,4352,3273.5,643.27,0,4579.1,0,9230.8,10209,1939.2,2708.9,1143.6,6269.2,8306.5,9680.7,7324.6,1502.2,3713.2,1890.1,4501.3,938.03,4187.7,0,1072.6
O00194,17114,1860.8,5089,3577.1,8733.6,8039.3,9068.6,1928.5,2520.9,1151.5,0,10034,1055.5,4599,6911.2,5065.5,6033.1,12896,16614,1636.6,1506.6,9813.4,24064,1065
O00203,2023.7,2505.2,1861.5,0,3163,1159.8,3020.9,5183.2,0,1570.3,1241.7,0,1598.9,1709.2,7985.6,809.19,3447.3,2553.7,2985.5,7021,3705.9,1233.8,0,0
O00213,4279.4,732.16,0,2278.3,1154.2,3004.1,4162.3,0,0,0,3958.4,3373.3,0,0,6203.5,0,3947.5,0,2319.4,5543.4,1312.5,0,6975.4,415.63
O00217,56507,23913,32833,42263,25762,49787,29903,32711,38993,39695,39424,35200,39252,39567,41545,35954,35609,38245,37028,56220,40696,28380,51353,16684
O00231,27423,21254,18951,22563,26167,38088,147340,29381,25929,33585,105230,25595,25044,108630,130660,110860,29126,128290,15195,41096,109650,17123,31587,16797
O00232,22953,5054.3,4525.2,14149,14629,14856,23368,21140,19619,35557,16205,22253,17100,20789,19623,18707,19545,19679,21942,23747,13827,13163,24080,4872
O00233,0,1921.4,0,5513.8,2304.9,2882.7,0,3138.5,0,2149.7,2873.8,5417.2,1651.7,4703.8,0,3058.9,0,0,5521.2,6931.3,5058.2,5184.9,5008,1992.9
O00244,7310.5,3144.3,2221.2,3938.8,2533,7340.8,10780,11128,2188.3,11180,13559,6157.7,7453.3,11162,9447.6,5502.5,9426.6,7545.8,6014.7,13765,8489.3,6761.1,6798.1,5754
O00264,56468,16934,61562,40477,158880,20793,84523,45205,33060,18854,39478,91388,44628,47496,57166,44366,42375,62477,69578,103930,42893,46890,32824,41511
O00273,0,1410.4,0,1631.4,0,3311.6,1324.9,1850.2,1829,4858,0,0,3505.3,5335.5,0,0,3592.5,0,2406.7,3977.8,3698.4,838.33,0,3825.9
O00291,0,0,2164.5,0,0,0,0,0,0,2182.4,0,0,2422.3,0,2026.1,0,0,0,1595.4,2639.4,0,0,0,1002.6
O00299,21834,36240,63215,35178,63217,37838,49452,50322,53460,49852,36543,47405,31234,53428,47833,42323,34394,23933,26621,58343,62362,42699,15629,31652
O00303,10675,6059.4,11284,10791,15630,17139,14784,12845,10536,14501,12202,9842.6,10860,7070.8,11866,11233,12068,9826.3,3806,21884,14329,7333.7,11102,8213.1
O00305,2437.7,761.51,1787.5,4530.8,1053.7,0,6278.6,0,0,2257.3,1762.1,2542.6,1991.3,0,0,0,0,1697.8,2453.9,0,1372.5,1561.8,8286.4,893.23
O00330,27827,13711,4471.8,10615,11405,42126,38553,18737,9248.7,25132,22691,25377,10820,18843,24625,12110,19985,23148,15829,26352,17136,12821,42040,9349.7
O00399,8999.4,5080.3,4948.2,6778.3,1802.4,0,4387.9,5269.3,0,8331.4,7011.3,0,4128.3,2286.5,4199.9,9367.3,0,7226.5,0,10263,8625,6901.8,4667.4,5754
O00401,9074.3,3630.5,0,5298.3,2815.4,2919.8,3663.2,10643,1932.3,5391.1,0,0,3554.6,6048.7,9944.3,10097,8695.2,4313.6,8560.5,10026,4003.9,7808.2,8792.9,0
O00408,48739,15869,9052.9,18512,12004,45140,47190,21882,20971,27470,30930,50969,31578,22089,33557,20738,26379,47735,34115,38922,24304,19899,65016,16517
O00410,94218,58093,100030,93712,61757,69312,89233,109160,106490,105250,96360,74621,98229,98415,69734,80277,63063,67785,79047,121450,113730,76938,61739,59833
O00422,0,2918,2187.7,3909.2,1157.5,4200.7,0,1892.5,2842.2,1279.2,1123.6,4052.4,0,1748.8,1810,1165.8,1549.2,0,638.09,0,3184.1,550.51,3097.1,0
O00429,178560,58823,72706,147660,94586,184290,188360,138630,119540,148440,141680,168290,131940,133490,149240,113570,134750,168980,179560,143060,149010,129610,201210,70212
O00442,1352.7,2995,0,6388.4,1694.5,3420.7,9119.3,3559.2,6903.5,8345,1880.8,1151.7,6340,4549.5,8758.4,4458.1,3438.8,0,2633.1,7752.2,5836.9,8958.1,3272.9,5514.4
O00445,18103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1281.8,0
O00451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00468,11181,8225.4,4869.5,26256,26500,13472,6756.7,22154,13420,30841,23847,26626,26202,11499,16798,18192,15905,11107,3813,22483,22810,5090,10786,5359.3
O00471,7411.8,1319.4,6417.5,1535.6,6666.2,3312.5,2585.7,4293.7,0,1599.2,8337.6,2074.8,3888.7,1546.8,0,1916.1,4271.5,4303.9,3327.7,1835.4,3272.1,2778.8,5296.8,0
O00478,4784,4558.5,3271.4,13066,0,19080,2886.2,8225,10037,7451.8,13697,10789,14518,10104,6911.5,19965,8088.1,1358.2,3382.5,7376,3515.4,1732.5,5592.9,0
O00483,83932,25777,3244.4,79312,67055,87238,93689,45390,30457,77661,49902,115830,45989,65727,88244,61511,65349,66676,79296,133160,46542,41213,69768,34376
O00487,13862,7051.4,8920.4,11562,11969,7443.3,7360.4,9537.5,8072.6,8232.9,8542.1,10730,11713,7120.2,9673.3,9154.8,10217,4148.6,11505,19800,10290,5254.7,16423,5268.5
O00499,135320,36145,79494,70301,39604,84495,125990,53513,59286,86186,81150,79691,81876,65638,48155,105900,44127,118190,138350,116810,63250,80393,78360,111680
O00505,7296.7,6575.8,6397.5,8310.4,6386.2,2223.8,3218,4480.7,7316.4,6619.4,7681.8,3505.3,5699.8,9062,1886.7,11752,5461.8,4025,9748,7163.8,10034,7331.1,3718.4,6272.9
O00519,2108.9,0,711.62,1020.8,2264.4,1015.6,5125.6,0,1106.2,2121,1886.9,0,909.2,2480,2220.4,1602.9,496.37,3075.2,1037.4,1627.5,1847.5,2082.6,1494.3,1326.7
O00533,11953,1791.5,11095,10359,15571,14551,12269,5984.2,14378,14279,9796.3,9185.9,7513.8,21958,11570,10033,11692,22808,11273,1687.4,4602.5,4879.7,17826,8311.2
O00534,11157,1955.9,12627,6225.1,6340.2,1136.5,8999.3,5544.1,4888.8,8306.7,5783.9,0,2774.6,4858.8,2381,12438,4107.3,10022,9760.6,2836.4,4450.8,14055,15975,10399
O00560,4505.7,0,6374.9,9407.9,11099,10324,19988,4085.4,4366.3,12687,3460.5,13155,13097,7776.4,7044.8,8904.2,6907.2,9893.5,5093.4,4078.9,5092.8,8752.5,8360.5,7805.4
O00562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00571,9631.9,17290,28787,24409,20620,30160,28568,48356,44565,50770,33024,20349,33633,31296,23260,21925,25044,21217,25003,31745,32601,17037,14810,10340
O00584,0,0,0,5411.1,3787.9,0,0,4501.9,0,0,0,0,0,0,0,0,1648.9,0,0,2553.6,7228.5,2946.9,0,3227.2
O00625,12248,9396.7,19786,11351,2178.4,5479.8,9643.1,12221,21119,6987.4,8196.7,8741.3,9420.4,3568.5,6805.7,11814,9348.2,14948,1909.3,13090,12537,12809,3561.8,10544
O00629,12528,13452,14268,14765,13794,18609,15785,21113,21761,21202,11012,21426,15169,6245.2,17846,19144,14774,7331,6852,15542,15571,17573,14851,10502
O00743,1837.6,1560.4,2387.7,2947.6,2537.2,942.96,4728.4,10329,4484.9,8486.7,2959.2,6933.6,7945.3,6472.3,2727.3,2482.9,1518.5,4514,725.05,13853,2749.1,4239.1,5752.9,2635.5
O00757,0,0,0,0,721.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00764,119090,92099,78303,113760,65962,171610,134280,174800,157810,198900,166130,175330,141330,184540,159780,99546,137970,76168,92934,159930,139330,83526,104450,61097
O14490,0,0,0,0,0,0,0,0,0,0,0,1585.1,0,0,4765.4,0,3206.1,2088.4,2013.3,0,0,0,4520.8,0
O14494,0,1998,0,1616.1,1056.1,808.03,0,0,2268.8,0,0,0,0,1135.7,833.02,753.46,0,0,0,0,0,982.56,0,0
O14495,7612.4,23878,1512.4,26490,10342,26289,13121,25949,30748,9562.7,21796,13917,34088,33568,13909,22269,15259,15749,24699,33323,25919,24584,15730,1863.5
O14525,3225.7,2040.8,3579.9,5913.3,8478.5,12080,1328.3,4379.1,3618.1,3728.9,8196.5,5683.6,4157.7,6182.7,2856.2,8684.9,5008.7,899.7,1346.3,1424.7,4133.4,892.73,4011.3,0
O14531,90356,31064,37300,78481,18557,138850,56869,68535,57619,95803,83929,97962,86526,67684,56734,67687,68336,68423,73155,153310,56826,39111,73997,64088
O14548,5359.2,1586.6,0,8774.6,4740.5,9590.9,7745.2,10150,4505.6,8784.3,8811.6,21680,13862,5829.9,11627,6882.1,7169,8631.2,10233,14570,5476.7,8355,7875.3,6014.5
O14558,3145.9,4047.1,9129.9,9263.1,7501,4283,9748.3,5608,13827,2664.1,6315.9,0,62335,10653,10084,3703.3,3492.6,4095.8,6945.2,4122.4,0,3816.3,2066.9,8565.4
O14561,8100,5549.5,2714.3,2388.8,9171.5,10539,9672.6,10424,7484.1,11681,7287.1,1645,11540,5782.3,5437,9211.9,4817.3,6912.6,8080.6,19205,9584.6,7256.2,15872,1877.8
O14576,23674,918.33,6342.8,12202,4055.7,17735,31311,14181,4945.3,4780.8,6206.5,10104,13908,1489.2,7064.1,7691.4,7559.6,11115,4511.4,19364,7859.9,2656.4,22538,10314
O14579,1842.3,3929.9,3241.1,1975.2,4997.4,4818.9,4772.8,6137.8,8459.6,9262.8,3866.6,5088.6,6692.4,1919.1,17270,3491.6,6758.9,2492.6,1212.7,0,10306,1188.6,1327.8,1212.5
O14594,83595,39127,28309,21952,37547,60185,78478,40421,56480,74579,88212,59201,48473,50950,44284,45505,37191,81548,97716,104760,67318,38830,97209,34573
O14617,20730,3414.7,3239.9,17666,9868.4,9895,26924,12192,5503.6,3023.9,12168,12885,11223,4733.7,11113,7535.3,10821,15294,3229.9,17370,10774,19824,29923,5837.6
O14618,8280.7,0,1609,1995.4,10145,4260.8,6232.3,8590.1,4515.9,1539.6,4269.1,5445.8,7775.6,3654.2,6291.3,2092.8,1635.4,7809.1,1028.3,2043.2,9639.5,1188.3,2328.5,6454.2
O14639,4194.9,3849.3,11567,10653,3906.7,12900,9531,13856,19276,5733.5,1770.8,2694.1,7855.6,962.02,7462.4,10742,512.19,2742.5,4600.4,8106.5,6800,14866,4895.6,8775.9
O14656,2604.9,0,2172,0,956.98,0,0,1504.5,1270.7,0,0,1589.3,0,0,833.42,0,0,3100.6,2048,1716.5,1566,0,0,1657.2
O14662,0,0,0,1103.9,789.41,0,1089.1,0,1732.9,0,2643.8,0,458.36,1022.4,1643.7,0,0,1050.5,1034.5,1147.8,1332.6,0,2819.3,0
O14672,4047.2,11092,0,11821,14135,4723.1,14502,13854,13518,13277,11507,10715,23306,5094.2,13394,17301,3810.5,10762,2293.7,3926.6,7032.8,4982.9,5563.6,3790.9
O14683,0,0,0,0,4090.2,0,0,0,0,0,0,0,0,980.17,0,0,823.14,0,0,0,0,0,0,0
O14734,1757.5,0,0,1168.3,2076.8,1625.5,0,2148.9,2026.1,1484.8,1674.9,0,1746,2141.7,0,0,0,2167,0,0,0,1119,0,0
O14735,0,774.87,0,0,0,0,2515.6,0,1217.1,645.72,0,1219.5,0,0,0,0,0,0,0,1220.8,1108.7,0,0,0
O14737,0,0,0,3277.6,0,15124,8010.5,0,4089.1,15169,16143,6548.2,2863,0,0,3286.3,10172,0,4385.6,0,0,2260.3,6188.9,0
O14744,9787.2,13580,6663,15450,4845.1,13690,9762.6,17526,11453,18552,21778,14301,15630,21708,20169,11216,21118,11780,12663,17486,18846,10405,15533,6844.5
O14745,40096,48748,71781,70204,38506,32870,86673,74319,87130,82715,57545,48957,64850,59362,45485,72359,58741,41772,61461,66463,76399,55264,51483,63787
O14770,0,913.12,0,503.48,0,0,0,0,0,0,0,0,3418.8,1467.7,0,0,0,0,0,3838.2,849.7,0,0,0
O14773,61631,42960,55399,54391,89612,51146,40481,58810,66886,54162,77043,50569,71262,53842,27919,62977,21426,47218,50032,128500,57104,26611,25085,21114
O14775,9481.4,5808,1925.8,10674,0,12732,9469.2,14125,13961,16901,16592,15833,15034,3636,13693,6482.8,16561,13014,4560.1,18993,7228.8,2360,18057,6908.8
O14787,2681.9,9788.5,6756.2,8288.3,8161.1,7666.2,12892,9704.9,9817.2,14781,11619,8076.5,5892,11415,3000.8,9801.5,10521,4500.2,3044,19224,10149,4332.5,9103.5,5046.7
O14807,13179,1927.1,12241,2515.8,5336.3,3194.3,3999.6,0,2462,2297,2689.3,0,2884.1,6254.4,2850.7,3239.6,6448.4,10267,0,4275.2,8066.2,0,4639.5,7426.9
O14818,43190,46066,14804,56857,45564,60005,43477,55377,36413,60859,62226,50579,39819,50793,48568,40273,43931,41339,46662,86787,57238,14564,34773,25692
O14828,3306.6,2665,0,2760.4,2430.9,2539.2,6802.3,2948.1,6109.9,5168.3,2915.9,2857,0,2676.6,3152.8,0,5037.2,5989.5,0,9148.2,2808.4,3285,7925.5,1979.8
O14841,2823.6,5261.3,2338.6,6822.5,1050.8,2693.2,1508.2,2594,4020.5,579.86,6526.9,2937,3659.5,1517.4,5682.9,656.45,5901.5,2229.7,0,9319.9,11407,967.1,0,0
O14874,381.53,0,159.67,0,293.81,0,1072.2,857.75,293.12,334.48,445.8,0,442.39,0,88.528,191.28,0,458.45,137.54,626.13,0,0,1676.7,0
O14879,0,4349.4,5323.7,2437.3,6776.8,27507,0,7120.5,24391,10260,1407.6,8663.6,9091.8,8702.1,15307,1418,5735.2,696.38,0,3210.7,3180.5,0,0,883.59
O14880,56870,31534,29996,55229,31683,39596,51804,62233,57252,43945,31427,35672,75425,66161,30635,48118,32950,56954,51474,141770,42105,31418,47915,33001
O14907,0,9972.4,9695.7,3586.8,3591.7,9795.1,5057.1,11045,9678.6,8374.9,10512,3623.9,7756.5,12114,8901.4,9351.3,10350,4328.3,8815,6623.9,7875.1,6045.3,0,7744.7
O14908,0,0,0,0,0,2494,0,0,2501.4,1749.1,0,0,0,0,0,1860.1,1266.5,0,0,4236.3,0,0,0,1904.3
O14910,21946,9696.6,4912.4,23511,8057.6,32390,10049,11403,15680,23819,22508,25968,10061,23276,9093.3,17189,12708,7562.9,17262,15692,13721,6844.1,17438,3638.4
O14920,0,0,0,0,0,0,0,242.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14933,455.45,1793.5,0,1511,0,0,3428.7,4062.7,1350.9,3029.3,653.9,2748.5,893.02,2482.4,1788.5,1348.4,2004.7,0,0,3972.5,4296.4,480.26,372.85,373.98
O14936,15999,12315,18066,11336,11811,13661,26175,20409,16954,29134,27815,19249,38189,10180,14734,26305,9688.8,15089,13818,24449,24426,16442,6474.4,9152.6
O14949,9191.1,6344.8,2453.2,14023,5314.1,12267,9476.1,15039,8389.9,3954.1,8869.7,16631,19443,4291.8,9622.3,2949.3,4193.4,10489,11595,28600,10394,3270.6,11463,2449.7
O14957,5405.5,2812.1,1908.2,3719.3,3500.1,3950.8,5535.7,4177.2,3371.3,3413.4,3221,6575.1,4246.3,4243,3624.8,3884.3,3047.5,4132.7,3247.4,6401.7,4362,3327,4122.6,2026.1
O14964,6805.6,6126,9577.3,9117.9,4863.1,10855,11044,8190.9,14560,18361,14478,10449,7377.8,11691,9503.8,460.09,11065,9104.2,10097,16342,21025,685.92,11252,11564
O14966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14967,0,0,0,0,0,889.36,0,1578.2,1547.6,1026.5,0,0,0,3089.7,997.52,0,1301.7,0,0,1906.8,1157.7,0,0,0
O14974,0,0,1820.5,3058.5,0,9899.4,10214,8852.8,6712.6,9040.8,10635,12493,10528,0,421.32,2188.2,2288,0,2005.6,0,0,3195.6,0,2133.4
O14975,0,818.94,0,771.25,0,0,0,1858.5,0,0,812.39,721.92,0,0,1475.1,0,1340.6,0,0,3929.7,0,0,0,0
O14976,1958.7,622.53,0,2678.4,2351.4,2276.6,4191.1,5781.2,3088.5,4711,1820.2,7092.7,1820.7,2869.9,910.9,873.25,493.62,2058,1748.5,5813.3,747.04,1033.8,2082.8,0
O14979,5831.4,5926.1,8427.6,18039,11226,24772,11742,25714,14429,11418,17798,21076,15082,6274.1,10825,4811,21262,3023.2,11243,43174,14485,4253.7,4963,3613.9
O14980,36093,29449,47725,56130,85911,41403,47697,46115,57242,55797,58243,52908,61126,39286,41371,49577,31191,59561,21473,76896,60412,43546,35651,29211
O14994,9847,0,0,7408.3,3423.5,6407.6,7565.4,5107.5,2711.6,1661.3,2165.3,14383,4641.5,8395,9848.4,1825.4,2546.8,16494,0,2693.2,5704.6,1617.8,1664.2,0
O15020,119950,27383,25898,71227,49807,91435,90018,66048,49321,77483,70421,91831,85134,49556,71593,62852,68306,92665,98497,96700,79871,74180,116640,37453
O15031,7494,15006,15114,25338,14415,17349,9043.4,28416,34037,33585,30755,14335,29601,39630,16407,9671.7,17492,9657.9,11879,22694,25391,11016,12074,9414
O15042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O15054,17479,15236,42910,21241,15926,21672,10427,22935,31338,29925,19098,8669.5,19192,13246,20570,24086,12637,17866,32596,27107,11990,12469,0,12744
O15061,74174,72844,233960,111680,120450,33669,78223,48831,75894,131570,52896,11600,103140,102820,100150,53596,20249,28761,31702,21211,103160,76606,53310,51671
O15066,815.49,0,0,1015.3,0,0,0,4235.4,1565.1,1579.5,0,854.69,1100.4,753.82,5708.9,0,0,739.17,0,978.14,0,250.65,0,0
O15067,8046.5,3850.4,0,6586.7,2784.6,10792,1907.9,3087.8,779.64,6674.4,9309.3,13712,9118,3685,5223.3,4297.6,5629.5,5630.2,4076.7,4174.1,1209.8,2346.4,11664,3041.9
O15075,57307,53009,43507,66827,27081,72216,67118,91083,75917,77362,54833,67741,73678,87118,63921,92499,73057,44349,67523,99951,57466,60872,84544,47042
O15079,1899.8,985.71,951.23,0,0,0,0,0,0,0,0,0,1465,1379.3,2192.5,0,1463.7,0,3190.3,3357.3,0,1152.9,3625.2,0
O15083,6894.1,8311.8,0,0,1401.4,20487,3022.7,1780.8,1652.2,2631.7,3092.5,2536.8,1278.7,1547,9970,4540,8703.8,9482.8,3969,0,9594.1,0,7935.3,0
O15116,1935.2,1155,1172.2,0,1299.5,0,1177.8,1563,1395.6,2173.8,0,1639,1153.9,1899.7,0,0,732.52,0,1552,9857.7,0,1133.1,0,0
O15118,0,771.26,0,0,0,0,0,0,1074.4,0,0,779.24,0,928.17,674.82,0,0,1988.8,0,0,2064.4,0,1011,0
O15126,9671,6271.3,0,2371.3,2054.6,16795,3939.1,12430,9002.9,13408,11788,8528.2,12169,5664.9,11005,4925.8,3858.3,3715.5,10048,17187,2143.7,8223.2,10724,1609.2
O15143,1849.5,0,1721.6,4374.3,8470.4,4513.7,0,5763,0,0,4188.1,0,2725.6,5911.6,5338,0,0,4127,2161.7,0,3052.6,2786.3,0,0
O15144,97763,54652,55966,76363,71722,113440,201980,78217,83335,75412,76889,73746,68239,70941,79975,69715,59427,83679,112410,109170,92344,32452,80690,61460
O15145,43783,25573,40589,39471,31426,47435,50591,31088,45890,39234,42393,32721,41535,38727,41047,29459,31170,37290,53679,52686,43918,31130,40893,21559
O15160,4219.8,0,6069,6003.6,19036,0,5174,0,0,6661.4,4320.8,0,0,761.94,0,7875.6,3576.9,6866,3451.9,4728.7,7347.6,460.38,3174.3,0
O15162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,877.25,0,538.42,0,0,0,0,0,0,0
O15173,12102,6837.6,11455,11851,20533,10429,5624.8,7841.9,4081,14126,11895,7020.9,12598,11146,3216.4,8027.5,0,4806.5,12999,9475.1,15997,5973.4,9095.5,4850.8
O15212,3989.8,1903.8,0,2538.2,0,4405.1,1251.4,3405.9,0,3662.8,2940.7,2925.3,0,1180,0,2747.1,2582.3,1068.3,2991.3,5436.7,0,2626.1,4105.8,3274.8
