proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
A6NL88,-0.8463666,-0.7076051,-1.1955179,-1.1033447,-0.8359715,-1.6172787,-1.0578437,-0.9624739,-1.1189512,-0.9643375
A7KAX9,-1.0805864,-1.0344967,-0.6760667,-1.1830058,-0.9826506,-2.068771,-0.6443274,-0.9524124,-0.8673894,-0.8297547
A8MSI8,-0.8035876,-0.6443646,-1.1916242,-0.7287982,-0.8551149,-0.877357,-0.9085802,-1.4184337,-0.6801749,-1.5903904
A8MVW0,-0.9593393,-0.9813264,-0.5870529,-0.7602943,-0.6063452,-0.6905396,-1.0821828,-1.1376979,-0.3100816,-0.8482722
C9J069,-0.3269287,-0.3236817,-0.384428,-0.4183944,-0.3362907,-0.4749678,-0.7940616,-0.5412138,-0.3894163,-0.3976419
E9PAV3,0.3230989,0.4661203,0.3134859,0.3810556,0.4511752,0.282665,0.3683184,0.2774018,0.3582173,0.190839
G9CGD6,-1.0802175,-1.4828425,-0.9028247,-0.9074359,-1.5949073,-0.9668088,-1.3126329,-0.6163744,-0.6672612,-1.505654
O00116,-0.6628778,-0.7068078,-0.5285862,-0.7869317,-0.5003576,-0.8727186,-0.6994913,-0.6762014,-1.0301685,-0.7908673
O00139,0.7016344,0.6498564,0.6946578,0.7150952,0.7020395,0.6931995,0.581972,0.6352696,0.6692953,0.6607767
O00142,-0.9543626,-1.034617,-0.7356673,-1.216815,-0.9099299,-0.9312285,-1.173117,-0.9599028,-0.4944092,-1.169449
O00154,1.221598,1.428691,1.219432,1.463423,1.372153,1.219453,1.316956,1.360432,1.192345,1.396663
O00159,-0.08056375,-0.3432734,-0.34426708,-0.29601322,-0.41151274,-0.62583283,-0.06634024,-0.58746853,-1.37881753,-0.42177167
O00165,-2.3746886,-0.8895603,-0.7341205,-1.20944,-0.9791292,-0.9758856,-1.964606,-0.9944371,-1.0219739,-2.374258
O00168,-0.3126649,-0.4664945,-0.4481334,-0.6721186,-0.3329486,-0.3290385,-0.4083883,-0.8520229,-0.4338288,-1.0109259
O00170,0.15290212,0.02936042,-0.1107145,0.09498804,-0.14617729,0.13760706,0.10858266,-0.11167599,-0.10639621,0.11280912
O00178,-1.0775221,-0.6084203,-1.142088,-0.8265491,-0.8608094,-0.681413,-0.5976565,-1.151745,-1.0599883,-0.5895351
O00186,0.16361333,-0.17594315,-0.04406301,0.13219504,0.23860317,0.39793183,0.25331285,0.21587757,-0.11999291,0.11933355
O00192,-0.8130477,-0.8600256,-0.5585443,-0.943284,-0.327441,-0.5717801,-0.4013218,-0.4080212,-0.5466424,-0.611956
O00193,-0.4060617,-0.7653347,-0.7062502,-0.74849,-1.0793531,-0.6626613,-1.0474518,-0.4579715,-0.3739036,-0.6338292
O00194,-0.47705976,-0.47129096,-0.09997576,-1.41746269,-0.45844563,-0.50992723,-0.51522951,0.06071668,-0.04613074,-0.52874424
O00203,-1.1857868,-0.7436795,-1.1903812,-0.8654054,-0.5381039,-0.8367467,-0.7244954,-0.9928959,-1.3278255,-0.8516677
O00213,-0.6515647,-0.1243898,-0.3850535,-0.1635601,-0.2552734,-0.4353563,-0.3584695,-0.4123034,-0.3275354,-0.2856619
O00217,0.568763,0.7681936,0.7638842,0.6944392,0.6000116,0.4337369,0.6579585,0.7646034,0.8899749,0.6579423
O00231,0.6216174,0.5984343,0.5425381,0.5332273,0.5736841,0.7017983,0.5532575,0.629493,0.6042597,0.5801143
O00232,0.3494942,0.3286781,0.3134337,0.4107426,0.343931,0.3501963,0.3789736,0.3577966,0.3739679,0.3467508
O00233,-0.18847995,-0.53072596,-0.24319794,-0.4297539,-0.15208499,-0.08577129,-0.22489936,-0.43612385,-0.48441566,-0.24240544
O00244,0.3985309,-0.079789,0.48976859,0.09996537,0.01771442,0.43409821,0.31864443,0.45290891,0.43347281,0.38581747
O00258,-1.3948099,-1.0213158,-1.2643244,-1.4940154,-0.9700255,-1.1356428,-1.4581241,-1.3569576,-1.2696808,-1.1905016
O00264,0.8240554,0.8175108,0.7714171,0.9502933,0.8778046,0.8815893,0.7206501,0.9246927,0.8157018,0.9382471
O00273,-1.1145576,-0.9006932,-0.9975911,-0.7398112,-0.8677695,-0.7414381,-0.8486481,-0.8249565,-0.695371,-1.0366731
O00291,-0.4205175,-0.8695942,-0.7799848,-0.2867497,-0.8105629,-0.2038469,-0.1493641,-0.311541,-0.5789319,-0.1984522
O00299,0.01784474,-0.25020471,-0.04271501,-0.3455263,-0.03362375,0.14353508,0.10774675,-0.02468025,-0.66365225,-0.16915114
O00303,-0.008806651,-0.164287127,0.122562446,-0.405226582,-0.134538749,-0.219787486,-0.167844404,-0.042936904,0.061659329,-0.291833861
O00305,-0.54942729,-0.35412177,-0.13800053,-0.481765,-0.23527293,-0.48865605,-0.42521235,-0.03007349,0.02829364,-0.34497159
O00330,0.6529291,0.8141862,0.7837741,0.7939499,0.6877533,0.5215274,0.4207351,0.6978583,0.8126637,0.739139
O00399,-0.05358479,0.05053694,0.01922256,0.02727157,0.07890177,-0.10520915,-0.12764311,-0.02341378,0.03539643,-0.1378293
O00401,0.196907,0.2021831,0.2366897,0.1366101,0.1867474,0.2429224,0.1483932,0.3908968,0.2820985,0.4392618
O00408,0.7906117,0.823793,0.9137275,0.7487365,0.8672244,0.5709484,0.6173612,0.9414584,0.9063713,0.7034698
O00410,1.0036506,1.0164151,1.095648,1.064722,0.9910473,0.9624857,0.9724313,1.01124,1.1139346,1.0546059
O00422,-0.7410737,-1.1138303,-1.2122654,-0.8198776,-1.2644843,-0.9883892,-0.9540199,-1.2543471,-1.26306,-1.0950788
O00429,1.30031,1.48782,1.470687,1.42023,1.383305,1.256256,1.283298,1.423877,1.488302,1.440894
O00442,-0.125268405,0.258909019,-0.085591318,-0.047240975,0.009702326,-0.023358451,0.073260169,-0.142399051,0.017785676,0.017946342
O00451,-0.7273915,-0.4196272,-0.2158547,-0.2553975,-0.675561,-1.1990743,-0.8898916,-0.4347953,-0.3199437,-0.5412923
O00468,0.21131051,-0.074602372,0.168583261,0.044276272,0.120238779,0.150061034,0.257056597,0.200324218,0.007151528,-0.050632157
O00471,-0.34417738,-0.31373077,-0.66079067,-0.36373761,-0.04198498,-0.30005797,-0.24207807,-0.1689806,-0.16035075,-0.08133165
O00478,-0.6759624,-0.7944106,-0.7583086,-0.9577106,-0.8233115,-1.2546986,-0.862528,-0.9206574,-0.8534981,-0.6200335
O00483,0.8956304,1.0866693,1.0260271,1.0229553,0.8947895,0.8985359,0.9890125,0.9565247,1.1405063,1.0597374
O00487,0.2648018,0.2167005,0.2262197,0.2271246,0.2659286,0.2785939,0.1005517,0.2986745,0.176982,-0.1023921
O00499,1.413573,1.385182,1.376536,1.582882,1.406788,1.608601,1.506042,1.494189,1.430125,1.643736
O00505,-0.14335078,0.03059601,-0.36694357,-0.14103492,-0.02172578,-0.1848011,-0.21145823,-0.05707995,-0.26299773,-0.20606759
O00519,-0.9352108,-0.7610253,-0.7947047,-0.3728021,-0.7462793,-1.4395652,-0.9141884,-0.8950778,-0.9474377,-0.614749
O00533,0.4618889,0.675244,0.6321549,0.5778878,0.4626114,0.546325,0.5472165,0.5579969,0.6390273,0.554832
O00560,-0.11947505,-0.01192931,-0.26454202,0.03676854,-0.18526892,-0.13622448,-0.16267902,-0.24263881,-0.50616875,-0.39059375
O00567,-0.1234544,-0.4164274,-0.4195244,-0.1831454,-0.1568201,-0.1171773,-0.1808721,-0.5095591,-0.5727384,-0.2982953
O00571,0.3757609,0.3428769,0.3319639,0.4061398,0.3520351,0.4672878,0.4639008,0.4281667,0.3312549,0.3944857
O00584,-0.3681266,-0.7708873,-0.7287809,-1.3372508,-0.615018,-0.8889009,-0.5866221,-0.8348777,-0.8287795,-0.7176555
O00625,-0.1878234,-0.6909575,-0.3888784,-0.7841777,-0.4404964,-0.6049562,-0.2462313,-0.5117531,-0.6607501,-0.4474242
O00629,0.3600684,0.3546546,0.2747041,0.3759115,0.36176,0.2594762,0.3148001,0.4142823,0.4176661,0.3069124
O00634,-0.5948042,-0.333068,-0.871561,-0.2617011,-0.2108134,-0.472752,-0.6294778,-0.5891739,-0.7831542,-0.2322012
O00743,-0.3067007,-0.3374556,-0.2227552,-0.1928277,-0.1653087,-0.234255,-0.3684441,-0.3548563,-0.1005749,-0.0309605
O00764,1.208205,1.288224,1.245511,1.188288,1.266135,1.216875,1.206479,1.213896,1.249966,1.290485
O14490,0.18937528,0.24595115,0.19420193,-0.10814168,0.22902571,-0.1062523,-0.22256253,0.03587301,0.13570286,0.07164635
O14495,-0.4589407,-0.5725179,-0.667911,-0.4436145,-0.1136143,-0.5499463,-0.314035,-0.6472822,-0.5716121,-0.4164493
O14521,-0.7026687,-0.3810749,-0.8237216,-0.83569,-0.9509044,-0.7214599,-0.6736325,-0.5351596,-0.8965356,-0.6442994
O14523,-0.109233,0.02765245,0.0786292,0.20618827,-0.05449853,-0.29460935,-0.09366474,-0.06848512,0.30341374,-0.14332043
O14525,-0.8367906,-0.6888238,-0.6636298,-0.7209344,-0.5820786,-0.8772994,-0.8404758,-0.9901408,-0.5922351,-0.7533647
O14531,1.110009,1.256192,1.083068,1.307436,1.217555,1.077311,1.05379,1.174273,1.202066,1.191377
O14548,0.356003,0.6117643,0.528031,0.4900028,0.3438527,0.3544834,0.1862513,0.4383025,0.6352081,0.5180257
O14558,0.2784276,-0.1899662,-0.5995657,-0.5909183,0.2873012,0.1870008,0.2323617,-0.2533636,-0.6655188,-0.1923517
O14561,0.23168622,0.64396998,0.41598882,0.5160415,0.16417651,0.04085041,0.46358781,0.50284554,0.58101295,0.51913766
O14576,0.443986,0.5388657,0.6400793,0.5961406,0.5589552,0.4986133,0.4281584,0.5683437,0.734985,0.5191932
O14578,-0.001939018,0.258061515,0.318728132,0.11455621,0.239460299,-0.149610822,-0.181317255,0.091723305,0.300460504,0.0461335
O14579,0.08229521,-0.22113954,-0.21217798,-0.19508332,-0.08306179,-0.21363234,-0.111118,-0.24527443,-0.04152872,-0.11187932
O14594,1.212652,1.305639,1.281024,1.309758,1.293548,1.157635,1.214665,1.299966,1.273513,1.327156
O14617,0.7214658,0.9454306,0.892133,0.8776939,0.8434154,0.6284404,0.6580697,0.8117892,0.9796394,0.9069037
O14618,-0.425403,-0.7156209,-0.3541133,-0.1045585,-0.7150461,-0.586045,-0.2422017,-0.3305959,-0.4678086,-0.6382741
O14639,0.7008062,0.3287042,0.5729848,0.5170933,0.652873,0.7105807,0.6729508,0.5063618,0.4534378,0.2985872
O14653,-0.866221,-0.7001706,-1.1737999,-1.3641601,-1.141221,-0.6570194,-1.6814217,-0.7121116,-0.8716457,-1.0296077
O14656,-0.7258992,-0.4375841,-0.4919532,-0.9016766,-0.6091818,-0.8336474,-0.8363026,-1.2078947,-0.6498648,-0.6035949
O14662,-1.4840967,-0.308538,-0.2424272,-0.7786973,-1.0663351,-0.7053459,-0.4475639,-0.3282399,-0.4562166,-0.2604429
O14672,0.35341118,0.04408598,-0.44946246,0.42476276,0.14207833,0.57453525,0.33840317,0.31526781,-0.20867626,0.45963199
O14683,-1.0918356,-0.8672282,-0.544708,-0.7674932,-1.5106228,-1.112808,-1.0020198,-0.7453055,-0.7670375,-1.2008785
O14733,-1.470631,-1.572932,-1.427647,-1.529984,-1.70964,-1.706382,-1.522039,-1.586147,-1.154951,-1.629584
O14734,-0.522647,-0.4591578,-0.5489858,-0.4752806,-0.4017717,-0.7326323,-0.6305999,-0.5739856,-0.5340624,-0.408786
O14735,-0.42909724,-0.39173536,0.02651271,-0.31168323,-0.42717,-0.13320245,-0.33104163,-0.16396485,-0.05670764,-0.16013024
O14737,0.10470427,0.02980149,0.08838754,0.11340713,-0.0608037,-0.11231012,0.10073626,0.13494673,0.10444541,-0.1836246
O14744,0.098052299,-0.042600685,0.005003538,-0.134447807,-0.313489782,-0.025798752,0.153857723,0.050604578,-0.127354712,-0.33345117
O14745,0.8873348,0.7094883,0.5863235,0.6853068,0.8416771,0.9283242,0.882684,0.6901065,0.6360378,0.7212959
O14773,1.340561,1.050389,1.033439,1.472659,1.223612,1.336284,1.173957,1.261829,0.89081,1.228136
O14775,0.5581125,0.6742651,0.679942,0.7364943,0.5915742,0.5298389,0.4933005,0.633069,0.8374289,0.506261
O14787,0.27922414,0.38495315,0.4557062,0.29093361,0.07640159,-0.12346657,0.33764137,0.33162911,0.48153785,0.4767388
O14807,-0.2183514,0.01075322,0.13309155,0.05959598,-0.14233496,0.12503072,0.12990512,0.18612461,0.12737908,0.16870415
O14810,0.31822959,0.76721363,0.41929599,0.55874992,0.19532935,0.09933519,0.34607168,0.44489005,0.59339465,0.54737803
O14818,0.7065523,0.6498357,0.6158714,0.6598448,0.7230907,0.6800074,0.6229406,0.695012,0.5886662,0.6878276
O14827,-0.001350234,0.107327126,0.23612845,-0.262091166,-0.063325633,0.253610221,-0.077647303,0.267313688,0.349702949,-0.114045204
O14828,0.021695598,0.078161667,-0.019269494,0.050472774,0.153483436,-0.119087858,-0.002918195,-0.165805502,-0.029552838,0.04847028
O14874,-0.8961961,-0.3401622,-0.4919866,-0.7037987,-0.6499285,-1.107078,-0.7141119,-0.7156487,-0.5225943,-0.594592
O14879,-0.80373738,-0.26302546,-0.67844228,-0.0205556,0.03115832,0.01662144,-1.05734705,-0.6076585,-0.76777321,-0.19621208
O14880,1.0798934,1.2713824,1.2782579,1.2763687,1.1062861,0.9427609,1.2685071,1.2986064,1.2677758,1.2571138
O14907,-0.3861388,-0.4727458,-0.6392532,-0.5614756,-0.4035406,-0.2655194,-0.462658,-0.4943772,-0.6479877,-0.4627018
O14908,-0.4082118,-0.4594243,-0.7225072,-0.2499605,-0.506305,-0.3137168,-0.4416504,-0.8722524,-0.5271874,-0.1958374
O14910,0.3775891,0.1489952,0.4113452,0.3625663,0.5103389,0.5063779,0.3763023,0.446588,0.5455371,0.346255
O14920,-1.958756,-1.610226,-1.631093,-1.708461,-1.668132,-1.539002,-1.678203,-1.630886,-1.874232,-1.786399
O14936,0.14482389,0.21847874,0.42583571,0.08700187,0.32684756,0.19867665,0.26430555,0.36751813,0.47710228,0.13039323
O14949,0.4893519,0.7236938,0.6463358,0.6375989,0.5110854,0.6964852,0.5109045,0.6502478,0.7460527,0.591261
O14950,0.8696653,0.8443833,0.6927649,0.7914109,0.7756541,0.7533984,0.7042738,0.7151297,0.754618,0.8161233
O14957,-0.7457643,-0.6190718,-0.9471161,-1.1362659,-0.8484688,-0.765649,-0.9061446,-0.850456,-0.6799841,-0.643128
O14964,0.4772269,0.3976622,0.462595,0.4975339,0.3921862,0.4784087,0.3936447,0.4203166,0.5138271,0.4781446
O14974,0.05166782,0.22773932,0.25042927,0.03497196,0.13644136,-0.12226208,0.16125479,0.20781406,0.34177029,0.17045509
O14976,-0.7068074,-0.3387058,-0.4701091,-0.3831634,-0.2930464,-0.595124,-0.2767975,-0.727848,-1.1081446,-0.8324733
O14979,0.6199183,0.5063865,0.5391351,0.4984379,0.5991209,0.4979902,0.6815859,0.4899373,0.5194907,0.5558537
O14980,0.5437997,0.7115078,0.6792228,0.6502422,0.5674361,0.675508,0.6030906,0.6526495,0.6362745,0.7304371
O14994,0.5797067,0.7059679,0.8552728,0.7277755,0.6030181,0.4060655,0.6165547,0.7246262,0.8313037,0.6262817
O15020,1.360605,1.416906,1.387748,1.338456,1.41693,1.186277,1.320617,1.37904,1.501772,1.32026
O15031,0.0565207,-0.1532651,-0.5452546,-0.3328986,-0.2120366,-0.2769721,0.432328,-0.8366587,-0.4926538,-0.4166409
O15034,-0.2496394,-0.3371737,-0.6759392,-0.4418119,-0.1355411,-0.789812,-1.2229171,-0.9688208,-0.8592466,-0.6131648
O15042,-1.0393087,-0.8391974,-1.160892,-0.7315884,-0.749262,-0.7769644,-0.9686036,-0.9625484,-0.9655382,-0.9539434
O15061,0.17330565,-0.72528011,-0.49340689,-1.02255266,0.16392185,0.48560506,0.05450432,-0.42348457,-1.03424442,-0.94456959
O15066,-0.40145938,-0.18291217,-0.25039754,-0.40486501,-0.06797914,-0.47633692,-0.32773719,-0.36215115,-0.29970029,-0.38812002
O15067,-0.24802871,-0.25206995,-0.49663236,-0.37412286,-0.14239493,-0.08926235,-0.35614332,-0.37558915,-0.29437699,-0.10175375
O15075,1.11732,1.191099,1.228861,1.209883,1.149595,1.123323,1.013932,1.168019,1.317859,1.103822
O15079,-0.24349713,-0.28998786,0.16967537,0.13055786,-0.14161605,-0.20971819,-0.26136556,-0.12273289,-0.08876314,-0.08179661
O15083,0.10854541,0.18163523,0.11069024,-0.00702312,0.06867335,-0.10840912,-0.23290194,-0.20918613,0.15388775,-0.24902911
O15085,0.6462513,-1.0645508,0.5647482,-1.7864871,0.6891697,-1.0385407,0.4393545,0.6469789,0.4851229,0.7124388
O15118,-0.6507173,-0.6153835,-1.3108254,-0.1029711,-0.4607478,-0.2059047,-0.2739748,-0.8114609,-0.5813276,-0.2376696
O15126,0.4730452,0.5488688,0.5466173,0.6052899,0.6334394,0.4274871,0.4494088,0.5205981,0.5705227,0.61572
O15143,-0.5051642,-0.9425221,-0.7539703,-1.033545,-0.3020291,-0.1888749,-0.2585493,-0.366427,-0.7009665,-0.9063889
O15144,0.9380511,0.9899887,1.0949145,1.0021947,1.0314076,1.0352393,0.9117362,1.0608462,1.0671744,0.9860812
O15145,0.4954409,0.5743213,0.6478376,0.5180501,0.6009223,0.656939,0.5946837,0.696131,0.7204654,0.558651
O15173,-0.19205743,-0.04808853,-0.17136936,-0.03074356,-0.32659706,0.1470581,-0.24237846,-0.1409731,-0.1678662,-0.17039899
O15212,0.2183256,0.2160874,0.1201649,0.436228,0.208636,0.2693558,0.2935353,0.1243341,0.1727586,0.3554578
O15228,-1.5768943,-1.1873785,-0.8435023,-1.1109403,-0.5805957,-1.7202858,-1.7783294,-1.7457175,-1.275169,-1.0694356
O15230,-0.29250041,-0.166808162,0.000566557,-0.859320583,-1.454096549,-0.780172468,-0.670685587,-0.591810587,-1.416098822,-1.539127039
O15240,-0.19295642,0.77761086,0.79191933,0.67314003,-0.17664461,-0.81768686,-0.76278364,0.05725341,0.74637935,0.74569712
O15254,-1.0281057,-0.9537946,-0.6283688,-1.3551803,-1.1232383,-1.0354107,-0.8472724,-0.8438018,-1.0871602,-0.9154829
O15258,-1.024535,-1.0107698,-1.0941165,-1.1728713,-1.1187288,-0.9282713,-1.1209626,-0.8285379,-1.2050747,-0.9918988
O15260,0.130323783,0.294039771,0.204557719,0.079848095,0.004405934,0.079386996,0.006830099,0.118235976,0.005524997,0.146396647
O15294,0.41412,0.5383032,0.5776141,0.3842977,0.6157827,0.4219205,0.3379667,0.5658122,0.4350432,0.477992
O15371,-0.35804252,-0.440459,0.24785562,-0.57037284,-0.62762704,-0.37422269,-0.85423843,-0.05387231,-0.40453469,-0.10624181
O15372,-0.2292963,-0.7870083,-0.9003179,-0.7697481,-0.7945234,-0.242852,-0.6693228,-1.0152249,-0.8271266,-1.0318481
O15394,1.249831,1.24603,1.082339,1.222029,1.326522,1.258233,1.17789,1.211989,1.182064,1.126893
O15400,0.5843876,0.3784177,0.400712,0.5128084,0.5627318,0.5049486,0.4231855,0.397371,0.4590509,0.4356766
O15484,-0.6463792,-0.313502,-0.3333406,-0.5061664,-0.5267395,-0.5643696,-0.5249118,-0.4307975,-0.1161166,-0.3284774
O15498,0.2389283,0.25345826,0.24059807,0.35762994,0.39723522,0.39392273,0.08220891,0.42993123,0.50103646,0.26938418
O15511,7.62E-02,2.06E-02,-2.08E-02,5.77E-02,8.93E-02,2.46E-01,3.79E-02,-2.03E-05,-9.98E-02,-3.11E-01
O15530,-0.48713638,-0.19076982,-0.01058242,-0.24680955,-0.13595447,0.03549557,-0.17677971,-0.06278421,0.11721004,-0.21194655
O15540,0.8745927,0.4972615,0.6681273,0.5696169,0.7394061,0.916742,0.7190883,0.7103552,0.517248,0.4241874
O43143,-0.6557411,-0.25672659,-0.48308653,-0.47195381,-1.39062659,-0.14024919,-0.13955892,-0.11596952,-0.67881446,-0.07827754
O43149,-1.0043862,-0.6023378,-0.5200676,-0.8955165,-1.7469228,-1.2559793,-0.8115866,-0.7442523,-0.8039071,-1.666325
O43150,-0.7818347,-0.9487878,-1.1448171,-0.7854471,-0.94409,-1.1120771,-1.2176087,-0.8166982,-0.5261653,-0.7337554
O43157,0.13679283,-0.45160233,-0.49183644,-0.59409964,0.02308139,0.22717866,0.07018991,-0.15688324,-0.94781537,-0.35933793
O43166,-0.6956291,-0.8135651,-0.4619688,-0.4831849,-0.551493,-0.8737263,-0.6131097,-0.8378129,-0.4773205,-0.7039251
O43169,0.3536627,0.2657758,0.3478341,0.1507643,0.2506313,0.3000968,0.3588145,0.2753598,0.314837,0.3243831
O43175,1.502756,1.250353,1.06108,1.37847,1.486877,1.697307,1.498275,1.352507,1.106272,1.356509
O43181,0.3807108,0.647257,0.6445,0.5032492,0.5265999,0.1799745,0.3363889,0.5448951,0.7864005,0.2234605
O43236,1.216617,1.107436,1.029646,1.234454,1.110159,1.26286,1.206064,1.056416,1.10355,1.14603
O43237,0.9635301,0.7833203,0.9179673,0.9216686,0.9873623,1.0405004,0.9882545,0.8918988,0.8681043,1.0069808
O43242,0.4898728,0.4780769,0.5559641,0.4985346,0.505914,0.4718366,0.5320923,0.545416,0.5869166,0.4114977
O43264,-1.2326453,-0.9401361,-0.8503118,-1.0492852,-1.1067765,-1.317454,-0.8856183,-0.805217,-0.8409291,-0.7243309
O43272,0.29646499,0.11569173,0.09361692,-0.11142621,0.39588298,0.21305129,0.2208471,-0.04597418,-0.29674863,-0.41461017
O43295,0.30443192,0.38472415,0.45673995,0.32862595,0.27987612,-0.08161675,0.2234855,0.35589151,0.56274247,0.27581495
O43301,1.666719,1.757824,1.599886,1.845701,1.693951,1.671554,1.718972,1.652604,1.677803,1.772255
O43324,-0.74322112,-0.46700975,-0.35270677,-0.64015436,-0.65462322,-0.52248912,-0.33982352,-0.28044459,-0.06758182,-0.52286344
O43325,-1.0285477,-0.9031233,-1.0197022,-1.5977457,-1.1289264,-0.9611301,-1.1761113,-1.1720053,-1.4267314,-1.1747144
O43390,0.6307014,0.5639094,0.7151487,0.6426495,0.6108572,0.723198,0.4658432,0.7112643,0.7985964,0.6561842
O43396,0.6231071,0.5984576,0.5696249,0.5654354,0.5202831,0.5788482,0.6262781,0.6426383,0.5673287,0.5708235
O43399,0.5761814,0.5752824,0.4046666,0.5351877,0.6093304,0.5085892,0.5115591,0.5195352,0.379561,0.5161289
O43414,0.02642159,0.05362457,0.09461206,0.15471797,0.19498203,0.1936535,0.11765759,-0.019247,0.10711303,0.20588257
O43426,1.206439,1.338822,1.328548,1.329088,1.264798,1.222393,1.132731,1.304187,1.373679,1.253684
O43427,-0.9124066,-0.659947,-0.2901015,-0.8536245,-1.1740308,-1.052222,-1.0170404,-0.2284335,-0.3384638,-0.5925765
O43432,-0.8477103,-1.28003,-0.7111687,-1.1037482,-1.4218417,-1.3395793,-1.5757837,-0.9170407,-1.0458333,-1.464997
O43464,-0.280244309,-0.205377188,-0.077962589,-0.331566343,-0.207484708,-0.325234938,-0.137693622,-0.011949058,-0.009825161,-0.129454783
O43488,0.8944016,0.8323074,0.7171425,0.9016674,0.8444922,1.0022104,0.9241393,0.7447397,0.6474517,0.8646712
O43491,1.264071,1.060887,0.9725536,1.1774493,1.1342268,1.3617609,1.2707256,1.0429764,0.9886119,1.226826
O43504,0.0726871,0.11596827,-0.17850807,-0.05556907,0.19650158,0.07166976,0.24079296,0.15072735,0.05560792,0.1742616
O43505,-0.35468971,-0.16359842,0.06402018,-0.70773696,-0.75771617,-0.52904722,-0.08797881,-0.18897377,-0.52519934,-0.16751537
O43572,-1.0223483,-0.9754152,-0.9756259,-0.8447201,-0.9709781,-0.9461491,-1.0937399,-0.7350706,-0.9838836,-1.0549824
O43581,0.34194035,0.56249193,0.6005069,0.48240584,0.37935497,0.06286584,0.16669178,0.45946827,0.62883395,0.2943733
O43583,0.1034163,-0.02996984,-0.14140294,-0.01876916,-0.03202087,-0.20818348,-0.46509422,-0.35007041,-0.02178842,-0.15230798
O43592,0.17920053,-0.05900092,-0.828908948,0.007690841,0.104326577,0.020687072,0.095888085,-0.363649956,-0.19701884,0.089158169
O43598,-0.240721652,0.062990189,0.017197414,0.100933091,0.013261964,-0.10224985,-0.002195702,0.04665221,-0.117912253,-0.261279381
O43615,0.1789625,0.4738688,0.4149153,0.2897775,0.2294131,0.1639542,0.2161064,0.3419473,0.4625177,0.3812651
O43617,-0.086019,-0.2877732,-0.2088188,-0.3942312,-0.1051004,-0.1348837,-0.6192546,-0.5971058,-0.2444518,-0.4317722
O43633,-0.5234673,-0.7580876,-0.5357781,-0.4592175,-0.4775838,-0.3771945,-0.5854521,-0.5099313,-0.3119685,-0.5482721
O43639,-0.249437774,-0.112436907,-0.239516467,-0.442205554,-0.18764499,-0.290663088,-0.152370899,-0.377829404,-0.000466927,-0.475646593
