,S16,S9,S10,S11,S12,S13,S14,S15,S1,S2,S3,S4,S5,S6,S7,S8
P11021,1.768883,1.636821,1.874382,1.749931,1.477942,1.668796,1.641001,1.806574,1.790234,1.877499,1.897505,1.746643,1.797813,1.968573,1.968321,1.726026
P11047,-0.11772534,-0.05674929,-0.16261062,-0.04014577,-0.22476893,-0.21371849,-0.35634639,-0.12163328,1.20425131,1.09984724,-0.44895038,-0.40012105,0.74798129,1.08356554,1.06895077,-0.77331301
P11117,-0.56170216,-0.71177506,-0.58527457,-0.62569952,-0.45050354,-0.5782766,-0.52387063,-0.4849122,-0.27109397,-0.26386429,-0.95695605,-0.76778113,-0.71277841,-0.01835351,-0.20326043,-0.29819174
P11137,2.316793,2.291208,2.426194,2.321475,2.251756,2.242421,2.31264,2.26918,1.797303,1.99372,1.743506,1.593649,1.394706,2.013293,1.785165,2.015495
P11142,2.599221,2.588183,2.813046,2.656658,2.386316,2.309492,2.557005,2.493867,2.415269,2.340455,2.749426,2.495766,2.108922,2.214077,2.274289,2.298661
P11166,0.43064792,0.58204918,0.32558285,0.57182988,0.50947317,0.52187116,0.70258062,0.60203415,0.28804135,0.52794054,0.01950236,0.72469125,-0.06962512,0.7241342,0.27686634,0.28846848
P11169,0.7152847,0.5113509,0.7114249,0.5903856,0.5424169,0.6248679,0.760564,0.731069,-0.461205,-0.6399566,-0.6353039,-0.5251956,-0.7489306,0.4610314,-0.4705968,0.3395785
P11171,0.23190786,0.27970311,0.28951151,0.3353617,0.43333039,0.55682369,0.35290247,0.53238698,0.09433483,0.46461436,0.85888778,0.62308421,0.08649182,0.71188149,-0.19840079,0.48682415
P11172,-0.3671603,-0.68176387,-0.65433004,-0.64222773,-0.49492702,-0.19945343,-0.20608958,-0.17289353,0.14607174,0.37878184,-0.18884003,0.29543168,0.12770629,0.10381262,0.20194605,-0.09788285
P11177,1.259157,1.1323486,1.3913902,1.2182143,1.2971591,1.2986861,1.4287906,1.3794957,0.6462211,0.6457294,1.0734018,0.8261299,0.6348265,0.8799402,0.7997728,1.2725445
P11182,0.370631532,0.40396643,0.526457093,0.650766459,0.396155154,0.425792574,0.374140554,0.380400706,0.034365746,0.04477848,0.278041497,0.462729436,-0.009822942,0.004990528,-0.009118823,0.33439228
P11215,-0.328902672,-0.630122525,-0.525783909,-0.675683129,-0.204709674,-0.120134626,-0.192984114,-0.3065328,-0.483816184,-1.559878911,-0.524463169,-0.231000852,0.005095994,-0.190109331,-0.25100204,-0.666417367
P11216,1.854071,1.785924,1.928482,1.880959,1.763511,1.782222,1.801658,1.87412,1.576827,1.403954,2.528971,2.263712,1.749921,1.379972,1.450931,2.08919
P11217,1.017492812,1.035142759,1.168052634,1.153540938,1.054606801,1.035001327,1.0561673,1.162949479,-0.038059517,-1.714745966,1.410066127,0.946294054,0.040994718,0.000240073,0.315764328,0.704041404
P11233,1.1212484,0.965979,1.3796997,1.3652375,1.2521009,1.1025819,1.2005125,1.1378919,0.8303045,0.6465653,1.1280506,0.9636963,0.6326137,0.8308795,0.6204388,1.0303101
P11234,0.12020109,0.31634193,0.35958542,0.500735,0.25272458,0.02229103,0.06674321,-0.12056773,-0.04490493,-0.09680909,0.15268454,0.33385842,0.0518674,0.27311017,-0.32305427,-0.01896066
P11274,0.40080509,0.16165758,0.19719586,0.10624116,0.48758154,0.39614305,0.4737181,0.47176498,-0.26197586,-0.25925618,-0.25772713,-0.03299389,-0.00959274,0.04199744,-0.14655845,0.29301658
P11277,1.2513973,1.2513101,1.329487,1.2932651,1.3554239,1.3678251,1.3525536,1.3080789,0.8243371,1.0319772,1.6961139,1.4978258,0.4914535,1.4291986,0.6949643,1.0606143
P11279,-0.09138878,0.04620058,-0.05855422,0.04714422,0.44388057,0.49421277,0.4464029,0.46568789,0.43398618,0.20194453,0.10682593,0.34304733,0.47565084,0.46979392,0.47552108,0.40655388
P11310,0.54652919,0.65299588,0.56321804,0.6823805,0.16234217,0.17312289,0.06308361,0.14967962,0.76306812,0.76549043,0.96647536,0.53661998,0.25196296,0.08770919,0.21285849,-0.75999727
P11387,-0.11780307,-0.05062027,-0.41795809,-0.39610754,-1.03007441,-0.71282558,-0.81517052,-0.65883834,0.53618803,1.22022859,-0.4639535,0.11426145,0.20720198,0.1599851,0.29745655,-0.03343354
P11388,-2.1269683,-0.31728606,-0.25271893,-0.06718369,-2.20576416,-1.08796114,-0.2675178,-0.99200119,-0.28003859,0.87559176,-0.54616601,-1.20865309,-0.48140066,-0.27330254,0.03992121,-1.71252164
P11413,0.5775762,0.6677754,0.5718279,0.5899567,0.8639843,0.8352418,0.8939048,0.8981521,0.7429249,0.4083952,0.6656559,0.9159918,0.756847,0.9972791,0.9557826,0.6953915
P11441,-0.36411125,-0.53527242,0.25943106,-0.12155196,-0.37520295,-0.29090191,-0.34314006,-0.17220148,-0.19543727,-0.89773566,0.11449296,-0.30056773,-0.37630719,-0.03392243,-0.7367681,-0.35707968
P11498,0.74715665,0.62711974,0.93400244,0.85752258,0.97731075,0.95397608,1.03245831,1.09733361,0.49220139,-0.04678546,1.03833904,0.82219098,0.36651982,0.63239442,0.40483812,1.05858115
P11532,0.01145448,-0.12188481,-0.44182849,0.15031704,0.01369021,-0.05925375,0.08628734,0.28297378,-0.05382751,0.35223983,-1.08114592,0.39823806,0.61594961,-0.10167587,-0.74478773,-0.22839065
P11586,1.149537,1.099836,1.178362,1.179897,1.053526,1.079291,1.134463,1.129021,1.32354,1.278007,1.153425,1.580446,1.378827,1.021845,1.325088,1.182983
P11717,-0.98072706,-0.56395875,-0.96864609,-0.80716872,-0.85650894,-0.75020259,-0.37876731,-0.47839453,-0.18058031,0.4161467,-0.98730541,-0.20952769,-0.08940926,0.15868125,0.15021094,-0.28336552
P11766,1.3024895,1.4230437,1.4819997,1.380246,1.059221,1.1977967,1.1875175,1.0812951,1.4044271,1.4733367,1.5781797,1.877304,1.3710737,0.9733629,1.1422812,1.1841167
P11802,-0.11302571,-0.61685761,-0.75920284,-1.27613222,-2.18939357,0.04593694,0.02999019,-1.23315832,-0.61280639,1.3110843,0.01380616,-1.03036804,0.20807423,-0.63583772,-0.87026123,-0.64902261
P11908,-0.0858887,-0.3538849,-0.3184002,-0.3483391,-0.4630602,-0.8172266,-0.4959799,-0.6556038,-0.1238685,-1.4870465,-0.7287267,-0.8574592,-0.4797272,-0.5227961,-0.9515021,-0.7851705
P11940,1.072913,1.0936514,1.1354557,1.1751833,0.9304625,0.9125427,1.0811623,0.987128,1.3115142,1.4649605,1.3808661,1.3054148,1.1211564,1.1456481,1.2921076,0.9722926
P12004,-1.06884425,-0.76790938,-1.14890105,-1.93464196,-0.94609105,-1.02863665,-1.42480431,-0.84793227,0.29378008,0.659111,-0.65230354,-0.53473535,0.49670044,0.06273041,0.67841505,-0.31217771
P12036,1.51889543,1.36732327,1.50414356,1.52189268,1.72799223,1.79206456,1.83039414,1.74562585,1.14805255,-0.95233798,2.00658577,1.07601429,0.05328014,0.99823671,0.91810315,1.93274593
P12074,0.53028317,0.46579122,0.27198452,0.78420221,0.4876357,0.05891846,0.37110967,0.48990378,-0.08343985,0.50013345,-0.59379384,0.04031394,0.01901694,0.20876888,-0.21320309,0.3670274
P12081,0.6733665,0.7687292,0.8516941,0.8081163,0.507615,0.5559598,0.5565276,0.3450879,0.7963982,0.6392926,0.8513847,0.5763136,0.5929704,0.3709512,0.6576857,0.4477005
P12109,-0.495208254,-0.482858266,-1.089251672,-0.682090791,-0.844667105,-0.627105365,-0.9420449,-0.787542648,0.328149979,0.425466591,-0.444604761,0.128118219,0.003079668,0.745588781,0.645357852,-0.174386953
P12111,-0.39016186,-0.36585452,-0.31612049,-1.07006583,-0.53228536,-0.84929671,-0.864008,-0.33627475,0.62834135,0.02200772,-0.17766764,-1.38989502,-1.26996293,0.62513873,-0.10568073,-0.68716522
P12235,1.3858463,1.5210308,1.6266859,1.686317,1.2392043,1.34034,1.2377137,1.4145,0.9934595,1.2178787,1.0633854,1.0973793,0.5063945,0.7376094,0.5570286,1.1152717
P12236,1.711001,1.717426,1.763409,1.755947,1.640066,1.688037,1.706644,1.725698,1.279583,1.385153,1.546568,1.414862,1.191406,1.498154,1.287198,1.504948
P12268,1.0373372,0.5967318,0.7161679,0.6392743,0.3884653,0.3582275,0.3968086,0.369211,0.9158223,1.214648,0.7988182,1.1661518,0.9724747,0.6762166,0.8715848,0.6523187
P12270,0.58749,0.6045626,0.5874869,0.5711044,0.3676247,0.3370262,0.4248281,0.4929377,0.9486539,1.4065345,0.8898339,0.8813635,0.8290256,0.8829196,0.9955529,0.7651024
P12277,2.804051,2.644319,2.969818,2.777901,2.65358,2.719798,2.892397,2.832962,2.428423,2.221045,3.21252,2.718892,2.541231,2.287763,2.543258,2.704869
P12314,-1.50423621,-0.99759174,-0.72209209,-0.86098914,-1.3352722,-1.65770041,-0.66096997,-0.61509425,-0.14037989,-0.42228361,-0.82642481,0.29943382,0.07575354,-0.08953844,-0.41465239,-0.34824573
P12429,-0.14581797,-0.04337401,-0.03955003,-0.10796319,-0.56802198,-0.72435474,-0.45207501,-0.59691196,-0.52032149,-0.38865892,0.10319736,-0.20931642,-2.27205455,-0.38104584,-1.31939024,-0.62723311
P12532,1.8483107,1.8679015,2.0246649,1.8780724,1.8224789,1.8674065,2.0762235,1.987309,1.1601627,0.4049704,1.4560359,0.8168545,0.2620319,1.625344,1.2413409,1.6557479
P12694,0.192925723,0.206558263,0.281146846,0.267264212,0.408643979,0.570196115,0.593845919,0.371625024,-0.271713869,-0.429218123,0.00308278,0.118849366,0.316110316,0.007373505,-0.207046804,0.394643241
P12814,1.625658,1.5304895,1.6978085,1.5459979,1.6271406,1.5930887,1.6938304,1.6672756,1.7146862,0.8632003,1.0374873,1.8556386,1.9898987,1.7483382,1.8769807,1.2988057
P12931,-0.61397502,-0.640491028,-0.788950387,-0.446829617,-0.080528383,0.005500291,-0.078454755,-0.205219125,-0.313207372,-0.199155747,-0.672771074,-0.235496397,0.172435022,-0.056918551,-0.482840568,-0.140626905
P12955,0.5553961,0.6558628,0.7747701,0.7744068,0.7056109,0.866188,0.6849966,0.7240037,0.7406197,0.7911578,0.8536392,1.4137274,1.3186621,1.0116333,1.146233,0.9111383
P12956,1.052252,1.0969342,1.3321344,1.6593732,0.7510667,0.7822067,0.8657255,0.7703463,1.5962768,1.6884592,1.5962531,1.435764,1.3457427,1.3368727,1.4517789,1.3078762
P13010,1.0082679,0.9351354,0.9966414,1.0124732,0.7246943,0.709991,0.8315904,0.8311204,1.4325535,1.7307492,1.3007699,1.4202831,1.1886806,1.3219007,1.3036105,1.2708109
P13073,1.1746566,1.4296617,1.3656471,1.4278594,1.28299,1.2105746,1.42858,1.322517,0.7840267,1.0728534,1.2206512,0.6460857,0.5809528,1.0099128,0.7217934,0.9862726
P13284,-0.79756256,-0.84808124,-0.83840718,-0.76227487,-2.5594855,-2.19288468,-0.90935241,-1.28558583,-3.01280561,-3.2526486,-0.48526294,-0.73164232,0.13997376,-0.02782747,0.11282268,-0.31577735
P13473,-0.4049154,-0.72813985,-0.63010899,-0.64292413,0.10744504,0.25355925,0.04959948,0.23904903,-0.41135625,-0.24066287,-0.75679485,-0.95116015,0.21329998,0.07024948,0.07273896,0.09093644
P13489,1.4070174,1.3799539,1.5123332,1.5086779,1.4043349,1.3192869,1.5157435,1.5275975,1.2993329,0.8500015,1.7289766,1.4001927,1.3464192,1.2972779,1.2748835,1.4709339
P13521,0.86773272,0.75268896,0.82347291,0.84539604,0.74662937,0.76320015,0.69380054,0.6378585,-0.07289584,-1.05784138,-0.51268679,-0.13531055,-0.72968492,0.83130934,-0.02533,0.23669288
P13591,2.274892,2.378492,2.510093,2.389917,2.096527,2.141336,2.183511,2.205822,1.795845,1.684906,2.341494,2.132329,1.522517,1.812287,1.640343,2.123992
P13611,2.090315,1.886865,2.482339,2.306166,2.307818,2.344788,2.480701,2.470017,1.288162,1.424792,2.140845,2.163436,1.25982,1.475864,1.147928,2.137654
P13637,2.544645,2.321564,2.662694,2.584776,2.190869,2.241152,2.382813,2.288998,1.781267,1.362537,2.388797,1.914043,1.018186,1.747536,1.494714,2.01984
P13639,1.575423,1.514401,1.642282,1.596854,1.379318,1.440107,1.467442,1.434072,1.881087,2.091362,1.637671,2.068361,1.789257,1.775919,2.000524,1.632317
P13645,1.21769792,1.17344401,1.43996257,1.12560598,1.04201422,1.10038739,1.1595005,1.12952714,0.58311857,-0.01709794,1.49600798,1.1744982,0.77330312,0.68604427,0.56493388,0.88720027
P13647,0.16744802,0.85180052,0.25635659,0.43656636,-0.11531888,0.10517494,-0.0297878,-0.06376103,-0.76621186,-1.10182729,-0.15704277,0.61265385,-0.14836616,-0.05725079,-1.73957205,-0.34965027
P13667,0.6955486,0.7496297,0.6789519,0.6373547,0.5935455,0.6304314,0.682942,0.5842569,1.2849173,1.3420086,1.020985,0.915177,1.3317913,1.2517983,1.4882456,0.7715502
P13671,-0.05956826,-0.02512099,-0.11164305,0.115795,-0.02156818,-0.09745244,-0.43494991,-0.22397295,0.50647184,0.23712476,-0.33213212,-0.32269287,-0.18636537,0.31295443,0.14304927,-0.53639286
P13674,-0.69738252,-0.56230597,-0.91431212,-0.25211072,-0.97506869,-0.77673361,-0.96574459,-0.80807903,-0.17489692,0.44666591,0.01843845,0.17388681,-0.46518236,0.23060567,0.34840037,0.37722388
P13693,1.3779829,1.0333893,1.4352953,1.1532712,1.0587124,0.9762611,0.7245678,1.0319166,1.2866215,0.9561895,1.5320558,1.4527206,0.906492,0.9390324,0.8716083,0.9956193
P13716,1.1038539,1.0989304,1.208314,1.1210568,1.1798042,1.1301521,1.2505801,1.2017425,0.7794789,0.1208685,1.4796918,1.3700271,0.9771563,0.8413176,0.4466756,1.1116866
P13726,0.13062087,0.21722198,0.47239587,0.41452366,-0.14218409,-0.11503714,-0.08542592,-0.01616386,-0.05951453,0.34017721,0.25510638,0.5250665,0.81901081,-0.16821489,0.22369156,0.26694031
P13796,0.5920121,0.6184031,0.8472615,0.5747241,0.6391884,0.5455868,0.7703438,0.6836208,0.8734567,0.6291653,1.0922628,1.0583272,0.9138513,0.9879089,1.0045751,0.5951041
P13797,1.0792636,1.132145,1.1870944,1.1429205,0.8889799,0.7791291,0.9811234,0.8809713,0.9684418,-0.1520309,1.2895377,1.1144047,0.8188471,0.6089765,0.9254735,0.585819
P13798,0.574782,0.7093837,0.471683,0.5119411,0.6829815,0.7472381,0.8001819,0.743168,0.3799277,0.31412,0.7873899,0.851094,0.5997299,0.6205605,0.5479925,0.8880602
P13804,1.0175877,0.9584141,1.1429757,1.1739547,0.9926807,0.974295,1.1083905,1.0559418,1.0027496,0.6986783,1.6605168,1.4650859,0.8751597,0.7633125,0.8417424,1.4160739
P13807,-0.10892861,0.05951801,-0.28421878,-0.17539901,0.03807493,0.06075989,-0.04769967,0.08111506,0.38679659,0.25715123,0.28883639,0.44591974,0.52723713,0.37038107,0.67406617,0.37150624
P13861,0.6594403,0.7028681,0.9616173,0.9876048,0.9653523,0.8455474,0.8963129,0.8611802,0.3465876,0.7218404,0.7951879,0.9937878,0.6994059,0.7115298,0.4279904,0.7474512
P13984,-1.02303351,-0.73947524,-0.63226999,-0.86422544,-1.33454271,-1.24513369,-1.16721663,-1.33219096,0.05718408,0.38902096,-0.4572338,-0.47984482,-0.43182502,-0.3426046,-0.30637912,-0.94465181
P13987,0.70191358,1.05184005,1.02171309,1.12915431,0.74204076,0.85046796,0.97340999,0.59360554,-0.19030681,-0.06987052,0.78250566,0.83088688,0.78729489,0.54420693,0.81153636,0.77867502
P14136,3.371413,3.297966,3.560177,3.374357,3.311896,3.281685,3.491298,3.401901,3.337346,3.128001,4.07327,4.167826,3.456621,3.230119,3.499269,3.58677
P14174,1.5164721,1.3640085,1.3971712,1.6299426,1.7076554,1.5290741,1.7514089,1.812965,1.3688282,1.2271233,0.8758405,1.4758024,1.4705704,1.6921495,1.5484478,2.042297
P14207,-0.4058399,-0.2690967,-0.5393842,-0.4871354,-1.4654358,-1.6438627,-1.6116066,-1.6398592,-0.1856389,-1.555263,-0.1251988,0.7413002,-0.8577557,-1.1745704,-0.7767266,-0.8789988
P14209,0.4555297,0.5669603,0.8137117,0.6200858,0.492108,0.4994586,0.6029679,0.2772304,0.7928038,0.4671845,0.7715477,1.7224021,1.3789643,0.5729842,1.2066766,0.642801
P14314,1.0430106,1.1201733,1.0685574,0.9934739,0.8273121,0.8349476,0.8200349,0.8203591,1.2104357,1.4907079,1.1572064,0.9982261,1.2394989,1.1058721,1.3490741,0.8977067
P14317,0.45953926,0.05370371,-0.07782345,0.05362546,-0.41563306,-0.24610008,-0.3842189,-0.43692834,0.5915927,0.21734187,0.22943842,0.74028476,0.39481945,0.440566,0.20425768,-0.32369273
P14324,0.6785328,0.8125138,0.9382722,0.9231131,0.9072998,0.9459582,0.8100317,0.9011216,0.4728999,0.4855691,0.7977841,1.0510324,0.6961989,0.9795883,0.7422125,0.9249464
P14384,-0.26653012,-0.40968485,-0.27991558,-0.34312105,0.08220455,0.01178744,0.10442995,0.1694284,0.02055644,-0.96557101,0.09079405,-0.79701821,-1.22441856,-0.43976595,-0.59670685,-0.74238513
P14406,1.0427779,0.816085,1.2924396,0.9813591,0.9594164,1.0243114,1.079938,0.9929241,0.5036628,0.4886378,1.0542181,0.4342926,0.3082483,0.5471206,0.343504,0.7733203
P14415,0.965204965,1.157824545,1.191196401,1.009069641,0.985597503,1.120665691,1.205820787,0.968794604,0.287064385,0.42613972,0.909741369,1.132040638,0.001128786,0.264631731,0.577753022,0.770114108
P14543,-1.03072592,-0.53604223,-0.92588302,-1.23443869,-0.31701852,-0.53513934,-0.19463448,-0.11954562,0.35263932,0.14762819,-0.04606199,-0.67650125,0.65681032,0.87175631,0.79024044,-0.34599238
P14550,1.1540773,1.114605,1.2139571,1.1596174,0.8127891,0.9061169,1.1584444,1.1461723,1.225197,0.8690462,1.2078734,1.6308003,1.1838551,0.8664776,0.8393694,1.0631896
P14618,2.506094,2.481862,2.661054,2.652962,2.537785,2.530425,2.674553,2.586111,2.405178,2.173015,2.869409,2.657838,2.349345,2.5088,2.604953,2.584502
P14621,0.97424978,1.192891,1.12433259,1.13656761,0.99683395,0.93505683,1.04929259,0.9809081,0.63789869,0.2212405,1.40945893,1.43768636,1.01618871,0.08738739,0.26080219,0.69007485
P14625,1.644206,1.567633,1.747385,1.722478,1.579572,1.574214,1.596454,1.523994,1.825888,1.768597,1.959575,1.775203,1.811121,1.862897,1.906678,1.566797
P14649,0.9811544,0.9272533,1.1383144,0.9815507,0.907825,0.9407567,0.8797846,0.9590794,1.1012669,0.9488839,0.8730896,1.1248316,1.1908317,1.087426,1.1682089,0.8649877
P14735,-0.096687811,-0.16767783,-0.496972025,-0.371390176,-0.397715337,-0.379648016,-0.330539019,-0.288990831,0.001690441,0.30603636,-0.231000426,-0.055078793,-0.057406111,-0.131972562,-0.015541738,-0.335332312
P14854,0.5124051,0.2155555,0.7059301,0.5026071,0.9319059,1.0964413,1.0911933,1.2558521,-1.1756421,-0.4867025,-0.9510804,-1.2954753,0.3886732,0.8121171,0.6906363,0.9821602
P14866,1.1198564,1.1237296,1.2016255,1.0596332,0.9133471,0.9833632,1.0086339,0.901433,1.4267544,1.7754965,1.361513,1.3784264,1.1783848,1.2648029,1.4325487,1.1536003
P14867,-0.48110457,-0.53088111,-0.1023504,-0.28015482,0.01712041,0.52140322,0.09728323,0.29449482,-0.43010337,0.26807047,-0.38601584,-0.82638438,-0.5731217,-0.81695344,-1.55755923,-0.36417347
P14868,0.615535,0.6943398,0.7038247,0.5459409,1.0656798,0.9694731,0.8679951,0.9426912,0.8049745,0.8296849,1.2974733,1.220804,1.2444955,1.1272944,1.1524942,1.3241201
P14927,1.08882,0.9961536,1.1055814,0.9564166,0.9560864,0.779798,0.7952114,0.7573313,0.6126387,0.5995181,0.9653294,0.8349661,0.2714461,0.4684038,0.3366227,0.4821869
P15056,0.52250519,0.3924651,0.34861371,0.30163056,0.1347241,0.04218379,0.25148957,0.24026341,-0.31864471,-0.88947584,-0.48130096,-1.37226705,-0.57507249,-0.37688177,-0.49846535,-0.25254882
P15104,1.7713649,1.7815533,1.7145893,1.7624281,1.5459593,1.7128361,1.6779897,1.5993641,1.4212701,0.9522893,2.2525341,1.9170307,1.0589675,1.1009328,1.629439,1.7945923
P15121,1.512508,1.297671,1.48978,1.646869,1.353953,1.361065,1.130716,1.224359,1.633034,1.316534,1.654093,1.86339,1.38942,1.234229,1.075129,1.329348
P15153,-0.7267569,-0.7839025,-0.6755745,-1.2531675,-0.9299065,-1.2388723,-0.8878925,-0.9728929,-0.8299676,-0.4585706,-0.5999057,-0.2444659,-0.8097732,-0.4609509,-0.542884,-0.4482145
P15170,0.7722336,0.7732594,0.626759,0.6385459,0.5061642,0.4986758,0.3808045,0.4712065,0.9079298,0.9786587,0.7755654,0.7524806,0.7519181,0.7103042,0.7878528,0.5438933
P15259,0.0734805,-0.007148111,0.092865073,0.255476495,0.321648971,0.366882732,0.310457817,0.297125919,-0.082736704,-0.999742141,0.72946153,0.941864278,1.122997495,-0.62690928,0.120443017,-0.121701485
P15289,-1.17927379,-0.92944825,-0.77133325,-0.64121079,-0.26620771,-0.53914179,-0.03620149,-0.54636367,-0.9613631,-1.07945945,-0.04378326,-1.53237353,-0.86566895,-0.6767881,-0.15027492,-0.662344
P15311,1.2744404,1.3339478,1.4161871,1.313868,0.9953053,1.0292918,1.0730171,1.2325507,1.317286,1.1143676,1.5114532,2.0229197,1.4532316,1.0221595,1.1599631,0.9341713
P15374,0.5536437,0.4467044,0.5054334,0.4839891,0.4422301,0.5210726,0.5746269,0.6199066,0.4597608,0.4550844,0.6477622,0.780054,0.5399476,0.472614,0.2920629,0.5381886
P15531,0.8076038,1.1190863,1.0372749,0.9676753,0.6081308,0.7420992,0.8029362,0.8377489,1.0773616,1.1059616,1.0320459,1.1249993,0.7968928,1.1752335,1.0705889,0.8958899
P15559,0.4685788,0.2442905,0.3927697,0.3176683,0.3112058,0.1835116,-0.2269552,0.175681,0.4552719,-1.4868745,0.7638133,0.360415,-0.1228941,-0.6726927,-0.6054871,-0.761039
P15586,-0.82839346,-0.53263584,-1.30770538,-0.94003223,-0.93729257,-0.73557577,-0.86600617,-0.99810221,0.01211423,0.0686704,-0.01517173,-0.63707311,-0.08609156,0.38272085,0.24379187,-0.18734204
P15848,-0.60275,-0.2382903,-0.7619356,-0.7082502,-0.5047939,-0.5040608,-0.5930939,-0.6885526,-0.3820638,-0.4240664,-0.3836042,-0.6751938,-1.0033757,-0.4675318,-1.0712585,-0.3704207
P15880,0.36983976,0.19494394,0.56193362,0.39855725,0.2496251,-0.08915032,0.34450563,0.23626221,0.84900416,0.789686,0.71876432,0.7851569,0.86003274,0.73495048,0.98111038,0.42127029
P15882,-0.07174768,-0.2286054,0.05087004,-0.02589824,0.07698668,0.01630502,0.46900522,0.19236591,-0.2956231,-0.53685012,-0.02068523,-0.40794937,-0.20467468,-0.16966705,-0.37175305,-0.11302629
P15924,-0.03765119,-0.13869531,-0.75009031,-0.50847409,-1.26740775,-1.19164568,-1.26629812,-0.58981979,0.17368109,-1.14348943,-0.84924953,-0.05450801,0.54244299,-0.9047268,-1.65500783,-1.09872628
P15927,-0.03816859,-0.1145026,0.19156137,-0.09071502,-0.05427666,0.03635817,-0.2707289,-0.18380328,0.42061442,0.58064214,0.39444225,0.4923488,0.09358156,0.14040874,0.38367602,0.11042853
P15954,0.93048388,0.9547348,1.06228742,0.88500198,0.17349217,0.34113323,0.52080797,0.36762224,0.43708007,0.61736415,0.8396791,0.53020882,0.05332163,0.28483122,0.14284794,0.36680224
P16070,0.6649876,0.6356249,0.676429,0.5452136,0.859878,0.7701828,1.0164141,0.9654162,0.7128957,-0.3480528,0.979417,1.2742839,1.8221229,1.1062792,1.4522359,0.4600483
P16083,0.5053105,0.5781573,0.670745,0.541324,0.2723894,0.3389169,0.4451973,0.5268607,0.1919231,-0.4609627,0.7444557,0.8196298,0.4881893,0.3951953,0.1033328,0.705455
