proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48
A0A075B6H9,-0.6534474,-0.6535204,-0.7012653,-1.1246235,-1.0067919,-0.9396441,-0.3382969,-3.1046605,-0.3795246,-0.30949,-0.3387558,-0.3768756,-0.6247458,-0.7227823,-0.6651775,-0.3421864,-0.3447671,-0.3497998,-0.8021358,-0.8564899,-0.7526635,-0.4786877,-0.4696567,-1.5565861,-0.9697732,-1.6802076,-0.8424965,-0.7152418,-0.8037054,-0.9820944,-0.9132226,-0.7232475,-0.7460785,-1.1204268,-0.9155083,-1.0778679,-0.8129313,-0.8305183,-0.8423152,-0.6752996,-0.6686477,-1.1874567,-0.6252631,-0.8268125,-1.3765551,-1.3155594,-1.2514156,-0.8812473
A0A075B6I0,-1.117963903,-1.366264945,-0.735537085,-0.383306593,-0.306335089,-0.345622569,-0.840948732,-0.550130092,-0.68830286,-1.467923747,-0.767881741,-0.564661218,-0.482899868,-0.567454996,-0.610074635,-0.073608994,0.000576001,-0.04677931,-0.666764392,-0.619289687,-0.893605215,-0.767692929,-0.662828569,-0.688485013,-0.169497511,-1.07226055,-0.814107017,-0.705914447,-0.566980548,-0.480706546,-0.902324268,-0.926811217,-0.635609344,-0.964787801,-0.453640767,-0.772908637,-0.877023361,-0.952943339,-0.764721112,-1.518917724,-1.844632132,-0.755873929,-1.779153282,-0.903015308,-0.855891661,-0.710541125,-0.86683329,-0.765023032
A0A075B6I9,-0.99855782,-0.27678006,-1.20187448,0.01246906,0.06105739,0.08691565,-0.71897671,-0.67030054,-0.79495474,-1.11880368,-1.0119508,-1.02720643,-0.66749448,-0.71122232,-0.60215568,-0.81134662,-0.66582385,-0.67325285,-0.80295854,-0.52678108,-2.07083482,-0.45859308,-0.42320369,-0.2972703,-1.50826331,-1.49041715,-1.62668306,-0.2654149,-0.95158633,-0.40879385,-0.58521437,-0.45101206,-0.30494829,-0.7557227,-0.89221904,-0.57093752,-0.69799113,-0.48550466,-0.41058255,-0.63162428,-0.57391229,-0.57603238,-0.7721869,-0.71727871,-0.57280087,-0.76975179,-0.45871372,-0.65522095
A0A075B6R9,-1.05807412,-0.94586534,-0.8208769,-0.83596158,-0.55427593,-0.5427634,-0.19150489,-0.33568565,-0.24474906,-0.23495087,-0.22502331,-0.36123469,-0.10566638,-0.20077023,-0.41928481,-0.25553392,-0.26008745,-0.29587163,-0.48501324,-0.3306677,-0.44706177,-0.12759652,-0.08582516,-0.33377116,-0.70444876,-1.41628633,-1.34634019,-1.05945457,-1.39857971,-0.86896418,-0.53220595,-0.44646528,-1.39976313,-1.10582474,-1.06080511,-0.77629536,-0.37431377,-0.40921377,-0.65501957,-0.55686163,-0.69140703,-0.85272803,-0.28800918,-0.21245212,-0.21069898,-0.1924366,-0.43809831,-0.49032271
A0A0A0MS15,-0.64364212,-0.54913593,-0.44461325,-1.10067446,-1.28317019,-1.93091265,-0.55705714,-0.73897373,-0.69237458,-1.88479396,-1.66283979,-1.70192658,-0.25003569,-0.38481143,-0.19559336,-0.28265127,-0.33477171,-0.08277567,-0.33327479,-0.32970736,-0.46929638,-0.09217958,-0.36362553,-0.27579588,-1.8928555,-1.83257937,-1.83552172,-1.00811127,-1.13310921,-1.2110512,-1.17082042,-1.05831218,-1.05473658,-1.86144165,-1.88603183,-0.87498585,-0.94739273,-0.86691807,-0.79173598,-1.30640609,-1.81531874,-0.92093185,-1.21514619,-1.11597627,-1.06830184,-0.75433268,-0.73295225,-0.78687582
A0A0B4J1V0,0.6759672,0.8371834,0.8145101,1.1181821,1.0974161,1.0250653,0.2403486,-0.6558102,0.1074477,0.4846,0.5967467,-0.1615743,-0.4779068,-0.2738164,-0.4074141,-0.4253412,-0.1390367,-0.2118282,-0.811457,-0.2519489,-0.7895422,-0.7099972,-0.6872211,-0.5839006,0.345273,0.2726656,0.4332057,0.4623263,0.4529815,0.4336021,0.256405,0.2810884,0.3499234,0.3391778,0.373627,0.5682866,-0.6622266,-0.7602179,-0.6819431,-0.5877294,-0.7912505,-0.8112392,-0.9674002,-0.951365,-0.7501619,-1.1199607,-1.1708698,-1.0660354
A0A0B4J1X5,1.496406831,0.260985944,0.315293329,1.202686269,1.240143477,1.334633399,0.743745386,0.538643,0.520388218,1.212002705,1.310746626,1.249258253,0.266787768,0.169391929,0.205688632,0.485887638,0.414846434,0.514416824,-0.057728191,0.086504469,0.00072142,0.340793301,0.31850559,0.501688121,1.005738532,1.003122328,1.036408222,0.947937233,0.915006487,0.965691999,0.761298198,0.685586617,0.791707388,-0.144583973,1.13566723,1.173302954,0.438417159,0.376365954,0.353645695,0.333903525,0.250862561,0.287357193,-1.65724958,0.242250473,-0.687537759,-0.671610755,0.23458947,0.245400885
A0A0B4J2D5,1.0022147,1.0016154,0.9965082,0.7879005,0.7852493,0.8554144,1.5531162,1.6269412,1.5867735,1.2606439,1.3478581,1.116068,0.827605,0.8172666,0.8145911,0.8106213,0.791094,0.74979,0.6415257,0.7271023,0.6507088,1.3095243,1.1662907,1.242569,1.2328645,1.2375392,1.2798229,1.022261,1.1909348,1.2443408,1.4796551,1.3049078,1.1847597,1.3672239,1.3880782,1.3188362,0.9699372,1.0075249,0.9650709,0.8865948,0.9100568,0.9261324,1.2376887,1.126918,1.2548017,0.9604024,0.9439324,1.0740597
A0A0C4DH31,-0.04405632,-1.58470861,-1.66606044,-1.18271388,-1.37864294,-1.24282506,-0.25483072,-0.14436044,-0.10987752,0.02906661,0.00360369,0.08788101,0.10946681,0.14525198,0.05533359,0.42726177,0.29893806,0.31126708,-0.32753655,-0.31508742,-0.3038412,-0.32323376,-0.22121717,-0.28964923,-1.57124248,-1.57362995,-1.72959117,-0.30878057,-1.44558614,-1.54614203,-0.12419569,-0.19655365,-0.19401961,-0.17467566,-1.33067391,-0.21015001,0.13151488,0.10041058,0.09236471,0.12365073,-0.59619045,0.07354575,0.08861295,-0.06193073,0.01276844,0.022522,-1.0343751,-0.07651602
A0A0C4DH34,-1.483997,-1.5538935,-1.2940877,-1.7333679,-1.5258079,-1.8363406,-0.8377215,-0.6415363,-0.7519168,-2.0999369,-2.1216175,-0.8369899,-0.5535642,-0.6132657,-0.6426478,-0.1788891,-0.1751423,-0.2695727,-0.5728741,-0.5129541,-0.6862728,-0.514413,-0.4945838,-0.3997412,-0.7659837,-0.776624,-0.7738629,-0.7264294,-0.7017943,-0.8462182,-0.7125504,-0.8088586,-0.8515425,-0.7923644,-0.8781917,-1.027407,-0.4897158,-0.4900351,-0.5137638,-0.6447523,-0.8011817,-0.7551549,-0.4696424,-0.4939291,-0.463404,-0.3819026,-0.4076279,-0.4141929
A0A0C4DH38,-0.1335983,-0.10681897,-0.19273016,-0.30460864,-0.25155183,-0.24376012,-0.64337722,-0.55948578,-0.71378029,-0.4453476,-0.55942358,-0.48736614,-0.82678997,-0.44302967,-0.71047793,-0.14532449,-0.20978142,-0.01840775,-0.4240315,-0.52663654,-0.38022156,-0.60284687,-0.69521537,-0.47136962,-0.91923292,-0.52893331,-0.5546547,-1.08450431,-0.84379256,-1.0339545,-0.6904944,-1.15285217,-0.84424146,-1.15618057,-1.21190041,-1.33683246,-0.85706503,-0.74498891,-0.69709562,-0.51426269,-0.78967542,-0.85955501,-0.41067311,-0.54302953,-0.50966174,-0.92012582,-0.58075369,-0.74039912
A0A0C4DH72,-0.3478788,-0.530896,0.3070563,-0.3501961,0.2100236,-0.3117101,-0.8525112,0.7113222,0.7399711,-1.4960721,1.0992473,-1.0097009,-0.6042558,-0.6257207,-0.698296,-0.8709714,-0.9978627,-1.1226494,-1.3717281,-0.3095492,-1.0975638,-1.7399706,-1.1910063,-0.8055009,-0.9074657,-0.9140558,-1.0741109,-0.1716129,-0.177269,-0.7076032,1.4520513,0.2622911,0.8711125,-1.1750613,-0.7395733,1.2213004,-1.7288048,-1.0373431,-1.4696225,-1.8085012,-0.666087,-1.1093875,-1.3098775,-1.2229705,-1.0826997,-1.4303596,-0.9602138,-1.106194
A0AVT1,1.0156323,0.9886913,0.9745556,1.1239338,1.0526269,1.2209366,1.1046757,1.0355939,1.1276888,1.0696344,1.0513957,1.0123648,1.0558202,1.0326852,1.1073089,0.646853,0.7083485,0.6332844,0.8395013,0.8001383,0.8973491,0.7594726,0.8052736,0.7365937,0.7685127,0.8177747,0.8206828,0.9569885,0.9048762,0.9315917,0.8871715,0.9669456,0.8169464,0.9954767,0.9504924,0.9035716,0.7358285,0.6533065,0.7596606,0.7385896,0.7376946,0.6436764,0.7414474,0.753882,0.7808654,0.73895,0.6852963,0.7589559
A0FGR8,-0.11143199,0.19178968,0.12500971,-0.40870925,-0.36948889,-0.40092134,0.0764918,0.06965637,-0.01677573,-0.258576,-0.18159074,-0.09484741,0.34356774,0.27434668,0.2098985,0.03405013,0.20161845,0.19793286,0.2566043,0.25351135,0.21303378,0.09442563,-0.02354643,0.02782663,0.34720576,0.17339981,0.36030158,0.41509775,0.45121188,0.53244706,0.0237603,0.16009438,0.3416725,0.21341779,0.28204875,0.29698038,0.33202264,0.3874881,0.31745442,0.4558673,0.40947839,0.49184604,0.45343477,0.43117701,0.24441522,0.55718325,0.37984962,0.37175777
A0JNW5,-0.59807897,-0.62811444,-0.74632341,-1.48490139,-1.40402217,-2.21324992,-1.35718031,-1.09053085,-0.67070352,-0.03059781,-0.93315081,-1.59284916,-0.69769877,-0.9482824,-0.57579409,-0.41273012,-0.53834213,-0.53000563,-0.50609432,-0.53988929,-0.47227987,-0.97584177,-0.44553595,-0.90322161,-0.1509437,-0.45312363,-0.29677912,-0.57374681,-0.31642828,-0.17096194,-0.43288133,-0.31455817,-0.35744668,-0.6346179,-0.63592919,-0.2642286,0.02323088,-0.31694018,0.04488502,-0.27666486,0.10401115,0.13834312,-0.41442809,-0.47282022,-0.40138219,-0.3123693,-0.4022191,-0.42292017
A0MZ66,0.90433881,0.8977036,0.89915082,0.10000093,0.24289221,0.22883656,1.15760428,1.10416117,1.17730678,0.57816287,0.56303244,0.7407313,0.07685088,0.1086549,-0.09311276,0.27235981,0.28940783,0.32933334,-0.13862468,-0.09012483,0.01290582,0.50318669,0.56048405,0.54881237,1.33032289,1.22465596,1.23707497,1.25668419,1.3929355,1.43044742,1.09739573,1.34157282,1.19555824,1.22282573,1.26661634,1.27157825,0.92599443,1.03141251,1.02533579,0.94866272,0.87753888,0.90006292,0.87334881,1.00503529,0.98193181,1.00258347,0.97806539,0.88882847
A1L0T0,0.3238284,0.33664143,0.34898003,0.01002522,0.19163571,0.0834793,0.33174592,0.39285591,0.27467811,0.59378359,0.42237419,0.62175144,0.57596171,0.59988282,0.54038395,-0.05805046,-0.09385996,0.05155684,0.42176641,0.31842915,0.39272055,0.49863848,0.444548,0.44079687,0.12344435,0.27905758,0.2089496,0.21149606,0.35876617,0.30825341,0.47773118,0.497954,0.20019152,0.17957709,0.20559642,0.27442076,0.26792475,0.288633,0.34836251,0.23218803,0.19444392,0.12306196,0.46770585,0.41024577,0.40840616,0.41579219,0.37618326,0.25620357
A1X283,0.39611978,0.3009124,0.43843232,0.52371393,0.48922055,0.57169202,-0.19688203,-0.01348293,-0.16824178,-0.11004564,0.09393272,0.11780877,0.73392021,0.74682285,0.67860895,0.34476623,0.4683883,0.47426641,0.72297792,0.60935491,0.60175044,-0.46450917,-0.45350092,-0.36773395,-0.45858185,-0.51896639,-0.27123768,-0.24253342,-0.23677631,-0.369821,-0.4469941,-0.38488134,-0.33368478,-0.15463866,-0.10999277,-0.09682622,-0.47990498,-0.39218523,-0.32298136,-0.69844849,-0.43698607,-0.65473721,-0.38106875,-0.35540944,-0.83343258,-0.17899856,-0.31012829,-0.48838682
A1Z1Q3,-0.79469788,-1.1803098,-0.76461518,-1.12042304,-1.30084393,-1.25663579,-0.56417604,-0.71317804,-0.91742185,-1.32700665,-1.07455043,-1.8975408,-2.39168078,-2.45424288,-2.38869328,-0.32632166,-0.35759837,-0.39978573,-0.85044858,-2.20478679,-0.83576688,-0.14097183,-0.65279089,-0.47302019,0.16367592,0.17249236,0.01094707,0.22122014,0.20965652,0.22186939,0.16735263,0.05010353,0.22843076,0.14006609,0.10774233,0.1172665,0.06488957,-0.02424554,0.04879741,0.15439091,0.19334054,0.0788541,-0.02278929,0.09159363,-0.15116895,0.02217478,0.19027938,0.19703362
A2RRP1,0.279631986,0.424189363,0.421158493,0.298559022,0.314762411,0.318915073,-0.160152502,0.062574546,0.12686211,0.514143692,0.420755193,0.553803841,0.326823921,0.33715881,0.354252692,0.193271893,0.1447032,0.142686117,0.198179376,0.189741371,0.180180578,-0.103382716,-0.042571149,-0.017082982,0.045309238,-0.120890538,0.001826902,0.108277341,0.054816163,0.120895383,-0.047824729,-0.428064216,-0.202542426,-0.10983025,-0.118645236,0.14163352,-0.350535359,-0.121397482,-0.342008787,-0.208845744,-0.291332031,-0.126934475,-0.448989048,-0.321301404,-0.171789105,-0.244748248,-0.121592288,-0.309954904
A2RTX5,-0.18503064,-0.19954354,-0.3214166,-0.9291704,-1.12370921,-1.13737061,-0.06311693,-0.09922233,-0.16655356,-0.44685841,-0.93507719,-0.46035319,-0.16324863,-0.41728737,-0.28183717,-0.40614173,-0.4086445,-0.40729202,-0.51209829,-0.66917375,-0.47198416,0.11361801,0.18257742,0.22784612,-0.54239453,-0.51286322,-0.31719358,-0.40191193,-0.2435924,-0.42645631,-0.41224468,-0.40885661,-0.48601594,-0.42636473,-0.28262223,-0.47424972,-0.13857401,-0.27186015,-0.25066853,-0.01837961,-0.21632786,-0.14484904,0.06792348,0.04666909,0.05540336,-0.02230299,0.05663056,0.06499814
A3KMH1,-0.62443481,-1.17090068,-1.19408182,-0.28530252,-0.26462906,-0.28972568,-0.60681991,-0.95118239,-0.99629078,-0.87209678,-0.68083997,-0.74004163,-0.65800729,-0.7217807,-0.68493856,-0.50726059,-0.62504096,-0.82770404,-0.47280621,-0.50439702,-0.44981838,-0.73795932,-0.63349573,-0.55303696,-0.56531616,-0.38749568,-0.55719357,-0.75839841,-0.74115777,-0.93248601,-0.80153254,-1.80555175,-1.26856894,-1.021918,-0.71811505,-0.79700229,-0.22372074,-0.47580756,-0.3642002,-0.89330119,-1.07079561,-0.75312997,-0.08132081,-0.77045263,-0.79511179,-0.70265733,-0.51248817,-0.48985356
A4D126,-0.36904816,-0.83998538,-0.43627736,-0.4217289,-0.52200177,-0.43234768,0.15739826,0.35889886,-0.07764187,-0.79142009,-0.47976712,-0.88561942,-0.38459928,-0.45495601,-0.65650186,-0.68610737,-1.14481269,-1.04201489,-0.93014051,-0.97816073,-1.34863849,-0.57696085,-1.18948758,-0.66523541,-0.36311778,-0.42038652,-0.66575348,-0.16764163,-0.13760224,-0.23087395,-0.38411767,-0.37033933,-0.55383808,-0.13335271,-0.54851895,-0.1796759,-0.77327254,-0.72844366,-0.85689391,-0.6760349,-0.58603229,-0.69126814,-0.34745036,-0.58018662,-0.64466647,-0.60452914,-0.90425556,-0.5949841
A4D1P6,-0.619831116,-0.508976215,-0.938836444,-0.252360739,-0.282153891,-0.316363301,-0.225112337,-0.71236885,-0.131081434,-0.042814773,0.034240373,-0.271647962,0.270426167,0.219131395,0.238139226,-0.008742642,0.101953577,0.102713997,0.026721531,-0.136246106,0.058322746,-0.071365892,-0.055720738,0.066801024,-0.531524293,-0.60708307,-0.402638833,-0.252030869,-0.253532171,-0.545604057,-0.470829529,-0.34800178,-0.508728704,-0.164338169,0.142792567,-0.229187049,-0.406349532,-0.213279986,-0.190400162,-0.301607622,-0.153986881,-0.305384012,-0.012366951,-0.130986587,-0.252691615,-0.365931613,-0.251113987,-0.128450676
A5PKW4,-3.4955824,-3.074759,-1.1226928,-2.4839942,-1.1721255,-0.9414684,-1.0495975,-0.8927211,-0.73776,-1.2231681,-1.6339944,-1.3898702,-1.3700832,-1.2886197,-2.063051,-1.9919272,-1.6434646,-1.0137332,-0.7568876,-1.1801593,-1.5487563,-0.7621061,-0.7176941,-0.9995012,-0.4495139,-0.5271496,-0.4881198,-0.4037728,-0.2883223,-0.2777418,-0.1608992,-0.0860826,-0.298287,-0.122301,-0.4210349,-0.5265958,-0.3477943,-0.2757995,-0.4932199,-0.4748597,-0.2867542,-0.2334935,-0.4594967,-0.2377664,-0.6494761,-0.3473099,-0.3403107,-0.2939143
A5YKK6,4.22E-01,3.45E-01,3.62E-01,7.42E-01,7.00E-01,6.82E-01,-8.02E-01,-5.97E-01,-8.84E-01,1.24E-02,2.09E-02,-1.77E-02,4.84E-01,4.70E-01,4.29E-01,1.99E-01,8.59E-02,1.67E-01,4.68E-01,4.23E-01,4.63E-01,-1.03E-01,-2.89E-02,-3.15E-02,-1.69E-01,-2.83E-01,-3.18E-01,-2.76E-01,-2.62E-01,-3.71E-01,-5.72E-01,-7.67E-01,-4.41E-01,-3.05E-01,-4.76E-01,-9.05E-03,-9.46E-02,6.11E-02,-6.65E-02,-1.19E-01,-3.95E-02,-8.33E-02,-2.03E-01,-8.18E-04,-1.12E-01,-1.03E-01,-3.98E-05,-2.33E-02
A5YM72,-0.12546963,-0.02741961,-0.0341557,-1.75702792,-2.94551007,-1.03100055,0.38051818,0.28019487,0.42209624,-0.79738882,-0.3224085,-0.50175041,-1.49194112,-1.40125886,-1.26117258,-0.88424191,-0.97080517,-1.2857125,-0.9878129,-1.0516709,-1.37176379,0.09341943,0.21822639,0.11806798,0.39116134,0.26555164,0.26211193,0.33155369,0.39540467,0.335931,0.37714129,0.31222398,0.45971281,0.39987312,0.2369095,0.37215501,0.90684578,0.91697782,0.87213498,0.83501032,0.7420592,0.85817368,0.92449769,0.96034028,0.87565749,0.85441137,0.91200889,0.80370391
A6NCS6,-1.21048235,-0.73767851,-1.50016559,-1.00476365,-0.90617483,-1.69197657,-0.57233216,-0.71065833,-1.37265492,-0.70497379,-0.62073667,-1.19620345,-0.05545449,-0.07374488,-0.26702513,-0.53339203,-0.73572087,-0.54480382,-0.43499303,-0.36963777,-0.18371317,-0.88078319,-0.53147806,-0.60718218,-1.4712153,-0.81739687,-0.80232205,-1.35407797,-1.49057231,-1.50462399,-1.12786177,-1.05711555,-1.50347601,-1.12321396,-0.85592259,-1.66136861,-0.70978985,-0.86214689,-0.69271211,-0.79970663,-0.78290104,-1.01520362,-0.9811279,-0.97518938,-0.80208805,-0.88448725,-0.39015562,-1.3023982
A6NDG6,-0.85520776,-0.74963176,-1.07712219,-0.88539378,-0.92466677,-1.39515395,-0.16719221,-0.21449482,-0.14736214,-0.35417154,-0.44687647,-0.49296463,-0.36948827,-0.21918971,-0.26547964,0.11441146,0.22549285,0.14590061,-0.10460945,-0.11111016,-0.12444049,0.01924742,-0.42731015,0.13538493,-0.25180516,-0.37680667,-0.03782925,-0.4708526,-0.44589538,-0.54577928,-0.08403976,-0.33011039,0.08700079,-0.23454772,-0.21684745,-0.24128597,0.21009874,-0.10956743,0.15050679,0.03995665,-0.05288253,-0.13394197,0.41714937,0.4706472,0.26183887,0.3136867,0.02160931,0.36677241
A6NDU8,-0.256848339,-0.303040333,-0.289225544,0.219218446,0.097812504,0.145765929,0.026471535,0.07672968,-0.063838116,0.191934671,0.264305386,-0.009824131,-0.05002406,0.116019635,0.050931347,-0.26755727,-0.124765194,-0.152910546,-0.180212899,0.029166975,0.02410766,0.103047437,0.136386874,0.013894541,-0.754962043,-0.34773076,-0.358456232,-0.116265352,-0.175120711,-0.166472477,-0.260074432,-0.33750576,-0.3183755,-0.235782886,-0.304251454,-0.616387256,-0.233825174,-0.374704222,-0.384783547,-0.206907991,-0.109095719,-0.175660539,-0.306202638,-0.253795319,-0.295977147,-0.194181703,-0.236001869,-0.27397251
A6NE02,-0.156066726,-0.159819322,-0.213347003,0.005166653,0.025902993,0.028561113,-2.139302898,0.329907224,0.352886763,0.356816869,0.298112629,0.38233015,-1.933948413,-0.365676692,-0.24731702,-0.112396827,-0.403098341,-0.191304133,-0.598325562,-0.676843443,-0.716116818,0.620755537,0.717483946,0.730656612,-0.115067727,-0.095009007,-1.651252932,-0.107762392,-0.045688838,-0.060311759,0.203076092,0.051096014,-0.051889562,0.01988306,0.025655836,-0.03845815,-0.465531256,-0.646484051,-0.639602717,-0.557861543,-0.610713333,-0.516656648,-0.872346684,-0.841905342,-1.059655393,-0.875669161,-1.332539447,-0.934383717
A6NGB9,-0.889068359,-0.870086015,-0.7872541,-1.612015851,-0.851683766,-0.933743772,-1.189877949,-0.278914169,-0.281964176,-1.139312891,-0.998635942,-1.388328392,-1.215496489,-0.817423697,-1.404951982,-1.906425144,-1.809240828,-1.126086,-1.503556078,-1.190818086,-1.133163066,-1.896711409,-1.644180178,-1.242193129,-0.086711908,-0.26769692,-0.266891104,-0.323862117,0.022350539,-0.529999908,-0.000564902,-0.113694276,-0.058920229,-0.298630486,-0.009686337,-0.042792727,-0.659817736,-0.644444014,-0.474325143,-0.429888531,-0.329515185,-0.435096798,-0.299404101,-0.154721953,-0.687046934,-0.290000207,-0.298184039,-0.347407432
A6NHL2,0.39964287,0.41970001,0.42759738,0.02566446,0.13316539,0.09581699,0.91753938,0.91212212,0.8964581,0.69258301,0.63153093,0.67375418,0.2511288,0.28116186,0.27772108,0.25445393,0.03302091,0.15983769,0.41759771,0.36453656,0.5149313,0.91603711,0.96199175,0.90864327,0.50164825,0.47625605,0.5115728,0.45441059,-2.6263564,0.44568625,0.47855738,0.47764413,0.46653901,0.50225129,0.51396403,0.53594217,0.61865482,0.60543123,0.69833505,0.49350226,0.53887183,0.49496645,0.60824086,0.60838529,0.64267964,0.54000801,0.53677148,0.59294395
A6NHQ2,-0.822880034,-0.625198487,-1.074114924,-0.357851256,-0.364030285,-0.350153498,0.052118167,-0.001642875,0.112554768,-0.819287581,-0.848130006,-0.809569143,-0.490611717,-0.297943155,-0.397325722,-0.388823365,-0.511172409,-0.757670313,-0.467193339,-0.203460813,-0.501048398,0.214793139,0.186727299,0.126888605,-1.222484703,-1.468619009,-1.200901678,-0.850388184,-0.640383978,-0.986304169,-0.227578248,-1.253044417,-0.459267385,-0.676045595,-0.984209857,-1.059746911,-0.952546717,-0.605437202,-0.829533002,-0.667769397,-0.524510328,-0.756340881,-0.422992885,-1.227321096,-0.582052371,-1.407896469,-1.325094035,-0.800191778
A6NHR9,0.30833158,0.26017367,0.24814045,0.96718872,0.99349442,0.89268094,-0.49292978,-0.05128031,-0.3144603,-0.45004438,-0.4078387,-0.50971275,0.409929,0.40820408,0.20675979,-0.10324755,-0.11947836,-0.13655144,0.21444475,0.3435531,0.25204777,-0.46440736,-0.28218953,-0.47239066,-1.01265081,-1.19275029,-0.5991972,-1.13165714,-1.00238448,-0.79022623,-1.12490437,-1.4713645,-1.31623036,-1.40464751,-0.60425196,-1.01865505,-0.49526644,-0.45082256,-0.55134181,-0.60736129,-0.82742546,-0.41176423,-1.79895429,-1.54139461,-2.17827718,-1.21652004,-0.86182665,-1.38208322
A6NHX0,-0.2795408,-0.42035693,-0.24375549,-1.68635665,-0.56073082,-0.60490831,-0.45814878,-0.42683141,-0.47211532,-1.75569193,-0.72817385,-0.80869386,-0.81097383,-0.84117521,-1.19540576,-0.31830914,-0.4068758,-0.3338893,-0.43578669,-0.7218931,-0.48945563,-0.01451306,-0.04089189,-0.01034621,-0.34010299,-0.2729156,-0.20777239,-0.59314731,-0.71039503,-0.68268216,-0.21542802,-0.32422432,-1.32709569,-0.38563373,-0.54513618,-0.34800097,-0.0393371,0.08401621,-0.04389696,-0.54711733,0.07470829,0.14153846,-0.48334034,-0.57477,-1.37506969,-0.90594858,-0.11283548,-0.7139903
A6NIH7,-0.55290981,-0.55009213,-0.53974386,-0.34953142,-0.4317079,-0.43099693,-0.48101728,-0.5777328,-0.45681501,-0.74442273,-0.58199898,-0.77512684,0.11151887,-0.23480816,-0.18586371,-0.23348239,-0.18063859,-0.18833767,-0.14524812,-0.19167643,-0.06366998,-0.23440028,-0.0724612,-0.17185897,-1.4186239,-1.1389029,-1.17952371,-0.99331652,-0.99541331,-1.77998161,-0.85758416,-1.13930898,-0.93883964,-0.91227353,-0.89100587,-1.12414336,-0.52949809,-0.46203138,-0.61749202,-0.64146321,-0.71361027,-0.84052314,-1.00078574,-0.49135306,-0.29402444,-0.70709317,-0.8563463,-0.60618955
A6NKN8,-1.22496753,-2.49567275,-1.02826821,-1.97638799,-1.95021993,-2.04236963,-0.52995975,-0.64236539,-0.62076898,-1.34773297,-1.46524673,-1.20213852,-1.93492934,-1.74126887,-2.00124067,-0.49149589,-0.47548265,-0.47005044,-0.8540039,-0.88981489,-0.86973054,-0.75232225,-0.71813031,-0.83082811,-0.25773501,-0.413669,-0.29750489,-0.11150433,-0.08813524,-0.12069985,-0.02104083,-0.04492112,-0.02781913,-0.22581455,-0.21465082,-0.24318892,-0.50706779,-0.62935552,-0.40824664,-0.5518305,-0.61844074,-0.42615062,-0.33316977,-0.21021201,-0.31671317,-0.45937227,-0.51071099,-0.60550393
A7KAX9,-2.255159808,-1.03293547,-1.156110208,-1.057247739,-1.234364457,-0.846609517,-0.589757918,-0.711432069,-1.775018235,-0.361362141,-0.636558279,-0.338178819,-0.970865001,-0.923399447,-1.20546152,-1.446714371,-0.447666341,-1.184397699,-0.900370857,-1.056934899,-1.035184921,-0.367115771,-0.671380911,-0.404131549,-0.09446234,-0.095321651,-0.265276974,-0.10602954,-0.033024036,-0.049613782,-0.330662338,-0.082928065,-0.027394866,-0.031034812,-0.038640723,-0.000243089,0.100615338,0.06387255,0.151467996,0.070749135,-0.134374569,0.109374138,-0.098858559,-0.265765491,-0.036564161,0.080517777,-0.068142288,-0.096394254
A8MVW0,-1.83829123,-0.66144745,-0.47337185,-1.40620756,1.50480584,-1.90273254,-0.44348555,-0.2781006,-0.31631738,-0.11410108,-0.11489961,0.11445768,-2.24983251,-0.06692179,-0.08275816,-0.86668049,-0.82691499,-0.86788659,-0.38920341,-0.27729249,-1.54636651,-0.96387868,-0.75687613,-0.98449163,-0.90753568,-0.93638701,-0.94309515,-0.78235296,-0.77157879,-0.98577121,-0.57272131,-0.84298368,-0.60129464,-1.32019597,-0.6883985,-0.81405202,-0.38126486,-0.32873956,-0.21053206,-0.44293108,-0.52710224,-0.39280387,-0.4416905,-0.35697825,-0.39922131,-0.35386573,-0.53344926,-0.32798676
A8MWY0,-0.6822681,-1.36713382,-0.4344262,-0.77552812,-0.50453572,-0.84252126,-0.74484387,-0.23264683,0.08841066,-0.76362274,-0.66373739,-0.98132347,-0.96975793,-0.64301855,-0.97990415,-1.78684928,-1.72196771,-2.09458352,-0.91299902,-0.94991401,-0.83334624,-1.93042061,-1.91532152,-1.48802865,-0.83642872,-0.53188255,-0.74608573,-0.63077675,0.53540431,-0.36857343,-0.43820754,-0.02641119,-0.66920169,-1.13184728,-0.40360379,-0.4555287,-0.90493404,-0.76945179,-0.74505228,-0.74444281,-0.91818192,-0.66708406,-1.16919146,-0.92131694,-1.31839441,-1.64699275,-0.97119969,-1.03273379
