proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
A0A075B6K5,959530,0,0,0,0,348040,0,308780,0,0,215510,475450,531920,0,0,0
A0A0C4DH25,1122200,0,310150,965050,512120,373860,546800,311910,408430,356660,278220,0,716630,0,658530,174470
A0A0U1RRL7,155530,0,109040,575600,790660,0,46037,711180,185860,404600,117380,302240,127990,571830,801140,739870
A0AVT1,3204600,11304000,4046500,7148500,4409300,11488000,2484800,4177100,2094700,7834500,5822600,3796000,6549600,6425300,5438800,5022400
A0FGR8,6527900,7323700,4288100,3849200,6782700,4909800,4463800,5058300,8851600,5308000,4260900,5940200,8320000,5130400,9350000,6577700
A0MZ66,4539000,15441000,3356200,18307000,4750900,25679000,1956800,8760500,5874600,15745000,5177500,10647000,5790100,10317000,8274200,8792200
A1A5C7,271070,921480,195090,0,291630,912660,74516,1515600,221740,1155500,117210,1263800,94468,917550,371100,1383800
A1L0T0,3974000,6258100,4843400,1734200,4395300,4757400,4781000,3841100,4325200,3623100,3996200,5506600,6459900,5095100,4826000,5308900
A1L4H1,0,0,0,0,0,0,74012,0,0,0,0,0,125090,0,84714,0
A2RTX5,641550,3238900,234840,421200,248620,2126500,552720,950110,121050,1475600,933690,831580,555370,730430,373300,1238700
A2RU67,0,0,128320,0,4813300,0,0,0,524640,123770,0,287010,0,663910,0,421980
A3KMH1,415680,0,172470,0,439460,51200,378590,183810,275000,122920,331450,137910,0,186560,0,545130
A4D1P6,498580,8493500,462280,1835200,488910,984580,376770,846470,283560,1085200,18247,682420,518510,1009100,91342,697340
A5D8V6,189410,345790,206900,1058600,1120900,908240,249110,133070,1049100,310580,120300,113740,392340,882100,293900,319730
A5PKW4,747110,517450,448740,130310,590080,324060,495770,586170,934720,770310,184950,348270,937980,616240,1244900,1222500
A5YKK6,216640,1104600,124880,1256200,334810,260860,465020,188150,329560,1205400,146910,322470,553670,436220,432990,385370
A5YM72,4870700,21917000,3935500,22197000,3600600,31255000,2238000,6498200,2621800,11196000,6868600,5139700,1780000,3543200,6846700,3621900
A6NCM1,1693000,1244400,320130,0,1234400,0,674940,641020,583020,4104000,1879800,3817300,1076600,904850,1624600,3011900
A6NDG6,2875300,7869200,3116600,1250800,2730800,6013100,6610300,5481200,5569900,8459100,5739300,5774700,6183400,7005700,8619400,9078400
A6NDU8,270990,1299100,0,682030,0,452830,0,0,0,271030,0,496120,530490,367130,620770,262950
A6NGB9,0,372130,100290,372430,651870,162120,438280,506590,1005400,673490,0,310900,356070,530060,0,554490
A6NGN9,217980,843620,184720,800780,277700,296940,77326,596550,0,593680,236200,707420,200690,307500,489920,1203900
A6NGR9,298820,4912300,843950,3842800,163840,4294000,135490,1944800,247290,1612100,0,2127000,173880,2879200,360650,2061200
A6NHL2,38449000,62389000,3091100,5945400,33831000,29603000,36604000,49796000,31604000,57491000,24958000,65389000,41092000,105440000,44899000,106390000
A6NHX0,495400,0,244230,0,647230,542380,542780,458750,388480,746690,344100,716930,422500,980920,504000,1412500
A6NL88,135670,1266600,231790,0,342520,258010,147410,390550,253410,1252600,0,764190,0,870560,0,686500
A8K0Z3,0,104780,77477,0,0,410390,0,67114,35889,213560,40660,0,0,301420,0,94112
A8MVW0,1282700,1591500,463880,1056000,1942500,2152700,831400,1684300,1546200,2234900,700210,2312300,82888,2860200,2064600,2670600
B2RTY4,2231900,2048700,1629800,1120200,1794400,1554200,4094300,1673900,1086200,1326900,1868600,1009100,3316900,2466300,2929700,2666900
C9J069,315890,643660,197620,0,374720,186070,0,308950,678870,1078100,0,824290,0,596530,0,878470
L0R6Q1,484660,0,0,101490,367310,222910,577290,574120,722260,236610,417660,243630,865270,315660,377840,517520
O00116,347400,1500400,135840,691070,929940,954720,460630,791190,777360,0,150260,320550,905440,422610,688780,172430
O00139,9439400,27012000,8567900,11608000,11258000,17665000,7879600,17877000,12920000,28091000,11739000,22817000,11326000,19849000,17598000,21123000
O00151,1895200,0,309520,0,486630,599220,620180,684040,791450,428560,144140,343760,685180,611180,954730,642890
O00154,64506000,133710000,35397000,137150000,55261000,62518000,43843000,87156000,99612000,85704000,50351000,92914000,70584000,80065000,94421000,95600000
O00159,5340900,2186300,1500400,1305100,1467000,1528800,3001000,2102800,2631500,2214000,3216800,1374200,4879800,3835500,2239100,1886800
O00161,716160,2493400,478850,1680700,1007100,1652600,831040,408770,966380,297960,1470900,338940,2260500,0,2392000,521060
O00165,224360,670860,276940,645370,385670,391370,198490,315720,286120,489900,62761,418090,355210,605560,408170,350470
O00168,3255200,3994700,1153300,1891700,580850,2628600,1120800,3855800,2816000,2159800,329820,2916900,1626400,3778900,2706900,3616500
O00170,2325700,7515200,1623000,1876000,1577000,4612300,1427200,3272100,2586400,4251800,2350800,3302100,2257000,3680300,2403800,3429200
O00178,688150,1731100,740090,343800,675400,1325900,341560,1209400,1179000,1648700,583180,1374500,231560,1456300,612200,1704100
O00186,2215100,6651100,1921200,4914100,2670800,3700800,2796800,2955500,2803900,3561800,5230000,2580500,4841700,2343000,4545200,3344800
O00192,0,0,335740,97885,390040,402020,438480,281220,306130,219190,182130,217710,754050,446990,393190,331720
O00193,0,0,0,0,0,158660,0,0,817290,502940,305790,0,430020,0,366950,0
O00194,648340,201710,1393900,105390,2992900,369220,1115000,1269500,839070,986760,491370,1078600,2333900,1595700,1144500,1245700
O00203,710940,1709800,492350,2015000,366310,902180,510190,508160,1069600,913960,56805,843570,933040,785180,492720,637360
O00213,2202100,1203100,1358400,170460,2489700,1163600,1895000,1389800,2908000,1976100,2349400,1877300,2842900,2609400,2400900,3260500
O00217,4493400,34162000,3031900,15161000,8279800,17092000,3346700,24626000,9435800,22293000,8960100,20492000,5090500,22945000,13239000,25182000
O00231,12159000,26212000,7280900,12936000,12711000,15977000,9062600,32695000,11811000,38024000,18448000,14939000,25419000,18748000,19654000,16213000
O00232,9524500,9837700,5626100,8141900,9025800,6573800,6706200,7775800,10509000,11523000,9846100,9643200,12726000,9916600,9825600,9282200
O00233,2170100,1496400,1407400,719110,1184100,1877600,1989600,1129300,2074600,1547200,3254000,2839800,2621700,3190300,1970600,2544100
O00244,1850200,4082300,1997400,208440,0,2642900,1767300,2635400,1482400,4973300,1324800,1438600,1309400,4134500,1981700,4779800
O00264,25111000,24066000,17166000,17996000,21981000,16547000,12706000,15353000,20361000,20755000,23738000,23266000,45104000,26431000,27507000,26264000
O00273,269560,2143500,368100,1312600,802370,1407200,534670,823170,1343300,899760,1196100,740250,1323900,521520,605440,973810
O00291,759170,2710500,340070,3636700,792370,4960000,0,1170000,640080,2809500,1092400,1973900,968000,1982300,1049600,1681700
O00299,3950900,1729000,4419000,1395400,9375000,2886400,4474200,1224700,18272000,1518700,5855100,796060,23786000,2702500,6159000,2534500
O00303,2350200,4410700,1962300,1821200,2573700,3885200,1456800,3183800,1645400,3762800,3585400,3063200,4396700,4396300,3481200,3277300
O00305,0,275200,416740,135650,495740,99208,0,250420,417580,761440,0,559890,795530,425430,554400,0
O00330,13415000,20011000,7470300,21335000,12749000,8057000,9852800,18275000,13440000,22061000,9600300,12582000,13715000,22306000,16117000,21240000
O00401,3689900,3956200,1842000,1917700,3610500,6191600,2950900,5827300,3744600,6516200,3221600,4430500,5089600,3898700,4371300,8582700
O00408,14580000,29055000,7128800,7840400,16977000,14721000,14427000,22652000,18822000,28702000,12211000,25301000,16714000,28968000,20479000,27604000
O00410,31228000,41631000,25229000,20858000,32191000,40678000,31592000,26755000,36128000,46076000,30206000,38952000,39345000,42728000,40490000,42143000
O00429,64578000,93869000,41478000,56671000,73573000,71731000,56897000,77605000,85790000,96818000,54124000,94452000,69010000,102960000,80471000,112160000
O00442,1516700,2673900,1878200,1755000,2436700,4198700,1690700,4313900,1898600,3323900,2695700,2458500,4285600,3322600,3813300,3803000
O00445,573920,633850,279230,223730,850380,752440,437020,959990,932370,1363800,451270,1596600,782960,1110500,454600,1175300
O00451,189570,0,0,0,160230,543400,65283,736040,0,772910,0,888770,0,489960,0,1244400
O00468,2519900,5173100,1290900,779380,1747100,2119400,1295400,3308500,1278600,3303300,2455500,3573800,3969900,6345900,832550,4682900
O00471,1672800,3756900,747390,2601900,1692300,3431000,1422000,2752400,1526500,3755500,1464400,2624200,2348400,3363600,2052700,3567500
O00478,271350,0,152120,0,524260,361100,283860,591970,910630,726460,669170,759940,918370,1092100,915210,794120
O00483,46712000,49384000,32677000,28078000,45650000,62592000,18952000,86698000,70502000,106550000,28144000,83227000,42977000,65744000,42772000,112470000
O00487,3056600,6737100,1450900,5124000,2179800,8319100,3117700,5066300,6407400,5494700,6366200,5598500,7776800,7721600,5234700,3532700
O00499,83159000,152870000,56193000,139030000,74489000,231690000,61355000,89739000,89866000,135800000,112260000,119920000,72340000,92321000,114080000,119900000
O00505,3790300,5212900,2872600,2274400,3313500,3316500,2667000,4143700,3612600,5217100,4320900,4582100,5742600,6217300,3890000,6517000
O00519,1038000,1177100,1254100,302150,1124100,2105600,702700,1511600,2161600,2160600,1625500,2396900,2179800,2485700,1837500,2381700
O00533,11151000,19385000,9337900,16172000,13251000,15230000,9626100,13846000,7910700,21923000,9040600,17548000,8766600,17925000,12676000,20041000
O00534,565140,141180,429640,60720,471880,455730,452820,112450,697870,0,882810,698810,1824900,523850,545700,264930
O00555,233640,244570,75324,170570,311100,3502800,229490,1956200,322080,3073200,89814,1523800,110740,2106600,236260,2755000
O00560,2248900,4483500,1516500,4767400,2452900,3159700,2855800,2331200,3288700,3749500,3741500,2665000,4605700,2401900,3738000,2956200
O00562,226350,1972900,3041500,184510,624140,253810,629390,745300,580740,625320,614800,584570,790480,594130,852110,723520
O00567,2310200,1707500,1329000,872520,1948200,1683800,2090300,3872100,941670,1537300,2720200,2395000,4136600,2532300,2844600,2402200
O00571,11505000,17169000,9325900,12346000,13918000,14211000,7864800,12051000,9979400,15105000,10519000,13402000,17861000,14485000,16384000,16007000
O00584,501220,2266400,777760,566180,681120,1899000,1008900,988360,1792000,823130,1079900,778950,2089500,1530600,1046200,1318800
O00592,184810,0,157780,0,218610,119420,104150,128270,133340,241900,0,217920,133510,320900,182110,305080
O00625,714130,3881200,578190,4291700,649900,580410,883940,1097700,925250,1360400,535610,1115500,4801500,848640,1071000,1140100
O00629,2427100,6379500,2022200,3913700,4113500,6172300,1638500,5108700,2490100,8876100,1704700,5917000,4059500,6303000,3294800,6146300
O00743,2076700,1563800,1187900,993990,1486200,517090,1379700,573010,3053900,1137700,1669800,1019600,2694400,1401000,2494200,1775200
O00764,49017000,48353000,40557000,27294000,46183000,50306000,44102000,47244000,36076000,56638000,41627000,55194000,61481000,64013000,50402000,68341000
O14490,5427400,4700200,2383500,2956500,5225300,3183600,2925100,7759300,6987200,11667000,3852800,9999800,5440200,12679000,6225100,10989000
O14494,1245100,0,731030,0,573010,2460600,724840,2133200,3381800,1669600,1464000,1193400,2296500,1311200,830520,1214300
O14495,5140300,15859000,5345800,3622900,4433900,8688800,5278100,8788500,6787800,9189800,8238700,9498300,12147000,12174000,6396600,11559000
O14521,1308400,1191700,1288600,936960,1141200,551670,796460,1226800,1033400,1614700,56083,2269700,2757400,1801100,2748400,2013000
O14523,3929600,3677900,2518100,2233300,3462300,1512000,1928200,3402500,6397200,5629700,2108900,5150800,2665200,4306000,5224700,4036900
O14525,328630,144220,305590,157200,1103600,476670,260150,537960,1081800,722620,257150,1004500,602170,617950,379340,1060600
O14531,21472000,67395000,12961000,38830000,32044000,51705000,24740000,37655000,36173000,75191000,28488000,54119000,27972000,52217000,43012000,46714000
O14548,14860000,51129000,5970800,10967000,10954000,10216000,7028400,13911000,24660000,23655000,9219100,22937000,13485000,24301000,12753000,19071000
O14558,6248600,5509000,6020900,2835400,2208400,3835000,6475300,5761900,3663100,3338300,6108900,3254700,8477300,5744700,6672600,2431400
O14561,7209100,12938000,7065000,3802800,4716000,9239600,6363700,11548000,3867000,5547200,5440300,10725000,5009200,13569000,8808900,20305000
O14562,512510,1718300,287660,1004000,587390,301970,556290,207810,622700,0,698150,0,0,0,948060,500020
O14576,9390400,12488000,6451300,8641200,8004900,11008000,6903500,12861000,9579500,11655000,6871000,8108000,5048300,12159000,13628000,12698000
O14578,5984900,8475100,2534100,3883800,5824300,3748300,3937200,8572200,8762900,9799400,5177500,8478000,6512000,9605600,6126400,7708800
O14579,2322400,4465000,1623200,1983900,2555900,2142700,1352900,2583500,2348600,2636600,2581600,2765500,5016000,3271200,3135300,3288700
O14581,0,0,0,943740,0,0,0,0,0,0,0,0,0,0,0,0
O14594,31491000,76489000,21640000,32818000,35354000,44799000,17426000,49638000,28999000,61637000,30210000,58346000,45299000,54174000,38345000,62498000
O14617,20810000,41425000,11139000,18456000,24522000,24477000,16990000,36677000,25202000,34289000,23165000,40381000,20162000,39636000,26089000,44711000
O14618,1034100,1374300,569600,2257200,808440,1727400,679090,1673700,750850,1945200,2158700,2610700,4006300,2713100,1888700,1906800
O14639,5748800,3473900,3758100,5644200,4162700,4451700,3996000,7289700,8471000,5444900,5074400,6969900,10028000,14155000,7925500,10110000
O14653,71387,0,346660,0,439590,814780,167790,651570,1081200,823480,126250,87349,201150,997930,179880,1010600
O14662,644360,557530,643360,212340,574470,168000,1090900,719840,751150,809960,699390,1098100,1488300,1103500,1094900,942030
O14672,3657900,9861400,3053600,8629300,3167700,10803000,2352000,2068300,5559800,6031600,6035200,4157700,3101700,4897500,4244600,2060800
O14683,1004900,524820,588430,0,763240,0,517960,0,1570300,1756700,913790,377100,4577800,4868200,1272900,904160
O14734,797480,256480,316150,0,471500,510610,320260,0,273460,0,847350,339570,514670,384900,618920,0
O14735,2906900,8995200,1349500,4971200,2409700,1799400,1204200,4003400,3554500,4967100,699860,2585100,4650500,4725400,3509600,4285100
O14737,5682500,4188200,3251600,1838100,4263400,3627800,3107000,3381900,4744400,5058500,4665700,3448000,6512300,4215800,6251600,3637100
O14744,3481800,1266300,1373600,1277400,2023900,4288100,2086100,3180000,4377400,4131500,3571700,3473000,2816600,2751600,2870100,4048500
O14745,14489000,28795000,12774000,23110000,13461000,48124000,8948300,27961000,29363000,26097000,13568000,23021000,32034000,30808000,20454000,25730000
O14773,12672000,28111000,13817000,11449000,8274200,22560000,9414900,17843000,17784000,18012000,26321000,23082000,43690000,18700000,15813000,12203000
O14775,8026800,19704000,5928400,11604000,8763200,6899700,7456000,10275000,4470000,17878000,6149700,15104000,9520600,14558000,12062000,16644000
O14782,98725,227310,33033,373600,172280,357330,129670,275000,38053,328800,124400,178100,49252,131190,69792,116540
O14787,3585100,6309700,3617800,2807200,3647500,5871900,2796400,7266900,3901400,8046100,3679900,6695500,4900800,9827100,5037300,10928000
O14807,6039200,7782400,4869500,2430000,6545700,9431200,4565300,6170600,8220600,10902000,5220800,7351900,7636200,8641000,3543100,11457000
O14810,9745300,18080000,4001500,24799000,6502100,14607000,5208300,13778000,12281000,13205000,6758800,19912000,6142500,30225000,8547500,15321000
O14818,14854000,17729000,9298700,16874000,13294000,17769000,8687500,17964000,19141000,21710000,16974000,17808000,23852000,23704000,20922000,17144000
O14827,4663800,3427600,8751800,2484700,4551400,3481000,5154300,2913600,3169600,4613200,1315200,5651100,10859000,5462400,6313800,6134000
O14828,3854000,4263200,2611000,2810500,4603600,1685200,3249200,2384100,4469900,2341500,981440,2681800,3559800,4138500,5418600,4608400
O14841,0,689800,0,140000,0,287990,0,213920,52239,286190,0,170410,363320,231850,0,0
O14874,1033000,0,481670,1036500,1176400,1179000,469580,1406600,1138100,2104800,1622700,746480,1629400,1843900,963280,1537600
O14880,15581000,4402000,9602800,9124400,10293000,7279100,8390400,14343000,5833200,13937000,2284400,19175000,1707400,18396000,3623200,20878000
O14907,1514800,2344100,537150,1809500,450410,2390100,214970,205390,353560,923430,463580,730530,1067300,1254600,2240400,0
O14908,565410,2151500,757770,1616600,456910,2356900,519470,1296200,1246800,2633700,1136500,1764000,998480,1179700,1092300,1396900
O14910,8702500,4198300,7725800,1683100,8817300,3849600,8220800,10884000,11600000,20073000,7092000,13283000,12473000,21645000,12219000,17738000
O14933,71652,250400,106890,66696,95489,92465,65243,0,0,0,81426,56197,191740,70522,103300,131810
O14936,3313900,6165900,2966800,814540,3112400,5501300,2764000,4569900,3523400,6111200,2249500,24691000,3388500,10126000,4199000,8482700
O14949,2624600,0,3565000,431130,3239600,5187100,2199300,9793100,9705900,7828900,4969400,14100000,6441800,11282000,7206700,9297800
O14957,481870,0,297900,0,421580,205400,644580,340540,479040,299740,206930,497970,942060,247490,495810,791590
O14964,5033500,9883800,2513500,6104700,2929500,7234000,1777200,10536000,8796100,12886000,4923700,13972000,4868300,12468000,5571800,12351000
O14966,365900,645460,269650,0,233750,225870,295560,235990,355710,59849000,0,190100,662150,0,0,327710
O14972,290190,1492000,281730,72762,379450,798750,1251000,599950,0,803320,439490,862310,666730,1179900,391090,409540
O14974,4502700,4015500,2835700,1736900,4107300,5957400,2240100,7567300,5193700,5535400,1330300,6421900,1865100,9255400,3527900,6735700
O14976,1242600,1697100,506080,833300,844280,1713000,783260,2602900,1601800,2519400,1506500,2936700,1263500,2603600,1930700,1810100
O14979,7792600,13749000,5416600,10471000,7371800,8888000,6822400,6606900,6690200,8918500,7819800,7763000,12697000,11824000,10212000,10869000
O14980,11213000,19194000,7966300,10652000,12324000,14650000,9281200,12558000,12939000,11576000,12286000,15428000,17181000,18856000,16114000,14888000
O14994,14788000,12445000,7272000,10693000,14808000,10203000,13210000,14848000,13666000,15981000,12041000,15590000,15693000,19365000,23040000,18894000
O15020,75547000,135920000,37556000,58463000,92626000,71206000,59319000,108890000,81050000,119010000,60933000,93505000,75407000,111000000,104900000,100320000
O15031,628000,0,0,0,0,0,478550,0,438170,320000,550000,874120,1719100,262290,0,519360
O15034,1944400,1318400,410610,327330,2902500,1045100,1873300,1705500,3301900,3117300,1353300,2676900,2892100,2304300,3049200,3617000
O15049,1567200,1862800,1282200,1455000,1906300,0,1364600,407430,2698300,320170,547220,619260,1706600,633670,1799700,869080
O15061,3875800,3543300,9313300,4632600,3516400,3730300,5175300,3634800,9761200,3329100,6053200,6167100,28997000,12113000,8108400,5415000
O15066,910080,3430700,819360,2987500,1588700,1917900,994140,2394500,1159600,2955900,996350,3376900,1630800,1991400,1812500,2874800
O15067,1961100,2082500,1406400,917910,1203500,3814500,1572600,2072800,2391200,2622000,1897900,2626500,1530800,2960300,2104400,2774600
O15069,309930,410900,200850,490100,0,1295100,0,117450,83796,622440,290180,649840,133340,945990,247190,248800
O15075,35028000,62005000,22346000,34558000,35956000,66839000,25068000,50039000,55581000,76239000,31678000,58892000,40591000,57205000,48215000,73602000
O15079,4470900,7268600,2516000,2565900,2677000,4262300,2503800,8797100,4364800,11562000,1389000,9022100,3223400,7922300,5240100,9133100
O15083,4380800,2675100,3424400,664420,5869100,983020,4562900,5299900,7872200,6281600,4181900,6017900,6487700,7512900,6710400,9851300
O15085,204440,624270,126060,392060,0,505470,0,430970,306610,1521000,164370,1300800,0,1173800,483150,1163800
O15118,691120,0,663620,175960,613740,1773400,387490,315160,1544800,1205600,1336800,346390,1066700,1123600,559260,858740
O15121,1174700,1030400,832040,1213900,1245400,1272100,1227100,854360,1210100,573600,1204900,572610,610920,1264900,1686800,1191400
O15126,18246000,21775000,8331800,16739000,18705000,15430000,9601400,20982000,25140000,31745000,11145000,23860000,14018000,27762000,21114000,27337000
O15127,465890,434740,259690,62879,192400,1797800,0,585460,473380,1092000,1190000,1075000,472710,1063400,0,681330
O15143,1316000,1282500,770810,2399800,789010,1282200,799600,1241200,1138100,1366600,169180,1175600,2291000,1351100,1096800,1721500
O15144,25219000,57866000,16637000,39358000,24006000,42655000,11874000,55714000,29540000,67059000,20199000,54774000,32777000,60243000,37006000,53293000
O15145,6840200,12110000,5159000,8766000,13036000,16980000,8840400,9396100,17828000,17651000,7099400,12368000,10805000,10343000,8356100,14000000
O15162,119650,143120,229950,60089,205660,0,165670,97448,245010,133900,228680,0,314650,208790,95322,0
O15173,3458900,3739800,2619500,1666400,2894900,3599300,2138000,3358100,6106000,2995900,4690500,2788100,6597800,5245200,5389900,5639700
O15212,6980500,9480000,4805200,3733100,6108600,6297900,5613700,6798100,8628500,9397300,6773000,7572600,8514400,8460200,8717700,9259600
O15226,219060,0,185170,4338800,0,0,0,689130,0,330200,8456.3,39362000,294300,267870,243420,0
O15230,13421000,7005400,3658400,3297600,4572000,3228000,4217500,2396800,3271600,1400900,6059100,3298100,14265000,9282500,6906200,3127500
O15240,2709700,2864300,161750,2584600,1755400,6699000,186580,2148600,3641800,8692700,486000,9914300,623270,5626100,823860,9795100
O15254,140440,27059,150110,161430,172620,200830,198170,222030,108380,320300,106750,348470,256570,237010,135110,383000
O15258,2311100,1989000,1133800,1314300,2558800,315570,2415200,1097800,2759400,1516400,1103300,1967700,3351300,1253700,3242800,1271300
O15260,1879400,3738600,1686800,2530900,2220100,2415700,2245200,1450800,2149500,2206500,1448700,2084300,2776200,2493600,1963900,4111700
O15269,411070,891270,249820,196080,403690,0,0,0,715550,0,0,344230,0,0,900090,589990
O15294,8304500,18727000,3474600,3813200,9338400,9512200,4909000,15757000,6459900,18896000,6592600,14112000,9434200,13646000,11833000,14513000
O15327,136290,0,77098,0,0,0,129420,102630,0,97622,0,107890,0,154970,0,0
O15355,500390,145500,442140,76127,546240,164870,260850,149030,482890,158770,54936,304200,634340,492060,666530,495150
O15371,1230800,4238500,0,1550100,885920,591130,617440,1516500,1688500,1865000,1359100,1583700,2031500,2181900,538430,1503800
O15372,1085200,675520,782870,248030,782440,653340,605130,0,434400,927940,1157500,626680,2096500,1440700,1299400,504400
O15382,0,0,88763,0,71956,0,216230,112820,45508,0,143350,0,1278700,0,110310,0
O15394,39750000,86120000,20380000,37820000,42050000,36634000,22184000,23943000,26716000,47334000,30373000,48576000,48612000,42802000,47985000,34711000
O15400,7990200,11411000,6391700,7366400,10041000,9801400,7962500,5727800,40609000,7431700,9497600,5462100,24739000,9710600,12020000,9804600
O15484,1402100,1545800,1236800,271130,1673700,1435700,1447500,1877300,1597000,1425200,1427500,1964200,2808900,2201300,1391800,3556300
O15498,2530500,9037000,1717100,7348000,2926000,2884700,2394400,1817000,2511600,2938100,2907600,3830100,3525900,3073900,2748800,2630900
O15511,1936700,4232500,1906900,2984600,2994200,4191200,1265600,3193800,5552400,3642500,3313900,3299700,5410300,3398400,4034500,2880400
O15523,374920,1183100,0,0,112640,206070,110390,0,137560,46120,61572,0,0,95178,117840,0
O15530,2209300,1818500,1368900,933020,2208300,1611200,1981400,2274300,1120400,2805300,1164000,2866800,1683600,4499300,2486500,3345900
O15540,18986000,16364000,15320000,12606000,14294000,19674000,6879900,24658000,36272000,32162000,25399000,21338000,42552000,43760000,20670000,22192000
O43143,2197200,3390400,1589200,1433700,2819700,2988800,2466600,1959000,2733500,1958900,2556800,1882500,4901800,2393700,2712800,2170100
O43149,540490,384660,141700,166830,234610,293910,117470,260800,952920,751720,876060,512190,257630,1190900,145340,59874
O43150,100950,49716,64957,82086,104490,20776000,120240,12278000,143800,6648400,90654,10653000,145180,11568000,99975,11265000
O43155,0,654040,0,0,0,0,0,838940,0,449170,0,352420,0,0,0,1085900
O43157,1583600,2110000,2097600,2796900,2072500,8954600,2176000,6704300,2202100,7114600,2847400,1959200,6624500,2588100,2357700,2419200
O43164,52855,135150,0,202960,0,0,0,336270,219980,344980,23504,0,202650,0,155070,264930
O43166,323200,5832500,2152000,5035900,2578900,4520800,1211500,7041200,3345100,8135400,2859600,6972700,5319400,1058600,5070200,1080900
O43169,11763000,21138000,8051300,8888400,11159000,10053000,7470600,17284000,15820000,16644000,10311000,12127000,23041000,20045000,19046000,16323000
O43175,55735000,115660000,62288000,99280000,44506000,172780000,31239000,99792000,57609000,75517000,89928000,96246000,126070000,97901000,92086000,62266000
O43181,24459000,75067000,10108000,37937000,21671000,16248000,3616400,31944000,30833000,30664000,6340100,13865000,28843000,25962000,35247000,29735000
O43236,11279000,34175000,7496300,32959000,8701300,46758000,5111000,14658000,13192000,16485000,16317000,13939000,10519000,12201000,14393000,12862000
O43237,15830000,18170000,16963000,23659000,15065000,24067000,11524000,15031000,16432000,19461000,17987000,16089000,17982000,20630000,22142000,24487000
O43242,12655000,19686000,8542900,14242000,12598000,13034000,7509400,14964000,10191000,18019000,11352000,17307000,15346000,16864000,12465000,20785000
O43264,1265700,597300,1271700,1108800,1744200,1357800,1349300,3155100,1318300,3067800,768150,4504900,1844500,4645800,2616700,226100
O43272,740040,5457000,1312800,1963800,563530,1387400,1920300,3106100,1448300,3846900,2967100,2170000,5398900,4832100,2986800,2556400
O43290,150150,0,153850,147580,104000,380910,270040,37817,46673,332330,28279,64904,72807,82179,137820,121720
O43294,5035300,0,0,98252,356310,90669,319530,73040,412650,82936,133620,260770,383860,224260,552440,0
O43295,4261900,13082000,3084600,6877000,5754700,4751600,3810200,5819600,10077000,8380700,4150000,5926000,6213700,6479800,10242000,8693300
O43301,153780000,390800000,87508000,239560000,143250000,221170000,130050000,202850000,163880000,216190000,166510000,228640000,151740000,196980000,201410000,255190000
O43307,0,0,0,0,0,0,0,807160,0,994270,0,538290,0,652430,0,1221900
O43310,80702,219100,107010,216070,169060,195670,139130,190710,156450,54366,164640,154490,276320,142340,163850,156020
O43324,1741400,3053100,1015200,983630,1609500,2263400,1302100,2383600,2406200,2795500,1969900,2389100,2859900,975750,2201900,2453200
O43325,0,373570,0,0,0,0,0,318390,0,0,0,0,0,0,0,360480
O43390,22054000,39398000,15341000,14325000,19772000,26103000,18922000,19053000,29144000,24626000,26690000,23743000,37543000,28800000,29560000,24360000
O43396,15094000,24704000,9145900,22201000,13987000,24952000,8553300,23156000,19924000,29237000,14365000,22226000,17883000,24867000,19613000,24100000
O43399,11529000,23302000,8512900,17556000,14752000,18157000,8767500,8300800,14514000,20147000,16899000,15165000,24586000,15774000,20474000,10929000
O43402,2295100,764100,0,112960,1975600,2372100,0,3048300,5787500,3742900,1356700,3450900,742210,531790,0,589810
O43414,439850,911330,940730,0,148200,2103700,240270,1733500,0,2335300,187670,1945000,0,2610300,238480,2726700
O43426,77969000,151460000,44103000,112230000,88789000,67708000,51278000,104060000,96253000,170380000,70779000,169300000,74181000,142000000,105480000,129190000
O43427,1577300,4118000,611330,1395900,1134000,489080,802070,853700,1380100,631470,1050400,1326600,789250,1852800,1496100,2208900
O43432,289600,444310,150700,593370,250500,650160,497780,346650,292810,187830,59119,477780,288460,307900,496400,202340
O43447,565400,1163800,456030,127570,527170,546360,654420,437030,698230,641930,668460,609010,966850,993210,874460,1017600
O43464,2320600,2124600,1630900,686490,1814100,1448300,2435200,1843600,2063700,1271300,2107300,1679500,2943600,2560500,3213800,3329600
O43488,17412000,37895000,16163000,31294000,30080000,28311000,16632000,25350000,16295000,27112000,26069000,25679000,44682000,18260000,34189000,23287000
O43491,33217000,48006000,32396000,49684000,22493000,72500000,24494000,35826000,36792000,39393000,43210000,38130000,61191000,46407000,50302000,50792000
O43493,324240,130530,194080,308690,364060,166490,312650,334470,106030,125520,171830,155130,220330,254450,281390,188990
O43504,2525900,2107100,1760100,785450,3805600,4536900,2427600,2074600,2820800,2940600,4199600,2600600,5526900,2031400,3405400,1320100
O43505,838250,2791000,1207400,989610,1316800,1296300,749380,2149200,463370,2549000,914940,979140,1625100,1673500,894610,1525000
O43526,669910,0,116700,0,610930,0,437580,250720,130950,391830,118490,247500,266500,310530,464040,319640
O43567,354310,0,380760,327690,335150,1160700,243140,256440,0,0,506470,334010,0,0,0,447260
O43572,0,404370,0,0,142660,0,73916,241740,122880,0,9866.5,0,0,215580,202240,564110
O43581,11804000,15298000,4948500,11771000,15698000,14103000,9337000,21217000,20667000,23496000,10324000,23344000,12499000,21620000,16400000,23311000
