proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58
,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Control
Q96DI7,-0.7404196,-0.635888,-0.649475,-0.6793524,-0.7916605,-0.3038322,-0.7276526,-0.6733448,-0.7981636,-0.3523766,-0.7660865,-0.5291085,-0.6949669,-0.7783161,-0.7661281,-0.6789027,-0.7078904,-0.6411591,-0.7228955,-0.6428714,-0.6956995,-0.4694174,-0.762051,-0.5641229,-0.5892028,-0.629475,-0.8837613,-0.6839782,-0.6394363,-0.5931134,-0.5619258,-0.6212458,-0.7211848,-0.7053189,-0.7688292,-0.4657758,-0.5787602,-0.7338012,-0.7961919,-0.5409643,-0.6437944,-0.4887803,-0.7718929,-0.826813,-0.7142556,-0.6668992,-0.5221905,-0.6081778,-0.6682133,-0.4474477,-0.6272671,-0.5812488,-0.6299664,-0.3860003,-0.4194976,-0.6388721,-0.5343576,-0.8434993
Q96DM3,-0.8071969,-0.404108,-0.4034422,1.3896058,-0.8854279,-0.6945347,-0.4464859,-0.447733,-0.4300192,-0.6419409,-0.7445117,-0.6470654,-0.418405,-0.9222136,-0.699774,-0.4120945,-0.3976838,-0.4930572,-0.3211179,-0.4477791,-0.4063321,-0.5667115,-0.8013311,-0.6152739,-0.680447,-0.8220261,-0.3957035,-0.5069655,-0.5752033,-0.8252384,-0.5233978,-0.4338865,-0.8614597,-0.5288242,-0.9622224,-0.8397016,-0.3840262,-0.3648042,-0.7328278,-0.8179674,-0.595039,-0.4328886,-0.3106418,-0.7180406,-0.3785008,-0.4679784,-0.5926605,-0.8627786,-0.6717225,-0.5643642,-0.3809675,-0.7412312,-0.8414538,-0.4293346,1.2397797,-0.918586,-0.5143736,-0.4908623
Q96DV4,-0.70241915,-0.581593,-0.68382326,-0.34984241,-0.67283963,-0.61200513,-0.61242655,-0.38849717,-0.68865091,-0.25714229,-0.02657961,0.06760899,-0.70316918,-0.58951492,-0.23551227,-0.79129177,-0.52368696,-0.1441235,-0.64839201,-0.84949331,-0.77336833,-0.95357719,0.11389442,0.25077107,-0.76390042,0.43809461,-0.80777322,0.35454442,-0.87971721,0.17548252,-0.78288166,0.20071509,-0.85646782,-0.76056601,-0.80676173,-0.26230002,0.40023253,-0.90841838,-0.71041853,0.11301425,-0.51366311,-0.98160027,-0.61374845,-0.69844197,-0.44911111,-0.3786341,-0.28270611,-0.37045985,-0.59384944,-0.60797236,-0.69746427,-0.60373294,-0.64413128,0.29222105,-0.68562246,-0.62325433,-0.38511872,-0.64626514
Q96DZ1,-0.33306698,-0.38599417,-0.09964226,-0.49960119,-0.55664203,-0.0702999,-0.37653092,0.23170223,-0.25485474,-0.20210041,0.06660697,-0.11735675,-0.30734631,-0.20473753,0.05919232,-0.01363652,-0.05026262,-0.33985394,-0.19975604,-0.28766992,-0.20132158,-0.218317,-0.243739,-0.08654806,-0.33731697,-0.74705048,-0.29166298,-0.19011289,-0.29950747,-0.27161148,-0.32634053,-0.21137646,-0.22093968,-0.22682908,-0.25529647,-0.31578385,0.03400605,-0.44913038,-0.10026124,-0.24943981,-0.15640619,-0.18797146,-0.3754712,-0.28145957,-0.39838616,-0.06690646,-0.01334649,-0.2574072,-0.74765333,-0.11849328,0.03170309,-1.07745271,-0.37616681,-0.06416856,-0.26396618,-0.01840782,-0.52378824,-0.01254378
Q96E17,1.3731022,1.4836439,1.3598483,1.3067441,1.2677233,1.252345,1.5798031,1.7276963,1.4807632,0.6866275,1.4645923,1.4524017,1.2723577,1.3609998,1.6380328,1.473967,1.4814519,1.5750661,1.3579401,1.4702404,0.3165271,1.1317423,1.3279055,1.4645294,1.3282704,1.4923585,1.4889807,1.6157399,1.4147357,1.3592309,1.2009638,1.3626361,1.3368009,1.3854269,1.40269,-0.8682098,1.7671942,1.2761408,1.4979462,1.179353,1.4167197,1.3856293,1.4953325,1.2718582,1.470745,1.4281694,1.4634253,1.4562079,1.4484551,1.4775171,1.3541994,1.7617341,1.3569526,1.4276735,1.4964864,1.3372424,1.4877183,1.4913168
Q96EC8,-0.7089695,-0.6324973,-0.6922037,-0.9318816,-0.7837665,-0.783729,-0.5871241,-0.6311978,-0.7435535,-0.8922981,-0.8289472,-0.5018903,-0.9240114,-0.7546328,-0.5013538,-0.7565766,-0.8036268,-0.6814553,-0.8250633,-0.6487649,-0.7791593,-0.9494563,-0.8075773,-0.7088772,-0.746431,-0.8232272,-0.7084322,-0.6062134,-0.7484491,-0.8108184,-0.7693833,-0.80281,-0.8201276,-0.8756957,-0.7926122,-0.728217,-0.6046489,-0.715396,-0.6314445,-0.8249812,-0.8898765,-0.7332264,-0.7553062,-0.8528444,-0.8978993,-0.8136586,-0.8213811,-0.6753125,-0.7413514,-0.7799341,-0.7781556,-0.5293104,-0.7924467,-0.80096,-0.5971069,-0.8102737,-0.7204521,-0.7305328
Q96EK7,-0.09401587,-0.39255143,-0.59014397,0.68618788,-0.63462413,-0.65788012,-0.97967569,-0.83657346,-0.75704032,-0.68001387,-0.78022626,-0.37836359,-1.26753793,-0.62969205,-0.62878229,-0.58770572,-0.52011003,-0.68905424,-0.55792683,-0.51525624,-0.72999761,-1.27920121,-1.24745553,-0.57049933,-0.69982401,-1.00242586,-0.70677879,-0.60113225,-0.57542112,-0.53691675,-0.6168378,-0.65433729,-0.63084375,-0.65256593,-0.24308898,-0.63783793,-0.46142878,-0.67923125,-0.51049842,-0.484841,-0.35173377,-0.51855698,-0.29367248,-0.66350024,-0.9584553,-0.43501098,-0.20478783,-0.37560882,-0.6790762,-0.36339925,-0.39096958,-0.55438817,-0.47225205,-0.81707808,-0.83413677,-0.29650145,-0.49734059,-0.60164405
Q96EM0,-0.958664197,-0.122176921,-0.547064304,0.131134262,-0.185758369,-0.341825452,0.052010229,-0.111603221,-0.848006084,0.805588263,1.289725673,-0.068810264,-0.521594364,-0.50855856,-1.141428485,-0.339649741,-0.464618002,0.93339488,-0.730331452,0.003104206,-0.755483459,-0.226245314,0.029659052,0.885440908,-0.092208865,-1.23666982,-0.616221163,-0.64422908,-0.584744571,-0.578653073,-0.202303097,-0.21946464,-0.14826758,-0.209970917,-0.446174208,1.301029996,-0.91156176,-0.790154784,-1.023390888,-0.114495438,-0.379303667,0.199636193,-0.406805976,-0.161887946,-0.2412654,-0.244765831,-0.448178865,-0.932958514,-1.064496166,-0.477418409,-0.82613892,-0.249970463,-0.120976989,-1.244415249,-1.42576465,-0.34225018,-0.059705447,-1.285922594
Q96EQ0,-0.198413327,-0.546284355,-0.243835706,1.389605846,-0.090207432,0.10897085,-0.303891299,-0.506357939,-0.091619808,-0.111632985,-0.112836687,-0.120518133,-0.18551089,-0.054792282,-0.35298649,-0.247821746,-0.268832388,-0.292745981,-0.273799102,-0.10699602,-0.268455319,0.010745635,-0.235025811,-0.566671673,-0.247922218,-0.472344341,-0.191639302,-0.485780615,-0.110726323,-0.173269797,-0.189276746,-0.266063212,-0.160872915,-0.126969813,-0.196652546,0.333471711,-0.635871877,-0.543388526,-0.879316844,0.030464145,-0.088924277,-0.261261237,-0.192200194,-0.102455468,-0.022583566,-0.294778684,-0.408761274,-0.562313265,-0.182130065,-0.33503449,-0.008428479,-0.341384594,-0.177144876,-2.008439867,-1.492781251,0.030862124,-0.266240103,-0.176023903
Q96ER9,3.58E-01,-2.05E-01,-2.73E-01,-5.66E-01,-4.57E-02,-2.43E-01,-3.85E-01,-4.47E-01,-3.01E-02,-4.27E-01,-2.12E-01,-6.58E-01,-1.85E-01,-1.76E-01,-1.23E+00,-2.07E-01,-1.17E-01,-3.40E-01,-1.80E-01,-4.72E-03,-9.37E-02,-2.27E-01,-2.15E-01,-2.02E-02,-2.07E-01,-5.84E-02,-9.03E-02,-1.60E-01,-7.43E-02,-3.97E-01,-2.11E-01,-2.29E-01,-2.42E-01,-5.97E-02,-7.58E-02,1.34E-01,-3.73E-01,-1.39E-01,-2.17E-01,-3.69E-01,-1.48E-01,-3.27E-02,-2.50E-01,-2.36E-01,-1.49E-01,-2.52E-01,-2.50E-01,-8.74E-02,2.88E-01,-1.96E-01,8.13E-01,-2.87E-01,6.07E-01,2.97E-10,-2.05E-01,-1.86E-01,-1.61E-01,3.38E-01
Q96EY1,0.192488173,0.166580781,-0.147852006,-0.533411987,0.439999535,0.288364744,0.453522913,0.407767678,0.279035363,0.077905258,0.421216405,0.527413858,0.238801549,0.398089469,0.565190622,0.393607355,0.270883294,0.384063439,0.226129154,0.240935755,0.070949126,0.316922469,0.101506135,0.445096752,0.225678102,0.479429312,0.317461696,0.376028061,0.281326905,0.182337925,0.197924358,0.32066939,0.009135341,0.184142229,0.210328597,0.021102945,0.419073683,-0.030193255,0.22174235,0.258915211,0.282450124,0.192502769,0.291499467,0.346436854,0.407793811,0.390424779,0.271803835,0.485792324,-0.115758908,0.335888303,0.096427171,0.532743338,0.272058154,0.483808556,0.523620958,0.295271827,0.363167503,0.176345657
Q96EY8,-0.25933867,-0.02038261,-0.26177381,-0.4646779,-0.87091019,-0.19714763,0.118993,-0.17285525,-0.16772164,-0.63468256,-0.0322337,-0.55402836,-0.18493991,-0.16773015,-1.17544572,-0.07032471,-0.15487181,-0.20723944,-0.21785074,-0.21399851,-0.18801801,-0.65151873,-0.24366784,-0.14136534,-0.27046681,-0.22293629,-0.2086822,-0.11731735,-0.12571812,-0.16737435,-0.16092732,-0.09593899,-0.39341991,-0.48627971,-0.32612502,-1.07390479,-0.27681015,-0.28151977,-0.1125287,-0.30237402,-0.24226745,-0.44678516,-0.08068776,-0.3465047,-0.13898978,-0.44012428,-0.33939635,-0.26824094,-0.25879054,-0.4111225,-0.55306872,-0.24963219,-0.08310763,-0.30497271,-0.15840514,-0.25739054,-0.14415235,-0.18308539
Q96F07,0.98840928,1.08775196,1.07920142,-0.09927308,0.98356191,0.94785019,1.03810284,1.22148418,1.0607603,0.6328425,1.0005436,1.0980499,0.97677401,1.06860548,0.70367394,1.27238265,1.10615674,1.08473726,1.12550966,1.05203142,1.0815856,0.98927855,1.06558545,0.56490352,1.00051719,0.83424529,1.02426871,1.13654828,0.99223749,0.98035382,0.83313397,1.0822809,0.96876635,1.02699023,1.00293766,0.65474016,1.20417225,0.7646581,1.14571776,0.95648005,0.98797678,1.0383979,1.10930117,0.93197366,0.97543908,1.0871871,1.09278825,1.04382073,1.11763755,1.01719687,0.93664314,1.03032212,1.00937628,0.83398836,0.40678105,1.01642138,1.13013304,1.05235337
Q96F10,-1.011693,-0.3934557,-0.6235916,1.3896058,-0.4632192,-1.0429593,-1.0469399,-0.7759492,-0.4773303,-0.6784033,-0.6385053,-0.6884033,-0.9607813,-0.659115,-0.6714943,-1.0380339,-0.8448468,-0.7736423,-0.7614911,-0.825531,-1.0602071,-0.6159979,-0.9051312,-0.6666635,-0.9258739,-0.7786404,-0.5463155,-0.7663484,-0.9988239,-0.8852673,-0.6587283,-0.8787275,-0.9245482,-0.8610979,-0.8903688,-0.8235873,-1.1956009,-0.6293085,-0.5747995,-0.8432201,-0.9182542,-0.7040538,-0.7209741,-0.8715815,-0.7525727,-0.8926146,-0.7727932,-0.848484,-0.7529714,-0.7991695,-0.7815206,-0.9862007,-0.8142756,-0.6180891,-0.5858489,-0.8278171,-0.9288143,-0.5629308
Q96F85,0.4193264,0.3115435,0.4495666,0.156654,0.4739573,0.4384093,0.7445177,0.7572616,0.4909612,0.3165267,0.6182662,0.7042773,0.536147,0.4755597,0.7695398,0.6701101,0.3921623,0.685596,0.5214068,0.5139165,0.5000287,0.4746779,0.5429006,0.7128996,0.5175877,0.5389744,0.4922515,0.5496866,0.5096276,0.5038593,0.4976782,0.4929865,0.47928,0.4904846,0.4512215,0.1392451,0.7064187,0.2650691,0.5994475,0.3636112,0.3996621,0.365617,0.3537283,0.4987371,0.4530162,0.3897207,0.4837717,0.4980103,0.5130064,0.4926921,0.5878248,0.6782726,0.432967,0.4717952,0.6179004,0.6807145,0.4908545,0.535453
Q96FE5,0.32880169,0.13262144,0.36545042,-0.49490195,0.80351192,0.75645668,0.88123676,0.84772327,0.54706184,0.50842129,0.8669724,0.78800625,0.4159353,0.78695392,0.88530107,0.88213093,0.76729167,0.68823172,0.37035629,0.46886121,0.41217968,0.81246963,0.74105238,0.78141028,0.46030996,0.93562501,0.47298008,0.83628195,0.49944752,0.70753021,0.47953521,0.52006132,0.40620544,0.38085823,0.41297788,-0.08962203,0.37986983,0.25617122,0.64915214,0.63271486,0.28539416,0.27536086,0.310351,0.43776049,0.18365285,0.18104721,0.25860671,0.16135403,0.18771352,0.68265775,0.4823573,0.71199949,0.21734986,0.63487378,-0.84828734,0.58271653,0.02533684,0.57439536
Q96FN4,-0.542803801,0.00776934,0.328394948,0.546657757,-0.377752438,0.020346104,-0.2516074,0.197775727,-0.792748403,0.064451157,0.06445531,-0.243628332,-0.160215171,-0.385039152,0.200195689,-0.057261027,-0.197454986,0.119846016,-0.27405672,-0.264073289,0.270692956,-0.228975069,-0.353914944,0.010245078,-0.418467201,-0.387973605,-0.261539466,-0.017138405,-0.681357856,-0.294039906,-0.205371889,0.017470153,-0.231430155,-0.431561468,-0.261959775,-0.214465928,0.102101868,-0.174738588,0.023656762,0.071954449,-0.223262543,-0.001869173,-0.199340639,0.124938737,-0.388347837,0.137766479,0.286883691,-0.504011632,-0.303847699,-0.126787534,-0.310585843,-0.693520402,-0.714336538,-0.375208341,-0.047690273,-0.177034583,-0.169184622,-0.251632382
Q96FV2,-5.98E-01,3.92E-01,2.53E-01,4.05E-02,-1.21E-01,1.96E-01,2.45E-01,2.55E-01,-1.90E-01,3.21E-01,-6.53E-01,-5.02E-01,-3.79E-01,1.56E-01,9.18E-02,-5.05E-02,1.09E-01,2.08E-01,-8.69E-03,4.95E-02,2.62E-01,2.77E-01,2.00E-01,4.37E-01,5.75E-02,2.58E-01,1.76E-01,9.39E-02,-5.15E-01,-9.71E-02,-2.27E-01,8.14E-02,1.24E-01,-4.40E-01,-1.77E-02,4.68E-01,1.48E-02,1.94E-01,2.06E-01,2.20E-01,2.97E-10,3.54E-01,2.97E-10,4.72E-01,1.45E-01,3.84E-01,-2.96E-01,4.58E-01,8.73E-02,3.34E-01,-8.05E-03,-9.51E-01,4.32E-02,2.20E-01,3.66E-02,2.90E-01,2.00E-01,-1.23E-01
Q96FW1,1.2337061,0.7944792,1.2443354,0.6636974,1.1488867,1.0731269,1.2418507,1.2547617,1.1263829,1.0464916,1.2025143,1.2065163,1.1990851,1.1603034,1.0743349,1.1690687,1.03972,1.246762,1.2594545,1.118085,1.1646534,1.1305651,1.0739642,1.3050393,1.1794397,0.9853336,1.0784653,1.1644806,1.0854664,1.0263955,1.1544401,1.0144801,1.1779747,1.2440013,1.1381643,0.6920479,1.3396121,0.9377,1.1342636,1.0852347,1.1192431,1.1182552,1.1719158,1.1407087,1.0775369,1.2274685,1.0385719,1.0923664,1.23808,1.0947094,1.1553669,1.1167549,1.02058,1.1409945,1.1231413,1.169714,1.103241,1.2024721
Q96FZ7,0.399856236,0.132708076,0.481657113,-0.258410246,0.275790098,0.498530173,0.246218094,0.518723547,0.476729233,0.656853525,0.030353646,0.541221958,0.496425774,0.456450056,-0.181528701,0.404178281,0.329303969,0.182716336,0.43674339,0.629045544,0.427443822,0.656547475,0.352553794,0.641130138,0.453289578,0.518902557,0.473411055,0.389942179,0.246222909,0.437603622,0.372986727,0.313759824,0.443166595,0.30481131,0.474296272,0.612927802,0.286923885,0.6520208,0.483216886,0.453309374,0.431049333,0.73520148,0.383097193,0.44798676,0.147701847,0.449961759,0.285169856,0.437943482,0.358880915,0.300842342,0.470160474,0.243257818,0.40685365,0.230044978,0.594331571,0.000716089,0.396953723,0.628652128
Q96G03,0.36023033,0.49513841,0.46805599,-0.49654291,0.17490111,0.21235961,0.19226263,0.30068657,0.810566,0.48959353,0.31464584,-0.3711735,0.55141009,0.3089585,0.48687069,0.07843383,0.19028079,0.48044113,0.42043013,0.35137331,0.9697524,0.40482783,0.15493579,0.17679227,0.58525597,-0.12178109,0.39129591,0.26914239,0.7609042,-0.01570596,0.56265333,0.21318415,0.7572127,0.98743829,0.86930782,0.93030536,0.35125061,1.23815935,0.17614017,-0.01116176,0.17712298,0.52951881,0.5669712,-0.02142738,-0.14318599,-0.01140203,0.53277519,0.5223391,0.75861059,0.32835655,1.0496161,-0.42445443,0.57517992,0.31418213,0.26329069,0.18999206,0.53196157,0.94467927
Q96G61,-0.6738083,-0.7214527,-0.4955264,1.3896058,-0.6862774,-0.6593685,-0.5769427,-0.6590466,-0.8120469,-0.6845102,-0.68555,-0.3390656,-0.627203,-0.576448,-0.5153686,-0.5901967,-0.7976249,-0.6307502,-0.7338314,-0.6473849,-0.8165438,-0.5999663,-0.8972208,-0.5992709,-0.6975806,-0.6460445,-0.7178508,-0.7559083,-0.7016085,-0.7773315,-0.5978529,-0.5731788,-0.7369366,-0.639715,-0.643806,-0.5554265,-0.5902952,-0.8115962,-0.6952578,-0.7321668,-0.5262843,-0.683578,-0.8955294,-0.6463436,-1.0156866,-0.6040525,-0.5955541,-0.7232651,-0.7234907,-0.7555304,-0.8132091,-0.5807226,-0.7334792,-0.8108777,-0.6253332,-0.7816318,-0.6629811,-0.8764218
Q96G97,0.7289247,0.3973595,0.7995781,0.8982621,0.664643,0.7149119,0.6753312,0.8855837,0.5952475,0.4385259,0.7344237,0.3725345,0.6896624,0.5436215,0.6591248,0.7237821,0.6560589,0.5779973,0.8171025,0.858944,0.582058,0.6038174,0.710601,0.582178,0.7599274,0.5138434,0.7870708,0.7347557,0.5829424,0.7204744,0.6909338,0.3769805,0.7159499,0.8147312,0.5245411,0.2665258,0.5600865,0.2840409,-0.1747772,0.5822592,0.746425,0.629363,0.7381074,0.5643142,0.6768872,0.7940681,0.7446818,0.4257024,0.5353817,0.6506653,0.7795113,0.6925217,0.6868178,0.6584226,0.6720759,0.7776688,0.4675536,0.5822606
Q96GC9,-0.61860253,-0.77260526,-0.26418397,-0.35643404,-0.6477518,-0.49720286,-0.36484966,-0.4545882,-0.46717859,-0.54376434,-0.51952679,-0.51633631,-0.25943405,-0.51109401,-0.40813671,-0.54873136,-0.5311691,-0.54416122,-0.50668963,-0.23732979,-0.37668035,-0.57814869,-0.50139029,-0.3644242,-0.65720365,-0.49352625,-0.25878202,-0.54629852,-0.33040064,-0.68691707,-0.5387931,-0.57114422,-0.274181,-0.25440813,-0.59296084,-0.07447692,-0.45335837,-0.15746576,-0.49248214,-0.55147776,-0.64737557,-0.68975091,-0.51266402,-0.70330733,-0.69841295,-0.56102261,-0.49353512,-0.42332002,-0.56465144,-0.53200975,-0.43262921,-0.41856471,-0.58098593,-0.39937266,-0.43284898,-0.57921487,-0.58946992,-0.52381781
Q96GD0,1.477941,1.487883,1.49998,1.051292,1.514601,1.4638,1.66784,1.603313,1.48253,1.296482,1.508768,1.617767,1.526307,1.610618,1.640816,1.627444,1.435038,1.549979,1.535985,1.470965,1.294269,1.507139,1.479093,1.507249,1.520171,1.502135,1.460114,1.482299,1.44691,1.51172,1.443446,1.427919,1.490555,1.48527,1.437981,1.071023,1.620869,1.156116,1.45414,1.478956,1.518019,1.351049,1.444243,1.567361,1.386318,1.459607,1.371994,1.552089,1.466675,1.495594,1.454256,1.521534,1.422151,1.465037,1.362502,1.522653,1.353083,1.510706
Q96GK7,0.100336222,0.136646174,0.062907986,-0.096095935,0.101548995,-0.002437018,0.22000068,-0.112188177,-0.011716038,0.045778955,-0.085143118,0.071051392,-0.00393139,0.124325028,0.283516026,0.05760902,-0.125840956,0.028538127,0.005966801,0.047489584,-0.073946007,-0.036153441,-0.143007491,0.151117623,-0.02721361,-0.026251344,0.018167773,0.020989878,-0.05890029,-0.005766005,0.069145754,0.124132219,-0.099197522,0.057418165,0.015199887,-0.149746434,0.061542797,-0.026394026,0.024403032,-0.102547159,-0.084977242,-0.074534176,0.001992021,-0.028929424,-0.024207157,-0.106819465,-0.098209792,0.058747487,0.037967897,-0.19467392,-0.022918699,0.28718362,-0.16387291,-0.058241613,0.147961924,0.048248096,0.058184833,0.0083468
Q96GM1,-0.666387687,0.003357863,-0.271209367,-0.193752127,-0.269418933,-0.287542886,-0.307666673,0.404554583,-0.464620206,-0.36379958,-0.306739847,-0.158074504,-0.384565415,-0.215572162,0.127908374,0.213210378,0.150977268,0.084302036,-0.151996833,-0.31874182,-0.081959416,-0.30560904,-0.037167668,-0.448356494,-0.679122141,-0.553922547,-0.538528611,0.052461594,-0.446290115,-0.47439906,-0.759313632,-0.056242595,-0.524867337,-0.409689905,-0.616367371,-0.717945155,0.216608672,-0.507793181,-0.070083954,-0.32959761,-0.399191907,-0.365250665,0.055692516,-0.485119729,-0.392719904,0.052282372,-0.022873183,-0.216507046,0.001619968,0.077946976,-0.73869752,-0.269328493,-0.421633134,-0.324541403,-0.611763419,-0.434768025,0.006437732,-0.197586032
Q96GQ5,0.138071147,-0.077127522,0.396784443,0.021479837,0.005155566,-0.228703954,0.057406466,0.565601759,0.280961557,-0.093034834,0.260865646,-0.715968628,0.274967161,-0.011949267,-0.18175058,-0.226352674,-0.021585508,0.176870301,0.326130955,0.36955447,0.203884576,-0.251668978,0.439358531,0.030791673,0.238019989,0.398109023,0.261611136,0.364548529,0.224940238,-0.024185443,0.230181854,0.261833034,0.336565393,0.296066433,0.231480279,0.093447197,-0.279715052,0.26828915,0.207446684,0.000953878,-0.297225982,0.132252649,0.16672316,0.280873937,0.264007616,0.270763223,-0.00173107,-0.372487233,0.096269553,-0.105045308,0.15381372,0.176844714,-0.046740149,0.051235713,0.309005281,-0.272560206,-0.412974779,0.198434011
Q96GR2,-0.230502981,-0.698911207,-0.630360489,-0.103461941,-0.25348767,-0.136446546,0.025057982,-0.358257557,-0.308459868,0.036208871,-0.265232655,-0.239136694,-0.932374039,-0.437122868,0.256971749,-0.221283989,-0.121803962,-0.206156348,-0.314105528,-0.351752052,-0.395581077,-0.639573626,-0.202016478,-0.348030094,-0.271209457,-0.001144033,-0.412798041,0.134319051,-0.199354409,-0.011021685,-0.096537346,-0.163378213,-0.42831928,-0.27258191,-0.342053785,-0.813602543,-0.196733654,-0.735092552,-0.068642186,-0.294530801,0.032243789,0.14311022,-0.132429781,-0.205552203,0.213580369,-0.05230253,-0.106885568,0.074884029,-0.77493332,-0.423339689,-0.7932712,-1.133580108,-0.530252487,-0.07065449,0.117583799,-0.149983313,-0.704663657,0.051263944
Q96GS4,-0.9524743,-0.3267445,-0.5663126,-0.3308848,-0.737862,-0.9089012,-0.8153944,-1.1566104,-0.7094131,-0.8255796,-0.7067019,-0.4305202,-0.9498035,-1.4724925,-0.5815519,-1.0413702,-0.9981144,-0.9841428,-1.0442764,-0.6612532,-0.7519824,-1.0134996,-0.5990308,-0.7671394,-0.573542,-0.4020868,-0.686635,-0.6695933,-0.6405318,-0.6131637,-1.063852,-0.6079059,-1.0357875,-0.648286,-0.7076168,-0.4439368,-0.6472426,-0.5276009,-0.5039813,-0.7119786,-0.578251,-0.6107522,-0.7339726,-0.6449171,-0.5613333,-0.8710777,-0.4883682,-0.7151837,-1.041836,-0.8183576,-0.5694687,-0.5856268,-0.5873113,-0.7569085,-0.4494854,-0.4330739,-0.853122,-0.6126085
Q96GW7,1.9726469,2.202328,1.9358299,0.7761227,2.116574,1.98368,2.0051615,2.1970047,1.8640112,2.2712619,2.1223434,2.1460994,2.0358402,2.1584179,2.3497504,1.904489,1.9335153,2.2666769,1.9090152,1.7344197,1.9627982,2.1376333,2.0058077,2.1175153,2.0010896,2.0388133,1.9341452,1.9290381,1.8395466,2.1110555,1.8686074,2.0589964,2.0017906,1.8867659,1.9912126,1.7905934,2.07287,1.7097374,1.998944,2.1275719,1.9997006,1.8766626,2.161543,2.1946938,1.9077563,2.0815288,1.8543696,2.2843504,1.9395312,2.0686765,1.8857326,2.0999702,1.9019359,2.0704625,2.2582617,2.0229156,2.1124884,1.9248506
Q96GX5,1.6173779,1.5182882,1.5270391,0.7324077,1.5778293,1.4329174,1.3467389,1.30611,1.7678419,1.2955385,1.3113727,1.779595,1.6092249,1.4823157,1.1222314,1.533967,1.4216173,1.3964056,1.5316969,1.7559282,1.3119148,1.5277293,1.2849203,1.0037476,1.5544196,1.4887603,1.6134724,1.4289819,1.6409091,1.4501855,1.6184744,1.3396566,1.5812733,1.618676,1.6993413,0.8518844,1.4984454,1.4783026,1.1082039,1.5855387,1.5647897,1.4361206,1.4205739,1.5084332,1.8114617,1.5534466,1.3977198,1.4037382,1.3821302,1.3608814,1.7253872,1.6024895,1.6343934,1.4392987,1.4100909,1.4137527,1.3865681,1.5153595
Q96GY0,-0.62213401,-0.19761687,-0.03570195,1.38960585,-0.18714678,-0.19660134,-0.74388424,-0.41982603,-0.1066179,-0.32689893,-0.11534274,-0.65770779,-0.0936445,-0.2677816,-0.43407623,-0.20542288,-0.30372207,-0.49585858,-0.13092086,-0.09161116,-0.32021795,-0.2824897,-0.39694639,-0.90241203,-0.11162917,-0.75258798,-0.12937322,-0.59925245,-0.21536543,-0.22916537,-0.2646052,-0.34821077,-0.11385557,-0.11143077,-0.15279309,0.36437818,-0.86202121,-0.29549121,-0.86496282,-0.15558242,-0.07774688,-0.33092614,-0.15970636,-0.14943626,-0.11519151,-0.18493645,-0.29614569,-0.7270203,-0.22438849,-0.38447846,-0.27147418,-0.47580438,-0.16663792,-0.39810584,-0.50815657,0.0303055,-0.37304821,-0.17719287
Q96GZ6,-0.152183229,-0.015927845,-0.129019278,-0.378414005,-0.007675252,-0.045545382,0.098077338,-0.214499632,-0.063909753,-0.225352212,-0.165907875,0.009310912,-0.073760229,0.033674246,0.087040886,-0.185747309,-0.284202373,-0.206053337,-0.170244103,-0.155691425,-0.045922287,-0.06974607,-0.3151288,-0.219709256,-0.219653764,-0.191139666,-0.139139726,-0.175929522,-0.108217379,-0.14925095,-0.302146667,-0.216922644,-0.203023548,-0.206540914,-0.173159548,-0.14290518,-0.058591831,-0.143078559,-0.02124754,-0.191981646,-0.09942186,-0.183411057,-0.181493678,-0.133520773,-0.12504032,-0.135100283,-0.140801804,-0.088802559,-0.146795702,-0.212106798,-0.059999539,-0.094962781,-0.17887058,-0.239590786,0.009585403,-0.110960816,-0.10296566,-0.09994055
Q96H78,-0.9190241,-0.9653947,-1.0023548,-0.7607469,-0.845366,-0.6953697,-0.6847647,-0.8399482,-0.9634191,-0.6736475,-0.6684715,-1.8661327,-1.1802826,-0.705337,-0.8583371,-0.9553129,-0.9690642,-0.8377125,-0.9919783,-1.1086693,-0.928889,-0.7491194,-1.2054238,-1.3110413,-0.9434405,-1.0431177,-0.9931355,-0.9438069,-1.207325,-1.0863012,-1.149654,-1.2145228,-1.1051047,-1.0508915,-1.0935678,-0.8887836,-0.8027952,-0.9209108,-0.925976,-1.060983,-0.9464945,-0.9836644,-1.0406324,-1.1331641,-0.9860173,-1.1144691,-1.2167997,-1.1495439,-1.0751483,-0.9423247,-0.9321567,-1.2597935,-0.8471208,-0.9858954,-0.9109883,-1.0830713,-1.0425402,-0.8594482
