proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58
,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Disease,Disease,Disease,Disease,Disease,Disease,Disease,Control,Control,Control,Control,Control,Control,Control
A0A075B6K5,-1.075599771,-0.272284082,-0.308656019,-0.46898561,-0.65744213,-0.129565938,-0.1594068,-0.23173654,-0.210293779,-0.031910796,-0.74212784,0.391491254,-0.389671204,0.557787364,-0.064376213,-0.443225533,-0.037639641,-0.62075382,-1.044708732,-0.260248616,-0.727814547,-0.763283267,-0.046135104,-0.115939594,-0.602012435,-0.509239128,-0.5797367,-0.371911693,-0.23702494,-0.302847805,0.12906876,-0.322533938,-0.230387667,-0.925579057,-0.989581613,-0.481043198,-0.691577998,0.528232847,-0.510557847,-0.423007963,-0.785980803,0.140333843,-0.619790409,-0.711970378,-0.253695308,-0.099617324,-0.63874593,-0.522031025,-0.389391749,-0.334156171,-0.071968096,-0.745000404,-0.369343874,-0.423554387,-0.534576682,-0.001249348,-0.04916417,-0.530215278
A0FGR8,0.22923973,0.2904766,0.20165159,-0.30531379,0.62414996,0.47633678,0.75932464,0.40057274,0.28818533,0.53670088,0.53897862,0.62704995,0.22984104,0.53749428,0.69564327,0.35235164,-0.10133757,0.19405453,0.26307781,0.28056208,-0.024133,0.53772574,0.07205379,0.63491891,0.37468419,0.56100381,0.24604961,0.16737688,0.26875768,0.49478874,0.26719626,0.0570155,0.22139897,0.21741048,0.27966392,0.1380115,0.53339259,0.41563817,0.15580256,0.42700012,0.50340669,0.08396551,0.24190844,0.54123898,0.37345773,0.19334196,-0.03211173,0.64494947,0.32582192,0.06931675,0.439307,0.71112488,0.60104943,0.59362499,0.65120169,0.46991716,0.43913263,0.17216668
A1L0T0,-0.37528591,0.1030129,-0.24966143,0.03457968,0.21160807,0.19256018,0.53648795,0.23394234,-0.12886618,0.26007629,0.36119032,-0.55907737,-0.09401187,0.25105929,0.36886497,0.18233181,0.18823301,0.19336733,-0.15908838,-0.22277351,-0.0339942,0.17629224,0.34581262,0.22468704,-0.19626667,0.15037832,-0.08276051,0.3227446,-0.34391181,0.22964031,-0.0551962,0.41472069,-0.19832247,-0.27391128,-0.03917089,0.0821801,0.09409473,0.15005841,-0.2499855,0.32147377,-0.22345395,0.1073306,0.17966903,0.33803972,0.25372967,0.09647071,0.12422678,0.4733744,0.12001898,0.32771746,-0.01378057,0.61793172,0.39826347,0.32023883,0.2381642,-0.19003584,-0.63506439,-0.17618108
A1L188,-0.8570127,-0.733231,-0.7789687,1.3896058,-0.8012061,-0.8528032,-0.9183511,-0.320756,-0.9283394,-0.8702788,-0.854237,-0.7118066,-0.9356712,-0.8289139,-0.6807162,-0.6377324,-0.6417301,-0.771371,-1.2198949,-0.9433882,-0.8607152,-0.8316404,-0.4448283,-0.767492,-1.0885261,-1.0191695,-0.976386,-0.8431021,-1.0180848,-0.53579,-0.9758124,-0.6778054,-1.0298984,-1.0073846,-1.1347258,-0.934389,-1.6613912,-1.3142783,-1.6653955,-0.5196722,-0.879341,-0.9492723,-0.9486014,-1.1863066,-0.8670331,-0.9393465,-0.8398228,-0.9246573,-0.8594973,-0.8046945,-0.7415066,-0.9470016,-1.1573037,-0.6946394,-0.4551312,-0.8818495,-1.0299661,-0.9089693
A2RRP1,0.021399923,-0.25435315,0.430105093,-0.668875142,0.334724492,-0.092529427,0.003819789,0.074575241,0.3884965,0.038557028,0.157565282,-0.6771661,0.420413685,0.120711548,-0.073154658,0.118626225,0.02140607,-0.038123697,0.521914471,0.446942448,0.304968233,0.480963956,-0.062452009,-0.114433083,0.535314793,-0.095145889,0.311705419,0.074124483,0.319697576,-0.148931747,0.438834913,-0.052482022,0.361544506,0.392845653,0.358341421,0.483675154,-0.120991164,0.172634807,0.091301514,-0.316741184,0.015912156,0.045690966,0.023914286,-0.017706244,-0.114204297,0.043652927,0.08222355,0.080561162,0.271194192,-0.142345379,0.309308674,-0.62014358,-0.101993749,-0.252375039,-0.064870333,0.26275493,0.145482506,0.34625951
A2RTX5,-0.11354308,-0.10740819,-0.51722624,0.66938482,-0.07936051,-0.37453284,-0.432069,-0.50316657,-0.89103841,-0.10672877,-0.48147428,-0.44560957,-0.22739454,-0.14875002,-1.29342406,-0.66783198,-0.27853453,-0.36354533,-0.76975498,-0.83323883,-0.48200562,-0.1401006,-0.28837243,-0.225235,-0.66041693,-0.17557277,-0.85202715,-0.23351807,-0.79314953,-0.49869502,-0.80498752,-0.35126538,-0.60166464,-0.82263017,-0.88384556,-0.83622145,-0.19438097,-0.59098173,-0.56352309,-0.1801879,-0.19307072,-0.39407047,-0.378904,-0.19869266,-0.8050479,-0.55302351,-0.19180649,-0.67959791,-0.57664337,-0.22838072,-0.70599337,-0.34303322,-0.50824729,-0.35631339,-0.20214936,-0.11606272,-0.454742,-0.35660584
A2VCK2,-0.16365295,-0.46954254,-0.63077414,-0.12064194,-0.46602039,-0.40832807,-0.2335987,-0.51755957,-0.48118931,-0.34233765,-0.41575791,-0.33942274,-0.48109689,-0.45773994,-0.24227018,-0.52864566,-0.6219658,-0.44835942,-0.70290396,-0.26333775,-0.60258938,-0.39000768,-0.65016747,-0.3632397,-0.38131758,-0.26012535,-0.64001095,-0.42076703,-0.23934697,-0.44142971,-0.42255005,-0.52824515,-0.35855501,-0.25736603,-0.46185195,-0.80587297,-0.16173082,-0.68775193,-0.45051347,-0.29505043,-0.30327186,-0.44233717,-0.40751623,-0.30784539,-0.53507604,-0.67624654,-0.20944033,-0.06505576,-0.34749148,-0.60808014,-0.77923948,-0.28082921,-0.49324941,-0.3420965,-0.18929637,-0.56416703,-0.43316446,-0.40016108
A3KMH1,-0.63095354,-0.50085654,-0.394804,-1.07446864,-0.70008687,-0.57853022,-0.54912722,-0.21802775,-0.82153802,-0.78847019,-0.60472567,-0.38324011,-0.28683765,-0.28075518,-0.48378899,-0.38492848,-0.28830218,-0.32960381,-0.43283569,-0.39615676,-0.15500751,-0.41843872,-0.34633809,-0.82002754,-0.29678493,-0.18468939,-0.23998968,-0.27696833,-0.22905147,-0.34194074,-0.34381507,-0.3242078,-0.57497527,-0.64296464,-0.59439473,0.35862028,-0.09858237,-0.34722218,-0.42726074,-0.5673212,-0.34328805,-0.66149241,-0.01739944,-0.33091102,0.0231614,-0.19446119,-0.27134351,-0.28095193,-0.64454294,-0.43002127,-0.17894825,-0.23486675,-0.26943478,-0.28898104,-0.78481608,-0.2314388,-0.23688352,-0.60857217
A3KN83,0.35385318,0.59179766,0.42241416,0.61028685,0.7882591,0.47018054,0.38791909,-0.68729779,0.33391947,1.31030854,0.46360477,-0.20799928,0.42815574,-0.14421195,0.39465855,-0.49529247,0.20181333,0.85084609,0.32813557,0.23342903,0.62844696,0.58112482,0.57210063,0.50127821,0.46293687,0.29318929,0.09873331,0.49169921,0.26784171,-0.05704341,0.2130166,0.82621407,0.44516171,0.1432504,0.21412871,1.31468263,0.61226301,0.73426888,0.8859475,0.23017778,-0.97357369,0.83546497,0.6213044,0.3497383,0.92401023,0.68672774,0.62181004,0.73215459,0.48173011,0.52143767,0.27635011,0.59185552,0.56924063,-0.04313084,0.82920112,0.21692899,0.6735153,0.4688993
A4D126,-0.6973938,-0.6318441,-0.4508944,-0.3767522,-0.671437,-0.5574284,-0.6232695,-0.707541,-0.7967053,-0.5252112,-0.6005613,-0.4830478,-0.3972663,-0.627264,-0.5355445,-0.6415209,-0.5002942,-0.6816653,-0.3873583,-0.460011,-0.556641,-0.6068892,-0.8289226,-0.4144866,-0.4469483,-0.6511333,-0.790247,-0.7101509,-0.40529,-0.7990116,-0.3730552,-0.5300813,-0.4622803,-0.7844245,-0.904273,-0.7255685,-0.2229123,-0.8089669,-0.2711218,-0.9209754,-0.6058799,-0.4755979,-0.2031298,-0.326451,-0.113229,-0.9145346,-0.5448394,-0.4315232,-0.2194191,-0.6159457,-0.3358852,-0.7054847,-0.4488134,-0.5298259,-1.2955414,-0.439927,-0.3291091,-0.5829693
A4D1P6,-0.3821417,-0.2083296,-0.4072182,-0.1118388,-0.7738104,-0.7458581,-0.4814655,-1.0809912,-0.3270554,-0.4649528,-0.6817245,-0.5262627,-0.2558034,-1.1069134,-0.4521939,-0.5920411,-0.7243326,-0.5313946,-0.1783576,-0.220901,-0.4972817,-0.5992275,-0.5980481,-0.579739,-0.1658217,-0.5087686,-0.5111025,-0.3086713,-0.3149186,-0.5622068,-0.3295968,-0.5744095,-0.4105315,-0.2500308,-0.187497,-0.2899459,-0.2742576,-0.3407471,-0.4636222,-0.9319935,-0.7119355,-0.6102256,-0.5715032,-0.4765149,-0.6229402,-0.6905048,-0.7839983,-0.582836,-0.4174807,-0.8114867,-0.2077479,-0.4723512,-0.63925,-0.4274021,-0.7536115,-0.7282081,-0.5405277,-0.6352104
A4D1S5,0.91061381,0.21452825,0.95994811,-0.54196414,0.78579939,0.54446238,0.30110033,0.37929262,1.0282654,0.5588825,0.46845674,1.0257848,0.89727115,0.70398133,0.2086572,0.62601339,0.44192281,0.45529942,0.94505982,1.0325407,0.91384698,0.65273246,0.51890871,0.02480708,0.9259604,0.07328498,0.95739866,0.62034412,0.77548849,0.56367401,0.85209953,0.7372091,0.90518074,0.95103302,0.90750092,0.87797071,0.6073701,0.68744901,0.66319942,0.62003121,0.64548712,0.65098515,0.78134134,0.78212616,0.72377707,0.73071242,0.60316376,0.87078773,0.85366242,0.59934677,1.01215354,0.48813915,0.9369657,0.3688317,0.42793935,0.66031066,0.64319138,0.97936943
A4D2B0,-0.781550207,-0.413481749,-0.404874874,-0.210754317,-0.219067501,-0.415353032,-0.289864005,-0.540758643,-0.779333606,-0.437585352,-0.157965444,-0.20399318,-0.37588292,-0.793117098,-0.198531759,-0.581121196,-0.547273132,-0.619177674,-0.176231865,-0.993605831,-0.538536216,-0.699078566,-0.717622316,-0.597993414,-0.226880284,-0.480321599,-0.258828518,-0.884259698,-0.960806744,0.007435533,-1.112504955,-1.101950863,-0.544323759,-0.86794992,-0.332777087,-0.779105211,-0.624536033,-0.449431498,-0.357732025,-0.733198757,-0.187883752,-0.782650844,-0.086552381,-0.774847257,-0.396437609,-0.741788147,-0.878242298,-0.208223012,-0.356264881,-0.719048324,-0.431993956,-0.667595798,-0.745168372,-0.861243715,-0.400538113,-0.416070986,-0.334821701,-0.491104563
A5PKW4,-0.082580214,-0.657523867,-0.006865173,-0.106211834,0.13058863,0.009937595,0.029883926,0.540241036,0.074651492,0.162841829,-0.00297853,-0.186729945,-0.079988844,0.121451143,-0.096365506,0.592868022,0.390406797,0.557082431,0.193518188,0.198412948,0.014737556,0.115741461,0.027199818,0.127457109,0.068082206,0.265306949,0.161529239,0.383025084,-0.924502503,0.212311069,-0.063356598,0.282750919,-0.197424803,-0.01348402,-0.042620196,-0.581644814,0.243838664,-0.094903736,-0.277486153,0.142367887,0.431734006,-0.091202221,0.642271717,0.248144454,0.279687476,0.689126868,0.313246338,0.425055111,-0.300776835,0.603379099,-0.345882697,-0.026153509,-0.669603749,0.072658652,0.137641817,-0.30247904,0.064684406,0.03365876
A5PLN9,-0.3032978,-0.4563017,-0.400307,1.3896058,-0.6092309,-0.7737175,-0.5451468,-0.440086,-0.6434365,-0.7243048,-0.6581287,-0.2010034,-0.4210561,-0.7905657,-0.5320061,-0.5574021,-0.6228856,-0.5168168,-0.3305871,-0.4077934,-0.5554578,-0.7148652,-0.6703551,-0.7915794,-0.4594165,-0.6346064,-0.3694571,-0.5466812,-0.4099539,-0.6986171,-0.4472203,-0.6976327,-0.4815817,-0.4047686,-0.5006703,-0.3878536,-0.6946011,-0.3757207,-0.8218592,-0.6125597,-0.5969484,-0.6118618,-0.5696554,-0.4829936,-0.6207312,-0.5059771,-0.6970856,-0.8830455,-0.547019,-0.5957275,-0.6790755,-0.4314047,-0.6233661,-0.9444053,-1.031474,-0.5851101,-0.5286639,-0.6171783
A5YKK6,-0.21670827,-0.19540915,-0.07469011,-0.58412548,-0.5776476,-0.60297306,-0.60903962,-0.33847012,-0.52642413,-0.60322062,-0.73616981,-0.49280651,-0.61762175,-0.95916692,-0.28854749,-0.4199033,-0.14123251,-0.70051889,-0.49001206,-0.12178301,-0.53239599,-0.76317139,-0.67725834,-0.55030718,-0.54237339,0.19063377,-0.37391975,-0.72010601,-0.22444676,0.08199609,-0.2145405,-0.29529586,-0.09402793,-0.21961682,-0.36020637,-0.22221541,-0.81112531,0.05053816,-0.43095583,-0.3474077,-0.79795488,-0.22518725,-0.94906935,-0.39082317,-0.41673535,-0.97788394,0.22296012,-0.45531503,0.05007431,0.22844308,-0.27926038,-0.7202739,0.13768921,-0.52409722,-1.23446032,0.06869704,-0.8488463,-0.56318255
A5YM72,0.622870452,0.239168429,0.447901001,0.62920207,0.044110777,0.777266643,0.193484831,-0.017980809,-0.737923778,1.142251883,0.394942701,-0.030950065,0.362985283,-0.011162003,-0.041869267,0.320101917,-0.179431109,0.426397112,0.33859706,-0.087124853,-0.566550193,0.592665553,0.462891944,0.653695556,0.185677318,-0.812458903,-0.408707118,-0.333912076,-0.148794678,-0.093037686,0.697385034,-0.047074832,0.61054779,-0.11118982,0.141810171,0.391002225,-0.987267902,0.180930775,-0.4225279,0.721361581,-0.306504925,0.29919357,-0.000347805,0.27963009,0.013860277,0.423467935,-0.445950372,0.136297028,0.334550728,-0.365860869,0.163975411,-0.035699728,-0.066775013,-0.035311041,0.516496025,0.573601933,0.572779398,0.169783659
A6NCS6,-0.391290892,-0.929595323,-0.574323905,-0.087998865,-0.487607986,-0.633416378,-0.533187827,-0.888374459,-0.534004761,-0.481875997,-0.365858018,-0.801459937,-1.271104674,-0.978264364,-1.381099462,-0.640657043,-0.756182933,-0.476268114,-1.041668315,-0.635597947,-0.448107589,-0.820903717,-0.776438503,-0.651742917,-0.410152485,-1.108618444,-0.611219778,-0.637792503,-0.527569666,-1.280693315,-0.466944913,-0.49840734,-0.493137455,-0.591845505,-0.550818274,-0.793720086,-0.006830955,-0.632178069,-0.74737584,-0.600130176,-0.75970217,-0.397053984,-0.680800018,-0.770436145,-0.631699503,-0.778635538,-0.505438008,-0.678872741,-0.391626521,-0.471975285,-0.493837686,-0.682887627,-0.443613191,-1.150053063,-0.488631893,-0.539407513,0.041810434,-0.368296239
A6NDG6,0.61960379,0.37085098,0.55977666,-0.67208315,0.4742901,0.35030409,0.61715396,0.34378651,0.69273431,0.33205854,0.13957379,0.77172959,0.60409972,0.44560977,0.35050793,0.42900073,0.2450823,0.06333832,0.63351476,0.67215796,-0.32952831,0.50269604,0.37075013,0.42886237,0.60556342,0.58128219,0.65763882,0.35535967,0.56376215,0.16197069,0.6112027,0.21971438,0.65591487,0.58906299,0.68354171,0.33112566,0.5691637,0.25958046,0.38831438,0.64325007,0.46214657,0.20113266,0.39653715,0.56873771,0.52615875,0.28477386,0.54730553,0.62053113,0.70613915,0.25761655,0.64010208,0.90681856,0.40197877,0.60478139,0.75945425,0.65760386,0.65030201,0.354523
A6NDU8,-0.8068821,-0.8590722,-0.7392266,-0.1811761,-0.8422189,-0.7923008,-0.7265847,-0.8615869,-0.7169795,-0.763428,-0.7953364,-0.6859834,-0.732638,-0.8827469,-0.8932336,-0.811931,-0.8681978,-0.8369854,-0.6736657,-0.585104,-0.573796,-0.7735512,-0.9264926,-0.6766255,-0.6701299,-0.7456527,-0.6233644,-0.8536002,-0.6164175,-1.0185743,-0.5262374,-0.8728655,-0.7548619,-0.7518488,-0.7405557,-0.5176392,-0.9093558,-0.6743295,-0.148759,-0.8422999,-0.8561467,-0.8327323,-0.9462604,-0.7719143,-0.8856481,-1.028265,-0.9822204,-0.8448898,-0.860586,-0.7966984,-0.6127298,-0.5984735,-0.8389861,-0.8059205,-0.6816994,-0.813501,-0.8829436,-0.6919899
A6NE02,-0.284984819,0.06338214,-0.308215035,-0.063796075,-0.120003052,-0.408943079,-0.238300162,-0.075363733,-0.056751014,-0.124900212,-0.028732785,-0.534296782,-0.20773599,-0.040653551,0.170198558,0.154273522,0.05581917,0.08153544,-0.261243937,-0.210579262,-0.048059417,-0.222685835,-0.027054462,-0.290325657,-0.412062742,-0.245525491,-0.364831944,-0.124634342,-0.342953927,0.039836223,-0.784126258,-0.067905553,-0.275743606,-0.215085085,-0.193572963,-0.15276969,-0.037006639,-1.274066373,-0.30451063,-0.076220479,-0.191289253,-0.174275554,-0.09150284,-0.07703132,0.008740776,-0.177901489,-0.602788911,-0.174585699,-0.630509741,0.192977449,-0.22537582,-0.414966798,0.005618929,-0.066671283,-0.841767147,-0.005973405,0.150550423,-0.389204255
A6NGB9,-0.645643244,-0.256696877,-0.700020384,0.116997766,-0.055707175,-0.662237382,-1.545662808,0.353547682,-0.946557582,-0.149675887,-0.443533484,0.016663502,-0.731926119,-0.219796579,0.073333776,0.520265547,0.520601148,0.168549177,-0.126664708,-0.583747816,-1.141198955,-0.785375661,0.26317622,-1.078532932,-0.361163148,-0.853972723,-0.680323258,0.319181813,-0.606347769,0.007108045,-0.56866505,0.368963202,-0.492671271,-0.131792566,-0.659843492,-0.56680256,0.616148294,-1.376706017,-0.626293775,-0.276828316,-0.287167987,0.091531807,0.236237522,-0.1910184,-0.737735962,0.211168401,0.119538227,-0.298465212,-0.374443766,-0.09760239,-0.490979018,0.045125151,-0.098351316,0.106982531,-1.279314049,0.124085183,0.426182133,-0.857945443
A6NGN9,0.139951033,-0.606614876,0.165650429,-0.40286567,-0.034161903,-0.759283356,-0.474469297,0.093974183,0.133269912,-0.524709838,0.038038441,-0.338366726,0.117639684,-0.08571943,-0.091054632,-0.036318993,-0.287892403,-0.08688856,0.251436675,0.110485849,0.100767945,-0.086287948,-0.858093762,-0.714446147,0.166078956,-0.333625159,0.002937022,-0.122282492,0.059516875,-0.178723395,-0.028816155,-0.028339909,-0.014716936,0.055978044,0.065580385,-0.5904572,0.035589926,-1.183339644,-0.497243415,-0.186488215,0.070374143,-0.322622511,-0.793481537,-0.068945049,-0.181273738,-0.449001243,-1.251508319,-0.087488114,0.069128313,-0.313753415,-0.191603029,-0.131955986,-0.082501259,-0.325591583,-0.319516744,-0.049574385,-0.213420318,0.125466072
A6NHJ4,-0.16643006,0.33362185,-0.0957716,-0.02704861,-0.77450189,0.39608976,0.21075596,0.48366473,-0.1480707,0.41023042,0.46132756,0.28496742,0.06577377,0.34623711,0.54775793,0.56105595,0.42875409,0.37002278,0.11782706,-0.04902974,0.22017728,0.27186341,-0.04049765,-0.25962756,0.08977171,0.13240553,0.14882864,0.32707673,-0.09953635,0.26020706,0.15975969,0.3251882,-0.14240872,-0.13110272,-0.0748059,0.65362812,0.37101908,0.18947669,0.49056988,-0.47605244,0.42141554,0.59150484,0.49409244,0.50605251,0.53029911,0.56018517,0.48360485,0.50964382,-0.05946451,0.22061187,-0.16227105,0.11866488,-0.60098178,0.18908536,0.36639458,0.38150222,0.31286975,0.12100283
A6NHL2,1.767266,1.864952,1.654184,2.916532,2.041675,2.116843,2.160012,2.041858,1.709933,2.040547,1.991874,2.300846,1.760007,2.119301,1.299995,1.991316,1.704652,1.898099,1.757385,1.747571,1.766648,2.156039,1.918852,2.121608,1.846341,1.810459,1.72388,1.961664,1.537524,2.096241,1.688815,1.651037,1.692174,1.775595,1.720282,1.769862,2.094779,1.684735,1.991068,2.054381,1.891564,1.810861,1.931554,2.197193,1.640871,1.911757,1.670861,2.126457,1.591132,1.843877,1.82393,2.028762,1.802606,1.768211,2.055383,2.077912,2.138807,1.809783
A6NHQ2,-0.41264659,-0.55283637,-0.06110315,-1.26708216,-0.62584598,-0.65524584,-0.45074497,-0.84536218,-0.91741436,-0.56753816,-0.58906813,-0.62202219,-0.21747846,-0.59425758,-0.37711945,-0.63469144,-0.69609726,-0.60865103,-0.2167219,-0.1551099,0.04854168,-0.55617406,-0.71885107,-0.57951955,-0.14670186,-0.57371369,-0.74935042,-0.57287333,-0.16259568,-0.6356507,-0.23834641,-0.61991118,-0.13310887,-0.14573786,-0.16054441,-0.46127401,-0.45278484,-0.32279665,-0.56136172,-0.60313204,-0.65466752,-0.59971856,-0.59729715,-0.56172196,-0.57431152,-0.57951101,-0.94174135,-0.6172196,-0.30112209,-0.78092425,-0.14834657,-0.471405,-0.9318583,-0.53883019,-0.36028474,-0.57160945,-0.44531051,-0.17336054
A6NHX0,-0.3534148,-0.5388854,-0.5957336,-0.9666644,-0.4839867,-0.5516027,-0.4714672,-0.3719312,-0.560969,-0.5584171,-0.5346299,-0.3708076,-0.5427982,-0.5170015,-0.3176209,-0.6156679,-0.6569719,-0.2400522,-0.5533282,-0.5480005,-0.5533894,-0.4933072,-0.4064685,-0.589315,-0.5831672,-0.2842957,-0.5009548,-0.3453519,-0.5194053,-0.2938564,-0.6950391,-0.5866782,-0.5916795,-0.541598,-0.6926595,-0.9054963,-0.2805121,-0.6013974,-0.4292238,-0.406084,-0.3342805,-0.5077065,-0.4740668,-0.4515659,-0.2486566,-0.4716756,-0.4460568,-0.2507752,-0.5447701,-0.4634248,-0.620066,-0.1577396,-0.4438981,-0.3540021,-0.1433925,-0.4774266,-0.5042612,-0.6160267
A6NIH7,-0.51223203,-0.36927481,-0.34583357,-0.04025197,-0.91622566,-0.44343282,-0.46028914,-0.86931622,-0.44965208,-0.84630999,-0.67610771,-0.74432718,-0.622448,-0.51992374,-0.3795624,-0.51834685,-0.49734618,-0.453335,-0.33700131,-0.56042224,-0.29344645,-0.47371874,-0.42331785,-1.07013895,-0.37596618,-0.43911013,-1.00481864,-0.73329143,-0.4350008,-0.45536334,-0.31749623,-0.73771325,-0.48575365,-0.53640978,-0.55039254,0.07662101,-0.18502943,-0.46344057,-0.63285991,-0.59858165,-0.19327675,-0.50012248,-0.33493041,-0.45293809,-0.41830976,-0.39730087,-0.47745166,-0.2051936,-0.95863868,-0.67157738,-0.66275391,-0.42664315,-0.72433714,-0.35842333,-0.69305889,-0.12386505,-0.23861508,-0.59265722
A6NL88,0.092836664,0.427572813,0.354494277,-0.409254234,0.236730236,-0.033141061,0.355366594,0.524870563,0.626687609,-1.382140557,0.188998639,0.260664012,0.400510789,0.459580901,0.228884584,0.642281001,0.272668105,0.669402575,0.423821667,0.717589815,0.34094039,-0.092541589,0.202379063,0.201080195,0.260426131,0.240498256,0.398239728,0.530386042,0.433706364,0.275878756,0.165546746,0.450821118,0.397138576,0.501749113,0.459577174,-0.964440293,0.700711358,-0.041548911,0.221224658,0.308282622,0.426885529,0.455313928,0.471546144,0.148743221,0.348455978,0.604787036,0.226176664,0.235902717,0.509210006,0.507942484,0.258266772,0.486887155,-0.002901819,0.122121682,-0.419061581,0.302368387,0.21516411,0.489676594
A6NLU5,-1.8581808,-0.5880504,-0.68884,-0.1212456,-0.8947602,-0.8506758,-0.6971247,-0.8648875,-0.7541757,-0.6944155,-0.9886641,-1.0724192,-0.9090594,-0.4306663,-0.9537215,-1.1556885,-0.9999425,-0.8590766,-0.7917205,-0.7043966,-1.1672682,-0.861184,-0.9128209,-1.6892324,-0.660321,-1.4586055,-1.0848428,-0.8341273,-0.6696792,-0.7277782,-0.4600081,-0.6827425,-0.7763645,-1.2110243,-0.7046081,-0.6287672,-1.0363476,-1.8457857,-1.8963142,-1.3061529,-1.1255142,-0.393125,-0.9803021,-0.7758348,-1.2560877,-1.3499043,-0.9458112,-0.860734,-0.9687495,-1.452262,-1.1738904,-1.0406385,-1.4242871,-1.074934,-1.0063029,-0.4289919,-1.2339255,-0.6572685
A6NNM3,-0.35010521,0.69155383,0.20381599,-0.11402902,0.26835075,-0.24916443,0.10437803,-0.44251518,0.17331268,0.44384674,0.02471004,-0.36249812,0.14298023,0.05382523,0.09302143,0.31905088,0.18845919,0.20478439,0.17924176,0.12535677,-0.76724547,0.15614014,0.12783442,-0.12837324,0.0921072,-0.05931887,0.12233225,0.25592363,-1.03343839,-0.53578089,-0.03487604,0.28566788,-0.01783455,-1.3917375,-0.10744411,1.33576242,-0.93159097,0.36857293,0.33311575,0.19708255,-0.10567594,-1.2586033,-0.77858256,0.15947162,0.13720813,0.29701829,0.12520859,0.26300573,-1.02424975,0.17540728,-0.19464744,0.04433548,-0.16944181,0.16912375,0.23388835,-0.50235333,0.14924822,-0.80186941
A6XGL0,-0.408308821,-0.401195669,-0.128268293,-0.624102671,-0.768340306,-0.569137405,-0.265924694,0.427293676,-0.416281463,-0.024718216,-0.180873046,-0.60752077,-0.251458963,-0.549350242,0.224230551,0.53619741,0.094864753,0.201522663,0.14445954,-0.159336004,-0.145375589,-0.115071647,0.299266994,-0.697503286,-0.2811955,-0.688875433,-0.163862141,0.794095024,-0.390332782,-0.199137429,-0.832508899,0.215126168,-0.419106395,-0.006954875,-0.715000865,-0.718388714,-0.047834156,-0.431185287,-0.281746372,-0.35191734,-0.621909699,-0.185465311,0.144433231,-0.57532792,-0.089706249,0.414309296,0.117093998,-0.131157156,0.054289948,0.427281995,-0.628124894,0.195674377,-0.399704647,-0.385302746,-0.728990029,-0.19601792,-0.283176458,-0.105878577
A7KAX9,-0.095768129,-0.356957294,-0.193373875,0.734922628,-0.202981255,-0.077030965,-0.190590108,-0.352862376,0.02581078,-0.425287901,-0.204931983,0.035211138,-0.183883909,-0.070374819,-0.496393217,-0.247148847,-0.434785666,-0.303859075,-0.243038891,0.137909536,-0.260099033,-0.353118912,-0.553316883,0.191042149,-0.312408921,-0.104142764,-0.156267767,0.654352894,0.028306163,0.559212918,-0.204332707,0.621637439,-0.161446149,-0.1322306,-0.10784549,-0.621283079,-0.624481366,-0.211596472,-0.275077779,-0.21367042,0.007029621,-0.668111206,-0.74288161,-0.410675453,-0.291161662,-0.245282469,0.002415334,-0.191229014,-0.328076059,-0.336389227,0.055643388,-0.327540063,-0.631042542,-0.530230864,1.215327655,-0.352677174,-0.56123788,-0.202545112
A8MSI8,-1.425660408,-2.009307103,-0.198722459,-0.869215535,-0.231235202,0.046893775,-0.89389565,-0.743654914,-0.013693072,-0.447895054,0.200099612,-0.793110479,-0.059133556,-0.163353218,-0.341512084,0.007188795,-0.051720803,-0.985364846,0.022349897,0.023330143,-0.44125364,-0.053401818,-0.334425059,-0.98196526,-0.199243796,-1.110463826,-0.073390142,-0.707726444,-0.087067595,-0.059771043,-0.063581726,-0.090572965,-0.344063823,-0.039551757,-0.11797726,-1.149011736,-1.004347733,-0.766079742,-1.295054844,-0.310437906,-0.478708781,-0.417644937,-0.182097557,-0.047007025,-0.308488612,-0.685238979,-0.047679438,-1.211330856,-0.190830392,-0.173022137,-0.303957015,-0.723120046,-0.117439416,-0.25844834,-0.881450618,0.122536538,-0.769444838,0.057432122
