proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
P22695,1.648422,2.807717,1.579782,1.77748,1.263051,1.882921,1.655268,2.135139,2.292772,3.01857,2.414941,2.376047,1.887992,2.460083,2.222015,2.770612,1.626571,2.612539,1.008506,1.88145,1.871253,1.98146
P22732,0.2956343,0.7983991,0.580696,0.9084758,0.9682045,0.4982268,0.5420973,0.3959449,0.3396894,0.8837452,0.4305216,0.9532171,0.4686676,0.6546854,0.882166,-0.1180254,0.9192279,0.6109968,0.8287377,-0.3116973,0.6604714,0.8244188
P22748,-0.11819579,0.36845013,-1.14052564,0.05617746,0.08520562,-0.27782653,-0.06408314,0.5108595,0.44738798,0.27968605,0.35160583,0.13064203,0.12582735,0.04121618,-0.11311784,-0.31450385,-0.25601922,0.10697089,0.34455214,-0.05252395,0.39766633,0.27476485
P22792,0.57298361,-1.19112643,-0.10893363,1.07542049,-0.41880018,0.14183291,0.22281567,-1.42907006,-0.31438395,-0.2157312,-0.0118159,-0.23574735,0.17226053,-1.01790439,0.06478138,-0.11003604,-0.4572176,-0.09117091,0.76062825,0.17437464,-0.51426491,-0.37662161
P22830,0.14866928,0.530362408,-0.285999794,0.21803082,-1.425368393,-0.118686225,-0.51940994,-0.393806742,0.217953112,0.842155127,0.325843539,-0.065019469,0.315928214,0.561605227,0.289340325,0.312243439,-0.88704531,0.066904764,0.537352981,-0.002607425,-0.135579809,0.144248053
P22897,-0.67822477,-0.58556315,-1.60307561,-1.15091597,0.13252884,-0.60255853,0.02654188,0.64841054,-0.56232235,-1.21416282,0.53584,-1.247784,-1.57639007,-1.31736591,-0.66789814,-1.47602463,-0.43898929,-0.61535529,-1.1590576,-1.82136265,-0.23232998,-1.09236159
P23083,-0.06764896,-0.52190226,0.03704984,-0.88119965,-1.34090547,-0.19823873,-0.36827272,-1.45881537,-0.1146119,-0.94444657,-0.17288445,-0.9780678,-0.03243699,0.21854599,-0.02055283,0.04469034,-0.05811763,0.06044054,0.2354277,-0.45905874,0.02275672,-0.50935058
P23141,-1.8448099,-0.8194546,-1.6309111,-1.1787518,-1.6384557,-1.8295719,-1.7597541,-0.4227159,0.4978053,-1.2419986,0.5981934,-1.2756198,0.4579123,-1.3452017,0.310677,-1.5038603,-1.7990984,-1.6324829,-1.1868934,-1.8491976,0.433322,0.4500345
P23142,0.87879376,0.99297298,0.72543361,0.79515374,0.05834643,0.58558852,0.23168709,-0.5616312,0.99665698,1.15291261,0.74871825,0.70603402,-0.78998995,0.52733671,0.48296971,0.95495273,-0.01540305,1.15674153,0.95296904,0.73324183,0.36622472,-0.11451364
P23219,0.9690979,0.6960017,0.7323901,0.3748856,0.591652,0.3218652,0.241487,0.3839305,0.1620079,0.8904331,0.6050048,0.9056749,0.8094488,1.0973639,0.653787,0.8638965,0.399343,1.0072606,1.0807817,0.5716766,0.5155014,0.410563
P23229,1.0235265,1.0693808,0.2364414,0.6931471,0.7035495,0.5909677,0.8815592,0.5126067,0.4114815,1.0292204,0.7877197,0.4620954,0.7138986,0.7168772,0.7232311,0.2907992,0.4742051,0.9874657,0.9024398,0.4477246,0.301066,0.6461844
P23246,0.98336819,0.37686545,1.34895208,0.95924704,1.26625849,1.15308358,1.20935499,1.22298258,0.61515143,0.09070995,-0.21905654,1.21612116,0.71900497,0.86904416,0.70077378,1.15564631,1.01319352,0.7251501,1.09378189,1.58798291,0.81002383,0.42744947
P23258,0.71535522,-0.39951546,0.72997777,0.41470417,0.5124509,0.60236612,0.51195557,0.35466285,-0.25885342,-0.08017196,-0.02177161,0.65380683,0.17817922,0.2207993,-0.32210454,0.13784075,0.27247313,-0.08859802,0.32114757,0.50836278,0.49531057,0.55427757
P23276,0.97696859,-0.04745146,0.18611127,-0.58754731,0.26291012,-0.1706547,-0.46958446,-0.38448148,0.54822971,0.36208949,1.02644905,-0.6844155,-1.01302317,-0.75399758,0.71729399,0.2260108,0.06923941,0.17603678,-0.59568894,-1.25800002,-0.0652103,0.31228129
P23284,2.104773,1.865736,2.045994,2.137375,2.078423,1.956355,2.241095,1.80523,1.981229,1.964699,1.84574,1.959611,2.067783,1.808925,2.093656,2.501587,2.079875,1.782515,2.195044,1.920402,1.938289,2.024124
P23297,-1.747056453,-0.004271222,-0.313772551,-1.080995741,-1.540700573,-0.940272609,-1.661999828,-0.358951027,0.259405236,-0.398828485,0.055772434,-1.177863813,-0.6192658,-1.247445777,0.057537437,-1.4061047,-0.490781018,0.220375399,-1.089137367,-1.052478962,-0.095530733,-0.410014993
P23368,0.46328533,0.7193368,-0.46413977,0.76171866,0.02432359,0.49747467,0.34985859,0.67310526,1.00661967,0.79967396,0.77171831,0.46490804,0.47987987,0.69864371,0.81696775,1.03152584,0.24864107,0.28379396,0.49587561,0.34344077,0.04532168,0.55012726
P23378,-1.0046148,-0.6782221,-0.7907114,-0.3385496,-0.798256,-0.1748577,-0.2205867,-0.9161664,-1.0055859,-0.4017965,-0.7485981,-0.4354178,-0.7640256,-0.5049999,-1.0249871,0.2496719,-0.9589019,-0.7922831,-0.3466912,0.1276243,-0.7503475,-0.978965
P23381,0.49043925,-0.3949855,0.43531504,1.13015702,0.42709564,0.66184154,0.89780962,0.81530931,0.50027115,-0.83294474,0.34976819,-0.21622311,0.06210605,-0.0999783,0.67600398,-0.75417893,0.71783,0.10487074,1.32974211,-0.08285205,0.41097571,0.57477705
P23396,1.898708,1.029215,2.109946,1.979398,2.016573,1.939241,2.044427,1.943805,1.413146,1.455313,1.371323,1.785486,1.699946,1.732715,1.532952,1.562054,1.95267,1.520322,1.965628,1.809534,1.804977,1.699087
P23468,-1.41179904,-0.154392221,-1.197896178,-0.745734689,-1.205440818,-1.396560575,-1.326741178,-0.544517961,-1.412770175,-0.003354388,-1.155782912,-0.84260286,-1.171210392,-0.213215024,-1.432171315,-1.070844264,-1.36608629,-0.344342946,-0.753876322,-0.287144975,-1.15753239,-1.386149367
P23469,-1.0369273,-0.3497064,-1.5219922,-1.0698319,-0.813031,-0.6836613,-0.4840423,-0.1520014,-0.1193775,-1.1330788,-0.5892215,-1.1667,-1.4953066,-1.2362819,-0.3246014,-1.3949409,-1.6901808,-0.5828472,-1.0779735,-0.4005574,-1.4816287,-1.7102436
P23471,0.7228192,1.0484903,1.0556236,0.7800318,0.4672412,0.7539306,1.3764707,0.5331295,0.8106373,0.5743845,0.8571939,0.741564,0.8790429,0.7478708,0.9368335,1.5300083,1.0684031,1.0148126,1.0204831,1.1995567,0.8376234,0.8793253
P23515,-1.8788981,1.12199609,-0.06373296,0.53802178,-0.97357801,-0.12570067,-1.79384279,0.54677326,0.18995829,0.85324177,-0.09768781,-1.30970922,-1.63831472,0.55758945,0.27762009,-0.16972117,0.44025192,0.87661649,-0.34001645,0.59452356,0.02703987,-0.11249758
P23526,0.851677416,0.853879615,1.170024042,-0.008372957,1.405526941,1.396134139,1.399354345,1.006415318,1.225586828,0.370589759,0.994964909,0.662819239,0.974905475,0.8857988,1.102944629,0.591300139,0.860864127,0.734755223,1.128555296,0.806818246,0.965549775,1.178610984
P23528,1.307348,1.512374,1.852974,1.498391,1.772206,1.913972,1.776812,1.795383,1.883274,1.572862,1.478054,1.527927,1.628188,1.580447,1.686759,1.365563,1.845564,1.524933,2.090152,1.279229,1.674063,1.53869
P23634,1.873408,1.938842,1.319636,1.748426,1.531608,1.409866,1.516886,2.095901,1.931474,2.04097,1.954806,1.883464,1.838632,1.710263,1.752434,1.286526,1.759482,1.711051,1.422053,1.480311,1.83635,1.819452
P23763,-0.63798026,0.91469619,0.55554187,0.7007087,-1.13059115,0.04299781,-1.2518916,0.65954173,1.02924459,0.41587821,0.51796431,0.6072145,0.19499887,0.83419499,0.55718995,-0.27932623,0.52112695,0.49497682,0.0683943,0.69867224,0.9966391,0.32018673
P23786,0.172461186,-0.071652465,-1.50803288,-1.055872465,-0.415816889,0.007655504,-0.058718812,0.436825636,0.936271439,-0.015802595,0.415261019,-1.15274055,-0.154852127,-0.21009085,0.614285548,0.258825634,-0.028235891,-0.254089584,-1.064014092,-0.572122942,-0.768700583,-0.01263291
P23919,-0.03585933,-1.41367027,-0.72028229,-0.30553649,-0.18091351,-0.09325064,-0.46984334,-0.70434795,0.22304517,-1.13724543,-0.08886157,-1.17086663,-0.03594684,-0.1837329,0.08031783,-1.39910753,0.10150682,-1.52773058,0.12612032,-1.04548177,-0.61228804,0.07221438
P23921,-0.2458536,-1.3537273,-0.0466368,-1.0140554,0.1427436,-1.6648791,-0.8637736,-1.5916701,-0.8190853,-1.0773023,-1.424103,-1.1109235,-1.4395304,-0.4815359,-1.7004894,-1.3391646,0.3653808,-1.4677878,-1.022197,-1.6845051,-1.4258524,-1.654468
P24310,-1.18156572,0.46708893,-0.96766244,-0.51550072,-0.97520708,-1.16632721,-1.09650764,-0.01993783,0.23415154,0.49535737,-0.92554912,-0.61236891,-0.94097662,-0.681951,0.05159966,-0.84061041,-1.13585284,0.20696654,-0.52364236,-0.48698392,-0.21075977,-1.15591597
P24311,-2.3546854,0.769299,-2.1408318,-1.688696,-2.1483754,-2.3394523,-2.269653,-0.5023683,-0.5544722,1.1474273,-2.0987237,0.4699505,0.1489345,-1.855142,-1.6761639,-2.0137929,-0.8320125,0.1153716,-1.6968375,-2.3590716,-2.100473,-0.4850984
P24534,0.35355017,0.16611692,0.77992996,0.33212686,0.95880715,0.70658471,0.6610482,0.70472621,0.7032788,0.18895417,0.21589122,0.32299033,0.78625525,0.72587546,0.05170155,0.15949912,0.99564655,0.58990397,0.88490978,0.34490514,0.41738413,0.55690461
P24539,1.4230851,2.3114033,1.0860214,1.5617507,0.9878383,1.4290229,1.188869,1.7419348,1.9886832,2.3976507,2.0695081,1.7110372,1.5918689,1.8395614,1.7849736,2.0349458,1.1698591,2.0448643,0.444643,1.3732264,1.4123012,1.5308624
P24557,0.40410625,0.36746645,0.51963876,0.46597984,0.63894963,0.5655417,0.44995131,0.85714269,0.24722801,0.42725802,0.55093006,-0.33632519,0.25855459,0.16502737,0.44674523,0.04186571,0.30041711,0.04400856,0.33267697,-0.77842513,0.34085224,0.54654146
P24593,-1.0306437,-0.3720263,-1.5273283,-1.075168,-1.5348729,-1.7259906,-1.6561722,-1.652782,-0.4485054,-1.1384149,-0.4426726,-1.1720361,-0.1630306,-1.241618,-0.8121995,-1.400277,-0.5231126,-1.5289,-0.3843398,-1.7456166,-0.3622512,-0.339762
P24666,-0.21772556,0.105678498,0.376207133,-0.016355394,0.05198636,0.203317319,0.0041375,0.251096776,0.477584367,0.08144049,0.101730146,-0.151390351,0.164949759,-0.070832807,0.428992248,-0.241342603,0.510801875,-0.543597607,0.323292712,-0.229354886,0.183232073,0.001348265
P24752,0.58947602,1.31571854,-0.07614112,0.97612176,0.33388083,0.83699705,0.54311084,1.39709877,1.39834185,1.59702677,1.31416663,1.05595957,1.37657696,1.40190245,1.43215753,1.86183518,0.62512712,1.10605012,0.05704482,0.62691444,0.84770784,1.017679
P24821,1.3553936,1.4762136,1.9556217,1.3111823,1.7018811,1.3117346,1.5450822,0.9950075,1.3787303,1.8571879,1.1835154,1.3424092,1.4769119,1.237538,1.3912885,0.2871025,1.7939582,1.3237001,2.4617293,0.917484,1.4269576,1.5174154
P24844,-1.68059747,-1.35420745,-1.4666962,-1.01453554,-0.24286963,-0.19357744,-1.59554043,-1.59215025,-1.68156859,-0.37881264,-1.4245831,-1.11140364,-0.08321848,-1.18098564,-1.70096949,-0.14187805,-0.20776315,-0.17077976,-1.02267717,-1.68498525,-1.42633257,-0.3254061
P24928,-1.7025692,-1.3761795,-0.7896996,-1.0365076,-0.6416818,-1.6873309,-1.6175123,-0.7838204,-1.7035403,-1.0997545,-1.4465551,-1.1333757,-1.4619825,-1.2029577,-1.7229412,-1.3616167,-1.656857,-1.4902399,-1.0446492,-0.5654325,-1.4483045,-1.6769198
P25098,-1.64275023,0.11572482,0.47280251,0.33406867,-1.43639322,0.37616816,-0.85872495,-0.4599419,-1.64372136,-0.07779226,-1.38673547,0.07373278,-1.4021629,-0.05021618,-1.66312232,-0.30489072,-1.59703786,-0.21758789,-0.98482939,0.0549351,-1.38848494,0.12334089
P25205,-0.457305826,-1.487625028,0.009025133,-1.147953646,0.374418075,-1.798774599,-1.029990912,-1.725566481,-1.814983796,-1.211200493,-1.558000415,-1.244821672,-0.746883915,-1.314403587,-1.834384413,-1.473062322,-0.49062936,-1.601685049,-1.156095269,-1.818400409,-1.559749879,-0.745348134
P25311,-0.71433309,-1.38292197,-0.13606956,-0.18757759,-0.2149456,-0.33458199,-1.62425471,-0.7195386,-0.35641733,0.23717867,-0.41853513,-1.14011823,-0.11619039,-0.5107306,-0.45656223,0.12642836,-0.31519798,-1.49698238,-0.05066379,-1.71369936,-0.44609806,-0.36150524
P25325,-0.58696615,-1.06666332,-1.17915246,-0.72699094,-1.1866971,-1.3778169,-1.30799748,-1.30460728,-0.01205648,-0.79023788,-0.41171021,-0.82385911,-1.15246667,-0.89344119,-0.27134037,-1.05210053,-0.64837334,-1.18072421,-0.73513257,-1.39744321,-1.13878866,-1.36740569
P25398,0.86234831,-0.17989487,0.49028205,-0.58351153,0.37115223,0.49452602,0.40872126,0.49569749,0.43027753,-0.08345941,-0.28559551,0.33925509,0.2845168,0.18665576,0.27291136,0.38661886,0.75355228,-0.13409727,-0.07100236,0.32620292,-0.21162037,0.01710695
P25440,-0.06978586,-0.08285882,0.22396928,0.90998737,0.36802744,0.11257732,0.6791372,-0.06481003,-0.03004752,1.13036471,0.24057064,1.23831845,0.19068039,1.17334974,0.5164389,0.51849443,-0.26989171,0.96640755,0.44264023,0.23790786,0.53306844,1.37289308
P25445,-1.2319545,-0.9055621,-1.0180513,-0.5658896,-1.0255959,-1.216716,-1.1468965,-1.1435063,-1.2329257,-0.6291366,-0.975938,-0.6627578,-0.2699835,-0.7323399,-0.1741446,-0.8909993,-0.3384168,-1.019623,-0.5740312,-1.2363424,-0.2787176,-0.3354591
P25685,-0.29200356,-0.917417601,-0.01962735,-0.063408746,-0.188719024,-0.142522193,-0.113504681,-0.242301452,-0.001432439,-0.39913042,-0.34521403,-0.198371563,-0.326094948,-0.031956494,-0.795387708,-0.531253482,0.046814075,-0.535356994,0.018189218,-0.326719417,-0.160830683,0.145998905
P25686,-0.16103036,-0.16379659,0.19061838,0.29012049,-0.0213086,-0.44219946,-0.5244298,0.31253652,0.33711094,0.27116602,0.15325426,0.14269486,0.21804383,0.57275743,0.24160798,-0.96750229,0.03386606,0.02124066,0.16296718,0.1148202,0.25005743,0.05689273
P25705,2.262649,2.999915,1.613424,2.447711,1.63243,2.265335,1.981482,2.647033,2.559863,3.267884,2.727983,2.784205,2.597836,2.785095,2.692777,2.950912,1.921982,2.475495,1.672006,1.914474,2.232313,2.358882
P25786,0.733243,0.8809265,0.6049372,0.744812,0.6927094,0.7445738,0.720074,0.5144146,0.6766973,0.5433836,0.6699249,0.2789179,0.7940539,0.6698876,0.7362035,0.5271714,0.5489229,0.6329809,1.3013627,0.5810351,0.6409451,0.8110897
P25787,-0.652180344,0.556198593,0.290016948,0.470688971,0.420608256,0.377937076,0.380865022,0.238879254,0.140507219,0.304366646,0.26637631,0.528939574,0.655801633,0.431520782,-0.234013529,-0.041338186,0.008173978,0.337981542,1.134750853,0.411571246,-0.327242396,0.302590204
P25788,0.43556416,0.27852537,0.29652898,0.431366,0.32101865,0.25420543,0.16229734,0.17748972,0.34365101,-0.18090513,0.21983082,0.04137241,0.46899942,0.25738309,0.17454238,-0.14556186,0.38184878,0.34919789,1.13653249,0.18888578,0.02244916,0.18371149
P25789,0.405652932,-0.003285114,0.360389362,0.901024669,0.54314133,0.556436278,0.566937581,-0.074940898,0.331171193,-0.147818116,0.240092632,0.104853748,0.106937361,-0.145062155,0.968110218,0.110127643,0.519857228,-0.063636393,1.302745543,0.230653154,0.7202073,0.75024892
P26006,0.13883632,-0.47418573,0.37703405,-1.20960735,0.30687415,0.49326092,0.371959,-0.51405681,0.44505425,-0.31035046,0.26883558,-0.19864162,-1.63508085,-0.5289258,0.34312547,-0.26096409,-0.03957695,-0.51279869,-0.51877937,-0.42914882,0.29440994,0.06014505
P26012,0.75042311,0.71413082,0.75741851,0.72145355,0.40155506,0.9894505,1.19112028,0.76239551,0.38946743,0.49391727,0.39537704,0.11782594,0.41358924,-0.64555982,0.43018726,0.30404998,0.31569015,0.5067873,0.01001489,0.76156616,-0.01352824,0.6589294
P26022,-1.8294902,-1.5031029,0.2455939,-1.1634316,-0.2651974,-0.8392638,0.935719,-1.7410441,-1.8304613,-1.2266784,-0.8745103,-1.2602996,-1.5889056,-1.3298815,-0.106297,-1.4885402,-0.1393507,-1.6171628,0.2068358,-1.8338779,0.7649633,-0.1247084
P26038,1.568199,1.5632734,1.6240312,1.5459442,1.929709,1.4587155,1.642584,1.4754717,1.9440988,1.6212066,1.6703112,1.4258944,1.9724594,1.4277054,1.8497497,0.9977018,1.6700443,1.3855066,2.2025384,0.8059815,1.5550868,1.7840127
P26196,0.56497975,0.41505835,0.88954608,0.66213869,0.96524595,0.67152056,0.78803885,0.07711623,0.32958218,0.55831752,0.21589122,0.79787961,0.26740736,0.63542674,0.71305586,0.37563597,0.66676116,0.40329993,0.51216035,1.09007368,0.55403263,0.26394553
P26232,0.62469781,0.51333909,0.23691697,0.14381425,0.21771542,0.40790668,0.44536743,0.58211572,0.72374136,0.60163407,0.54303153,0.06347508,0.13769975,0.10127895,0.46161274,-0.01005981,0.47291775,0.23667397,0.11647177,-0.1786887,0.43149974,0.27963969
P26368,-0.7123853,-1.3108993,-1.4233882,-0.9712273,-0.6152773,-1.6220515,-0.5426027,-1.5488424,-0.5335254,-1.0344742,-1.381275,-1.0680954,-1.3967025,-1.1376774,-1.6576619,-1.2963366,-0.8926097,-1.4249599,-0.9793689,-1.6416776,-1.3830245,-1.6116404
P26373,1.2800967,0.3138656,1.315372,0.9941018,1.6164632,1.1689602,1.4444834,1.2517579,0.6336449,0.8378827,0.8946639,0.7039959,1.1389428,0.6784307,0.4706368,1.0064545,1.3857143,0.721944,1.5247078,1.1031947,1.0387864,0.5362839
P26378,0.06641668,0.44392186,0.73814724,0.91007881,0.07783047,0.04826862,0.0749383,0.60505991,0.56406319,0.78950393,0.08671787,0.90524051,0.40370611,0.99615445,0.14776851,0.29596585,0.67069608,0.53527115,0.28346268,1.00683198,0.81301304,-0.50210059
P26440,0.5166908,0.48154726,0.01040451,0.35066793,-0.21108635,0.45900418,0.4146647,0.64562982,0.85418987,0.70941402,0.7915216,0.05326524,0.55528388,0.55688725,0.9377616,0.29955289,0.06217537,0.1606201,-0.51604785,0.41604058,0.34511752,0.73289951
P26447,0.4267773,-0.4624532,0.873161,0.4069471,0.4389075,0.7909104,0.1922337,-0.165927,-0.2546988,0.0816269,0.6011464,0.5171466,0.3317971,0.4258325,0.2965213,0.1479304,0.2301495,0.2222016,0.6746563,-0.2953325,0.6333328,0.3793598
P26572,-0.22305317,-1.45928308,-0.14358334,-0.06053666,0.01445774,-0.24057956,-0.02322515,-0.82643071,-0.77660785,-1.18285842,-1.52965854,-1.21647961,-0.39025562,-1.28606154,-1.80604318,0.1233293,-0.18477406,-0.87437532,-0.18035245,-0.86826827,0.07244543,-1.76002223
P26583,-1.6667734,-1.3403832,0.785411,-1.0007112,-1.4604166,-1.6515351,-1.5817163,-1.5783261,-1.6677445,-1.0639581,-1.4107589,-1.0975793,-1.4261863,-1.1671614,-1.6871454,-1.3258204,-1.6210611,-1.4544437,0.4213966,-1.6711612,-1.4125083,-0.9421568
P26599,1.12444733,-0.01067509,1.16775606,0.63185748,1.14969649,0.9924607,0.81071428,0.48054805,0.03708295,-0.33644455,-0.05243302,0.46365739,0.36168233,0.17496138,0.13037025,0.60438105,0.9211015,0.10438267,1.15858408,0.87174787,-0.49550073,0.56368236
P26639,-0.68463578,-0.17880289,0.40733126,-1.21144802,0.35311645,0.08746526,0.18218866,-0.03175202,0.07917791,-1.27469484,-0.90681788,-1.30831599,-0.5452102,-1.37789785,-0.14389018,-0.8375881,0.38178406,-0.20113754,0.69658339,-0.41162779,-0.11806241,-0.37161919
P26640,0.630852293,0.164752084,0.976650101,0.902829744,0.950504632,0.718854297,0.977006287,0.693450181,0.55536477,-0.597209892,0.302239153,0.357094122,0.361773334,-0.001443255,0.346196051,0.638251066,0.870902734,0.312226351,1.269471269,0.893686864,0.816690645,0.763462824
P26641,1.3821364,0.992584,1.6631755,1.7302571,1.8290398,1.6822936,1.4530808,1.4487314,1.4045479,0.9731285,1.0821051,1.3595049,1.5098554,1.4800364,1.1639724,0.9337464,1.7552772,1.2901075,1.8902376,1.1989547,1.5877139,1.457596
P26885,0.6589235,0.6355451,0.8028995,0.7042296,0.6332487,0.358435,0.6660481,0.3591248,0.2550802,0.8159893,0.5501059,0.9381808,0.6213098,0.7287708,0.8132494,1.174695,0.4071051,0.6323793,0.6675976,0.5725059,0.6321084,0.9274097
P26992,-0.055430773,0.088550512,-0.436301518,-0.701976895,-0.443926804,-0.493428856,-1.282983503,0.052589083,0.19281601,-0.066253879,0.340412013,-0.032842803,-0.013534048,0.033996791,0.105487495,-1.027086501,-0.003611732,-0.158823209,-0.710118528,-0.15642129,-0.24763054,-0.553001469
P27105,2.338487,2.587978,1.945104,2.308227,2.097355,2.103986,2.002734,1.883409,2.090837,2.568372,2.424838,2.4353,2.462097,2.647115,2.372904,2.500561,1.959006,2.306374,2.699471,1.709188,1.971933,1.845045
P27144,-0.64567782,0.66744655,0.47832241,0.48369463,-0.15429444,0.44729593,0.31364594,0.60153748,0.69605005,0.76306167,0.62328285,0.41468161,0.60853463,0.61993377,0.89686751,0.16922243,0.04470949,0.38578903,0.58230798,0.15901797,0.49119444,0.71120446
P27169,0.7572776,1.1690066,0.8085283,1.3116268,1.140813,0.6095064,0.8458272,0.1922908,0.5082007,0.9388895,0.494602,0.9049353,0.7090178,0.5526678,0.5641958,0.6268301,0.7977357,0.7978328,1.4791985,0.5123639,0.8339824,0.5448284
P27338,2.306468,2.46845,1.84484,2.885195,1.896725,2.182971,2.356336,2.39063,2.614306,2.487063,3.040075,2.723088,2.738723,2.848899,2.813367,2.012219,1.62508,2.217572,2.754396,1.719947,2.336412,2.787114
P27348,0.6899567,0.6067629,0.8118295,0.7000604,0.8415929,0.7051134,0.6170262,0.7743751,1.1076741,0.6301261,0.8157967,0.4860245,0.6319651,0.2908963,0.7378157,0.2727206,1.1390441,0.8318326,0.9888234,0.4513757,0.6795942,0.6838825
P27361,0.39841684,0.47474879,0.43420598,1.0902765,0.03528011,0.59463687,0.61342477,0.93261475,0.35225029,0.24308395,0.5308225,0.60522646,0.17502019,0.70443607,0.43658972,-0.18574192,0.36176511,0.78494011,0.44836138,0.78951112,0.47270699,0.37269479
P27449,-0.218620023,-1.308453956,-1.420942803,-0.968781921,-1.428487419,-0.479667856,-1.54978724,0.145685481,-0.008329839,-0.222033529,0.162377007,-0.366680242,-1.394257097,-0.186322183,0.370286401,-1.293891196,0.158629662,-0.284351309,-0.97692355,0.050982711,0.401439396,-1.609195034
P27544,1.3340508,1.2346389,0.7758379,1.0920992,0.9331821,0.8781644,0.8184864,0.558442,0.9546168,1.2369553,1.2083508,1.0646745,0.6231496,1.3198297,0.8892088,1.1455164,0.5572554,0.9752514,0.9858942,0.8316969,0.7752255,0.7387212
P27635,0.89504774,0.00460828,1.11207961,0.0879911,1.14116255,0.97996663,0.90137371,0.59932987,0.74515731,0.41390063,0.93225127,0.73196954,0.7404705,0.59431842,0.48540358,0.60966056,1.13625401,0.57164302,1.25983834,0.86511196,0.86393786,0.53421292
P27694,0.7700579,-0.8438544,0.8007924,1.0535077,0.9075882,0.1040348,0.1857166,-0.4158692,-0.1029725,1.328889,-0.1524536,1.4972402,0.1414938,0.2959879,-0.1290675,1.7005034,0.9927349,1.1620629,0.9694991,1.2736424,0.1332731,0.5825699
P27708,1.55872906,-0.32733821,1.90209653,1.14182133,1.8813664,1.48762327,1.55088842,0.65432783,0.666429,-0.06804459,0.77110648,1.07736853,1.53981145,1.17351967,1.00974985,1.18569553,1.19092363,0.77338027,1.95184978,1.27075837,1.37970696,1.59194841
P27797,1.925742,1.703023,2.014707,1.838621,2.103317,1.906569,2.071498,1.806114,1.93481,1.751217,1.936999,1.776227,1.868491,1.724229,1.922508,2.303089,1.933502,1.715976,1.901205,1.696642,1.731903,1.949485
P27816,-1.2307457,0.164723,-1.0168424,0.1342892,-1.0243871,0.2310884,-0.2571188,-0.2948472,-1.2317168,0.1359626,-0.9747291,0.3343946,0.0246472,0.1490627,-1.251118,-0.1763858,-1.1850328,0.1419806,-0.5728224,0.1366996,-0.9764786,-1.2050959
P27824,2.516355,2.226894,2.344152,2.120359,2.283581,1.874549,2.175632,1.866399,2.266339,2.165319,2.284246,2.38588,2.02662,2.133011,2.202229,2.517628,2.013129,2.316221,2.188092,2.207505,2.131016,2.302293
P27987,-0.52283864,-1.05886454,0.07737875,-0.71919215,-0.47992866,-1.37001814,-1.30019872,-1.29680851,-1.38622775,-0.78243909,-1.12924041,-0.81606033,-0.18226741,-0.8856424,-0.2462152,-1.04430175,-0.23731333,-1.17292543,-0.72733379,-1.38964446,-1.13098989,-1.35960693
P28062,0.461765054,-0.29682562,0.140453493,0.312500966,0.566291932,0.070820808,0.787681196,0.036939934,-0.488226644,-0.192147993,0.008500587,-0.122763549,0.11192619,0.188588241,0.220152678,-0.489137685,-0.169471812,-0.464909938,1.102460716,0.09822173,0.077052083,-0.080657448
P28066,0.9674158,0.787569,0.7919799,0.7481104,0.8482689,0.8445163,0.6922842,0.6034033,0.7306386,0.2511953,0.6800846,0.6080218,0.7738334,0.6823176,0.7339858,0.393067,0.6807194,0.617835,1.3329312,0.410277,0.834051,0.7671136
P28068,-0.04067563,-1.29211099,-1.40459987,-0.95243892,-0.14023934,-0.54398602,-0.30581825,-0.12007586,-0.5251012,-1.01568583,0.0460321,-1.04930704,-1.37791415,-1.11888907,-0.08538238,-1.27754823,-0.87382134,-1.40617161,-0.96058055,-1.6228895,-1.36423618,-0.25043191
P28070,0.202990935,0.400905066,0.145199154,0.370473683,-0.098881069,-0.343061775,-0.160795381,-0.01888425,-0.098608423,-0.813339215,0.276130928,0.259276612,0.480076242,0.416927687,-0.09718266,0.1773326,0.004662912,0.15372368,0.769881063,-0.72157548,0.049549604,-0.367069688
P28072,0.182728926,0.351814004,0.117519386,0.178039669,0.080517118,-1.195110086,-0.269566243,-0.296385869,-0.098533131,0.091439391,-0.954332031,0.216965508,0.173619165,0.302190633,0.049949027,0.29467437,-0.055174286,0.110887834,0.6919373,-0.102954812,0.235045119,0.007181201
P28074,0.8258489,0.8441437,0.9570727,0.8168646,1.0799007,0.506403,0.2256383,0.3890673,0.4971819,0.7897386,0.8628515,1.2111255,0.754379,1.2506076,0.5258068,0.7022954,0.5507376,0.8891994,1.4176482,0.9231344,1.0439574,0.6908455
P28161,-1.82797671,0.15263063,0.01521395,-1.16191809,-0.2084265,-0.24804967,-0.4059376,-1.73953065,0.59206019,-1.22516493,0.37049186,-1.2587861,-0.12972775,-0.62939868,0.22788337,-1.48702669,0.26527849,0.13345911,0.03322106,-0.573875,0.14639538,-0.01546635
P28288,1.5085383,1.1818056,1.412336,0.4255458,1.0981784,1.1501402,1.2049969,0.9467321,0.9572291,0.7384688,1.3872295,0.8514656,0.9917597,0.9796598,1.1949894,1.1449501,1.0900931,0.9789382,0.9962266,0.3911601,1.1118559,1.1957869
