proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22
P03923,,24182000,,,,6053300,,5439700,,11897000,,2312700,,3438500,,11195000,,,,4085500,,
P03928,23392000,96052000,,,2492100,32705000,14728000,52522000,121280000,42668000,54247000,9497700,,20927000,62917000,73087000,29052000,68179000,,27757000,9013700,35033000
P03952,48502000,5812200,30472000,12576000,22358000,18026000,8186200,,42973000,2265900,19096000,905760,24712000,11271000,33687000,5153000,51534000,20913000,49639000,14075000,29712000,33884000
P04003,1517300000,1144300000,302200000,590080000,542240000,683880000,442730000,110640000,1346900000,609260000,835450000,395960000,836410000,443970000,247580000,398050000,257470000,538080000,809810000,704720000,254350000,153920000
P04004,2201200000,1329900000,2064300000,472520000,1113700000,2162300000,1050100000,355710000,1778600000,676570000,1252500000,543620000,2482500000,1768100000,1296000000,1285100000,532150000,640640000,1957800000,1006100000,2297200000,1519100000
P04040,917300000,384910000,1109700000,48781000,763390000,1287500000,1001200000,671700000,446950000,228540000,498900000,513080000,368460000,562940000,849750000,5334000000,288720000,887590000,1442100000,536420000,574640000,894530000
P04049,,13348000,38026000,14211000,9637500,28137000,15683000,15704000,,,,13111000,15368000,15106000,,15258000,9012000,4296900,4309000,48673000,14701000,39282000
P04062,21180000,10814000,2394000,,4540300,31969000,6740400,11052000,27294000,2616700,7671100,,2399900,,12324000,3968800,10138000,12127000,6415800,6356200,2646300,9097900
P04075,472640000,958940000,1139700000,413110000,774330000,1342100000,1163800000,2337300000,5079800000,621070000,1382000000,329940000,872190000,473800000,2550400000,289580000,2927000000,1365400000,1140200000,854540000,1058100000,1226800000
P04080,139620000,83597000,136060000,33993000,128110000,181440000,168790000,267570000,828670000,38548000,203180000,21433000,71498000,56703000,664080000,70553000,213490000,162780000,71550000,140620000,155860000,273550000
P04083,4718800000,234010000,2518600000,1094800000,7477800000,2943600000,4025000000,1796400000,5092500000,89339000,2576600000,569130000,1983800000,301050000,5349000000,204000000,1586200000,186620000,3174000000,140640000,2695000000,12332000000
P04114,13232000000,6363300000,4874200000,5267000000,3708800000,5493000000,2378700000,2306100000,5056200000,1817900000,3854500000,2062700000,4832900000,1646100000,3127100000,731070000,3849900000,2211700000,2746800000,16443000000,3292900000,3503600000
P04156,33102000,31497000,2410000,,10306000,17449000,6919300,57923000,70218000,16153000,53850000,13795000,19116000,12468000,54612000,2745600,48349000,11575000,11784000,41071000,10961000,35493000
P04179,475750000,94188000,104760000,143580000,345750000,309810000,629470000,675050000,1448000000,160710000,883730000,8734400,1763200000,191030000,3465000000,397740000,143480000,152600000,129550000,,586440000,3208600000
P04181,37671000,31645000,3457000,8280200,5240400,17330000,2262700,26927000,60817000,29442000,44461000,11791000,28106000,40300000,128530000,187710000,8519600,39261000,8202000,165970000,14206000,38653000
P04196,127820000,95472000,24324000,13068000,71220000,26649000,94033000,1594100,143330000,30141000,27053000,7752900,47365000,13335000,54704000,32645000,35801000,79486000,260700000,59803000,42166000,36382000
P04216,114150000,205970000,121210000,23213000,163580000,341850000,166770000,1384900000,1658200000,186060000,554610000,36302000,109940000,66414000,485280000,67405000,698930000,532860000,17038000,394590000,250340000,255910000
P04217,123640000,45236000,49323000,15049000,213770000,85483000,170200000,4577100,227700000,6683300,58110000,1952600,95720000,5502500,146300000,28451000,168590000,25950000,78720000,3022200,61202000,61716000
P04233,191750000,25598000,63788000,50462000,229040000,58135000,200640000,154590000,89370000,5693000,148020000,45846000,86005000,28059000,188490000,45808000,66620000,33305000,78698000,10170000,57075000,298590000
P04264,837370000,1033100000,307460000,924820000,513260000,290660000,551980000,531770000,675150000,614850000,497180000,816500000,236310000,2234400000,431480000,1122600000,140110000,384050000,217510000,2161900000,358130000,904360000
P04271,6068400,,4910100,,,,,,36539000,,39906000,,,,22127000,,4183800,7216200,4735300,,8079200,28515000
P04275,917600000,38345000,2347800000,120410000,1394900000,2208100000,719330000,157280000,467640000,41902000,174870000,75899000,157960000,87518000,1058100000,275680000,261570000,238360000,323930000,256900000,330330000,764910000
P04350,155880000,711700000,675900000,318890000,114960000,889830000,80206000,2490200000,1328400000,391140000,698520000,314770000,638370000,368960000,867230000,68477000,1592200000,1069600000,88078000,1083200000,653800000,592950000
P04406,1893700000,1943000000,6030900000,2373600000,9031500000,11435000000,8105800000,16797000000,13439000000,937600000,2867300000,1533500000,3806800000,1475300000,8515500000,690320000,8278800000,3142900000,4665900000,7869000000,5823400000,4822100000
P04424,3018200,,,,2411200,5163000,8720700,3240400,6072900,,2729900,,,,6207100,,4534500,,3153400,,2706200,11374000
P04430,15070000,9560400,4228000,,10307000,5625000,7974700,,5298500,3854700,16626000,9407000,15495000,37557000,20047000,9932000,4539500,51315000,10663000,27024000,12388000,
P04432,,,,,,13357000,,,,,,,,,,,,9957000,,,,
P04433,160340000,135840000,78687000,25173000,111800000,92653000,75257000,14239000,96282000,78190000,40984000,100480000,148450000,440620000,223780000,120460000,105070000,456280000,211170000,253770000,110430000,30482000
P04439,627050000,102140000,229120000,90386000,701990000,1131400000,2746500000,564930000,509030000,21759000,272290000,230160000,112580000,43213000,530480000,265160000,891110000,319960000,139860000,164430000,156720000,597170000
P04440,18772000,,14439000,3301400,12461000,,115330000,22769000,13311000,,30306000,,13561000,8665000,40590000,2248400,4199500,11248000,15051000,,2789300,17499000
P04632,42047000,8005600,16019000,7347800,24543000,38316000,48471000,37883000,103140000,8017500,36111000,2681200,21896000,11438000,73186000,6454800,47762000,23688000,18560000,11517000,18490000,31531000
P04792,205970000,191960000,983480000,141380000,488530000,732550000,1013500000,266550000,3507600000,129850000,288940000,148620000,345120000,258100000,1578800000,86954000,903350000,471580000,546400000,152090000,1121800000,2012100000
P04839,144960000,81568000,83484000,63960000,178360000,98489000,108560000,256250000,195750000,28945000,203440000,43102000,55590000,30227000,281870000,12901000,117810000,40422000,33283000,44513000,125500000,183000000
P04843,5027800000,1193400000,1421400000,694020000,2268100000,2120500000,2192400000,1087900000,1386100000,1643700000,1435600000,1398100000,1782500000,1370500000,2042300000,6776400000,1476800000,1392100000,429120000,3100100000,1435300000,1771700000
P04844,1935100000,753860000,669500000,236980000,897400000,1043600000,772610000,438360000,647460000,470050000,609210000,402520000,439060000,384480000,806650000,2078200000,735020000,522060000,172010000,1440600000,421420000,932630000
P04899,2196800000,2297400000,645490000,853140000,1785500000,2139700000,2343100000,5006400000,4541300000,1524500000,2437000000,1095200000,1550800000,925300000,3865400000,587710000,2286600000,1768100000,676390000,1688800000,1560700000,2735800000
P04920,249970000,28602000,33738000,,,,7423000,,112110000,24570000,72342000,116140000,73883000,,61704000,,45676000,32190000,,,37470000,
P04921,62932000,41677000,,5188600,38820000,33103000,22030000,14252000,43944000,16407000,26634000,17522000,41865000,19461000,56952000,40983000,21416000,31160000,10235000,14306000,4025300,22854000
P05023,1425300000,2351000000,585480000,412220000,815630000,1857500000,1382900000,2156700000,2911600000,1370000000,1128600000,473510000,579550000,593070000,2085700000,177910000,2202900000,1138900000,470620000,1103000000,1283900000,2081800000
P05026,1301600000,2863300000,599910000,479470000,386160000,1348900000,370730000,3502700000,4369300000,1694000000,1840700000,607620000,847390000,1025300000,2754700000,326370000,2020000000,1825100000,204250000,1924500000,1648900000,2100000000
P05067,63116000,55859000,44066000,147050000,45928000,101760000,24537000,64259000,66615000,30122000,30493000,49811000,38023000,35208000,134350000,137940000,61609000,46683000,20340000,105600000,38559000,116430000
P05090,107980000,142510000,132270000,108460000,77856000,159840000,107480000,151270000,273270000,114510000,153780000,26736000,98992000,151880000,269250000,106930000,87540000,111030000,56752000,114050000,70793000,184380000
P05091,320420000,821810000,36832000,99865000,130890000,321720000,222920000,668980000,1064300000,663740000,1048900000,385450000,863740000,800060000,1679800000,706510000,141800000,1335800000,52394000,242340000,343420000,846890000
P05106,333110000,305710000,36383000,16632000,80195000,195180000,139410000,58289000,39923000,163450000,107280000,30708000,30874000,48655000,74734000,63816000,72946000,160970000,65282000,120950000,29210000,75283000
P05107,405630000,162260000,174160000,100670000,443200000,476750000,653210000,381360000,336210000,87784000,424130000,41847000,255440000,72708000,395010000,37668000,396390000,181940000,520330000,51410000,249630000,205440000
P05109,100700000,25937000,130060000,1724000,239960000,759490000,405290000,35364000,47303000,8628400,87973000,,105750000,4585400,35815000,2970800,64430000,69371000,583440000,12419000,244120000,38718000
P05121,2387700,,,,,,6063100,,,,,828950,,,,,1449700,,11170000,,3320000,
P05129,3506500,252400000,22696000,20618000,14354000,97802000,8536300,287740000,27667000,77404000,128030000,44379000,153630000,118220000,135480000,,62687000,72516000,6778300,96097000,54226000,30247000
P05141,1599200000,6283300000,330590000,561550000,311690000,970470000,778060000,1345200000,2297200000,4336300000,1947100000,722160000,1578100000,1520800000,1816900000,8947200000,644230000,2833400000,131050000,1702700000,779460000,1250100000
P05154,,1704900,,3040900,,,,,,1854800,,,,,,5349400,,,,,,
P05155,165210000,25299000,197370000,3012500,192400000,278290000,125040000,24393000,150870000,,29130000,1772100,61996000,2664700,109390000,10155000,200020000,83021000,224860000,44229000,129900000,46750000
P05156,6292900,,2731700,,4457000,6143500,,,3852800,,,,,,,,2735300,,,,,
P05160,18013000,,2537100,,,,3133000,,2986400,,,,1319100,,,,,,3792200,5242700,2482700,
P05161,107080000,,29871000,31271000,42183000,22256000,31245000,3326500,94291000,,14220000,,32930000,,52074000,,94432000,9049500,101800000,11214000,10192000,188140000
P05164,655580000,157290000,937930000,51148000,1800700000,2455000000,3207100000,40967000,219390000,445800000,326180000,15787000,689850000,354880000,72462000,9352900,469030000,247950000,28662000000,170080000,1701900000,55921000
P05165,20833000,72404000,,3023300,11349000,56377000,28210000,70819000,81268000,98046000,92164000,45721000,26638000,32553000,123260000,104200000,13248000,52221000,2226700,44207000,26039000,57756000
P05166,28257000,153660000,17085000,28837000,24483000,101320000,26168000,184260000,65855000,107430000,88263000,42356000,49159000,83693000,130900000,176170000,49627000,118540000,26157000,166540000,48425000,65511000
P05198,19073000,,16881000,5276000,15962000,54372000,35042000,21308000,28900000,,7112800,,17858000,,23377000,7967300,37944000,6845900,24990000,14604000,10811000,15222000
P05230,,3449100,3976400,1780400,5497100,7353100,4637700,3712600,7792300,,2924600,1880600,3596800,1976100,14372000,,,3557400,1128500,,6305800,5866200
P05362,67753000,2249000,31122000,94540000,71528000,52067000,138640000,144640000,201160000,742910,82601000,12599000,92483000,30319000,274300000,16983000,143530000,11819000,53307000,6643800,62478000,149850000
P05387,521600000,11269000,153190000,,67090000,198470000,187020000,54571000,189040000,11867000,77876000,6205800,124110000,4925800,168810000,233840000,207820000,26270000,27849000,25196000,58003000,121170000
P05388,572290000,83404000,251230000,33020000,223040000,245720000,261140000,178500000,364810000,36645000,104840000,61533000,141620000,48766000,286430000,283740000,380410000,111070000,66329000,227770000,109360000,249840000
P05413,,32432000,11692000,16498000,4021700,11326000,1637000,103200000,231320000,5120900,62670000,2395300,20333000,,133690000,,131280000,17644000,4237100,30965000,28806000,8398600
P05455,,,,,,,,,,,,,,,,,7414900,,3032000,,,
P05543,2688800,,2021600,,3777800,,,,3004200,,912060,,,,3546200,,6677300,,,,1894600,
P05546,1549400000,421420000,809550000,740700000,467530000,624560000,408040000,177050000,476080000,143770000,291860000,348150000,958440000,453550000,343630000,152810000,337760000,392840000,492760000,882260000,403590000,337630000
P05556,448370000,102050000,106170000,54839000,279380000,505150000,363000000,220810000,680680000,49075000,295470000,30611000,123540000,23247000,539390000,142580000,409930000,109330000,129140000,123140000,215740000,394510000
P05771,5450400,62397000,16695000,5657500,10418000,16364000,5121500,73728000,82742000,28607000,64188000,25052000,12122000,17660000,91927000,2179200,52814000,11673000,1683900,27253000,51698000,81136000
P05787,34698000,,,,,,,,,,,,,,,,,,,,,
P05937,,3391500,946840,,,2950400,,10036000,5355500,1877900,3044300,1074400,1558900,3268700,6927800,,5228100,3271100,,4114700,2909000,
P06241,39547000,10506000,11505000,6246300,32176000,19641000,45244000,51716000,37038000,3740800,16248000,5078300,13709000,7685300,34696000,10064000,10060000,33980000,8426700,30875000,16537000,40175000
P06276,16813000,4659000,10789000,,3087900,10903000,18968000,6333000,4278700,1030800,3429100,5278200,2535700,3481800,14822000,15409000,15402000,11320000,3111900,23886000,1652300,27103000
P06310,50674000,58278000,17809000,12580000,33832000,9408900,16627000,3467400,,84025000,8153700,35351000,53111000,226040000,130400000,66218000,21261000,149960000,55558000,82775000,36832000,7745800
P06312,10046000,,,,,,3206500,,12911000,,5493200,,,4446100,5902200,,2657300,44082000,,5627000,,
P06396,698630000,430740000,631350000,313400000,657270000,676440000,472340000,644630000,1739600000,333400000,555600000,216320000,539160000,268780000,1151100000,217410000,767780000,466730000,484220000,96885000,528610000,848630000
