proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43
A0A075B6I0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0A0MT36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0B4J1X5,0,0,16223000,9327500,0,0,0,10025000,2503500,0,0,2800500,9065600,17838000,5089700,0,23149000,2237100,0,0,0,0,15581000,0,4480300,1104800,0,8450800,1805700,4957000,0,0,0,0,0,0,14708000,16315000,0,35841000,14670000,0,4308100
A0AVT1,0,14389000,623970,14179000,0,0,5959200,13622000,13729000,671770,2738300,9865800,4714300,5405400,0,0,2987800,6367500,10627000,2266300,0,25898000,12239000,18624000,11962000,1040800,868820,7914700,2026700,16828000,4576400,265220000,2812300,0,0,840560,0,0,4832700,4098600,11136000,19927000,3461700
A0FGR8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,788310,3239900,0,0,0,0,0,0,0,0,1140900,0,0,4738900,0
A0MZ66,0,0,0,17781000,9873400,0,0,0,33733000,7469100,13979000,0,0,0,0,0,0,0,0,23849000,0,0,4371300,0,0,490090,3110500,7497400,2723800,0,0,0,0,0,0,0,0,0,0,0,3121600,0,3918400
A1L0T0,1176100,15534000,3936100,1897600,0,8273700,1371000,33163000,0,585750,2020200,6537100,613710,9475400,7675200,16752000,3596600,5756400,3504000,4178300,0,8268400,7201300,11588000,3253000,0,0,3177600,4387600,3333400,16498000,4024900,1705200,614240,2195200,4866300,9381600,0,12490000,5321700,5242800,12254000,5134700
A1X283,8682900,74230000,117980000,5191900,5558500,0,0,11536000,0,2686000,0,15390000,35432000,177000000,4963300,54350000,78102000,21664000,8733800,9648700,5156100,37958000,24286000,31431000,25298000,2052400,0,13039000,17324000,22680000,8696600,19749000,0,5590200,0,33807000,14066000,5897600,18662000,110160000,32748000,22200000,39205000
A2NJV5,25702000,25067000,147490000,58223000,12025000,0,0,23426000,25023000,5064600,9503200,29091000,45625000,96978000,22697000,0,82685000,10738000,11713000,26136000,0,18823000,58078000,19821000,19225000,2277500,3638200,23710000,8469500,43252000,20098000,55732000,0,11142000,26722000,16537000,21828000,25479000,0,190720000,42246000,0,24096000
A5YM72,0,0,3635900,4598400,0,0,0,0,33774000,0,0,0,2858700,0,0,0,0,0,0,4312700,0,0,0,0,0,93502,932110,0,562380,0,0,0,3732400,0,0,0,0,0,0,0,0,0,0
A6NCS6,2461000,0,21845000,3586100,1233000,0,11871000,13337000,0,0,5302800,6085400,2722300,19805000,10664000,15940000,14227000,8485600,0,0,15495000,3312900,2048700,4706800,0,194250,0,1244600,7794800,7609900,8582100,10110000,6966800,2273700,3514100,0,0,3903700,10062000,8130000,2215400,0,7259800
A6NE02,0,0,0,0,0,0,0,0,0,0,0,517750,0,0,0,0,0,0,0,1936500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1312500,0
A6NFH5,0,0,0,0,0,0,0,0,0,0,0,0,83331000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NHL2,98133000,43332000,80107000,47185000,165970000,81015000,59148000,74997000,184760000,177050000,272350000,22922000,33288000,78134000,167050000,45288000,62385000,34159000,84183000,74479000,75889000,0,86719000,24953000,46435000,6019200,19476000,42024000,54134000,60387000,66185000,83405000,42204000,67383000,49602000,42300000,31584000,92125000,60336000,76906000,56979000,60164000,53544000
A6NHQ2,0,22709000,15594000,0,4601700,16752000,9524000,0,0,5014900,0,0,0,13002000,11418000,0,8712200,0,0,0,0,20133000,18867000,0,0,0,0,0,7004700,0,0,0,8970200,0,0,0,0,0,18050000,16948000,18354000,19636000,0
A6NHR9,0,1318900,311630,1864600,0,0,2710900,1373500,0,0,0,3697000,0,1045600,971410,0,893130,1884800,0,0,2676800,9246500,1662000,5906800,2918200,0,0,975240,722360,8447600,1905600,18249000,0,0,0,3820800,0,0,0,0,0,0,0
A6NIH7,0,9002800,0,0,0,10759000,0,0,0,0,0,5886700,0,0,11398000,0,0,0,6137200,0,0,0,5324100,0,3077100,0,0,0,0,8295900,0,0,0,0,0,0,8699800,0,8464100,0,7740000,0,0
A8MXV4,0,17971000,0,0,0,0,0,0,0,0,0,76295000,0,0,7712400,0,0,336650,0,0,0,0,0,0,0,0,355170,0,2682200,131620000,1049300,0,0,0,0,0,19172000,4695300,0,23893000,450900,0,0
B0I1T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C9JLJ4,12299000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E9PAV3,13072000,43946000,42898000,0,11957000,33711000,16608000,0,0,17977000,17143000,38522000,39629000,59955000,35583000,23493000,32911000,40260000,17425000,18832000,26333000,30111000,47406000,51867000,51539000,4544700,4251100,22267000,31309000,68789000,16934000,21621000,751390,20763000,24559000,52560000,26362000,33979000,34240000,41730000,29744000,35017000,32478000
M0R2J8,0,0,0,0,0,4997900,0,0,0,0,0,0,3549800,17520000,0,0,27482000,0,0,0,0,19003000,0,7669500,0,2369400,573710,0,0,0,0,0,0,0,0,0,0,0,0,91338000,0,0,9558700
O00139,17152000,44027000,41362000,15651000,41224000,26118000,29041000,73369000,28464000,61293000,85248000,16592000,18963000,54244000,32745000,36301000,23407000,17224000,17737000,26670000,28197000,4925200,22987000,19166000,25393000,1932300,3917500,22227000,17542000,56471000,49242000,51500000,16860000,12877000,17216000,22128000,19100000,43621000,58164000,20766000,34995000,38683000,35596000
O00151,0,18250000,92846000,0,0,20134000,0,0,0,0,0,0,5823200,14315000,2517600,10301000,9381900,9944800,96482000,0,0,9310200,18241000,29663000,0,342970,0,0,2530900,0,0,16199000,0,0,0,0,0,0,7890800,1706500,73116000,7762400,27349000
O00154,9547600,0,0,9042300,54034000,1191500,35223000,13689000,44095000,88216000,138390000,2207600,0,911810,3226600,0,888570,16570000,14906000,13779000,27407000,0,36578000,13196000,5537500,1382800,6595900,23344000,2469800,7694800,15718000,27261000,18588000,15988000,1284100,4438900,36134000,24217000,1123200,1906400,14766000,1691400,4800800
O00160,1768600,0,0,1611300,0,0,0,0,0,0,0,459140,172940,0,2255300,0,0,0,3983200,891120,594880,0,10122000,0,0,525550,0,503380,943100,0,0,0,0,0,0,490000,0,0,0,0,0,0,9635200
O00161,0,11626000,0,0,0,0,15775000,9889900,0,0,0,0,0,1748400,0,0,8423400,400520,0,978720,26665000,1161900,0,964320,0,0,0,1627400,0,8373800,0,0,13583000,0,0,0,0,0,15658000,0,0,14550000,9389400
O00168,0,8350500,7242200,8820300,18688000,0,22745000,0,14100000,27847000,35879000,5496600,0,11584000,19771000,8966600,0,20608000,0,0,32292000,0,0,11324000,2450600,0,168820,2451700,0,5024900,0,0,18785000,0,12590000,2575000,0,2940500,6608300,0,0,7136700,0
O00170,0,15206000,10129000,1978000,4806000,10585000,1866100,2594100,8071600,10701000,8609500,8511400,7486200,20315000,5809200,13938000,6124200,11443000,9877200,2391300,3369000,2603500,16003000,4682300,6110200,779900,1423000,3939800,2739400,4822500,8626300,0,1534500,0,7529500,6537500,1962900,6996100,7560400,11167000,0,6258000,3372300
O00182,0,0,0,4523500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12718000,0,0,2803300,1726500,0,1342700,6370200,0,0,0,10419000,0,0,5375100,0,0,0,0,7528300,0,3470000
O00186,3133500,9122000,0,1875000,0,0,8710000,3931500,2612300,0,0,2789200,0,0,3919100,0,0,2117700,0,2947500,5689700,0,2650800,4008100,1773700,0,0,1881400,2742800,0,0,0,0,0,0,2305800,0,0,0,0,0,6877900,0
O00192,3265500,4283300,1223700,339590,512690,0,5158600,2496800,235000,660970,973360,892740,591000,1692500,2974800,3062700,1741800,1172300,1883000,631630,8034600,2105600,2889600,1817600,1015900,436960,74984,906020,2750000,1269700,3427800,1701400,4556100,2250000,2006000,438010,1595800,1350000,3541300,1892600,1359900,5895400,2595600
O00193,0,0,0,0,0,0,0,0,0,0,0,14886000,5982400,0,0,0,6843600,9054600,0,0,0,0,10834000,16017000,0,0,522810,0,0,12382000,0,0,0,0,0,0,0,0,0,8440400,5729100,5933500,0
O00213,0,0,1275200,0,631080,0,991170,0,535140,484210,3299500,0,0,0,0,0,0,0,680340,0,0,0,0,0,0,0,0,0,344270,0,753500,0,0,0,0,0,0,0,0,0,0,0,0
O00217,1331600,3340900,2186500,5698100,29864000,0,15951000,0,12707000,39831000,63158000,8396100,7781000,25203000,1837800,2576800,11997000,6841600,1951500,545900,0,0,0,10702000,4211100,2934500,1021200,8594400,3588300,1770300,455640,4752800,4723000,6228600,1198700,8417600,7405800,5093100,1729400,2397400,0,6659700,7367200
O00231,2943400,18943000,16377000,912860,6134100,0,13672000,6493600,2780900,1972900,9613900,22373000,12966000,26638000,17536000,11291000,0,6523100,4455500,12589000,18146000,14906000,18063000,14850000,23526000,994050,1281100,12618000,8719300,42421000,7597500,9224600,0,2404300,0,16874000,14293000,14781000,14401000,18714000,0,4461400,13078000
O00232,0,29850000,11404000,0,6970000,0,6033500,19960000,1231000,9980800,8839300,17992000,15557000,24998000,0,0,19812000,13631000,0,8019900,5988000,6421900,0,17703000,11375000,1391400,0,7557700,12421000,24168000,3454800,18865000,0,9622100,3654500,0,18426000,3828500,0,19076000,5038700,8795800,17876000
O00233,1922900,21725000,15071000,0,0,35551000,0,0,0,0,0,18651000,4325300,17709000,14513000,20815000,12916000,15633000,14814000,0,1723300,12777000,32196000,27510000,0,0,0,8307500,0,15207000,0,0,0,0,12820000,0,0,0,20829000,8604200,31964000,19533000,9555500
O00244,27486000,48680000,37472000,0,18984000,56577000,44873000,23143000,6681700,22518000,0,29278000,18970000,30441000,46426000,65410000,20933000,18537000,30878000,7986900,26871000,0,27363000,20211000,6410200,2031900,0,0,17065000,14017000,13550000,0,21809000,11500000,20192000,22494000,37566000,27584000,80862000,16010000,57470000,59779000,31135000
O00258,0,1428100,0,438720,0,0,0,0,0,0,0,340350,0,1383100,0,0,0,0,405890,259680,1210600,0,843640,0,356280,0,0,0,0,0,0,1273900,0,549570,0,0,0,937010,1586900,1002800,1357700,1757100,1281600
O00264,52488000,364320000,158560000,25736000,73613000,160430000,191300000,150530000,40768000,97060000,298700000,99833000,42820000,118430000,89480000,304120000,91647000,101410000,102290000,72753000,169570000,149090000,184880000,104400000,56375000,6353700,6601800,35670000,79727000,226590000,78028000,235290000,69502000,92315000,51880000,117480000,126100000,146550000,273310000,132650000,114640000,253400000,103610000
O00273,0,0,2567400,0,0,0,0,0,0,0,0,24771000,0,2251300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10605000,0,0,0,0,0,0,0,0,0
O00291,0,13289000,0,0,8816300,0,0,0,9496400,11564000,16681000,30068000,4305400,10435000,0,33156000,0,0,4397600,0,0,0,347030,0,4523100,500760,955220,6304300,0,22706000,0,0,0,0,0,4860800,0,7866800,0,11273000,0,8378600,0
O00299,16892000,153610000,112150000,32043000,5242000,129280000,68118000,0,2266500,5212500,0,75812000,101680000,138930000,137350000,93735000,85661000,39226000,89513000,7535200,41425000,168630000,170790000,51726000,62177000,12748000,1767800,45205000,69804000,102300000,0,32745000,34549000,15048000,73303000,59471000,37729000,94243000,92065000,145420000,104190000,127080000,139230000
O00303,2918500,14460000,0,2246100,0,1421900,0,0,0,1984300,0,1938700,3664000,4825800,2964800,1668800,0,4631300,2334800,2173700,925660,0,0,5203700,3200800,0,847760,1870500,2643400,8256800,0,0,4641600,0,0,3241100,0,0,0,0,0,0,3418300
O00330,2543200,7055500,2925000,0,23190000,0,11255000,73425000,3781500,26895000,32458000,0,4194400,0,2367400,0,0,12715000,4281400,6245600,11225000,0,15972000,30399000,2267500,0,1324500,5762600,0,0,24609000,5700500,0,3790200,0,0,5394400,0,13287000,4093700,2757400,0,0
O00339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6840900,0,0,0,0,0,0,0,0
O00401,5552400,31893000,35978000,4409300,6445600,5210000,17759000,27131000,1504300,9977900,13643000,14499000,7926800,23236000,9720700,5901800,13434000,8674100,4579900,6338300,8959800,11995000,0,2314400,0,0,51812,17563000,5590100,15733000,11325000,11033000,0,3091400,0,3152200,0,4966400,7463200,8180000,0,5104600,10992000
O00408,0,0,0,0,10254000,0,9187500,0,3125800,11649000,20026000,0,0,0,0,0,0,0,0,0,8157500,0,0,0,0,0,0,305350,0,0,0,0,0,0,0,0,0,2203600,0,0,0,0,0
O00410,13617000,4147000,35943000,13293000,19608000,20651000,19280000,5677700,7572700,22990000,21151000,36611000,18230000,46125000,19381000,11074000,26088000,38767000,19148000,12902000,27844000,0,49199000,22945000,32521000,1491000,1566800,13407000,11512000,54203000,23898000,0,3603500,13746000,2807100,26168000,32275000,16098000,3449400,41321000,25668000,18095000,15219000
O00422,4078700,7018700,7519500,0,0,0,0,0,0,0,0,8395200,4176500,0,5655400,9878900,4156200,0,0,2069600,7118000,7681700,3207500,5583100,3191600,302450,0,1504900,4416100,9992100,4577800,0,0,0,0,1902200,6968000,1428100,0,0,0,5093500,5283400
O00429,58919000,54544000,42374000,25739000,196800000,36532000,136390000,105270000,82523000,263980000,452380000,72897000,25955000,53783000,49035000,70855000,34358000,70348000,47151000,73922000,129840000,57301000,74056000,88577000,53883000,5059600,11144000,100860000,32800000,75033000,55487000,170650000,43689000,77059000,22488000,50166000,176010000,88961000,44808000,51784000,74079000,48500000,80651000
O00461,3203600,6856600,3162000,574740,0,0,0,5827600,0,2986200,0,2162300,2186100,1547100,0,0,1478300,0,747670,0,0,0,928460,6089700,767530,0,0,745450,0,3600000,1281200,840240,1285300,1112100,2247500,3613000,6896800,3670600,1898900,1742100,2152200,1504000,0
O00468,16288000,6967600,76213000,1506100,3260600,43828000,5227700,40077000,1750000,4119400,14885000,109920000,119960000,71411000,26557000,35145000,96808000,12831000,41462000,1553700,13768000,18155000,33269000,78604000,40393000,11309000,378610,140080000,10637000,185810000,6942600,0,2181500,3003700,4051500,26442000,156330000,208180000,6266800,74074000,33250000,7528100,56712000
O00483,0,0,35116000,10569000,30647000,0,0,0,8792600,0,89796000,8964500,6872000,39799000,0,21662000,27003000,35331000,0,14478000,0,22743000,0,39940000,7785200,0,587350,3986300,19041000,17089000,0,34566000,16379000,0,8649400,0,0,14954000,10580000,22205000,0,0,0
O00499,14120000,11392000,864170,57106000,126910000,10949000,19513000,11767000,240410000,178980000,211690000,4539600,0,0,0,0,7381600,0,0,76029000,27335000,16693000,38397000,0,23044000,5381500,24107000,59504000,24091000,11839000,23363000,60944000,8182000,45780000,0,31083000,57372000,19818000,4891300,0,7843800,0,40560000
O00505,4730200,0,13379000,4955900,4167100,0,15531000,9898500,0,3831200,6759900,0,4620000,16629000,0,0,6133900,6895500,6252500,3127000,19297000,0,8129200,9453400,3081000,0,0,0,7660000,13986000,7811500,0,9357000,0,0,0,7163100,5565000,8621800,11851000,10226000,7357800,0
O00533,16105000,23452000,12006000,5505600,27862000,21831000,57579000,32607000,18026000,25379000,51207000,6722600,46878000,19042000,25181000,17909000,0,31614000,17645000,11342000,70967000,54561000,26933000,31301000,8149100,1015900,1202300,5690700,13069000,9622700,32012000,12337000,34628000,11991000,11625000,6938000,6936400,11075000,15901000,20068000,24516000,16644000,10595000
O00534,8318800,11387000,12802000,648970,886040,33421000,18258000,4072100,3116300,2123700,1834200,2006600,2026000,8355100,53201000,11665000,8518200,5045300,30783000,6513100,15937000,2446200,51123000,0,343400,962700,756700,362160,21370000,7177600,7141800,14207000,17846000,4601100,21748000,281950,2407200,1182300,8216400,5604400,37474000,11144000,25186000
O00555,0,0,45326000,0,0,0,0,0,0,0,0,0,0,49587000,0,0,6693000,2923300,0,0,0,7521300,0,0,0,0,0,0,0,0,3596900,20068000,0,0,0,0,0,0,0,5869200,0,0,3063000
O00560,0,5616800,0,0,0,0,6337800,0,0,0,0,0,4836900,14243000,0,2586000,3339300,0,0,0,10064000,10226000,0,5606900,0,1930800,0,0,1377100,0,0,0,2416100,0,0,0,9934500,0,2167200,17780000,0,3487000,14659000
O00567,9658300,44827000,8553900,2208300,1219100,9048500,10336000,1763000,80709,2382100,516200,33680000,17672000,34822000,6004900,37454000,7131600,8734000,3492300,9026500,12137000,12916000,22796000,16054000,27774000,2113800,2217300,10878000,9748900,46410000,17413000,5682800,5313200,2936000,1892400,28181000,1178900,8290500,14424000,9151200,5623200,24827000,11548000
O00571,66330000,174940000,75990000,18430000,26390000,25561000,81659000,67439000,2242000,22949000,32665000,68658000,67424000,100540000,62008000,124750000,75665000,57711000,55900000,17930000,82657000,66549000,48516000,82388000,80255000,8382500,2357200,36229000,49796000,118050000,52184000,42537000,58375000,36291000,47142000,67176000,116770000,57999000,62474000,56403000,42303000,119870000,104500000
O00625,719020,4356400,7768500,2055700,1767200,38552000,0,0,886020,0,4358100,1026300,0,6249800,4900000,5071000,6274200,9666600,22241000,933680,393750,806690,27737000,7186800,349820,201460,0,192130,2823000,2676600,0,11851000,0,0,0,0,1398100,1888200,13643000,2647600,13973000,0,6831000
O00629,11559000,18082000,17413000,11524000,4991600,22190000,15953000,0,4778000,7396300,8602200,22904000,16824000,35174000,25072000,16898000,18899000,22358000,7159200,11425000,11960000,18010000,8461100,27361000,22876000,2600800,2485900,9797900,19051000,48087000,11589000,0,11594000,1485600,5697100,11062000,9939300,3632700,0,18639000,16111000,10971000,18561000
O00764,16554000,50240000,10951000,8687200,11636000,17799000,8135800,26839000,18354000,32709000,59180000,9454100,5569300,9907400,24184000,24961000,5788400,22458000,28592000,12931000,14209000,20006000,28528000,19998000,8287900,0,0,3505000,10406000,8833200,20270000,7950300,12689000,13354000,15893000,8184800,22342000,8465300,22446000,8701600,16242000,37621000,11547000
O00767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14495,51158000,30287000,6300200,12042000,15245000,1460300,78991000,79208000,12438000,19273000,7207800,9836900,12753000,31423000,37136000,11107000,11029000,65308000,0,12828000,50486000,5592000,0,66890000,17545000,1423900,3378100,9499100,29300000,25130000,104570000,0,59550000,39209000,17025000,12367000,20367000,25367000,18913000,18322000,0,50571000,25996000
O14531,42773000,81820000,32763000,29840000,72985000,33058000,72830000,88153000,82412000,139600000,224820000,6891200,11630000,50650000,58736000,73906000,24143000,42915000,36858000,52622000,87081000,47306000,68175000,59216000,36197000,3955900,13254000,47773000,19016000,23139000,71816000,67862000,56806000,54840000,38737000,28936000,84083000,58583000,59386000,33110000,53759000,73362000,41965000
O14558,10837000,134620000,72610000,13361000,3648100,267280000,91175000,0,6733000,0,0,32455000,14693000,82751000,103160000,176090000,56987000,112240000,166570000,13548000,95367000,16431000,147860000,181440000,3196800,5853200,1552500,8621900,32159000,72065000,0,24505000,68507000,3862500,64468000,10396000,43694000,33096000,126960000,85263000,154640000,145900000,58326000
O14576,2910100,0,0,5411800,31559000,0,6917800,0,21827000,43798000,80165000,0,0,0,0,0,0,9420900,1267900,8060900,7414200,0,2710000,2014500,4550700,0,40274,10211000,3143900,0,0,13541000,0,2012200,0,0,13643000,9369900,0,0,2914900,0,2379200
O14579,0,17249000,14419000,2285000,0,0,9548700,0,0,3227100,0,1456200,1395300,23977000,17296000,0,17774000,10077000,19863000,1313300,9532500,2647200,11188000,19008000,666110,448920,0,554640,854190,11403000,0,1480400,2879500,3728500,0,679890,4474200,7319400,857190,16231000,6622300,8624900,0
O14594,370030000,13385000,460760000,449540000,200490000,0,192440000,687950000,256160000,271640000,374410000,407860000,154620000,619260000,92049000,15123000,271480000,495190000,4853300,98700000,194090000,23668000,10136000,451790000,22395000,10352000,23192000,230920000,136210000,649280000,723290000,329210000,96923000,459910000,44075000,34454000,469800000,283580000,20091000,334580000,15625000,18544000,65633000
O14617,11870000,18970000,42306000,9607400,37362000,27765000,21127000,14840000,6994000,53927000,103610000,26033000,15543000,49560000,11865000,28791000,37302000,32997000,24367000,544290,22143000,15787000,21502000,28539000,15217000,3656400,1624100,9262700,17154000,25655000,12616000,35717000,19087000,5737600,5407900,22098000,57249000,25071000,22429000,39026000,47629000,19641000,25588000
O14639,78195000,73315000,3354800,1195100,26349000,137150000,54125000,221530000,47327000,50539000,53407000,58760000,61353000,5456400,127540000,85925000,0,0,36485000,23834000,91553000,23087000,42568000,48138000,21532000,1434300,0,43499000,50031000,10479000,230870000,28465000,25228000,59059000,64920000,40666000,65396000,69130000,91815000,0,40196000,86028000,52560000
O14672,0,0,0,5037900,5215000,0,5509000,0,7784400,7371300,10413000,0,0,6428600,0,0,4867500,0,0,2937300,0,0,3366100,4773500,0,0,245020,838440,0,0,0,3366600,0,2722700,0,0,0,0,0,0,0,0,8398600
O14737,5111500,19038000,0,2224600,7648700,1824600,0,0,4848400,10712000,0,159350000,16772000,7515400,7774600,6705000,4558300,6587900,0,8285500,2427600,0,2605800,0,18530000,2088500,922340,11365000,0,300480000,0,0,0,3496300,0,8336500,3148200,13029000,0,10801000,0,17159000,9363500
O14744,8668600,67592000,19281000,9235800,9289500,17957000,39688000,13124000,5625500,13127000,10348000,27194000,31647000,23316000,32214000,57895000,24749000,6291200,72123000,16031000,51012000,56323000,131840000,19953000,30238000,775730,2107100,10546000,12035000,39787000,26156000,0,16802000,12438000,7382500,52771000,20283000,27712000,49525000,24928000,60272000,48609000,13791000
O14745,128690000,21432000,36420000,145230000,51935000,160140000,173340000,122560000,195550000,96563000,141910000,40759000,17758000,12040000,434770000,11556000,18960000,18149000,102460000,49393000,218350000,9362000,165300000,5570200,11825000,14923000,6651600,59115000,119290000,47236000,115300000,37273000,134550000,88945000,230970000,9684000,112040000,116040000,0,14897000,111770000,6930800,63498000
O14773,112250000,248530000,260980000,89062000,42856000,381700000,194410000,101050000,42723000,51870000,87592000,33616000,63486000,176030000,137720000,165700000,283020000,57695000,312780000,118430000,161600000,371360000,404830000,89717000,75355000,27013000,10977000,34406000,114170000,65786000,50630000,77752000,68244000,71493000,58835000,98477000,95881000,53383000,128010000,287830000,273920000,187380000,365870000
O14776,5459500,17569000,0,1407900,0,0,2941800,0,0,2895600,0,8615400,2160700,3533000,0,0,0,0,0,3231600,0,4803100,5217400,3876400,9077300,410780,0,4378400,5330200,14740000,0,0,0,4323700,0,8482200,0,3838400,0,1943800,0,4428600,8154100
O14791,0,0,0,3248600,0,0,0,0,0,0,0,0,0,0,0,0,5066500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14818,29285000,83843000,62161000,29854000,14728000,21450000,31375000,32692000,14032000,21027000,17738000,59565000,21695000,65882000,83619000,47454000,36208000,28713000,36948000,17526000,44444000,36164000,59850000,58056000,51484000,5000900,3807600,53388000,29706000,92659000,56141000,40002000,22305000,24301000,11634000,44523000,54960000,59424000,56070000,68191000,28547000,52669000,34816000
O14828,0,15814000,6849800,0,7547500,2689200,14477000,0,5936500,11398000,6880900,2287400,7223100,12573000,9650800,13102000,10815000,7052900,9470800,6290300,8896500,11498000,22430000,18618000,5254000,2881400,0,8838800,4257600,14516000,5732900,0,0,5554000,0,5104300,15298000,8443700,0,0,11280000,10132000,10500000
O14879,1003400,2012900,0,11668000,0,0,0,1445800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15954000,0,0,0,2157700,0,0,8746100,0,0,0,21670000,1318800,1276600,0,0,0,3203200,2010600
O14907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12131000,0,0,0,0,0,17294000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16801000,0
O14908,0,13162000,49205000,4355500,0,0,21179000,0,0,0,0,12560000,0,27469000,0,21338000,30797000,0,10727000,0,16134000,0,0,3904100,0,0,2622900,0,0,10550000,0,0,15522000,0,4168100,0,0,0,0,9614400,14515000,15757000,0
O14910,0,0,0,0,4189800,0,13335000,0,0,0,6754000,0,0,0,0,0,3501500,0,0,0,8782000,0,0,0,0,0,0,0,0,0,6090700,0,0,0,0,0,0,0,8874700,0,0,9164700,0
O14929,0,2803600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092800,0,0,0,0,0,2679200,0
O14933,3244100,12813000,2459800,1599400,416520,0,1704000,6555300,0,0,0,0,402740,1115700,6224800,10570000,3671800,3897000,1978200,1090200,382930,15460000,9402700,8676500,0,189690,0,288590,1686000,1056800,1752000,2433800,5000100,0,4953700,631070,7650800,2895500,2473800,0,4014700,6603000,6689700
O14936,36564000,8562300,14810000,24101000,15910000,719530,27373000,52164000,15900000,19893000,8743400,11915000,13410000,40325000,33483000,1495200,13326000,48905000,4809800,4855100,26399000,7814600,2511500,47402000,6106500,1739200,3225700,17729000,2464400,27420000,58886000,40175000,6600000,38966000,3375300,15303000,11589000,31481000,1172400,37510000,11780000,11388000,13444000
O14964,3314000,19705000,8380600,0,6003400,0,8874600,10510000,6919700,0,14032000,3999700,3684200,16927000,0,0,4663700,12524000,0,5652300,0,0,0,6880600,0,0,0,5017800,8831100,12122000,0,6734600,8828800,0,0,4201200,17193000,0,0,10937000,10600000,10157000,8722400
O14974,33472000,64803000,29560000,5853600,4721900,14086000,13338000,64192000,3102400,7137100,3675600,21096000,10350000,21837000,37882000,131470000,21159000,32149000,15374000,9249600,45824000,77910000,31050000,9329000,10456000,572550,0,9357700,11296000,42585000,12398000,40157000,18785000,15328000,699180,23086000,18328000,26389000,37656000,11122000,26227000,55297000,1528600
O14976,194010000,228510000,123720000,114880000,126230000,187730000,173130000,196450000,166530000,177270000,166480000,116370000,138840000,105740000,239850000,0,524750,0,261220,101210000,289850000,165660000,304120000,692390,163070000,27159000,28205000,153590000,165600000,224310000,241460000,0,154160000,151600000,98502000,126840000,0,199270000,539420,185140000,177530000,134210000,120030000
O14979,58884000,111820000,53407000,30481000,23993000,21668000,78154000,68892000,5557500,33999000,18586000,61445000,56449000,73733000,66057000,81315000,49556000,49865000,17603000,39908000,72525000,67315000,42472000,97785000,100230000,9079300,4911500,51129000,29930000,84507000,49552000,10175000,18859000,23933000,36994000,86378000,89433000,88996000,32412000,61437000,45899000,68236000,71793000
O14980,6445800,22733000,17408000,2281600,3049400,3556900,12502000,22296000,0,3745100,4964700,29941000,8589200,9233600,6721600,10106000,9445100,9663400,6729200,5764900,11972000,17753000,23640000,19364000,8030500,152440,2511200,8182600,4221500,35536000,7333600,4371500,12093000,5036800,7688400,9740400,9345700,12781000,16001000,17705000,20452000,21081000,10623000
O14994,0,0,0,0,40892000,2708100,19132000,0,5096900,51686000,127950000,0,0,0,0,0,0,0,0,0,6844400,0,0,0,0,0,0,6432100,0,0,0,8723900,0,0,0,0,17671000,5497700,0,0,0,0,0
