proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43
P15104,223690000,424330000,3378100000,114510000,334200000,229110000,289040000,371990000,68260000,455060000,661980000,63750000,176550000,4174100000,201950000,396940000,2636600000,740580000,192810000,230260000,295490000,950610000,387270000,519320000,40929000,43266000,38640000,188130000,125580000,143130000,318300000,178430000,158220000,181840000,123440000,59759000,458760000,286010000,148270000,2864600000,328660000,166540000,368030000
P15121,225260000,385200000,421820000,119470000,70089000,1546800000,484840000,463990000,93496000,136820000,237910000,268830000,56768000,504460000,361460000,330000000,210310000,343590000,1026000000,249740000,625100000,330900000,1189000000,394690000,163050000,35427000,36330000,45400000,205160000,368840000,293850000,227140000,380090000,203040000,159110000,140150000,168870000,150150000,354720000,376290000,1199500000,346910000,318820000
P15170,13674000,35900000,50984000,7185600,6312200,33782000,18843000,18012000,4327200,8259000,13921000,27059000,12433000,54392000,19838000,29828000,28005000,29983000,16516000,8276300,20936000,12614000,39510000,38682000,16202000,0,1087900,7387600,11870000,54810000,0,17787000,5809900,2903900,0,11324000,12261000,20621000,27498000,39233000,39044000,26379000,21403000
P15259,394020000,1767300000,334600000,74020000,417770000,433590000,287890000,838920000,233260000,509950000,819940000,94892000,99923000,284150000,1111200000,913830000,155720000,623180000,365460000,165050000,283860000,257510000,389970000,464670000,122720000,24929000,22390000,151120000,209130000,214230000,471960000,198520000,219420000,247130000,985090000,141500000,702470000,404620000,2295300000,265720000,355990000,2482300000,293010000
P15289,0,0,0,0,0,0,0,0,570140,0,0,0,0,0,1690200,0,0,0,3445700,0,0,0,2575400,0,0,0,0,0,1611000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P15311,690650000,2054100000,732020000,501420000,104640000,388870000,1186000000,665950000,96775000,143560000,72103000,347290000,662200000,895440000,1944000000,1531000000,529860000,362520000,500060000,564700000,1741200000,839840000,901580000,444670000,296590000,57097000,80066000,311430000,1318400000,592040000,619010000,886290000,1058300000,486090000,1200300000,468570000,853980000,794200000,1579300000,662910000,794530000,1679000000,923700000
P15374,4364200,0,0,0,0,14199000,9402600,1253700,1585700,5367600,0,18675000,7525700,19280000,4599000,0,9538200,12519000,20705000,8915900,24336000,0,37986000,14888000,5878500,800200,122030,7831500,3449600,28580000,0,0,9380400,3746800,0,7633600,6184000,12964000,1611600,0,18972000,0,13237000
P15502,0,10467000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2548400,0,0,0,0,0,0,0,0,0,13643000,0,0,14213000,0
P15531,63272000,154890000,154410000,45762000,63880000,216550000,107580000,85979000,37770000,97018000,132090000,119690000,81856000,143850000,59676000,122430000,83070000,100050000,147530000,83523000,105110000,141650000,220590000,129550000,79087000,11619000,10710000,42034000,40194000,128080000,60925000,109790000,79124000,75164000,60293000,87072000,84197000,88215000,84383000,113800000,176990000,107500000,112310000
P15559,0,0,0,3626300,0,88795000,0,4297500,0,0,3325400,0,0,0,6900500,0,0,18853000,64882000,0,0,0,59035000,17320000,0,1252100,0,0,3202400,0,0,0,0,0,1088500,0,0,0,0,4772800,51870000,6876400,12813000
P15586,0,1591600,200480000,3395800,0,11305000,0,1270000,0,0,0,1932300,3899800,236070000,0,0,258080000,0,7479500,0,0,0,6561000,3516500,4622000,0,0,403340,0,5403800,0,0,0,0,0,5687400,0,0,0,333710000,1083600,0,4187500
P15880,129300000,340910000,321610000,101770000,71040000,722350000,561400000,187210000,26416000,96892000,122460000,160280000,160390000,1080600000,1533600000,241220000,217060000,168000000,109160000,62486000,161310000,249530000,579840000,257420000,159670000,22089000,13246000,133700000,493680000,276140000,140140000,125470000,126330000,116030000,166310000,241560000,275630000,279000000,150200000,287420000,664490000,194070000,212240000
P15882,6867100,3234700,0,0,769480,0,0,0,465950,6563700,4863100,661220,0,0,0,0,0,7061400,0,614810,0,0,0,4021000,0,0,0,1876100,0,1126200,0,0,2240500,0,0,3293000,0,1357900,0,0,0,4317100,0
P15884,1590800,3189600,0,0,0,1780500,0,0,0,0,0,3664300,1635300,0,0,7043800,658540,0,0,1079400,2014800,0,0,0,1490800,0,0,1412800,0,5633800,0,0,0,0,0,0,0,0,0,0,0,0,1770700
P15924,74436000,6367000,41519000,36392000,18297000,51675000,0,75410000,0,22576000,24806000,33375000,21269000,68931000,197190000,110170000,24333000,22908000,30614000,0,71085000,40869000,57238000,66811000,11988000,3534700,0,0,91055000,36184000,74052000,52924000,54259000,0,123130000,25595000,67721000,9615900,116940000,43047000,51840000,120530000,70555000
P15927,0,10770000,0,0,0,0,9464700,8278000,0,0,0,14228000,6034800,7506200,17065000,0,4147300,7786100,0,0,10030000,0,7383400,10537000,3790900,0,0,3759600,5230700,19162000,0,0,0,0,0,7326400,0,8718700,0,0,0,0,5835400
P16070,172830000,1718100000,209560000,88501000,54224000,504430000,572490000,150230000,40357000,44701000,35368000,46431000,250250000,197720000,829130000,1548100000,258610000,72331000,362020000,155080000,952090000,566280000,668500000,106920000,100890000,46806000,14912000,119430000,287480000,71433000,98652000,446230000,560890000,116190000,507930000,138970000,278450000,187170000,1738200000,487970000,503330000,1829100000,352790000
P16083,0,14872000,0,0,0,0,0,0,0,10445000,3101800,0,0,0,0,1869800,0,0,0,0,0,0,0,0,0,2033100,0,0,0,0,0,0,0,0,0,0,0,0,54500000,0,0,41361000,0
P16104,27166000,68255000,22668000,6315900,6303100,4179900,2793800,49131000,6102800,6308100,9303300,6366200,6405100,10542000,0,15333000,9445800,6381700,5125000,3478400,3227100,0,4894300,7346900,5906400,0,0,1658600,10108000,19314000,18653000,3540900,13181000,12641000,2251900,10687000,41371000,14683000,31964000,8592600,4391300,21343000,13375000
P16144,3104400,7351600,0,0,0,0,3981700,0,0,0,0,0,0,4998300,7865000,0,9101100,2270400,0,0,8693600,6795700,0,1807400,1348100,386880,55942,0,6768200,0,2456500,3752400,4398800,2269700,0,0,4871300,0,6765200,5042200,0,6555000,9924700
P16152,274940000,1266800000,709290000,632210000,426650000,3345400000,812660000,22158000,1105900000,635070000,718460000,359840000,423920000,795880000,516820000,1111500000,374200000,1218700000,3402500000,488040000,733460000,349420000,4012900000,1202700000,324460000,101780000,103020000,434010000,281300000,469050000,17651000,471300000,561500000,288730000,323710000,266670000,549010000,611680000,1334200000,627360000,2412400000,2191300000,737820000
P16157,0,0,0,6787200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37375000,0,0,0,0,0,0,0,0,0,38777000,0,0,0,0,0,0,0,0,0,0,0
P16219,0,0,3476100,0,0,0,2668300,4075500,0,0,0,2017900,0,871400,0,0,4435900,9272200,2471400,956580,0,0,3797900,3236700,0,0,177210,0,0,0,11940000,0,0,0,4705900,0,0,0,0,6484000,0,1878500,1794400
P16298,0,0,0,0,39252000,0,0,0,11089000,60140000,25798000,0,0,0,0,0,0,0,0,0,6503300,0,0,0,0,0,0,12041000,0,0,0,11867000,1842000,11181000,0,0,674010,4185800,0,0,0,0,0
P16389,3665200,0,0,2813500,18776000,0,3229400,0,27429000,20653000,39665000,0,0,0,0,0,0,0,0,5706300,3401400,0,0,0,0,0,1480200,2204400,0,0,0,0,2900100,4501300,0,0,0,0,0,0,0,0,0
P16401,167220000,627890000,723730000,117020000,96340000,144720000,282290000,243240000,5871500,121720000,14891000,1932600000,549260000,831780000,660110000,601510000,374530000,185330000,72844000,171320000,294930000,971710000,267480000,355600000,380360000,50331000,26117000,974670000,382630000,1720300000,227930000,269910000,171330000,168430000,287360000,513640000,1078400000,1377100000,268920000,507980000,246070000,270050000,513060000
P16402,18703000,63504000,49497000,12064000,12034000,0,33944000,24615000,0,11473000,0,79032000,36950000,47266000,14280000,50348000,37150000,33774000,13602000,9793800,39118000,79056000,35114000,45154000,115710000,5433900,2088000,32510000,15245000,123950000,0,42858000,0,15245000,11619000,86685000,55093000,50160000,35141000,45024000,24548000,0,35863000
P16403,322820000,225330000,104460000,120540000,18624000,39793000,113290000,98362000,16295000,154320000,21121000,197950000,77538000,115470000,39083000,229480000,50726000,35623000,21481000,241800000,137440000,383910000,49619000,292980000,337260000,49539000,37757000,227470000,37550000,843800000,118270000,91543000,262040000,45183000,108270000,103220000,115730000,75163000,144320000,70118000,49496000,109240000,73636000
P16435,1125800,76481000,41301000,9350500,2449700,47880000,13389000,0,0,3632800,0,33441000,5579100,56859000,0,20071000,11332000,56638000,32328000,3158600,5538400,23409000,58145000,72015000,11289000,2115000,1530000,0,10737000,56452000,0,4228400,0,0,0,13726000,18222000,0,36454000,32491000,70914000,63858000,21078000
P16452,7683000,0,0,3196500,0,14132000,0,14657000,0,0,0,0,0,0,0,13838000,0,0,2730800,0,0,42985000,0,0,0,0,0,0,0,0,0,50694000,16353000,9014000,11011000,0,0,0,11748000,0,0,0,5281600
P16615,58981000,241530000,308000000,66977000,169240000,77878000,111580000,88311000,45773000,214170000,378410000,133950000,63202000,347840000,200260000,225930000,170610000,165120000,70796000,73531000,135850000,196620000,93787000,237130000,94480000,16696000,16351000,92879000,74484000,160070000,87962000,226180000,68736000,73127000,107290000,128990000,232850000,157980000,181330000,253360000,124930000,168460000,101920000
P16930,13098000,0,0,7133600,3505600,0,29138000,0,3641100,0,0,8327100,4911500,9833500,28636000,0,0,28881000,4559400,1380300,29748000,0,6614500,14445000,4518500,1356900,1317600,4663500,11762000,9302300,0,14812000,19368000,10050000,13041000,7317000,0,0,8121900,2055000,9225600,9170600,13679000
P16949,230800000,261160000,95718000,56501000,249030000,100220000,198650000,158470000,280210000,364900000,399350000,232610000,208580000,131870000,275330000,197030000,22551000,101220000,125070000,215000000,228340000,66612000,273800000,134380000,266480000,31318000,50467000,121550000,159100000,494460000,173520000,105810000,42546000,140060000,137350000,173830000,200420000,173170000,83429000,0,134330000,333520000,201250000
P16989,4482200,18333000,19826000,3999100,2009200,15816000,0,0,0,0,0,0,11438000,19556000,22221000,20208000,21604000,5818100,5571500,2594500,0,26673000,8501400,0,7037500,474560,93260,1320700,11755000,7277000,0,0,0,0,9477300,12866000,8205600,0,9041200,20454000,11095000,10746000,10062000
P17066,81665000,82544000,135020000,97459000,71890000,92998000,82095000,83356000,83096000,97839000,116110000,174740000,99671000,117370000,105280000,91253000,65286000,96456000,40349000,80864000,90641000,137500000,99469000,61857000,65621000,21822000,13400000,67792000,56106000,121090000,51703000,95297000,66561000,57460000,44064000,87508000,66552000,65621000,102500000,101160000,97378000,85655000,92565000
P17096,15641000,30553000,25679000,4863500,5940000,19428000,94436000,64145000,0,6430200,17364000,16184000,16747000,31493000,20251000,50891000,12223000,7093700,0,13333000,102950000,23568000,8771400,24213000,4287000,3466600,2346000,9954800,11764000,28286000,36866000,10402000,67592000,19202000,11317000,11739000,33810000,14884000,17945000,25040000,10827000,21378000,26517000
P17174,168050000,100620000,104270000,94777000,544890000,36580000,292080000,115020000,443430000,700600000,1152000000,77616000,57775000,111110000,66465000,132950000,48208000,119530000,41390000,194900000,320500000,73156000,57694000,123880000,88502000,7015000,29264000,224340000,36706000,93214000,129950000,210920000,145970000,130140000,35817000,137240000,407450000,243380000,85855000,47970000,48839000,70022000,87883000
P17252,50238000,15066000,6655400,0,2034100,568820,25209000,73167000,0,13693000,23499000,0,0,0,11659000,13820000,4986500,13077000,9772700,7912100,25360000,0,9949800,22442000,3827000,5411500,275850,13082000,0,10671000,31471000,0,9141600,21568000,26494000,5730800,17526000,13286000,10824000,12131000,0,31748000,6422200
P17302,177050000,1782800000,79931000,130790000,46529000,22756000,903090000,431560000,67364000,61864000,132330000,35051000,0,77847000,188260000,1493600000,89059000,199340000,0,28567000,1316100000,30259000,5039400,194380000,18175000,10124000,6398900,69316000,55578000,47872000,374460000,229530000,1169200000,120170000,128050000,20671000,159160000,112730000,4289300000,101520000,18063000,3810800000,23559000
P17480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029700,0,0,3281000,0,8003500,0,0,0,0,0,3517500,0,0,0,0,0,0,0
P17568,0,0,0,0,0,0,0,0,0,5494400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P17600,221440000,6360600,4854400,69744000,2677300000,1589800,1636800000,533960000,740460000,3786200000,7593100000,19650000,3644700,5828100,0,735740,473730,27010000,13536000,178960000,1347200000,307550,13201000,21792000,288400000,6268400,26514000,1063000000,6565100,19300000,424420000,1372100000,608040000,454280000,13928000,361960000,2641300000,1029100000,29391000,542670,0,37939000,71524000
P17612,0,0,0,0,6305200,0,0,0,0,11621000,12878000,0,0,0,0,0,0,0,0,0,0,0,12653000,0,0,1389300,617020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4772500
P17655,115810000,256650000,128140000,39153000,18529000,53971000,106300000,178770000,22620000,35244000,5359400,52692000,105220000,145850000,218310000,184700000,99276000,77417000,64447000,70200000,152970000,52737000,48404000,100510000,52180000,16566000,13419000,17483000,100650000,121770000,104700000,77907000,77369000,60662000,142270000,65935000,58599000,49660000,192090000,146910000,21751000,199900000,120930000
P17661,29579000,360990000,51649000,0,0,104380000,56396000,58370000,27707000,9475300,46920000,39754000,24821000,50493000,56937000,283920000,13355000,0,68670000,22929000,123120000,117630000,67409000,8976300,32888000,3832200,736740,3544600,25531000,45880000,60420000,27635000,67723000,27857000,33398000,73646000,0,0,240940000,30553000,48168000,260920000,30976000
P17677,378420000,1250700000,502170000,186080000,1174100000,917100000,1163800000,188050000,475330000,1739200000,2648600000,166790000,648740000,488930000,589720000,1321500000,365070000,209200000,518430000,413970000,1018600000,1367500000,817960000,194410000,225830000,50287000,24057000,268600000,413410000,194960000,198230000,664170000,630120000,404120000,297970000,271960000,983110000,574770000,935810000,436890000,840350000,946310000,770190000
P17693,9981500,43671000,13851000,9878800,0,0,12851000,0,0,0,0,10215000,12502000,11894000,11089000,36471000,11796000,0,10767000,6001600,0,48531000,0,0,30887000,3341800,0,4179700,0,0,4671600,42647000,0,6792500,6248000,24563000,0,0,24179000,12002000,0,21858000,33576000
P17812,995050,14318000,1258600,761350,3995500,1140900,1901500,0,5078100,5252000,8845600,13292000,15216000,0,4437900,0,1961600,12393000,6832600,0,1655200,3739100,8182800,4768200,13415000,0,0,7208300,0,26618000,0,0,0,0,6335100,16890000,17830000,0,0,0,1461000,0,6207700
P17844,27271000,104590000,89666000,17938000,10427000,69005000,39932000,56461000,1423100,18136000,9256300,77801000,62972000,98600000,23531000,120180000,73014000,57439000,21680000,30936000,34515000,61413000,81660000,57405000,79248000,10769000,7228300,44906000,44709000,125580000,42540000,32664000,27268000,24136000,15082000,108910000,97151000,63586000,48896000,44708000,81568000,52775000,37404000
P17858,72086000,167060000,54984000,74211000,67471000,183830000,113300000,117620000,66379000,111600000,133690000,79663000,81104000,58636000,224740000,78824000,43771000,49274000,124680000,63727000,163830000,160070000,235150000,94782000,39489000,9786500,11802000,62119000,87304000,49898000,107770000,73612000,97458000,103080000,161510000,41746000,128980000,138360000,165930000,75952000,129730000,128820000,132410000
P17931,8899600,169360000,86602000,7151600,22604000,224580000,64654000,3606300,4990600,21305000,11141000,158090000,148020000,104630000,177450000,104550000,158620000,15385000,139060000,3988300,65334000,218310000,264230000,33172000,120640000,7050700,1030700,46032000,71067000,265590000,0,160720000,55134000,9270200,143840000,164490000,64360000,61685000,109130000,313860000,189240000,130020000,59407000
P17980,33049000,73030000,68262000,27211000,25240000,47285000,48080000,39419000,19643000,32985000,10551000,70265000,47761000,72975000,55197000,42287000,58187000,35654000,55780000,36193000,55754000,55899000,73182000,53677000,43224000,7342400,6264400,37196000,35519000,110520000,40273000,45186000,27203000,28271000,17964000,54837000,64769000,48736000,33135000,65958000,44949000,35708000,36784000
P17987,102300000,235430000,181660000,64583000,94939000,109390000,168350000,163880000,79998000,139820000,229760000,71112000,131080000,230240000,201980000,217230000,113350000,124460000,48457000,69703000,164430000,176790000,102090000,142140000,102930000,15633000,7826400,79873000,109520000,108410000,123610000,153140000,97161000,92396000,102760000,153810000,237500000,162430000,179390000,186630000,127130000,189750000,159480000
P18065,0,0,8348000,0,0,2637600,0,0,0,0,0,8472700,0,15909000,12343000,0,0,2730300,2049200,0,0,6870500,0,5148200,20769000,0,0,7613000,2095100,6659100,0,0,0,0,4104700,34467000,37676000,18988000,0,7321500,0,0,1246600
P18085,63382000,105020000,126330000,49493000,28356000,127150000,71239000,47480000,17841000,31424000,39559000,92649000,56211000,181160000,128510000,44601000,87284000,97821000,94391000,35103000,123740000,117190000,119230000,129410000,43388000,7464400,5707500,49985000,43774000,97489000,77032000,43854000,18379000,60063000,65413000,55786000,61720000,79036000,48873000,152970000,50599000,71097000,79556000
P18124,147480000,343570000,284520000,109940000,73656000,274330000,213360000,190680000,34268000,106150000,144820000,220490000,189190000,405300000,340310000,289170000,214240000,225650000,210590000,100380000,261230000,405810000,313490000,438130000,199650000,18673000,15891000,142090000,179760000,351200000,189500000,179820000,152690000,146590000,171910000,208110000,323410000,286750000,230060000,358210000,301950000,260660000,247370000
P18206,120650000,421330000,257470000,79317000,33978000,179190000,179990000,361170000,488670,42050000,30059000,114130000,230080000,317050000,395940000,358390000,196270000,89146000,119330000,342320000,204400000,156960000,178450000,268700000,155870000,30973000,49193000,120120000,206730000,215890000,443180000,158170000,108830000,137060000,218190000,198330000,154430000,133550000,336710000,217100000,156920000,474640000,180150000
P18433,0,15689000,0,8539600,7053900,0,0,0,15071000,10053000,22766000,16961000,20250000,16122000,3128200,0,9982600,0,1512000,9324000,0,9700900,0,0,0,0,807790,8344900,0,0,0,0,0,9704300,0,0,11085000,24322000,22245000,13201000,6487200,10654000,0
P18440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2064200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P18583,0,0,0,0,0,0,8606000,0,0,0,2027100,0,0,0,0,2369000,0,9208700,0,0,2618100,17663000,27501000,0,0,0,0,0,0,0,0,0,0,0,10542000,0,0,0,0,0,0,17734000,0
P18621,31705000,52239000,58357000,26630000,9497400,35562000,35496000,39533000,0,19425000,10738000,24898000,45964000,72020000,51194000,18631000,45068000,67363000,19985000,29163000,25557000,51048000,48766000,56681000,27627000,6473100,6281400,36071000,21525000,87684000,25015000,42246000,19705000,20029000,25276000,60956000,53383000,37993000,14620000,59272000,53393000,44827000,61719000
P18669,261550000,222860000,159070000,89474000,313890000,376340000,313290000,506090000,312530000,464240000,731570000,92801000,190010000,213000000,359290000,127590000,134340000,304450000,264270000,231410000,430730000,180620000,313050000,358080000,142790000,26340000,60091000,277100000,68517000,141130000,451130000,194390000,198830000,260090000,169750000,166160000,363060000,262200000,231650000,176840000,246540000,214780000,178190000
P18754,6380100,12711000,10691000,0,0,7416200,0,12048000,0,0,0,15611000,15253000,0,6850300,14236000,0,0,3924700,5502100,0,0,4582700,4684400,15762000,915880,0,2121400,8247400,40819000,4988300,0,0,0,9185300,21851000,4247100,8283600,0,7769500,0,6350500,5244100
P18859,34835000,59102000,78908000,11513000,100650000,30380000,22572000,186510000,27118000,118480000,170410000,25540000,31816000,66826000,10024000,62669000,11387000,28569000,32838000,59002000,15173000,34219000,44079000,60669000,31242000,4419600,9198800,53290000,22861000,33153000,197740000,74584000,37291000,57643000,987860,42436000,50851000,33209000,55061000,38682000,45048000,64720000,42106000
P19022,138230000,350790000,74316000,37072000,45944000,40986000,256540000,238410000,9301200,18274000,35852000,108910000,84954000,100300000,149210000,324760000,39478000,158540000,28911000,31976000,269610000,92606000,44490000,155850000,36402000,9657900,6235200,41285000,78377000,119800000,233980000,60368000,66014000,60220000,82591000,54327000,79505000,83664000,341500000,64447000,6289000,306100000,70664000
P19086,2975400,1358100,0,1059800,34923000,0,6795400,7112000,13147000,47383000,52084000,0,0,0,1783600,3618400,0,2153100,0,1940600,8550500,0,5518600,0,727220,0,165900,1323900,1017400,0,2841000,4015400,2264700,11697000,0,0,8421000,2967700,1995100,0,4916000,2460600,20168000
P19105,97937000,72486000,107460000,55799000,58674000,98866000,143850000,34488000,50623000,73712000,90057000,180000000,165360000,274230000,114980000,64973000,115650000,151240000,112010000,73898000,150250000,168270000,171690000,258880000,119610000,28925000,9525100,89811000,79574000,227990000,81974000,70275000,93058000,77615000,45045000,143080000,114430000,127950000,60045000,168010000,138790000,131630000,157970000
P19174,0,9652100,31354000,0,2023400,0,20747000,0,0,0,0,29416000,10134000,51204000,14345000,10750000,12952000,38557000,3652300,0,4461200,8512900,8403200,40987000,11919000,1074700,670840,7517400,11417000,24072000,4370800,10280000,0,7214700,15987000,12117000,7244000,9089300,7343700,22180000,5558600,3490900,0
P19237,10836000,22697000,44310000,49180000,13350000,0,20793000,0,20739000,0,0,14738000,13574000,38306000,51575000,25282000,21549000,46017000,0,22603000,23649000,20890000,0,0,8222700,1509400,1100300,4755000,22612000,19461000,0,52408000,11446000,7563200,24440000,12175000,18974000,11491000,19605000,21752000,7590400,13456000,26138000
P19338,326740000,1122400000,663370000,168230000,168660000,420200000,348380000,425170000,78602000,214910000,135460000,882040000,475820000,635960000,433230000,885000000,381090000,371610000,257770000,161830000,463090000,736780000,481900000,464180000,585760000,61143000,34962000,334030000,311110000,1344100000,368160000,287250000,244480000,251830000,262910000,761730000,672210000,556210000,432390000,571920000,385620000,420020000,416820000
P19367,208730000,134570000,153530000,121700000,976450000,153620000,669950000,555710000,424090000,1528300000,2663200000,92813000,112280000,160320000,174100000,111180000,112220000,199520000,107380000,200710000,558430000,240350000,235950000,248690000,156950000,17324000,38395000,342390000,31446000,125630000,388850000,674200000,296870000,261910000,48415000,170870000,728240000,449310000,153850000,165690000,177870000,101000000,161450000
P19388,0,2977000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2886100,0,0,0,0,0,0,0,0,0,0,0,0,0
P19404,17274000,25386000,27529000,9627200,84201000,5930000,28799000,8874900,21920000,95987000,127930000,7835400,16014000,37079000,22875000,19599000,20563000,57090000,8416800,14774000,25302000,0,13628000,54686000,26216000,3060300,3208900,24172000,12504000,16621000,15535000,28627000,16287000,22550000,9054600,14764000,28751000,32593000,22399000,27568000,8230700,31907000,26908000
P19525,3395200,31995000,0,7200600,0,0,9506700,0,0,0,0,5788000,13088000,4192300,3868700,0,6450500,15404000,6220400,4171800,17443000,0,8038800,13283000,26373000,1656800,273490,4661900,0,4213500,0,10601000,11830000,2481800,5917500,20274000,13686000,5834200,7003600,0,0,13050000,3718400
P19623,8742400,10341000,8898100,2676600,5454500,629570,5108600,4852200,6679100,5464300,3152500,8051400,3511800,7988800,6329100,0,3849500,9897700,2782000,5935200,665130,253780,2606400,11400000,18061000,627350,995800,5414900,3955600,21060000,7246500,392900,2404000,6919000,4575600,24026000,15587000,14447000,0,9274800,6674100,844720,1306300
P19652,4724300,0,12221000,6416600,0,0,0,10790000,9773400,0,0,23278000,37181000,18195000,14402000,0,23506000,3626200,8069700,14423000,0,22927000,18993000,1974200,28387000,2357400,920440,10033000,5419000,27863000,9521300,7796900,0,0,3363200,16243000,10830000,28753000,0,38830000,13149000,0,7783800
P19784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P19823,43930000,40482000,86100000,132060000,28808000,18749000,47307000,19735000,59681000,32535000,28641000,47208000,142000000,121230000,121780000,9944000,122940000,57586000,33775000,23525000,38196000,196260000,63050000,80462000,106270000,10847000,12988000,87971000,76131000,38545000,78150000,108940000,0,32375000,46522000,159700000,124120000,146040000,24923000,168520000,42680000,29214000,85817000
P19827,18265000,23131000,130160000,95956000,6009900,18133000,24346000,23869000,7479300,958790,13171000,44941000,87194000,183570000,51823000,10701000,103780000,30902000,4850200,17641000,9619200,137380000,53393000,196430000,24807000,7453900,1540800,91319000,60192000,144780000,14779000,153580000,0,19058000,4086500,19850000,213680000,256590000,19693000,209110000,44988000,6712400,82717000
P19971,16442000,14559000,6392900,2541500,0,40938000,7542400,466720,0,0,0,1387900,29634000,3726700,39512000,5947100,5616400,2423200,72091000,1333100,14657000,58014000,146270000,10873000,15780000,6849000,47569,2667900,13572000,3311800,775010,5987600,7861100,2318200,14099000,8182800,7136300,1273400,5870100,3567300,72360000,6265200,65475000
P20020,127470000,183050000,76223000,104110000,559630000,90247000,474190000,186700000,138880000,741140000,1073000000,77521000,105450000,75324000,186360000,215330000,74768000,282010000,71621000,86401000,610230000,109950000,130640000,323680000,71452000,12510000,10798000,156790000,101650000,167790000,191990000,317630000,215330000,159340000,88179000,109270000,301260000,195960000,201520000,98226000,114030000,215690000,143280000
P20036,4869400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2642300,0,0,5854500,0,0,0,0,0,0,0,0,0,0,0,0,0,12681000
P20042,34940000,78989000,60280000,24818000,6708000,28050000,62205000,48088000,8829200,6253800,7193600,79122000,52076000,91367000,37513000,52574000,32119000,25998000,50186000,32861000,62748000,51806000,76673000,54752000,39429000,9902700,2479100,20289000,41747000,129170000,33578000,25332000,20002000,29868000,34165000,35030000,34166000,34849000,52827000,59574000,64263000,28138000,57688000
P20073,592680000,464350000,107770000,74421000,65926000,918280000,621790000,728120000,109400000,101040000,98596000,20047000,18608000,153540000,555580000,527680000,99084000,113610000,344150000,204120000,889310000,124700000,605380000,216860000,43265000,30568000,15891000,52082000,235270000,102470000,687160000,282760000,649310000,433150000,329370000,136050000,144890000,83242000,577940000,161540000,656870000,544700000,315740000
P20290,6906200,18986000,20840000,0,0,16819000,16315000,8407800,0,6194600,9240500,0,0,29710000,0,18298000,12563000,0,6424700,0,0,29961000,14951000,9812500,3793100,0,0,0,7391100,10611000,14395000,13204000,11966000,6594800,0,0,15801000,16396000,19012000,18515000,15052000,17917000,19259000
P20292,9670100,29751000,26048000,1246600,0,26898000,25154000,2334000,0,0,4470800,115220,21537000,18764000,20060000,28882000,16582000,3149600,25080000,9311000,33834000,123640000,42088000,3089400,308370,1837500,12995,261180,15417000,13577000,594800,15052000,21392000,828200,12823000,9536100,15869000,660070,26794000,29229000,38977000,24966000,21761000
P20336,57016000,45815000,9069000,32113000,251560000,200330000,100790000,107760000,69037000,323100000,474150000,15988000,56904000,31315000,19885000,31956000,16618000,80712000,30451000,30404000,80933000,0,34442000,52554000,98134000,3953200,16261000,55366000,18838000,68805000,130890000,131420000,6944100,80011000,15681000,82558000,137300000,57174000,22092000,64677000,18257000,41612000,32488000
P20338,12144000,33631000,5229700,3994400,18261000,0,1780900,0,4053500,7218400,42567000,6812400,0,14705000,12667000,25287000,0,15993000,0,3554800,6531600,5683200,0,0,3525200,0,0,13820000,5716700,21763000,11020000,9336000,0,10013000,0,0,15732000,15919000,8501100,0,0,7999400,7014000
P20339,5908800,61181000,9175100,5343600,0,0,13766000,44945000,27576000,8065300,0,6347800,6470400,7223900,51519000,58404000,5231900,38290000,10115000,46406000,55229000,13334000,18110000,54492000,7633000,1265200,4899100,8383300,22382000,13410000,33472000,0,39868000,1510300,8313000,6930800,18165000,8973600,100910000,3530500,8857300,49038000,9316500
P20340,156820000,361130000,279840000,133290000,214510000,221110000,338680000,384070000,182170000,279130000,417720000,212150000,194760000,332550000,208690000,322780000,197610000,130740000,174100000,123060000,302650000,206060000,165850000,260270000,152090000,24388000,21594000,138790000,217780000,293610000,247610000,93390000,145250000,125210000,119320000,178270000,218440000,205950000,357400000,242480000,226600000,393370000,207030000
