proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21
A0A075B6I0,0,0,0,7803900,0,0,0,0,0,1288500,0,0,0,0,0,0,0,0,0,81982000,0
A0A075B767,0,0,0,469720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0A0MS15,0,5609000,4113800,0,46922000,4468100,57318000,987590,15390000,0,0,3471300,0,12869000,0,0,0,0,0,6854500,11966000
A0A0B4J1V0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32891000,0
A0A0B4J1X5,0,0,12281000,91742000,131860000,16669000,91105000,10602000,41267000,2780900,124180000,37272000,90486000,14554000,5595700,0,0,11198000,0,322950000,70804000
A0A0B4J1X8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46664000,0
A0A0B4J1Y9,0,25622000,0,67093000,0,0,0,0,0,2657000,0,7676800,0,0,10208000,2646000,0,0,26604000,106910000,0
A0A0C4DH38,0,0,0,10028000,0,0,0,0,0,5122200,0,0,0,0,7633600,0,0,0,0,317660000,0
A0A0C4DH67,0,0,0,0,0,0,0,0,0,2621700,0,0,0,5403400,5019200,0,0,0,0,74165000,0
A0A0C4DH68,0,22310000,0,0,113190000,0,0,0,35107000,0,0,0,0,0,0,0,289790,0,18839000,80057000,60266000
A0A0C4DH72,39400000,0,0,0,0,21048000,51798000,0,0,0,0,0,0,0,4504300,0,0,0,77259000,62079000,0
A0A0J9YXQ4,14412000,0,0,0,16698000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0U1RRL7,0,0,0,0,0,27089000,0,32189000,0,0,0,0,0,0,0,0,0,0,0,0,0
A0AVT1,995510000,1472900000,120200000,971210000,238270000,116600000,318890000,159980000,353490000,9253700,200120000,231850000,72379000,415620000,42612000,32932000,16852000,7816300,949970000,7974400,2016000000
A0FGR8,134250000,205160000,123050000,380430000,84962000,98751000,42940000,133110000,258060000,0,24326000,8967800,66895000,149560000,0,105660000,172240,0,252350000,10720000,45176000
A0MZ66,120540000,469940000,182720000,751460000,34133000,199820000,46638000,105050000,133590000,0,17650000,79838000,55416000,190520000,895200,5986100,0,0,389190000,0,139360000
A1A4S6,0,0,0,0,0,0,0,0,5257400,0,0,0,0,0,0,0,0,0,0,0,0
A1L020,249990000,333750000,0,298840000,24742000,0,64933000,0,116290000,3349500,65370000,25877000,0,40669000,2854200,0,0,0,126350000,2069500,245200000
A1L0T0,25807000,0,7050400,138160000,35492000,23340000,34177000,46468000,26304000,7314100,0,0,0,0,3700000,1756600,4420900,0,32121000,0,0
A1X283,0,0,6691200,20852000,0,0,54403000,0,17230000,0,0,25213000,0,64523000,0,0,0,0,195910000,0,96327000
A1Z1Q3,18154000,0,0,0,0,0,0,0,0,1036900,8953400,0,0,0,18014000,0,0,0,72949000,0,0
A2RRP1,219230000,71451000,0,0,10382000,0,0,3555100,12067000,2824400,0,0,0,29513000,0,0,0,0,41486000,0,0
A2RTX5,18763000,73352000,30316000,0,0,31475000,9788300,19705000,89707000,0,0,0,0,9597600,0,0,0,0,94569000,0,53612000
A3KN83,0,0,0,0,0,0,0,0,4509000,0,0,0,28886000,0,0,10048000,0,0,14960000,136300000,0
A4D0S4,0,0,0,0,0,0,0,0,0,5147000,0,0,0,0,4434500,4505400,0,0,0,0,0
A4D126,0,26557000,0,0,0,0,0,0,0,0,0,0,0,12622000,0,0,0,0,0,0,0
A4D1P6,73622000,70909000,0,0,0,0,31693000,0,0,0,0,0,0,0,0,0,0,0,28133000,0,49573000
A4D2P6,0,0,72793000,0,0,149970000,0,54518000,31772000,0,0,0,0,0,0,0,0,0,0,0,0
A4UGR9,1211900000,0,109870000,0,0,14135000,107460000,8611200,29616000,0,0,106770000,153330000,0,7001900,9034000,67072000,0,218570000,43502000,946820000
A5YKK6,296430000,704400000,1661800,238410000,46485000,85313000,129900000,57491000,189500000,16898000,23592000,40283000,0,272730000,27110000,4418600,2110200,0,461290000,0,240570000
A6NDG6,70571000,0,29153000,104640000,15950000,71915000,4611000,59840000,20029000,1174200,0,0,0,4521600,17953000,0,0,0,57721000,0,32998000
A6NDU8,0,0,0,0,0,0,0,0,0,1906300,0,0,0,0,5495800,1944600,0,0,0,0,0
A6NE02,166820000,32284000,1062200000,17558000,29386000,417390000,0,880200000,0,0,0,8944000,0,15889000,0,0,0,0,186620000,0,25203000
A6NFI3,67309000,110700000,0,3136700,0,0,2723000,0,0,0,2143400,915320,0,0,0,4512400,6057700,0,96447000,0,0
A6NFN3,0,0,21448000,0,0,57621000,0,29510000,0,0,0,0,0,0,0,0,0,0,41007000,0,26627000
A6NGB9,0,0,0,0,0,0,0,0,0,0,0,15175000,0,0,0,0,0,0,0,0,0
A6NGN9,20418000,153680000,39654000,3863300,29218000,45529000,0,52724000,17504000,0,5996000,18132000,1610600,1233800,0,0,0,0,74156000,0,0
A6NGU5,0,95263000,0,0,0,26136000,0,11433000,0,0,0,0,12857000,16779000,0,0,0,0,0,24619000,73571000
A6NHL2,0,0,57555000,57871000,45268000,68673000,88910000,128610000,143260000,7244200,81601000,18290000,9460100,79170000,0,0,0,0,0,3621500,0
A6NHQ2,409810000,1437300000,123470000,297700000,295580000,29392000,195830000,59753000,257180000,1594000,21359000,107700000,0,443160000,35532000,19736000,5337500,0,564210000,11388000,1065700000
A6NHR9,362910000,377670000,95900000,202210000,25261000,0,188090000,10457000,189890000,3228900,65676000,96340000,4182200,184740000,16557000,18786000,6938000,0,810950000,17166000,210180000
A6NIH7,0,94948000,0,0,0,0,39959000,11546000,0,0,0,5835300,0,0,0,0,0,0,48635000,0,0
A6NJT0,0,56541000,0,98908000,0,0,0,0,0,0,0,0,0,16355000,0,0,0,0,0,0,40356000
A6NKD9,29529000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NKN8,8824000,0,0,0,45013000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NKT7,67615000,144530000,44390000,17249000,48629000,50946000,55477000,35163000,74264000,342270,0,30127000,0,70466000,0,0,0,0,171460000,4229000,122150000
A6NMB1,0,0,171090000,598490000,870790000,0,907180000,40365000,31306000,0,0,0,0,101120000,225480000,451810000,15133000,0,0,344460000,0
A6QL63,19187000,711120000,0,30134000,0,0,0,0,39222000,0,6207900,8337200,0,59030000,31419000,0,0,0,194280000,0,29777000
A6ZKI3,31802000,136880000,8218600,16994000,0,0,13253000,11143000,0,0,0,0,3835400,23161000,2885100,0,0,0,40725000,0,9952500
A7E2V4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7MBM2,0,48222000,0,0,0,20313000,0,0,0,0,0,0,39175000,0,0,0,0,0,70199000,0,80661000
A7XYQ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MUH7,287620000,931490000,272560000,0,1017100000,0,808260000,87555000,338640000,0,475780000,0,650040000,0,0,0,0,0,573840000,836350000,26639000
A8MVU1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MVW0,0,8511900,12911000,415110000,14573000,102820000,167560000,67053000,12508000,0,0,162140000,32899000,13835000,0,17392000,0,0,24385000,0,411100000
A8MVX0,144400000,0,191780000,0,0,399290000,0,846700000,0,0,0,0,0,0,0,0,0,0,66259000,0,0
A8MW92,0,0,0,0,0,0,0,0,0,3677100,0,0,0,0,0,3704900,6283600,0,0,0,0
A8MWY0,0,0,0,0,0,0,0,18372000,0,0,0,0,0,0,0,0,0,0,0,0,0
A8MXV4,15544000,7440300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39335000,0,0
A8MYU2,48440000,63545000,0,5555300,0,13962000,0,8087900,37431000,0,29206000,0,0,25942000,0,1730900,0,0,0,0,31808000
A8MYZ6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C9J069,24364000,0,44124000,0,0,122350000,0,115940000,0,0,0,0,0,0,0,0,0,0,25712000,0,0
C9JLW8,622140000,130900000,10893000,129870000,1392500,15138000,11600000,1472900,39433000,0,6195600,25467000,0,30934000,0,3953300,2306000,0,210770000,11433000,118520000
E9PAV3,1174000000,1444000000,218290000,665280000,363760000,253860000,407270000,115550000,416340000,16645000,296880000,599340000,124800000,943290000,104810000,11107000,15389000,32340000,1080200000,180100000,1190500000
O00116,15602000,31518000,0,51249000,30619000,47613000,0,49335000,24163000,0,19262000,0,0,17209000,0,0,196630,0,27370000,0,41949000
O00139,630650000,241210000,173200000,235850000,173410000,147070000,180300000,146740000,279640000,4313900,38954000,43786000,8274500,145290000,5030700,28725000,331700,0,892210000,37605000,515060000
O00148,165160000,309760000,0,0,0,0,8572300,0,42273000,5216900,0,0,0,35726000,17766000,0,0,0,155280000,0,146990000
O00151,565600000,768570000,49191000,40355000,16927000,17507000,131200000,48454000,244380000,5871400,303380000,14154000,0,13905000,16072000,61213000,163180000,0,28464000,252010000,39276000
O00154,1275000000,489560000,962030000,1361300000,31132000,1271900000,306610000,1076400000,504570000,26339000,2519900000,237040000,34274000,991170000,35986000,20623000,11492000,0,1626100000,370390000,313960000
O00159,0,326210000,46288000,4581000,82373000,287020000,101260000,131850000,462570000,6725800,85214000,22947000,166020000,131160000,21225000,6921000,0,0,79551000,151620000,72676000
O00160,0,0,0,0,0,14447000,30462000,0,36207000,0,3563800,0,0,6875200,0,0,0,0,0,0,0
O00161,0,0,35946000,29091000,0,0,54427000,59258000,70601000,0,0,0,0,50282000,0,0,0,0,0,0,0
O00165,103760000,86036000,10366000,26465000,0,0,13142000,1709400,6329600,0,0,0,0,11323000,219450,0,0,0,50564000,4174400,67793000
O00168,232180000,22872000,223230000,0,0,466550000,0,506040000,77596000,0,0,0,45409000,19023000,0,0,0,0,112620000,0,0
O00170,200630000,469380000,218970000,245540000,113470000,220760000,78947000,169800000,472330000,10115000,12543000,30731000,51756000,218810000,15016000,5209500,5184500,0,524520000,0,384590000
O00178,251810000,451360000,74048000,174320000,46807000,19351000,67526000,11370000,143870000,8196600,41399000,53619000,4291900,39321000,18616000,6976000,6653500,0,431820000,1118600,402780000
O00182,24175000,0,0,0,0,0,0,0,0,0,0,0,0,15021000,0,0,0,0,0,0,0
O00186,147920000,55244000,91633000,25238000,11597000,58361000,25173000,53517000,3586400,0,19123000,12362000,21407000,11959000,0,3032500,193950,0,218480000,0,57376000
O00192,0,0,158040000,317520000,0,94741000,18518000,147750000,49345000,0,0,7105800,10778000,0,0,2920600,0,0,12775000,23582000,313270000
O00193,94254000,90962000,0,92064000,0,26889000,25902000,17821000,34035000,0,0,39923000,12208000,56034000,0,0,0,0,320070000,0,0
O00203,49955000,38758000,13951000,0,0,17670000,14708000,12210000,67823000,4899500,0,3728400,0,47070000,1266500,0,0,0,303460000,0,55849000
O00213,0,0,74350000,0,0,26294000,0,50014000,0,9870100,0,0,0,0,0,1565900,0,0,40680000,0,0
O00217,386400000,685990000,379940000,102110000,0,352980000,122170000,264160000,212300000,10294000,41451000,133310000,0,130080000,27530000,7008000,8122900,0,492830000,75380000,538830000
O00222,0,0,0,78822000,0,0,0,0,0,0,0,0,0,0,0,10181000,0,33238000,0,0,56778000
O00231,1751900000,2512000000,489630000,1170400000,570460000,271490000,687750000,321080000,948460000,57250000,202690000,493320000,149920000,673920000,155670000,98593000,40684000,23603000,1579500000,135620000,1742400000
O00232,357300000,590910000,142840000,419040000,157050000,89026000,345220000,153830000,300450000,12552000,113620000,255240000,56488000,282780000,27242000,871310,1526700,0,808770000,13627000,592930000
O00233,438270000,504230000,100690000,388610000,192060000,0,164020000,93138000,220350000,0,0,31561000,88167000,27864000,15822000,8889400,6406000,0,308040000,7579100,345680000
O00244,676140000,451090000,438020000,720230000,87548000,94888000,383560000,139280000,106100000,2283400,101480000,155140000,41985000,164610000,10077000,9168900,532590,0,1232000000,87553000,1093900000
O00255,0,36972000,0,6058700,0,0,0,0,2619300,0,0,0,0,0,2159300,1607600,701120,0,4585700,0,0
O00258,0,6755100,0,0,0,0,0,0,0,354510,0,0,0,0,2994400,0,0,0,0,0,0
O00264,1679200000,4643400000,817100000,1898400000,808690000,1052100000,1013400000,1031900000,1454400000,53547000,324400000,657250000,651660000,970150000,85060000,54524000,49789000,29041000,2042200000,265820000,942230000
O00267,183710000,616380000,0,347140000,65756000,47105000,33850000,0,124190000,6273300,0,65162000,0,17828000,11341000,0,0,0,148240000,0,248110000
O00268,0,38746000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00273,747370000,88735000,80753000,31958000,66913000,25967000,102870000,6164600,22008000,5167600,2782400,18951000,6526600,116340000,47879000,2941800,2104900,0,585100000,0,208100000
O00291,0,198850000,170180000,41244000,64440000,16919000,163850000,63973000,43028000,561250,0,22016000,0,28797000,23201000,0,1556200,0,0,0,53053000
O00294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00299,1326900000,3358900000,250800000,444230000,681340000,604160000,903300000,381340000,2203800000,89140000,541090000,153760000,1088400000,1192300000,64473000,28420000,14590000,0,3029800000,398490000,585330000
O00303,353620000,991910000,145710000,259320000,332300000,95391000,459420000,147380000,482000000,12327000,57299000,106430000,114730000,269740000,27668000,8341500,7927200,20765000,715570000,13339000,536330000
O00305,0,0,86883000,10700000,11528000,81286000,0,60130000,0,0,0,0,0,0,0,0,0,0,0,0,79878000
O00330,401700000,227860000,217180000,9691300,10825000,266750000,54669000,217490000,10929000,3550100,28229000,1682200,0,35004000,16165000,0,0,0,455640000,15195000,63649000
O00399,168740000,115230000,0,74992000,0,9316000,33417000,0,0,0,0,0,22214000,0,0,0,0,0,0,14791000,146180000
O00401,39944000,63590000,24754000,28098000,0,0,0,0,15651000,0,0,10432000,0,0,1625000,0,2850900,0,118440000,0,63723000
O00408,70667000,83806000,0,13625000,0,90749000,15807000,0,0,0,73132000,0,0,40583000,0,3157900,0,0,0,0,19061000
O00410,1388500000,3165400000,1043800000,1627600000,636850000,427440000,1103000000,567280000,1664400000,65499000,321100000,388340000,381640000,850840000,124570000,69245000,45214000,0,2956700000,86704000,2567300000
O00411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00422,282050000,98814000,33268000,38045000,0,32308000,14292000,0,13149000,7046200,0,5683200,0,18213000,24809000,8805600,4427100,0,339920000,19866000,256250000
O00423,24105000,0,538020000,0,0,0,53637000,0,0,711140,0,0,0,31509000,53533000,0,0,0,52147000,0,0
O00425,0,0,0,19545000,0,69663000,202250000,0,173560000,35971000,0,8662200,34241000,0,368340000,0,5134300,0,0,0,0
O00429,1832600000,1406900000,1268900000,554860000,399200000,1494600000,519570000,1465100000,562140000,141560000,344610000,164090000,98523000,736180000,156020000,35616000,20786000,0,2767600000,140590000,1094900000
O00442,254170000,337730000,39829000,110550000,50740000,53688000,82206000,53662000,78599000,4520000,17679000,43726000,5235400,95957000,51592000,12473000,16360000,0,381570000,1449000,449750000
O00443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2868100,0,0
O00459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00461,0,113580000,10384000,0,0,14097000,9625500,18169000,17268000,0,0,0,8431300,27082000,0,0,0,0,0,0,223580000
O00468,832890000,903870000,238460000,986470000,373940000,282040000,1440100000,426230000,369920000,8068500,2627600000,65231000,535140000,268420000,95906000,93110000,7764400,0,459210000,1325500000,1629200000
O00471,31468000,26964000,0,206930000,27175000,18753000,49996000,88531000,455680000,3256800,21971000,14719000,0,19308000,11476000,12874000,1835200,0,154440000,41077000,63046000
O00482,0,0,0,0,145220000,6908600,0,4341500,0,0,36568000,13582000,0,18211000,0,0,0,0,0,0,0
O00483,1098400000,1537900000,988620000,178160000,96651000,709460000,366730000,439940000,415410000,40529000,53390000,129410000,40762000,260250000,91418000,57677000,29859000,41524000,986340000,279380000,1127600000
O00487,118610000,761910000,113900000,383220000,109970000,34518000,187960000,180660000,162810000,13629000,81337000,119860000,42552000,155700000,26525000,19304000,10361000,0,627930000,0,296590000
O00499,527930000,82633000,1167000000,100940000,75996000,399880000,189460000,1166400000,281290000,15783000,18043000,114040000,63686000,67611000,8320600,0,0,0,733320000,107840000,72716000
O00505,180360000,677960000,185380000,231870000,30861000,51586000,113920000,94570000,152240000,6805900,0,8630100,37757000,54387000,15132000,6523500,1943200,0,503930000,5938700,552250000
O00506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00519,0,196540000,0,0,0,0,0,0,1303100,0,0,0,0,14442000,0,0,1913100,0,53309000,0,0
O00533,538870000,25161000,461390000,64806000,0,318290000,30286000,283010000,19976000,0,0,49142000,0,18853000,0,1829300,0,0,261000000,0,1088100000
O00534,0,0,0,0,0,0,32622000,12578000,55904000,0,0,0,0,0,2752300,0,0,0,0,0,24567000
O00541,63355000,0,0,3891900,0,0,0,0,11886000,0,0,0,0,0,4490300,0,0,0,81533000,0,0
O00555,0,0,0,0,0,16999000,0,11595000,0,0,0,0,0,0,0,0,0,0,0,0,0
O00560,639830000,299290000,99142000,45566000,33778000,163590000,89554000,147240000,194140000,2667700,0,29314000,178250000,57629000,3064400,0,0,0,451160000,413570000,404040000
O00562,128530000,0,24771000,0,0,10444000,0,115700000,0,0,0,0,0,0,0,0,0,0,17976000,0,0
O00566,0,183640000,0,0,0,0,0,0,0,0,12496000,0,0,0,0,0,0,10998000,0,0,19413000
O00567,648470000,1587000000,106980000,145100000,187130000,37470000,511510000,61712000,383790000,59662000,39727000,156790000,50750000,586660000,144090000,575730000,77458000,12769000,1465300000,37519000,585030000
O00571,1784000000,1531900000,499860000,1520900000,391650000,318180000,713700000,438530000,920140000,74437000,88412000,419140000,109460000,932420000,197270000,90918000,25988000,21565000,1173400000,212480000,1647500000
O00584,146000000,224260000,43737000,69121000,11342000,0,48478000,23646000,97322000,0,23162000,12845000,79725000,6384100,2524800,0,6964200,10831000,94369000,0,23450000
O00592,21171000,78848000,0,0,19101000,0,15856000,0,0,3637300,0,0,0,0,8006100,0,0,0,62489000,36834000,64257000
O00625,23280000,0,7144100,9717200,5845700,11765000,2355600,2221200,10040000,0,1068600,6628100,4253100,0,0,0,0,0,16716000,0,35983000
O00629,783300000,1092300000,671730000,513230000,269040000,128320000,698010000,399300000,588700000,17383000,73631000,179660000,57206000,296930000,24870000,32114000,4998100,0,1225700000,114690000,1401400000
O00712,993750000,4392800000,18094000,1324700000,43008000,0,257010000,20819000,848460000,31932000,55012000,350200000,37486000,957030000,30438000,47190000,0,0,2081300000,33152000,2518400000
O00743,136630000,127650000,18223000,15217000,10052000,12427000,13196000,9933400,71877000,0,2184100,43332000,0,21139000,15259000,0,0,16775000,117720000,2543200,235600000
O00754,51844000,179060000,0,64052000,0,0,0,0,5274900,2142500,0,0,0,90036000,4103700,0,0,0,7337400,7826200,62908000
O00757,0,0,0,0,0,0,0,0,0,0,0,0,0,15490000,0,0,0,0,0,0,0
O00762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19333000,0,0
O00764,732410000,164600000,962240000,209750000,198450000,502220000,197120000,749790000,703480000,4520300,228440000,376010000,138850000,108070000,37232000,13823000,4782500,0,437110000,0,752840000
O00767,0,70584000,23565000,0,0,0,0,0,0,0,0,0,0,15218000,0,0,0,0,0,0,0
O14490,0,0,0,0,0,14632000,0,0,0,0,0,0,0,0,0,0,0,0,19163000,0,0
O14494,0,125360000,13466000,0,1778700,12831000,9013300,13966000,40765000,0,0,0,8071100,4519600,0,0,0,0,32984000,0,0
O14495,271510000,0,710120000,3185900,0,381600000,101060000,366950000,49241000,0,0,0,53191000,3162000,0,0,0,0,130950000,17456000,149420000
O14497,183770000,185720000,0,155290000,59788000,0,19778000,4110000,56854000,0,6120100,25126000,0,75578000,6636700,0,0,0,385080000,0,114410000
O14498,0,59017000,0,0,0,77190000,0,66228000,76861000,0,0,57296000,8853900,75038000,0,0,0,0,0,0,39771000
O14519,13273000,20174000,0,30988000,0,0,838200,1042800,10138000,0,0,0,0,5582200,0,0,0,0,16074000,0,14142000
O14521,0,0,51054000,4221900,12439000,0,6571100,9319200,20028000,0,0,0,0,15563000,0,0,0,0,82706000,0,0
O14523,43503000,0,17791000,26641000,0,38781000,0,28104000,0,0,0,0,0,0,0,0,0,0,42340000,0,57705000
O14525,0,0,16036000,0,0,4610400,0,8082400,0,0,0,0,0,0,0,0,0,0,0,0,0
O14531,1866200000,5360200000,714040000,9731500000,620950000,391180000,965830000,606610000,435450000,31052000,421780000,2439800000,61774000,1587700000,53691000,711980000,15337000,55851000,3492600000,171670000,25959000000
O14545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14548,250860000,346820000,357450000,35102000,86935000,751620000,84168000,308070000,93773000,431900,0,18095000,21060000,57880000,11523000,0,0,0,697330000,5436900,191180000
O14558,0,29308000,143610000,0,8709200,20935000,41859000,0,108110000,1437300,0,0,61569000,8563900,7192800,0,0,0,0,198130000,8512100
O14561,1054100000,601000000,198430000,63444000,42919000,311680000,170190000,436640000,286960000,142640,50611000,0,43903000,21072000,19732000,0,71410,0,823180000,135240000,477590000
O14562,135250000,158440000,0,208290000,24801000,15543000,29460000,55431000,86972000,7284600,0,36385000,14368000,63348000,11974000,0,0,0,145240000,0,0
O14576,161230000,0,66596000,27178000,0,277120000,0,180460000,17770000,0,3709400,108210000,0,0,0,27279000,0,0,232860000,37590000,262840000
O14579,122570000,377030000,68003000,199530000,36347000,12140000,150310000,36721000,285180000,32037000,6761400,27748000,42768000,234750000,12137000,0,0,0,307970000,53779000,219590000
O14594,531530000,201450000,2556400000,601350000,262160000,914230000,868880000,971010000,298270000,4133000,999620000,58865000,6081300,18772000,44148000,49231000,0,0,367370000,58551000,898890000
O14602,0,226800000,0,46214000,32742000,0,52608000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11162000,0,0,0,0,0,0
O14617,957370000,479940000,662820000,880150000,39942000,455780000,266460000,384530000,773850000,15716000,266880000,49347000,176520000,485700000,16005000,13733000,3781300,0,5765200000,401140000,964610000
O14618,142520000,0,108030000,9790500,0,0,7637300,7666800,14712000,5245500,39746000,0,2601700,9447300,6875700,3026900,4376700,0,99840000,0,64145000
O14639,1050600000,83739000,1120100000,298690000,0,833980000,151510000,1120900000,907020000,212420,12181000,11419000,159490000,16847000,531920,13106000,3173200,0,959510000,71361000,397950000
O14647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6492600,0,0,0,0,0,0
O14653,0,0,0,41261000,15884000,0,0,0,47861000,2064800,0,0,3790800,0,0,4042800,0,0,0,0,72513000
O14656,0,0,7857100,30840000,9142600,0,4216600,6864900,25652000,0,0,0,0,0,0,0,0,0,13952000,0,47053000
O14662,40022000,38495000,95974000,20970000,62180000,34685000,24627000,49031000,30037000,0,15816000,10266000,705810,41849000,2377400,0,0,0,49881000,0,56984000
O14672,70033000,13804000,65350000,92384000,6129000,106740000,105260000,88120000,35772000,0,8199400,0,0,13400000,5377800,0,0,0,85724000,0,45403000
O14682,0,0,0,146070000,0,0,0,0,0,0,0,0,0,12922000,0,16710000,0,0,0,0,0
O14683,0,202670000,49048000,156590000,86661000,183080000,131620000,142740000,181140000,0,0,0,53885000,29188000,7808300,0,0,0,30400000,0,105620000
O14727,0,6579000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2566200,0,2811600
O14735,120150000,96265000,8977200,76179000,0,0,76232000,0,87863000,1828000,0,0,6338600,52776000,2696400,16709000,3725400,0,409510000,0,90804000
O14737,1030100000,632640000,248480000,312670000,60340000,83070000,353680000,92285000,43879000,0,13138000,122570000,2602800,237310000,16840000,6961200,3273800,0,944680000,159170000,659660000
O14744,464460000,1164000000,235530000,331850000,486050000,92524000,286620000,51317000,195540000,24814000,57818000,83948000,31576000,325890000,94303000,19756000,13318000,0,682580000,1031300,1294400000
O14745,862000000,902670000,1258100000,254710000,179700000,1173800000,268000000,950800000,331790000,13023000,57770000,114760000,163830000,138190000,47017000,43259000,11369000,0,1208000000,107390000,442120000
O14773,1489100000,1465200000,1039900000,755360000,497520000,327250000,1376400000,309210000,1600200000,77453000,342170000,416060000,935340000,733030000,586540000,81953000,68425000,0,2573000000,734920000,2427500000
O14775,411140000,0,681490000,34716000,9750800,489140000,21458000,468330000,11681000,0,0,8044000,30138000,38517000,1316400,0,954780,0,283080000,7362800,0
O14776,448110000,1030500000,73543000,377220000,219900000,3146000,306150000,43614000,204600000,16329000,0,107750000,8317500,105350000,47626000,8125600,8027100,0,642850000,0,497800000
O14782,5557900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14787,196370000,702700000,199960000,134950000,92689000,29032000,144470000,127060000,177030000,12472000,11666000,196400000,57958000,118200000,40469000,0,0,0,800620000,1526500,520640000
O14791,27481000,0,32588000,51320000,94659000,31519000,0,0,35677000,0,0,48255000,0,0,0,0,0,0,19683000,0,0
O14810,171380000,1213100000,0,0,0,36118000,0,34602000,0,0,0,0,0,99189000,0,0,0,0,268480000,90752000,0
O14818,2261200000,5087500000,1377200000,1948400000,1090900000,554630000,2032600000,842550000,1812400000,69680000,371620000,1307900000,726550000,1756600000,147390000,58198000,42106000,90214000,4708800000,538280000,4129900000
O14827,0,0,0,0,16466000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14828,361860000,243070000,87015000,76691000,119880000,121400000,129250000,117610000,168880000,2314400,18407000,76217000,10386000,109590000,13678000,5401100,1952400,0,332530000,377340000,200720000
O14841,389760000,0,0,0,19085000,31153000,0,0,60736000,0,58722000,0,17542000,116150000,0,0,0,0,27201000,0,45057000
O14874,17931000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14879,22799000,13321000,43298000,21370000,0,8242200,82349000,2884300,50104000,0,0,0,32585000,36147000,0,0,2761200,0,26657000,238690000,19684000
O14880,671650000,475580000,262080000,30394000,30199000,382380000,154570000,201570000,28019000,5355700,13801000,0,24341000,71499000,10645000,0,10356000,0,1250400000,6334100,60767000
O14893,22832000,23929000,0,0,10824000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14907,47120000,185850000,6104700,48315000,26713000,40827000,23950000,34293000,78551000,5415200,26726000,15341000,37777000,91152000,6931500,0,4328700,0,40017000,0,52708000
O14908,0,0,19072000,55558000,10983000,23096000,34371000,78803000,16830000,0,0,0,13802000,12607000,0,0,0,0,36886000,0,0
O14910,156840000,27569000,730390000,0,66774000,121310000,19477000,0,0,0,28866000,0,0,0,13920000,0,0,0,75726000,0,0
O14917,0,0,0,277110000,105580000,0,43290000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14929,214180000,451710000,0,88633000,13118000,0,62190000,0,66606000,0,0,0,0,173050000,0,0,0,0,390590000,0,77689000
O14933,0,185790000,18122000,25989000,0,0,5963500,12622000,89117000,1289700,9391400,0,4896200,37614000,6534200,0,0,0,191970000,26495000,166370000
O14936,579750000,75766000,629000000,191220000,112900000,403030000,261980000,391080000,236360000,12824000,81369000,90599000,225750000,120060000,25640000,2333600,0,0,880930000,425900000,264880000
O14949,649950000,198170000,341850000,11860000,33697000,263090000,98715000,171140000,0,6714200,0,28577000,5808700,91268000,17013000,14878000,5603900,0,1309300000,44864000,177550000
O14957,0,0,6708000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6057100
O14964,612060000,704780000,324400000,1075300000,149250000,252050000,151060000,277370000,329460000,11488000,9216200,239280000,56902000,226870000,29279000,16697000,7119300,112380000,527070000,80211000,694320000
