proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21
Q12840,0,26220000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12841,0,29527000,0,864130,0,0,0,0,14799000,0,0,0,0,0,0,0,0,0,0,0,0
Q12846,37209000,0,73645000,133200000,28201000,148810000,126880000,86866000,132190000,0,35506000,9981300,55112000,53126000,1171900,0,0,0,165660000,2873300,142100000
Q12849,57861000,20234000,0,7972400,5404600,7476300,11139000,6636900,32458000,0,3637500,8000500,0,25053000,0,0,0,0,40314000,3824600,32380000
Q12857,568430000,542270000,191040000,79222000,0,148100000,144860000,198590000,578860000,3098400,0,44335000,0,299140000,0,5961300,82835,0,570560000,0,1019400000
Q12860,5405900000,91653000,8327600000,306340000,1045100000,7624300000,3203500000,8007900000,259590000,22738000,57344000,1919700000,113540000,59383000,157370000,137090000,50400000,5579200,6216500000,238590000,1080100000
Q12873,10981000,0,0,23639000,0,0,19061000,0,0,0,0,0,0,0,0,0,0,0,12440000,0,0
Q12874,1500400000,2919400000,1321700000,857630000,970090000,1166800000,1491000000,708670000,1422800000,28058000,100760000,341080000,63011000,490680000,77774000,25881000,11639000,0,1712400000,43403000,1730000000
Q12888,1108800000,3025700000,303290000,2262800000,133750000,143270000,614950000,101810000,912630000,60996000,147090000,1014500000,91936000,1122800000,38630000,10040000,0,46791000,2106900000,31395000,1137300000
Q12904,1012100000,1234400000,65476000,125740000,109050000,20555000,118690000,546680000,259410000,7410200,0,77383000,102200000,448890000,17400000,3295800,6850100,0,1003200000,0,323270000
Q12905,5835400000,18542000000,1530800000,3904600000,2429500000,913210000,2957500000,1031000000,4150800000,255260000,758760000,1588800000,543080000,3396900000,493450000,237480000,179800000,95976000,7861500000,275180000,12171000000
Q12906,12792000000,22315000000,2448500000,14295000000,1773700000,1584600000,7161500000,2474700000,10699000000,311550000,1048900000,3050500000,468780000,7058100000,856830000,424060000,220560000,415020000,16850000000,1621800000,18575000000
Q12907,22099000,619460000,49094000,107170000,180730000,62988000,182590000,82085000,316930000,16365000,0,58478000,10750000,61327000,43405000,8593600,345260,0,564580000,3593000,320540000
Q12912,0,0,6763000,86151000,144150000,45301000,91718000,0,6434700,2327000,62400000,0,84177000,0,10095000,0,0,0,44775000,7085200,77110000
Q12926,1936800000,3037700000,530020000,2260900000,200840000,461530000,917600000,409920000,1802200000,178950000,371870000,1159800000,14265000,933270000,91100000,72582000,12300000,169160000,1845800000,92396000,865500000
Q12929,8114200,20238000,22169000,75063000,0,16581000,24731000,0,20093000,3733800,0,14267000,0,0,16042000,10502000,2487800,0,0,0,53736000
Q12931,2538800000,1051800000,294630000,268810000,185010000,216810000,451000000,316690000,484210000,26878000,181770000,137990000,69936000,437770000,36834000,14265000,12405000,18178000,741150000,24590000,174640000
Q12955,121490000,27477000,360680000,0,0,437890000,11874000,361390000,3089700,0,0,0,0,0,0,11731000,0,0,365170000,10239000,0
Q12959,304770000,59409000,116480000,134270000,0,131140000,79911000,67640000,4562900,5971700,0,19416000,3819500,8175800,23391000,7361700,501700,0,338650000,9138100,326410000
Q12962,53400000,77583000,0,0,0,29393000,0,0,103950000,0,0,0,0,0,3342100,0,0,0,0,0,46408000
Q12972,352260000,666410000,9951500,226720000,56332000,60971000,192510000,11103000,87505000,11620000,0,30538000,0,86881000,14178000,0,5615400,0,573670000,6924600,621690000
Q12974,0,0,89901000,60520000,14138000,52225000,14466000,45988000,47766000,1431600,0,0,7938000,31022000,5467800,0,0,0,21397000,0,74808000
Q12979,107110000,30158000,337970000,69747000,27574000,99618000,121600000,101770000,106020000,0,481700000,163720000,10810000,85720000,0,0,0,0,69459000,207960000,150730000
Q12981,0,22807000,0,0,24275000,0,10376000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q12982,19416000,26874000,0,0,0,0,0,0,0,0,0,0,0,0,1753100,0,0,0,35219000,0,25424000
Q12996,303620000,561550000,153070000,68263000,0,8762400,76106000,14693000,25804000,5620000,3457200,28919000,31084000,79123000,13216000,0,4445400,0,345270000,34921000,248370000
Q13002,0,0,9030400,0,0,0,0,0,0,0,0,0,0,0,2403000,0,0,0,3071200,0,0
Q13003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13009,26142000,0,53530000,0,0,69543000,11057000,62973000,19881000,0,0,2911100,8864800,0,0,0,0,0,95500000,7168000,30251000
Q13011,728490000,844030000,647970000,933980000,320990000,286970000,415540000,301270000,956150000,25579000,129160000,138360000,215070000,631860000,130310000,81396000,40889000,0,1476100000,85081000,986440000
Q13015,61300000,50165000,0,0,0,0,0,12173000,0,0,11448000,10770000,0,0,0,0,0,0,0,0,18556000
Q13017,0,30631000,13254000,0,0,14771000,0,40291000,7154500,0,0,0,0,0,0,0,0,0,93252000,7280500,0
Q13033,147680000,200360000,142540000,112820000,44365000,66131000,84167000,72948000,78435000,0,36208000,24542000,0,35171000,5240500,1267900,2581200,21124000,132290000,0,312170000
Q13042,0,49531000,0,26605000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51880000
Q13043,0,28361000,0,0,0,0,0,0,7616400,0,0,0,0,0,0,0,0,0,0,0,0
Q13045,33924000,52620000,57347000,20776000,690020000,118220000,103370000,5563000,150030000,1403500,4919200,13224000,13532000,63559000,2067300,1141400,974570,0,61902000,156460000,17942000
Q13049,0,0,7942000,0,0,17274000,5087600,18411000,1645900,0,0,0,0,0,0,0,0,0,0,972330,0
Q13057,320870000,375380000,567750000,192860000,43912000,92648000,206530000,156550000,58422000,317810,3131700,63631000,28263000,83033000,88498000,7392100,8780300,0,463080000,11148000,946100000
Q13084,0,0,0,0,0,0,8460700,0,9156900,0,0,0,0,29210000,0,0,0,0,19411000,0,0
Q13085,241900000,405650000,21795000,394660000,105820000,57736000,146320000,15427000,188440000,3237900,56086000,25383000,13360000,67764000,28647000,5828500,0,0,183750000,0,464120000
Q13087,233100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13098,464210000,616690000,206440000,187160000,110820000,33851000,145010000,100850000,169830000,8392000,7031200,72436000,0,223790000,20695000,5844500,1125100,0,603290000,25045000,915290000
Q13114,13982000,0,32328000,24837000,0,32824000,13720000,26443000,0,0,0,0,0,0,0,3041100,0,0,26619000,0,45062000
Q13123,456480000,752530000,10237000,333910000,45102000,17283000,249830000,59752000,80436000,1197400,3227300,100160000,0,75295000,16996000,8073000,2295600,0,747090000,1715700,501860000
Q13126,1985400000,1384500000,64814000,411540000,141120000,107520000,104760000,61060000,236490000,0,78734000,162090000,156660000,830060000,0,5555300,9679500,24187000,1864200000,139240000,504350000
Q13131,112880000,77344000,82402000,7987800,52537000,118450000,60713000,68695000,19031000,0,0,0,8814800,26893000,0,0,0,0,186160000,0,146790000
Q13136,38269000,0,0,14294000,0,12568000,0,12471000,0,0,0,0,0,0,0,0,0,0,32130000,0,41651000
Q13144,13694000,48730000,0,0,0,0,8718300,0,0,4404000,0,0,0,24842000,5478700,0,0,0,98881000,0,16882000
Q13148,2314700000,5248900000,411870000,1472100000,748710000,457060000,663860000,385540000,1622800000,55244000,390570000,809820000,139370000,1116800000,175990000,89136000,40645000,77245000,4156300000,129760000,4596300000
Q13151,7496000000,11029000000,676060000,3777100000,1700300000,501420000,1581900000,536050000,3746100000,259220000,653210000,1388900000,246300000,1543400000,412910000,268140000,101120000,59582000,6419300000,800040000,9843600000
Q13153,474960000,182490000,310000000,516470000,40341000,461470000,44945000,405470000,102930000,9461900,0,50789000,3854000,26612000,3334100,0,0,0,294420000,11720000,211080000
Q13155,104180000,478090000,89279000,31856000,70759000,64336000,108450000,75319000,228230000,0,21586000,4329800,6408600,153310000,0,0,0,0,140980000,11508000,58331000
Q13162,2224500000,1960500000,160990000,608470000,305740000,110180000,1257800000,226800000,1315700000,57908000,181160000,144840000,361920000,875880000,107840000,8715100,36491000,31648000,1734300000,260900000,695960000
Q13164,57389000,30154000,0,65025000,0,14147000,36874000,0,4229900,0,12165000,0,0,53438000,0,0,0,0,88567000,0,73730000
Q13177,1548000000,1230400000,393080000,1762900000,250090000,167700000,479380000,158350000,604820000,46510000,60920000,518710000,101070000,726370000,67632000,16736000,4367000,21481000,2095600000,41339000,1838900000
Q13185,3071000000,3238100000,443400000,2782000000,1546300000,271930000,899980000,375900000,2479700000,65487000,242180000,1078700000,284260000,1182900000,116860000,93178000,31175000,54582000,5285200000,274210000,2434500000
Q13190,0,0,25061000,0,0,0,0,0,12486000,0,0,7350400,0,0,0,0,0,0,0,0,20777000
Q13200,3807200000,4915700000,779330000,2263400000,634990000,469760000,1172600000,666110000,586930000,72298000,325230000,483200000,175940000,1040200000,236660000,65777000,42676000,0,4991400000,166420000,3761700000
Q13201,0,1209600000,0,0,48006000,0,4156300,0,0,0,47234000,0,0,0,5286900,2426000,0,0,0,0,23744000
Q13217,0,30778000,0,24434000,0,0,0,3478600,19739000,0,0,0,0,0,0,0,0,0,0,0,17594000
Q13228,2217500000,645170000,348360000,652560000,1536600000,708110000,197140000,697070000,1625000000,26346000,1381700000,83105000,1744100000,498000000,64432000,18030000,5203700,0,3490600000,2084500000,445130000
Q13232,737160000,315480000,976580000,21230000,0,371130000,120870000,710000000,77309000,0,17765000,26273000,36779000,67412000,8449900,5533600,3284900,0,309860000,14796000,548490000
Q13242,2231300000,3437800000,222540000,1418900000,267240000,237380000,588640000,257870000,1537600000,35174000,202470000,386280000,72460000,576600000,82946000,45761000,14679000,45912000,2642300000,598990000,1784700000
Q13243,612910000,475860000,39925000,309100000,72977000,35004000,188660000,55862000,171170000,19951000,0,45043000,7616000,249330000,106150000,20913000,10998000,0,652510000,17953000,921620000
Q13247,2392300000,3656500000,53652000,380970000,235100000,131710000,324030000,143660000,253710000,67121000,22762000,91006000,87605000,273400000,207190000,98952000,29785000,26300000,3831700000,82998000,2529200000
Q13255,7544700,0,346330000,8693100,0,329260000,0,563920000,0,0,0,0,0,0,0,0,0,0,118980000,0,0
Q13263,8216400000,5776300000,342830000,13736000000,1858900000,321290000,3932700000,510570000,4287000000,325590000,1483700000,2904100000,427150000,4564600000,591070000,368780000,194230000,42528000,12937000000,194430000,15036000000
Q13277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7470400,0,0,0,0,0,0
Q13283,1167100000,941880000,7253400,436040000,142050000,32661000,307890000,24310000,506430000,13468000,88677000,92441000,33196000,276240000,30065000,10981000,8410600,26175000,1020500000,58108000,762190000
Q13303,0,42990000,63067000,5006600,0,55263000,16401000,93802000,40253000,0,0,0,0,4817700,0,0,0,0,0,0,0
Q13308,95186000,299730000,0,116730000,0,0,7904000,0,51396000,7360000,0,19245000,34153000,49198000,3594600,3409000,1542000,12340000,88825000,17529000,462320000
Q13310,584860000,972390000,37037000,491890000,46297000,55607000,302510000,76669000,210220000,12221000,0,125840000,20713000,293350000,33276000,12863000,11215000,0,754690000,9956100,452760000
Q13315,49680000,124020000,0,0,0,0,7372300,0,0,0,0,0,0,0,1424000,0,0,0,57076000,0,22375000
Q13325,0,0,23234000,0,9836100,12059000,7094600,4944000,15133000,0,0,8117700,0,0,0,0,0,0,47513000,0,0
Q13330,455100000,1025200000,37659000,461620000,34135000,13203000,133590000,40628000,101040000,15780000,25837000,44701000,13958000,273750000,32287000,22977000,7198400,247960000,799030000,50452000,701510000
Q13332,69236000,50648000,17573000,56235000,12759000,0,14680000,10620000,0,0,15850000,0,0,20841000,0,0,0,0,99474000,0,163030000
Q13347,1187000000,1898400000,166850000,597160000,67327000,82325000,672870000,137430000,270630000,14148000,32453000,93398000,43585000,305390000,56080000,2692700,0,0,879110000,247410000,771810000
Q13361,0,0,0,0,60095000,0,13082000,631200000,66658000,0,74636000,0,64079000,11154000,0,0,0,0,0,31586000,0
Q13362,0,0,0,0,0,1913700,0,3520700,1587500,618240,0,0,0,3126200,2532900,0,0,0,24674000,0,0
Q13363,1629800000,2350200000,818470000,830020000,154860000,845460000,392560000,1023700000,764530000,28008000,157880000,378850000,52924000,517990000,135320000,65760000,23824000,37727000,2946800000,166220000,1848000000
Q13367,311240000,371370000,225790000,700540000,64659000,408540000,73111000,468140000,74635000,0,1728600,177080000,0,71938000,0,24244000,5006000,0,595780000,3321000,930750000
Q13371,0,0,0,0,0,0,0,0,47479000,0,0,10530000,0,0,4895000,0,0,0,0,0,0
Q13393,0,0,0,0,0,0,0,0,3456600,0,0,0,0,0,0,0,0,0,0,0,0
Q13394,6764800,293960000,49878000,123480000,7832200,0,96924000,11629000,37432000,2363700,7243100,56781000,0,44300000,1617100,18363000,3316600,0,31823000,0,639460000
Q13402,0,66544000,54783000,41602000,40955000,17419000,45706000,24110000,51431000,0,22992000,51350000,12729000,62662000,0,0,0,0,95105000,0,0
Q13404,370570000,359120000,274680000,116410000,51641000,194650000,217030000,171020000,144000000,0,49484000,115690000,58586000,107550000,0,0,0,0,386510000,74337000,19209000
Q13405,51715000,100520000,36632000,14374000,17354000,27558000,33081000,3766600,42061000,0,0,5462400,18475000,41790000,4939500,0,0,0,67493000,933310,45111000
Q13409,2459400000,2225500000,821970000,2263600000,227690000,726950000,1303300000,954120000,862090000,46281000,51749000,666320000,360220000,874160000,20991000,22947000,6072900,0,3830200000,76863000,2953800000
Q13418,175960000,266350000,14937000,146530000,11058000,72194000,105130000,42503000,174320000,1881100,111030000,0,54601000,33584000,13975000,6179700,4287400,0,410580000,153830000,43370000
Q13423,2309900000,5903200000,973790000,1008100000,927720000,1101300000,1027000000,1635300000,1340700000,62886000,229420000,389120000,40434000,1329000000,123600000,106820000,49655000,0,3303000000,65072000,1255800000
Q13424,642720000,20181000,146730000,0,0,253910000,35403000,149020000,0,0,7943600,0,41800000,8520100,0,0,0,0,224740000,9131700,207070000
Q13425,0,108730000,32541000,0,13888000,26374000,0,12595000,18400000,0,0,0,16734000,0,0,0,0,0,40032000,86236000,135770000
Q13427,357210000,327570000,0,59516000,13544000,59991000,48059000,0,54522000,0,0,17353000,0,47503000,16238000,0,2351500,0,243430000,0,342950000
Q13428,265150000,676580000,0,61255000,114450000,11743000,319760000,6108800,146570000,60983000,5096400,27576000,3418500,117590000,106840000,4395700,5515500,0,369920000,12958000,183670000
Q13432,0,0,0,62384000,32607000,0,35796000,19700000,0,0,0,0,0,0,38833000,21077000,20003000,0,0,14915000,395530000
Q13433,0,32274000,0,0,0,0,0,3229100,0,0,0,0,0,0,0,0,0,0,39436000,0,35857000
Q13435,2008300000,3176400000,132250000,1613600000,368330000,175760000,1151300000,200730000,987730000,48849000,17100000,733750000,131620000,963610000,174460000,53357000,34430000,27167000,2754900000,111750000,2082800000
Q13438,0,0,0,0,38328000,0,0,0,0,0,0,0,0,68590000,0,0,0,0,0,0,0
Q13442,1243400000,1739200000,193150000,632180000,51529000,147860000,346350000,60973000,204350000,0,83273000,195750000,394490000,299810000,7939800,0,0,0,702510000,230570000,1195300000
Q13443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31105000,0,0
Q13445,19641000,112970000,0,57178000,0,0,0,25450000,17623000,0,0,0,0,40623000,0,0,12428000,0,0,0,15344000
Q13449,716960000,0,2810500000,19074000,232320000,837930000,543500000,890120000,53445000,0,60930000,351890000,54820000,18627000,775700,24792000,0,0,940320000,21639000,100080000
Q13451,0,0,0,95517000,128690000,44066000,97282000,103230000,184380000,6799100,0,0,66928000,54584000,35191000,1268000,12241000,0,0,0,0
Q13459,0,19090000,0,3308800,0,0,11694000,0,0,0,0,12728000,0,0,0,0,0,0,0,0,0
Q13478,0,0,0,0,0,0,0,0,0,607080,0,0,0,0,18369000,7249100,2179600,0,0,0,0
Q13480,5683200,3012000000,166480000,45133000,0,58129000,25914000,18465000,900270000,18160000,0,12128000,102760000,1344400000,0,0,0,17242000,1091400000,60025000,0
Q13485,191580000,150450000,36540000,176950000,30794000,17230000,35767000,20427000,83373000,1122400,0,15184000,12182000,50919000,0,1465600,0,20796000,193730000,0,70850000
Q13491,915080000,31664000,903460000,32069000,0,1260600000,351890000,534040000,0,0,13696000,0,74465000,24528000,0,9679600,20283000,0,649780000,0,588690000
Q13492,97254000,481190000,126320000,86693000,103220000,35862000,51409000,69591000,442700000,2442900,28309000,31425000,14391000,56624000,0,3450500,0,0,158320000,0,285540000
Q13501,134390000,94083000,0,42465000,0,22556000,0,12890000,17114000,0,0,0,0,73809000,0,0,0,0,85384000,0,22510000
Q13503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49626000,0,0
Q13505,18387000,236940000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12148000,0,0
Q13506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13508,0,0,35223000,0,236480000,49259000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13509,16634000000,21521000000,7158100000,18210000000,1025300000,4701100000,3132700000,4615800000,9800800000,624270000,6143500000,5743600000,394930000,10355000000,228590000,1190800000,83482000,1330200000,33055000000,2127700000,20647000000
Q13510,761160000,395990000,277350000,395050000,81150000,278250000,267170000,116230000,184100000,74506000,58756000,112850000,87437000,269410000,91089000,65936000,17911000,0,869010000,105350000,572000000
Q13523,236580000,148230000,0,539800000,53338000,0,224190000,7727100,95329000,10280000,0,29599000,19655000,146670000,29707000,2946300,2251900,0,80531000,1155300,57428000
Q13526,1005100000,481400000,280610000,656490000,76523000,313080000,209580000,243120000,156340000,7239300,57394000,296970000,55002000,283140000,39469000,1912600,0,0,1130400000,64306000,750640000
Q13541,204550000,17465000,0,0,0,0,48760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13542,277800000,298940000,102190000,353350000,27863000,25761000,161220000,0,34363000,0,17215000,20116000,0,96470000,10703000,0,0,0,334150000,83512000,724040000
Q13547,0,172810000,0,0,0,0,0,0,14927000,0,0,0,0,7583200,0,0,0,0,247640000,0,0
Q13554,4697200000,381300000,5336400000,425100000,585650000,5575100000,924390000,4390200000,878030000,17590000,588080000,483660000,262380000,212520000,109440000,49396000,50063000,50983000,7377500000,363950000,1796000000
Q13555,486040000,99456000,157740000,87480000,0,213450000,104750000,165790000,24999000,0,0,14170000,0,9369600,3067800,15771000,1317500,0,783640000,11199000,308060000
Q13557,1129900000,192050000,808530000,281160000,172950000,527450000,192580000,731470000,388990000,13357000,18855000,57281000,121120000,34247000,59132000,15691000,25832000,0,1590600000,259590000,526320000
Q13561,2805600000,2814700000,1664000000,2043100000,840310000,1450700000,1128900000,1385000000,1406000000,64304000,372670000,1438000000,584820000,956160000,118370000,175120000,78794000,11639000,3870100000,382480000,2756100000
Q13562,35215000,0,0,0,0,0,0,0,11010000,0,0,0,55957000,0,0,0,0,0,0,0,0
Q13564,617110000,876130000,156570000,571180000,115190000,82742000,136210000,118310000,57948000,6238300,23839000,82303000,54386000,299880000,13424000,9158800,5627200,0,1224700000,6705800,675150000
Q13572,35697000,39971000,0,0,0,0,0,0,0,0,0,0,0,0,0,5229300,5786900,0,0,0,22492000
Q13573,152700000,461460000,8107800,287520000,87330000,15699000,156100000,8920500,235380000,5021800,21250000,68737000,8002700,107030000,16290000,0,0,0,192230000,58167000,237250000
Q13574,237740000,121790000,432990000,261760000,3616500000,858570000,469610000,402330000,379580000,0,21608000,1068500000,304470000,117900000,0,0,0,0,80386000,467210000,218640000
Q13576,0,188960000,250410000,38211000,280030000,156410000,42371000,95297000,65533000,0,48904000,10661000,46683000,161150000,14023000,0,1544400,0,0,0,171590000
Q13586,27735000,14711000,34297000,0,0,39823000,25991000,56496000,2982200,0,0,0,0,16680000,15080000,0,0,0,31755000,0,11770000
Q13595,364200000,489350000,21758000,230340000,114790000,27172000,139800000,58395000,112450000,15752000,92383000,123840000,0,137460000,95020000,31715000,5580100,0,1086400000,14040000,501670000
Q13596,209010000,110950000,158200000,15187000,36239000,9618700,43788000,106100000,195240000,11989000,0,33614000,0,86616000,10416000,1047400,0,0,180960000,74639000,343450000
Q13610,36955000,72192000,0,0,0,0,0,0,0,0,0,0,0,21840000,0,2188100,0,0,48103000,0,0
Q13613,27320000,78645000,42759000,20732000,0,2989400,14010000,50491000,11989000,714730,0,10352000,0,24251000,0,0,0,0,140820000,22607000,41564000
Q13614,42723000,14913000,13951000,6677500,0,16162000,0,3884300,0,0,0,0,0,0,0,0,0,0,12254000,0,18451000
Q13615,0,0,0,15250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13616,15713000,53462000,0,4893800,122780000,1759100,0,8702800,4365900,0,2963300,14605000,76928000,9412500,0,0,0,0,71595000,0,58374000
Q13617,0,62781000,6543000,10295000,0,0,0,6507200,810560,0,0,2891300,0,10718000,2592200,0,0,0,14443000,0,41893000
Q13618,275770000,709700000,1024100000,187320000,128150000,197020000,84225000,132510000,242790000,5025600,19157000,44666000,41472000,213110000,38623000,4668400,5111500,0,808670000,19069000,347090000
Q13619,158600000,153500000,19801000,68934000,0,21664000,1905900,0,42736000,0,0,2973200,0,36175000,3552200,0,0,0,132920000,0,141790000
Q13620,770630000,2607500000,44407000,860460000,189180000,41080000,662030000,196090000,67339000,6782500,26056000,98376000,0,231850000,15998000,4470900,451850,12995000,552120000,171070000,1569100000
Q13625,0,6813900,6248300,93414000,14839000,35928000,33178000,0,18877000,0,0,5977900,0,14392000,0,0,0,0,0,0,17361000
Q13630,414350000,189770000,6918600,48197000,0,0,0,26277000,17599000,11724000,0,7989100,0,34219000,14336000,3002000,1744000,0,281900000,31193000,389230000
Q13636,77016000,131450000,215180000,8123700,0,88950000,0,83841000,0,0,0,0,0,0,9573400,0,0,0,232660000,2014800,148390000
Q13637,9078600,25969000,0,0,14362000,0,0,0,0,0,9273000,0,7752900,45566000,0,0,0,0,80000000,0,0
Q13642,4165500000,11922000000,4782300000,894670000,920140000,1211100000,1901400000,2400800000,2368600000,74953000,323860000,1084500000,941630000,1681600000,98994000,128310000,39703000,26593000,7955500000,1088000000,5604800000
Q13643,0,51723000,0,0,0,0,0,0,0,0,17032000,0,0,26838000,0,0,0,0,109750000,0,0
Q13671,0,0,2024900,0,0,3883700,0,2621100,0,0,0,0,0,0,0,0,0,0,0,0,0
Q13683,76836000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1784700,0,122560000,0,0
Q13685,81840000,40918000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56201000,0,38977000
Q13724,229800000,510540000,133150000,53881000,190140000,62624000,261610000,83652000,289080000,15309000,56780000,33210000,32235000,39632000,59391000,3283600,5035500,0,213660000,5800500,43784000
Q13740,216050000,12733000,571710000,0,151680000,56874000,386000000,109780000,959600000,0,35728000,812640,88249000,132560000,0,6865500,0,162500000,68678000,52264000,49430000
Q13769,0,216520000,30517000,15587000,0,33537000,10582000,0,12713000,0,0,0,0,26977000,0,0,0,0,94598000,0,62823000
Q13790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28951000,0
Q13796,3254000000,2372500000,74872000,0,0,0,8826400,0,100100000,25644000,9099900,6308000,10287000,0,0,0,0,0,1014000000,0,6434600
Q13813,73607000000,29575000000,86193000000,17280000000,8028000000,58756000000,27829000000,69309000000,26883000000,620180000,4455700000,8589500000,24415000000,8958600000,1458400000,1136600000,508120000,447880000,87191000000,19709000000,32394000000
Q13825,93066000,0,45211000,0,0,105210000,7726400,38748000,1488000,0,0,0,0,0,2667400,0,0,0,120210000,17404000,3119100
Q13838,9613300000,12627000000,1179100000,10666000000,3232700000,866170000,6369200000,1085500000,5180400000,347630000,1527900000,3467400000,526280000,3730300000,915470000,418110000,283610000,210410000,12431000000,895800000,16506000000
Q13867,509820000,1032000000,255700000,1654600000,253760000,242720000,619330000,228170000,430780000,19188000,295720000,296690000,59344000,566550000,60174000,24578000,21715000,0,637680000,0,1647900000
Q13868,0,67177000,6017200,10757000,0,0,11079000,0,3427800,0,0,0,0,28526000,9477700,0,0,0,63946000,0,35423000
Q13884,115390000,0,76118000,0,0,22878000,18984000,22885000,0,8095200,0,0,155130000,15688000,8095000,0,0,0,66580000,0,36134000
Q13885,2409800000,1461300000,3913500000,1362700000,807790000,1898300000,1258300000,2219600000,724200000,46199000,270360000,2655400000,378090000,550010000,62874000,203200000,24220000,130140000,4174000000,791420000,3978100000
Q13895,183640000,252400000,0,704520,0,0,80421000,0,46799000,0,0,0,0,56822000,2770400,0,0,0,134110000,0,60083000
Q13907,219930000,625330000,81894000,133590000,72224000,37830000,20320000,27157000,110170000,0,0,10607000,0,102600000,9931800,997190,0,0,330000000,29024000,125430000
Q13938,15145000,0,16227000,0,6415600,12936000,0,0,0,0,0,74549000,2347900000,0,0,0,0,0,149590000,58121000,0
Q13951,40105000,175370000,0,51420000,0,35590000,0,0,43371000,0,0,36522000,11871000,0,0,0,0,0,44469000,0,71520000
Q13952,106110000,118770000,0,15708000,0,0,0,0,0,998520,0,0,0,0,7051400,2887700,1235200,0,141780000,0,135630000
Q14004,0,35055000,0,0,0,0,50010000,0,7751500,0,0,0,0,27618000,0,0,2525500,0,0,0,0
Q14005,0,0,0,0,0,0,0,0,16623000,0,0,0,0,0,0,0,0,0,0,0,0
Q14008,692620000,1233800000,337960000,556160000,156060000,252400000,435850000,355550000,401610000,20864000,109230000,268690000,15615000,246980000,42399000,4138900,4836400,0,1448100000,6853200,776690000
Q14011,2197100000,3859900000,136150000,893620000,621480000,382680000,631660000,114460000,1330900000,51030000,135680000,530580000,288840000,1112300000,115190000,101020000,32399000,63463000,2035300000,256020000,3864500000
Q14012,37907000,28943000,7232600,38654000,21386000,11572000,0,0,33531000,0,0,5560100,7377400,0,0,0,0,0,38698000,65709000,12026000
Q14019,1873900000,620000000,964830000,440520000,350310000,854400000,717150000,477800000,712590000,64646000,22195000,199850000,267440000,96950000,73867000,70529000,20022000,14067000,1394200000,279830000,1005900000
Q14031,0,0,0,0,0,0,0,0,0,0,0,0,14824000,0,0,0,0,0,0,155750000,53654000
Q14061,174810000,268940000,0,104890000,23397000,164380000,145180000,75755000,53514000,0,0,0,0,67867000,2317400,0,0,0,0,0,0
Q14088,0,234570000,67165000,0,0,94631000,0,0,6332500,0,0,0,0,9583600,0,0,0,0,0,0,0
Q14103,12135000000,16365000000,2105400000,13771000000,5918400000,3834000000,6695200000,2585100000,11670000000,417240000,2680900000,9854100000,1429000000,8224600000,1631000000,464020000,453510000,431710000,20243000000,2486500000,17460000000
Q14108,480550000,1413500000,214250000,448350000,124510000,125220000,444250000,119610000,741600000,47247000,79346000,183490000,25934000,426070000,64902000,4716600,6838700,0,1296800000,26360000,385480000
Q14112,395740000,3158000000,228190000,5429200000,798650000,870230000,1483900000,723270000,2251900000,30674000,2502400000,783550000,3028500000,746050000,81976000,519130000,29967000,7550500,977410000,16563000000,6607600000
Q14114,11639000,121880000,0,97882000,7284900,111880000,8283400,4910700,0,1901400,0,17118000,0,83866000,5624200,21213000,1017500,0,70810000,434340000,161110000
Q14118,20502000,65319000,153970000,88851000,4075500,91351000,81989000,90962000,15702000,0,11121000,15677000,148760000,19669000,763980,0,0,0,36994000,296540000,57474000
Q14119,202740000,539560000,0,321330000,37000000,0,114730000,0,187960000,2493800,3162500,27416000,0,133300000,9602300,5185200,3199800,0,680050000,175480000,242890000
Q14123,7735500,98278000,48598000,293120000,21315000,33188000,0,38427000,0,6039500,0,169980000,0,42514000,0,30507000,0,0,91108000,0,1056200000
Q14126,0,0,0,0,0,35026000,0,0,104180000,0,0,0,0,0,0,0,0,0,0,0,0
Q14135,0,62870000,7162500,0,0,0,0,0,0,0,0,0,0,13575000,0,0,0,0,0,0,0
Q14137,204580000,299410000,0,0,0,0,52731000,0,45159000,0,24761000,0,0,52378000,0,0,0,0,109260000,0,77561000
