SwissProt_Accessions,geneName,DISGENET_Score,Harmonizome_Score,Pubpular_Score,CTD_Score,D2_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,D2D_Score,D2H_Score,D2P_Score,D2C_Score,BDMC_Score,Frequency,CTD_Marker,eDGAR_Marker,BIONDA_Marker,Dis_2_Marker
Q2M3D2,EXOC3L2,0.566,0.278,0.734,0.222,0.367,0.681,1.058,0.585,0.688,0.67,0.599,0.816,0.726,0.815,0.62,4.784,5,0.0,0,0,0
O76070,SNCG,0.595,0.243,0.624,0.417,0.43,0.623,1.093,0.882,0.623,0.644,0.88,0.899,0.641,0.897,0.912,4.776,5,0.0,0,0,1
Q92870,APBB2,0.421,0.29,0.679,0.448,0.392,0.725,0.884,0.912,0.7,0.717,0.919,0.882,0.735,0.847,0.873,4.772,5,0.0,1,0,1
P09104,ENO2,0.661,0.244,0.478,0.589,0.468,0.627,0.955,1.085,0.632,0.624,0.959,0.944,0.634,0.966,0.948,4.759,5,0.0,0,0,1
P60709,ACTB,0.717,0.217,0.449,0.684,0.658,0.589,0.921,1.183,0.587,0.585,0.92,1.157,0.582,0.921,1.158,4.757,5,0.0,0,0,1
Q9Y5N1,HRH3,0.504,0.267,0.584,0.39,0.405,0.668,0.992,0.858,0.662,0.695,0.847,0.878,0.69,0.867,0.885,4.755,5,0.0,0,0,1
Q9UQC2,GAB2,0.604,0.26,0.677,0.346,0.38,0.651,1.1,0.783,0.655,0.703,0.783,0.831,0.688,0.829,0.83,4.754,5,0.0,0,0,1
P39905,GDNF,0.702,0.216,0.472,0.5,0.595,0.585,0.948,0.982,0.582,0.578,0.965,1.09,0.576,0.951,0.986,4.732,5,0.0,0,0,1
Q92993,KAT5,0.594,0.267,0.542,0.421,0.38,0.662,1.036,0.887,0.664,0.685,0.892,0.831,0.7,0.836,0.864,4.729,5,0.0,0,0,1
Q16236,NFE2L2,0.773,0.203,0.501,0.17,0.57,0.575,0.986,0.519,0.553,0.624,0.487,1.064,0.551,0.99,0.488,4.719,5,0.0,0,0,1
O95450,ADAMTS2,0.652,0.637,0.511,0.496,0.19,1.136,0.995,0.977,0.996,0.978,0.993,0.533,0.531,0.526,0.527,4.718,5,0.0,0,0,0
P42262,GRIA2,0.614,0.188,0.569,0.612,0.544,0.526,1.065,1.111,0.523,0.525,1.065,1.037,0.522,1.041,1.037,4.713,5,0.0,0,0,1
P06396,GSN,0.698,0.236,0.533,0.7,0.443,0.617,1.021,1.198,0.611,0.617,1.021,0.913,0.623,0.923,0.913,4.707,5,0.0,0,0,1
P42345,MTOR,0.702,0.245,0.406,0.19,0.57,0.632,0.865,0.539,0.651,0.627,0.541,1.062,0.625,0.869,0.526,4.704,5,0.0,0,0,1
P42892,ECE1,0.594,0.252,0.608,0.549,0.38,0.638,1.093,1.044,0.638,0.639,1.043,0.831,0.673,0.83,0.835,4.704,5,0.0,0,0,1
Q01850,CDR2,0.587,0.237,0.678,0.534,0.418,0.611,1.082,1.027,0.616,0.612,1.022,0.883,0.631,0.88,0.889,4.704,5,0.0,0,0,1
P48147,PREP,0.625,0.266,0.586,0.493,0.354,0.661,1.082,0.975,0.66,0.668,0.978,0.794,0.709,0.796,0.808,4.703,5,0.0,0,0,0
P00390,GSR,0.741,0.228,0.47,0.182,0.481,0.61,0.947,0.533,0.604,0.625,0.513,0.961,0.602,0.967,0.512,4.692,5,0.0,0,0,1
O15294,OGT,0.617,0.282,0.598,0.582,0.304,0.687,1.096,1.079,0.687,0.687,1.08,0.72,0.767,0.72,0.721,4.676,5,0.0,0,0,0
P20366,TAC1,0.689,0.243,0.432,0.646,0.468,0.627,0.899,1.145,0.639,0.623,0.899,0.944,0.631,0.922,0.944,4.661,5,0.0,0,0,1
Q9NXA8,SIRT5,0.56,0.213,0.476,0.42,0.519,0.569,0.961,0.889,0.575,0.586,0.904,1.013,0.571,0.968,0.895,4.656,5,0.0,0,0,1
P13500,CCL2,0.705,0.229,0.407,0.17,0.595,0.607,0.867,0.505,0.621,0.594,0.498,1.09,0.599,0.868,0.49,4.652,5,0.0,0,0,1
P08908,HTR1A,0.655,0.229,0.443,0.214,0.506,0.601,0.913,0.576,0.61,0.698,0.582,0.99,0.601,0.928,0.573,4.643,5,0.0,0,0,1
Q9BZC7,ABCA2,0.595,0.252,0.627,0.344,0.354,0.637,1.093,0.781,0.638,0.689,0.78,0.796,0.684,0.794,0.839,4.642,5,0.0,0,0,0
P00450,CP,0.686,0.238,0.573,0.73,0.392,0.62,1.066,1.186,0.614,0.625,1.066,0.847,0.643,0.85,0.849,4.64,5,0.0,0,0,1
P60174,TPI1,0.772,0.11,0.485,0.653,0.329,0.41,0.967,1.154,0.352,0.378,0.965,0.766,0.367,0.772,0.758,4.634,5,1.0,0,0,0
Q9P2U7,SLC17A7,0.401,0.239,0.598,0.485,0.532,0.64,0.86,0.875,0.614,0.621,0.968,0.867,0.616,1.023,0.976,4.62,5,0.0,0,0,1
Q13867,BLMH,0.477,0.306,0.671,0.297,0.291,0.737,0.955,0.722,0.724,0.791,0.71,0.713,0.781,0.702,0.787,4.612,5,0.0,1,0,0
Q9UQN3,CHMP2B,0.629,0.179,0.642,0.2,0.494,0.509,1.128,0.549,0.511,0.649,0.551,0.976,0.505,0.975,0.548,4.605,5,0.0,0,0,1
Q8NA03,FSIP1,0.568,0.248,0.643,0.326,0.354,0.631,1.062,0.756,0.632,0.691,0.754,0.797,0.676,0.794,0.811,4.593,5,0.0,0,0,0
P36544,CHRNA7,0.728,0.062,0.672,0.533,0.367,0.298,1.172,1.021,0.279,0.237,1.02,0.815,0.211,0.812,0.82,4.586,5,1.0,0,0,0
Q8WTV0,SCARB1,0.641,0.198,0.497,0.668,0.494,0.546,0.979,1.14,0.543,0.549,0.979,0.976,0.544,0.993,0.975,4.581,5,0.0,0,0,1
P07093,SERPINE2,0.59,0.28,0.422,0.692,0.329,0.684,0.889,1.085,0.709,0.687,0.886,0.759,0.748,0.788,0.759,4.576,5,0.0,0,0,0
Q13443,ADAM9,0.654,0.22,0.609,0.608,0.392,0.586,1.106,1.105,0.582,0.582,1.108,0.846,0.607,0.848,0.848,4.575,5,0.0,0,0,1
Q9UBN7,HDAC6,0.686,0.197,0.516,0.531,0.481,0.55,1.001,1.018,0.54,0.54,1.014,0.959,0.543,0.974,0.971,4.568,5,0.0,0,0,1
Q96QK1,VPS35,0.542,0.182,0.607,0.418,0.506,0.51,1.035,0.889,0.513,0.521,0.882,1.0,0.511,0.993,0.895,4.562,5,0.0,0,0,1
P55072,VCP,0.74,0.175,0.558,0.539,0.506,0.521,1.049,1.028,0.497,0.497,1.036,0.991,0.497,0.998,1.001,4.554,5,0.0,0,0,1
P09917,ALOX5,0.69,0.217,0.469,0.684,0.443,0.585,0.945,1.184,0.583,0.584,0.945,0.912,0.588,0.936,0.912,4.549,5,0.0,0,0,1
P50570,DNM2,0.629,0.272,0.484,0.487,0.316,0.67,0.965,0.968,0.68,0.679,0.984,0.739,0.741,0.752,0.752,4.547,5,0.0,0,0,0
Q8IX03,WWC1,0.608,0.219,0.643,0.447,0.38,0.581,1.106,0.92,0.583,0.591,0.918,0.83,0.609,0.829,0.856,4.539,5,0.0,0,0,1
P30405,PPIF,0.61,0.196,0.523,0.588,0.468,0.54,1.012,1.086,0.538,0.539,1.014,0.946,0.542,0.957,0.948,4.535,5,0.0,0,0,1
Q16539,MAPK14,0.795,0.233,0.395,0.197,0.443,0.627,0.858,0.569,0.631,0.655,0.559,0.918,0.618,0.879,0.548,4.531,5,0.0,0,0,1
Q9BZA7,PCDH11X,0.6,0.083,0.665,0.236,0.329,0.306,1.096,0.609,0.324,0.321,0.613,0.758,0.284,0.758,0.665,4.526,5,1.0,0,0,0
O60313,OPA1,0.651,0.183,0.503,0.687,0.506,0.52,0.986,1.15,0.513,0.525,0.985,0.99,0.513,1.002,0.99,4.524,5,0.0,0,0,1
Q92731,ESR2,0.717,0.211,0.447,0.642,0.456,0.579,0.918,1.14,0.576,0.57,0.918,0.929,0.575,0.945,0.929,4.522,5,0.0,0,0,1
P21796,VDAC1,0.607,0.165,0.559,0.632,0.519,0.48,1.053,1.105,0.476,0.483,1.052,1.008,0.475,1.013,1.006,4.506,5,0.0,0,0,1
Q8N6T7,SIRT6,0.655,0.184,0.482,0.466,0.532,0.522,0.961,0.941,0.516,0.518,0.961,1.02,0.514,0.972,0.952,4.505,5,0.0,0,0,1
P35637,FUS,0.671,0.151,0.534,0.45,0.595,0.463,1.022,0.921,0.447,0.449,0.931,1.09,0.452,1.026,0.924,4.501,5,0.0,0,0,1
P98164,LRP2,0.678,0.21,0.574,0.586,0.392,0.571,1.067,1.081,0.563,0.564,1.073,0.847,0.587,0.85,0.849,4.485,5,0.0,0,0,1
Q14114,LRP8,0.447,0.196,0.675,0.568,0.506,0.546,0.917,0.923,0.547,0.538,1.06,0.932,0.539,0.99,0.997,4.472,5,0.0,0,0,1
P36957,DLST,0.544,0.273,0.639,0.523,0.266,0.673,1.035,1.019,0.672,0.675,1.01,0.662,0.76,0.661,0.664,4.463,5,0.0,0,0,0
Q02297,NRG1,0.694,0.197,0.494,0.667,0.443,0.551,0.975,1.166,0.541,0.547,0.975,0.912,0.548,0.93,0.912,4.458,5,0.0,0,0,1
P02768,ALB,0.719,0.274,0.235,0.842,0.658,0.68,0.618,1.225,0.7,0.698,0.64,1.157,0.675,0.611,1.164,4.442,5,0.0,0,0,1
P30990,NTS,0.629,0.232,0.461,0.489,0.367,0.604,0.936,0.971,0.612,0.608,0.954,0.812,0.64,0.834,0.827,4.438,5,0.0,0,0,1
P07900,HSP90AA1,0.717,0.185,0.446,0.716,0.532,0.534,0.916,1.216,0.524,0.534,0.916,1.019,0.517,0.926,1.019,4.437,5,0.0,0,0,1
Q9BXS0,COL25A1,0.561,0.242,0.694,0.059,0.304,0.62,1.053,0.237,0.626,0.22,0.28,0.722,0.692,0.722,0.203,4.435,5,0.0,0,0,0
P04035,HMGCR,0.618,0.199,0.517,0.715,0.418,0.547,1.004,1.115,0.545,0.558,1.002,0.881,0.558,0.892,0.881,4.427,5,0.0,0,0,1
Q5TCY1,TTBK1,0.432,0.216,0.663,0.391,0.405,0.588,0.899,0.876,0.58,0.6,0.845,0.896,0.595,0.863,0.886,4.421,5,0.0,0,0,1
Q99726,SLC30A3,0.409,0.211,0.66,0.502,0.456,0.584,0.869,0.883,0.571,0.568,0.985,0.894,0.574,0.928,0.945,4.42,5,0.0,0,0,1
P04054,PLA2G1B,0.686,0.214,0.461,0.543,0.392,0.579,0.935,1.033,0.578,0.571,0.944,0.847,0.595,0.87,0.854,4.403,5,0.0,0,0,1
P02647,APOA1,0.702,0.185,0.448,0.71,0.494,0.531,0.919,1.202,0.522,0.532,0.919,0.975,0.517,0.937,0.975,4.401,5,0.0,0,0,1
O75955,FLOT1,0.42,0.212,0.547,0.519,0.405,0.583,0.891,0.895,0.568,0.569,1.015,0.9,0.587,0.871,0.875,4.399,5,0.0,0,0,1
Q05193,DNM1,0.688,0.172,0.575,0.332,0.443,0.506,1.068,0.763,0.492,0.527,0.764,0.912,0.496,0.917,0.786,4.391,5,0.0,0,0,1
P21964,COMT,0.681,0.165,0.491,0.534,0.506,0.491,0.971,1.022,0.476,0.475,0.982,0.99,0.475,0.987,1.001,4.39,5,0.0,0,0,1
O60641,SNAP91,0.538,0.214,0.57,,0.354,0.571,1.033,,0.57,,,0.801,0.609,0.797,,4.381,4,0.0,0,0,0
Q14457,BECN1,0.686,0.16,0.481,0.802,0.544,0.483,0.959,1.189,0.466,0.509,0.964,1.034,0.466,0.969,1.038,4.378,5,0.0,0,0,1
P0DP25,CALM3,0.663,0.241,0.464,0.477,0.316,0.622,0.938,0.955,0.629,0.627,0.961,0.74,0.683,0.757,0.754,4.369,5,0.0,0,0,0
P08246,ELANE,0.667,0.325,0.265,0.549,0.291,0.752,0.661,1.039,0.723,0.755,0.66,0.702,0.769,0.745,0.703,4.352,5,0.0,0,0,0
Q9BRK5,SDF4,0.583,0.193,0.507,0.431,0.405,0.532,0.996,0.901,0.532,0.541,0.912,0.867,0.547,0.877,0.896,4.351,5,0.0,0,0,1
P25774,CTSS,0.614,0.256,0.491,0.659,0.266,0.644,0.974,1.111,0.651,0.646,0.972,0.66,0.748,0.668,0.662,4.345,5,0.0,0,0,0
O43612,HCRT,0.671,0.162,0.526,0.419,0.468,0.485,1.013,0.882,0.471,0.478,0.892,0.944,0.472,0.956,0.904,4.341,5,0.0,0,0,1
Q8IV08,PLD3,0.51,0.159,0.705,0.395,0.481,0.463,0.994,0.863,0.484,0.475,0.851,0.975,0.463,0.959,0.869,4.339,5,0.0,0,0,1
Q9UJY5,GGA1,0.27,0.276,0.625,0.396,0.329,0.766,0.668,0.7,0.676,0.709,0.852,0.731,0.74,0.758,0.797,4.339,5,0.0,0,0,0
P35568,IRS1,0.734,0.159,0.493,0.722,0.481,0.491,0.975,1.223,0.464,0.489,0.975,0.96,0.464,0.978,0.96,4.333,5,0.0,0,0,1
P02511,CRYAB,0.621,0.201,0.565,0.72,0.354,0.55,1.06,1.119,0.547,0.562,1.057,0.794,0.583,0.798,0.797,4.332,5,0.0,0,0,0
Q9NZJ5,EIF2AK3,0.66,0.167,0.488,0.727,0.468,0.491,0.968,1.159,0.48,0.504,0.968,0.944,0.482,0.964,0.945,4.329,5,0.0,0,0,1
O95992,CH25H,0.565,0.21,0.677,0.476,0.329,0.564,1.057,0.96,0.572,0.569,0.953,0.761,0.614,0.759,0.774,4.325,5,0.0,0,0,0
Q12800,TFCP2,0.497,0.262,0.645,0.388,0.253,0.66,0.979,0.856,0.654,0.687,0.841,0.645,0.746,0.641,0.672,4.325,5,0.0,0,0,0
Q99497,PARK7,0.636,0.114,0.556,0.517,0.595,0.383,1.049,1.003,0.369,0.364,1.011,1.092,0.375,1.052,1.006,4.32,5,0.0,0,0,1
P27169,PON1,0.629,0.18,0.512,0.2,0.418,0.511,0.997,0.549,0.506,0.652,0.546,0.881,0.517,0.893,0.559,4.305,5,0.0,0,0,1
P02794,FTH1,0.606,0.211,0.43,0.647,0.367,0.566,0.897,1.103,0.578,0.569,0.895,0.813,0.598,0.843,0.812,4.295,5,0.0,0,0,0
P09038,FGF2,0.705,0.211,0.315,0.704,0.544,0.577,0.739,1.204,0.624,0.577,0.739,1.034,0.566,0.74,1.034,4.28,5,0.0,0,0,1
P16671,CD36,0.686,0.153,0.491,0.796,0.481,0.47,0.971,1.189,0.45,0.495,0.975,0.959,0.451,0.979,0.964,4.28,5,0.0,0,0,1
P10599,TXN,0.674,0.166,0.441,0.679,0.506,0.492,0.91,1.174,0.483,0.493,0.91,0.99,0.478,0.925,0.99,4.277,5,0.0,0,0,1
Q16082,HSPB2,0.632,0.155,0.62,0.048,0.418,0.466,1.119,0.234,0.464,0.231,0.23,0.881,0.463,0.881,0.173,4.273,5,0.0,0,0,1
O96018,APBA3,0.401,0.236,0.645,0.034,0.304,0.635,0.859,0.12,0.612,0.104,0.202,0.755,0.681,0.72,0.102,4.262,5,0.0,0,0,0
P26441,CNTF,0.584,0.15,0.481,0.508,0.494,0.449,0.964,0.997,0.445,0.445,0.975,0.98,0.445,0.978,0.991,4.261,5,0.0,0,0,1
P49840,GSK3A,0.53,0.21,0.648,0.639,0.316,0.564,1.018,1.018,0.568,0.567,1.139,0.745,0.62,0.739,0.739,4.255,5,0.0,0,0,0
Q9NZ52,GGA3,0.292,0.246,0.649,0.317,0.342,0.708,0.702,0.775,0.629,0.692,0.739,0.761,0.678,0.776,0.802,4.254,5,0.0,0,0,0
P52888,THOP1,0.651,0.182,0.567,0.445,0.367,0.519,1.06,0.915,0.511,0.517,0.921,0.812,0.536,0.816,0.838,4.254,5,0.0,0,0,0
P63261,ACTG1,0.686,0.211,0.354,0.566,0.405,0.574,0.795,1.058,0.603,0.565,0.797,0.863,0.585,0.832,0.868,4.252,5,0.0,0,0,1
P19022,CDH2,0.606,0.2,0.417,0.705,0.38,0.546,0.881,1.102,0.559,0.557,0.879,0.831,0.57,0.865,0.83,4.252,5,0.0,0,0,1
P09874,PARP1,0.697,0.21,0.345,0.784,0.43,0.574,0.782,1.199,0.606,0.589,0.789,0.896,0.578,0.81,0.901,4.246,5,0.0,0,0,1
Q96DS6,MS4A6E,0.273,0.245,0.71,0.275,0.405,0.72,0.677,0.772,0.633,0.718,0.68,0.701,0.65,0.864,0.705,4.245,5,0.0,0,0,1
P04637,TP53,0.706,0.232,0.24,0.88,0.57,0.611,0.624,1.216,0.724,0.643,0.655,1.062,0.602,0.616,1.073,4.24,5,0.0,0,0,1
O15118,NPC1,0.626,0.162,0.554,0.624,0.418,0.477,1.047,1.123,0.47,0.477,1.047,0.881,0.477,0.887,0.881,4.239,5,0.0,0,0,1
Q14108,SCARB2,0.56,0.148,0.476,0.556,0.494,0.442,0.961,1.055,0.439,0.441,0.961,0.982,0.439,0.972,0.983,4.235,5,0.0,0,0,1
Q96L34,MARK4,0.623,0.163,0.651,0.49,0.38,0.479,1.121,0.972,0.483,0.472,0.971,0.83,0.489,0.829,0.845,4.23,5,0.0,0,0,1
Q14416,GRM2,0.561,0.157,0.535,0.505,0.43,0.461,1.031,0.996,0.46,0.459,1.0,0.903,0.464,0.906,0.911,4.224,5,0.0,0,0,1
O43426,SYNJ1,0.604,0.144,0.579,0.192,0.443,0.439,1.076,0.533,0.436,0.567,0.531,0.915,0.434,0.917,0.539,4.218,5,0.0,0,0,1
O15240,VGF,0.542,0.165,0.607,0.568,0.405,0.476,1.034,1.038,0.481,0.477,1.064,0.871,0.487,0.865,0.868,4.214,5,0.0,0,0,1
P21554,CNR1,0.652,0.167,0.452,0.623,0.43,0.491,0.923,1.121,0.484,0.487,0.925,0.896,0.487,0.924,0.897,4.205,5,0.0,0,0,1
P35638,DDIT3,0.663,0.192,0.367,0.18,0.443,0.539,0.812,0.516,0.559,0.662,0.531,0.912,0.539,0.839,0.513,4.2,5,0.0,0,0,1
Q86VH5,LRRTM3,0.39,0.212,0.719,,0.329,0.592,0.845,,0.581,,,0.8,0.618,0.761,,4.196,4,0.0,0,0,0
P08183,ABCB1,0.702,0.2,0.352,0.18,0.405,0.558,0.793,0.523,0.582,0.653,0.538,0.864,0.564,0.83,0.521,4.19,5,0.0,0,0,1
P20336,RAB3A,0.504,0.171,0.603,0.469,0.392,0.49,0.99,0.961,0.493,0.492,0.947,0.86,0.505,0.848,0.868,4.186,5,0.0,0,0,1
P49755,TMED10,0.58,0.169,0.604,0.528,0.367,0.486,1.077,1.02,0.488,0.484,1.018,0.815,0.506,0.813,0.82,4.185,5,0.0,0,0,1
P14780,MMP9,0.673,0.195,0.32,0.846,0.532,0.545,0.745,1.179,0.587,0.579,0.764,1.019,0.537,0.75,1.027,4.184,5,0.0,0,0,1
P67775,PPP2CA,0.625,0.162,0.573,0.677,0.38,0.477,1.068,1.122,0.472,0.485,1.066,0.83,0.486,0.833,0.829,4.165,5,0.0,0,0,1
P40313,CTRL,0.659,0.16,0.448,0.443,0.43,0.478,0.919,0.913,0.469,0.469,0.942,0.896,0.471,0.925,0.926,4.158,5,0.0,0,0,1
Q9BZR6,RTN4R,0.606,0.172,0.527,0.54,0.367,0.494,1.017,1.032,0.49,0.49,1.025,0.813,0.513,0.821,0.819,4.148,5,0.0,0,0,0
P34130,NTF4,0.594,0.135,0.531,0.211,0.456,0.42,1.022,0.566,0.413,0.518,0.566,0.932,0.412,0.939,0.574,4.139,5,0.0,0,0,1
P22676,CALB2,0.61,0.156,0.474,0.537,0.418,0.465,0.954,1.028,0.459,0.459,0.962,0.882,0.465,0.901,0.889,4.126,5,0.0,0,0,1
P23219,PTGS1,0.772,0.155,0.473,0.198,0.405,0.492,0.953,0.566,0.455,0.59,0.545,0.868,0.463,0.884,0.558,4.116,5,0.0,0,0,1
Q14790,CASP8,0.767,0.163,0.386,0.804,0.468,0.505,0.843,1.269,0.487,0.514,0.847,0.947,0.473,0.859,0.95,4.113,5,0.0,0,0,1
O95140,MFN2,0.749,0.103,0.529,0.687,0.519,0.391,1.017,1.187,0.34,0.373,1.016,1.006,0.339,1.017,1.004,4.11,5,0.0,0,0,1
Q92876,KLK6,0.607,0.161,0.623,0.362,0.342,0.473,1.105,0.805,0.475,0.49,0.805,0.777,0.497,0.776,0.832,4.104,5,0.0,0,0,0
P16070,CD44,0.72,0.197,0.311,0.714,0.443,0.555,0.735,1.214,0.595,0.554,0.735,0.913,0.548,0.753,0.913,4.1,5,0.0,0,0,1
P54764,EPHA4,0.667,0.149,0.58,0.461,0.38,0.46,1.075,0.935,0.447,0.444,0.939,0.829,0.456,0.832,0.852,4.099,5,0.0,0,0,1
P11142,HSPA8,0.652,0.116,0.519,0.67,0.494,0.391,1.006,1.151,0.369,0.395,1.005,0.975,0.367,0.989,0.975,4.097,5,0.0,0,0,1
Q9NPG2,NGB,0.613,0.154,0.543,0.522,0.38,0.46,1.036,1.01,0.454,0.453,1.018,0.83,0.468,0.836,0.839,4.084,5,0.0,0,0,1
Q9UI47,CTNNA3,0.614,0.17,0.669,0.084,0.304,0.492,1.111,0.313,0.5,0.389,0.328,0.72,0.538,0.721,0.295,4.082,5,0.0,0,0,0
Q9H0M4,ZCWPW1,0.418,0.15,0.749,0.063,0.443,0.45,0.883,0.22,0.478,0.32,0.309,0.91,0.446,0.915,0.223,4.082,5,0.0,0,0,1
P01344,IGF2,0.885,0.038,0.349,0.58,0.392,0.314,0.81,1.085,0.127,0.19,0.789,0.866,0.134,0.83,0.85,4.081,5,1.0,0,0,1
P55211,CASP9,0.714,0.171,0.35,0.167,0.494,0.508,0.79,0.502,0.517,0.662,0.509,0.975,0.489,0.801,0.481,4.081,5,0.0,0,0,1
O75460,ERN1,0.64,0.127,0.526,0.753,0.456,0.41,1.014,1.139,0.394,0.436,1.014,0.929,0.392,0.94,0.93,4.078,5,0.0,0,0,1
P35228,NOS2,0.768,0.132,0.455,0.893,0.456,0.45,0.93,1.277,0.404,0.488,0.944,0.931,0.404,0.955,0.945,4.075,5,0.0,0,0,1
O00206,TLR4,0.719,0.143,0.365,0.769,0.608,0.458,0.811,1.22,0.444,0.47,0.815,1.104,0.437,0.81,1.105,4.064,5,0.0,0,0,1
Q02218,OGDH,0.557,0.2,0.454,0.219,0.291,0.545,0.933,0.58,0.552,0.677,0.59,0.702,0.614,0.718,0.655,4.064,5,0.0,0,0,0
Q8IWS0,PHF6,0.59,0.138,0.621,0.42,0.392,0.425,1.088,0.886,0.429,0.421,0.884,0.849,0.425,0.847,0.882,4.063,5,0.0,0,0,1
Q16620,NTRK2,0.711,0.068,0.565,0.784,0.608,0.305,1.058,1.213,0.261,0.331,1.06,1.104,0.272,1.061,1.106,4.061,5,0.0,0,0,1
Q9NQC3,RTN4,0.59,0.136,0.482,0.551,0.443,0.42,0.965,1.046,0.413,0.416,0.969,0.916,0.414,0.933,0.92,4.06,5,0.0,0,0,1
P01042,KNG1,0.702,0.167,0.366,0.638,0.456,0.499,0.811,1.136,0.502,0.488,0.81,0.928,0.483,0.833,0.929,4.057,5,0.0,0,0,1
P02686,MBP,0.674,0.124,0.449,0.676,0.532,0.411,0.92,1.174,0.385,0.412,0.92,1.019,0.387,0.931,1.019,4.054,5,0.0,0,0,1
P17655,CAPN2,0.598,0.149,0.537,0.558,0.38,0.449,1.029,1.054,0.443,0.445,1.033,0.831,0.456,0.837,0.834,4.045,5,0.0,0,0,1
P15692,VEGFA,0.806,0.054,0.239,0.833,0.557,0.312,0.639,1.308,0.2,0.322,0.644,1.052,0.223,0.616,1.055,4.042,5,1.0,0,0,1
P27361,MAPK3,0.698,0.143,0.375,0.863,0.557,0.453,0.824,1.205,0.442,0.496,0.841,1.048,0.431,0.828,1.058,4.026,5,0.0,0,0,1
P00747,PLG,0.675,0.148,0.407,0.536,0.443,0.459,0.866,1.024,0.448,0.441,0.875,0.912,0.443,0.896,0.922,4.023,5,0.0,0,0,1
P18850,ATF6,0.651,0.114,0.523,0.662,0.468,0.386,1.01,1.151,0.365,0.389,1.01,0.944,0.361,0.957,0.944,4.023,5,0.0,0,0,1
Q9UQB3,CTNND2,0.61,0.158,0.581,0.28,0.329,0.468,1.078,0.683,0.464,0.522,0.684,0.758,0.495,0.759,0.748,4.022,5,0.0,0,0,0
P11229,CHRM1,0.553,0.139,0.543,0.633,0.392,0.423,1.042,1.045,0.422,0.433,1.034,0.853,0.428,0.854,0.847,4.021,5,0.0,0,0,1
P43005,SLC1A1,0.575,0.129,0.485,0.51,0.443,0.404,0.969,1.0,0.397,0.398,0.979,0.917,0.398,0.932,0.927,4.019,5,0.0,0,0,1
P29274,ADORA2A,0.632,0.11,0.514,0.657,0.481,0.373,1.001,1.131,0.353,0.378,1.0,0.961,0.351,0.974,0.96,4.012,5,0.0,0,0,1
Q14563,SEMA3A,0.636,0.152,0.406,0.55,0.405,0.461,0.865,1.042,0.458,0.451,0.871,0.864,0.458,0.905,0.87,4.01,5,0.0,0,0,1
P41597,CCR2,0.659,0.124,0.475,0.595,0.456,0.408,0.952,1.091,0.385,0.396,0.956,0.928,0.385,0.951,0.932,4.009,5,0.0,0,0,1
P02786,TFRC,0.69,0.167,0.331,0.76,0.494,0.498,0.762,1.191,0.517,0.512,0.768,0.975,0.482,0.773,0.977,4.007,5,0.0,0,0,1
Q16625,OCLN,0.651,0.13,0.426,0.746,0.506,0.419,0.891,1.15,0.401,0.441,0.893,0.99,0.4,0.906,0.991,4.007,5,0.0,0,0,1
P09429,HMGB1,0.697,0.14,0.406,0.659,0.481,0.447,0.865,1.158,0.428,0.44,0.865,0.959,0.421,0.884,0.96,4.004,5,0.0,0,0,1
P30086,PEBP1,0.64,0.168,0.504,0.592,0.329,0.49,0.988,1.089,0.481,0.485,0.991,0.758,0.518,0.768,0.759,4.004,5,0.0,0,0,0
P34741,SDC2,0.64,0.286,0.543,0.575,0.177,0.693,1.033,1.069,0.696,0.694,1.039,0.508,0.565,0.501,0.502,3.997,5,0.0,0,0,0
Q13470,TNK1,0.428,0.212,0.698,0.321,0.241,0.582,0.893,0.774,0.578,0.623,0.748,0.636,0.683,0.625,0.679,3.997,5,0.0,0,0,0
P09172,DBH,0.635,0.126,0.476,0.622,0.443,0.408,0.955,1.121,0.391,0.406,0.955,0.913,0.392,0.934,0.914,3.993,5,0.0,0,0,1
P23443,RPS6KB1,0.614,0.133,0.433,0.69,0.456,0.418,0.902,1.11,0.408,0.433,0.9,0.93,0.406,0.927,0.928,3.99,5,0.0,0,0,1
P34810,CD68,0.671,0.122,0.432,0.621,0.519,0.408,0.898,1.119,0.382,0.397,0.899,1.005,0.383,0.91,1.007,3.987,5,0.0,0,0,1
P08172,CHRM2,0.568,0.168,0.516,0.651,0.316,0.483,1.008,1.061,0.482,0.492,1.002,0.741,0.525,0.747,0.739,3.985,5,0.0,0,0,0
Q86TM6,SYVN1,0.614,0.198,0.602,0.521,0.203,0.543,1.101,1.009,0.542,0.541,1.01,0.552,0.692,0.551,0.551,3.982,5,0.0,0,0,0
Q9UJ68,MSRA,0.56,0.175,0.558,0.473,0.278,0.497,1.058,0.957,0.497,0.499,0.957,0.682,0.566,0.682,0.693,3.982,5,0.0,0,0,0
Q8N0W5,IQCK,0.496,0.05,0.584,0.484,0.291,0.195,0.982,0.981,0.221,0.191,0.968,0.71,0.17,0.701,0.712,3.978,5,1.0,0,0,0
P17861,XBP1,0.678,0.116,0.489,0.199,0.456,0.397,0.969,0.552,0.368,0.473,0.545,0.928,0.367,0.947,0.549,3.977,5,0.0,0,0,1
P01137,TGFB1,0.695,0.195,0.293,0.173,0.342,0.548,0.707,0.508,0.602,0.641,0.55,0.777,0.575,0.763,0.525,3.972,5,0.0,0,0,0
