SwissProt_Accessions,geneName,DISGENET_Score,Harmonizome_Score,Pubpular_Score,CTD_Score,D2_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,D2D_Score,D2H_Score,D2P_Score,D2C_Score,BDMC_Score,Frequency,CTD_Marker,eDGAR_Marker,BIONDA_Marker,Dis_2_Marker
Q8TDM5,SPACA4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDM0,BCAS4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDE3,RNASE8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TD94,KLF14,,,,0.621,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TD20,SLC2A12,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TCW9,PROKR1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TCW7,ZPLD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TCU3,SLC7A13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TCD6,PHOSPHO2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TCD1,C18orf32,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TCC3,MRPL30,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TCB6,OR51E1,,,,0.583,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TC76,FAM110B,,,,0.496,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TC56,GARIN3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TC21,ZNF596,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TBZ5,ZNF502,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDV2,GPR148,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDV5,GPR119,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDW4,ST7L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUH1,CHURC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV37,ZNF480,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WV07,LTO1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUZ0,BCL7C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUX2,CHAC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUT4,LRRN4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUN7,UBTD2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUJ1,CYB5D2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUF8,FAM172A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TDY8,IGDCC4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8WUA2,PPIL4,,,,0.496,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8TF68,ZNF384,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF64,GIPC3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF39,ZNF483,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TF05,PPP4R1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TET4,GANC,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8TE69,EOLA1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NEF9,SRFBP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NEF3,CCDC112,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NEE6,FBXL13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZS8,CACNA2D3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N184,ZNF567,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N165,PDIK1L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N143,BCL6B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N136,DAW1,,,,0.545,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N128,FAM177A1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N118,CYP4X1,,,,,0.277,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N112,LSMEM2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N111,CEND1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N109,KIR2DL5A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N103,TAGAP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0Z8,PUSL1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0Y7,PGAM4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0U2,TMEM61,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N0T1,RBIS,,,,0.517,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N0S6,CENPL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZV2,CMTM8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZU8,DSEL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1D0,SLC22A18AS,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1G4,LRRC47,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N1T3,MYO1H,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N436,CPXM2,,,,0.5,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N4Q0,PTGR3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N4P2,TTC30B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N4H5,TOMM5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N4G2,ARL14,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N475,FSTL5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N461,FBXL16,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N442,GUF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N3X6,LCORL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N292,GAPT,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N3X1,FNBP4,,,,0.467,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N3J9,ZNF664,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N3D4,EHBP1L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N365,CIART,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N339,MT1M,0.545,,,0.465,,,,0.949,,,,,,,,0.0,2,0.0,0,0,0
Q8N2H3,PYROXD2,,,,0.476,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N2E2,VWDE,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZT9,FAM9C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZS7,CLECL1P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N4W9,ZNF808,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZS6,DYNLT2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYS0,GRAMD1C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYN2,TCEAL8,,,,0.472,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IYL2,TRMT44,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYK8,REM2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYD9,LAS2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY67,RAVER1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IY47,KBTBD2,,,,0.511,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IXZ3,SP8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXY8,PPIL6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXT2,DMRTC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXT1,DDIAS,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IXS8,HYCC2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX29,FBXO16,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX18,DHX40,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IX06,REXO1L1P,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWY8,ZSCAN29,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IWR0,ZC3H7A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYS4,DNAAF8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYT1,GARIN4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYU4,UBQLNL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZF4,ADGRG5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZS5,OFCC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZP7,HS6ST3,,,,0.529,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZM9,SLC38A6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZJ4,RGL4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZJ0,IFNL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZF7,ADGRF2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZF5,ADGRF3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZD6,SLC22A15,,,,0.485,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IYW2,CFAP46,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZA3,H1-8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ83,ALDH16A1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ73,RPUSD2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ57,NRSN1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IZ26,ZNF34,,,,0.603,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8IZ08,GPR135,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8IYX0,ZNF679,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N4T4,ARHGEF39,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N5C7,DTWD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NEB7,ACRBP,,,,0.504,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N954,GPATCH11,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NC96,NECAP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NBX0,SCCPDH,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NBV4,PLPP7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NBR0,TP53I13,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NBN3,TMEM87A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NBM8,PCYOX1L,,,,0.491,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8NBH2,KY,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NBF6,AVL9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NBA8,DTWD2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NAT2,TDRD5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NAF0,ZNF579,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NA19,L3MBTL4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9W4,GOLGA6L2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9V2,TRIML1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9S9,SNX31,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9H8,EXD3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N9B8,RASGEF1A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NCA9,ZNF784,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NCF0,CLEC18C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NCK3,ZNF485,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NDA2,HMCN2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NE62,CHDH,,,,0.481,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8NE28,STKLD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NDX9,LY6G5B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NDX6,ZNF740,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NDV2,GPR26,,,,0.603,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8NDH2,CCDC168,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NDB6,FAM156A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8ND82,ZNF280C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NCN2,ZBTB34,,,,0.541,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8ND71,GIMAP8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NCY6,MSANTD4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NCV1,ADAD2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NCU1,CCDC197,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NCT3,MATCAP2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NCR3,MFI,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8NCQ7,PROCA1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N988,ZNF557,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N907,DAND5,,,,0.586,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N5I3,KCNRG,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8Z8,ZNF441,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N7P1,PLD5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N7M2,ZNF283,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N7K0,ZNF433,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N7B9,EFCAB3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N7B1,HORMAD2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N7A1,KLHDC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N729,NPW,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N6Y1,PCDH20,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N6T0,TOP6BL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N6S5,ARL6IP6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N6D5,ANKRD29,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N628,OR2C3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N5S1,SLC25A41,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N5R6,CCDC33,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N5N7,MRPL50,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N5M4,TTC9C,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N5L8,RPP25L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N7P3,CLDN22,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N7X0,ADGB,,,,0.59,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N801,STPG4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8G2,VGLL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8Y5,ZFP41,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8U2,CDYL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8R5,C2orf69,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8Q1,CYB561D1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8L2,ZNF491,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8K9,KIAA1958,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8J6,ZNF615,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8F6,YIPF7,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N806,UBR7,,,,0.519,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N8E3,CEP112,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8A6,DDX51,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N8A2,ANKRD44,,,,0.478,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q8N883,ZNF614,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N859,ZNF713,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N831,TSPYL6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N819,PPM1N,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q9Y6V7,DDX49,,,,0.541,,,,,,,,,,,,0.0,1,0.0,0,0,0
W5XKT8,SPACA6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q8N141,ZFP82,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TC63,GRTP1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TAG4,NBPF12,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T9S5,CCDC18,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T7M9,DIPK1A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T6V5,QNG1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T6J7,IDNK,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T681,C10orf62,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T5S1,CCDC183,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T5M9,CCNJ,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T5J6,SWT1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T5D7,ZNF684,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T3I0,GPATCH4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T2L2,AKR1C8,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T292,TMEM273,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T1S8,NCMAP,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T1N1,AKNAD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T1J5,CHCHD2P9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T1B0,AXDND1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TC12,ATPAF1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TEA3,DNAAF9,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JNZ3,ZNF311,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TEA6,SEL1L2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5VIY5,ZNF468,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5UAW9,GPR157,,,,0.502,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q5U3C3,TMEM164,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TZJ5,SPATA31A1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TZ20,OR2G6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TIE3,VWA5B1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TI25,NBPF14,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5THK1,PRR14L,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TGY1,TMCO4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TGS1,HES3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TGI0,FAXC,,,,0.545,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q5TG30,ARHGAP40,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TFG8,ZC2HC1B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TFE4,NT5DC1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TF39,MFSD4B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TF21,SOGA3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5TEC3,ZNF697,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T1A1,DCST2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5T0B9,ZNF362,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SZI1,LDLRAD2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SZD4,GLYATL3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JWR5,DOP1A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JW98,CALHM4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JVG8,ZNF506,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JVG2,ZNF484,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JUK9,PAGE3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JU00,TCTE1,,,,0.583,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q5JTD7,LRRC73,,,,0.545,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q5JSS6,MEIG1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JS54,PSMG4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JS37,NHLRC3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JRV8,TMEM255A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JRS4,OR10J3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JRC9,FAM47A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JQS6,GCSAML,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JQS5,OR2B11,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JQF8,PABPC1L2A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JPI3,C3orf38,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JX69,FAM209B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5JXM2,METTL24,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5M8T2,SLC35D3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SV97,PERM1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SZD1,C6orf141,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SYE7,NHSL1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SY68,S100A7L2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SXM1,ZNF678,,,,0.559,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q5SWX8,ODR4,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SVS4,SLC25A30,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SVQ8,ZBTB41,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SV17,TMEM240,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5M9N0,CCDC158,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SSQ6,SAPCD1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SRH9,TTC39A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5SNV9,C1orf167,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5RHP9,ERICH3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5R3K3,CALHM6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5PT55,SLC10A5,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5MCW4,ZNF569,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5VSG8,MANEAL,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5VT79,ANXA8L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q5VTE6,ANGEL2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q68CQ7,GLT8D1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6GPI1,CTRB2,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6F5E7,TXNRD3NB,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6EBC2,IL31,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6DKI1,RPL7L1,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6DHV5,CC2D2B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6DD87,ZNF787,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6BEB4,SP5,,,,0.458,,,,,,,,,,,,0.0,1,0.0,0,0,0
Q6B0B8,TIGD3,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6AW86,ZNF324B,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6AI12,ANKRD40,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6AI08,HEATR6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6AHZ1,ZNF518A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q69YU3,ANKRD34A,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q68DY9,ZNF772,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q68DU8,KCTD16,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q68DN1,C2orf16,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q68DI1,ZNF776,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
Q6ICC9,RTL6,,,,,,,,,,,,,,,,0.0,0,0.0,0,0,0
