proteinid,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24
A0A0B4J1V0,0,0,0,0,0,0,0,0,158270,187980,0,0,259770,193100,0,0,278960,219480,334350,149130,0,0,0,0
A0A0B4J1X5,0,0,973150,926100,143380,310860,119420,0,257890,0,0,0,149100,118960,103200,162260,86780,0,179410,0,133750,0,640180,159990
A0A0C4DH34,133830,0,210680,310460,0,0,0,295960,0,0,445450,339950,0,77298,468990,380920,0,86213,0,0,586690,0,1453500,622510
A0A0C4DH35,0,0,573860,402380,0,0,0,0,0,0,0,0,0,0,0,0,91768,144500,0,0,285500,231910,1085700,743450
A0A0C4DH68,0,0,202480,404920,0,146710,0,0,395740,307610,578390,667800,0,0,0,0,390120,0,0,0,0,0,842500,1065900
A0A0J9YXX1,0,0,0,0,634530,0,0,0,0,0,0,0,0,0,0,0,0,0,822770,602880,0,0,277040,424290
A0AVT1,721510,1109100,136300,65590,932170,266140,461860,374330,3198800,3148600,1254200,970830,992230,491530,1345200,1138600,616120,385110,90129,0,1228300,450320,1705900,2062400
A0FGR8,2131500,1667900,2258600,1473200,972370,596710,284380,351340,3349100,3125700,499250,1233400,1848900,1552700,1497200,3056300,3905400,3677700,0,662490,975990,233570,5743800,7439800
A0MZ66,0,524640,0,0,774150,282820,337610,343290,194000,0,2526900,1671900,504850,689590,1717800,1284200,476720,430310,0,0,2401900,572050,903760,0
A1L0T0,29962,0,0,252060,236450,163010,0,0,724220,839790,191120,253680,152770,164770,1142600,915960,519740,937730,0,0,449970,325660,0,0
A1L188,0,555080,0,0,0,267400,182860,0,0,831080,0,606430,395750,320990,0,528640,1133700,813010,0,0,0,1075600,0,1950200
A4D1P6,421140,0,0,0,306340,416180,442280,423620,518650,335830,512660,474090,0,0,199580,183460,0,0,0,0,636750,437030,271440,139930
A5D8V6,447570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1649200,543070
A6NDG6,400730,327610,190460,191890,373600,912640,1216400,795350,1613800,1359000,839620,1608500,180610,817920,1932500,1754600,340070,833010,1241900,1315500,1487400,1095900,363280,117900
A6NHL2,3669100,3951400,404640,444440,1554800,2181900,1551700,1629000,8323400,9333500,11558000,10536000,6172900,4179200,13262000,8908100,3597700,3404500,938380,1165100,3879300,3654700,1967500,2532900
A6NHQ2,274670,334580,508150,745630,375440,511940,2130400,2295200,938160,1058300,1866500,1553700,444450,513030,297640,412830,639320,700660,0,0,409540,262120,1171200,1331500
A6NHX0,0,132200,0,0,0,0,0,0,534590,434450,0,213450,83620,67084,0,0,0,0,0,0,664550,199250,0,0
A8MWY0,0,0,0,0,0,0,0,0,3789300,3490500,131230,347930,0,0,0,0,0,0,0,0,0,96159,0,0
A8MYZ6,0,0,0,0,0,0,0,0,273380,283830,364510,540180,171380,0,0,0,0,0,394410,473730,276370,0,0,0
C4AMC7,0,0,0,0,0,0,0,0,684450,445510,0,0,0,0,0,0,0,0,0,0,415390,276670,0,0
E5RIL1,0,0,193950,0,0,0,0,0,0,46078,0,0,0,0,0,0,0,0,0,0,0,0,693050,0
L0R6Q1,207840,223580,368990,327680,0,0,0,0,946450,714740,0,298240,0,0,231610,185130,814400,362430,0,0,1646000,827760,0,0
O00115,948460,537500,0,0,0,0,0,0,3421000,4152800,0,1410100,0,176720,0,0,0,2307800,0,0,2331600,1821500,1315200,1024000
O00151,20597000,18851000,7730400,7446700,1035700,681000,5792900,6829900,975330,1546400,6933000,3224500,10188000,7892900,566200,196880,2401500,2317700,7500500,8261300,3344800,2575100,1118500,2468200
O00154,679680,756910,231580,0,0,0,885980,0,0,0,0,0,0,0,425000,1322600,102690,136450,0,278190,0,0,0,59888
O00159,5527800,5548400,3980000,3690200,7180100,5694700,444560,347150,39806000,35440000,28952000,35698000,3636100,4416500,14286000,15652000,14745000,14123000,572110,202590,7075100,5801700,68422000,66223000
O00161,243830,935580,342940,338430,763370,540070,627390,552200,1583900,2061500,945880,833280,1109500,998300,397290,349440,307340,553100,2589000,1972200,913710,820400,848560,429190
O00168,329430,247650,688430,928140,3052300,884140,559630,370640,3816600,3971100,635920,639400,586750,452630,1467200,1642000,1347300,1177800,3614300,3141600,2128100,485110,2223400,1249000
O00170,1769900,2733300,458800,304030,1751700,1184600,236010,262480,4796900,4661200,3211000,3674500,1738400,913620,2659100,2726900,1070900,1086400,0,0,2332700,1508400,4030800,2368600
O00182,147560,265660,0,87972,96805,0,0,0,0,0,0,262490,0,0,6084600,5750700,160620,180340,0,0,0,0,0,89563
O00186,181070,354090,305590,341250,753060,538990,500250,357960,2228500,2113000,704600,993910,222110,630660,758390,502470,800200,751460,0,0,571560,190710,3453900,2870300
O00203,2047700,2664900,135980,445120,487060,437140,620190,251510,2408800,2797200,2326900,2149900,981850,760240,2980100,3036700,1260800,1388900,0,0,1695700,1671100,3286100,2480600
O00231,5491900,6311200,2240600,2257200,5582800,4437900,3779300,4814800,8214500,6352500,6476200,8595100,3487400,5941700,8380000,7051500,2497500,3134500,1305500,1357500,10340000,8639800,5285500,5057400
O00232,3896600,4794500,1050500,725870,2715800,2103100,3611300,2940000,3015000,1184100,5493100,4762900,3398900,2664800,4847900,4568700,2541200,1775400,549660,689120,4243800,4650100,1764800,2898000
O00233,2316100,2463400,313870,365880,3751600,1298100,1124400,1192400,5266800,5415300,2828600,3192300,3495600,3717100,2430400,2952600,2482000,2911900,5881400,3840000,5227900,4728300,1344500,2353000
O00244,7816900,7131500,5560600,109600,1818300,3253700,1079600,1588900,8767800,8298700,6675100,7806400,2819500,2070700,2733500,6301600,2964800,3250500,2734200,3436000,22061000,11966000,3204300,4709900
O00264,5989000,5854500,14754000,8936600,40584000,30432000,17475000,18606000,31497000,28750000,28538000,27128000,18285000,14226000,2851400,3237600,11778000,3231100,9321600,10178000,32521000,19311000,6498100,5105300
O00273,706520,925240,0,0,0,0,0,0,398430,200390,1323600,609750,518350,245590,539030,483340,0,0,0,0,1274900,988110,250270,270600
O00291,0,0,246040,0,0,0,0,0,3546200,1920800,379950,109450,148760,0,240490,0,0,73161,0,0,0,0,122300,0
O00299,34081000,32239000,11343000,10676000,28541000,21032000,4538000,4113800,56276000,56447000,33457000,28787000,30386000,21017000,34409000,35912000,28970000,29929000,5362900,6209100,54944000,40739000,42854000,35533000
O00303,1342500,1448200,1352100,1427500,1462600,1138600,3430000,3554200,2691200,2584800,2201300,2385100,801520,1181000,2103400,1583700,606550,953590,0,0,1502000,781110,2456700,1930300
O00330,100360,98779,144000,131540,134740,39757,0,96519,698250,597980,98736,59953,0,105350,129820,138880,0,78411,0,0,279580,84132,0,278290
O00399,325400,292820,0,0,128990,221400,144280,0,90919,0,0,314660,193120,218670,438370,516100,173170,130960,222940,361910,445530,374340,0,0
O00401,395900,117430,142090,84166,368450,104660,274750,292420,928220,1385400,260440,150860,236670,0,573170,786360,132670,0,0,0,1034000,565480,234220,116570
O00410,7106900,7172600,815890,513360,2927600,3276400,12237000,11578000,19149000,17476000,10511000,12515000,6031700,4978500,9728900,9694500,1908000,2723800,471500,220530,7971000,7409200,4791000,6006500
O00423,0,0,0,0,0,0,0,0,340260,148840,0,243800,0,0,1296500,1337300,0,671160,0,0,0,365200,1224200,638630
O00429,1523900,1099200,315620,419090,936010,803220,1197400,1112800,1412700,1375700,3148400,3307100,807880,1028900,1643300,1453200,313540,613910,0,0,1192400,544630,1649100,1033400
O00442,410130,335490,39133,0,0,0,0,291910,70646,38813,85954,155740,368400,265350,324770,21559,178280,209580,165660,0,0,0,384320,629700
O00461,719960,746590,213400,140140,310750,0,207310,153580,3526700,2211100,1948200,2351400,630110,397830,820500,818370,1287300,440000,426550,0,1181800,1317200,1776000,859620
O00468,1895100,2919700,329330,506490,1503200,808730,94347,0,0,0,98633,573100,54581,117710,0,0,788720,701040,372350,132940,1617500,589830,2275500,677380
O00469,874890,946730,0,0,0,0,0,0,82836,0,150510,78345,0,0,117010,158510,0,0,0,0,0,0,0,0
O00483,789440,846240,4072500,4647700,332800,415510,2524200,3074100,2263600,1415200,600710,485680,3454600,2549300,3795000,1891300,2115000,48022,3865800,2504800,1328900,851660,1369300,116450
O00487,2027500,2487600,489100,656110,1263100,1806400,1438800,1447000,847940,376360,1260600,1113500,1193500,1451100,1786300,1749400,546380,858620,502780,496670,2195900,1523900,713360,781440
O00499,1201700,1183700,649390,645140,1013300,780510,825850,921080,484460,255400,1649700,1319000,1076200,1711800,2404600,2329300,331110,459020,1426600,1407400,2587100,2343800,360510,0
O00505,547530,528470,0,0,407090,0,0,445700,442600,293690,376410,401300,0,0,0,0,355620,204470,0,0,1421100,689620,277060,0
O00507,683220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00534,185320,128260,0,0,457280,168010,237090,340260,699550,797290,324160,490370,415340,310020,1133600,1345800,125430,0,0,0,538640,316150,1455800,619580
O00560,310790,218630,0,73716,346350,242080,160980,203510,5108700,4007200,2035900,1699300,989930,1373700,549540,604490,878040,937740,938300,1090900,1767700,1444800,1033500,1349100
O00567,1038800,468750,1373100,1339000,2229000,596190,7249000,7307300,3444900,3332300,6460600,6359500,1830000,1679700,1110800,1273600,1955100,1473200,0,183240,678120,394970,3596700,1952700
O00571,1066400,1776300,459530,750880,589770,331550,1856500,1492700,8170100,6660600,6206000,7211200,1128500,1514400,5514000,6289700,2900000,2675100,0,0,646380,237760,4000200,3062400
O00584,0,1163400,1047800,986580,506940,424800,0,0,469000,888580,605480,684080,1730800,2007300,1511300,1517100,1270900,1105000,825260,954250,326370,0,0,0
O00592,4660800,5965300,2438300,1734100,3687600,1775400,492400,459060,10984000,5638900,205520,471020,1706700,1166800,823590,854880,1481300,1726000,5702000,4778200,6566200,3521000,2440100,1330800
O00629,3041300,2570700,342140,259560,914270,799040,932680,764680,3412600,4167800,4514700,5116700,782580,2456300,3297800,3099600,1264200,678190,385540,616590,2168800,1616500,2355200,1759500
O00748,0,0,0,152590,475900,0,0,0,0,0,0,0,231380,201410,502340,582710,0,0,0,0,0,0,466770,277670
O00754,2644400,1415200,668860,965080,342280,596040,170460,0,1768000,1736200,1804700,606710,2160500,2044000,2101000,1557000,854440,779360,2862900,2184900,2123700,1726100,1458600,1402900
O00763,0,0,1560600,1596100,5446700,2530100,1785500,2074100,150370,259190,218090,483460,337860,627240,471630,400130,249890,226060,199140,262320,0,0,1531000,977530
O00764,9306500,14927000,3852100,3296800,6807900,5686000,0,1124300,7393300,10738000,7542800,8236200,7087300,3849000,12092000,9404400,5218300,2953400,16017000,17628000,6348900,3700500,3369100,2675400
O14494,192680,144510,223770,0,0,0,0,164350,1539000,1627500,0,178810,111240,89645,0,104460,249230,217680,0,0,489890,289250,774970,208950
O14495,0,0,0,0,0,0,0,0,27702,0,0,0,61591,0,199830,0,0,0,709230,558360,170860,0,343860,297360
O14498,2205800,2539300,1842900,1667900,2696100,2792700,1426200,1654200,4525700,4220000,1602800,1834700,2812900,2431300,1615300,1745400,788860,669500,60953,0,9412200,7813900,12950000,9458600
O14558,384900,715050,5638100,4293200,1508600,744960,19856000,31301000,1896400,1932400,1288300,1184200,3705500,2982900,2035900,2269000,1252500,1748900,662550,738050,3394000,2046900,1263400,480840
O14561,926990,937730,275850,285880,382810,352100,825810,1491400,3006200,1618100,1272900,1073700,680350,1047600,745840,932330,654170,750370,350230,578300,1636300,1231500,945320,1132300
O14576,40314,0,93002,65526,665510,238100,291320,713120,85849,52119,186400,94123,28391,18179,203400,83043,0,0,0,0,2934800,2160700,0,0
O14579,2106400,3132800,1179000,859940,701400,668670,993560,1881900,4051300,3434900,2229500,1657000,1638200,1724400,2419000,2035100,2135700,1214700,460630,936340,463920,346450,1947800,1936400
O14617,2944800,3119300,776210,1034600,1165400,1242500,811730,1359400,5526700,4962700,4408500,3565100,3365100,1758300,5026300,4046100,2133300,1295100,0,0,1326400,1874100,4602500,4751100
O14618,1103800,1200000,350230,0,955660,1216700,1549800,1657900,2081500,1319800,1118800,1542100,1218100,1485200,1108400,937290,454310,298480,648770,552450,440260,1205700,262840,156510
O14639,2744900,3797100,556920,127190,3004300,1104600,287770,257470,28100000,29260000,10474000,7867500,2303600,1137400,2216000,2283600,2628300,3915000,16428000,9128500,7415800,5232600,0,84963
O14672,158800,0,0,0,295180,0,0,0,2142400,1636000,763460,272750,227710,196210,756630,995540,398470,125880,0,239100,300060,221820,973900,392530
O14683,1772000,1838600,2354000,2906600,3947000,2095400,0,0,8651800,8767300,2220200,2186000,3100100,2306700,1341800,1756000,977090,1662000,5826400,5108300,3426000,1942800,1460200,706880
O14684,0,0,0,0,96270,0,1991700,2799700,0,0,87875,0,224750,0,57821,83883,116450,0,0,0,84815,0,2716800,4108400
O14735,471500,0,0,0,46545,0,0,0,177090,96492,230690,377200,822450,808000,932210,1239800,402480,1068300,0,541600,273930,258210,0,649110
O14737,3508900,2703300,90217,132920,1115300,445290,1433000,2245300,2861600,1611900,1793500,919990,1730100,1986000,2581500,2717300,982950,838140,3192400,2467700,4603400,4495400,1490700,2815100
O14744,578750,717510,83397,0,754020,460700,1697100,1484400,1297200,266910,906530,1351500,402080,786380,636750,641000,103570,182010,104620,275860,1811700,520010,371540,0
O14745,7961600,8401800,1184500,1645600,4500900,3071200,0,0,15954000,17675000,9586300,11491000,7136000,3686000,7708200,4555100,3852800,3050000,7391900,7920900,11105000,9339000,1914500,792150
O14773,11906000,11632000,4518400,5161100,3041800,3420700,5300100,4574200,24003000,17391000,21071000,13365000,9437700,12874000,18839000,20208000,18139000,15181000,4455200,5523900,26023000,14179000,9263800,8527900
O14776,213560,218290,220300,0,471560,357750,449850,573120,1050100,698890,371970,526800,291180,82798,210470,169760,247240,76482,0,0,335540,0,1225300,798730
O14787,467300,411520,0,0,222030,179230,0,0,1363900,1143900,917330,1097500,291920,203240,863470,1013700,156370,0,0,0,294020,303190,0,452820
O14791,230590,230250,920080,732740,867500,156190,140860,183430,0,35163,149450,270960,72915,45423,117650,202000,72029,49690,414470,737950,223560,129760,257650,0
O14818,12064000,11311000,9420400,6398200,6591100,8288600,9347300,9752400,15882000,17083000,22628000,19649000,16314000,12633000,9094000,12856000,5604500,4717900,8692000,11347000,28828000,24628000,17256000,15055000
O14827,0,189120,0,0,0,0,0,0,1485400,1394600,228690,204140,0,0,0,0,90746,0,0,0,1059000,1244900,713320,358170
O14828,1043500,693660,376540,0,247010,77741,0,0,3613300,3282600,1992000,1224600,0,871900,924610,684480,1253800,1783800,532790,233110,1269400,976690,328370,130320
O14879,91866,0,103540,134210,97478,0,103300,132770,0,275600,0,0,0,171900,257980,163340,0,0,0,0,0,0,507020,459580
O14880,2105200,1394600,2983600,3386900,1320000,1590200,1494100,1561400,3747100,3192500,2104300,2522400,3440300,2333000,4417000,4787100,4782900,4934700,3815500,3471600,2673800,1598700,5252800,5179200
O14907,630330,776170,0,0,0,0,272420,221710,4500500,3905700,1781900,1335600,1108400,1216700,3182800,2460000,1140900,1173000,0,0,758220,668710,4366400,3146200
O14908,52731,561110,113280,0,0,327790,51747,427460,1077100,1774800,598690,596570,0,137960,288950,0,119720,0,0,0,123870,0,0,0
O14920,0,0,0,0,0,0,0,0,480700,274580,152360,0,53499,79297,0,0,0,0,0,0,0,0,0,0
O14933,0,0,0,0,0,0,0,0,516990,380130,294380,169640,109150,0,182050,0,0,0,0,0,0,197560,0,0
O14936,807490,742120,0,0,0,0,320910,291470,2715600,2522900,2667100,333200,407110,788840,2747600,1862900,1462800,1239300,0,408800,192250,129590,416650,427880
O14964,2224700,1243800,0,0,1807700,363390,331460,519270,2987500,3157100,2013200,2636100,1829800,1443500,1672300,1437100,1403300,1222300,0,188300,1163900,608370,3407300,2770600
O14967,0,0,0,0,0,0,613670,500230,0,0,0,0,47175,0,0,0,0,0,0,0,0,0,0,0
O14972,0,264710,0,158720,385360,0,0,132340,1333900,1132000,501230,716660,387940,0,644400,519430,197300,0,0,0,0,0,1493100,762720
O14974,21049000,18345000,20375000,16251000,4458100,6388100,3704500,3392000,6489000,5539300,6037900,5401800,3725700,2904200,34542000,38368000,8298200,2259700,4450300,4968500,17354000,22841000,10281000,28235000
O14979,5419500,5690900,682820,918710,1914800,1486700,7215500,7503500,6812200,7043600,4223400,4320700,2488200,3765600,1621800,2179200,5923700,2385200,4184900,4032000,5526500,4432100,6250400,6419000
O14980,2577800,3934900,1594300,867960,3027200,2890800,5334000,8373100,11443000,11956000,10082000,10064000,4337400,3136200,5299500,6391400,3135500,2539100,486490,331630,2299500,1887300,4930500,5118500
O15013,0,0,0,0,0,0,0,0,441840,576050,194640,243020,156870,79495,364370,265130,87199,0,0,0,0,0,703420,281150
O15021,0,122540,0,142080,0,0,0,91456,970790,819890,3566300,486630,108750,0,0,0,266310,0,0,0,2761500,1461700,0,0
O15027,0,241040,0,0,41949,0,357290,192650,1068700,576980,461380,446140,699780,1092300,0,0,5142800,0,0,0,842730,0,497310,289800
O15031,121210,114830,0,0,1123100,818710,341100,228930,4128300,4368600,1231400,2117100,1048700,919390,819940,125630,702320,305890,0,227130,1327800,229480,1268900,2171900
O15042,367950,678220,0,0,2182400,3251400,0,376310,0,438630,0,100630,249230,428180,214490,244040,412010,0,664100,578490,817170,529630,99388,0
O15056,0,0,0,0,0,0,0,0,0,451490,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O15061,687550,689380,3852800,4570800,0,0,0,77066,1266200,248580,415640,385580,186380,109640,9054400,10482000,1975900,1536700,167590,253890,959110,765860,3819100,2932000
O15067,269470,377460,0,0,0,290560,331120,303670,1112500,514920,396600,390640,225000,434610,199920,303170,165900,151440,0,0,581560,216870,300930,333660
O15075,4503600,4499500,651930,645320,0,0,250010,314890,331340,319740,1467100,1104600,2312400,3314800,1341800,1623600,570390,467070,0,0,221170,369920,1968000,2394000
O15116,523010,598320,133450,0,0,96968,0,0,462080,168110,0,151880,252070,168010,306690,201990,0,0,168850,171370,306310,359480,0,55229
O15126,0,357950,438540,0,256320,0,0,0,1127000,1775700,1064900,454480,0,319520,370450,422970,627230,140180,399610,365160,383220,503820,298900,242290
O15143,20841000,26984000,8413400,8731600,9792300,5869300,973540,1290100,12750000,14491000,12092000,7360300,14779000,15046000,14232000,13806000,10834000,10689000,9257800,9755000,25796000,20973000,9142100,11878000
O15144,16343000,12094000,14063000,9864300,11007000,9338400,4784000,7606200,26921000,26858000,17738000,9834200,15230000,14631000,21536000,20754000,15186000,13773000,10419000,9539200,24424000,21746000,30737000,22101000
O15145,4451800,4529000,2971900,2787400,2625800,1519300,1589600,2650900,8160900,7635000,2484500,3165600,2373100,2572300,5601900,5967300,4582100,3696900,1581500,1661400,14047000,7059100,4525200,2837000
O15160,2926500,2598500,7293200,24706,3283700,7051700,679400,1087400,1413400,1306100,2490200,1799500,2884800,3019000,15644000,17319000,5128600,3016400,3122800,3811300,5490300,4217400,19323000,11748000
O15173,582570,818110,1403700,1998900,2065500,1975600,2757300,3032400,1215100,1085200,773880,314200,1430600,1087200,1647600,1411900,1295900,1437900,1904200,1945000,462170,698850,1831200,1686900
O15212,862460,1572700,0,0,554370,740280,0,236900,3403500,2535100,570100,577210,282450,273900,349630,404460,63278,30656,2767200,1596500,1528000,901530,224390,869100
O15230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803750,423340,0,0
O15231,0,0,0,0,0,210820,139080,0,3508500,2973800,884350,244730,265510,84904,0,0,0,0,0,0,0,0,228110,154740
O15243,0,0,0,0,1974800,331060,234520,403970,1537600,1168800,710560,644710,0,0,645870,442750,0,0,0,0,4405900,1838600,1653100,532090
O15247,0,231610,304440,319190,0,0,0,0,1538700,923300,2004600,2585600,128870,0,1831300,1654500,184500,1765200,0,0,2020400,1445400,1283100,630670
O15254,1278800,205540,0,0,0,566990,0,0,0,0,111000,186250,823290,645990,442250,306620,121390,356720,0,0,937800,1126200,168350,168300
O15258,3224000,2682100,607850,428690,2727000,877820,1654900,1321100,1808600,1403300,2769200,2149000,2452900,2323500,1973000,2228400,2333600,893190,737170,1021400,6638900,3507500,1285800,445550
O15260,2491000,1663600,1417000,1104700,1993500,2650000,4449100,2232900,2899400,1162400,2091400,1959500,2198500,3602300,1839500,1862400,1958300,1155800,2023200,1365200,943580,949360,1127100,1588300
O15269,0,0,0,0,378050,527420,204330,0,2451300,2941100,1826200,1600600,701450,969850,2655900,2470500,1555700,1437000,0,0,183560,592190,356320,71659
O15270,0,0,0,0,0,0,0,0,724610,901510,225300,177670,0,0,269950,0,0,0,0,0,185630,0,0,0
O15305,1242800,1587400,279950,351940,791830,355820,253450,219300,792060,1590700,816900,927350,987260,850730,1078300,781980,365720,340640,157380,559290,1424500,749210,900800,833000
O15355,138050,0,211570,325440,0,64243,202940,231260,324650,68690,278200,236240,0,0,480280,348240,153290,138030,0,0,111370,96258,0,0
O15371,311540,1112400,667390,590860,0,96508,1272500,1245100,4627400,4641400,2531400,1740000,449610,315440,1350600,1741600,676210,891170,0,0,1517800,1559300,421660,485190
O15372,702640,973430,0,131590,665910,407950,822580,772740,3997200,2404800,2299700,2870700,532370,881220,1620000,1605500,400730,0,0,0,849270,1200500,1749200,1529500
O15382,0,0,217970,215670,122600,209630,0,0,8837300,3790800,1209600,1189900,1504900,1868100,1293900,1051200,2407700,2642800,1698400,1679000,4512700,3794800,1003400,972890
O15397,0,159130,70128,0,0,0,0,0,923950,532490,762790,843000,86605,76215,189400,188440,0,68570,0,0,472040,143650,1118100,353100
O15400,5063200,5063100,3079200,1398700,944280,2872800,180790,261390,10143000,13326000,5015900,3828600,5821500,5688000,1742200,1480500,5336500,5044800,7096900,6237300,7383600,5530000,3749100,5518500
O15427,0,0,633540,0,1089500,514450,0,0,0,0,419810,288500,1244400,1251600,0,0,0,250810,0,0,0,0,0,0
O15439,0,0,0,0,1420400,346030,0,0,213330,109080,0,175510,422630,347400,229260,176620,0,0,0,0,2493100,1883600,0,0
O15460,1140400,0,0,0,0,182150,0,0,457440,256050,2398600,2971700,0,966070,539640,2539300,255110,0,0,0,0,0,216370,185860
O15498,1076300,784020,0,130680,304530,82102,195760,446970,949830,657690,936800,965700,888550,250740,994720,763220,522820,368760,0,0,0,797470,371230,169120
O15511,9607100,12609000,5151100,4795800,3448600,1927500,1097800,1590100,9145000,8630700,9130900,8718700,3616100,4548700,10064000,9321000,5032900,1989100,2743000,1324500,12308000,11560000,8416800,7086100
O15523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737910,534290
O15540,0,0,0,0,231660,0,0,0,0,0,0,0,0,0,795460,456560,1275500,3620500,0,0,0,0,0,0
O43143,1160200,825040,913850,748940,796290,1108000,2529600,3470300,4226400,3571800,2134000,2946600,1629300,1331900,1050000,1251800,793740,239670,490160,351630,1493500,1868100,3986700,3547200
O43157,0,55949,0,0,0,0,0,0,1368500,1467800,0,0,0,0,0,74440,104180,185120,0,0,0,0,0,309610
O43166,0,61755,0,0,290370,0,0,0,363290,620180,237560,434930,0,0,323150,186000,300070,183810,197180,0,209040,0,91155,0
O43169,1225400,1077400,1610400,1615500,4199100,2235500,4395300,4111100,3668600,4209700,1997300,1145600,2215100,3002900,2584200,2160700,3076300,1669000,6478700,6883100,2438200,2110600,3792600,2289800
O43175,99737,64412,0,333300,2334400,2665800,10784000,12016000,983680,724860,2550900,2088100,875540,1483800,2143700,2202500,706020,693470,140080,132420,2219300,1225800,0,215330
O43181,0,0,0,170990,99539,0,264430,317960,507440,302290,123490,35925,47776,116700,393210,185790,343300,0,252620,0,0,210460,207580,392510
O43237,3282600,3176200,1251300,1297800,4005900,1518100,823910,426490,7394000,5903700,3573300,2193500,1985300,1606300,5080000,4855000,1988400,849200,1193300,735010,6227300,2862900,2228100,974320
O43242,5504700,6091500,1798700,1385700,3528000,3885100,3243000,3112700,6138100,7779600,3048100,4564500,3866100,3281400,4720100,4904700,3471200,2951100,2096000,1305700,7978500,5753700,5526000,3981100
O43252,222280,314680,77195,0,91415,114800,0,254370,0,0,0,269670,280650,353010,0,0,0,0,0,0,257750,0,0,0
O43264,208060,154620,0,0,0,293010,0,0,120450,65975,123040,210540,57134,118390,0,208020,399000,142170,0,0,54171,102230,185100,0
O43272,434880,578170,0,254000,113740,0,0,158790,5750500,4883500,718870,677970,652390,318190,1453200,925450,442130,211260,0,0,609880,105920,160690,143470
O43290,303690,361120,0,116200,188330,0,0,0,1740000,1120800,549530,488400,443000,512030,444320,1204200,0,0,233740,256190,675180,438770,1273300,649170
O43294,0,0,0,0,0,0,0,0,447340,558160,588740,615040,403120,528620,0,0,396850,351900,784960,824550,0,0,0,0
O43301,5502600,3161500,5518400,6114300,675210,785320,102400,180350,986270,1405100,2828600,2911900,3298700,4072300,11596000,11392000,4624000,3496200,320420,1852400,6772300,4901800,6447100,2881000
O43324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337890,339800,0,0,0,0,0,0
O43374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2561300,0
O43390,11236000,11678000,6454700,5954400,5649700,5211600,18726000,12527000,16878000,16197000,19821000,20164000,6192500,6910200,9620400,7586100,11502000,12082000,3312900,2879000,4649800,4227900,14831000,11821000
O43396,3087800,3475700,2047600,1757400,1521300,1326500,1314800,2113800,10713000,12204000,7690000,5782700,4870600,4710900,7327300,7396500,2905100,2888200,460920,580690,5468000,3732400,5741500,4715700
O43399,22388000,25761000,4448600,4406400,8372300,9562500,3441100,6433900,36045000,28280000,28648000,26779000,14806000,18804000,13947000,14036000,9483100,10708000,18512000,21031000,42407000,29237000,7343400,8111300
O43432,198130,0,155660,0,485240,93909,0,0,421560,406130,484250,275280,121840,0,1138900,1135900,440420,0,0,0,755530,493110,229590,284430
O43464,368210,0,99474,144690,83066,157240,0,0,151440,131760,136400,126310,0,0,0,0,0,0,0,0,256140,418630,168350,289000
O43488,9357500,8367100,1478700,1924400,4551800,2112500,2279300,5318500,5248200,3898100,9405600,14184000,7088300,4988500,10268000,7969500,2643400,3036200,578000,212370,8022100,6607800,14837000,13642000
O43491,29357000,32838000,11601000,11514000,56650000,37657000,7612400,9621600,81274000,78671000,78814000,73829000,23782000,25988000,39235000,50959000,58073000,44691000,23215000,31670000,67499000,43572000,28765000,23575000
O43493,598450,373080,1597300,553970,1340500,429030,622240,1012500,1121100,745120,398640,198560,1605000,179290,501050,382650,469590,280850,226660,448180,5347600,2262300,407110,0
O43504,1610100,1343000,805090,815350,618780,682770,431950,532130,2948200,2745200,1295200,1596300,1003800,1705600,397190,2221100,1528700,376600,1394400,1068200,4287200,1816400,903220,1032300
O43516,708540,519630,0,0,243130,104610,113600,131250,411410,288680,228500,209560,479710,303530,167940,126980,128610,0,398770,607020,2385800,938400,670600,313670
O43583,2913800,3068500,577300,590660,847160,320940,609240,305310,4810700,4212000,2529600,1867400,1550300,1123300,2307100,2198300,737990,641120,1071600,2262200,4786100,2353700,3165600,2421400
O43592,0,0,0,40130,0,0,0,0,650730,1122600,204440,409610,0,0,0,0,417380,0,0,0,0,0,0,0
O43598,1407300,848810,63284,54388,1633600,1532700,104160,352120,1914000,2153300,1117900,1399100,1793100,1576100,753680,855770,179820,0,666250,810360,2718400,3345500,381320,336020
O43615,392710,542710,0,0,0,0,0,91881,1613600,1312100,607050,1129900,226620,312890,648440,610960,0,108940,0,0,98807,406320,172400,0
O43617,204640,746080,268810,122610,0,86586,215250,260650,1718200,1535900,810660,229350,932340,938470,1092100,357810,271070,581670,0,0,466180,274610,336470,908860
O43638,0,0,0,0,0,497500,0,0,1327800,880570,1071400,960420,0,675880,432110,540870,0,0,0,0,0,0,709630,1258200
