Protein_Id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65
Q9GZU8,-0.922767959,0.429021031,0.112306729,0.549091937,0.305574801,-0.136430211,-0.331418309,0.298651153,0.827095364,0.146411507,0.293214234,-0.050765061,0.635538854,-0.412191481,0.37730492,0.528861992,0.534620822,-0.522957324,-0.205862747,0.346938524,0.305677585,-0.006902189,0.1505925,1.363216929,0.329741583,-0.146017734,-0.425053028,0.132270415,0.068444076,0.275648951,0.346260805,-0.367020131,0.387801266,0.181594767,0.181862437,0.496713539,0.287997041,-0.698178779,-0.784073336,-0.750556848,0.308001374,-0.614091379,-0.638138309,-0.681986214,-0.734887691,-0.851768112,0.428615731,0.169687572,-0.892507011,-0.739392492,0.220822159,-0.341915556,-0.294281696,0.800611935,-0.782405665,-0.720620014,0.921152384,0.606168493,-0.042636539,-0.004332999,-0.448240069,0.10321836,0.622979402,-0.621376097,0.60117463
Q9GZV1,-2.25E-01,2.92E-02,8.11E-01,1.25E+00,1.00E+00,5.62E-01,3.67E-01,9.97E-01,1.63E-01,8.45E-01,9.91E-01,6.47E-01,1.33E+00,2.86E-01,1.08E+00,-3.85E-01,1.23E+00,1.75E-01,4.92E-01,1.05E+00,1.00E+00,-7.63E-03,8.49E-01,1.08E+00,1.03E+00,5.52E-01,2.73E-01,8.31E-01,7.67E-01,9.74E-01,1.04E+00,3.31E-01,1.09E+00,8.80E-01,1.33E-02,1.19E+00,9.86E-01,6.02E-05,-8.58E-02,-5.23E-02,1.01E+00,8.41E-02,6.01E-02,1.63E-02,-3.66E-02,-1.54E-01,3.23E-01,1.57E+00,-1.94E-01,-4.12E-02,9.19E-01,3.56E-01,4.04E-01,6.57E-01,-8.42E-02,7.69E-01,7.47E-01,-1.93E-02,6.56E-01,6.94E-01,2.50E-01,8.01E-01,1.32E+00,7.69E-02,5.51E-01
Q9GZY8,-0.12317786,-1.92891865,-1.14755165,-0.71076648,-0.9542836,-1.39628852,-1.59127644,-0.96120725,-1.79550237,-1.11344688,-0.96664417,-1.3106234,-0.62431956,-1.67204949,-0.88255349,0.16822702,-0.72523759,0.0680013,-1.46572101,-0.91291988,-0.95418082,-0.02376581,0.98934953,-0.88157153,-0.93011682,-1.40587603,-1.68491101,-1.12758797,-1.1914143,-0.98420945,1.00626478,-1.62687821,-0.87205714,-1.07826363,0.18552861,-0.06417488,-0.97186136,-0.70045453,-0.43913893,-0.22215674,0.89806987,-0.05659066,-0.18813143,0.14326799,-0.33371454,-0.66115705,-1.63542094,-0.12035998,-0.28885969,-0.97104036,-1.03903624,-1.60177368,-1.55413987,-1.30097526,0.19271799,0.24082335,-1.2115643,-1.97740931,-1.30249488,-1.26419136,-1.708098,1.07898772,-0.63687902,-1.88123342,-1.40703049
Q9H019,-1.30E+00,1.64E-01,4.88E-01,1.72E-01,1.31E+00,9.29E-01,-7.08E-01,-7.84E-02,-9.13E-01,-2.31E-01,-8.38E-02,6.61E-01,2.59E-01,2.85E-01,2.75E-04,2.22E-01,1.58E-01,3.14E-01,2.84E-01,-3.01E-02,-7.14E-02,3.75E-01,-2.26E-01,1.26E-03,-4.73E-02,5.08E-01,-8.02E-01,5.39E-01,-3.09E-01,1.08E+00,-3.08E-02,-7.44E-01,1.24E+00,-1.95E-01,2.41E-01,1.20E-01,1.29E+00,3.24E-05,-9.28E-02,2.28E-01,-6.90E-02,-9.91E-01,3.64E-01,-1.06E+00,2.30E-01,3.95E-01,2.64E-01,-2.07E-01,-1.27E+00,-2.69E-02,1.01E+00,-7.19E-01,-6.71E-01,-4.18E-01,-3.06E-01,-1.10E+00,8.04E-01,5.39E-02,5.84E-01,-3.81E-01,-8.25E-01,-2.74E-01,2.46E-01,1.24E-01,1.75E-01
Q9H074,0.37274447,0.35533726,-0.9826246,-0.5458394,1.2813295,1.07164845,-1.42634952,-0.79628018,-1.63057569,-0.94851982,-0.1027471,-1.14569637,-0.45939249,0.72234372,-0.71762642,0.10691021,1.14702273,-0.2171506,-1.30079401,-0.74799281,-0.78925375,0.40064785,-0.94433883,1.23354624,0.73913255,-1.24094902,-1.51998416,-0.96266091,-1.02648724,-0.81928238,-0.74867053,-0.03579583,-0.70713007,1.30412994,0.16643776,-0.5982178,-0.80693429,0.39336347,-1.8790036,0.15342903,-0.78692996,-1.70902223,0.30880386,-1.77691688,-1.82981817,0.35239924,-1.47049405,-0.92524376,0.39351524,-1.83432296,-0.87410917,-1.43684676,-1.38921293,-1.13604822,-1.87733594,-1.81555055,-1.04663724,0.47653177,-1.13756785,-1.09926431,0.66998558,1.33703105,-0.47195194,0.75771575,-0.25408825
Q9H098,-1.105149958,-0.851443598,-0.070075287,0.36670992,1.028642001,-0.318812228,0.503698182,0.116269136,-0.718026704,1.265481404,0.110832218,0.465822927,0.453156838,-0.594573496,0.194922903,-1.265187724,0.352238805,-0.705339338,-0.388244763,0.164556508,0.123295568,-0.888254199,-0.031789517,0.195904859,0.147359566,-0.32839975,-0.607435043,-0.050111602,-0.11393794,0.093266934,0.163878789,-0.549402146,0.20541925,-0.000787249,-0.867276421,0.314331523,0.105615025,-0.880560789,-0.966455344,-0.932938856,0.125619357,-0.796473391,-0.820520321,-0.864368225,-0.9172697,-1.034150116,-0.557944888,-0.012694444,-1.074889012,-0.921774501,0.038440143,-0.524297571,-0.476663712,-0.223498926,-0.964787673,-0.903002024,-0.134087942,-0.899934601,-0.225018555,-0.186715016,-0.630622084,-0.079163657,0.440597386,-0.803758109,-0.329554211
Q9H0B6,-1.71149967,-1.45779364,0.52458767,-0.23964026,-0.4831574,-0.9251624,-1.12015048,-0.49008105,0.05741923,-0.64232069,-0.49551797,-0.83949725,-0.15319335,0.32233005,-0.41142728,-1.87153692,-0.25411138,-1.31168945,-0.99459493,-0.44179368,-0.48305462,-1.49460421,-0.6381397,-0.41044533,-0.45899062,-0.93474992,-1.21378518,-0.65646178,-0.72028812,1.29021793,-0.4424714,-1.15575229,-0.40093093,-0.60713743,-1.47362645,-0.29201866,-0.50073516,0.01459511,-0.16504154,-1.53928883,-0.48073083,-0.43425336,-1.42687038,-1.47071826,-1.52361969,-1.64049996,-0.46532507,-0.61904463,-1.68123879,-1.52812448,-0.56791004,-1.13064772,-0.26918853,-0.8298491,-1.57113761,-1.50935202,0.56475541,-1.5062846,-0.83136873,-0.79306519,-1.23697222,0.9735043,-0.1657528,0.16899385,-0.93590438
Q9H0D6,0.5303767,0.4783378,0.4571785,-0.6190065,-0.8625236,-1.3045286,-1.4995166,0.5456192,0.658883,-1.0216869,-0.8748842,-1.2188635,-0.5325596,0.66531,-0.7907935,0.1840157,0.7387015,0.3336161,0.4395268,-0.8211599,-0.8624209,0.3721703,0.960817,0.9184263,-0.8383569,0.6293385,0.4067532,-1.035828,-1.0996544,1.1312888,-0.8218376,-0.3494352,-0.7802972,-0.9865037,-1.1540228,-0.6713849,-0.8801014,0.331325,0.3196524,-0.3146696,-0.8600971,0.2860252,0.5271597,0.1887918,0.1632287,0.2952031,0.2088615,-0.9984109,0.5050167,0.4345701,0.8111757,-1.5100138,0.469101,0.4413827,-1.9505026,0.1174865,0.1708292,0.3585932,0.4881533,0.506376,-1.6163382,-1.0648801,-0.5451191,0.4470988,0.2656987
Q9H0E2,0.44551117,0.12586879,-1.05686867,-0.62008348,1.72858179,1.30407509,0.19988871,-0.87052426,0.99312498,1.29692746,1.32701587,1.09670021,0.68252427,0.83099051,1.32810576,0.55805208,-0.6345546,0.56738512,0.94001955,1.05402385,0.40250438,0.45171194,1.51065737,1.19209613,1.18238028,0.99983152,1.02569132,1.06222688,1.38615683,-0.89352646,1.40672583,0.80120628,1.38663475,1.20531132,0.55481437,-0.67246188,1.48710833,0.16143906,0.31304927,0.3845545,1.05091758,0.50771104,0.49896669,0.84635912,0.40794435,0.14229275,-1.54473806,1.06940254,0.48650758,0.25576362,1.24268762,0.34260624,0.7648137,-1.21029228,0.5890297,0.61215395,-1.12088131,0.4710569,-1.21181191,0.9546837,-0.36409924,1.40194937,-0.54619602,-0.04190259,-0.61737761
Q9H0U4,-1.860439741,-1.606734046,-0.825366027,-0.388580828,-0.632097961,-1.07410295,-0.008443732,0.628558195,0.747087173,-0.791261252,-0.644458527,-0.988437808,-0.30213391,-1.349864153,-0.560367843,0.398962651,-0.403051943,0.458792758,-1.143535476,0.49751985,0.934239972,-1.643544592,0.615385511,0.495172436,0.784462988,-1.083690472,-1.362725694,-0.805402343,-0.869228679,1.281781522,1.315807288,-1.30469282,-0.549871497,-0.756077992,-1.622566846,-0.440959225,-0.64967572,-0.128754611,-0.543566709,-0.028111106,-0.629671388,-0.012348168,-0.048378823,-1.619658655,-0.30502328,-0.359337934,0.713877528,-0.001416681,0.516379366,-0.602759736,0.742752193,-1.279588253,0.205055081,0.280118153,-0.183295785,-1.658292392,-0.190408686,-1.655224974,-0.980309287,0.462358224,-1.385912724,-0.834454397,-0.314693362,0.444445229,0.381802656
Q9H0W9,-1.93975513,-0.51337908,-0.90468185,-0.46789665,-0.71141379,0.41807647,-1.34840681,-0.71833743,-1.55263304,-0.87057708,-0.72377435,-1.06775363,-0.38144974,-1.42917994,-0.63968367,-0.61444466,-0.48236777,-1.53994569,-1.22285129,-0.67005006,-0.711311,-0.84010914,-0.86639608,-0.63870171,-0.68724701,-1.16300629,-1.44204148,-0.88471817,-0.9485445,-0.74133964,-0.67072778,0.0591173,-0.62918732,-0.83539382,-1.70188253,-0.52027505,-0.72899155,-0.57627161,-0.61890169,-0.77955992,0.61948613,-0.4397882,-0.09739953,-0.34038634,-0.80568146,-0.47279215,-0.69358146,-0.84730101,-0.71845148,-1.05192714,-0.79616643,-1.35890405,-1.31127021,-1.05810548,-1.79939351,-1.73760805,-0.9686945,-1.73454063,-1.05962511,-1.02132157,-0.15286811,-0.91377022,-0.39400919,-1.63836433,-1.16416075
Q9H1B7,-0.48903796,-0.32156508,-1.41853089,-0.98174579,0.63353103,-1.66726755,0.2655336,-1.23218654,-2.06647986,-1.38442613,-1.23762345,0.0300112,-0.89529888,-1.94302777,-1.15353279,-0.03598633,-0.9962169,-0.2752046,-1.73669993,-1.18389918,-1.22516011,-0.6380295,-1.38024514,-1.15255083,-1.20109611,-1.67685505,-1.95588923,-1.39856721,-1.46239351,0.95840844,-1.18457689,-0.17444635,0.64906046,-1.34924288,-0.45351703,-1.03412418,-1.24284065,-0.31491644,-0.09474174,-0.02989286,0.41794434,0.17814728,-0.22114205,-0.24285782,-0.08764035,-0.2540918,-0.33291376,-1.36115007,0.0516105,-0.48154094,-1.31001551,-0.33694226,0.44012908,-1.57195439,-0.62640026,0.29542612,-0.78357366,-0.25998494,-0.07468967,0.37021631,-0.12592525,1.20861559,-0.90785833,-2.15221003,-1.67800951
Q9H1E3,0.827111018,1.005619115,1.59279265,-0.452074575,-0.695591708,1.675080527,0.77484845,1.556119582,0.063616434,1.245599204,-0.008982275,0.500480031,-0.365627658,0.775878705,-0.62386159,0.74198503,-0.46654569,1.039293868,0.867168426,-0.654227985,1.658520149,0.825067424,0.373973317,1.567644305,1.203348852,0.88205837,0.472800228,0.60351502,-0.16574877,1.35959931,-0.654905704,0.29446799,-0.613365244,1.413947912,0.501162434,-0.504452972,-0.713169467,0.627970555,0.625047385,0.855856733,0.138211299,-0.11778116,-0.31760985,0.407153087,0.622749242,0.485876969,1.00143832,0.427845378,1.08320368,0.080624948,1.510181315,-1.343081978,-1.295448136,0.50304226,-1.783571486,0.208009048,1.791778104,0.9125835,1.028161753,-1.005499493,0.875831875,-0.897948142,-0.37818711,0.376580441,1.323384618
Q9H1K0,-1.199971954,-0.946265605,-0.164897299,0.271887907,0.028370772,-0.41363424,-0.608622335,0.021447124,-0.812848713,-0.130792522,0.016010205,-0.327969089,0.358334825,-0.689395507,0.100100891,-1.360009701,0.257416792,-0.800161348,-0.483066775,0.069734495,0.028473556,-0.983076205,-0.126611529,0.101082846,0.052537554,-0.423221763,-0.702257053,-0.144933614,-0.208759953,-0.001555078,0.069056776,-0.644224157,0.110597237,-0.095609262,-0.962098427,0.21950951,0.010793012,-0.975382796,0.085813572,-1.027760861,0.030797345,-0.8912954,-0.216372337,-0.959190232,0.021941329,-0.294510776,0.094148338,-0.107516457,-1.16971101,-1.016596506,-0.05638187,-0.619119583,-0.571485724,-0.318320938,0.168426229,-0.99782403,-0.228909954,-0.994756607,-0.319840568,-0.281537028,-0.725444095,-0.173985669,0.345775373,-0.898580118,-0.424376223
Q9H1Z8,-1.20E+00,-9.45E-01,-1.63E-01,2.73E-01,3.00E-02,-4.12E-01,-6.07E-01,2.30E-02,-8.11E-01,-1.29E-01,1.76E-02,-3.26E-01,3.60E-01,-6.88E-01,1.02E-01,-1.36E+00,2.59E-01,-7.99E-01,-4.81E-01,7.70E-01,3.01E-02,-9.81E-01,-1.25E-01,1.03E-01,5.41E-02,-4.22E-01,-7.01E-01,-1.43E-01,-2.07E-01,3.49E-05,7.06E-02,-6.43E-01,1.12E-01,-9.40E-02,-9.61E-01,2.21E-01,1.24E-02,-9.74E-01,-1.06E+00,-1.03E+00,3.24E-02,-8.90E-01,-9.14E-01,6.35E-01,-1.01E+00,-1.13E+00,-6.51E-01,-1.06E-01,-1.17E+00,-1.02E+00,-5.48E-02,-6.18E-01,-5.70E-01,-3.17E-01,-1.06E+00,-9.96E-01,-2.27E-01,-9.93E-01,-3.18E-01,-2.80E-01,-7.24E-01,-1.72E-01,3.47E-01,-8.97E-01,-4.23E-01
Q9H223,-1.145987197,-0.892280841,0.588057472,0.325872675,0.08235554,-0.359649472,-0.554637568,0.075431891,0.849126047,-0.076807755,0.069994973,-0.273984322,0.412319593,-0.635410741,0.154085658,-1.306024955,0.31140156,-0.746176582,-0.429082008,0.123719263,0.082458324,-0.929091441,-0.072626761,0.155067614,0.106522321,-0.369236995,-0.648272287,-0.090948847,-0.154775185,0.052429689,0.123041544,-0.59023939,0.164582005,-0.041624494,-0.908113663,0.273494278,0.06477778,-0.921398032,-1.007292585,-0.973776098,0.084782112,-0.837310634,-0.861357565,-0.905205468,-0.958106943,-1.074987356,-0.598782132,-0.053531689,-1.115726251,-0.962611743,-0.002397102,-0.565134816,-0.517500956,-0.264336171,-1.005624914,-0.943839266,-0.174925187,-0.940771844,-0.2658558,-0.22755226,-0.671459328,-0.120000902,0.399760141,-0.844595353,-0.370391455
Q9H270,0.56926039,0.78064996,1.61685359,0.59944964,1.89931075,1.44161661,1.39781499,1.56624722,0.92444631,1.46236349,1.59537073,1.112411,0.68589655,0.94181884,1.12663262,0.73804348,0.58497852,0.90168727,1.13930141,1.11621168,1.38422196,0.78822088,0.2009502,1.81176138,1.09935275,1.23957184,0.90312039,1.07654564,1.34290063,1.30415818,1.59648889,1.15570141,1.86132032,1.51872967,0.92350549,1.32560243,0.33835474,0.93543177,0.64228931,0.66705838,0.35835907,0.64833146,0.62345006,-0.63162852,0.66296909,0.73176465,1.10483129,0.22004527,0.73068371,0.51047168,0.27117986,0.92717576,-0.243924,1.00065132,0.913698,0.43334713,0.09865177,0.81809883,1.0796894,1.30987348,1.09155269,1.27116225,0.6733371,0.86730416,1.01941929
Q9H299,0.73101226,1.48865117,2.72983554,0.9193267,3.13324176,1.66716022,2.41640007,-0.25965486,1.87654679,2.31382122,0.52372243,1.7885545,2.42105008,0.62578118,1.93420335,1.13442342,2.26705875,1.27164677,0.76768666,-0.21136749,0.44634157,1.35281955,2.2930917,2.40067074,1.83334711,1.87872623,1.95361376,1.48546159,1.80395269,1.85903697,2.18644951,1.95386177,2.21214895,1.20597613,1.73867075,2.87574745,1.88241573,0.71472788,1.2110781,1.323021,-0.25030464,0.30680318,1.20882991,1.58705534,0.95444391,0.80681765,1.94025509,1.88925078,0.75385415,0.75758067,2.20281324,1.9735001,0.85485918,-0.59942293,1.3359608,0.89218797,2.05392041,0.70740488,1.89848964,1.02249763,1.65322258,1.81408934,0.06467338,1.11833639,2.13495653
Q9H2G2,-0.186911,-1.5082156,-0.7268475,-0.2900623,-0.5335794,-0.9755844,-1.1705725,-0.5405031,-1.3747988,-0.6927427,-0.54594,-0.8899193,-0.2036154,-1.2513456,-0.4618493,-1.9219587,-0.3045334,-1.3621114,-1.0450169,-0.4922157,-0.5334766,-1.5450262,-0.6885617,-0.4608673,-0.5094126,-0.9851719,-1.2642072,-0.7068838,1.0511525,-0.5635053,-0.4928934,-1.2061743,-0.4513529,1.203491,-1.5240484,1.2257657,-0.5511572,0.3884685,0.3030659,0.2579984,-0.5311528,0.4548571,0.3687593,0.3625028,0.3458118,0.4307949,0.4154882,-0.6694666,0.5888954,-0.8795767,-0.618332,0.4533112,0.4368446,0.2516244,0.6898686,0.4825929,0.9103512,0.5492939,-0.8817907,-0.8434872,-1.2873942,-0.7359358,-0.2161748,0.4823496,0.782132
Q9H2H8,0.17276225,-1.35186064,-1.26946235,-0.8326772,-1.07619432,-1.51819915,-1.71318695,-1.08311797,-1.91741254,-1.23535758,0.65915088,-1.43253407,-0.74623029,-1.79395989,1.49553057,-0.16661218,-0.84714831,0.34052648,-0.03314068,1.2608836,-1.07609153,-1.01259767,1.00609049,-1.00348225,1.2903607,0.97368427,1.27969388,-0.15334653,-1.31332499,1.32437337,-1.03550832,0.8559459,-0.99396786,-1.20017433,0.37242208,-0.8850556,-1.09377208,-0.09008651,-0.37441231,0.4590651,-1.07376775,-0.42294415,-0.25464651,-0.42513149,0.24851292,0.25878453,0.11253181,0.84912332,0.14236246,0.03943162,0.80987963,-1.72368417,-0.01639854,0.32364373,-2.16417078,0.44682114,-1.33347498,0.30567344,0.36366373,-1.38610203,0.57756373,1.08782284,-0.75878974,-0.64994942,-0.36577862
Q9H2U2,-1.7141795,-1.4604735,-0.6791053,1.9522063,-0.4858372,-0.9278422,0.8605319,-0.4927609,0.7903519,-0.6450005,0.2007722,-0.8421771,-0.1558732,-1.2036035,0.9683821,0.3058927,-0.2567912,0.4563803,0.2543084,0.6714705,-0.4857344,-1.497284,-0.6408195,-0.4131251,-0.4616704,1.4181671,0.907592,1.013771,-0.7229679,-0.5157631,1.5499657,-1.1584321,-0.4036108,-0.6098172,-1.4763063,-0.2946985,1.4443251,-1.4895906,-1.5754851,-1.5419686,-0.4834106,-1.4055033,-1.4295502,-1.4733981,-1.5262995,-1.6431798,-1.1669749,-0.6217244,-1.6839186,-1.5308043,-0.5705899,-1.1333275,0.2249855,-0.8325289,0.480093,0.387813,-0.7431179,-1.5089644,-0.8340486,-0.795745,0.4544175,1.2737609,-0.1684326,1.4255678,-0.9385842
Q9H307,0.93831001,0.86310151,1.5098675,-1.49895919,1.10996379,1.2283903,1.05460861,1.23786732,0.5655617,1.38835058,1.16341292,0.92629771,-0.71354245,1.29285639,0.70699564,0.75976749,-1.51343029,0.8227911,0.96352325,0.94513987,1.38691419,0.60470905,1.33201643,1.4924087,1.01596145,0.95843553,0.84535482,1.1462713,-1.97960551,1.54277045,0.9532461,0.6425492,1.09845629,1.45192821,0.64084024,-1.55133754,0.82841627,0.66596268,0.78471496,0.88123362,0.58700453,0.89869498,0.21581593,0.76747906,0.72651542,0.91656824,0.97953046,-1.87836266,0.8141516,0.88198913,1.26564484,0.76275573,0.57025798,1.58008782,0.7810598,0.87511404,1.53258588,1.10265372,0.87118453,1.3530401,0.84724896,1.09207431,-1.42507178,0.09838105,0.73415228
Q9H3G5,-1.91810426,-1.66439877,-0.88303085,-0.44624565,-0.68976278,-1.13176776,-1.32675581,-0.69668643,0.75111867,-0.84892607,-0.70212335,-1.04610263,-0.35979873,-1.40752895,-0.61803266,-2.07814064,-0.46071676,-1.51829471,-1.20120029,-0.64839906,0.87322888,-1.7012093,-0.84474508,-0.61705071,-0.665596,-1.14135529,-1.42039049,0.43645096,-0.9268935,-0.71968863,-0.64907678,0.54568893,-0.60753632,-0.81374281,-1.68023157,-0.49862405,-0.70734054,0.05307127,-0.13119688,-0.4977641,-0.68733621,0.17422119,-0.12708714,0.16686513,0.03167185,-1.84710477,0.10346802,0.78474463,-1.88784348,0.10103659,-0.77451542,-1.33725305,-1.28961921,-0.33748449,0.13604159,-1.71595709,0.02463985,-0.05330155,0.96611353,-0.99967057,-1.44357751,-0.89211922,-0.37235818,-1.61671336,-0.41105205
Q9H3H3,0.395656,-1.9827067,1.009522,-0.7645549,1.154845,-1.4500769,-1.6450648,-0.3160257,-1.8492906,-1.1672353,-1.0204326,-1.3644118,-0.678108,0.5914957,-0.9363419,-2.3964409,-0.779026,-1.8366033,-1.5195094,-0.9667083,-1.0079693,-2.019517,-1.1630543,-0.93536,-0.9839053,1.2342505,-1.7386993,-1.1813764,-1.2452027,-1.0379979,-0.967386,-1.6806666,-0.9258456,-1.1320521,-1.9985394,-0.8169333,-1.0256498,-2.0118236,-2.0977172,-2.0642012,-1.0056455,0.3113056,-1.9517837,-1.9956312,0.3128853,-2.1654109,0.2986678,-1.1439593,-2.206149,-2.0530369,0.998568,-1.655562,-1.6079282,-1.3547637,-2.0960496,-2.0342647,-1.2653527,-2.0311973,-1.3562833,1.1188641,-1.7618863,-1.2104285,-0.6906675,-1.9350216,-0.1168485
Q9H3K6,-1.49177092,-1.23806467,-0.4566964,-0.0199112,-0.26342833,-0.70543334,-0.90042143,-0.27035198,0.60558737,-0.42259163,0.4231811,-0.61976819,0.06653572,-0.9811946,-0.19169821,-1.65180852,-0.03438231,-1.09196043,-0.77486587,-0.22206461,-0.26332555,-1.27487526,-0.41841063,0.8904198,-0.23926155,-0.71502086,-0.99405614,-0.43673272,-0.50055906,1.417415,-0.22274233,-0.93602325,-0.18120187,-0.38740837,-1.25389749,-0.07228959,-0.28100609,-0.50439019,-1.35307638,-0.48765428,-0.26100176,-0.32775818,-1.2071414,-1.25098929,-1.30389075,-1.42077112,-0.94456599,-0.39931556,-1.46151,-0.49056972,-0.34818097,-0.91091868,0.27638659,0.46064349,0.01401949,-1.28962308,0.5538091,0.03091799,0.50768517,0.48290442,-1.01724318,1.21013613,0.05397627,-1.19037919,-0.71617532
Q9H3N1,0.460914955,-0.041925889,1.309425973,0.005965923,1.657616558,0.849804468,1.117438908,1.422474361,-1.078770678,1.545247415,-0.249911779,0.740173832,0.092412841,0.914742489,0.53314891,0.632415258,-0.008505192,0.464416291,0.208630986,-0.196187489,1.113778704,0.442086573,1.443003832,1.682811486,0.731923043,0.726003432,-0.968179026,0.661791926,1.281702454,-0.267477062,-0.196865208,0.829217355,1.267183324,-0.361531245,0.97923643,-0.046412474,-0.255128972,0.48403593,0.647129106,-1.293682794,-0.235124639,-1.157217356,-1.181264283,-1.225112179,0.772959389,0.503508847,0.711008645,-0.37343844,-1.435632895,0.748566937,-0.322303854,0.746545516,-0.837407702,0.767573492,-1.325531601,-1.263745969,-0.494831937,-1.260678547,0.79007437,1.038190381,-0.991366066,1.152603431,0.079853389,-0.141425675,0.865613952
Q9H3P7,0.78070892,-1.31910053,-0.53773229,-0.10094708,-0.34446422,1.05883527,0.78213442,-0.35138787,0.50275134,-0.50362751,-0.35682479,-0.70080408,0.68446984,0.76374874,-0.2727341,0.24604025,-0.1154182,-1.1729963,-0.85590176,-0.3031005,-0.34436144,-0.13710885,-0.49944652,-0.27175214,-0.32029744,0.82362295,-1.07509202,-0.5177686,1.01784478,-0.37439007,-0.30377821,-1.01705913,-0.26223775,1.26691466,0.2913,-0.15332548,-0.36204198,0.49894046,0.26444442,-1.40059575,-0.34203765,0.32132764,-1.28817726,0.14885201,0.43960112,0.126171,0.67788777,-0.48035145,0.35673261,-1.3894314,1.00213161,0.72219415,-0.9443207,-0.69115593,-1.43244455,-1.37065894,-0.60174494,0.5012995,-0.69267556,0.19550837,-1.09827906,-0.54682066,-0.02705962,0.04500293,0.66168335
Q9H3Q1,0.34517745,-0.03141812,-0.47055545,-0.03377024,1.19129987,-0.71929239,0.37260725,0.60411483,-1.11850684,-0.43645067,0.40932206,-0.63362724,0.05267668,0.36255951,-0.20555726,0.07155035,-0.04824136,-1.10581947,0.33203178,-0.23592365,-0.27718459,-0.15412073,-0.43226968,-0.2045753,-0.2531206,1.04360864,-1.00791519,-0.45059176,-0.5144181,-0.30721323,-0.23660137,0.29524338,-0.19506091,-0.40126741,-1.26775653,-0.08614864,-0.29486514,-0.11441692,0.33821771,0.73494583,-0.2748608,0.56320322,-1.22100044,0.6507018,0.48287381,-1.43463016,0.16912419,-0.41317461,0.71206052,0.03260868,-0.36204002,0.86490153,0.04104147,-0.62397909,-1.36526775,0.10745234,0.86023983,-0.11392829,-0.62549871,1.02878383,0.07796358,-0.47964382,0.04011722,-1.20423823,0.1559745
Q9H3Y8,0.55014469,0.69345783,1.29208363,0.13952857,1.7418516,1.14094067,-0.74098167,-0.11091221,-0.94520804,0.97818368,-0.11634913,1.07173525,0.22597549,-0.82175484,-0.03225844,0.59261739,0.12505746,-0.93252068,0.87930519,-0.06262484,-0.10388578,0.49180457,-0.25897086,1.15320091,-0.07982178,-0.5555811,0.84642003,0.94989543,-0.34111929,-0.13391441,-0.06330256,-0.77658349,1.42539254,1.28349636,-1.09445775,1.83742831,1.34287595,0.60572631,0.50873862,0.46955023,-0.10156199,0.3805315,0.34510378,0.67009664,0.14111252,0.52494191,0.47418451,-0.23987579,0.70994111,-0.20477923,-0.1887412,0.62361579,0.69164271,0.51253791,0.59447908,-1.13018335,0.6423833,-1.12711593,-0.4521999,1.02865531,-0.85780342,1.38554018,0.21341604,0.77134589,0.14223445
Q9H425,-0.21883381,0.30108942,1.4332328,-0.38754882,0.91582724,-1.07307094,-1.268059,0.55422455,0.27653622,-0.79022925,-0.64342652,-0.9874058,-0.3011019,-1.34883215,-0.55933584,-0.52280234,-0.40201994,0.40594408,1.12622316,-0.58970223,0.63909562,-1.64251259,-0.78604825,1.13989637,-0.60689917,-1.08265847,-1.36169369,0.81010751,0.27226463,-0.6609918,-0.59037995,0.13587443,-0.54883949,1.09455244,-0.92256516,-0.43992722,-0.64864371,-0.16352502,0.39707651,0.266117,-0.62863938,-1.5507319,-0.07563386,-1.61862665,0.41082938,-0.06215541,0.48846499,-0.76695318,-0.17300554,-0.19340166,-0.71581859,0.19819722,-1.2309224,-0.97775765,0.41775654,-1.65726039,0.17616531,0.08482266,0.21595476,-0.94097374,0.24332616,-0.83342239,-0.31366136,-1.55801661,0.40470902
Q9H444,0.734954479,0.058391668,1.244461486,0.236167854,-0.007349281,-0.449354293,-0.644342388,0.964930515,-0.848568765,-0.166512576,-0.019709848,0.471998099,0.322614772,-0.72511556,0.064380837,0.196100112,0.221696739,0.399863107,-0.518786828,0.034014442,-0.007246497,-1.018796255,-0.162331582,1.77960684,0.0168175,-0.458941816,-0.737977106,-0.180653668,-0.244480006,-0.037275131,0.033336723,0.37274286,0.074877184,0.740003748,-0.997818478,0.183789457,-0.024927041,0.202222826,0.336610121,0.333088577,-0.004922709,0.109884512,-0.95106238,-0.994910283,0.087495151,-1.164692163,0.343347357,-0.14323651,0.508592712,-1.052316556,-0.092101923,-0.654839635,-0.607205776,0.344929012,-1.095329725,-1.03354408,-0.264630007,0.454361188,-0.355560621,-0.317257081,0.730741591,-0.209705723,0.31005532,0.053363267,-0.460096276
