Protein_Id,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65
O75116,-2.67806139,-0.139909,1.11101968,-0.5072745,-1.4497615,0.21577593,1.16604037,1.68365056,0.31748699,1.54727253,0.57514978,0.19265453,-1.11979756,1.30648909,-0.43920597,0.37209407,1.0806248,0.22499322,0.05209091,0.72320172,0.72052717,-2.46119279,0.19678894,1.20430772,1.0099117,0.14688844,-0.62192789,0.06049611,0.38488712,-1.47968732,0.43862601,0.81199214,-1.36753508,0.23064964,0.48062474,-1.25862285,-1.46733924,-0.0495173,0.18606281,-0.47411447,0.61130905,-0.39593807,-0.24712271,0.33089418,-2.49020603,0.62566429,-2.13089586,-1.58564859,0.32483429,0.23556959,-1.53451407,0.10084713,0.42403647,0.09551585,-0.02173363,-0.79540968,-1.70704188,-2.47287232,-1.79797224,-1.75966882,-2.20357168,-1.65211771,-1.13235701,-0.10824921,-1.90250743
O75122,-1.80612895,-0.00488066,0.50459807,-0.33426981,-0.57778695,0.18917341,0.56549816,-0.58471059,0.57515876,-0.73695024,0.83850757,0.25042208,-0.24782289,0.65990093,-0.50605683,0.0841006,-0.34874093,0.05929512,0.46431664,0.57996799,-0.57768416,0.25540949,-0.73276924,-0.50507487,-0.55362016,0.78392787,0.47012504,0.87255493,-0.81491767,0.48355579,-0.53710094,0.3787278,1.09664348,-0.70176698,0.3295628,-0.38664821,-0.59536471,0.07354098,0.39029172,-0.14131494,-0.57536037,0.16445571,0.12220474,0.11561193,0.19924206,0.43209538,0.30734055,-0.71367417,0.27035143,0.46756814,1.11513431,0.14997878,0.2559098,-0.22550865,-1.66576701,-1.60398146,-0.83506767,-1.60091404,-0.92599828,-0.88769474,-1.33160173,-0.78014338,-0.26038235,-1.50473766,0.24881259
O75131,0.657969794,0.646979721,1.06864294,1.33880969,-0.308911733,0.968604198,0.455265488,0.383134622,0.38689956,1.288844108,1.161970669,0.747620673,0.021052319,1.275767254,-0.237181615,0.764300522,1.524040817,0.552450774,0.750897531,0.766528548,-0.308808949,0.775865737,1.242882958,-0.236199659,0.89970116,1.053619335,0.99887805,0.841184924,1.146525242,1.337198562,1.40909235,0.665839617,-0.226685268,1.055999095,0.299039001,1.417530444,1.282221906,0.132475146,-1.398559759,0.568133486,-0.30648516,0.545290014,0.79403933,0.4943854,0.435123815,0.281170223,0.694094969,1.152857589,0.525178894,0.2414116,1.379337947,0.448813814,0.841641734,0.30075657,0.514252327,0.017253522,-0.566192458,0.481471001,-0.65712307,1.076289709,0.551260379,-0.511268174,0.008492867,1.311622403,0.624070308
O75145,-0.766872315,1.324492846,1.486113851,0.704987588,2.867813328,1.778314421,-0.175522658,1.703060893,0.68206081,1.873830129,1.603863305,1.317474485,0.791434505,1.454502536,1.531984928,1.775712141,0.690516472,0.806755029,0.992195067,0.502834175,1.636448852,1.412705426,0.306488151,1.544531716,2.062667153,1.306409899,1.179939458,0.98713607,0.224339727,2.017753882,0.502156456,1.302823232,2.283755428,1.66776199,1.69129102,2.281079397,0.443892692,0.538565157,-0.628177689,0.93785683,0.463897025,1.08347101,1.381209852,1.859271329,-0.578992043,-0.695872465,1.089372792,0.325583223,0.770540543,0.673603483,0.37671781,1.503742143,1.053214811,1.267855959,1.351654485,-0.564724366,0.204189725,1.4767387,1.315101834,0.151562652,1.043415892,2.443806538,0.778875053,1.720770805,0.008723456
O75146,-2.05513625,-1.80143156,-1.02006397,-0.58327879,0.63944312,0.35552369,-1.46378887,-0.83371956,-1.66801501,-0.9859592,0.33076311,-1.18313574,-0.49683187,0.17351881,-0.7550658,-2.21517139,-0.5977499,-1.65532766,-1.33823338,-0.78543219,0.02566383,-1.83824202,-0.98177821,-0.75408384,-0.80262913,-1.27838839,-1.55742351,-0.26739965,-1.06392662,1.43602207,-0.78610991,-1.49939067,-0.74456945,-0.95077594,-1.81726432,-0.63565718,-0.84437367,-1.83054864,-1.91644278,-1.88292647,-0.82436934,-0.22497757,-1.77050838,-1.81435614,-1.86725739,-1.98413708,-1.5079334,-0.96268314,-2.02487562,-1.87176217,-0.91154855,-1.47428611,-0.35262115,-1.17348759,-1.91477512,-1.85298978,-1.08407662,-1.84992237,-1.17500722,-1.13670369,-1.58061052,-1.02915234,-0.50939132,-1.75374622,-0.58057291
O75153,-1.543927011,-1.290220789,0.190117464,-0.072067333,-0.315584468,-0.757589476,-0.952577564,0.593484186,0.31561587,-0.474747762,-0.327945035,-0.671924327,0.014379584,0.176592011,-0.24385435,-1.703964557,-0.086538448,0.132931238,-0.057575293,-0.274220745,0.427724392,-1.327031378,-0.470566769,-0.242872394,-0.291417687,0.540259253,-1.046212276,-0.488888854,-0.552715192,-0.345510318,-0.274898464,-0.988179384,-0.233358003,-0.439564502,-1.306053607,-0.124445731,-0.333162228,0.172431093,-1.405232491,-1.371716019,-0.313157896,-1.235250596,-1.259297521,-1.303145412,-1.356046869,-1.472927224,-0.996722125,-0.451471696,-1.513666091,-1.360551668,-0.40033711,-0.963074811,-0.915440954,0.402428935,-1.403564821,-1.341779198,-0.572865193,-1.338711777,-0.663795805,-0.625492266,-1.069399315,-0.517940909,0.001820132,-1.242535313,-0.768331459
O75155,-2.43551648,-0.33755708,-1.40045574,-0.96367063,1.08559733,0.68288701,-1.84417997,-1.21411138,-2.04840491,-1.36635098,-1.2195483,-1.56352739,-0.87722372,0.33318272,-1.13545763,-0.05817973,-0.97814175,-0.2925579,-1.71862481,-1.16582402,-1.20708495,-2.21862959,-1.36216998,-1.13447567,0.37289325,-1.65877993,0.31951449,0.55036254,0.29946856,-1.23711358,-1.16650174,0.22136996,-1.12496128,-1.33116773,-0.16871467,-1.01604902,-1.22476549,-2.21093636,-0.19712877,-0.39579018,-1.20476116,-0.37571561,-0.3630188,0.11332945,-0.42600562,-0.36190411,-0.42071161,0.86918426,-0.39696413,-0.36734825,-1.29194035,-1.85467717,-1.8070435,-1.55387925,-2.29516088,0.15117143,-1.46446835,-0.30030864,-0.22074107,-1.51709538,0.06075405,-1.4095441,-0.88978317,-2.13413517,-0.96096476
O75157,-1.381842787,0.161421621,-0.346768194,0.090017012,-0.153500123,-0.595505133,-0.790493227,-0.160423771,-0.994719598,-0.312663417,-0.16586069,-0.509839983,0.17646393,-0.871266397,-0.081770004,0.385177809,0.075545897,-0.982032233,-0.664937668,-0.1121364,-0.153397339,0.411895471,-0.308482424,-0.080788049,-0.129333342,-0.605092656,-0.884127942,-0.326804509,-0.390630847,-0.183425973,-0.112814119,-0.826095048,-0.071273658,-0.277480157,-1.143969302,0.037638615,-0.171077883,-1.157253669,0.27799751,0.114330003,-0.15107355,0.378486035,-1.097213208,0.54765105,-0.170576764,-0.078806814,-0.135667793,-0.289387351,0.318851713,-0.208194303,-0.238252765,0.286364044,0.719495319,-0.500191833,-1.241480539,0.354943491,-0.410780849,0.000942393,-0.501711462,-0.463407922,0.519826228,-0.355856564,0.163904478,-1.080450997,-0.606247116
O75167,0.59490212,-1.1936046,0.89467044,0.02454888,-0.21896826,-0.66097327,-0.85596136,0.92161065,-1.06018773,-0.37813155,-0.23132883,-0.57530812,0.11099579,0.38114968,-0.14723814,0.20939331,0.01007776,-0.22299651,0.24230321,-0.17760454,0.63108458,-0.47230242,-0.37395056,-0.14625618,-0.19480148,-0.67056079,-0.94959607,0.45662722,-0.45609898,-0.24889411,-0.17828225,0.23413284,-0.13674179,1.17534153,-1.20943742,-0.02782952,-0.23654602,-1.22272179,0.20944356,0.4131586,-0.21654169,0.48579475,-1.16268133,-1.20652923,-0.56046075,0.45105643,0.43083056,-0.35485549,0.5842936,-1.26393549,-0.3037209,0.36646548,0.06556117,0.55550745,-0.46178882,-0.29318487,0.7631498,0.10632378,-0.5671796,-0.52887606,0.93204744,1.24501776,0.09843634,-0.09697911,0.76012262
O75175,-1.675020049,-1.421313959,-0.639945767,-0.203160563,-0.446677698,-0.888682701,-1.083670782,-0.453601346,-1.287897121,-0.605840991,-0.459038265,-0.803017554,-0.116713646,-0.000967368,-0.37494758,-1.835057385,-0.217631678,0.227242241,0.310654881,0.293656028,-0.446574914,-1.458124538,-0.601659998,-0.373965624,-0.422510917,-0.898270223,0.343677188,-0.619982083,-0.68380842,-0.476603548,-0.405991694,-1.119272599,-0.364451233,-0.570657731,-1.437146773,-0.255538961,-0.464255457,-1.450431133,-1.536325619,-1.502809162,-0.444251125,-1.36634378,-1.390390699,-1.434238579,-1.487140018,-1.604020316,-1.12781534,-0.582564925,-1.644759154,-1.491644816,-0.531430339,-1.094168028,-1.046534174,-0.793369403,-1.53465795,-1.472872352,-0.703958421,-1.469804932,-0.794889032,-0.756585494,0.265205029,-0.649034137,-0.129273098,-1.373628495,-0.899424683
O75179,-1.3316196,-1.07791328,-0.29654499,0.14024022,-0.10327691,-0.54528193,-0.74027002,0.78317026,0.7325501,-0.26244021,-0.11563748,-0.45961678,0.22668714,-0.82104319,-0.0315468,-0.24840617,0.12576911,-0.93180903,-0.61471446,-0.06191319,-0.10317413,-0.4157539,-0.25825922,-0.03056484,-0.07911013,-0.55486945,-0.83390474,-0.2765813,-0.34040764,-0.13320277,-0.06259091,-0.77587184,-0.02105045,-0.22725695,0.0943526,0.08786182,-0.12085467,-1.10703047,-1.19292501,-1.15940853,-0.10085034,-1.02294308,-1.04699001,-1.09083791,-1.14373938,-1.26061977,-0.78441458,-0.23916414,-1.30135866,-1.14824418,-0.18802956,-0.75076727,-0.70313341,-0.44996862,-1.19125734,-1.1294717,-0.36055764,-1.12640428,-0.45148825,-0.41318471,-0.85709178,-0.30563336,0.21412769,-1.03022779,-0.55602391
O75191,-1.566329504,-1.312623299,-0.531255057,-0.094469852,-0.337986987,-0.779991993,-0.974980081,-0.344910635,-1.179206437,-0.49715028,-0.350347553,-0.694326845,-0.008022934,-1.055753247,-0.266256868,-1.726367022,-0.108940967,-1.166519074,-0.849424527,-0.296623263,-0.337884203,-1.349433887,-0.492969287,-0.265274913,-0.313820205,-0.789579516,-1.068614792,-0.511291372,-0.57511771,-0.367912837,-0.297300982,-1.0105819,-0.255760522,-0.46196702,-1.328456117,-0.146848249,-0.355564746,-1.341740481,-0.41230397,-0.46556466,-0.335560414,-0.136505013,-1.281700032,-1.325547922,-1.378449377,-1.495329724,-1.019124641,-0.473874215,-1.536068587,-0.26924262,-0.422739628,-0.985477328,-0.238873481,-0.684678694,-1.425967326,-1.364181706,-0.595267711,-0.40019588,-0.686198323,-0.647894784,-1.09180183,-0.540343427,-0.020582386,-1.264937825,-0.790733976
O75306,-1.256737831,0.454761617,-0.22166319,1.187129198,-0.028395119,-0.47040013,-0.665388225,-0.035318767,-0.869614602,-0.187558413,-0.040755686,-0.38473498,0.301568934,0.15684629,1.435471343,-1.416775562,1.789526429,-0.0584339,0.703088525,0.995755693,-0.028292335,0.504604783,1.448672391,0.044316955,-0.004228337,1.491710909,-0.759022943,1.248165888,-0.265525843,1.653270648,1.939430909,-0.700990047,0.053831346,1.613909104,-1.018864314,1.851378078,-0.045972879,0.246857852,-0.173707508,0.348998579,0.744125784,0.412891328,0.799541316,0.016706329,-1.068857591,0.80710166,-0.709532789,1.270050926,-0.070932125,0.065808071,-0.113147761,-0.675885473,0.239845342,0.565948367,0.408145778,-0.129448034,0.413294159,-1.051522493,-0.376606458,-0.338302919,0.843770262,1.318677845,0.289009482,1.048655075,0.379045221
O75312,-1.546251931,-1.292545711,-0.511177461,-0.074392256,-0.317909391,-0.759914398,-0.954902487,-0.324833039,-1.159128845,-0.477072685,-0.330269958,-0.674249249,0.012054662,-1.035675653,-0.246179272,-1.706289474,-0.088863371,-0.108161103,-0.829346932,-0.276545668,-0.317806607,-1.3293563,-0.472891691,-0.245197317,-0.293742609,-0.769501921,-1.048537198,-0.491213776,-0.555040114,-0.347835241,-0.277223387,-0.990504306,-0.235682926,-0.441889424,-1.308378528,-0.126770653,-0.33548715,-0.42859019,-1.407557412,-0.476198596,-0.315482818,-0.465902506,-0.328054802,-1.305470334,-0.554652656,-1.475252145,-0.999047048,-0.453796619,-0.62378903,-1.36287659,-0.402662032,-0.965399733,-0.218795885,-0.664601099,-1.405889742,-1.344104119,-0.575190116,-1.341036698,-0.666120728,-0.627817189,-1.071724237,-0.520265831,-0.00050479,-1.244860235,-0.770656381
O75339,-1.061734526,-0.808028162,-0.026659849,1.109095362,0.166608223,-0.27539679,-0.470384886,0.159684574,-0.674611266,0.007444928,0.154247656,-0.189731639,0.496572276,-0.551158059,0.238338341,-1.221772297,0.395654243,-0.6619239,-0.344829325,0.207971946,0.166711006,-0.844838763,0.011625921,0.239320297,0.190775004,-0.284984312,-0.564019605,-0.006696164,-0.070522502,0.136682372,0.207294227,-0.505986708,0.248834688,0.042628189,-0.823860984,0.357746961,0.149030463,-0.837145353,-0.923039908,-0.889523421,0.169034795,-0.753057954,-0.777104885,-0.820952789,-0.873854265,-0.990734681,-0.51452945,0.030720994,-1.031473579,-0.878359065,0.081855581,-0.480882134,-0.433248274,-0.180083488,-0.921372238,0.293555398,-0.090672504,-0.856519165,-0.181603117,-0.143299577,-0.587206646,-0.035748219,0.484012824,-0.760342673,-0.286138773
O75340,-0.34895557,0.74430931,0.49785825,1.63826889,-1.03987616,0.95824587,0.97916293,-1.04679981,0.79039556,-1.19903943,1.05198916,0.70542419,-0.70991213,-1.75764185,1.36181839,0.6413272,1.88973456,0.60076159,1.08553357,0.82533995,-0.34080339,0.63408247,-1.19485844,-0.96716409,-1.01570938,1.1430564,1.15593957,1.02211369,0.96807751,1.85568211,1.57617043,1.25354272,1.219226,1.31947448,0.55936893,1.54249414,-1.05745392,0.16890465,0.61949757,0.52929656,-1.03744959,0.52973767,0.44106142,0.59474959,0.19814317,-0.39737134,-1.72101333,0.13809208,0.18087566,-2.08484068,0.9825677,0.50494087,0.22709203,-0.03477928,0.4196186,0.42631823,-1.29715684,0.38453175,0.48971657,-1.34978389,0.80715364,-1.24223257,-0.72247158,1.20536181,0.52576463
O75347,1.3431523,1.5916907,1.6078644,2.0160356,2.1478092,2.2851432,1.6366132,1.8472901,1.3768043,2.2875434,1.9872656,1.2928093,2.7974112,1.3526714,1.8462474,1.4766371,1.8896733,1.5880968,1.4112421,1.3354528,1.6678759,1.5165679,1.509263,2.2550061,1.8574702,1.7824533,0.782338,1.5382985,0.579951,1.9895856,0.1587978,1.6229679,2.1356527,2.1835458,1.1875548,2.1607843,1.4614019,1.3754771,1.283255,1.2692509,1.4089147,1.0920946,1.2639172,0.898205,1.539446,1.0053067,1.6117584,1.8407453,1.3823671,1.2608894,2.0139177,1.6363833,1.5072256,1.4715133,1.3175539,0.9755302,1.9298311,1.0527338,1.3097955,1.830459,1.9415526,2.3587148,0.4355164,1.3715539,1.1215209
O75348,0.45328135,0.81457797,0.35052227,-0.51075706,1.56665665,1.55254203,1.17330211,1.31017864,1.048081,1.64334051,1.17519437,1.3017902,-0.42431014,0.75433699,1.72710066,0.97632997,2.02104453,0.98626583,0.90249822,-0.71291047,-0.75417141,0.80532147,2.130342,1.72382672,0.88053173,1.480736,1.17152452,0.77192168,1.35006552,1.50211438,1.77307354,0.57499453,1.92933789,1.0840093,1.09250421,1.89003399,1.5244997,0.85707513,0.89207151,0.9433916,-0.05287762,0.83483161,1.02591238,0.3072727,0.8689093,0.95150247,1.10214662,-0.89016141,0.90349687,0.97612233,1.50016562,0.87080496,0.59939907,-0.35752327,1.03574667,0.45670532,1.48908429,1.15065315,0.43127079,-1.06418197,1.24973026,1.64339777,-0.43686959,0.88114073,-0.49535596
O75351,0.959739613,0.739806766,0.958096319,0.414634522,0.171117387,-0.270887625,1.05871334,0.164193739,-0.670102102,0.011954092,0.15875682,-0.185222475,0.50108144,-0.546648895,0.242847506,0.227978925,0.400163407,-0.657414736,-0.340320161,0.21248111,0.171220171,0.7142277,0.016135086,0.243829461,0.195284168,-0.280475148,-0.559510441,-0.002186999,-0.066013338,0.141191537,0.211803391,-0.501477544,0.253343852,0.047137353,1.025094088,0.362256125,0.153539627,0.824292964,0.596753067,0.338996406,0.872513964,0.386638409,0.943363512,0.849850954,0.778976105,1.056561292,0.958369728,1.219361363,0.90913165,-0.873849901,0.086364745,1.102478503,0.535743662,1.020312326,0.803736417,0.49719748,1.547455126,-0.852010001,0.975374312,-0.138790413,1.126126991,1.399596093,0.488521988,-0.755833509,1.012049033
O75367,0.26241453,0.22581625,-1.33739751,-0.90061238,0.61172431,0.8026796,0.36740374,-0.45208317,0.38882365,1.05673456,-1.15649006,-1.5004692,-0.81416547,-1.86189481,0.61292173,-0.17375759,-0.91508349,0.31288162,0.31635906,0.98475233,-1.14402671,0.48998264,1.28867409,-1.07141743,0.91517578,0.75811806,0.73458451,0.70677295,1.02774518,1.75048671,1.59118219,-1.81672365,1.16035692,0.77569576,0.2115353,0.69286275,-1.16170725,-0.06066311,-0.13157744,-0.0324775,1.57838442,0.17279635,0.28102788,0.45414,0.04261896,0.1335829,-0.32101001,0.77571196,-0.17027154,-0.34633377,-1.22888211,0.17319248,0.42584547,0.01282396,0.18041471,0.06246035,-1.40141013,-0.02640036,-1.49234068,0.41511627,0.55206031,1.08708461,-0.82672492,0.85994998,-0.54611188
O75368,1.5093755,1.2809568,2.1980063,0.8588358,2.6146157,2.1767885,1.9512653,2.1443154,1.5167829,2.2975481,1.6237696,1.7292421,0.2463127,1.70427,1.5570207,1.8613854,1.7171393,1.5797113,1.4633969,1.7525853,1.4334455,1.421689,2.0719915,1.8552108,1.5852123,1.5965725,1.4649094,1.8293966,1.9041751,2.0609556,1.4390742,1.7001498,2.1867015,2.2856844,1.8627632,1.7778755,1.918999,1.4136622,1.5851748,1.6294995,1.7758276,1.5851952,1.1887305,1.3631282,1.6087076,1.6273702,1.6838552,1.6483655,1.3971132,1.2557543,1.9638887,2.0198006,1.84464,1.4989692,1.2079654,1.4701698,2.2657195,1.4706974,1.1606054,1.5347656,1.73911,2.5231777,0.2337532,1.2609376,1.2275527
O75369,2.004109,2.69444,3.211936,2.27494,3.461645,3.22313,3.041743,3.127156,1.96629,3.404544,2.960589,3.172201,2.110191,3.127241,3.38748,2.674735,3.651506,2.603707,2.899788,2.795911,2.693109,2.777448,3.282508,2.844378,3.003316,2.876796,2.798107,2.931288,3.063348,3.20604,3.19445,2.879188,3.353753,2.936542,2.492585,3.83652,3.275295,2.598246,2.591139,2.928298,2.982115,2.465416,2.628833,2.641208,2.716364,2.454518,2.651602,2.443751,2.712256,2.090626,3.406065,2.493741,2.762751,2.477072,2.872747,2.484182,3.208603,2.734434,2.73829,2.540605,2.622519,3.379563,2.68276,2.962856,2.801267
O75376,-0.145624121,0.003649389,-0.855288059,-0.418502861,-0.662019993,0.479366488,-1.299013033,-0.668943642,-1.503239298,-0.821183284,-0.67438056,-1.018359839,-0.332055943,-1.379786172,-0.590289876,-0.11150748,-0.432973976,-0.026573394,-1.173457504,-0.620656271,-0.66191721,-1.673466571,0.728272742,-0.58930792,0.061116788,-1.113612501,0.493650733,0.474921654,0.380019077,1.039581335,-0.62133399,-1.334614842,-0.579793529,-0.786000024,-0.046272444,-0.470881258,-0.679597753,-0.048843054,-0.168848076,-0.091656654,-0.659593421,-0.16078385,0.033904265,-0.17939672,-0.174362565,0.018187402,-0.199160456,-0.797907219,-0.03474533,-0.13370034,0.693096417,-0.127244929,0.023230819,0.082080163,0.021664072,-1.688214367,-0.919300711,0.198276403,-1.010231318,0.4539755,-1.415834741,-0.864376429,-0.344615395,-1.588970614,-0.225097853
O75380,0.40700929,0.78974546,1.34566046,0.99365212,1.27424769,1.74269546,1.15813135,1.67667957,0.83478712,0.90537974,-0.15513812,1.46776037,0.1871865,0.75534398,0.69915732,0.85219466,1.36156536,1.11387615,0.97290456,0.59755617,1.30708526,0.47640329,1.6845303,1.96698695,0.83402797,1.12327256,0.67409788,1.0970855,1.35955672,1.32122149,1.17731736,0.99686141,-0.06055109,1.27306213,1.00010504,1.33522255,1.44313008,0.45037144,0.39383549,0.99047521,-0.14035098,0.184287,0.92948805,0.7921539,0.75947203,1.09569087,0.70263414,1.52463802,0.60042864,0.67107773,1.98419691,0.5495392,0.69869525,0.93606281,0.73518019,0.48012495,1.60249118,0.21412778,1.19805605,0.89494498,1.28640072,1.19341059,0.17462705,0.6963144,0.76990077
O75390,0.07860744,-1.58813921,-0.80677117,-0.36998597,-0.6135031,-1.05550809,-1.25049616,0.53327258,0.55675789,-0.77266639,-0.62586367,0.20560321,-0.28353905,-1.3312693,-0.54177299,-2.00188177,-0.38445708,0.17496666,-1.12494062,-0.57213938,0.79279455,-1.62494976,1.09278147,0.8822547,-0.58933632,1.11374437,-1.34413084,0.64409047,-0.85063382,-0.64342895,-0.5728171,0.08959546,-0.53127664,0.95345526,-1.60397202,-0.42236437,-0.63108086,0.51522103,-1.70315077,0.12479709,0.08789347,0.47289654,-0.05649111,-1.60106382,0.21152658,0.40344582,0.28431972,0.44266727,0.07231809,0.1882165,-0.69825574,-1.2609934,0.01257538,1.0133544,-1.7014831,-1.63969757,1.00432859,-0.10140892,0.49442657,0.7193635,0.49244119,0.18590951,-0.2960985,0.3181643,0.36392173
O75391,-1.782150107,-1.528444204,-0.747076094,-0.310290892,-0.553808026,-0.995813023,-1.190801093,-0.560731674,-1.395027405,-0.712971318,-0.566168593,-0.910147878,-0.223843975,-1.271574246,-0.482077908,-1.942187149,-0.324762007,-1.382340045,-1.065245552,-0.512444303,0.968474005,-1.565254767,-0.708790325,-0.481095953,-0.529641245,-1.005400545,-0.04336193,-0.72711241,-0.790938746,-0.583733876,-0.513122022,0.538261307,-0.471581562,-0.677788058,-1.544277011,-0.362669289,-0.571385786,0.125808538,-1.643455806,-1.609939369,-0.551381453,-0.085978919,-1.497520955,-1.541368819,0.013104147,-1.71115045,-0.297443087,-0.689695253,-0.000512473,-1.598775029,-0.638560667,-1.201298339,-1.153664488,0.669340067,-1.641788138,-0.106034303,-0.811088747,-1.576935156,-0.902019357,-0.164745824,-1.307622822,-0.756164464,-0.236403427,-1.480758757,0.050005769
O75396,-0.24249166,0.50576735,-0.7153192,-0.278534,-0.52205113,-0.96405613,-1.1590442,-0.52897478,0.36749268,-0.68121442,0.61555106,0.44437887,-0.19208708,0.41358777,-0.45032101,-0.33142458,1.55333184,-1.35058316,0.81209045,0.94433457,0.82154737,0.3283569,1.12762603,-0.44933906,0.66408112,0.67059302,0.68001768,-0.69535551,0.60902311,1.09684722,1.40012001,0.56396175,1.16053639,1.09524668,-0.81355034,1.77668828,1.39339427,0.07347842,0.33196371,-0.3319531,0.49215653,0.04105123,0.52424329,0.72046983,-0.25241855,-0.39497486,0.36072699,0.86036887,-0.37371552,-1.56701817,-0.60680377,-1.16954145,-1.1219076,0.6752426,-1.61003129,0.59844744,-0.77933185,-1.5451783,-0.87026246,1.28777172,-1.27586594,-0.72440757,-0.20464653,0.70153255,-0.97479811
O75410,-1.295828596,-1.042122266,-0.260753968,0.176031239,-0.067485897,-0.509490908,-0.704479003,-0.074409545,0.165391409,-0.226649191,-0.079846464,-0.423825758,0.262478156,-0.785252174,0.004244222,-0.056179443,0.161560124,-0.896018012,-0.578923443,-0.026122173,-0.067383113,-1.078932864,-0.222468198,0.005226177,-0.043319115,-0.519078431,0.149511076,-0.240790283,-0.304616621,-0.097411747,-0.026799892,-0.740080824,0.014740569,-0.19146593,-1.057955087,1.118669601,-0.085063656,-1.071239455,-1.157134002,-1.123617518,-0.065059324,-0.987152062,-1.011198991,-1.055046892,-1.107948363,-1.224828766,0.037415245,-0.203373125,0.233949962,-1.112453164,-0.152238538,-0.71497625,-0.667342391,-0.414177607,-1.155466331,-1.093680688,-0.324766623,-1.090613266,-0.415697236,-0.377393696,-0.82130076,0.429127666,0.249918704,0.356582475,-0.520232891
O75420,-1.959322,-1.7056167,-0.92424886,-0.48746366,-0.7309808,-1.17298577,-0.19830981,-0.73790444,-1.57220003,-0.89014408,0.04860042,-1.08732063,-0.40101675,-0.34688691,-0.65925068,-2.11935809,-0.50193478,-1.55951268,-1.24241829,-0.68961707,-0.73087801,-1.74242722,-0.88596309,-0.65826872,-0.70681401,-1.18257329,-1.46160847,-0.90428518,0.15105879,-0.76090665,-0.69029479,-0.08061521,-0.64875433,-0.85496083,-1.72144949,-0.53984206,-0.74855855,-1.73473383,-1.82062812,-1.78711175,-0.72855422,-0.41145786,-1.67469349,-0.46838848,-1.77144264,-1.88832259,-1.41211835,-0.86686802,-0.6944492,-1.07697807,-0.81573343,-1.37847105,-0.46517349,-1.07767249,-1.81896045,-1.757175,-0.98826151,-1.02066783,-1.07919211,-1.04088858,-0.53877031,-0.93333723,-0.4135762,-1.65793131,-1.18372775
O75427,0.460895846,-1.264487857,-0.4831196,-0.046334394,-0.289851529,0.605909057,0.448949306,-0.296775177,-1.131070988,-0.449014823,-0.302212096,-0.646191388,1.734726552,-1.007617794,-0.21812141,-1.678231671,-0.060805509,-1.118383624,-0.801289071,-0.248487806,-0.289748745,-1.301298448,-0.444833829,-0.217139455,-0.265684747,-0.741444059,-1.020479339,-0.463155914,-0.526982252,-0.319777379,-0.249165525,0.536631164,-0.207625064,-0.413831562,0.69066846,-0.098712791,-0.307429289,-0.403650657,0.128997293,0.00052103,0.411545048,0.529903611,0.024788721,-1.277412481,-1.330313941,0.193054557,-0.199653483,-0.425738757,0.488934454,-1.33481874,-0.37460417,-0.094398072,-0.889708016,-0.636543237,-1.377831895,-1.316046269,-0.547132254,-1.312978847,0.296175468,-0.599759327,-1.043666378,-0.492207969,0.027553072,0.92102321,-0.74259852
O75438,-1.32946805,0.18456252,-0.29439343,0.14239178,-0.10112536,1.12427135,0.6862376,0.85107687,-0.01822732,-0.26028865,-0.11348592,0.8647945,0.2288387,0.45398068,0.72066963,0.37395519,0.12792066,0.46149386,-0.6125629,-0.05976163,-0.10102257,-1.11257232,1.32523595,1.27468138,-0.07695858,0.41723296,0.72204998,-0.27442974,0.91086454,-0.13105121,1.0599026,-0.77372028,-0.01889889,-0.22510539,0.44790776,1.47584749,1.37320297,-1.10487891,-1.19077346,-1.15725697,-0.09869879,-0.29802774,0.45791101,0.22403626,-1.14158782,0.57635757,0.4563727,0.92532538,-0.02172904,0.21672385,1.20010159,-0.74861571,0.51096231,0.63338777,0.41874675,0.18742384,1.13174882,0.33834364,0.54963614,-0.41103316,0.62408722,-0.3034818,0.21627924,-1.02807624,0.14509765
O75475,0.57899243,0.95114672,0.80014217,-0.1844168,1.62550617,2.0407107,0.73693813,-0.43485758,0.46797831,-0.58709722,0.79581826,0.99434938,-0.09796988,1.03334753,1.35836019,0.49276678,-0.19888791,1.01528539,-0.93937147,1.16511897,1.14237921,0.60230562,1.12044631,0.34374815,-0.40376715,1.14797041,1.00503468,0.99843629,-0.66506465,1.63369149,1.45942184,0.67871887,-0.34570746,-0.55191396,0.3493774,1.59545954,1.26183622,0.7779119,0.23282734,0.70187078,1.09762159,0.47640122,0.96050589,0.74178808,0.21487125,0.84722962,0.50505627,1.32591886,0.28030821,0.46015699,1.61915955,0.47379164,0.64746872,0.46859257,0.67914121,0.71309296,0.44753576,0.51290122,1.23021986,1.18250625,0.70937622,1.623268,-0.11052933,1.40817087,0.46004158
