proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35
P0DP25,10212,22118,4165.1,16121,13090,30325,23274,5974.3,47030,54639,71456,23708,40126,14279,14757,26630,21580,44309,26620,79157,165870,104180,110620,87263,101070,146280,97455,160300,116780,134220,96112,126140,64628,83994,234860
P0DP58,232.61,,,,,,,,,,,,,,,,,,5183.7,,1032.2,1610.8,1309,2930,4119.9,6232.4,,3380.7,5470.9,6366.4,6449.1,3120.3,3603.8,3785.7,3941
P0DPI2,,1012.2,,,,,437.46,389.7,,12315,6306,2156,3291.4,1960.3,543.66,,,,15922,30176,3051.3,10978,16986,,1395.2,,770.53,3310.6,2536.1,2433.5,,4963,1060.2,23007,
P10114,,,,,,,,,,,1082.1,,,,,,,4383.3,2821,3348.1,33047,3613.4,1720.2,2544.7,3025.4,,3252,3176,3219.2,5560,4510,5543.8,5032.7,3698,47820
P10412,,,,416.88,,,,649.26,,11071,1614,3892.1,5322.1,956.76,950.53,,588.53,5002,1114,1207.3,2531.7,2055.2,,,,,,,1202.8,,676.57,1832.2,3753.5,3220.3,1463.1
P10515,5066.8,2238.9,7586.7,1476.6,15590,1053.7,1286.1,14100,60435,74026,34382,26568,29622,13636,9444.6,16902,17236,78181,42278,55964,94919,73844,79249,71659,71796,69936,68625,113970,100290,156690,86371,75998,71241,98948,101920
P10599,8603,12029,9227,11481,10907,15169,17579,15706,17362,19843,6545.2,9341.3,13579,9185.9,12463,15779,11331,4687.6,,1614.1,2396.2,,12571,1700.8,724.1,,,,1601.9,,4403.3,,1711.4,,
P10606,,,1034.6,512.87,,,,,,3861.8,,,,1787.5,1956.6,,1179.8,8260.8,4611.6,4229.6,12063,7816.9,7519.4,,,6595.7,4674.8,13307,,12144,3518.1,6214.6,2977.9,4802.9,17724
P10636,3546.1,46072,1619.1,153650,42901,1185.2,128410,325840,20634,266820,328900,302570,166490,143900,58430,1764.7,1689.3,13992,166040,939820,34440,318500,1460300,15786,204570,870030,17400,363540,953050,66198,295660,459410,27394,434730,696420
P10644,5984.9,7116,9500.7,5708.9,9477.6,3603.6,5894.8,3694.6,39107,39227,14469,10223,16963,11329,8015.1,10155,13356,21066,9288.2,10960,34947,25428,18158,34593,32684,21103,33042,40977,23485,48628,30955,22115,35818,26483,10664
P10721,,,,,,,,,1642.6,,1044.2,,,,,,,,,612.29,,,,2345.3,,1851.3,4191,1613.2,,2681.8,,,,1726.8,
P10768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P10809,15038,42830,30459,27457,44746,31184,22989,48782,107050,76767,56359,44365,82767,24408,59501,63589,33673,171170,76783,79643,179350,168270,162420,75502,91020,112180,65515,175810,212740,238280,106290,183450,98824,178280,103180
P10909,828.53,5672.1,5556.2,10640,3899.5,1488.1,9909.1,7987.4,19729,42657,21445,6837.7,12939,10285,11383,2584.4,7831.7,12368,21115,33644,25076,46124,48708,7275,19821,18093,14442,32692,36034,33050,30857,35232,19446,37137,30851
P10915,,,,,,,,,,,874.64,1042.9,,354.39,,,,3117,890.25,2513.6,,6212.6,3098.9,4232.9,4296.7,3742.7,4090.2,8108.3,6238.1,4417.1,4283,1757.6,4355.9,1397.1,
P11021,28877,71688,56634,35803,69341,30202,32436,56953,155530,143980,69944,82078,107640,70275,71566,89081,73215,187500,118440,182770,183390,260190,244050,158230,142040,113230,95634,209650,166240,299720,175440,170870,147570,363090,150700
P11117,,317.61,703.43,,,451.74,,,,1042.3,832.06,,1022.2,,,829.8,,,,,,,,,,,,,,,,,,,
P11137,39911,44701,41629,16814,95746,24227,23806,52747,175770,449440,170790,85758,148500,56714,54161,65473,34212,65816,395390,426230,408580,282830,359160,37225,134820,187140,43998,330770,233630,295700,194270,198780,98368,488410,131480
P11142,34893,67355,31238,56022,48400,25744,38270,87835,114200,194600,125640,84275,204390,62651,62479,107420,42958,286130,245730,321220,341990,382140,570060,174640,266460,253950,174950,319990,279370,484990,238860,324990,242110,707730,325190
P11169,,,,,407.99,,,,3807.6,4839.9,,855.94,1314.9,,,,,6132.7,,7660.4,1630.9,4732.8,,7338.7,12293,7099.6,9758,9932.2,6857.2,13933,2708.6,6796.8,6231.5,12164,3831.8
P11177,2459.1,3695,14177,1224.2,14796,3309.1,1697.8,19889,20447,55374,19492,23540,32983,13597,12136,22668,6917.7,60563,69880,108890,49272,59049,83356,41036,32984,38396,25631,63612,63023,87314,34611,57097,48002,93967,51352
P11182,,,,,215.62,,,,1197.5,,831.9,,,,,885.33,,1327.1,5581,12887,5680.6,6523,10426,,7125.8,5451.6,1807.2,7731.4,10203,11559,2961.2,14201,2231.4,12581,4437.6
P11216,578.65,767.86,2166.1,1362.5,3861.2,362.37,,17555,48493,82208,38841,30745,69366,8263.1,8113,19532,4479.2,75382,39705,53894,115110,82580,69561,39475,64908,50471,90190,109060,67161,105260,38913,68587,56947,82277,57503
P11217,,,,,569.85,,,,,,,1723.6,,,,,,,,1811.3,,2555.9,1723.7,,1349.3,1289.9,,1940.6,1117.8,2720.2,,2782.6,,1514.2,892.54
P11229,,,,,,,,,,,,,,,,,,1605.5,,,,,,,,936.39,,,,,,,,,
P11233,2147.5,603.04,3770.7,2159.4,1129.8,1622.6,1923.4,1088.4,8959.7,13217,7065.7,3394.7,2159.1,2722.7,3976.4,1344.1,1123.6,4901.9,5212.1,9387.5,9419.2,5059.3,8754.1,9994.7,7485.8,4896.8,8640.3,10058,12414,10351,8106.4,6849.2,13593,10753,7562.6
P11234,,,,,,,,2693,,,1983.2,1540.5,1220.7,799.5,,,,,,,,,,,,,,,,,,,,,
P11274,,,,,,,,,,,,,,,,,,,448.93,265.26,354.13,225.68,215.43,66.021,228.9,210.38,,,277.7,350.08,,190.95,,313.35,230.12
P11277,,,,,,,,,,,,802.18,,,,,,,,,,,,,3053.2,,3235,,,,2668,3568,,,3107.7
P11279,,,,,3973.8,757.36,1003.3,1822.6,873.65,2114.1,2016.5,2335.6,1037.6,2562.4,919.39,1049.6,,,1406.5,,,,,,,2631.4,1669.9,3101,3065.6,2171.5,2710.1,3045.9,,,2844.4
P11310,,,,,,,,,,,,,,,,,,1434.3,,1264.8,1507.1,,,3169,,1453.4,1570.4,2184.8,,3499.2,1286,,2286.1,,1333.9
P11387,,,,,,,,,,121.01,,1264.6,,,,,,723.17,,325.4,652.33,587.46,719.43,4548,406.65,305.84,401.59,,2378.9,3341.2,397.43,452.06,825.6,1609.5,188.83
P11498,5579.4,3864.3,5974,1483.3,6723.1,3042.1,3730,2338.4,20092,16693,16716,3224,6416.8,3137.4,,5407,1923.7,42885,25600,31138,35656,28962,17672,30080,47230,27375,37813,49419,27293,40009,38342,32950,52966,42206,37152
P11586,,,730.42,671.79,411.05,,,1332.7,25745,16566,3595.5,164.96,1215,199.43,1528.8,,421.56,48306,13885,26442,56395,24627,23826,37520,41516,23472,39665,45454,31808,32270,21663,24396,27945,21977,21567
P11766,,,275.58,,361.77,,,710.33,522.91,1887.3,,1239.4,2938.4,972.55,,1279.8,,,,,,3259.5,,,2696.7,2560.7,1495.2,,1773.7,5701,,1664,,2036.7,2226.2
P11940,1701.5,,1305.4,,1288.6,1635.8,744.05,1151.2,1470,,,1327.5,2570.5,1465.3,,,,,3449.3,6431.5,6062,4103.4,4359.4,,3694.6,3299.8,3927.2,11456,10819,2450.5,9322.3,4631.6,4475.8,10859,1561.2
P12035,1281.1,,,,,,498.13,,,,,3705.2,,2866,5010.5,1129.7,,,,,,,,,,,,,,,,,,,
P12036,1595,3001.5,1678.5,3235.4,4275.8,1763.9,,6026.9,9640,22804,15869,11817,8583,5715.5,2844.9,6107.1,5382.7,5457,9045.5,23955,17167,27982,12929,9446.7,25427,17515,12931,27540,23780,7687.8,16455,14062,18453,21353,8348.7
P12081,,,,,,,,,625.07,,,,,,,801.64,,4919.3,3353.5,7664.4,7678,9471,6355.3,2065.6,1901.1,1008.8,1075.9,8326.5,1287,9698.2,958.23,,5414.3,16524,1644.2
P12110,3152.1,2606.8,,,,,,,,,,2385.6,,,,,,,,,,,,,,,,,,,,,,,
P12235,6168.7,2850.7,7029.2,1369.8,2236.1,529.35,1126.4,10829,56818,54450,24131,10097,26196,8601.7,7743.2,13194,4219,76219,37424,55635,33024,51583,39008,36356,42208,37426,59645,65031,42602,75181,32564,31153,62970,53958,37959
P12236,34360,13018,16267,6951.2,18497,2393.5,,12840,269470,225040,133790,49929,81977,44207,37169,42915,22332,464740,267400,344080,472080,364360,293880,334360,390420,313680,419530,490320,328700,405100,266750,268820,414760,383300,220090
P12268,,,,,,37.726,,,,,,,,,23.579,,,,,706.18,970.99,565.98,,502.63,583.34,521.33,796.92,664.64,752.91,732.12,504.71,564.19,879.61,732.47,521.88
P12270,,,1261.4,,,,,,4250.6,1651,638.75,620.24,,821.45,546.72,844.93,2779.9,4137.5,4287.6,2631.6,12989,2596.6,2190,617.33,1921.8,2916.4,633.78,4076.8,197.6,6564.2,3756.7,,1221.9,2544.5,
P12273,16377,21892,9895.1,33824,12545,15976,21271,38916,20670,36460,22812,20334,18101,11717,28915,30913,19979,,804.67,,,,,,,,,1312.4,,,,4156.4,3719,,
P12277,90381,138050,189870,92471,213510,59028,94776,376530,1326800,1543600,947110,468660,486830,290600,232960,274130,182890,810350,896630,1074100,1540300,1520800,1550900,320770,1526400,805750,666290,1615100,1145700,817880,821220,1373200,1377100,1114000,1219200
P12532,3410.5,3578.7,3270.2,1956.5,2178.1,984.18,,5706.1,14966,36038,18993,25821,28791,11158,13697,22371,8698.9,7703.5,1955.3,15069,22616,10530,14465,25801,15343,21533,17576,33415,43940,61565,20640,28150,23359,32579,28134
P12814,206.69,,463.91,1090.3,2997.3,1432.4,2033.1,7065.6,56684,55288,40516,3510.6,9688.9,2363.5,2258.5,4120.4,6838.7,87222,21608,43138,54689,56278,51044,90094,53983,69931,62987,87797,60687,67394,36483,42132,55516,65858,39233
P12931,,,3881.4,,,,,,,,,,,,,,,,,,,,1421.7,,,,1815.3,11526,,2281.8,,1861,2369.6,2614.8,
P12956,6929.2,2524.1,12983,3487.3,13761,1224.8,1419.2,22917,89214,134210,44729,30589,39543,29388,25674,43865,12670,35130,41237,58528,100080,55351,34820,21615,51188,22137,14780,63676,29270,109520,26163,18253,43328,50617,17017
P13010,4427.1,1295.8,5876.2,1107.6,2875.5,2003.3,47.344,22930,64043,105640,25593,28537,40907,19789,12578,26849,6641.8,40088,27074,33815,83129,38942,27220,19587,50843,17095,19835,44344,22817,67207,20760,28509,38359,35589,20704
P13073,9251,25884,11917,14334,18476,24270,17840,9101.6,52893,46956,31578,22383,18069,7150,6375.7,9542.1,22741,97032,59976,98788,115270,107570,88200,88455,101510,87336,79410,125370,130390,131430,86004,92947,103130,94545,107000
P13473,,679.39,749.99,1538.5,632.62,337.77,634.05,,4218,2113.4,2820.1,1210.4,1124.5,457.79,629.16,680.57,1867.6,,,,,,,,,,,2858,2573.4,,,,,,1053.9
P13489,,,,,,,,,,3487.8,2107.8,342.37,,,,,,,4206.1,,5759,9742.8,5941,,,,4539.9,,,10967,,2484.6,2174.2,10715,5490.3
P13591,2912.1,3851,12131,11639,13567,7569.7,14624,15946,66075,73606,70063,44890,33068,22659,9079.5,12585,8487.9,71354,52883,99680,74960,114740,127310,73085,119470,137120,57323,161530,181280,157360,73025,134070,128830,105030,181410
P13611,4785.3,10871,7070.8,6736.2,4794.6,6972.7,7927.9,7693,22334,44779,30641,75742,25959,21642,8566.8,8767,6744.5,39529,15435,43305,35444,76952,75235,26003,45969,52685,20884,59766,97519,76317,38258,105380,41703,52859,63425
P13637,22711,24010,29331,23999,21227,5004,5706.9,42497,430760,384820,270960,101440,144800,55254,53038,31824,43280,892280,327580,504980,848890,540050,479670,476120,548570,498040,676070,872590,304800,781790,362480,504920,690720,633680,384320
P13639,3100.2,15858,1175.6,16433,2900.3,515.68,9328.2,5320.5,23466,21832,12069,3843.6,13315,3572.6,5426.3,6204.5,3715.8,30872,27821,51259,59489,31466,24220,16173,7815.7,12239,18326,45927,24399,44809,11957,15554,11995,27149,9832
P13645,3642300,3769200,3115300,4706700,3421300,2640700,7490700,6263600,5841100,6061300,4300000,5694400,5598300,4169100,5731100,5819400,5039300,2668900,1612200,1155800,2477700,1412100,5735000,1155800,1046200,1018800,928840,890110,1186000,1068200,3517900,999080,1026500,834050,817810
P13646,6608.4,5974.3,,3656.6,6362,2169.6,50389,8855.7,5260.2,69985,4483.9,15942,69011,2797.3,96439,65181,8827.3,10811,3033.3,32410,,2746.8,,90.676,813.74,329.45,,,21806,,3000.5,24039,,,5464.3
P13647,409520,362160,301700,356510,373760,522190,723220,793090,565110,644360,468570,557510,1034500,409550,608210,596100,456970,209710,123720,78038,217230,120340,368720,121230,84013,88811,56739,106190,157080,79053,244080,89353,72513,85928,67613
P13667,548.21,1401.2,1119.5,446.42,1298.7,773.22,,1136.8,3932.3,4587.8,2062.5,888.33,8467.8,1255.2,997.05,1336.4,281.91,11295,5760.6,2679.6,12399,9214.5,8031.2,5602.9,4604.4,2991.9,7699.3,6667.6,3326.2,16380,982.48,7864.7,3148.3,20999,356.03
P13693,,4465,1195.4,,629.12,,878.39,2986.6,1335.8,12411,7736.9,,8528.9,,1696.9,4761,916.13,8730,11157,12776,,7638.3,15600,4882.9,7019.8,3716.2,4820.8,14283,5813,13110,5998,10240,,11846,5856.3
P13797,,,,461.08,,,,,,,,,,,,,,1274.6,,,,,,,,,,,,,,,,,
P13798,,,35632,53532,27742,,36075,33142,37564,37209,26877,42745,38970,30057,41184,32124,34104,78795,,,,,68304,,74915,,,,,,,,,,
P13804,,1663.5,,,,,,1454.5,1430.6,3805.8,2985.5,,1986.1,384.21,,1354.7,3219.9,9168.1,8446.9,940.12,15937,7083.7,4030.2,4042.1,838.61,3554.8,1991.1,22228,11990,15474,7491.8,9842.8,8087.1,12083,14213
P13861,,,,,,,,,,,,,644.98,,,,,,,,,,3796.8,,1547.4,1250.7,,1701.4,2324.4,1929.9,1308.5,1387.1,1331.4,,
P13987,,,440.03,,,,,,,2108.7,,,,755.47,,,,2557.2,4353.2,7076.8,2312.7,2763.6,7258.6,1982,1939.8,8813.5,,1889.7,9428.4,,1487.3,9190.1,3516.9,1520.8,13238
P14136,86916,189240,35504,349270,126750,61941,136590,307620,184150,875540,758740,2967400,2495900,1250200,482370,237990,126160,449020,3403000,4556100,477520,1996400,1906800,95420,557600,502940,253750,1561600,1447800,1126600,784770,3069200,1360100,1609300,523400
P14174,,,,,,,,,,,,,,,,,,,3137.9,4439.6,,,5184.7,1038,,,,,1449.3,,1909.5,,,,
P14314,,47.73,,,,114.2,,,,,,,285.18,,,,,754.01,,,808.9,1194.6,4248.9,713.18,1194.6,794.17,467.04,,596.11,3395.3,134.15,2657,453.43,6470,527.56
P14324,,612.79,1178.8,,,,,,3626.1,3981.2,1771.3,,,,,1877.2,,19915,747.89,5345.8,7560.3,11197,5278.4,8098.5,,4179.5,7455.9,11072,7207,2100,5431.2,5641.7,,6566.2,6345.7
P14406,550.69,,1324.5,528.49,,,,1726.8,3025.3,3826.5,864.08,1807.4,2473.9,,1300.9,1120.8,1165.2,3075.2,,3815.1,,3381.2,5028.7,5790.4,6825.1,3664.1,8743,5591.4,3747.1,4613.2,6294.6,6689.8,8251.5,3797.1,9165.2
P14415,2138.3,721.35,5062.2,,,1796.6,,3625.1,3850.5,19069,4632.7,1764.5,1086.9,2536.7,439.23,1183.1,1687.2,13076,19324,40962,31908,36841,39441,14872,24920,36249,23436,48788,37936,31792,28665,28695,31342,36143,32698
P14550,,,,,,,,663.9,,2243.4,,393.65,,,454.32,628.74,,2859.2,3183.9,2150.9,2002.5,1823.8,5694.2,,,,,4877,1249.2,3012,969.59,6219.4,2204.5,5717.4,1524.4
P14618,1155.8,1170.9,2594,2275.3,1704.5,993.85,718.33,10238,4493.8,10673,8933.1,16315,22427,8432.1,15075,13345,6546.6,40717,8081.3,5175.2,59676,10407,15767,9064.8,11621,8002.7,3594.5,23530,20033,34716,12983,20271,24110,13213,17047
P14625,65483,36876,86589,20833,117890,70865,26771,56365,232640,251590,118100,127920,196560,133330,60496,135990,76213,240430,162020,191990,321020,330950,163990,207600,137290,97782,188610,279640,194440,368140,172830,196000,265630,360630,112280
P14866,10779,257.76,6747.2,,,273.8,,7984.7,61743,27519,3018.7,2808.2,24335,5044.3,2880,14896,14177,28084,13275,11715,58925,20949,20442,42767,26052,12532,20823,24795,13722,69230,24710,15734,45889,40697,16901
P14867,,,,,,,,,,,,,,,,,,7863.5,1915,3169.6,,,,6133.2,2144.9,,5843.7,5673.7,1876.3,3535.4,,2132.8,2861.1,2386.7,2449.2
P14868,2610.1,777.75,1964.6,,3892.1,156.13,,2602,16025,25011,8903.3,4866.9,10936,10902,5285.8,6094.8,3586.8,26728,32299,33439,43844,29976,13429,15632,24055,6953.2,21205,33053,17445,54573,21110,14491,21322,35881,3780.7
P14923,28601,60678,32126,40486,46139,37008,71137,67979,48437,46902,48284,30942,122680,31204,47623,37499,25718,12269,6018,2377.1,3318.6,2447.6,7107.8,997.29,6420.5,1383.5,438.14,1830.8,4550.3,2637.8,4346.8,452.3,8586,4372.8,3551.5
P15104,,,,,,,,,,,,,,,,,,,662.1,,5623.7,1494,2023.1,1159,,671.53,4215.5,1282.8,4404.5,,4324.1,5327,4269,,
P15121,,,,,,,,587.11,,,1387.7,671.44,2155.5,,,,,,,2814.7,1769.2,2208.7,4119.9,,,,,,,,,,,,
P15170,,,,,,,,,,125.29,,,,,,,,,643.16,935.5,672.58,,,379.57,469.24,,479.09,786.71,441.5,970.28,,,573.52,783.68,
P15311,,,,,,,,407.85,66.255,1349.6,986.28,1149.9,5899.6,553.3,1135.1,698.06,354.65,703.58,1059.2,2499.4,,,,,,,,,1120.5,,,,,,
P15374,,,,,,,,,,,,,,,,,,1295.3,1229.5,1761.6,1367.7,3135.3,5034,2568.5,1016.2,2866.6,919.55,6477.7,1188.4,5024.3,4737.3,4638.6,6048,1739.2,960.33
P15531,,759.38,,,,,,2262.9,3100,8553.9,2278.9,1623.8,2823.3,1264.4,,2472.7,1007.6,20502,10797,13887,23304,14716,10276,14036,11086,,12830,20870,24363,28895,10431,14664,13806,14960,17789
P15559,1122.4,,,,,,,,,,,1170.5,894.67,325.04,611.53,,,,2187,6889,,2452.6,2951.7,,,,,1570.8,1646.9,4810.7,,1193.6,,5032.8,1258.6
P15880,,275.26,1781.6,568.48,719.36,,,,12968,15272,2882,,3898.2,,2906.8,2624.4,1020.3,5901.1,2193.1,659.56,7976.6,9293.7,2668,3901.2,6931,3327.6,3878.4,11493,952.1,10227,,1005.3,4491,,
P15882,,,636.5,,,,,,2064.8,,,,,,,,,1620.4,,,,1395.4,1797.7,1760.9,,984.13,1597.8,,1592.6,,,,,2205.8,2094.3
P15924,59490,89108,61091,87101,85565,89571,164530,141480,148530,146060,89030,97130,264950,58118,113870,128460,92807,28191,9826.3,7044,22587,6535,26667,4082.4,8127.8,10128,8140,11633,16075,11503,9619.3,9332,27321,15433,6417.9
P16070,,741.17,,105.01,79.947,,,,,,115.74,4191.2,2269.5,,,,,,,,,3070.2,,,,,,,,,,,,,
P16152,1081.2,2158.1,4128.6,2588.2,4646.7,1195.8,691.82,9096,14901,79762,43277,14250,35040,10937,7766.2,10602,716.4,15694,48098,46287,18219,62033,82666,11613,23818,16673,7592.3,32619,30586,61106,13025,52156,19274,93154,35096
P16298,891.67,,504.91,,537.13,,,,1528.1,1980.8,,,643.62,,628.36,2060.2,,10240,4093.4,1963.6,11733,6137.5,2064,10120,8247.6,3310.4,3000.9,9750.9,5282.7,14092,7834.7,6100.9,17339,3543.9,13695
P16435,,,,,,,,,1966.5,1502.3,,1620.6,,1532.9,,1129.6,1181.6,3817.9,2286.2,2110.8,5102.5,2810.8,4844.3,4333.9,9326.3,4814.8,4887.6,4170.6,2618.9,8605.8,2987,1309.9,4202,3543.1,4518.6
P16615,12033,7068.9,17750,6508.7,11149,1111,1362.8,19420,191510,153720,51177,38005,63080,25474,30111,24544,38111,267850,107390,111110,291060,212520,119620,211790,225990,114380,208570,287970,87067,243500,113780,100220,222290,259610,73493
P17066,4290.4,5035.1,3723.2,3480.7,5197.8,4043.9,4410.8,1148.8,14205,22776,1792.5,7857.8,15805,5430.6,6145.7,7772.4,5336.9,4653,28321,31163,33389,37721,42079,22908,32231,22327,11630,27448,32532,49031,19669,36223,25976,,25742
P17152,,,,,,,,,,,,,,,,,,,,,,,,1121.6,,,1748.6,2850.2,,,,1445.9,4785.4,2318.5,3445.8
P17174,5096.9,2552.6,10045,2095.2,7687.7,2328,2875.8,38215,125150,130280,67814,24348,36691,20028,19863,47413,25973,169970,70072,106230,224100,164770,129450,111660,173370,115310,121250,189110,148750,194180,113100,151620,167750,157580,138680
P17252,9063,2573.5,3292.4,3247.7,3131.4,2081.1,3055.3,6089.4,17987,17743,11949,2801.2,11285,2671,3179.6,6576.3,3786.2,34293,10646,21464,40694,31243,29205,28992,24360,20209,25246,35434,15126,31988,16995,18645,36821,17620,17312
P17302,351.56,210.93,220.4,,,,,438.79,3180.3,4291.1,723.39,748.46,6129.4,4093.1,,444.85,302.88,654.18,,,909.99,13560,2180.4,1928.1,2735.2,,2526.1,12295,4875.6,6651.7,1790.2,14538,3546.6,8685.3,
P17480,,,,,,,,,,1756.8,,253.17,,,,736.07,1196.2,,,,,,1190.4,,,,1109.3,1428.6,,,903.06,,,,
P17568,,,,,120.15,,,,,558.89,195.38,393.14,,277.84,,136.51,,766.06,,1080.8,1056.8,,,922.09,888.73,,689.78,1429.6,,1659.7,,994.78,1180.6,1150.7,1385.1
P17600,22717,19893,8914.7,21276,25055,8111.6,22539,53512,128000,221130,177130,59337,104930,27391,30482,46604,32249,118950,150650,259340,181100,289760,466380,94611,159400,145840,104910,230730,228260,418600,140210,332230,145100,475840,209850
P17612,775.03,,1312.5,,1084.4,,,601.79,7980.9,7730.8,2370.9,542.93,,,292.67,,,11293,5721.6,4486.2,12891,3713.5,8055.5,12984,9378.1,7767.4,17521,17226,5714.3,25100,4044.4,,11356,,8901.4
P17677,1775.7,4649.6,1986.9,6217.6,825.37,3263.8,6064.2,4315.1,20773,9586.4,14810,7525.5,8077.1,3834.7,2347.1,1687.8,2628.5,46952,31887,50020,74528,42571,53475,30178,57744,57222,45600,42932,72133,65015,27710,47752,59424,52212,79305
P17844,,3375.5,5507.2,,5480.7,318.04,,3606.7,22438,37699,1963.1,10066,45695,8660.1,4810.3,10673,23770,24828,22475,22616,47726,25564,13854,97697,21809,9176.2,12118,30578,12212,57817,6371.2,10856,21246,27776,9316.6
P17858,,,,,,,,,15795,25189,6227.4,,3545.9,1525,894.77,,636.08,9312.8,4791.6,14788,15196,10111,5023.6,5537.2,6626.9,4124.9,10592,11506,8251.3,20132,5494.1,17886,12827,13938,7798
P17900,876,1482.3,1485,1600.3,978.01,2639.8,3139.8,1111.4,1263.6,1700.1,2000.5,867.35,1136.2,,934.87,2230.9,2109,,,,,,,,,,,,,,,,,,
P17980,3729.8,1739.1,4948.1,,4212.3,2692.5,2317.1,6530.7,38043,24047,11627,4053.4,16915,7045,7454.9,5390.3,3761.6,8966.2,14225,6224.1,22600,21653,16660,14829,23614,14899,21398,20826,12008,17071,10651,14886,17459,13713,8461.9
P17987,3708.2,1078,1122.9,687.1,5211.6,211.36,3019.8,4465.5,22592,14985,9915.9,5061.5,12793,8303.8,3570.7,8634.4,4328.8,25662,22217,25350,50910,50068,22682,28936,26224,28656,23749,90294,62849,97385,36447,46463,43587,63513,16285
P18077,889.46,,1357.2,,2077.4,,,755.18,16268,6378,839.81,,,586.2,2700.3,1045.8,907.32,7549.6,5483.2,12314,10663,12530,,9027.1,13859,2892.5,5839,21079,8208.5,14394,11993,9351.7,12247,12946,7999.8
P18085,5537.4,2952.1,6472.5,2706.3,4144,1395.6,825.56,6085.1,47576,50538,24028,11631,21353,7621.9,6271.2,11556,6929.3,29718,21985,37514,41294,33898,48366,28820,40615,24763,35584,60654,49643,56243,43253,41455,40794,62443,30761
P18124,5411.7,472.93,7043.6,441.43,3749.6,,1028.8,,65437,70589,13734,7660,4717.2,4893.9,3140.6,13708,3157.9,32435,22767,16591,23156,38032,12287,33959,17830,13909,21116,43457,20313,19977,30631,6551.5,9124,39500,9162.8
P18206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18507,,,,,,,,,,,,,,,,,,,,,,,,,640.99,,585.9,,,896.42,,,,555.3,
P18583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P18621,,,,,,,254.11,1151.8,26698,17520,3123.9,2176.9,2733.8,1370.7,1574.9,3830.1,3473.8,12690,1484.4,2779.7,8062.6,6718.8,2401.5,4708.1,3948.1,2106.6,5240.7,12777,4012.3,8540.1,4218.7,4181.8,9851,5824.1,2392.8
P18669,2923.5,14281,6567,7763.5,26559,3126.8,17796,32611,52046,317440,130270,40028,61680,34375,27166,25471,6022.8,18407,93044,166240,59108,143520,163330,9885.7,46347,20822,14151,58302,61363,151150,33531,110950,25571,183660,59041
P19013,2396.3,13097,1114.1,1189.8,2569.6,3635.7,68687,5837.2,,20843,,3393,50216,1507.7,46884,34530,5364.8,11775,11120,8680.5,2392.2,,5664.3,152.92,767.2,,3665.7,,10800,,3316.3,7521.2,1076.9,1755.3,13072
P19022,,,,,,,,,1418.5,1925.4,,,972.76,1304.3,,,660.62,,1333.1,3978.6,2197.3,3754,,,,,2679.2,6478.9,5235.2,4344,1849.6,1969.4,2199.2,8708.5,1954.1
P19086,,,,,,,947.71,,5769,,2408.5,,,,,,,9025.4,2366,3017,15241,4943.7,2077.5,8731.4,5284.2,2208,10764,15366,4137.4,16317,8922.6,6407.1,13755,2564.9,1492.3
P19105,1035.1,2731.5,965.98,,,1261.2,,,5096.1,7402.4,3506.6,2167.9,1925.7,,1160,1576,,,,3793.6,5562.3,7149.1,10045,977.46,1532.1,2749.8,3423.3,,2110,3023,,,1480.8,7425.9,1410
P19338,10463,14703,23466,9857.2,27799,2036.1,9547.9,16641,76059,103920,56145,36940,68635,52555,50762,25212,11640,22714,46633,40154,42988,49491,50179,16434,28054,12643,15043,44133,17422,96079,17271,29172,23837,82756,23408
P19367,19500,8111.5,9382.5,3265.6,7453.2,2751.4,3652,36032,228520,220550,140860,51985,101170,30176,31804,72832,31354,386440,160370,277480,485440,302930,216680,267790,296170,208640,307830,414940,291340,437970,191610,242190,330940,276980,252450
P19388,,,,,,,,,,,,,,,,,,,,,,,662.45,256.9,666.84,502.2,384.58,873.93,802.9,731.91,722.85,,714.8,764.13,510.43
