proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48
O15033,0,0,0,5599400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3224700,0,0,0,0,2272600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O15034,4363300,0,0,13100000,10460000,0,0,0,0,39415000,0,0,0,4977000,0,118870000,103140000,105680000,5002000,0,0,109140000,79342000,82297000,223670000,172830000,260010000,199650000,238970000,258650000,65706000,62763000,88288000,194560000,228820000,147120000,470810000,469070000,611460000,612190000,523980000,727310000,150050000,153290000,151390000,432100000,684610000,408170000
O15037,6766300,0,0,0,0,0,0,0,0,0,0,0,17302000,27141000,25445000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63988000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O15040,55634000,58319000,60334000,36205000,71561000,62627000,0,14575000,5267000,91831000,36091000,13027000,177470000,171400000,118080000,103620000,89509000,128750000,53402000,44539000,83435000,204750000,225700000,250730000,61206000,32469000,15516000,29895000,63135000,20322000,46552000,38791000,39985000,80495000,61176000,110260000,540480000,522820000,588100000,284200000,237180000,317220000,222430000,185690000,242340000,398890000,590430000,492900000
O15042,466440000,392850000,499410000,1859100000,1699500000,2009300000,79132000,115860000,94441000,97348000,165400000,103900000,849730000,847530000,682320000,245620000,229270000,229840000,173630000,252560000,303630000,305660000,101330000,183150000,90068000,42604000,93665000,89272000,278190000,130130000,63511000,46416000,15506000,112060000,110510000,64339000,187860000,118100000,89366000,828900000,1292500000,1263600000,130190000,164300000,10907000,582440000,174500000,238950000
O15047,7629100,7282500,7451700,174870000,213730000,173340000,704520,0,0,116100000,23814000,0,82961000,39174000,56013000,39285000,38495000,12367000,27407000,13264000,5919200,0,27608000,30020000,0,0,0,0,1446300,0,0,0,0,0,0,0,9492000,0,0,0,0,0,0,0,19979000,15022000,0,0
O15056,139550000,134870000,133260000,193000000,21643000,20116000,4904300,7234800,47431000,21377000,0,0,51436000,16336000,37348000,0,0,3857100,0,0,5439200,8697500,38734000,9387000,115010000,141180000,153260000,102830000,174480000,166930000,21427000,15580000,46110000,73780000,131530000,100420000,240190000,342750000,454820000,319540000,292410000,304560000,44369000,95434000,75205000,96749000,124530000,129190000
O15061,1198700000,891810000,1170800000,169680000,212430000,146510000,69696000,131510000,79897000,6205800000,5045400000,5578300000,24066000000,23115000000,23310000000,3310500000,3691900000,3970500000,2270900000,2727100000,2689700000,498440000,752290000,450610000,190270000,62951000,62714000,91413000,72582000,56590000,6318100,49178000,25353000,57995000,32937000,104890000,414510000,293950000,520640000,219750000,384260000,131270000,94140000,56420000,90486000,165730000,49771000,76553000
O15062,0,0,0,10006000,10875000,6275400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O15063,4588600,17943000,12540000,41501000,28142000,24608000,0,0,0,3386200,0,0,24099000,36942000,66718000,0,0,0,2985800,2982800,13178000,0,0,10472000,0,0,0,25694000,45190000,0,5971200,1140700,0,24731000,0,53396000,0,0,0,0,0,6634100,0,0,0,0,0,0
O15066,422680000,539620000,535130000,308740000,328770000,155840000,123050000,80337000,130720000,269290000,280790000,325320000,342960000,489610000,362450000,490880000,559910000,346360000,66061000,63220000,61819000,409150000,233330000,394640000,994570000,1028400000,834490000,1103200000,1032900000,1066000000,338710000,318060000,358090000,1383900000,980030000,924800000,1047600000,1259500000,1838000000,1852500000,866140000,1531100000,227970000,180320000,194260000,474160000,785400000,527420000
O15067,338670000,298680000,356030000,1041000000,1118700000,1159300000,65784000,89699000,48046000,169830000,191110000,176730000,2831900000,2987100000,2657000000,2744700000,2661200000,3141100000,1588900000,1173500000,1375200000,1391100000,1630800000,2025800000,211750000,250590000,206940000,233800000,220830000,195070000,71868000,82399000,91011000,331170000,231550000,342780000,1296100000,1172200000,1296200000,896540000,1032200000,978290000,480730000,514350000,403250000,1198700000,1200500000,1498800000
O15068,46092000,78826000,66652000,49959000,65981000,77290000,10927000,2576500,2957700,19207000,11064000,27195000,152050000,163520000,135750000,130870000,147320000,283150000,60862000,78920000,68726000,114930000,129450000,180010000,58732000,45467000,23540000,40258000,33196000,34068000,23554000,18537000,16266000,63439000,26876000,48464000,85680000,157510000,122010000,141120000,222910000,159250000,51870000,71045000,53339000,106020000,125590000,203410000
O15069,254040000,277240000,210010000,56890000,84126000,497870000,5936100,7513600,0,20530000,21577000,34045000,121210000,139260000,158120000,260850000,527520000,395020000,193300000,151080000,124650000,219740000,160160000,215660000,206490000,179520000,202860000,155710000,134440000,117800000,31584000,2683000,20556000,328830000,207110000,570800000,519660000,562760000,528210000,479520000,652750000,586840000,205010000,238190000,221100000,433720000,345160000,402170000
O15075,4181100000,5670300000,4628400000,7528700000,7454200000,8069700000,3356300000,2410500000,2646500000,17180000000,18088000000,14660000000,28434000000,32014000000,33389000000,10176000000,10103000000,10469000000,3786200000,3811500000,4268700000,15498000000,15480000000,15905000000,7118000000,6110600000,8019200000,7175100000,7177800000,6228700000,3747200000,3393400000,3052500000,10467000000,10994000000,10604000000,10816000000,13369000000,13587000000,10966000000,11767000000,11465000000,5123500000,5430600000,4905000000,11871000000,12454000000,11291000000
O15078,4731200,59184000,5023100,2632800,15027000,2500000,7253700,28305000,8071200,0,0,0,0,85866000,35320000,0,41523000,30696000,0,92418000,0,84091000,323280000,57325000,0,23384000,0,37312000,35953000,19922000,0,784340000,0,0,200280000,0,0,0,0,0,0,63111000,40093000,0,0,12839000,375190000,20419000
O15079,0,47589000,123590000,10114000,8322600,0,26017000,14876000,30230000,87486000,0,0,151370000,77493000,164420000,352890000,178550000,333970000,98524000,38388000,56840000,223820000,191580000,266920000,443770000,335830000,404100000,363090000,341050000,358260000,83052000,94795000,64153000,427010000,291140000,84749000,1019900000,970340000,1215600000,925960000,1304700000,981490000,334950000,472090000,372250000,589640000,629020000,689840000
O15083,33389000,49969000,52268000,3689600,52681000,0,0,0,0,15848000,25200000,25740000,10382000,6629000,6953300,104500000,169700000,281470000,7761200,8888900,5893700,182350000,144140000,275150000,939220000,821680000,978410000,1104800000,1382900000,1253800000,237880000,278550000,147790000,1152200000,1223400000,1387500000,2337600000,3072400000,2523700000,2475200000,2187400000,2230500000,580930000,556290000,533220000,1818200000,1942400000,1600400000
O15084,89838000,93305000,117000000,264670000,254520000,265400000,0,10083000,3975600,66536000,75020000,57973000,115530000,177130000,80013000,387200000,300550000,416400000,66863000,102550000,124010000,88027000,170320000,191590000,105330000,52360000,153150000,79014000,188100000,113790000,47266000,47252000,16421000,74017000,117000000,97320000,315260000,383140000,236650000,239550000,119720000,259320000,58316000,117260000,73326000,212650000,268680000,283870000
O15085,24288000,15755000,33710000,147120000,161260000,122630000,7941300,6334100,9302000,30592000,32049000,9429900,364280000,336870000,165570000,216260000,173600000,222540000,60668000,70380000,126520000,298730000,252720000,222310000,239440000,207790000,174830000,145970000,156370000,98799000,24132000,17669000,46332000,144260000,128710000,80073000,549750000,525160000,509350000,387840000,434970000,326200000,173700000,180500000,126690000,497190000,434400000,313540000
O15090,2385000,2941800,3209800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8978000,2488800,0,0,0,0,0,0,0,0,0,0,597150,0,0,1176100,0,0,0,0
O15091,47825000,23894000,4042800,2645000,0,0,0,0,0,8616100,0,31991000,56964000,56322000,55275000,5212600,5461000,0,43518000,33668000,34758000,74786000,53052000,79340000,0,3012800,0,6164300,0,3168100,0,0,407710,39359000,0,59368000,5415200,12652000,4117300,5463200,3963000,3202300,2934800,5031500,1540100,2528000,5769900,10172000
O15111,133370000,105440000,89862000,313070000,199530000,301940000,20187000,22034000,37332000,72168000,120520000,45415000,235700000,249130000,205910000,95728000,18579000,12781000,13886000,17831000,70206000,73444000,102130000,46065000,75733000,67847000,116820000,6730700,11265000,96034000,8548200,8327800,50750000,41666000,49268000,52100000,99955000,241460000,109710000,89677000,90630000,63217000,21503000,14523000,25819000,54782000,40487000,43816000
O15116,114510000,57072000,79610000,324860000,352220000,186040000,0,22344000,0,49891000,209800000,185270000,745850000,790110000,926810000,268820000,457250000,326510000,88236000,38399000,31750000,189470000,254620000,318030000,97274000,74080000,91943000,38977000,38040000,35210000,35186000,34733000,22584000,0,46648000,26744000,40040000,0,33038000,25120000,21831000,28688000,49453000,35646000,0,55705000,91735000,116440000
O15117,119020000,147310000,92667000,34690000,50085000,43244000,16398000,5516900,3958700,130390000,113570000,133910000,124890000,45254000,108770000,77120000,25576000,84300000,5433800,10304000,10256000,0,10829000,27983000,0,3295700,3146400,10242000,0,641450,1782500,1631400,2018700,5112400,0,0,0,0,10134000,0,0,0,0,0,0,0,5037500,0
O15118,216210000,208170000,157510000,6215100,7119000,0,0,16032000,18205000,4657300,71196000,135260000,169390000,164960000,86729000,237500000,146350000,102170000,46552000,72860000,37387000,282480000,216760000,66294000,126640000,91611000,83662000,41795000,56545000,52710000,3117000,34080000,0,107180000,96435000,39756000,198890000,182720000,364240000,168660000,226970000,125220000,226670000,47873000,76743000,342190000,261660000,279720000
O15121,137380000,69949000,108110000,0,0,14189000,2612800,13275000,2823400,0,0,0,124130000,167010000,193540000,67230000,131970000,82424000,59047000,20928000,0,0,0,53382000,0,19268000,21433000,0,16875000,33578000,0,16573000,23199000,18384000,0,0,93611000,92936000,90109000,73043000,70690000,48338000,40242000,24636000,23932000,10600000,63558000,14099000
O15123,67642000,56486000,92958000,67389000,47365000,67094000,0,0,6675600,0,133530000,0,65982000,30714000,71014000,64727000,102490000,256640000,90646000,70062000,86306000,0,27978000,0,2598700,0,2598900,36055000,0,12121000,0,0,0,0,24756000,0,0,299490000,5389200,0,0,0,0,0,2315400,2786300,5954200,0
O15126,942050000,1012200000,1166200000,1002600000,815910000,482990000,292740000,274640000,102650000,420680000,778160000,573950000,1206000000,1043600000,1152500000,1693000000,2402600000,812950000,755180000,967600000,893090000,2208200000,2264400000,1661900000,1131400000,1529700000,1121000000,2128800000,2162400000,2111200000,842550000,762450000,925370000,2531800000,1941600000,2076300000,2997700000,4325700000,2988500000,2551400000,3728800000,3383300000,2149500000,1394100000,1612900000,3362400000,3681400000,3088100000
O15127,0,0,0,13549000,0,6266000,0,0,0,15113000,0,0,406240000,782840000,877640000,228450000,579420000,636590000,173840000,299110000,175170000,232830000,207250000,197850000,20104000,12738000,0,0,0,11642000,0,0,0,0,0,10536000,28508000,165560000,169580000,224720000,349270000,253250000,72578000,84798000,58806000,130810000,106030000,135330000
O15131,0,0,0,1239200,0,0,0,0,0,0,0,0,0,0,14393000,0,0,0,0,0,1904800,0,0,0,25266000,0,0,18014000,0,0,0,0,0,0,0,0,0,5966000,0,3053500,25234000,31325000,3495000,0,0,20586000,0,0
O15143,1156200000,1296000000,963260000,690290000,759140000,759970000,227850000,131060000,178240000,1174000000,1090500000,909030000,3161400000,3378900000,3546900000,1289700000,1680300000,1700900000,780900000,790880000,890060000,607190000,471030000,485410000,311460000,266270000,192820000,205510000,233960000,246340000,111640000,157140000,159050000,323420000,327260000,246630000,360400000,300620000,326560000,334390000,485560000,451210000,120440000,41413000,140240000,279350000,311900000,222110000
O15144,3417100000,2396300000,2039700000,3955900000,3917400000,3527000000,440320000,553280000,468510000,3718900000,3432200000,2634100000,13033000000,11072000000,11991000000,11463000000,10986000000,11413000000,2290900000,2868600000,2526400000,6771100000,5071700000,5546900000,2028100000,1806500000,2293400000,3494000000,2494100000,2406700000,531680000,982020000,1006600000,2370000000,2098400000,1605700000,8697100000,9223400000,10279000000,10339000000,10112000000,10933000000,2830500000,3633300000,3307200000,3992900000,5486800000,5791700000
O15145,2450100000,1907200000,2238900000,1379100000,1152600000,1509800000,699980000,256710000,610860000,2113600000,2370200000,2070500000,3476100000,3982400000,6476400000,3396900000,3613500000,2957800000,1024600000,825460000,838710000,1324800000,1736200000,1543300000,2171400000,1904300000,1836200000,1748400000,1906100000,1267500000,934830000,989220000,847580000,2378800000,2471400000,1848000000,2881500000,3190900000,2651500000,3061200000,2087200000,2693600000,1076500000,1051500000,1009300000,3266300000,2436400000,2885100000
O15151,0,0,0,1258300,0,322210,0,0,0,0,0,0,5564600,6238700,16739000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15396000,0,0,0,0
O15155,1944200,2869100,0,41719000,30241000,4640400,0,0,0,0,13412000,8982400,80357000,111550000,153040000,19233000,36062000,39386000,11902000,8366800,9703800,0,6173900,0,0,0,0,0,0,0,0,0,0,0,0,0,32584000,7907700,4222100,0,3839900,28783000,2963900,4675100,0,15414000,26925000,14301000
O15160,36594000,14457000,0,0,0,0,0,0,0,0,0,0,426210000,585040000,364080000,156010000,115850000,263770000,69188000,26787000,64214000,80723000,6681700,22713000,0,10598000,0,19222000,0,0,0,0,37521000,1561800,0,0,62137000,73454000,29624000,29170000,62022000,43895000,36597000,13376000,17050000,37805000,27121000,71303000
O15162,49874000,0,0,0,0,0,0,0,0,0,25447000,17064000,664650000,188560000,224520000,82969000,88899000,71375000,43260000,32758000,10609000,0,0,0,0,0,0,40687000,40544000,41561000,0,0,0,0,0,0,0,0,0,30674000,33677000,33355000,0,0,6153000,11123000,0,0
O15164,130710000,142440000,166580000,1108500000,1019700000,971400000,0,0,0,19381000,55765000,15442000,488870000,639140000,590410000,113810000,205590000,159550000,137950000,197670000,135610000,30945000,0,0,4512700,0,0,0,2491100,810730,0,0,5994000,7830900,107110000,0,0,3193100,0,0,6394600,0,0,0,0,0,0,2310300
O15173,281940000,142900000,189640000,158730000,236500000,205880000,6426800,0,14118000,387000000,272800000,267760000,1244900000,934620000,937740000,487960000,384780000,365970000,98419000,122700000,138780000,407880000,577480000,599560000,100860000,28036000,148020000,137360000,147090000,140220000,12055000,8254900,23381000,21200000,173600000,37398000,399460000,518230000,412790000,231850000,360910000,503620000,162890000,164220000,144220000,313730000,204710000,273900000
O15182,24421000,29108000,20400000,40304000,20738000,26928000,0,0,0,0,0,0,144860000,125140000,175260000,35124000,51601000,58257000,0,0,0,0,0,0,0,0,0,7720300,0,0,0,0,0,0,0,0,12509000,18618000,12531000,12737000,0,15039000,0,0,0,0,0,0
O15197,570640,0,34316000,0,0,17150000,0,0,0,0,0,11908000,34405000,7378400,15547000,46585000,92620000,46347000,0,9227600,3523100,77559000,159720000,66067000,28916000,6436700,16918000,35574000,29901000,8108500,3506600,1376900,4226300,1449100,9053600,4837600,160450000,174800000,188920000,95838000,203190000,95871000,33585000,19943000,13331000,49941000,102690000,116260000
O15211,0,0,8939000,7798700,13635000,3636600,0,0,0,31979000,33527000,46493000,700830000,399700000,331750000,25162000,474520000,92330000,43204000,25334000,57570000,84217000,0,63904000,0,1745400,0,1934800,0,22119000,0,0,0,0,2454200,0,102490000,26225000,8921800,0,3568000,0,3055800,0,0,5356700,18732000,16814000
O15212,848450000,856110000,861260000,926120000,1064300000,1101600000,125960000,196750000,121230000,165620000,521410000,279690000,1942200000,1923000000,1970400000,714250000,1135400000,549600000,456320000,453310000,476800000,1304100000,1085400000,1330000000,1018300000,1267300000,896750000,1278000000,1075600000,1240400000,335540000,404080000,409680000,1293900000,908080000,1028100000,1559500000,1491000000,1217600000,1369200000,1348900000,1187400000,739320000,693520000,593230000,1377500000,1213600000,1415000000
O15213,45110000,181960000,167850000,7804800,32613000,27600000,609190,0,0,0,1051800,0,3328400,4627200,2073200,14318000,11268000,15328000,8465700,0,0,0,0,0,267200000,0,9112900,105240000,116820000,139610000,0,0,0,10372000,18151000,3807400,0,0,0,0,0,0,0,0,0,0,0,0
O15217,208700000,209920000,192860000,149290000,408760000,171330000,21056000,55391000,53056000,361250000,269710000,155050000,243640000,201110000,395540000,196690000,175300000,236010000,72457000,73375000,92969000,130200000,129650000,125130000,42229000,19719000,70076000,60937000,23805000,44744000,0,2616800,12296000,40825000,34593000,41425000,48333000,51774000,55389000,49160000,84358000,130230000,17132000,23655000,93109000,8524100,2386500,107410000
O15226,59463000,60396000,45949000,631970000,918710000,886120000,121470,0,3401000,0,19229000,0,43454000,31266000,43415000,25343000,42853000,46524000,20234000,20182000,31030000,38817000,15767000,17089000,15330000,0,7815000,6709600,3374600,0,0,1430100,0,0,0,27990000,21719000,16770000,5728800,8974000,1008700000,13812000,12301000,0,13302000,15321000,25479000,18651000
O15228,128790000,132130000,42793000,283160000,218040000,161400000,0,42302000,58366000,54108000,47287000,43932000,139850000,198360000,146390000,113640000,174470000,106440000,160370000,145100000,131630000,144990000,205790000,154860000,102450000,85722000,72344000,128650000,87562000,100760000,13471000,4350200,7631000,38079000,45257000,38443000,58508000,46568000,100880000,69993000,79635000,74372000,7881000,11558000,8629400,0,54584000,51719000
O15230,17156000,16442000,16120000,68749000,45001000,63027000,0,0,0,0,0,0,723420000,725760000,685020000,610790000,591680000,689570000,327510000,320290000,331580000,16542000,11579000,0,0,3421000,1091800,0,248750,344790,0,176310000,0,0,0,0,5049400,12629000,19350000,8784300,6025000,2099700,0,0,1147800,12045000,28168000,0
O15231,0,0,0,0,0,0,0,0,0,0,0,0,18168000,12401000,28812000,0,6671900,6456100,6576900,0,0,0,8199000,0,0,0,0,0,0,0,0,0,0,0,0,0,29041000,0,40355000,55573000,32463000,51592000,0,0,3106900,8740500,0,0
O15234,33009000,12282000,14319000,155210000,102670000,122870000,0,1813400,19403000,23449000,31027000,29364000,52841000,44346000,53443000,22882000,25127000,23326000,24971000,20806000,25738000,16878000,20874000,7192000,5361300,5540400,0,13215000,17185000,22546000,0,1781700,3719500,0,0,4963300,42154000,34951000,67233000,0,7486500,9476900,0,9084800,0,4500100,0,7226300
O15235,685230,30163000,0,34087000,34598000,41154000,3396400,605490,6170500,0,0,0,0,0,34482000,28540000,29809000,42524000,21235000,35645000,19129000,0,0,0,24046000,16582000,0,13693000,54354000,47769000,0,0,7924800,17528000,0,0,32359000,22048000,24888000,0,21101000,0,0,8972500,0,52547000,36224000,0
O15239,11739000,0,17484000,37650000,80061000,64509000,0,0,0,0,0,0,34906000,46906000,50908000,22164000,13671000,9788700,0,0,1979200,22471000,21805000,37105000,33256000,152120000,74955000,285390000,352780000,94544000,83772000,30880000,38624000,108100000,53385000,231330000,15666000,0,0,5105000,11586000,0,0,6953500,9203700,14726000,18044000,15353000
O15240,252270000,560110000,342990000,206100000,212830000,162000000,16415000,13574000,64084000,117450000,79380000,227700000,182890000,354520000,66790000,7573700000,6356400000,7565000000,345460000,411680000,435980000,687470000,840320000,856130000,527180000,528200000,776500000,980470000,846120000,1124500000,302560000,349460000,320120000,1167900000,916910000,1033700000,4476200000,4144700000,3346400000,3804500000,5445400000,3739800000,1041900000,1324300000,1045800000,2764200000,3652200000,3991700000
O15243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3289900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O15247,126430000,63656000,59390000,40872000,33376000,31965000,0,0,6163200,128320000,129880000,231920000,66037000,101650000,117700000,24620000,0,7621100,1214100,8019600,3258900,4662800,0,0,20106000,13941000,8368400,20349000,14561000,16227000,0,0,3591200,0,0,13054000,6220100,13093000,9563600,12205000,11483000,15665000,6478000,2706100,0,5379400,2362900,0
O15254,143300000,130970000,144020000,99287000,127360000,13469000,10718000,0,20776000,74830000,57763000,54619000,120500000,105440000,146690000,280830000,225430000,261060000,87842000,101800000,69438000,296310000,232950000,324820000,73947000,72774000,81764000,8191800,2779400,0,16323000,19700000,11739000,22107000,63326000,14234000,41682000,62782000,85984000,99851000,106510000,72388000,82795000,78148000,127030000,131470000,125240000,141690000
O15258,40991000,62603000,33280000,214350000,216790000,198660000,0,0,0,121940000,81719000,63303000,394850000,428980000,427880000,277050000,199150000,186510000,196480000,276660000,301410000,108300000,186670000,100490000,0,0,5222800,30694000,28528000,32153000,0,0,8905800,28989000,20014000,22283000,69737000,66216000,62990000,86343000,83301000,113480000,9957600,36392000,34398000,57570000,0,87884000
O15259,0,0,0,0,0,0,0,0,0,0,0,0,8365600,7714300,6988500,0,0,0,0,0,11442000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O15260,86954000,98231000,109480000,147430000,90112000,160470000,0,0,0,203470000,40268000,373870000,1241800000,1179500000,1317700000,362510000,768810000,421660000,156640000,161410000,187490000,199240000,163020000,189440000,40170000,56384000,64395000,779010,5523000,20060000,7668300,25392000,0,56258000,44241000,57851000,39815000,39031000,71305000,37091000,41873000,62209000,31367000,39403000,27277000,6111300,201270000,46234000
O15269,220790000,190670000,175850000,339420000,452330000,463990000,50329000,35712000,37243000,82105000,124610000,164320000,456680000,763680000,599430000,575850000,636620000,688280000,56171000,69536000,93864000,49155000,270430000,99210000,141210000,198170000,93784000,27352000,49078000,0,76445000,68456000,39950000,47227000,3752600,54155000,90282000,116840000,121340000,57142000,83494000,93864000,76204000,53713000,35918000,35722000,49344000,46183000
O15270,125190000,154470000,135870000,99414000,38041000,93980000,6068600,8026100,13106000,36686000,29191000,19962000,198720000,189770000,229830000,22593000,35892000,37817000,58675000,69005000,62863000,26886000,57294000,58027000,47040000,50625000,41643000,50275000,46893000,40285000,120730000,11015000,13462000,33476000,38380000,32156000,121260000,143410000,105370000,204560000,294870000,121410000,50320000,62941000,40069000,85990000,75150000,51470000
O15294,839680000,964710000,1645200000,1110200000,1164800000,866860000,110550000,100650000,87840000,612450000,540620000,368950000,1593900000,1329300000,1005900000,1173800000,1032000000,770550000,491040000,456140000,435250000,1389500000,1464600000,1595900000,1522300000,1417100000,1477200000,1763000000,1884600000,1599600000,471380000,439620000,632270000,1690200000,1744500000,1622200000,3543100000,3627300000,3977300000,2674500000,3296900000,2802500000,1284600000,1211300000,1204800000,2151200000,1960900000,2761400000
O15297,0,7792000,8993000,8393300,8749000,8651000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77579000,0,0,3222000,2700800,0,0,47656000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O15305,93197000,148720000,144100000,27862000,79815000,45606000,7121800,0,0,59200000,16968000,15772000,173680000,83608000,117790000,168440000,149120000,42171000,70706000,87891000,34321000,43759000,20980000,36776000,0,20587000,20058000,0,22414000,0,8574400,8618000,11364000,29925000,25348000,0,0,13493000,0,0,0,0,0,4492700,6333700,38937000,12676000,10337000
O15321,10049000,7757700,3199300,60356000,37817000,17265000,4922700,0,0,0,0,0,327580000,201580000,345030000,12380000,15942000,14767000,59008000,27790000,64717000,29162000,41393000,0,0,0,0,5239900,0,5322600,7052600,0,0,30170000,0,0,0,10894000,0,0,1394500,0,0,0,0,0,0,0
O15327,13730000,0,11971000,0,6596600,21535000,3503400,0,2263300,0,7615600,0,19017000,36803000,13785000,6079200,3873400,12618000,4444500,3061800,3412700,40230000,6614300,25245000,91409000,68868000,54616000,72235000,135120000,86923000,7261300,11824000,10743000,188960000,65512000,81903000,186000000,134000000,153130000,91708000,136390000,103410000,33254000,23334000,46660000,99729000,113430000,74554000
O15344,161770000,90998000,95525000,548740000,397060000,435150000,26116000,53939000,48811000,262110000,146390000,199630000,975140000,1020100000,1031300000,159770000,236350000,263140000,81683000,99208000,148710000,26479000,31729000,20704000,53738000,54070000,20157000,57484000,77486000,62195000,10916000,8055000,11907000,73292000,42367000,42961000,89202000,73168000,51406000,77693000,25567000,49872000,0,14397000,23339000,17795000,48338000,46834000
O15347,1059300000,997890000,811050000,7020500000,4785900000,6757400000,37748000,257890000,243460000,684390000,768200000,652570000,731830000,663990000,456580000,1077100000,1106700000,687600000,837120000,702260000,753650000,302630000,210450000,258910000,9656600,0,1928600,101420000,155600000,145010000,57779000,0,5509000,162500000,9838900,18978000,55832000,32858000,10207000,204550000,34313000,12375000,6411900,0,9202300,0,8008200,9703900
O15354,7786400,0,0,0,0,0,0,0,0,4432100,6318500,5323500,20357000,17429000,0,0,0,0,0,0,0,0,0,0,14269000,0,0,1262800000,1323300000,2634200000,25220000,0,5135300,18446000,31182000,21926000,103170000,91121000,110100000,99834000,42915000,107360000,65213000,49032000,69416000,118170000,114190000,92458000
O15355,667600000,600840000,741550000,2139800000,1827000000,2035400000,11463000,9618700,0,153140000,118410000,197170000,2094200000,2289000000,1781400000,1485300000,1053500000,1558300000,649920000,678900000,703210000,744040000,599340000,618960000,66831000,44090000,62363000,179590000,91744000,165670000,32272000,43911000,43384000,40491000,87073000,3856400,120490000,245440000,162980000,153190000,114200000,165000000,7199000,16305000,42352000,225110000,139180000,143230000
O15357,151880000,121990000,198500000,221770000,288710000,312330000,29378000,43221000,18290000,371820000,373150000,341470000,1201000000,1239900000,1042500000,372140000,388820000,357100000,310090000,352910000,343150000,328000000,318940000,272470000,19095000,27474000,47368000,75285000,62028000,56928000,6005000,0,4721900,35102000,26715000,48539000,107580000,117940000,106830000,78513000,85242000,93870000,2917800,32179000,41799000,75343000,76159000,82122000
O15371,1100300000,492840000,1025600000,3068800000,2684600000,2517900000,327060000,227440000,226540000,569450000,913720000,437730000,1135100000,1395500000,1412000000,912900000,803410000,756090000,702450000,785230000,566750000,1051800000,920480000,845830000,339830000,422910000,477340000,689500000,633520000,596040000,269730000,147710000,165390000,380470000,385330000,236090000,417270000,433890000,312930000,329740000,203850000,187580000,138980000,186880000,131170000,497060000,429160000,458500000
O15372,1198700000,730990000,891200000,1816400000,1630400000,1847100000,442730000,280880000,398080000,937160000,1154100000,1034000000,1589200000,1887300000,1664700000,1113200000,1162100000,977020000,646050000,536270000,327130000,1002900000,1140400000,1113100000,593630000,549400000,546970000,451560000,571020000,660560000,256370000,206450000,273380000,767080000,728370000,582050000,549760000,802670000,732560000,638100000,524640000,400520000,213500000,200960000,199530000,709840000,795740000,723170000
O15374,0,0,0,0,0,0,0,0,0,17118000,14753000,16413000,0,0,5660500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O15379,0,26045000,17604000,20540000,44543000,76259000,0,0,0,0,0,0,173880000,161090000,142400000,19363000,12510000,31610000,23672000,4236600,3971400,9916500,25151000,13922000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7039900,0,0,0,0,0,0,0,0
O15381,8980800,9143800,2918900,92027000,62444000,77054000,0,0,0,0,0,0,18885000,29250000,22770000,20960000,12975000,16304000,4617200,3833900,4300200,0,0,0,0,0,0,0,0,0,0,0,0,0,16960000,21253000,0,0,0,0,0,0,0,0,0,2779800,0,0
O15382,0,0,12351000,14291000,54550000,30421000,0,0,0,0,0,0,188530000,327920000,284550000,79016000,70514000,89387000,5304900,17985000,15418000,22893000,87737000,0,0,8171400,18055000,22707000,23384000,53013000,11538000,0,1289000,0,22809000,0,59915000,63269000,66400000,31283000,54724000,56449000,22462000,34216000,21525000,30946000,91659000,30560000
O15392,0,0,0,22794000,0,0,0,0,0,0,0,0,0,101630000,82534000,0,0,0,0,12946000,5323500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
