proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48
A0A024RBG1,71434000,54345000,46887000,109490000,156990000,0,0,0,0,155740000,286080000,195810000,117310000,32935000,48371000,22239000,43456000,90152000,26762000,10820000,10976000,0,0,0,18629000,0,22438000,0,29499000,26974000,0,0,0,30789000,0,32033000,21759000,18666000,0,0,0,6155900,0,0,0,0,0,0
A0A075B6H9,0,0,0,29633000,37908000,43923000,0,54421,0,0,0,0,225830000,177570000,196260000,253190000,246970000,248160000,38570000,34997000,44650000,165130000,172820000,13649000,0,4630800,0,0,0,0,0,0,0,0,0,0,80059000,79244000,74792000,99313000,103710000,30762000,41955000,27726000,7238600,19532000,24468000,56416000
A0A075B6I0,24746000,13509000,0,163340000,190190000,172470000,0,0,0,8810800,0,0,313060000,253920000,222810000,469920000,547000000,498600000,52677000,60427000,32276000,84883000,110770000,100740000,154190000,18776000,32756000,49942000,69052000,83478000,0,0,0,0,92602000,43712000,0,59778000,89423000,14236000,6915700,0,2943700,23264000,0,78662000,0,73727000
A0A075B6I9,32577000,166000000,19221000,406320000,443180000,466930000,0,14796000,10431000,19685000,24122000,20766000,204660000,182360000,226910000,85958000,117920000,0,38497000,0,2146100,172950000,192330000,247980000,7067900,7168800,5043300,137710000,28482000,98511000,22992000,30667000,42701000,48782000,33732000,69594000,0,175380000,202110000,109820000,128990000,125730000,29913000,0,46069000,0,151810000,0
A0A075B6R2,48009000,0,0,81213000,76574000,71532000,0,0,0,0,0,0,174090000,210960000,375120000,63044000,60078000,113910000,36874000,36693000,40074000,45532000,76619000,79326000,0,0,3113800,0,1675300,0,0,0,0,0,0,0,36386000,50770000,31988000,0,0,37618000,88902000,26173000,71416000,62738000,87619000,57322000
A0A075B6R9,28405000,35565000,46214000,57602000,107460000,109540000,0,0,0,0,0,0,746210000,590720000,345720000,309100000,300140000,280970000,80052000,117450000,90245000,370610000,418240000,227990000,0,8503100,9617400,0,10176000,0,0,0,3432600,21785000,22880000,0,219800000,209060000,115120000,130450000,98415000,66488000,91209000,114090000,106050000,259340000,159190000,138780000
A0A075B6S2,7701100,8656100,6380800,139850000,97925000,80533000,0,0,0,0,1651800,0,140240000,139150000,119710000,60645000,72143000,82091000,0,0,10384000,36687000,36007000,34348000,14953000,7584700,13643000,11259000,11924000,9157000,0,0,0,7394600,6701800,7395900,42188000,25715000,11383000,28383000,28600000,25266000,14752000,9300400,4600200,3862400,28605000,25766000
A0A075B6S6,0,116870000,14550000,0,0,0,0,0,0,0,0,0,131200000,138850000,16804000,114660000,89848000,88873000,14735000,69490000,41300000,0,0,5613100,0,0,0,0,0,8477600,6638700,0,0,18539000,0,0,17779000,15993000,26840000,30057000,33034000,0,11486000,12255000,10896000,36029000,35708000,0
A0A087WSX0,2466800,15199000,2601500,5996800,38356000,32539000,0,0,0,0,0,14284000,0,0,0,0,1324100,1526700,361880,0,652330000,3604400,25013000,0,0,0,1139900,28400000,0,0,0,0,0,0,0,0,0,0,0,0,0,7305200,1706800,0,3317700,0,0,0
A0A0A0MS14,0,0,0,0,0,0,0,0,0,0,0,0,18222000,22345000,0,0,14960000,17809000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4693300,0,0,0,0,0,0,0,0,0,11117000,8860000
A0A0A0MS15,73761000,88665000,109910000,31313000,20061000,4481500,0,0,0,3374000,5389200,4391700,535170000,386670000,578650000,290390000,252720000,458940000,113530000,117710000,85741000,402100000,220610000,260550000,2915400,3260500,3118000,24904000,18752000,15532000,0,7574800,0,3824200,3421600,34556000,58742000,72873000,84030000,23222000,7398600,56825000,10787000,14247000,14720000,71117000,80735000,70109000
A0A0B4J1U3,29868000,0,0,15650000,23548000,13660000,0,0,0,0,0,0,0,0,0,59822000,104390000,68610000,0,0,0,24055000,20765000,20885000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0B4J1V0,1539700000,2158100000,1996000000,5183000000,4818800000,4049500000,114800000,15298000,83316000,789840000,979740000,152400000,316680000,499270000,355300000,209070000,396620000,340960000,37751000,140790000,41015000,96943000,104720000,128170000,504460000,415460000,578900000,735710000,723000000,685300000,159660000,165490000,192890000,606960000,622140000,958950000,113270000,93168000,108200000,121500000,78202000,73153000,19083000,20813000,30623000,30644000,29454000,36865000
A0A0B4J1V2,65224000,74140000,69163000,30383000,31363000,29206000,0,0,0,33404000,0,0,31302000,28386000,36021000,39160000,50380000,49319000,0,0,0,0,7435300,0,16720000,22113000,8608900,593470,0,0,1629500,0,0,20718000,7578000,0,3103000,0,4992700,7968000,8508300,6078800,0,0,6085100,18201000,13932000,14911000
A0A0B4J1V6,0,0,0,75747000,80580000,72798000,0,0,1571300,0,0,0,0,35884000,26076000,0,0,0,11933000,14078000,12255000,17609000,16542000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11508000,8681800,0
A0A0B4J1X5,10183000000,572630000,632330000,6296300000,6693700000,8259800000,365880000,239380000,215610000,4216400000,5071200000,3924800000,1759200000,1385300000,1457800000,1704200000,1419900000,1815300000,214120000,306920000,253050000,1089700000,1061100000,1560900000,2308300000,2233500000,2321700000,2250700000,2094900000,2333300000,510610000,420020000,533450000,199250000,3596900000,3862000000,1428100000,1276000000,1174400000,1014400000,861650000,917970000,3897600,325050000,35373000,86039000,749210000,755180000
A0A0B4J1X8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62473000,80203000,77722000,15314000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7008400,0,8086500,0,0,0,0,0,0,0,0,0
A0A0B4J1Y9,0,4836400,5234700,32539000,51765000,52710000,3153600,1662500,1304200,0,0,0,426610000,167730000,312640000,489070000,583780000,567320000,0,0,41168000,303860000,72868000,55383000,0,0,0,0,25506000,4904600,1640400,0,0,5392700,0,0,21487000,25853000,16610000,0,85253000,91950000,0,45124000,59421000,97958000,108790000,81648000
A0A0B4J2D5,3263500000,3151400000,3035000000,2422700000,2348400000,2740000000,2358900000,2933500000,2512200000,4716100000,5523600000,2888200000,6399300000,6157700000,5923800000,3599600000,3376800000,3121200000,1071300000,1341600000,1130300000,10140000000,7473800000,8595200000,3894200000,3831800000,4066500000,2670800000,3954500000,4432200000,2669600000,1748200000,1318700000,6474500000,6431900000,5399400000,4856000000,5457700000,4800000000,3621600000,3931200000,3995800000,3060100000,2492400000,3097500000,3687300000,3836600000,5089900000
A0A0B4J2F0,10990000,0,1924500,0,6471300,15773000,0,1776500,0,0,3838900,8238900,40431000,46743000,0,0,0,0,0,5421800,0,128960000,126320000,118770000,2450100,36616000,28935000,19587000,0,31218000,0,1325000,1452300,5657100,12722000,10407000,68438000,0,0,0,35735000,34680000,0,0,0,37009000,48682000,50789000
A0A0C4DH24,0,0,0,45013000,58971000,42390000,0,0,0,0,0,0,0,15048000,51769000,0,18612000,12378000,0,0,0,61079000,70173000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0C4DH29,0,0,0,0,0,0,0,0,0,0,0,0,85479000,0,0,31788000,31718000,29043000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23056000,44219000,0,28538000,0,0,0,1790500,1208100,0,0,21349000
A0A0C4DH31,0,8169200,6600700,25923000,16102000,21853000,0,0,0,0,0,0,1224600000,1310400000,1031200000,1489000000,1087300000,1137100000,115040000,121740000,125500000,236200000,306220000,252370000,6113800,5918800,3979300,0,9132100,7180200,0,0,0,0,12291000,0,704460000,675920000,643480000,625110000,122540000,561070000,217100000,161350000,177410000,425430000,40331000,359860000
A0A0C4DH32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8720000,5182000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0C4DH33,0,8043100,7133100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5350100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7013400
A0A0C4DH34,10653000,8769900,15544000,7295100,11474000,5571800,0,0,0,2055900,1873900,0,266050000,228500000,206710000,368760000,364980000,298510000,65390000,77191000,52025000,152090000,163180000,195860000,0,0,0,0,0,0,0,0,0,0,0,0,168510000,173560000,159370000,106550000,76434000,83237000,60035000,59672000,59266000,167650000,170760000,165370000
A0A0C4DH35,0,0,0,0,0,0,0,0,0,0,0,0,143700000,138550000,145050000,21075000,122990000,127920000,40492000,0,37996000,117270000,108120000,44572000,0,0,0,0,0,0,0,0,0,0,0,0,117760000,88027000,105390000,84843000,83895000,100600000,39581000,37809000,0,65826000,72655000,62956000
A0A0C4DH36,0,0,0,0,0,0,0,0,0,0,12451000,0,0,56416000,0,115420000,106730000,80667000,0,0,0,123290000,118550000,94150000,0,0,0,0,0,0,0,0,0,0,0,0,56808000,55372000,42054000,31659000,17202000,0,11389000,0,0,0,0,0
A0A0C4DH38,238710000,245510000,196300000,195790000,215760000,218060000,0,0,0,0,0,0,141820000,338160000,176820000,398390000,337000000,532260000,92120000,74797000,105260000,124070000,102810000,166080000,27436000,65604000,59531000,20887000,36506000,23352000,0,6093000,0,19400000,16157000,11931000,72323000,96493000,104490000,0,0,65451000,68766000,53293000,53278000,48549000,114620000,78028000
A0A0C4DH43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20643000,28115000,28728000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0C4DH67,0,0,0,64334000,58331000,38090000,0,0,0,0,0,0,334620000,265710000,278300000,193230000,183560000,166760000,24903000,29707000,31663000,117540000,103270000,109980000,0,0,0,0,7996400,0,0,0,0,0,0,0,52454000,65385000,77846000,35075000,48514000,0,43541000,11771000,24608000,74090000,99899000,45787000
A0A0C4DH68,194790000,167510000,241950000,202240000,452930000,376560000,0,36034000,0,53740000,66433000,69775000,0,0,0,0,0,0,0,0,0,0,0,0,88888000,100660000,102040000,61726000,88530000,85583000,36164000,50020000,37503000,100640000,0,68506000,0,0,0,0,0,0,0,0,0,0,0,0
A0A0C4DH72,0,0,620450000,176280000,624520000,0,0,356260000,357480000,0,3116100000,0,236740000,222040000,181850000,74931000,54897000,41868000,10391000,0,20180000,9047800,32828000,76946000,0,0,0,170910000,169390000,49508000,2505200000,158480000,640470000,0,0,4313300000,9717100,49220000,17642000,7308100,0,36820000,8673000,11136000,14240000,14995000,47841000,33609000
A0A0J9YX35,0,0,0,0,0,0,0,0,0,0,0,0,145040000,341350000,375010000,221570000,171900000,228160000,112950000,35330000,0,404950000,239730000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103970000,110510000,99385000,10799000,0,9995200,0,0,20817000
A0A0J9YX94,0,0,6431700,0,0,0,0,0,0,0,0,7271700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6268400,0,7862500,17747000,44343000,7437300,10578000,8852300,3526200,18443000,8016800,10458000
A0A0J9YXX1,615430000,705360000,544770000,500450000,481320000,422180000,0,39467000,23540000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95436000,0,106200000,0,0,0,0,0,3209800,116530000,141100000,133460000,0,0,0,0,0,0,0,0,0,0,0,0
A0A0U1RRE5,0,13722000,12361000,19372000,0,0,0,0,0,0,0,0,0,0,0,6207600,0,0,0,0,9169900,0,0,0,0,0,0,1800200,0,0,0,0,0,0,0,0,22168000,19790000,0,0,0,0,8765300,0,13330000,0,0,0
A0A0U1RRK4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1568900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0U1RRL7,0,0,0,0,0,0,0,0,0,0,0,0,49447000,0,0,11731000,0,15488000,28929000,16280000,6945200,0,62327000,0,0,0,0,0,0,0,0,0,0,0,0,0,87520000,0,59412000,18194000,0,10844000,32443000,0,3158800,35748000,51227000,0
A0A1W2PR48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144030000,0,5932700,0,0,0,165250000,0,15846000,0,0,16022000,0,24081000,2368900,0,6822800,0,19201000,0,46302000,0,0,0,0,0,0,0,61786000,0,0,0
A0A2R8Y619,0,35101000,69236000,0,44182000,49738000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87416000,0,163500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0AV96,0,0,3564700,0,0,0,0,0,0,24933000,12973000,20504000,71897000,43981000,23711000,4202300,0,0,9171400,2907900,11730000,0,0,0,0,0,834440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0AVF1,3835900,349670000,0,20744000,762980,13344000,229290000,0,0,0,0,14248000,127350000,113990000,115850000,24429000,4502200,0,20337000,17060000,24111000,0,0,0,0,0,0,0,387010,0,0,0,0,4942400,0,0,0,0,0,0,0,0,0,0,0,22717000,0,0
A0AVT1,3365900000,3059000000,2885400000,5252100000,4346600000,6357300000,839980000,751690000,872910000,3037900000,2791000000,2274700000,10823000000,10112000000,11623000000,2468800000,2791000000,2386800000,1690000000,1587300000,1994500000,2857500000,3254800000,2680900000,1336800000,1457600000,1412800000,2298100000,2046600000,2157100000,682280000,802840000,565370000,2750800000,2348300000,2075300000,2832500000,2414300000,2991100000,2575700000,2643400000,2085200000,976100000,1055800000,1040100000,2214400000,2115000000,2463800000
A0FGR8,251210000,488290000,408000000,154060000,164450000,151850000,78720000,81302000,62590000,142680000,163220000,177710000,2099400000,1764000000,1472000000,602120000,869020000,875920000,441560000,450850000,412590000,617930000,482730000,524220000,506710000,330570000,489440000,659900000,720060000,860450000,93444000,125250000,189260000,454360000,503860000,513440000,1117800000,1309100000,1080500000,1343300000,1241500000,1470000000,502900000,502200000,302430000,1457100000,1046800000,1010200000
A0JNW5,81920000,73922000,54869000,12927000,15188000,2339300,2900100,5622300,13886000,241180000,28921000,5645600,190910000,105650000,241110000,215230000,158150000,163880000,76259000,72549000,85154000,52562000,182690000,61442000,160920000,78116000,107800000,67707000,122950000,170340000,32652000,41988000,37839000,64471000,60860000,141020000,549000000,258550000,576840000,248680000,614440000,651350000,68174000,62644000,68364000,196760000,172900000,162080000
A0M8Q6,143930000,102220000,155060000,76957000,216150000,95945000,0,0,0,403960,0,603910,0,0,0,116890000,88332000,122230000,2229900,2686000,1259400,0,3009600,0,52383000,27658000,47042000,0,18710000,21508000,9892200,4386500,7888300,63140000,24047000,599700,1770200,17781000,411580,0,0,0,5738500,0,0,12170000,23498000,27380000
A0MZ66,2605000000,2480800000,2425500000,497050000,673620000,647400000,948850000,880250000,978560000,979720000,906560000,1217000000,1136000000,1204500000,732650000,1042300000,1063700000,1185400000,177730000,204360000,260250000,1583800000,1852400000,1739800000,4873900000,3719800000,3685300000,4582100000,6296400000,6803400000,1107100000,1902200000,1351900000,4643100000,4862700000,4842700000,4388700000,5766300000,5514500000,4178000000,3647600000,3763000000,1322500000,1882500000,1652500000,4063400000,4150300000,3322600000
A0PK00,0,0,11393000,12788000,7234000,5042800,0,0,0,0,0,0,0,0,0,0,0,0,7098200,0,0,0,13561000,15026000,0,0,0,5286500,0,8567800,0,0,0,25309000,10951000,0,0,0,0,9614300,12327000,3612000,0,0,0,0,0,0
A1A4S6,4321300,5754300,62786000,5631100,2664700,4321700,0,0,0,420230,443370,0,0,0,0,0,0,501040,176280,159110,137230,180260,0,352650,261520,29305000,296190,0,0,2217500,0,0,0,234370,234040,2348800,0,552330,0,0,0,0,9779600,10214000,0,0,432930,231820
A1A5C7,0,0,4741000,310160000,0,0,0,0,0,0,0,0,68395000,34529000,52895000,49871000,34382000,26418000,367500,11085000,8966500,85129000,70195000,83808000,13321000,21284000,30119000,0,15451000,1127000,0,0,0,14940000,0,13028000,80833000,86700000,106570000,56438000,62169000,92331000,20772000,20346000,22960000,83728000,55006000,86355000
A1IGU5,0,8806400,19849000,0,0,0,0,0,0,4423000,7530500,0,40958000,48995000,14384000,0,0,0,2831800,0,0,42643000,18519000,60915000,0,35487000,10928000,11460000,4523200,0,2675800,0,0,70403000,0,0,76574000,20502000,63328000,21118000,34161000,18954000,22104000,10983000,0,0,0,0
A1KXE4,18847000,15137000,13691000,23135000,0,20393000,0,0,0,0,0,0,35738000,36714000,27639000,0,27858000,34852000,0,0,0,0,0,0,7282300,9199700,8909100,0,0,0,0,0,0,0,0,0,8961100,0,0,25632000,7727900,8333800,0,0,0,0,0,0
A1L020,0,0,0,36902000,208890000,51958000,0,0,0,0,0,0,0,0,9697700,31545000,50032000,16307000,0,33760000,37999000,0,0,4045500,0,0,0,0,34296000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1L0T0,684380000,681600000,683330000,404040000,598630000,463250000,141690000,171120000,122450000,1015600000,655750000,925360000,3585000000,3732800000,3150600000,487060000,440100000,625300000,645880000,523540000,624030000,1567300000,1418400000,1356700000,302690000,421620000,345420000,412930000,582000000,513490000,265780000,272670000,136640000,420300000,422530000,487450000,964420000,1042600000,1160200000,802590000,756680000,628830000,519700000,478570000,441180000,1052200000,1038000000,774200000
A1L170,27000000,9307600,34535000,185110000,157630000,169640000,0,0,0,0,0,0,416750000,197720000,79557000,50810000,37929000,0,21738000,29690000,49201000,0,11173000,7084600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4450000
A1L188,0,0,1254200,0,0,0,0,0,0,0,0,0,0,0,0,2997700,9645200,21794000,0,0,5684800,24455000,43194000,38709000,0,0,0,0,15923000,17463000,0,0,0,0,0,0,29246000,50277000,49025000,35083000,25448000,46142000,9028600,24454000,12386000,9404200,39670000,3208300
A1L390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4221600,3450800,4521300,6737300,0,0,10263000,10446000,0,22581000,44644000,0,0,0,0,0,0,0,15087000,18815000,14036000,16732000,21168000,23816000,0,7571600,16134000,31833000,13865000,42642000
A1L3X0,0,0,14251000,0,0,0,0,0,0,0,0,5904300,0,0,0,0,0,0,1360100,0,0,0,0,0,0,0,4797000,0,0,0,0,0,0,8963100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1L4H1,30857000,116620000,59481000,7260200,1897700,10499000,0,0,0,0,0,183470000,0,0,0,0,0,0,0,0,0,0,0,0,34871000,36727000,59585000,7060900,23065000,21524000,0,143110000,63806000,134650000,83132000,0,27192000,17550000,0,0,0,0,0,0,0,0,0,0
A1X283,808330000,627770000,839620000,1318600000,1187800000,1425700000,41948000,67137000,44161000,200860000,307820000,289980000,5157600000,5235700000,4331300000,1231400000,1606200000,1655000000,1292300000,1023000000,1009800000,170610000,179370000,210840000,79245000,67127000,114330000,145160000,147700000,107760000,31608000,35711000,39967000,194690000,204300000,207340000,172360000,217420000,247280000,94158000,176800000,104890000,73617000,82090000,25280000,267490000,213740000,139400000
A1XBS5,12987000,0,0,0,0,0,0,0,0,0,0,0,11363000,9949800,14556000,6008300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4149700,0,0,16409000,0,4566100,0,0,0,8637300,0,0
A1Z1Q3,52092000,20729000,52606000,29921000,19261000,21169000,18006000,13405000,7867900,12188000,20884000,2799100,3862300,3295400,3709500,262610000,239780000,221180000,0,1569400,0,359370000,113360000,165450000,332070000,329880000,218950000,422280000,412870000,420870000,130060000,97227000,145820000,383750000,337290000,339450000,604270000,507270000,582060000,670960000,754760000,567970000,167980000,229770000,121630000,425090000,676540000,675590000
A2A2Y4,0,0,0,0,0,0,0,0,0,0,0,0,135100000,162440000,130200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2A3K4,0,0,0,32975000,1627200,1466900,0,0,0,0,0,0,5025000,0,0,0,11367000,15149000,0,0,0,0,0,2198000,25232000,15580000,8014000,19059000,40166000,3362500,3393500,13266000,1456200,3911200,17718000,27144000,49876000,45070000,51494000,25228000,47832000,51172000,13680000,4930300,10036000,28778000,48445000,13950000
A2AJT9,491360,577870,494040,3718400,3760600,2997200,0,0,0,0,0,0,895090,1223700,9012600,4283400,4963700,4289600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2RRP1,618160000,833830000,806880000,785160000,794850000,796620000,45650000,79987000,87125000,845440000,653310000,791340000,2020000000,2038500000,2052400000,868770000,762280000,771290000,385980000,389280000,382530000,391860000,462040000,472720000,252850000,167870000,214400000,325580000,289050000,333560000,79244000,32331000,54056000,215850000,200270000,359040000,232170000,405590000,236680000,290710000,247250000,353620000,62959000,88797000,115990000,229910000,329930000,210230000
A2RTX5,212050000,198310000,145960000,46476000,28961000,27859000,57079000,55109000,44333000,92487000,28793000,76596000,653550000,358810000,474430000,218520000,213190000,217390000,75212000,53870000,85212000,645850000,775940000,830870000,65337000,68077000,102850000,100570000,145400000,94585000,34241000,33793000,28143000,104140000,137290000,86948000,378240000,286830000,292080000,450740000,293860000,339330000,207000000,207190000,195710000,383710000,497330000,498480000
A2RU49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8483100,4823300,6755300,0,0,0,0,0,0,0,0,0,0,0,0,0,4647900,0,0,6995900,3675700,0,0,0,3586000,4462500,4638700
A2RU67,18530000,7678900,6574300,0,3544700,13368000,0,0,0,0,13893000,4308200,37524000,18572000,33940000,62597000,69139000,74974000,17736000,5815300,14580000,73676000,50524000,39961000,27804000,54447000,39424000,11446000,6925300,10211000,6868000,3863300,0,0,0,0,148740000,115310000,82780000,79301000,56526000,60397000,0,28955000,34367000,48140000,6335500,32642000
A2RUC4,96651000,65596000,37589000,0,0,98135000,0,3632800,4918200,66776000,17689000,1912100,447490000,13827000,12440000,0,10335000,11656000,0,0,0,0,0,0,7521100,0,15644000,16668000,9536300,6731200,0,0,0,8197000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A2RUS2,37752000,66352000,78748000,18622000,27982000,10604000,0,0,0,85023000,50798000,60445000,245150000,197070000,173310000,49663000,50877000,32592000,17043000,0,0,0,0,0,1486300,0,0,1184100,13246000,3223400,1098900,508810,4764900,2255000,2190700,1911800,0,0,0,0,0,0,0,0,0,83203000,0,2234100
A2VDJ0,708590,872750,939060,1243000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1973500,0,0,0,0,0,0,0,0,0,17405000,0,0,0,71484000,18796000,0,0,0,0,0,0,0,0,0,4138200,4940800,0
A3KMH1,0,21183000,19569000,204690000,209360000,196160000,16322000,7749300,6561300,34741000,51704000,40227000,209180000,177980000,187530000,173130000,129530000,82571000,82334000,78727000,89674000,90898000,118510000,137610000,61978000,90859000,59184000,44257000,46238000,29498000,13972000,1355600,4643200,26428000,50367000,41353000,310900000,179340000,224890000,60118000,41084000,83626000,146800000,31568000,27612000,80103000,134130000,138930000
A3KN83,0,6328600,11042000,68123000,32842000,17828000,0,0,0,0,0,0,0,0,1248300,42579000,10178000,4932500,860710,2890400,9178700,44921000,0,0,0,0,0,0,0,0,0,0,0,0,0,20453000,0,13172000,0,0,0,57072000,0,0,0,0,0,0
A4D126,138810000,45384000,112040000,149510000,115750000,141250000,94840000,158250000,54405000,41833000,82148000,28770000,392580000,329000000,200220000,114690000,39138000,50410000,28724000,26446000,11320000,131690000,32943000,106280000,98727000,84232000,46094000,172480000,185590000,148390000,36532000,36927000,24074000,204470000,74429000,171330000,87714000,100240000,72323000,99145000,125440000,96428000,79542000,48923000,39043000,100410000,54420000,109060000
A4D161,215110000,140310000,184610000,27284000,30546000,43151000,16146000,34795000,24492000,2271500,5542900,3475300,13003000,14541000,3210600,76487000,45660000,56240000,26552000,20954000,15390000,0,0,7963500,41325000,44980000,58283000,28726000,37444000,85226000,26744000,34935000,22999000,67641000,72213000,38833000,159750000,157550000,167400000,183900000,155240000,162460000,17286000,20070000,25167000,45475000,44748000,40185000
A4D1E9,0,0,0,5492900,5689700,7326400,0,0,0,5135700,0,0,39372000,71029000,37238000,64083000,38363000,37754000,0,0,2565300,0,0,0,6406400,3423600,5893900,17931000,11221000,15240000,4294300,5040200,0,0,0,5041400,2436100,3663600,3645700,4290700,4321100,8685200,0,12697000,0,0,0,0
A4D1P6,77918000,97255000,35222000,220820000,201080000,184490000,39308000,13430000,48106000,234490000,268290000,118280000,1774000000,1553400000,1570900000,545620000,690820000,703470000,260080000,183770000,288940000,421840000,448260000,573440000,66993000,54800000,84481000,142020000,142110000,71891000,29920000,38876000,26709000,190390000,365640000,152870000,204170000,328250000,335560000,234800000,339220000,234470000,172060000,137630000,96276000,173930000,244850000,319300000
A4D1U4,0,1316800,14739000,270850,13579000,0,0,10797000,0,0,0,0,4725900,37970000,4869900,0,0,0,8905200,0,0,63660000,5426100,460460000,73563000,38511000,185580000,23622000,18648000,18022000,0,0,14684000,56510000,0,32825000,60541000,54623000,110010000,96040000,137980000,96713000,0,0,2362200,9664500,84931000,14101000
A4D2B0,0,0,0,0,0,0,0,0,0,0,0,0,172710000,27929000,193370000,0,0,0,3377200,6705100,0,37595000,16331000,23753000,0,0,0,0,0,0,0,0,0,0,0,0,68825000,76425000,73047000,123620000,141890000,103620000,0,0,8069000,20594000,16554000,0
A4FU49,0,0,285600000,0,73367000,0,13777000,13154000,13632000,0,0,0,0,2682000,97246000,12648000,16950000,242960000,0,0,0,0,0,0,0,60804000,0,4058600,2609900,2769000,23737000,0,0,0,95733000,10775000,0,0,66758000,38918000,36478000,786540,0,0,0,0,0,0
A5D8V6,33027000,29340000,40500000,3679800,5843800,0,0,0,14042000,4300700,36065000,12834000,77486000,84932000,67103000,29516000,17815000,36182000,58794000,38834000,42034000,7652300,47696000,53563000,21767000,29065000,39691000,11984000,28619000,48157000,15372000,10121000,9421200,33394000,39870000,40194000,127610000,107900000,58692000,72714000,39594000,72879000,50843000,22777000,36615000,69874000,52326000,192150000
A5PKW4,103700,264310,0,1295400,0,0,0,0,0,15480000,0,0,0,0,7851600,5671600,12415000,0,0,0,7140500,85982000,97624000,49225000,80917000,65874000,69387000,100140000,131170000,133210000,61079000,71056000,43361000,209740000,99822000,77075000,233640000,284240000,167090000,157560000,249870000,276680000,61454000,107630000,38613000,181550000,199390000,218140000
A5PLN9,0,0,0,27418000,18330000,39156000,0,0,0,0,0,0,140610000,181490000,191070000,109150000,90918000,94448000,43455000,40911000,47302000,88416000,51613000,105460000,0,0,0,0,0,0,0,0,0,0,0,0,94179000,95983000,76354000,88167000,40895000,77317000,5138900,19061000,18483000,44126000,114340000,40980000
A5YKK6,858580000,694410000,704130000,2181200000,1930000000,1836400000,10412000,17526000,8495300,266270000,260180000,212280000,2903500000,2767200000,2438200000,880850000,665680000,815480000,717820000,666470000,734310000,391860000,476770000,457320000,154300000,115700000,102650000,134470000,139430000,107570000,23711000,14820000,31198000,137820000,87973000,253780000,418570000,617360000,446380000,357190000,441510000,390990000,110990000,185730000,132960000,318430000,436490000,406730000
A5YM72,243220000,294760000,282810000,6908300,436520,0,158530000,132020000,171940000,41262000,118020000,69632000,30661000,37230000,49755000,72676000,58426000,28762000,25152000,22328000,10733000,616500000,842320000,645290000,560680000,408710000,390400000,544420000,633230000,547280000,210830000,177790000,248370000,698000000,454120000,610470000,4199400000,4430600000,3875300000,3216000000,2670100000,3417000000,1487800000,1698400000,1293800000,2888800000,3564700000,2731200000
