proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20
P09960,3322800000,3439000000,4131700000,4070400000,4390800000,4470500000,4018200000,4064000000,4151700000,4309000000,4721600000,4191900000,3304400000,2764400000,3831900000,3787700000,2859700000,3589700000,3847300000,2284300000
P09972,60665000000,60914000000,72410000000,72547000000,74750000000,75063000000,72112000000,58550000000,63826000000,75115000000,96931000000,64556000000,59129000000,46919000000,59331000000,66435000000,31715000000,67119000000,64105000000,65385000000
P0C0L4,675300000,2342900000,1671000000,1967100000,3514100000,3855000000,1255100000,3764100000,1775200000,3255800000,2151000000,3104500000,950710000,1524400000,2414600000,2567100000,19880000000,2138100000,2039400000,1366200000
P0C0L5,0,95853000,83893000,56506000,258870000,109040000,53395000,161940000,54518000,205820000,83333000,220310000,39088000,0,75727000,0,930880000,69364000,78406000,50526000
P0C7M7,18047000,0,0,0,0,0,0,0,0,35067000,13694000,20329000,0,73311000,0,3061500,0,0,29898000,0
P0C870,77965000,103580000,111710000,116170000,137130000,159150000,133040000,98048000,104920000,170420000,96408000,125090000,94888000,87680000,130860000,72578000,93473000,88849000,187880000,74746000
P0CG30,2107900000,1582400000,2619600000,1529700000,918930000,2077400000,740350000,177280000,257950000,345630000,863070000,101160000,265580000,917010000,1826900000,897950000,647210000,1420800000,3479400000,630970000
P0CG39,73954000,248520000,69733000,98065000,110120000,124750000,159310000,92714000,155240000,54236000,31656000,132030000,65942000,163840000,186050000,154490000,4422800,0,57906000,40323000
P0DI82,20650000,30671000,28613000,47054000,38616000,37305000,26125000,40984000,18509000,31830000,64583000,46178000,23406000,36688000,55625000,77984000,39243000,25837000,69934000,6693900
P0DJI8,51370000,0,0,509280000,0,0,149390000,337370000,0,33319000,0,0,75433000,0,213260000,152160000,3504800000,1094500000,60375000,20518000
P0DJI9,0,0,0,0,0,0,0,0,0,18404000,0,0,0,0,0,0,657840000,42795000,0,0
P0DMN0,18199000,0,0,0,0,0,0,0,20952000,10447000,0,14836000,0,0,0,0,134940000,0,0,0
P0DMV9,26868000000,29384000000,33256000000,32684000000,30265000000,35260000000,30476000000,32929000000,31056000000,35638000000,35147000000,32781000000,28896000000,12760000000,32198000000,31635000000,26046000000,30930000000,32214000000,25734000000
P0DOX2,40934000,217020000,0,630120000,0,137520000,69935000,64547000,71318000,35253000,21214000,181200000,0,110940000,35416000,107670000,878540000,98368000,103170000,34285000
P0DOX6,0,0,0,0,0,0,0,17407000,0,0,0,0,0,0,0,0,0,0,0,0
P0DOX7,946110000,2950900000,2649400000,3482800000,1347300000,2289600000,5354200000,2006000000,2646700000,2054400000,1109400000,4897200000,1419400000,1839600000,3036300000,2143400000,28173000000,2095700000,2598600000,1386200000
P0DOX8,1682500000,4150600000,1764000000,1515900000,1580000000,3380100000,2934500000,3488900000,3192600000,2175900000,1987100000,5297600000,986710000,2498800000,1889800000,2543800000,24352000000,1906200000,2488900000,1345600000
P0DOY3,167900000,313750000,26451000,91651000,108270000,235470000,292130000,263080000,284050000,189060000,49488000,282860000,46151000,352940000,161660000,232260000,960890000,171450000,115230000,18446000
P0DP01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57781000,0,0,0
P0DP03,22237000,45095000,0,0,0,54684000,39267000,0,44792000,27514000,0,86493000,25932000,68541000,0,0,220390000,31564000,0,0
P0DP04,0,11579000,0,0,0,0,0,0,0,0,0,31148000,0,0,0,0,201950000,0,0,0
P0DP25,20771000000,8174100000,11293000000,17948000000,8921600000,13111000000,13866000000,11251000000,8742400000,11744000000,15828000000,11551000000,9393700000,5244500000,9339300000,7389200000,5969700000,10622000000,12411000000,15696000000
P0DPD6,0,0,0,0,0,0,428680000,155220000,0,131070000,0,0,150260000,0,0,315900000,0,0,232320000,0
P0DPH7,727610000,28858000,714940000,777070000,752800000,1112900000,41693000,895090000,677460000,1085800000,714140000,613220000,718850000,559360000,620530000,638670000,0,682020000,436170000,382460000
P0DPI2,4758400000,3956300000,4844800000,5109900000,4932400000,6421500000,5029900000,5280100000,3640600000,4996100000,4254500000,4470900000,4588500000,2888200000,4199900000,4459100000,3656200000,4669200000,6554000000,4402000000
P10114,206080000,191700000,74697000,272420000,150350000,314770000,216840000,204700000,165490000,185680000,269670000,184280000,153620000,115720000,222650000,261900000,80894000,333840000,724990000,975350000
P10155,868740000,804700000,900910000,1066700000,1139800000,1267000000,808250000,1198200000,1018300000,1203800000,1290300000,834050000,1085900000,635690000,966770000,1014500000,639610000,893010000,737400000,344930000
P10253,457480000,329280000,388990000,483970000,269490000,637880000,559530000,477860000,454810000,450890000,662320000,412820000,390080000,137260000,251530000,306270000,299080000,344670000,514980000,384490000
P10301,167570000,241970000,390750000,232310000,341460000,292980000,214290000,411460000,231570000,305210000,404370000,185570000,84153000,171960000,270560000,190100000,873840000,373220000,189710000,240150000
P10321,244000000,375800000,433330000,145660000,393770000,752530000,356220000,260830000,321500000,322500000,131220000,512300000,103300000,346940000,92024000,501560000,150060000,198180000,207350000,61326000
P10515,4599700000,3474900000,3582700000,3949500000,3228700000,5381700000,4920800000,4631600000,3223500000,4398100000,3551300000,3125100000,3984600000,2843300000,4461600000,3364900000,2063200000,4008100000,6370800000,4899700000
P10586,275790000,276030000,520390000,525790000,395070000,398320000,542900000,356080000,288100000,467060000,481830000,473910000,261520000,172120000,387830000,298270000,105710000,336410000,232350000,172060000
P10599,2604200000,1924500000,2495100000,3083300000,3876700000,3655800000,2955200000,2413800000,496430000,1511900000,3250900000,2519400000,1864100000,451830000,2459000000,814610000,2284700000,2831100000,3153100000,2009100000
P10606,5262900000,3447100000,4152000000,5027800000,3745900000,5320700000,3786100000,3872600000,2417300000,3338200000,2723300000,3394600000,2455500000,2378500000,2853200000,2978900000,1642200000,4002600000,3150400000,5295500000
P10619,97903000,91694000,78289000,103450000,98518000,24121000,76215000,82846000,78672000,51834000,103360000,45703000,61291000,33327000,48298000,53148000,105940000,69740000,95453000,33409000
P10620,35861000,65880000,63548000,55348000,200090000,106670000,119410000,75065000,0,63184000,143360000,0,159190000,0,60714000,0,80300000,138890000,117500000,0
P10636,6637600000,9891600000,13041000000,7572500000,10366000000,8831200000,5601000000,6760800000,10080000000,12610000000,12640000000,6303200000,5019900000,2662500000,5347000000,5504300000,2548100000,11170000000,8893200000,24556000000
P10643,0,48237000,63130000,92973000,0,143490000,0,0,0,0,0,0,49933000,0,0,0,442770000,74172000,0,0
P10644,2724500000,3181300000,4123000000,3025200000,2737300000,2971600000,2731400000,3033400000,2863600000,2961800000,3148400000,2668100000,2178200000,1349200000,2969100000,2265000000,2336200000,3616200000,3070800000,1365900000
P10746,135200000,67179000,84267000,125550000,53038000,91970000,50094000,85845000,61774000,85552000,80553000,70466000,40865000,58104000,67513000,89536000,28708000,87130000,0,132840000
P10768,6241200000,7852600000,7433300000,6532500000,10017000000,8416200000,8355600000,7417900000,7264900000,9481600000,10148000000,4637600000,5856100000,6351500000,8147500000,8321700000,8854400000,6875900000,9941500000,5870400000
P10809,41686000000,34942000000,35740000000,38914000000,39116000000,53150000000,55540000000,54488000000,35548000000,51969000000,52549000000,37206000000,41122000000,31765000000,50861000000,37213000000,36309000000,45204000000,60577000000,38204000000
P10909,3019700000,3031500000,3553700000,2930900000,2339100000,3454500000,2952300000,3651000000,3310600000,3125800000,2726000000,2546200000,2900900000,1967900000,3147500000,2316200000,8545400000,3804900000,4446700000,3166900000
P10915,1218500000,862080000,1647600000,1330300000,983450000,2507800000,1405300000,1952700000,1111500000,1861200000,1928900000,1280300000,741270000,1486200000,2520100000,2150700000,664810000,2375700000,2903700000,2728400000
P11021,9509000000,8276600000,7575400000,10466000000,7744500000,12851000000,8431600000,10085000000,9782500000,9947400000,8355600000,9838500000,8963600000,6929300000,9871800000,8205700000,16770000000,8939600000,11716000000,8452300000
P11047,2596700000,2627000000,3629900000,2848200000,1978400000,2202300000,2810700000,2224200000,2139900000,2566200000,2620900000,4123300000,1823400000,1341800000,2070300000,1606900000,3657100000,1570000000,861010000,1080300000
P11055,124010000,112730000,143970000,0,211830000,373280000,0,273870000,113410000,165840000,172920000,176220000,73210000,98123000,97166000,177910000,68833000,203970000,268590000,247240000
P11117,148870000,176220000,171840000,181920000,137120000,216120000,84588000,127730000,102880000,179370000,98179000,104060000,75392000,131280000,109350000,163270000,108350000,140480000,166010000,142660000
P11137,23549000000,21729000000,18245000000,20859000000,17726000000,20828000000,22096000000,16176000000,24550000000,25426000000,27110000000,20587000000,26565000000,9631500000,15180000000,8029100000,969670000,18226000000,5395100000,30357000000
P11142,70940000000,76809000000,88067000000,77272000000,82421000000,95523000000,74696000000,87157000000,79813000000,86420000000,97143000000,72353000000,60693000000,47221000000,78828000000,79680000000,49832000000,87305000000,89764000000,97094000000
P11166,0,50625000,100690000,88569000,112450000,28687000,21720000,33626000,50292000,60786000,27737000,63428000,14839000,39720000,78815000,51911000,148120000,108260000,17091000,21430000
P11171,83548000,92883000,84148000,132230000,90790000,50330000,86237000,108310000,166920000,166400000,151480000,108800000,162560000,143640000,0,47242000,259170000,58770000,123380000,79013000
P11172,235210000,135700000,178750000,198190000,337630000,206300000,220680000,272190000,221100000,253510000,255020000,167090000,224790000,207410000,159720000,140410000,222810000,199430000,227640000,50909000
P11177,6896100000,5431900000,6368500000,5274600000,4283000000,8393400000,7495200000,6378300000,4783600000,6339600000,5342500000,5111100000,7065900000,3975100000,6677700000,5255100000,3152500000,5823500000,9136500000,8047100000
P11182,872110000,586460000,997180000,731390000,619140000,905880000,881070000,752920000,713270000,778680000,530650000,627690000,823750000,279580000,682930000,647150000,600590000,579150000,1006100000,762550000
P11215,185790000,457760000,328950000,317670000,350040000,361630000,334030000,524880000,453720000,394270000,554630000,352650000,290160000,258880000,486110000,402410000,498670000,547320000,512890000,190470000
P11216,29483000000,31175000000,37004000000,30519000000,34465000000,34597000000,36809000000,35519000000,26542000000,41213000000,31915000000,27798000000,25383000000,20873000000,34753000000,29629000000,18709000000,29663000000,37605000000,22848000000
P11217,2668800000,6736100000,7374200000,6092000000,11195000000,6466500000,7283200000,10221000000,7935800000,8471100000,3537200000,5996300000,5093000000,5770200000,8472800000,5885800000,4515900000,8201700000,5860000000,4897800000
P11233,352670000,372910000,760180000,600280000,723610000,762580000,742450000,568640000,616830000,801250000,821760000,292640000,478940000,311460000,381650000,705380000,322250000,615420000,758040000,1045500000
P11234,672290000,824290000,978860000,639300000,875130000,857110000,974370000,857210000,802490000,1120800000,1204000000,606180000,699020000,224020000,722810000,680920000,197240000,999310000,704260000,1187900000
P11274,121710000,140220000,153810000,176560000,290070000,314550000,227360000,365790000,128580000,236840000,189920000,225950000,161430000,106340000,194880000,155020000,6082600,194400000,220190000,390750000
P11277,738300000,343260000,463940000,778890000,240440000,600590000,644690000,437650000,441160000,389330000,319850000,677920000,345180000,266860000,209440000,408290000,1847000000,260990000,208150000,481390000
P11279,515370000,506660000,746620000,597120000,443620000,484870000,631470000,499760000,603140000,589020000,628430000,849360000,414740000,469880000,879300000,631190000,652000000,601870000,504550000,659070000
P11309,191550000,0,209780000,0,0,0,0,173670000,149110000,0,0,0,174780000,116460000,0,213590000,146910000,156930000,167400000,236350000
P11310,759960000,812860000,1282000000,773000000,899200000,1328400000,1485300000,894320000,1219700000,1329600000,1442300000,934730000,962160000,754130000,1313900000,1303000000,621750000,987690000,1202300000,610710000
P11413,2068200000,2395300000,2346700000,2027500000,2480700000,2987500000,3390900000,2476100000,2412100000,3266800000,2832800000,2719800000,2492700000,1711700000,2748600000,2490600000,3076600000,2622100000,3601100000,2239900000
P11441,56509000,79980000,85081000,50760000,53233000,123170000,72997000,111070000,45931000,109170000,113920000,104760000,49763000,71389000,90359000,49265000,0,453840000,112990000,162680000
P11498,6593300000,4996500000,6208300000,5091200000,5049800000,9393300000,7869900000,6791100000,4358400000,7640100000,6367000000,7943100000,6740700000,4018100000,6291800000,6631600000,4788300000,6000300000,6294200000,3364900000
P11532,537100000,633570000,836750000,594600000,637160000,698640000,433210000,594860000,543930000,981300000,488970000,652320000,518920000,779740000,618750000,635680000,1046300000,557950000,409880000,290850000
P11586,3290900000,4394300000,4807700000,3988700000,4352200000,5247500000,5081700000,5286200000,4421200000,5089900000,5609600000,4031100000,4269900000,2390800000,3928500000,3244900000,1921500000,4390400000,2916100000,3416500000
P11766,7987500000,8937200000,9873700000,8003400000,12202000000,8962800000,9719800000,9689500000,8537300000,11511000000,13596000000,8415600000,8157900000,6989500000,8285900000,8814100000,7171000000,7846700000,8123000000,5177100000
P11802,26882000,12927000,31785000,18059000,37531000,33216000,9173300,22833000,29098000,26542000,9570000,50220000,6137400,11106000,17354000,33662000,29562000,23589000,0,5231200
