proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58
A0A075B6K5,5130300,59191000,0,0,5012500,20422000,2352600,0,0,0,5060300,32053000,16151000,81859000,3333300,0,39620000,6491000,3715100,22292000,3410400,3105000,28855000,4028900,7763600,2306400,8920700,0,26067000,0,45080000,23916000,0,4146500,3712500,7437200,6126800,137930000,14615000,10818000,8075100,45998000,10493000,4834300,32582000,39947000,11782000,7421400,15392000,12869000,16928000,954480,12959000,5249100,1451200,32629000,23619000,8558100
A0A0C4DH35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153800,0,0,0,0,0,7076200,1203600,0,0,0,0,4268600,0,0,0,0,0,0,0,0,20367000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0J9YX94,2557400,0,34501000,112130,0,7407400,0,0,4354700,0,0,0,35225000,0,0,4065300,0,0,20854000,30462000,2688700,0,0,1823300,7304000,0,8481200,0,11087000,2101900,3832500,0,32354000,16271000,8443200,0,0,3314000,0,0,0,0,0,0,0,0,0,0,8245100,0,4251200,1367100,2120400,0,0,9103000,7422000,15883000
A0A0J9YXQ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0A0U1RQS6,0,0,0,0,0,0,0,0,0,0,0,0,6729800,0,0,0,0,0,1663600,5120400,0,0,0,101490,2935100,173870,0,0,0,516870,1079500,0,1270300,0,936130,0,0,903120,0,0,0,0,0,1114400,0,0,0,0,0,0,1225500,268490,0,0,94240,0,0,2114900
A0A0U1RRL7,0,0,0,0,0,7016200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2633300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4402200,0,9475200,0,4888400,0,0,0,1720500,0,3100800,0,0,0,0,0
A0AVT1,34763000,27537000,0,0,11888000,2662200,0,2028900,0,0,0,0,20417000,11333000,0,0,0,5818900,0,17325000,0,9083900,0,0,16614000,0,19624000,5612400,21892000,0,16263000,13835000,26518000,20305000,24238000,31328000,0,26272000,18771000,15103000,15186000,0,0,12194000,24144000,0,0,0,0,0,0,0,0,4710600,0,13011000,0,0
A0FGR8,103510000,216280000,85616000,0,95862000,82414000,19511000,41365000,64562000,90512000,96668000,55135000,67253000,78122000,19182000,56506000,34215000,42376000,75467000,77439000,17238000,62097000,37880000,22701000,73580000,27113000,59729000,33550000,83536000,101870000,61960000,57311000,74954000,57633000,69010000,30936000,102850000,106430000,67789000,76587000,157230000,40399000,76313000,86605000,138080000,78423000,47627000,109010000,79893000,32585000,54939000,27283000,121050000,54609000,22259000,96554000,72704000,43128000
A0PK00,0,22026000,8092600,0,0,0,0,0,3804100,0,0,0,4802800,0,0,0,0,0,7513400,5370400,3241700,0,0,0,4186600,0,3209000,0,0,0,0,8320900,4633200,2722800,3182300,2680900,0,0,11124000,0,0,4153000,6055800,0,7088100,8824000,9808700,0,4845100,0,1617200,0,0,0,0,0,0,4382600
A1KZ92,0,0,5666200,0,0,0,0,0,5034400,0,0,0,4151100,0,0,0,0,0,5804300,5408200,1524500,0,0,0,3651700,0,5575500,0,5849500,0,4954200,0,4385200,4049700,5496300,2416000,0,2547600,0,0,0,0,0,0,0,0,0,0,4502500,0,4336500,0,0,0,0,0,0,4272700
A1L0T0,25731000,140460000,30286000,735870,37077000,42877000,11680000,28184000,24713000,47872000,64194000,3591700,31905000,40396000,9038900,38201000,66648000,42309000,28549000,24301000,16851000,27017000,71149000,8827000,19761000,10533000,28014000,47980000,20380000,55322000,29493000,130600000,28515000,18593000,33119000,27204000,37403000,57741000,26630000,60066000,29490000,42632000,66124000,54243000,104810000,62744000,68264000,73433000,49740000,59077000,19355000,22014000,75889000,29099000,8599400,21126000,6128600,19338000
A1L188,0,20479000,8952300,0,3599900,0,0,0,3921500,3545900,0,0,0,3360200,0,5781100,9858800,0,2481900,0,0,2652800,11522000,898740,2532500,712860,3578900,0,4315500,9494400,0,10554000,4202400,3434600,2657800,0,656780,1982200,1023200,8659300,6513100,0,4921400,1621800,7936700,5777700,0,2936700,0,0,0,0,2111600,0,1742500,4295400,0,0
A1X283,0,0,4120000,0,0,9502200,0,0,1952800,12021000,0,275640,3999600,0,0,0,0,2799600,4933800,0,2359900,0,0,484570,2733500,0,0,0,0,0,3811300,0,0,0,0,6774700,0,12105000,0,2216600,0,6495100,0,3879400,0,0,0,3164600,0,0,1852500,0,0,0,0,0,5432200,0
A2RRP1,64142000,61686000,144880000,0,49229000,22240000,3425900,19527000,81337000,28745000,40167000,2736600,104300000,29922000,3266600,32989000,45390000,24828000,136960000,113590000,36778000,54489000,27791000,4042900,106510000,5984500,69477000,27067000,93932000,23138000,91992000,44539000,103500000,86319000,82716000,68569000,22794000,60822000,58433000,13817000,51173000,36991000,46196000,23911000,44923000,55559000,61971000,29722000,70450000,20015000,40727000,1272400,23984000,7785100,4279900,59925000,36975000,64395000
A2RTX5,47011000,86523000,16356000,0,18973000,11618000,1255700,5162900,4273200,20572000,9222100,4664100,23468000,16089000,196710,5394000,22752000,11736000,6997200,5958800,6006400,13039000,16519000,3132500,6786700,4972800,4765500,13329000,7243800,10341000,5247200,22385000,11265000,5255700,4735900,3282700,19250000,10482000,12937000,18922000,31627000,13438000,18272000,15762000,9154300,14063000,32973000,5163200,10001000,16418000,3931700,0,9411700,6128100,3120000,25049000,9282900,12764000
A2VCK2,41888000,0,12593000,0,0,0,0,0,10980000,0,0,5956000,13085000,0,0,0,0,0,8161600,22134000,4550200,0,0,0,12905000,0,7764700,0,25928000,0,12658000,0,19717000,19315000,12514000,3520300,20753000,8388300,0,0,24539000,0,17107000,0,17045000,10589000,31661000,21255000,16951000,6848900,3321500,0,9742400,0,0,8926600,0,11546000
A3KMH1,14282000,34969000,21682000,0,4543700,7263300,959020,9954800,5014800,4280900,6943500,0,20466000,11872000,1269000,10347000,22246000,12690000,15200000,16302000,12753000,6869200,14455000,796340,15678000,4869500,19505000,12060000,26550000,14836000,15174000,23824000,11979000,7948700,9222600,51413000,24001000,18374000,17705000,7759500,22379000,7259600,42004000,11625000,61636000,32110000,27455000,12929000,8553500,10320000,13232000,0,16311000,7155800,815620,19205000,15330000,7145300
A3KN83,137910000,432850000,0,0,139880000,81254000,8296100,3378800,0,537420000,81266000,8060800,0,16258000,9592000,8025100,68765000,192270000,0,0,0,68623000,119800000,16688000,0,14634000,42547000,70797000,83360000,28590000,54693000,336850000,0,48586000,59344000,464660000,0,0,364170000,48678000,5242700,0,0,55724000,490550000,0,0,0,0,0,0,0,0,12604000,0,53924000,0,0
A4D126,12256000,25864000,19055000,0,0,0,0,0,5309900,0,0,0,15871000,0,0,0,13654000,0,16878000,14073000,5058000,0,4758100,2026000,11095000,0,5494000,4448000,17694000,5179000,14186000,14830000,15528000,5739000,4518300,4235300,18026000,6345400,25365000,3437000,12225000,11138000,27388000,11745000,45024000,6117400,14626000,9141000,22765000,0,9219100,1045400,10792000,0,251630,11883000,12397000,7579200
A4D1P6,25328000,68582000,21071000,0,3834300,4940900,1120700,1364800,15658000,9016800,5815400,3873600,21982000,1771600,0,0,8151200,7973900,27310000,24406000,5798800,4530200,8096700,1384800,21196000,2308900,10448000,11211000,21787000,8934100,15679000,13391000,17493000,19644000,23537000,11548000,16016000,18650000,16283000,3350900,9576200,8169200,11727000,8313600,13923000,10247000,8432700,6451800,14428000,4287600,12383000,1788200,6960900,5202800,876380,6118500,7619000,6720200
A4D1S5,497000000,181580000,490740000,195100,139090000,96411000,6792900,39387000,354860000,95255000,82179000,138090000,312710000,114620000,6250400,106110000,119530000,77333000,362860000,437460000,149440000,80924000,105990000,5571000,261840000,8819800,307280000,95205000,268290000,119380000,238240000,274430000,361890000,312100000,292920000,169990000,121950000,199010000,218050000,119450000,218080000,149070000,264260000,150810000,309350000,270280000,205650000,183360000,269370000,110420000,205460000,16327000,262350000,32544000,13312000,149680000,116310000,276670000
A4D1U4,7012700,16798000,9918700,0,0,0,211770,1931400,2567700,0,0,0,5685100,0,0,0,0,0,4817100,2731400,0,0,0,0,2353600,0,2197100,0,0,0,3138200,4103200,6153500,3592900,2245800,0,0,3619900,0,5819100,0,0,0,0,0,0,0,0,6272100,0,1953800,0,0,0,0,0,0,4900100
A4D2B0,10097000,42762000,21185000,418280,13754000,0,0,4734800,5526600,0,19424000,8135500,16672000,3648900,0,6586000,0,6514600,27444000,4119000,0,3599700,6148000,1327800,18416000,2465200,18677000,2978900,4923900,33166000,2584700,3974400,12855000,4734900,16845000,0,7149500,0,20779000,5296100,32007000,5492300,35821000,4182700,23455000,9105700,6787700,15286000,16612000,5304600,7388900,1140700,5454400,1916000,0,12554000,12235000,0
A4D2P6,0,0,0,0,0,1668600,0,0,0,0,0,714140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5076000,0,0,0,3503400,0,0,0,0,1080400,15141000,0,0,0,0,0,0,0,0,0,0,0,0,0
A5D8V6,0,0,0,0,0,0,970370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024100,0,1104900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A5PKW4,50485000,24379000,52971000,532120,30767000,28158000,3637800,57056000,39486000,38269000,27754000,8465400,32952000,29973000,3096600,98313000,106160000,97757000,64298000,64093000,18852000,23501000,34163000,7056400,36321000,13724000,49166000,55124000,5353200,53158000,28944000,96377000,28574000,33867000,32857000,5899400,52802000,32849000,24996000,39767000,133310000,26990000,191850000,44101000,0,245600000,105490000,65701000,18876000,111450000,9009300,4995900,6491000,16455000,0,16307000,30698000,31351000
A5PLN9,30370000,38747000,21409000,0,5601000,4633900,967850,5970000,7557100,4962500,6140100,8191700,15025000,3670400,0,6955700,10296000,8246100,19235000,15871000,5071800,3471200,6854900,850250,10781000,0,14477000,0,17505000,6525900,11959000,10083000,14853000,13756000,11444000,9217200,6084300,17207000,7136700,6991900,0,0,11777000,8190500,13994000,15672000,10301000,3232000,10707000,7046500,4183100,1965000,7220200,1582100,462200,0,7830000,7005100
A5YKK6,37071000,70653000,45312000,0,6023500,6865800,835440,7543800,9893900,6558200,5130200,4183800,9555400,2489500,0,9546400,31212000,5401900,13325000,30663000,5348400,3105800,6746800,1481900,8906400,11556000,14329000,4347200,26833000,39378000,20435000,25464000,36255000,21069000,15814000,13497000,4652500,45916000,17555000,12875000,7855500,0,4916100,10127000,22384000,5287100,85689000,8653700,42341000,47005000,10503000,1010400,41649000,4164300,289630,38331000,3746100,7932500
A5YM72,256220000,192180000,150940000,2893500,25212000,164790000,5302000,15779000,6079500,364970000,69382000,0,91381000,22086000,3510600,52462000,28584000,72354000,89800000,0,4943900,70471000,93164000,23704000,47616000,1147400,13226000,10578000,31939000,26316000,166840000,45097000,183630000,27044000,50241000,55393000,3101300,61995000,17899000,150840000,24357000,66313000,43686000,47417000,60330000,133220000,18366000,33792000,81515000,11963000,29144000,0,26010000,12833000,16323000,122590000,98902000,42892000
A6NC98,0,0,0,0,0,0,580730,11670000,0,0,0,3180400,0,0,0,6308400,6760000,4079300,0,0,0,0,0,0,0,1158700,0,8660900,0,6075400,0,11423000,0,0,0,9852100,0,3731700,0,4381000,0,0,0,0,0,0,11574000,0,0,6569400,0,0,0,0,0,0,0,0
A6NCS6,24800000,13030000,14341000,0,7411200,6401000,0,2126600,9722700,8672200,12035000,2055500,2122100,2382400,160750,5742300,7574800,9053100,3741200,9392900,6494000,2719200,5369300,0,12076000,580170,8296900,5254400,13352000,1708300,11428000,15952000,14463000,8941600,10196000,3620200,29647000,9533400,8471900,7194900,8578800,13346000,9117800,4225400,13645000,8365000,16015000,0,15313000,9369700,6408200,0,10922000,985340,0,9450300,29123000,12425000
A6NDB9,7471500,0,6407700,0,0,0,0,0,0,0,0,0,0,0,0,1162200,0,0,3247700,4775500,0,0,0,495530,3563500,1102800,4705900,0,0,3973300,0,0,5138500,0,4910700,0,0,0,0,2275700,0,0,0,1675300,5726100,0,0,2137800,0,0,0,0,0,0,0,0,0,3290400
A6NDG6,254300000,260250000,195290000,144590,67887000,61655000,14064000,36295000,163880000,56502000,38537000,76932000,159210000,63225000,8664800,67413000,75969000,31362000,177090000,190790000,8532800,57285000,75354000,14125000,125210000,28409000,154090000,51722000,164770000,47340000,136810000,83356000,203850000,135620000,174900000,48259000,111680000,74303000,115790000,126010000,142980000,52910000,108950000,92266000,196260000,96800000,180830000,103050000,191790000,50271000,87232000,42814000,76541000,56030000,28560000,148750000,118230000,65632000
A6NDU8,9524900,0,0,0,3275500,4439800,0,2261900,0,4535000,4476800,2681600,0,0,494330,3870900,5852700,3945300,0,10551000,4862100,0,3800700,1107900,0,1338200,8068100,3196800,0,3123800,9969600,6735300,0,0,0,0,3710700,0,33620000,4119600,6870400,4894100,4948000,0,7603700,4708000,5342500,3528800,0,0,0,1337500,4394700,2176300,1034200,5027500,0,0
A6NE02,31678000,128210000,26466000,0,17278000,10733000,1961800,13826000,29177000,19729000,26156000,3802600,0,20636000,5720700,35811000,49133000,32704000,22565000,24993000,16314000,10781000,30151000,2696500,12023000,4233000,14632000,17127000,20425000,35735000,5505400,42985000,23859000,21290000,23210000,0,27657000,2174500,23488000,24040000,31757000,22291000,35415000,20858000,59623000,33358000,12799000,16517000,8834400,43319000,0,2040800,30728000,11939000,715380,32276000,37409000,11841000
A6NFC5,0,0,6128300,0,0,2670100,0,0,0,4856200,0,0,8717400,1491600,0,0,0,0,5125200,0,0,3040400,2699800,0,0,0,0,0,0,0,4639500,0,4974400,0,2038200,3906300,0,0,0,2490100,0,2903500,2238400,0,0,0,0,0,4505300,0,1811300,0,1121300,1209100,0,5219800,0,0
A6NFY7,3342200,0,2823000,0,0,0,0,0,0,0,0,0,1107200,0,0,0,0,0,2094600,964510,835490,0,0,0,1074000,0,1059800,0,1482000,0,0,0,1151700,1809900,1901700,0,0,0,0,0,0,0,0,0,0,0,0,0,2152500,0,800580,0,2498400,0,0,0,0,0
A6NGB9,13807000,61354000,10737000,0,20035000,5990000,96670,37120000,3760400,18635000,10064000,13522000,7344200,13661000,0,83178000,143270000,39959000,30762000,10584000,1316500,2951000,58821000,439130,13518000,1042800,7076400,47588000,11137000,33141000,9041700,117540000,0,25791000,7932400,6104500,124440000,1716800,11196000,15147000,25466000,41109000,75323000,16043000,10689000,81709000,67531000,12418000,15931000,22187000,0,0,24186000,0,261210,43545000,70568000,4023900
A6NGN9,84274000,27411000,78805000,0,21054000,4790500,1138900,20419000,45192000,7857700,30503000,5970500,51941000,18602000,3134700,23090000,22267000,22191000,73471000,52346000,22982000,14759000,4449000,1015500,45515000,3455800,34125000,17220000,51598000,21604000,31340000,47085000,43519000,39741000,42153000,5780900,32689000,2679700,15070000,0,58010000,15841000,7034100,21250000,0,17869000,2873800,20185000,44240000,13488000,12852000,0,25085000,6577300,0,29193000,16181000,38731000
A6NHJ4,41621000,238870000,43165000,0,3828200,68510000,5517100,50087000,23644000,67645000,80841000,25081000,46094000,50294000,0,91369000,115960000,63546000,54014000,36255000,30255000,0,29232000,2894000,38181000,10106000,47749000,48461000,35775000,59356000,48381000,106270000,32433000,25832000,30510000,101410000,70767000,63227000,146530000,9574200,130180000,129990000,136390000,79865000,198140000,182510000,156160000,79829000,32902000,46165000,13750000,6973200,7602100,0,0,78769000,54362000,38335000
A6NHL2,3572800000,8118800000,2427100000,560730000,2507100000,3601700000,490870000,1811000000,1705000000,2887700000,2742700000,2601500000,2279700000,2982500000,77134000,2460700000,2188800000,2143700000,2355400000,2269700000,1064800000,2578600000,2662000000,696200000,2179800000,481540000,1794800000,2089200000,1551100000,4069100000,1635800000,2250400000,2216000000,2083800000,1903400000,1325300000,3746200000,1977700000,4639000000,3247400000,3843200000,2154100000,3734600000,3921900000,2555900000,4100700000,2403400000,3303500000,1471700000,1939000000,1332000000,566930000,1925400000,816300000,564530000,3915300000,3641100000,1872300000
A6NHQ2,23610000,0,46752000,0,0,0,0,2348000,4021400,0,0,3107100,24010000,0,1622300,0,0,0,25001000,28398000,20378000,0,0,1385500,22150000,1988200,6036500,0,30940000,0,19345000,12059000,33135000,24976000,25044000,0,0,19437000,0,0,10926000,0,0,0,0,0,5864400,0,18861000,4600200,14198000,1792100,3548600,4025400,2167800,0,0,19464000
A6NHX0,27060000,0,0,0,0,7727900,1146800,6984400,9137400,7270900,8159700,0,11352000,0,1860500,6082400,9518800,15596000,0,0,0,0,12586000,1354600,8107900,0,10695000,10303000,0,16573000,6758900,13018000,11527000,0,7355100,2798700,15787000,0,0,0,22848000,0,0,0,0,16960000,0,0,0,9556000,4791900,0,0,6160800,3572000,10900000,0,7023700
A6NIH7,18772000,47344000,24270000,0,2762300,9913600,1176700,2222000,11807000,3747100,5891100,2344500,9449800,0,1613200,7610200,13747000,9544000,18953000,11168000,9272000,0,0,447700,13065000,0,3352100,4217200,16524000,11426000,16122000,9194100,14711000,10159000,10206000,26858000,19669000,14060000,11028000,7220600,31612000,0,20219000,8777400,22303000,20128000,17081000,15393000,4150000,5917300,4343300,0,5722400,6098400,1007500,24603000,15269000,7412000
A6NKD9,0,4728800,0,0,2802300,0,89092,0,1304400,2470700,0,1133200,0,1591500,0,1695800,0,3668100,0,0,0,0,0,0,0,0,0,5008600,0,4875800,0,0,0,0,0,0,0,0,0,0,3028900,0,2860600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NL88,75610000,296560000,121730000,264830,39285000,25499000,7697000,55072000,140760000,1091100,43182000,23716000,99628000,65292000,6548400,110160000,80951000,126610000,109270000,211830000,39954000,14548000,51137000,8360000,56559000,12962000,84796000,77393000,122130000,61537000,49030000,141920000,112340000,110920000,104430000,2443500,151190000,37143000,78810000,58269000,131830000,94999000,129490000,35079000,0,202250000,86326000,42503000,121870000,89463000,36211000,16280000,30131000,18440000,1893400,65648000,43410000,89592000
A6NLU5,846370,0,11017000,0,0,0,0,0,5856200,0,0,0,4884400,0,0,1754100,0,0,6652100,8016800,1239800,0,0,107620,6788200,259160,2788000,3343400,9625800,6102100,11612000,0,7534100,2149000,7155500,5292800,0,582960,601230,1415800,3695000,0,0,4173200,3240300,2244900,5809700,0,4054500,980480,1338700,0,1141900,1171400,0,12186000,0,6387400
A6NNM3,27267000,544620000,0,0,42252000,15506000,4318500,5936700,0,73089000,0,5647800,0,25651000,4789300,0,0,43436000,0,0,3114400,25792000,0,0,0,0,0,0,4165600,9494600,0,0,0,1417500,0,487770000,3525500,95499000,101970000,0,38677000,1835700,7279600,0,0,99568000,0,45240000,3568100,0,0,0,20534000,0,0,10292000,37297000,4578500
A6XGL0,23847000,43989000,40053000,0,3882900,7422100,1840900,43990000,12750000,0,18426000,3212600,22203000,6396300,6478600,86286000,53755000,43111000,57430000,28123000,13039000,0,63918000,1055900,16251000,1525100,23242000,142040000,18314000,20612000,4925000,82480000,17151000,34380000,6986300,4305900,26976000,15144000,24752000,12742000,11782000,21724000,60971000,6621800,0,130440000,67152000,0,42754000,74299000,4703800,8326100,12084000,5732400,927500,20837000,13780000,22736000
A7E2V4,0,1309800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A7KAX9,48975000,48706000,34477000,0,14273000,23048000,2189600,7297900,35286000,9879100,17433000,14112000,25941000,19271000,1232700,14210000,15877000,13465000,23531000,55758000,10012000,7984100,8975100,0,15124000,5861800,23652000,102960000,48020000,118160000,20921000,210310000,31042000,25765000,28275000,5384800,7150400,25109000,25135000,17518000,50137000,7149800,7903300,9674500,29889000,28564000,51568000,15896000,17726000,12803000,22710000,2495900,7093700,4105900,81589000,14527000,7264200,18199000
A8MSI8,2291300,1084500,34055000,0,13374000,30659000,433570,2967600,32218000,9378000,44300000,2095400,34573000,15557000,0,25523000,38356000,2803500,43354000,42828000,6597300,15920000,14857000,548480,19626000,577710,28625000,4472900,36817000,28411000,28929000,40799000,20386000,31894000,27623000,1597500,2981700,7004000,2400500,14019000,16384000,12728000,28747000,22351000,28720000,10372000,45950000,1517700,24314000,18650000,9922400,1003800,23146000,0,652910,43390000,4497600,33115000
A8MU93,0,11854000,0,0,0,0,0,0,0,0,0,0,4096100,0,0,0,0,0,0,0,672660,0,3940800,0,2130700,0,0,0,0,2927400,0,0,2320100,0,0,0,0,0,2546300,8514700,0,3379100,0,0,5623500,0,0,3554100,0,0,0,0,2213600,0,0,8459100,0,0
A8MVW0,102670000,123120000,95024000,0,49420000,71607000,7988000,33629000,115900000,11963000,82043000,27934000,77680000,39170000,10761000,70666000,52631000,57515000,71287000,137860000,29651000,30338000,27422000,10213000,54897000,28162000,128040000,54139000,120220000,66583000,58260000,67460000,104480000,41825000,79840000,7816400,75470000,78303000,74376000,47746000,72799000,46868000,56546000,35296000,76708000,133090000,63029000,55564000,55815000,46331000,43566000,19310000,59268000,50317000,4881400,39250000,24153000,65429000
B0I1T2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15513000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1407400,0,0,0
B2RV13,21084000,45595000,19995000,0,0,0,0,0,11908000,0,0,0,14605000,0,0,7476000,7033600,0,14675000,11951000,3130900,0,5863200,2767100,8117100,4418700,9280800,8723500,15074000,8525100,11643000,8590300,17554000,9776500,7805800,3267600,12578000,0,12868000,7970500,10140000,7909100,8678800,11840000,11326000,6572800,8497900,9546400,12127000,7998800,0,0,0,6214800,0,0,0,6737600
C4AMC7,28565000,0,3227600,0,0,0,790490,0,0,0,4995100,7031400,5297100,0,546390,0,0,0,8089300,6683600,4163300,0,0,0,5205800,0,6168200,2045400,7285600,11015000,8099000,12384000,7137000,7389400,6729000,3609800,17357000,16869000,0,7907500,11962000,4853300,9988500,5760200,4209200,0,6796300,0,5846300,5589100,0,0,0,2319500,0,0,4641200,0
C9J069,181920000,523100000,73788000,442340,77270000,63450000,7822300,42030000,158770000,20295000,83534000,53721000,81885000,61505000,9878900,80614000,142500000,107470000,95649000,156790000,55859000,27502000,74758000,7037400,65207000,27261000,98114000,82003000,138080000,87754000,55922000,189710000,95067000,90890000,138580000,12887000,107710000,45265000,175990000,81304000,158220000,59270000,123870000,54399000,82752000,126820000,130640000,65810000,99234000,93404000,59952000,16357000,81756000,55558000,5627100,107810000,44073000,86539000
C9JLW8,0,0,0,0,0,13924000,0,0,0,0,0,3810900,0,0,0,0,3170000,0,0,0,0,0,0,0,0,0,0,0,0,3913200,0,5596500,0,0,0,0,0,0,0,0,2160200,0,0,2674700,2450300,6483800,8505400,321940,0,2131700,0,0,0,0,0,0,8202100,0
E9PQ53,606890000,531930000,440340000,4896300,191350000,184000000,8914900,97998000,340860000,102930000,295690000,44578000,221300000,172200000,0,232840000,385420000,39461000,416170000,393480000,58611000,42187000,222390000,13910000,286210000,59951000,354030000,214100000,342140000,269250000,206010000,343190000,277290000,305130000,311320000,142120000,287640000,243320000,433960000,197370000,142220000,33804000,126160000,169760000,556960000,152790000,408120000,242240000,108630000,216370000,198090000,25908000,138080000,71519000,24623000,104490000,98447000,275470000
H3BS89,11458000,25154000,13414000,0,7434700,0,2703400,20650000,10815000,0,11003000,0,9436700,11189000,2644300,13636000,22457000,10757000,10662000,11832000,7014500,0,19638000,2867700,7656300,3092300,9097400,27588000,7613700,0,7172000,23591000,11965000,6000200,9634300,0,34969000,9303700,0,0,16222000,18550000,37547000,0,0,24800000,14880000,3931600,7832700,15079000,5935000,0,0,11182000,0,0,5147700,11007000
H3BV12,0,0,0,0,0,0,0,6052700,0,0,0,0,0,0,0,5903000,2820700,0,0,0,0,0,0,486310,0,0,0,9075900,0,0,0,0,0,0,0,0,13930000,0,0,0,0,0,8074100,0,0,10045000,0,0,0,0,0,0,0,1158700,0,0,8224500,0
O00116,0,0,6948300,0,4173600,3923600,0,0,8090800,6518000,4112300,3854400,6278600,0,0,0,6203900,4183600,2262400,0,0,3894800,6828300,0,0,1887800,4144300,0,10066000,0,2915500,0,12009000,2077800,2794700,11745000,6848100,21597000,8544100,11499000,0,0,0,0,0,17836000,10582000,5568500,12457000,0,0,1680400,4634600,4903900,1392100,11331000,0,0
O00139,905570000,1373500000,734990000,3112000,308620000,290410000,40735000,176990000,342100000,294570000,341980000,129350000,501980000,256180000,26430000,329000000,391340000,333270000,531480000,412160000,256960000,227800000,291190000,40078000,338370000,80637000,196990000,308010000,437100000,369730000,308700000,587830000,555590000,410450000,268510000,222580000,520010000,494300000,526440000,251560000,654370000,348980000,430920000,301300000,650650000,698910000,531610000,320650000,445600000,293090000,182670000,79816000,348120000,120360000,44454000,302510000,306400000,391100000
O00142,176880000,332020000,162090000,0,55492000,32946000,3155400,18432000,82000000,34290000,54987000,21222000,74948000,39318000,3486600,79363000,142310000,65252000,93206000,78196000,43075000,25189000,84219000,7256300,93847000,13474000,98274000,85182000,104320000,43030000,63513000,199990000,123100000,103250000,72024000,34046000,76158000,325370000,101880000,60179000,181360000,85958000,112980000,41793000,181540000,146890000,187600000,55379000,123850000,104080000,23389000,13351000,81827000,16080000,13496000,84701000,56708000,67720000
O00154,352140000,737780000,368690000,3299400,182550000,244400000,47764000,245810000,274630000,156970000,284060000,137880000,359440000,46202000,62763000,286410000,348580000,314830000,346850000,344280000,65970000,180850000,343210000,47298000,241740000,68978000,257930000,485670000,375390000,313490000,259290000,447160000,385190000,296180000,299970000,162670000,363690000,263540000,239360000,262000000,495250000,222660000,448060000,275320000,545370000,458040000,512540000,149620000,381580000,266670000,151830000,98742000,322080000,124250000,81917000,308960000,351910000,216950000
O00159,37147000,43739000,20090000,0,13494000,43033000,2346400,17535000,31673000,20029000,51430000,2402400,17786000,32869000,1428500,4066800,17357000,13571000,13240000,3142700,22626000,15120000,10423000,1905900,20445000,2648400,32426000,2499700,34530000,15427000,12834000,32212000,19632000,21956000,22890000,30290000,12235000,77390000,31389000,10818000,33705000,22467000,29680000,7236700,33194000,28076000,23159000,12606000,15507000,6728100,9402200,1492700,11702000,12104000,4915700,17535000,15020000,18508000
O00160,0,0,0,0,0,0,0,0,7300700,0,0,1538000,0,0,0,0,4108500,0,2494200,4576300,0,0,0,0,4403000,0,5567000,2263600,5918300,0,4415200,6316400,2539800,2317800,6125100,0,0,22914000,0,0,0,0,0,0,0,4662100,0,0,0,0,0,0,0,0,0,0,0,0
O00161,25382000,93803000,14787000,0,0,0,0,0,7814700,0,0,0,21955000,0,0,2802200,5636200,0,13207000,6919600,0,0,21204000,3055400,11279000,2982000,9304900,3751300,8662300,6583700,20717000,23003000,12772000,7751200,13564000,5030400,3493400,25033000,31774000,24532000,12143000,20531000,10491000,6177400,36606000,13223000,10211000,2959900,18207000,5011700,0,0,0,0,0,0,2292400,6414800
