proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29
P22033,5982400,31680000,0,25055000,33917000,61643000,0,74534000,8953500,28284000,0,40440000,82084000,53130000,138480000,24412000,3183300,65628000,23871000,25802000,0,12026000,0,2306900,38624000,8351700,0,3570200,0
P22059,0,0,1535000,0,113490000,196910000,14273000,126930000,23246000,136820000,39341000,244740000,101450000,255190000,263360000,98496000,61408000,398650000,46995000,29275000,0,0,0,0,0,34793000,236560,10349000,20435000
P22061,36599000,60441000,201430000,120910000,298340000,527480000,48638000,1524400000,19644000,855320000,136500000,738990000,1870200000,476380000,860830000,994500000,200400000,734920000,282440000,268010000,9018900,30238000,198350,50165000,36543000,131710000,92984000,72575000,85486000
P22087,15902000,30651000,12871000,20319000,356320000,1081500000,46613000,394280000,253950000,219390000,110990000,387460000,291850000,317020000,3189800000,428200000,203210000,1267900000,135760000,123050000,2036500,161810000,0,101200000,199860000,123410000,29646000,55971000,0
P22102,0,0,1249900,7698800,149230000,443540000,2367300,232660000,106840000,87405000,63799000,282390000,191890000,296460000,542970000,315190000,60963000,671060000,215920000,195900000,0,50458000,0,27818000,61265000,67007000,37795000,43085000,37626000
P22105,585800000,109280000,68022000,146960000,2683200000,1246900000,1126300000,287180000,307170000,1558700000,63463000,653970000,1051100000,91364000,28417000,497670000,407760000,285110000,1541300000,313900000,11725000,230880000,0,1019900000,19605000,874990000,100240000,186300000,327150000
P22234,12263000,47241000,2187700,2349300,307470000,332050000,22896000,347090000,40554000,201560000,41004000,223980000,534580000,807470000,340020000,232410000,144340000,838040000,101170000,126750000,1048200,24439000,0,57641000,145600000,51771000,55520000,34479000,18947000
P22307,9198000,12162000,53300000,46971000,257490000,1380300000,0,966350000,1123600,353740000,255010000,483560000,543820000,285720000,458870000,294580000,60224000,581720000,150910000,76646000,2097700,58497000,249090,24321000,55338000,65194000,14839000,160990000,14085000
P22314,96860000,250200000,187060000,149270000,3997800000,11798000000,820050000,7203600000,3166900000,4962500000,1616100000,8220800000,5066100000,6147900000,10903000000,8319300000,1953300000,12532000000,7578800000,3322000000,94172000,1377500000,709970,582490000,804100000,1355100000,528870000,703280000,120540000
P22352,17781000,19069000,671400,17339000,427900000,6230300000,245390000,50754000,71181000,195910000,269670000,0,56860000,128760000,3762900000,188000000,149070000,0,276950000,12707000,33932000,22520000,478320,371760000,24339000,455210000,580050000,252400000,374630000
P22392,258240000,301510000,394360000,272850000,5536400000,5571500000,376880000,5010800000,1366200000,2589700000,2092900000,5392000000,3475700000,5350300000,10287000000,6137700000,2013500000,6211800000,2319800000,1573800000,54675000,1806000000,8527600,1966800000,2231400000,1756600000,1112700000,916340000,304630000
P22413,0,0,0,0,0,33023000,3029800,0,1692000,0,0,0,0,7594900,0,0,0,144380000,1729800,15798000,0,0,0,0,0,0,0,0,0
P22570,3219600,0,0,0,300190000,361910000,7152800,165190000,179580000,128960000,86026000,207140000,379550000,68917000,575550000,315280000,2407500,252130000,168460000,114920000,5165200,13515000,822880,106070000,42966000,0,16299000,0,2158800
P22626,423480000,566990000,245680000,182440000,5959400000,15164000000,466380000,9454500000,3059300000,7711000000,1206800000,8150100000,5543100000,7826700000,19100000000,10727000000,4093700000,17089000000,3553600000,2704900000,219680000,1641400000,35657000,1254700000,1432500000,5017600000,964790000,2528200000,605950000
P22681,0,0,0,0,0,0,0,0,0,0,0,0,0,13658000,9459200,0,0,11935000,0,0,0,0,0,0,0,0,0,0,0
P22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6792700,192910000,0,14691000
P22695,97934000,140390000,322980000,134140000,1233200000,2666700000,97372000,769970000,732090000,803820000,750940000,494250000,921140000,808060000,4170800000,799320000,786340000,3541900000,387940000,208040000,19610000,160100000,4047500,111540000,187040000,645660000,176700000,268220000,57818000
P22732,0,0,0,0,0,0,0,0,0,0,0,0,0,2244600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P22792,0,0,0,9374200,2599900,254120000,307020000,140520000,0,16485000,6233900,5221100,128650000,9317100,12598000,112840000,7349600,0,131290000,111500000,0,15525000,0,0,0,7385700,129630000,30666000,86207000
P22830,0,0,0,2958600,3675600,117910000,0,23349000,0,69359000,0,30499000,28414000,64187000,112420000,73134000,42623000,168420000,17549000,14393000,0,8169200,0,0,0,0,0,0,0
P22894,0,0,0,2262300,0,0,0,0,0,0,343300000,0,0,0,0,130030000,0,0,0,0,0,0,0,0,0,0,0,0,0
P22897,3477900,16094000,0,13923000,0,35657000,0,0,0,25279000,0,19452000,26410000,0,46056000,0,0,0,0,0,0,6543600,0,4104400,0,12271000,0,0,0
P23141,43466000,156450000,34558000,74584000,7303800,121250000,2786300,0,0,56064000,0,0,0,0,9784700,0,0,0,0,60762000,4207700,0,0,0,35345000,635670,6218400,1378400,0
P23142,1897700,10475000,17645000,19191000,132360000,793500000,2563600000,344180000,645420000,235490000,843230000,2091700000,1189500000,165890000,2806300000,4443200000,240240000,624120000,622730000,1852200000,2190500,32713000,1647300,28100000,43112000,3564000000,3173500000,1741400000,1308500000
P23193,4353200,14087000,0,0,65652000,79100000,0,71861000,78164000,52938000,961820,50645000,15821000,17424000,264350000,101860000,8624200,194400000,41876000,10294000,0,6435600,904680,14081000,22225000,41712000,5699500,69873000,2553700
P23219,0,0,0,5030500,19495000,35334000,0,23938000,16207000,0,115470000,0,0,44343000,57272000,25216000,16309000,0,0,0,0,0,0,0,0,0,0,0,0
P23229,5190900,5941000,4836800,5064500,155700000,55331000,0,40851000,30687000,59509000,6064100,113280000,60435000,14893000,538960000,33455000,22146000,321430000,172480000,17144000,0,0,0,5128700,12921000,46056000,0,3048400,0
P23246,52673000,188690000,2764800,18795000,1241100000,3886100000,147640000,2291500000,532380000,1559100000,492270000,2088800000,1556700000,1994400000,5624900000,2910400000,467780000,4701800000,1034400000,771870000,34371000,240340000,5746000,258580000,339540000,818060000,690560000,292720000,572430000
P23258,0,0,0,0,2205800,86606000,0,23097000,9436200,20875000,990040,67449000,39805000,85862000,248480000,37768000,2329900,249940000,7474100,34419000,0,0,0,0,0,19439000,0,12285000,0
P23284,151940000,316330000,115710000,328700000,2713200000,6962400000,356610000,2508000000,1979100000,3259500000,2584500000,4024900000,3022100000,3460800000,6583000000,4510300000,3419300000,4675600000,1503200000,1027800000,119370000,629680000,8234000,723160000,370480000,1441500000,2868900000,891620000,452600000
P23297,0,0,8189600,1425300,0,25467000,0,835620000,0,0,15884000,0,0,0,0,11128000,0,0,0,0,0,0,0,0,0,0,0,32324000,0
P23368,12839000,14835000,1365600,6681100,111040000,519400000,6251500,381610000,53974000,145430000,137200000,174130000,598870000,157300000,402280000,272710000,89217000,347060000,123760000,93404000,0,22377000,0,0,26964000,0,0,19375000,21863000
P23381,16486000,30225000,36808000,24195000,498380000,1146800000,23096000,1991200000,64807000,215620000,187690000,273080000,186570000,421600000,886030000,531490000,120470000,701870000,406420000,159400000,0,91403000,0,59383000,110900000,86494000,80311000,87665000,53026000
P23396,29148000,108200000,61136000,44541000,1330700000,2069800000,180950000,1650100000,637900000,795340000,1385700000,1354600000,997570000,1438900000,3073300000,1410100000,882710000,2688800000,718590000,443570000,36358000,361830000,24443000,122980000,377560000,608500000,724310000,414500000,281190000
P23434,0,3418200,0,0,85811000,182940000,8010400,99810000,6871000,56317000,56943000,101710000,90466000,68516000,0,76947000,0,339740000,35012000,0,0,0,0,5920800,13491000,0,0,0,0
P23458,0,0,0,0,18655000,0,0,0,0,24363000,0,46016000,17596000,72013000,0,224080000,0,78902000,0,0,0,0,0,0,0,26501000,0,0,0
P23469,0,0,0,0,0,0,0,39745000,0,3732800,0,0,0,0,0,0,45071000,8056600,0,0,0,0,0,0,0,0,0,0,0
P23470,0,0,0,0,15704000,62692000,8458300,0,0,0,3944200,11942000,2146400,15764000,285510000,17351000,51446000,17413000,0,0,0,0,0,0,0,0,0,0,0
P23471,0,0,72722000,0,0,0,0,64638000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2937000,0,0,0,0,0
P23497,0,0,0,0,0,60463000,0,64051000,0,0,0,43366000,0,76036000,50357000,2521800,0,89906000,34788000,0,0,0,0,0,0,0,0,0,0
P23515,4468400,4780200,67448000,0,0,0,0,2401100,0,0,0,9270000,0,0,11925000,0,0,0,0,2892400,0,0,0,0,3768100,27527000,0,0,0
P23526,74265000,50765000,16694000,14302000,2381200000,2432500000,235720000,2287000000,512210000,1035400000,495260000,2624300000,1067000000,1811400000,2697500000,1289200000,1047000000,3488900000,421610000,738940000,70925000,480860000,12644000,307870000,740450000,553810000,352570000,427200000,64043000
P23528,285360000,506630000,902640000,686130000,6765000000,5418000000,2330200000,6494300000,1420100000,3402900000,3417700000,9935100000,4829200000,21612000000,18467000000,7880300000,1184000000,10803000000,8816500000,5748100000,194750000,1781300000,16225000,1314800000,934460000,2308800000,2557500000,1690700000,1392600000
P23588,5724500,12385000,0,0,7472500,359540000,0,139440000,0,98285000,7622500,109020000,64417000,65310000,76560000,236430000,10564000,212130000,34366000,5242700,0,122210000,0,13473000,0,3615600,5876700,2050300,37340000
P23610,0,0,0,0,0,15255000,0,0,0,0,0,10325000,0,0,19257000,0,0,0,4421100,6588600,0,0,0,0,0,0,0,0,0
P23634,37732000,55718000,121350000,15049000,1420700000,1309700000,29989000,1190100000,664440000,913760000,1031800000,1662200000,1167800000,1278400000,3889300000,1735400000,324970000,2884100000,898750000,601200000,50821000,130510000,0,68984000,238790000,1520700000,40387000,69803000,50882000
P23743,0,0,0,0,4962800,67649000,0,26778000,0,13142000,3598700,34549000,0,0,112440000,29711000,0,61436000,58028000,0,0,0,0,0,0,0,0,0,0
P23763,0,0,3580000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P23786,9465100,33401000,5810600,3267400,22942000,134910000,0,90012000,1952700,87280000,0,58368000,77128000,58826000,63353000,43138000,45168000,169290000,4254200,28396000,6008000,0,0,0,1440800,26314000,13700000,25635000,7170400
P23919,5007800,4384100,0,0,11956000,0,0,0,1188700,0,15285000,14984000,17383000,17458000,67454000,28847000,0,22072000,0,17487000,0,6001900,0,1919800,4186600,0,0,3786500,0
P23921,0,0,0,0,7876800,0,0,0,7601900,0,0,0,0,10560000,47180000,0,0,0,0,7447300,0,0,0,0,0,0,0,0,0
P23946,0,0,0,0,9763100,0,60784000,0,0,0,0,0,0,0,114160000,0,0,0,0,0,0,0,0,0,0,41268000,69128000,0,0
P24043,0,0,0,2659600,18802000,22144000,0,46270000,0,11031000,0,0,0,0,242250000,30823000,52495000,0,0,9729000,0,0,0,0,0,4965600,0,2420000,628600
P24158,65252000,11453000,0,0,48627000,113430000,75442000,9182300,0,294980000,2007200000,0,18117000,10469000,32685000,57179000,8646400,0,9899500,0,23761000,0,0,31848000,28673000,61569000,24854000,63179000,55062000
P24310,0,0,6093600,0,0,0,0,0,0,0,0,0,0,37333000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P24385,0,2310700,0,0,0,0,0,0,0,0,0,0,0,0,24077000,0,0,0,0,13203000,0,0,0,0,0,0,0,0,0
P24468,0,0,0,0,937420,4006500,0,21124000,20804000,0,0,0,0,5910300,25672000,0,0,11293000,0,8802100,0,0,0,0,0,0,0,0,0
P24534,22057000,13743000,8859900,4283000,308370000,701640000,60013000,320060000,269460000,322790000,144730000,432920000,195570000,557090000,2137600000,918760000,71967000,734720000,243040000,230530000,12201000,241240000,3206400,67221000,236070000,240070000,71157000,154950000,105730000
P24539,107110000,187490000,69463000,100550000,460950000,2092900000,21338000,1502200000,9137800,1322300000,197090000,729830000,1337200000,1603900000,3404000000,1681800000,315350000,3488100000,588440000,1606300000,26331000,113630000,0,193270000,319530000,2926700000,90726000,259970000,2652000
P24557,0,998740,0,0,5748200,224160000,0,54358000,13326000,18504000,14408000,37775000,0,100200000,286270000,132180000,37068000,84935000,6454600,45197000,779650,0,0,0,0,0,0,0,0
P24592,0,0,0,0,0,0,20772000,0,0,0,0,0,0,0,186830000,0,20150000,0,0,0,0,0,0,0,0,15184000,46859000,26527000,26922000
P24593,0,0,0,0,0,72475000,0,0,0,25494000,0,186390000,72425000,11634000,107690000,51301000,0,0,0,92760000,0,0,0,5105200,15322000,0,0,0,0
P24666,4542500000,12160000,20990000,10908000,3298200000,167530000,930280000,217610000,56080000,76107000,128670000,355930000,146360000,468800000,168340000,128450000,53520000,68992000,149600000,147110000,1309900,373850000,336390,1179000000,51951000,62123000,81315000,592540000,1353800000
P24752,129600000,199180000,179250000,138950000,1496100000,1404000000,124630000,1571000000,853150000,592500000,488920000,1371900000,868610000,1818600000,3806100000,1186400000,1432100000,2684600000,825950000,352610000,33741000,229870000,1815300,144490000,424370000,413190000,140730000,413710000,110020000
P24821,0,11529000,4763800,42730000,48439000,16876000,14014000,13415000,8036100,27140000,1045200000,8013400,93802000,0,293410000,85890000,4120200,13637000,25192000,0,10777000,0,0,4622900,9743500,545430000,4431100000,1442500000,1116300000
P24844,10988000,55560000,146130000,226740000,0,73427000,101510000,18146000,0,59956000,11303000,0,41058000,56799000,100210000,22582000,34535000,533010000,0,14802000,0,0,0,0,3674800,538360000,718830000,1819200,27799000
P24928,0,0,0,0,0,9680300,0,0,0,0,0,0,0,0,33477000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25067,0,0,0,0,0,16631000,0,0,0,0,0,0,0,0,71686000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P25098,0,0,0,0,0,9046900,0,0,0,0,0,4890500,0,0,0,5170700,0,9711500,0,0,0,0,0,0,0,0,0,0,0
P25205,0,0,0,0,0,0,0,2950800,0,0,9806700,0,0,8721500,0,0,0,19865000,0,0,0,0,0,0,0,0,0,0,0
P25311,27439000,8882000,8370200,12939000,167960000,740430000,935920000,615040000,27653000,704300000,104880000,136920000,1645800000,94058000,340590000,371910000,57221000,29929000,257220000,20637000,23297000,44818000,0,129060000,17749000,97178000,1379600000,620350000,443250000
P25325,5188700,16269000,13556000,0,53141000,10400000,99599000,120900000,19085000,2380000,15965000,42634000,24346000,142310000,122250000,31808000,69468000,349220000,114890000,25020000,0,22319000,0,4151800,25687000,40917000,0,7524700,0
P25398,99304000,237100000,88033000,178920000,1311600000,3548900000,151740000,2242100000,637810000,1759100000,815580000,2307600000,1994300000,3409800000,10647000000,2422200000,504360000,3905100000,608640000,973960000,8023100,638690000,3343400,722050000,750710000,1153100000,674940000,486720000,2603400000
P25445,0,0,0,0,139610000,17156000,0,61571000,53557000,0,44084000,12351000,118430000,18808000,298400000,97255000,19094000,79583000,0,0,0,0,0,0,0,7383300,0,0,0
P25490,0,0,0,0,0,0,0,0,0,49248000,0,0,27316000,94544000,85875000,55384000,0,163050000,11594000,11536000,0,0,0,0,0,0,0,0,9878900
P25685,0,5776100,0,0,52528000,175100000,8669900,225430000,63822000,59592000,19172000,97359000,237760000,20598000,273470000,14602000,54034000,274940000,121440000,17806000,0,0,0,10537000,17206000,0,0,0,1610700
P25705,1560900000,2942900000,3438000000,2473900000,7132900000,19678000000,592850000,12743000000,2110700000,8626800000,2497300000,6034300000,8600400000,10875000000,18322000000,10457000000,5468400000,19481000000,4775100000,2934000000,503220000,2266800000,22084000,2412900000,3254900000,4518500000,2523900000,3157500000,687290000
P25774,0,0,0,0,0,13145000,0,11214000,0,0,88444000,0,10655000,7169800,31670000,14288000,0,9286000,0,0,0,0,0,0,0,36517000,0,5963000,0
P25786,15412000,5634600,4423000,41076000,81061000,957330000,70177000,936000000,62949000,342830000,235520000,532100000,596160000,557430000,1424600000,676080000,199840000,1343200000,235000000,126510000,0,10986000,0,145380000,63358000,217130000,161080000,168660000,70088000
P25787,0,0,0,1801000,225740000,674090000,184230000,377310000,57461000,390030000,128390000,754840000,278200000,703330000,506560000,555070000,102180000,542420000,149400000,239640000,0,0,0,6548300,0,235290000,96292000,82462000,13592000
P25788,16216000,15956000,14143000,14818000,134810000,388720000,14853000,296390000,29895000,168100000,136230000,220200000,215550000,406280000,636980000,393680000,7929400,611620000,86178000,56557000,14273000,100740000,1036900,29865000,84566000,104370000,106460000,65561000,28343000
P25789,0,22600000,36148000,36708000,154340000,785660000,0,459160000,14400000,324150000,180820000,222050000,284900000,222290000,413940000,402690000,123070000,409650000,28480000,67204000,11744000,74122000,571060,70723000,119840000,150560000,211940000,108670000,95045000
P25815,28985000,0,0,0,10117000,0,0,0,0,26652000,1053500000,0,0,0,0,0,0,0,0,0,23782000,0,4576600,0,0,1127700,0,0,0
P26022,0,0,0,0,0,0,0,0,0,0,17957000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265430000,2070200,101840000
P26038,148940000,225160000,267120000,335480000,3909200000,10987000000,459610000,7760400000,1426000000,3424000000,3033200000,10823000000,5426400000,4958400000,7578100000,5457600000,2138200000,5911300000,6640300000,2842100000,418920000,1021900000,18962000,673140000,1151900000,2409300000,2724800000,1426600000,438650000
P26196,0,3631600,6007800,5514600,49686000,237120000,0,370080000,155170000,184010000,15242000,242940000,361790000,144860000,553020000,148560000,58681000,552300000,113320000,80302000,0,17930000,0,5433700,20291000,20678000,13153000,13953000,0
P26232,0,0,8452100,0,29756000,118330000,47227000,171760000,26386000,51460000,1645500,160750000,80996000,203520000,312820000,82844000,72507000,0,108390000,59833000,0,0,0,0,1541300,16466000,18818000,24886000,0
P26368,7917100,16855000,12225000,13440000,335880000,513490000,36979000,306410000,421960000,386920000,212430000,324770000,217220000,489220000,1560000000,354990000,241870000,1368100000,161880000,109850000,0,26812000,0,18563000,28412000,104740000,0,6293100,0
P26373,31893000,84983000,19624000,22173000,1322100000,1929200000,21405000,179640000,24720000,416220000,446230000,266770000,411950000,1567300000,1278100000,566980000,67971000,2650700000,125460000,393650000,18039000,213720000,3523400,94587000,153170000,80912000,443030000,36537000,68809000
P26440,136840000,133430000,0,16663000,177070000,761980000,0,370080000,59599000,210430000,132810000,123070000,138680000,176210000,757080000,90403000,59503000,717360000,111210000,64386000,10521000,72141000,0,33312000,168880000,26751000,24648000,28517000,0
P26447,0,43909000,127480000,108110000,310550000,138170000,120420000,201080000,0,145130000,239140000,100900000,129160000,137050000,607290000,755420000,422430000,104600000,11847000,94408000,0,38897000,6734100,43020000,14318000,80858000,530000000,95462000,0
P26572,0,0,0,0,0,69585000,0,33693000,0,30118000,0,2769200,148960000,52494000,54450000,18940000,7417900,39516000,2006200,8855800,0,0,975290,0,0,0,0,0,0
P26583,37319000,41269000,0,0,317000000,814420000,11707000,2540600000,28216000,467400000,476010000,459980000,1106800000,549710000,2081100000,1674600000,162480000,1253300000,31635000,96354000,73229000,159290000,0,64533000,156150000,0,0,182840000,12322000
P26599,22693000,46153000,652170,4363000,966330000,3708800000,389750000,1854500000,1852200000,1978300000,241560000,2518800000,1546900000,1807800000,4854300000,1627700000,546050000,4158300000,1320400000,678620000,18827000,175360000,0,110900000,80579000,400350000,191740000,185070000,78198000
P26639,2057400,9481400,6984200,1853900,285180000,896750000,40133000,311390000,168330000,141550000,116750000,207590000,333740000,192840000,654500000,272820000,64628000,463550000,187730000,221870000,0,30516000,0,17090000,40189000,27897000,47251000,26988000,28709000
P26640,0,15846000,1232800,1166800,595290000,1145400000,17491000,364410000,269760000,410740000,268080000,443090000,479800000,573680000,702210000,434690000,287130000,1225500000,134090000,65277000,28336000,86300000,2025000,59181000,113330000,168480000,88147000,24486000,36422000
P26641,65901000,75001000,55094000,26144000,1244500000,2388900000,97105000,1928100000,461930000,972020000,1306400000,2027800000,769350000,3350600000,4203100000,2435800000,505350000,3875300000,1379400000,629210000,198380000,864670000,4056300,292840000,499270000,597520000,556960000,320750000,164860000
P26885,5406700,21990000,24493000,26235000,98544000,473660000,0,720810000,0,440830000,101930000,406200000,641010000,529120000,713620000,303340000,66940000,1434100000,206950000,116570000,51917000,33488000,1940400,41226000,75130000,143750000,137440000,130240000,54365000
P26927,0,0,0,0,3083300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43833000,10177000,46102000
P27105,28424000,33745000,93291000,27934000,238350000,168830000,637460000,167070000,33100000,306090000,677310000,45563000,91444000,299150000,1723000000,172930000,247590000,171830000,190950000,217750000,21455000,77433000,0,22609000,136310000,50327000,289150000,79110000,191450000
P27144,81004000,95463000,54711000,131600000,265960000,590050000,255870000,457230000,41756000,1973100000,43387000,292230000,2132400000,109590000,994650000,239440000,128470000,1117900000,726440000,192790000,14226000,48362000,2421400,64217000,89152000,128580000,25105000,2511800,0
P27169,0,0,4980600,613100,14358000,67484000,146390000,35192000,5109200,0,0,0,0,21341000,0,18202000,57563000,94953000,116720000,110230000,0,0,0,0,0,13122000,240940000,221280000,155320000
P27338,0,0,37538000,0,0,102830000,0,2227700000,1887500,6794900,0,12898000,13144000,1637300,0,0,0,0,0,21357000,0,4583300,0,0,36525000,9603100,0,246040000,0
P27348,43314000,77063000,61305000,87023000,3414300000,4465000000,200220000,4636000000,720990000,3340600000,1816800000,3637000000,2357100000,3309800000,4330600000,690070000,398000000,5801900000,2888600000,1040000000,23615000,272970000,9053500,109580000,169920000,1827900000,368060000,665110000,117760000
P27361,11224000,35118000,38983000,60670000,99978000,508070000,8346700,172730000,9137800,92301000,92854000,223360000,233410000,171710000,368780000,43507000,58868000,358540000,80864000,73642000,26620000,79875000,3305800,57259000,72637000,87564000,0,58289000,0
P27449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24157000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P27487,0,0,0,0,0,10825000,0,0,0,12310000,64575000,17270000,9914100,0,9016200,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P27635,12643000,27712000,0,0,119540000,694620000,3362700,89897000,7532800,68200000,56595000,115290000,141150000,236990000,1031000000,275860000,126840000,370070000,16040000,18115000,0,90439000,199130,33556000,45480000,6508900,110820000,32421000,35017000
P27658,0,1228100,37112000,1353900,34673000,142040000,0,5844000,22438000,0,0,31364000,0,0,63846000,22371000,0,20403000,2588600,69452000,59516000,0,0,3127100,8164000,0,0,0,0
P27694,0,0,0,0,26843000,236250000,0,92518000,42832000,103870000,37207000,88823000,114580000,94501000,626530000,115880000,40803000,589310000,129640000,84094000,0,0,0,0,0,0,0,12297000,0
P27695,8241900,21446000,0,0,1309700000,2888300000,100480000,2672700000,515630000,1653800000,635510000,2581800000,569130000,2614000000,4820400000,2476900000,989970000,5892500000,1016400000,564620000,7190000,147790000,1230100,123850000,117420000,660770000,90665000,535640000,45840000
P27708,1272500,9027800,0,1185600,211890000,261580000,12091000,136500000,103310000,3778900,22515000,156600000,15225000,230050000,791750000,78204000,17299000,771580000,128630000,202030000,0,1149000,0,0,16198000,0,70064000,51780000,0
P27797,283410000,755460000,104590000,774690000,6367600000,31150000000,1530200000,12079000000,2793300000,8016100000,8580300000,14246000000,11112000000,10070000000,18377000000,13588000000,5403300000,17744000000,11296000000,5024000000,121330000,1214300000,4408900,2002600000,665490000,4185800000,3561500000,1935400000,2058600000
P27816,41715000,37066000,16681000,28243000,373050000,3871400000,9831200,3535300000,172120000,734650000,48131000,2029900000,1420700000,1912000000,3179600000,1929700000,332690000,2093200000,730540000,28304000,14582000,611910000,1536300,267060000,174960000,545780000,150700000,487120000,22613000
P27824,214440000,294020000,108790000,192080000,2837300000,10230000000,325380000,6156100000,1372900000,10220000000,1962600000,4491500000,11281000000,3297600000,5042800000,6452300000,1865400000,7773100000,3178100000,1209700000,434850000,414550000,873570,135190000,325010000,1149800000,562340000,870250000,154130000
P27918,0,0,0,0,0,0,17283000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P27986,0,0,0,0,0,102460000,0,13785000,0,0,0,30485000,0,0,0,0,0,14814000,0,27655000,0,0,0,0,0,0,8983900,0,0
P27987,0,0,0,0,11708000,21223000,0,25079000,0,0,735780,0,0,52124000,47088000,15896000,0,142820000,0,15237000,0,13579000,0,19076000,0,0,10705000,0,0
P28062,3012700,0,4801900,0,2663700,367180000,0,313660000,34542000,159540000,285420000,371780000,478100000,300690000,213720000,147350000,39110000,892840000,26467000,74909000,0,26475000,0,37875000,116360000,7423100,62354000,57546000,0
P28065,0,0,0,6641200,9626300,177050,0,633650,0,341640,4414300,0,21342000,0,80110000,379120,0,39740000,0,0,0,0,0,0,0,0,0,55326,0
P28066,24163000,23553000,0,19184000,300650000,780080000,56950000,957470000,23903000,403920000,159610000,545620000,460900000,582780000,947950000,471710000,148390000,1267300000,305120000,161880000,15526000,68713000,2244300,68743000,94130000,188360000,102240000,144440000,80839000
P28068,0,0,0,0,0,31201000,0,8058500,0,0,3190600,5135600,0,59945000,43848000,0,0,19638000,0,0,0,0,0,0,0,0,0,0,0
P28070,8626100,37021000,0,0,143190000,261820000,26330000,251210000,0,144790000,75416000,180430000,191100000,156710000,603890000,210130000,0,392580000,0,73711000,0,87588000,0,62152000,89434000,40629000,55072000,59918000,0
P28072,15823000,50093000,15195000,31757000,81061000,319320000,0,117370000,21283000,182680000,54433000,264700000,111400000,198210000,335770000,406430000,41171000,645030000,158470000,87107000,16428000,42216000,6236300,93260000,81516000,18923000,0,18458000,0
P28074,13748000,12064000,0,5293400,206150000,757630000,39552000,704740000,12581000,302290000,132100000,80366000,316480000,286900000,173470000,299000000,139990000,513670000,181330000,88434000,27353000,87140000,0,24344000,32210000,169810000,169960000,82678000,19285000
P28161,20368000,30130000,0,19249000,127330000,397870000,127250000,672100000,24346000,134370000,37651000,943580000,248230000,754580000,234550000,235850000,54205000,1634000000,347020000,903430000,13643000,9841300,2634700,0,15175000,365520000,288730000,277630000,85466000
P28288,0,0,0,0,15512000,360290000,1186900,93609000,36192000,63961000,6932400,38943000,29964000,137950000,477410000,85617000,75982000,79784000,56406000,0,0,0,0,0,0,16145000,0,0,0
P28289,79915000,83854000,1584500,65027000,1026100000,1934600000,231030000,1978000000,79794000,2285200000,115100000,1869300000,2329500000,1773500000,2646200000,1658100000,574480000,3729600000,1368800000,845710000,33726000,175450000,2220000,220740000,384510000,503420000,338030000,349190000,185460000
P28290,0,0,0,0,0,0,0,0,0,8235400,0,32411000,35149000,0,0,50679000,0,0,15407000,0,0,2440200,0,0,0,0,0,0,0
P28300,0,0,0,0,0,0,119990000,0,0,14350000,0,0,0,0,37369000,3864300,0,0,0,0,0,0,0,0,0,65002000,92209000,43230000,74789000
P28330,4242800,3498100,0,0,0,572370000,0,76601000,8481500,10143000,7901700,0,38779000,48518000,23403000,0,0,120170000,0,0,0,14090000,0,3121100,45016000,0,0,0,0
P28331,62172000,151590000,225480000,100530000,494280000,839200000,38772000,514960000,397700000,373580000,166290000,389910000,317810000,648730000,1714600000,394540000,311480000,1065800000,335300000,253750000,5977700,61949000,1046200,95403000,161150000,119950000,65098000,29844000,12417000
P28370,0,0,0,0,50481000,0,0,18204000,39743000,10730000,0,40380000,0,24990000,47125000,13849000,0,95452000,0,0,0,0,0,0,0,0,0,0,0
P28482,35794000,95288000,212020000,124000000,213120000,546770000,22269000,1164100000,269610000,480980000,69835000,920840000,562900000,268680000,1245400000,453900000,169320000,1376300000,209370000,473360000,21306000,104410000,317380,39386000,129430000,108590000,16477000,87189000,13758000
P28676,0,2914800,0,4370300,34048000,43113000,12428000,22671000,10261000,27092000,293490000,10465000,15323000,27767000,13553000,34605000,0,41291000,29863000,28182000,0,0,2640900,2183000,15443000,0,0,0,0
P28799,0,0,0,0,52587000,338670000,0,67588000,0,74044000,180320000,135580000,129920000,112620000,445750000,245800000,0,247430000,8928800,18417000,0,0,0,0,0,0,0,0,0
