proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29
A0A075B6I0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32372000,0,0
A0A075B6J9,0,0,0,0,11430000,0,0,0,0,17676000,0,0,0,0,0,0,0,0,14740000,0,0,0,0,0,0,0,0,0,0
A0A075B6K4,0,4545100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29710000,0,0,0,0,0,21420000,13642000,19894000
A0A075B6K5,0,4637900,4930000,0,19880000,0,0,191770000,0,50858000,0,31326000,52174000,0,18801000,20076000,0,0,59429000,0,0,10692000,0,3962300,0,105950000,172030000,218120000,14417000
A0A087WSY4,0,0,0,0,0,0,2563300,0,0,0,18282000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8058300,0,20527000
A0A087WSY6,1743000,0,0,0,0,0,17065000,0,0,0,0,0,9742900,0,0,0,0,0,5660600,0,0,4410000,0,0,0,0,38468000,60569000,0
A0A0A0MS14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5112500
A0A0A0MS15,0,0,0,0,0,17156000,42590000,26267000,0,55161000,16439000,0,25023000,0,18391000,5799200,0,0,0,0,0,0,0,0,0,23783000,51778000,46551000,77719000
A0A0B4J1V0,19193000,9649100,0,0,20935000,0,12357000,0,9783200,111920000,144520000,0,0,0,0,0,0,0,0,0,73992000,14918000,0,16111000,9922100,0,10196000,0,3693800
A0A0B4J1Y8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34856000,15415000,34183000
A0A0B4J1Y9,0,0,0,0,0,0,25620000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23375000,136810000,0,0
A0A0C4DH31,0,0,0,0,0,0,0,0,0,0,0,0,0,5702500,0,0,0,0,0,0,0,0,0,0,0,152140000,173790000,0,329810000
A0A0C4DH34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1789600,0,49711000,36526000
A0A0C4DH35,0,0,0,0,7096700,12849000,74262000,18614000,0,0,13573000,7790800,21104000,0,0,0,0,0,0,0,0,0,0,0,0,16132000,113620000,40364000,169850000
A0A0C4DH36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47907000,21994000,0
A0A0C4DH38,0,1235300,0,0,8272000,0,8265700,0,0,32143000,0,0,0,0,0,0,0,0,0,7919800,4005900,0,0,0,0,20765000,198880000,18423000,73421000
A0A0C4DH67,0,0,0,0,0,0,16533000,0,0,5840600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54357000,11690000,0
A0A0C4DH68,0,0,0,0,0,0,37419000,0,0,0,27792000,0,0,0,0,0,0,0,0,0,24987000,0,0,0,0,23190000,114490000,68879000,134830000
A0A0C4DH72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11770000,30365000,21101000,47512000
A0A0J9YX35,0,0,0,0,16006000,0,35980000,0,0,0,0,0,0,0,0,0,0,5786200,0,0,3304300,0,0,0,0,0,202790000,99827000,70734000
A0A2R8Y619,0,0,0,0,0,10015000,0,0,0,0,0,0,0,0,17052000,0,0,46395000,0,0,0,0,0,0,0,0,0,0,0
A0AVT1,2272400,2042400,5233100,2503700,134070000,92414000,0,122260000,17497000,61213000,91454000,121110000,90872000,195920000,72767000,54959000,0,164430000,118050000,25235000,10944000,16940000,373830,2763000,32330000,15502000,0,0,2665400
A0FGR8,0,9086100,13845000,23283000,139480000,283590000,14635000,97334000,85296000,272020000,8634200,489360000,162290000,356390000,537740000,111590000,24286000,366710000,193410000,93501000,0,30746000,0,0,7305200,18963000,0,12768000,0
A0MZ66,2546200,0,9543300,0,0,0,0,63148000,3768900,0,0,0,0,38022000,44051000,19042000,48932000,0,0,0,0,22772000,0,0,4057400,0,0,0,0
A1A4S6,0,8145300,6511700,0,0,50141000,0,35447000,0,0,0,0,12188000,2242800,63800000,10960000,0,68498000,0,6220200,0,0,0,0,0,0,0,0,0
A1IGU5,0,0,0,0,14040000,10826000,0,16112000,0,37368000,0,0,21383000,23136000,12666000,4893500,0,0,0,0,0,0,0,0,0,0,0,0,0
A1L0T0,0,3916900,0,0,36772000,282500000,0,141900000,24064000,142380000,0,136350000,138520000,128070000,407840000,125250000,10688000,498060000,42106000,59062000,3050400,1109700,0,0,0,4821800,0,8249200,4718400
A1L4H1,0,0,0,6251400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21549000,0,0,0
A2RRP1,0,0,0,0,13013000,5261600,0,22823000,4967900,0,0,11795000,2534200,15282000,31112000,13619000,2863100,18688000,2568500,5371700,0,0,0,0,0,0,0,0,0
A3KMH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4D1P6,0,0,0,0,0,0,0,0,78808000,0,0,0,0,22825000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4D1S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38955000,0,0,0,0,0,0,0,0,0,0,0
A5PLL7,0,0,0,0,0,7831900,0,0,0,6024900,0,15228000,0,0,0,0,0,37572000,0,0,0,0,0,0,0,0,0,0,0
A5YKK6,0,4581800,0,0,44766000,28238000,0,33314000,19091000,11329000,13162000,27710000,4843600,45537000,95302000,12152000,11029000,32507000,0,3648700,0,0,0,0,7455900,0,0,0,0
A6NDG6,3469800,4656000,0,0,11406000,13084000,0,17928000,0,0,13683000,37823000,0,35394000,0,23871000,0,30776000,7566400,15991000,0,9368100,0,7543600,10639000,0,0,0,0
A6NDU8,0,0,0,0,2978300,0,0,0,34020000,0,0,0,0,37156000,0,2923400,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NHL2,0,0,0,0,0,0,0,0,0,0,0,0,0,13881000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NHQ2,0,8041100,0,0,85294000,164610000,0,0,20794000,0,29574000,0,0,136570000,427060000,0,0,207570000,0,34918000,0,19514000,0,18154000,0,0,12617000,0,0
A6NHR9,0,0,0,0,1028900,10057000,0,6001300,0,0,2058600,0,7226100,24635000,0,4934500,0,29012000,5190100,0,0,0,0,0,0,0,0,0,0
A6NKT7,0,0,0,0,29817000,0,0,0,16813000,0,0,0,0,31725000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NMZ7,13086000,35985000,0,0,14939000,0,0,225000000,0,2548000000,10761000,10046000,48161000,46057000,12597000,60264000,0,71811000,15012000,22627000,548920000,0,587810000,0,0,0,0,72232000,330680000
A6ZKI3,3562600,9924800,0,0,0,0,0,8813800,0,3535800,0,13081000,14416000,0,81291000,25941000,0,32296000,23703000,0,0,14813000,0,16298000,20269000,0,0,0,0
A8MWY0,0,0,0,0,3348700,142700000,0,18445000,0,0,0,0,0,122460000,39375000,0,0,45340000,0,0,0,0,0,0,0,0,0,15591000,0
A9UHW6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17132000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B1AJZ9,0,0,3013700,0,0,0,14756000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8342100,0,0,0,1551100,61037000,0,46707000
B7ZAP0,0,0,0,0,0,0,0,19307000,0,0,0,0,0,0,0,0,0,22447000,0,0,0,0,0,0,0,0,0,0,0
C9JRZ8,0,0,0,0,0,68060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E9PAV3,17539000,19382000,14771000,20311000,131520000,7334500,29108000,510270000,207910000,261330000,46447000,296710000,229880000,396770000,683110000,352170000,144590000,1226800000,183680000,47397000,0,112190000,0,63438000,97036000,58227000,126770000,88989000,141720000
L0R6Q1,0,5770100,0,0,0,130290000,0,40750000,2816600,82704000,0,18448000,91395000,13326000,33742000,5936400,15179000,80289000,9057300,12980000,676040,27595000,0,0,6650400,0,0,0,0
O00115,0,0,0,0,0,0,0,0,0,0,37529000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00116,0,0,0,0,10143000,242360000,0,58971000,43268000,20256000,1954900,26424000,50077000,29347000,131460000,42283000,12627000,113740000,14413000,0,0,0,0,0,0,0,0,0,0
O00139,0,0,16808000,4731100,4634100,47845000,0,9366400,0,5940100,0,53403000,10844000,26738000,25522000,27554000,0,11160000,9302500,2040600,0,0,0,0,0,0,0,0,0
O00142,0,0,0,0,0,58894000,0,25411000,0,6959700,5206400,3143000,6061900,8038300,42817000,0,17137000,12891000,6443800,0,0,0,0,0,0,0,0,0,0
O00151,15729000,27797000,18282000,94356000,78350000,348580000,43609000,362080000,0,536540000,43827000,78125000,390860000,481440000,501220000,129530000,37350000,215210000,51313000,57288000,0,242820000,0,71630000,6991900,250550000,87934000,30269000,154160000
O00154,0,0,29591000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00159,38985000,86010000,131420000,107480000,1308700000,1161200000,102540000,546550000,563100000,2300600000,59847000,1061100000,2029500000,1142700000,4585900000,645960000,797530000,3544300000,637350000,546720000,41576000,204060000,1203300,105830000,127040000,408210000,226660000,110400000,137430000
O00160,0,0,0,0,17019000,39424000,2408400,21141000,10506000,0,69137000,15915000,3812300,169350000,69930000,38493000,20020000,45783000,0,0,0,0,0,1234000,0,0,0,0,0
O00161,0,0,0,0,17029000,140410000,0,31343000,0,61041000,51555000,38330000,76937000,64885000,77971000,80244000,20316000,80723000,37123000,7748400,7762900,63770000,0,13880000,14175000,0,0,8642100,2682000
O00168,0,0,0,0,0,7186400,0,0,0,26974000,0,75721000,0,66013000,163690000,95442000,0,357400000,109800000,0,0,0,0,0,0,13217000,0,39192000,0
O00170,0,0,4266100,0,81298000,165270000,0,162220000,115310000,62701000,61091000,221200000,183620000,236020000,723380000,111520000,159630000,443150000,72865000,70780000,0,19511000,999850,9512800,6716400,34343000,16747000,3418700,0
O00178,0,0,0,0,0,5195900,0,0,0,0,3802800,3845300,0,23114000,43062000,0,0,41578000,3863300,0,0,0,0,0,7149800,0,0,0,2983000
O00182,0,0,0,0,8331700,206850000,0,77218000,73981000,0,25484000,256740000,7147100,145700000,77468000,116590000,94550000,202630000,682500000,25819000,0,10289000,0,0,0,15729000,51039000,14853000,5620400
O00186,4051700,12614000,10198000,15132000,17145000,151310000,0,65128000,18757000,157070000,11666000,108460000,136000000,101790000,197210000,44089000,43587000,76879000,54807000,18007000,0,24082000,0,17714000,38456000,9499000,0,0,4163100
O00193,0,0,0,0,0,0,0,14825000,0,0,0,0,0,0,0,27611000,0,32203000,0,0,0,0,0,0,0,0,0,0,0
O00203,5520000,21266000,88734000,18882000,281410000,430520000,0,284600000,43306000,288770000,57246000,227080000,413520000,423650000,790930000,118420000,37044000,492270000,120430000,30989000,3296100,56377000,0,36213000,39955000,61915000,7171200,8395200,29417000
O00214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00217,0,0,24468000,0,0,35686000,0,74261000,37707000,17179000,0,41081000,47666000,43327000,440240000,149160000,0,192430000,30770000,0,0,0,0,0,0,0,0,0,0
O00231,33229000,33201000,26586000,25756000,404710000,978650000,53270000,675590000,60334000,360740000,111020000,630290000,516890000,633870000,921660000,497500000,164590000,1482900000,255470000,185750000,9572800,95808000,2987900,94727000,176070000,144480000,65189000,89894000,9456000
O00232,0,0,21516000,14952000,171400000,341920000,22414000,265250000,110170000,199780000,95124000,225750000,243240000,339450000,276670000,205100000,47578000,420120000,206850000,70678000,0,25477000,0,21596000,29627000,35253000,14046000,17637000,0
O00233,14671000,20029000,19923000,8907400,235070000,304640000,42169000,303590000,25218000,228640000,306020000,209920000,218750000,487230000,151620000,238400000,153710000,725660000,51295000,43868000,95305000,50393000,0,43838000,46301000,146070000,94116000,98942000,62184000
O00244,9301100,0,0,7601000,47926000,843430000,0,335480000,25106000,427830000,0,476620000,818260000,204520000,554920000,621090000,53083000,622240000,5516300,33443000,7843300,96733000,0,30426000,101820000,75849000,125890000,13406000,0
O00264,190560000,409290000,84653000,155980000,1344500000,4611800000,158390000,3250400000,1028200000,4719300000,537480000,1095400000,2944400000,1102700000,1228200000,1571900000,929230000,7086000000,428580000,1225400000,71878000,221770000,14484000,39789000,173420000,713390000,68389000,269420000,28983000
O00267,0,0,0,0,6265300,0,0,0,11963000,0,0,0,0,0,0,0,0,32756000,0,0,0,0,0,0,0,0,0,0,0
O00273,0,0,0,698960,7393200,0,0,38340000,5633700,0,0,44329000,0,40702000,41743000,21644000,0,139290000,0,9227700,0,0,0,0,0,0,11460000,0,11148000
O00291,0,0,0,0,0,0,0,30171000,0,0,0,10272000,9483800,21116000,109490000,0,12003000,34015000,0,0,0,0,0,0,0,10865000,0,10094000,0
O00299,20514000,28040000,55327000,89696000,1523500000,1602200000,132750000,2948100000,485270000,2006600000,597750000,2896200000,2885100000,1808200000,2379500000,1349400000,911440000,3869600000,2211600000,992010000,86613000,339830000,4100500,216650000,225910000,520610000,523410000,519830000,328040000
O00303,0,0,0,0,22410000,223710000,1839500,296240000,36261000,84979000,21459000,122430000,156200000,312460000,679190000,56793000,30352000,688410000,81101000,178720000,0,0,0,6161400,26586000,72996000,25204000,39042000,20712000
O00308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13071000,5863100,0,0,0,0,0,0,0,0,0,0
O00330,0,0,0,7861000,23826000,28432000,0,47068000,13837000,16771000,8978600,11212000,41477000,37196000,104200000,0,0,52951000,0,0,0,0,0,0,0,10404000,0,926410,0
O00391,0,0,0,0,0,0,14717000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5638500,0,0,28052000,0,8286000
O00400,0,0,0,0,0,17565000,0,13213000,0,8759500,0,0,3978600,0,18985000,0,0,23042000,0,0,0,0,0,0,0,0,0,0,0
O00401,0,0,0,0,13233000,0,0,0,8072900,43100000,0,13043000,22536000,32970000,64020000,17176000,0,88254000,0,0,0,0,0,0,0,0,0,0,0
O00410,0,0,17207000,2085500,365320000,826130000,36717000,418770000,177540000,104000000,117860000,296150000,281210000,486140000,1955300000,127890000,92476000,413090000,150870000,211450000,4901100,12108000,407810,14958000,24059000,20156000,68732000,49705000,6871500
O00422,0,0,0,0,0,0,0,49703000,0,0,0,0,0,11332000,37299000,36459000,0,30474000,0,29040000,0,0,0,0,0,0,0,0,0
O00423,0,0,0,0,79124000,100460000,0,12545000,0,0,0,20616000,0,0,7811300,12669000,0,24109000,0,7133400,0,0,0,0,0,0,0,0,0
O00425,0,0,0,0,5422300,29473000,0,0,17861000,0,0,0,0,78758000,78097000,21883000,0,89415000,0,0,0,4265900,0,0,0,0,0,0,0
O00429,13373000,21773000,99332000,0,64623000,580270000,6390000,274390000,59366000,339590000,18579000,226540000,373160000,119730000,403200000,172500000,54490000,585920000,176080000,83520000,2906600,17354000,0,32058000,55138000,38930000,32219000,47044000,7310700
O00442,0,0,6056500,3762700,0,78788000,5426500,49737000,7837700,26188000,0,81003000,105660000,55497000,183750000,43432000,0,146460000,60848000,31765000,0,0,0,0,0,0,6521000,0,0
O00443,0,0,0,0,432630,6577000,0,23735000,0,2813400,268400,17300000,6587000,8370100,14238000,0,0,20556000,20296000,0,0,0,0,0,0,0,0,0,0
O00461,0,0,0,0,98092000,131700000,5946000,12808000,21873000,75303000,0,56234000,170250000,147190000,54583000,468870000,12904000,38890000,0,0,0,0,402110,0,0,0,0,13338000,11846000
O00468,38114000,84005000,71698000,78370000,1084800000,1714300000,51955000,416530000,77228000,1596800000,107290000,607870000,1102100000,940920000,2437400000,435410000,227760000,972190000,289800000,317210000,0,25616000,0,154110000,28971000,415190000,84946000,90583000,4921700
O00469,0,0,0,0,1402100,9157000,0,4478000,0,40061000,42404000,11840000,11674000,19539000,7801300,24019000,0,74376000,0,15519000,1767700,11301000,0,7773500,0,0,0,0,0
O00471,0,0,5488500,0,0,41525000,0,0,0,0,0,21470000,0,27007000,45126000,6411000,0,35419000,19148000,0,0,0,0,0,0,0,0,0,0
O00478,0,0,0,0,2006600,0,0,8099700,14653000,0,0,18816000,0,0,17888000,13741000,0,14254000,0,13733000,0,0,0,0,0,0,0,0,0
O00483,4082100,29974000,24978000,7827000,29730000,62807000,42970000,131400000,7206000,0,0,47821000,0,82619000,5296500,0,0,38352000,0,0,2812000,5619800,0,7190600,8030500,0,0,0,21142000
O00487,10938000,35275000,7550400,8755400,86942000,364540000,12695000,150400000,26574000,95920000,46296000,85937000,124780000,70771000,517240000,100310000,37965000,506820000,59901000,78019000,0,55141000,1721200,69919000,32814000,79503000,30057000,22446000,16459000
O00499,4184600,6463800,53100000,8471900,98214000,284110000,35391000,146630000,35281000,10548000,32606000,186750000,33716000,692870000,432250000,152840000,76600000,573020000,0,251880000,4282300,49102000,0,23935000,0,60421000,0,17592000,0
O00505,0,5575600,6014300,6087200,59742000,57980000,0,0,24923000,28129000,3761100,28857000,35649000,71372000,130170000,28236000,0,73629000,9117800,32218000,0,11727000,0,0,0,10762000,0,16530000,0
O00515,0,0,0,0,0,0,0,0,0,0,18453000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00519,0,0,0,0,0,0,0,0,0,0,0,0,0,6692100,0,0,0,189940000,0,0,0,0,0,0,0,0,0,0,0
O00534,2756100,2333200,3887000,0,0,62420000,0,258260000,2308800,11520000,17317000,254210000,35931000,0,79583000,39682000,17552000,73856000,59730000,9073600,0,0,0,5361800,12277000,0,0,0,0
O00541,0,0,0,0,6325000,0,0,0,13890000,0,0,0,0,14155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00560,0,0,0,0,60981000,346430000,2631200,261920000,80528000,70304000,34512000,293760000,195600000,122800000,1135200000,220230000,115270000,637640000,205150000,98138000,16892000,3697300,789960,3448900,2193400,69706000,73407000,13838000,42656000
O00567,0,0,0,0,107680000,418670000,6123100,42436000,207240000,76097000,323080000,94748000,88972000,184160000,694040000,113250000,90425000,568620000,34953000,51994000,0,6116400,0,0,6531300,0,0,0,0
O00571,5788900,26936000,2676400,1566900,256510000,872980000,0,536130000,168370000,491290000,101110000,565400000,555170000,708100000,950840000,637870000,251470000,949930000,297820000,159140000,5906500,169830000,0,40796000,71858000,121060000,15305000,24723000,30231000
O00584,0,4256100,8096700,30461000,33611000,50372000,0,49056000,8849100,28844000,60347000,39728000,21132000,160080000,132410000,69344000,110550000,116670000,15750000,81952000,0,29558000,0,0,1487000,66659000,10264000,0,0
O00592,0,0,12006000,11005000,256690000,15337000,0,57050000,0,477440000,52844000,9972000,34195000,14608000,16395000,0,18820000,43666000,13003000,0,0,0,0,0,0,28297000,0,35048000,0
O00625,0,0,0,0,3351800,40996000,7634700,68053000,10438000,6799600,1028500,57532000,9610900,26488000,39398000,39130000,3049400,73317000,35005000,9422800,0,0,0,0,0,0,7263400,7569100,15026000
O00629,0,0,15388000,0,288870000,625800000,42201000,280460000,64540000,117580000,51194000,138870000,145470000,367570000,445000000,25710000,29465000,442250000,251760000,131410000,0,28554000,0,0,0,14756000,12010000,50939000,721610
O00635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49786000,0,0,24274000,0,0,0,0,0,0,0,0,0,0,0
O00743,0,0,3034700,2273400,43382000,55164000,4583900,37704000,31864000,22936000,0,69512000,29422000,45825000,44882000,55344000,0,98358000,22006000,5543500,0,0,0,0,0,0,0,0,0
O00750,0,0,0,0,0,0,0,0,0,0,0,39035000,0,25471000,0,0,0,0,7401800,0,0,0,0,0,0,0,0,1876100,0
O00754,7101200,12196000,0,0,39012000,45741000,0,0,18364000,32333000,37927000,97472000,363150000,55897000,335130000,83937000,14477000,574220000,62411000,1619300,0,8370500,0,0,1500200,0,0,0,0
O00757,0,0,0,0,0,82567000,0,23066000,0,0,0,48295000,0,16821000,0,69339000,0,77817000,0,0,0,0,0,0,0,0,0,0,0
O00764,19652000,59455000,57277000,84923000,486920000,570840000,55524000,1555900000,257670000,664040000,346030000,1405000000,3094800000,1354600000,6572300000,1719100000,28043000,2228200000,369380000,557130000,22878000,117190000,0,110580000,179280000,141060000,72439000,141300000,8958400
O14494,0,0,0,0,44662000,302160000,0,95097000,0,776240000,0,0,204370000,134760000,224720000,188210000,31901000,257980000,0,85794000,0,0,0,0,0,0,0,0,0
O14495,0,15200000,18137000,9852900,0,30550000,0,23403000,0,15627000,4544500,86828000,5263000,43454000,0,6307800,8942300,114530000,0,21321000,0,0,0,5943600,0,18689000,0,0,0
O14498,16786000,877810,0,0,150360000,1184900000,68798000,438890000,79935000,286510000,18071000,255650000,515000000,359230000,1138600000,78666000,307430000,757060000,79758000,30109000,0,199810000,0,233360000,60843000,63849000,0,33842000,0
O14513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42235000,0,0,0,0,0,0,0,0,0,0,0,0
O14521,0,0,0,0,0,0,0,0,0,0,0,0,0,10738000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14524,0,0,0,0,0,0,0,17502000,0,0,0,29433000,0,0,0,6685200,0,21322000,10172000,0,0,0,0,0,0,0,0,0,0
O14531,0,14075000,16270000,0,0,36000000,0,0,0,0,0,0,0,0,32911000,0,0,0,0,0,0,0,0,0,0,0,0,0,6565700
O14548,0,0,0,0,0,49319000,0,37141000,41226000,18666000,0,0,0,0,132290000,15839000,0,107650000,31556000,0,0,0,0,0,0,0,0,0,0
O14556,10347000,0,0,0,0,0,4693300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8952900,0
O14558,0,0,11970000,25688000,0,0,4769300,27147000,0,56824000,10012000,30237000,0,0,50109000,0,13150,0,7965800,36937000,0,0,0,0,9131200,96590000,236590000,12089000,17045000
O14561,1684700,0,0,10755000,87734000,172280000,0,145910000,4850300,134150000,29967000,34008000,103100000,104930000,398830000,71882000,33462000,220290000,14179000,0,0,25031000,0,0,1080900,21702000,0,7342000,0
O14562,0,0,0,0,0,0,0,0,9565000,27741000,16320000,32474000,18637000,53241000,0,31052000,0,0,0,0,0,0,0,0,0,0,0,0,0
O14576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40372000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14579,914410,0,0,0,131580000,643840000,12876000,202640000,108790000,220770000,27901000,370860000,412360000,180980000,809010000,355670000,120650000,758050000,378380000,245840000,1842300,6751700,0,3439600,2065400,120770000,50884000,35625000,0
O14594,4753600,58619000,56586000,5922600,0,0,0,10245000,0,14635000,0,16693000,10136000,0,3156200,29979000,0,29554000,0,0,0,0,0,0,3244900,19527000,0,0,0
O14617,6523200,10997000,46573000,7118000,186080000,523530000,51376000,395060000,211240000,129550000,41395000,188470000,706430000,217440000,873660000,159450000,28401000,709260000,130290000,89639000,3553800,16614000,0,5520400,7157700,0,0,0,0
O14618,9791400,3966200,3305900,0,91686000,46814000,50213000,0,33763000,0,27297000,73791000,19244000,41853000,52503000,78747000,37492000,90686000,50176000,0,1766900,40943000,0,3833100,52267000,88031000,0,3648400,15037000
O14639,0,0,0,0,285930000,1646900000,17544000,303420000,37838000,183780000,0,117390000,77734000,382210000,2470700000,1558500000,26956000,401310000,146630000,34701000,5851500,200400000,0,43711000,116900000,55412000,8316500,26609000,0
O14653,0,0,0,0,47919000,60543000,0,34730000,20624000,17115000,0,18573000,16055000,26982000,76864000,17352000,0,55742000,23258000,0,0,0,0,0,0,12596000,0,0,0
O14656,0,0,0,0,0,0,0,0,0,0,0,38009000,8300200,52346000,3148500,10780000,19595000,0,38739000,6921400,0,0,0,0,0,0,0,0,0
O14662,0,0,0,0,0,6081000,0,8814600,0,5365900,0,3798600,6484300,10592000,22444000,4033000,0,25470000,3348700,0,0,0,0,0,0,0,0,0,0
O14672,0,0,0,0,20102000,29138000,42713000,9544500,0,25272000,14039000,63888000,4813600,33751000,158060000,51067000,0,58174000,25513000,0,0,0,0,0,0,8084500,0,5467600,0
O14683,137310000,112090000,3700900,13630000,7609800,150410000,0,888190000,0,1710700000,0,31193000,472480000,67091000,48373000,0,318470000,84965000,44535000,6576300,10176000,0,0,34281000,225810000,58947000,0,175250000,0
O14727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14732,0,0,0,0,0,0,0,0,0,0,0,0,2566400,0,0,0,0,22321000,0,0,0,0,0,0,0,0,0,0,0
O14735,0,0,0,0,14365000,135010000,0,49761000,0,0,0,18461000,31555000,46818000,71968000,23687000,8271500,50151000,12633000,10372000,0,0,861670,0,0,0,0,0,0
O14737,5917900,8524000,22892000,7273200,76261000,210130000,0,140780000,14657000,96127000,51763000,44410000,216380000,61838000,432380000,100940000,201600000,226730000,25903000,41953000,4186300,71572000,5456500,43778000,61090000,18989000,0,38900000,35714000
O14744,2196500,2475400,0,0,26793000,44331000,0,29647000,10197000,0,2407900,49603000,0,24273000,96193000,72963000,0,40649000,0,6029200,0,2089900,0,0,11652000,0,0,0,0
O14745,2681400,11177000,0,0,265620000,1007300000,6475700,1607500000,25642000,879840000,48109000,226960000,599620000,252970000,582750000,200330000,166970000,921430000,260920000,22034000,9888100,32366000,0,89248000,48359000,45849000,24012000,75085000,12458000
O14773,71505000,91153000,230100000,491080000,1648100000,4403300000,263890000,5831500000,891410000,4081900000,1282600000,2991300000,1232400000,1831900000,3595100000,5160500000,407780000,2982700000,2341400000,1733400000,50511000,854670000,3396000,482700000,282110000,1263300000,85489000,464290000,149840000
O14776,0,0,0,0,33791000,105660000,0,13960000,2815800,7974400,2271400,31637000,9238600,37578000,255560000,18765000,4536100,148650000,12441000,0,3344400,0,0,0,8786000,0,0,0,6473600
O14786,0,0,0,0,0,50729000,29049000,17432000,6612100,28661000,0,31013000,40169000,45966000,27358000,6283800,47910000,24541000,30346000,15151000,0,0,0,0,0,20133000,67388000,0,0
O14787,0,0,0,0,24121000,26765000,0,56263000,10069000,23495000,0,33648000,15279000,44842000,67117000,16993000,9421300,127420000,16646000,0,0,0,0,0,0,0,0,0,0
O14791,0,0,0,0,0,0,102790000,0,0,17131000,20242000,0,0,0,30788000,0,0,35090000,52489000,27499000,0,1250800,0,1491300,0,0,95914000,60258000,0
O14818,237300000,156240000,43636000,120190000,1719900000,2491400000,100880000,2869900000,310090000,1427700000,1055400000,1134200000,1341000000,1232800000,2256200000,1103800000,271380000,3253100000,542280000,730920000,18271000,191740000,11339000,535670000,412450000,338310000,161280000,203070000,80759000
O14827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8936800,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14828,0,0,7053300,4987300,71248000,633970000,9063000,110060000,315450000,37156000,7990700,54870000,28116000,200890000,289390000,79990000,14425000,160310000,0,32265000,0,8262300,0,11688000,13294000,2735500,0,17491000,0
O14841,0,0,0,0,13385000,0,0,0,32065000,0,0,12892000,0,152370000,147230000,19754000,0,49336000,3675700,0,0,11338000,0,0,0,0,0,0,7469300
O14874,37317000,28499000,0,0,106180,27326000,0,0,0,0,0,2159000,0,46779000,21038000,0,807530,78689000,0,0,0,0,0,0,0,0,0,0,0
O14879,2739300,0,0,0,26013000,39195000,0,143730000,112150000,43289000,0,140250000,0,21071000,29603000,19278000,3749600,121130000,26234000,22393000,0,4155300,0,5351500,12963000,0,0,17903000,0
O14880,0,0,12573000,0,122380000,317040000,13019000,637370000,16219000,378670000,35195000,197560000,415710000,89411000,1126400000,54440000,4428500,595950000,510040000,34831000,0,0,0,0,0,69726000,0,33105000,0
