proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65
P82094,0,0,0,0,0,0,0,0,2925100,0,0,0,0,0,0,0,0,1396800,0,0,0,0,0,0,0,1692900,0,0,0,0,0,0,0,0,0,0,0,309370,1423600,1724700,0,1019900,0,0,1557100,270550,0,0,0,888280,0,336700,504880,0,0,0,0,1423200,0,0,0,0,0,0,0
P82909,61994000,34634000,2512100,1707000,13566000,34209000,0,7681800,5716200,5658500,0,19657000,0,7801200,0,34743000,0,53907000,5226400,821100,4706600,15615000,0,0,3791100,42990000,10663000,11067000,0,0,0,3658100,12076000,25636000,31129000,9989100,50044000,142710000,23492000,59246000,1640900,10913000,32638000,29679000,43506000,139380000,13433000,25842000,29602000,30818000,7506800,28588000,11187000,19789000,69776000,35903000,88845000,29154000,17987000,5290500,80013000,54571000,0,58561000,5388400
P82970,20038000,10272000,0,0,0,0,0,0,0,0,0,0,0,4991700,2741800,0,0,7680400,5403100,1639600,0,0,0,0,0,0,14060000,0,0,0,0,2081200,0,0,0,0,0,4505400,3914200,5386300,0,0,3439600,0,2655100,10126000,6401900,0,3166200,0,0,0,1748700,1503400,0,0,0,0,0,0,0,0,0,20249000,1524300
P82979,268790000,236070000,135260000,0,112610000,367240000,34175000,54398000,93532000,84204000,25296000,74679000,385770,192990000,34149000,515740000,0,97069000,83915000,14150000,41518000,131920000,24315000,65584000,16184000,44142000,21109000,37865000,13342000,94319000,0,62333000,10299000,157800000,85587000,32218000,6745400,166140000,157640000,275920000,6586600,144440000,102010000,62995000,175080000,193100000,155140000,23430000,219970000,150210000,56604000,79823000,68346000,49203000,141340000,176770000,232720000,82440000,64061000,172410000,200060000,142850000,0,93344000,62210000
P82987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4288100,0,0,5801700,0,0,0,0,0,10349000,0,0,1194800,0,0,0,0,7927200,0,14955000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3771300
P83731,6601200,7707600,7910500,0,3153700,12739000,0,2365200,14130000,0,3359500,0,0,12289000,0,0,9455700,0,0,0,1277700,8625800,7590600,1823200,1477500,8263700,0,1014700,0,21152000,0,1994200,0,3898000,0,20938000,5164200,3635200,3128300,0,2443000,16551000,0,0,3511300,21041000,6316500,0,6865600,16195000,2030700,2201200,0,2258800,18769000,5611600,0,0,0,5130500,4665200,6700900,0,4683500,1332500
P83916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29211000,0,3501200,0,0,0,11878000,0,0,0,0,0,0,0,0,0,0,0,0,3640000,10237000,0,0,0,5912300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23946000,0
P84022,0,0,0,0,0,0,0,0,0,0,0,0,0,3052800,0,0,0,1758900,0,0,0,0,0,0,0,0,551280,0,0,0,0,0,0,0,0,0,0,520120,0,0,0,1643200,0,1738100,294470,2234400,622500,0,2682000,201070,0,0,0,0,427920,0,0,0,0,0,0,0,0,0,114290
P84090,309480000,242630000,39559000,161510000,270600000,251900000,156330000,117900000,37218000,123030000,9144200,122200000,0,28868000,89627000,495460000,219110000,22812000,92243000,25766000,42394000,268870000,202710000,121500000,73031000,99162000,290080000,40633000,63408000,225380000,146090000,145520000,212510000,197990000,186020000,320040000,137580000,54372000,187050000,104500000,36165000,95010000,345310000,267660000,129180000,406510000,60752000,34457000,227770000,122890000,59635000,199930000,46341000,67102000,175570000,118100000,152580000,84520000,54789000,34905000,276340000,533160000,0,406390000,59417000
P84095,0,0,0,0,0,0,0,0,13956000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P84098,14599000,7581300,3640900,769490,0,0,10290000,6523300,3520400,0,282250,3929700,0,13673000,180390,6418200,0,8208300,458100,455480,708730,7154200,17560000,12207000,457950,6636000,7996600,2705200,1977300,2883600,0,4895100,5874400,7559000,8104600,0,16381000,7584800,7338500,7194400,0,5254400,4312800,5511300,4579200,11529000,2458100,0,13813000,16526000,5249700,0,0,1608700,0,6454100,2872100,7908000,0,1838200,0,0,0,11961000,3327600
P84103,546120000,643480000,156050000,176440000,273090000,614250000,243370000,98024000,320480000,226920000,11168000,176800000,0,397520000,187200000,1264800000,125470000,466800000,283120000,17874000,224490000,498360000,65601000,161930000,95674000,331790000,586320000,187700000,294940000,408200000,226120000,288850000,330790000,427840000,298620000,174420000,458030000,453010000,473110000,337670000,78196000,331420000,531910000,424010000,278420000,459330000,440970000,148750000,645980000,338250000,194400000,280690000,123280000,142220000,444580000,417230000,190390000,369060000,237020000,26032000,65601000,504180000,5175600,575150000,190920000
P84157,0,0,0,0,0,0,0,0,0,0,0,0,0,3492200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6016400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P85037,6725900,0,47833000,7006100,0,21921000,15765000,0,0,10958000,0,5114500,0,9939000,0,19729000,0,36167000,7844600,910770,2067500,0,11042000,18302000,0,4117000,7735100,0,0,0,0,16978000,0,0,21442000,0,2607000,4626000,0,34771000,0,18001000,0,13670000,2906300,9986800,20505000,0,67125000,5560900,0,0,0,0,0,13194000,15496000,30380000,5349100,15057000,31316000,0,0,24310000,0
P98082,53862000,41946000,8189100,0,26040000,30226000,17833000,0,17799000,31020000,3700700,14621000,0,16442000,8052600,93060000,0,37873000,32674000,5567400,5421900,44496000,12386000,20748000,3397400,15201000,24580000,4319700,6358400,3509900,8527800,26056000,7625900,36902000,31110000,0,18521000,77459000,73514000,49763000,0,21814000,58154000,2992300,21495000,74242000,47012000,8016200,44529000,32523000,13103000,21051000,14235000,14406000,67114000,32835000,24587000,81774000,3401700,5770300,39935000,44342000,335580,52327000,14019000
P98095,0,52847000,0,0,0,0,0,0,0,0,0,0,0,0,0,751530,0,0,0,0,0,2458600,7188200,6225900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4490300,2443900,0,0,0,0,0,0,0,4415900,0,0,0,27612000,0,0,25919000,0,0,4006700,0,0,0,1596400,0,0,749990
P98160,174120000,408320000,181860000,43460000,86126000,216960000,534040000,32820000,303030000,80131000,28473000,72246000,9067000,54296000,198280000,228190000,302300000,69343000,221290000,53194000,6938600,113050000,916380000,289170000,92656000,140010000,421160000,156020000,714390000,209300000,1071400000,125070000,201480000,253840000,279490000,64924000,496660000,81569000,346020000,82799000,104930000,77591000,217820000,142690000,132040000,210570000,98995000,272320000,157940000,246070000,85799000,150700000,38629000,3940700,244160000,124800000,132220000,130260000,19535000,9947100,143180000,77209000,0,82852000,154800000
P98164,0,0,0,0,0,0,0,2600400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5764000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2342400,0,0,0,0,0,0,0,0,0,0,0,0
P98171,0,44462000,0,0,0,0,0,0,6058200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1280200,2172900,0,0,2267600,0,0,3863400,0,793090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P98172,4279000,0,2358400,0,0,0,0,3182300,0,0,0,5103400,0,4713100,0,30281000,0,0,0,853240,0,22263000,0,2275600,3765600,0,12753000,0,6092200,0,0,3487300,7934800,0,0,0,0,0,9574900,0,646910,1950100,0,0,9374100,0,0,0,6353800,0,0,3238000,0,1217100,6043300,5496900,3004600,0,1816600,2627400,11394000,0,0,29794000,0
P98175,4790900,4218500,0,0,0,0,2381100,0,0,0,0,0,0,0,0,5301200,0,4774100,2246400,1149000,0,5374400,3769600,0,0,7386400,9164300,3611400,2683900,5523000,0,2494000,0,0,3559600,0,0,1515600,3596900,3115200,0,2425500,3086900,3095400,1918400,2895900,274710,0,2424800,3758500,2742100,0,0,0,5367500,5330600,0,0,0,0,0,0,0,8653900,180470
P98179,222140000,13628000,4473200,28168000,80905000,56644000,45241000,11627000,16882000,9097300,19402000,22057000,0,0,31011000,69890000,0,64239000,9554600,11572000,0,37031000,0,65176000,2284900,17314000,14572000,33384000,11576000,17517000,0,7130400,54578000,122360000,29937000,124100000,40603000,52587000,79245000,30862000,31001000,14531000,42888000,95354000,1433900,98585000,0,3456000,23628000,56841000,33969000,26812000,36674000,7876200,134770000,74753000,32107000,23522000,2779000,651850,78062000,167490000,13040000,93923000,11879000
P99999,5746600,0,0,0,0,20917000,0,0,8550200,0,0,0,0,0,0,0,0,5347400,593250,938970,0,0,0,0,0,0,0,0,0,0,0,0,0,9296000,0,6833400,0,6951500,1375500,0,4464600,1167100,0,10567000,5631700,13319000,366820,13747000,11701000,0,3327600,3972300,0,0,5989600,7098600,0,5418300,0,213090,7788200,0,0,0,1024800
Q00059,12265000,0,3545700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6836400,0,0,0,0,12284000,0,0,21708000,0,0,0,8557100,12344000,0,0,0,0,0,7759200,26741000,3975600,17309000,7160200,10235000,10656000,6583700,4520500,12609000,3910100,0,0,6862700,9940900,4959000,2490900,2043200,0,6832800,5174000,0,2630500,0,0,0,0,0,1503800
Q00169,3632000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3754500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q00341,417380000,172300000,74699000,77649000,176240000,313590000,161350000,31658000,377920000,157340000,57775000,47087000,0,39028000,71235000,519040000,69977000,172140000,107090000,38626000,12930000,296120000,125690000,89576000,34458000,40016000,175560000,7957400,66982000,169870000,96637000,157130000,55190000,154630000,264110000,7892300,50473000,150810000,191330000,150740000,23045000,95736000,97510000,121900000,301990000,220740000,45480000,35324000,372910000,257510000,122160000,123450000,65299000,44367000,194970000,217210000,92729000,410050000,30199000,197970000,202480000,132960000,23327000,214020000,54210000
Q00577,0,0,3992400,0,0,0,0,1472000,0,0,0,2986600,0,2854200,0,4484200,0,5002800,5473200,617850,2868500,3870500,0,0,1186200,0,0,3393100,6478600,0,0,5265300,0,0,0,0,0,8859700,8428700,8273900,0,5999500,4919600,4305600,4117700,0,6895400,5023100,6770300,3778900,5161000,3176100,6594600,1207100,0,0,2230200,0,2966700,4913600,9528700,0,0,0,2259600
Q00587,0,5409000,0,0,2716100,0,3499200,0,3837100,0,0,0,0,0,0,0,0,0,0,0,0,2575400,0,0,0,0,0,0,0,0,0,2437200,0,0,0,0,0,0,4121500,0,0,0,0,0,0,0,0,0,0,2908700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q00610,142770000,76804000,43303000,7796200,51340000,74882000,80669000,26723000,111270000,95730000,31681000,21481000,0,41417000,37067000,156430000,48106000,50002000,28263000,11285000,21426000,95288000,53090000,27669000,10055000,75898000,60513000,26579000,47717000,105600000,49113000,48936000,37174000,113490000,108640000,12344000,40742000,116850000,104240000,81812000,17804000,85164000,62671000,69241000,122020000,97606000,77965000,29483000,144740000,60507000,17616000,61112000,25169000,27564000,114810000,90066000,37125000,132440000,25642000,54023000,84515000,57702000,0,63160000,36399000
Q00688,200720000,101720000,33438000,23785000,104110000,56753000,42668000,19251000,42205000,10602000,5916800,24526000,0,74069000,13024000,351990000,16049000,30588000,36805000,1353000,20026000,118490000,25942000,10396000,11286000,28282000,93113000,15225000,18937000,40495000,5274300,33397000,40905000,19787000,64156000,29970000,24467000,83137000,50949000,15520000,2202600,57158000,25083000,60538000,27270000,46855000,53975000,52552000,115080000,50537000,0,50687000,17451000,45856000,51382000,78546000,36869000,91643000,3042600,3473200,176550000,170090000,0,70613000,29736000
Q00796,5290700,32796000,1408600,0,9003300,10713000,9067500,4477600,5405400,6978500,1724100,1481100,0,17865000,9133200,106290000,0,8690400,10308000,5304100,3675300,107810000,13916000,3622800,5671300,0,19405000,0,0,108390000,24239000,3503000,0,0,32287000,0,3671500,8698200,5576100,0,3342900,14196000,10379000,3685000,7693000,19875000,13109000,11795000,37231000,15815000,4345200,23063000,2406400,33835000,17285000,5006100,4583300,120400000,0,24036000,7146700,16881000,8424300,56476000,2156400
Q00839,1262300000,901570000,314090000,183320000,464490000,1091000000,467500000,114570000,383770000,449990000,155240000,172300000,39646000,566820000,281580000,1572400000,61121000,606720000,296440000,147420000,149950000,512360000,517040000,360080000,99954000,601310000,779680000,279840000,301150000,378210000,554000000,328250000,318190000,616140000,590120000,242550000,307620000,575370000,586830000,618900000,134220000,285710000,650890000,337040000,477210000,1269000000,185020000,141870000,681090000,527670000,521530000,209630000,183220000,143440000,722670000,564760000,282120000,838000000,240670000,291600000,805080000,1035800000,150190000,1174500000,163240000
Q00872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109250000,0,0,0,0,1032700,0,0,50942000,0,0,0,0,0,0,0,0,0
Q01081,3121700,0,0,0,0,0,878200,0,0,0,0,0,778970,0,0,11537000,0,0,0,0,0,1711300,850130,0,0,0,0,0,0,9652600,0,0,0,0,0,1313000,0,107190,982100,854500,0,2866200,0,1758600,556150,0,0,0,724880,333960,0,0,0,0,0,3213300,0,564160,0,0,152840,0,0,0,0
Q01082,321160000,243450000,471000000,0,282650000,248190000,486170000,165060000,75391000,480360000,119530000,203270000,0,397210000,71555000,683430000,245310000,132840000,231690000,42898000,62961000,499360000,324870000,54107000,136630000,373840000,424390000,82995000,428430000,366550000,230810000,288690000,196670000,169490000,343270000,158810000,191770000,153070000,356620000,431660000,103450000,272220000,334420000,272570000,278570000,394040000,212210000,7365200,377400000,120030000,170410000,111570000,154970000,77169000,341200000,186240000,111830000,169440000,80048000,27356000,249800000,301670000,22529000,379090000,222420000
Q01105,56810000,11694000,3839200,0,0,69549000,8322500,1001300,0,0,0,0,0,7130600,0,114330000,0,15006000,0,0,1988100,2348100,0,0,0,0,0,0,0,0,0,0,0,0,718340,0,0,8146600,10198000,5599200,0,0,7562000,1306500,17549000,76201000,11191000,1539000,26019000,1824700,0,21141000,2750900,0,34764000,2655300,34972000,32214000,3948000,0,77647000,6003300,0,12554000,9763500
Q01130,310040000,207590000,192700000,14179000,10341000,221090000,14116000,75546000,52166000,129850000,73550000,57808000,0,296610000,35398000,653940000,17302000,36284000,57430000,35308000,74811000,229550000,125130000,0,21453000,139870000,142940000,48015000,117010000,42120000,54709000,120100000,60756000,192470000,166740000,161320000,71091000,125680000,202500000,175770000,26412000,270390000,94390000,279800000,203050000,220990000,184430000,23276000,346330000,267780000,93572000,109630000,55979000,115530000,164540000,292390000,119630000,237160000,77636000,135880000,200090000,124510000,0,177120000,156010000
Q01433,16178000,35225000,13392000,0,11118000,0,26123000,0,0,0,0,2819400,0,0,0,15411000,0,2656900,7062400,0,2134800,9960300,0,0,2236400,0,10009000,0,0,0,0,11803000,0,0,9886000,0,0,4589800,43291000,12760000,0,4997000,1007800,3891300,19266000,24016000,36398000,0,15943000,20500000,0,3505500,2077200,1795200,0,6951200,4883300,16045000,4536000,5424300,0,0,0,2334400,7485800
Q01469,1096800000,173020000,611220000,18664000,0,1735200000,117090000,311940000,47964000,154630000,45337000,142420000,0,51604000,30786000,444560000,102260000,184750000,523370000,197080000,97351000,193250000,812130000,212190000,18603000,94235000,9612200,22896000,24922000,229140000,111440000,12159000,479160000,113160000,571490000,0,5058900,44466000,1657300000,17277000,8561900,53666000,77436000,40489000,750330000,74024000,905400000,34470000,189070000,326810000,83591000,126260000,24546000,227290000,143600000,408380000,168830000,682250000,37695000,262950000,127760000,63281000,9100200,62900000,252470000
Q01484,0,0,0,0,0,5658100,2019500,0,0,3345300,2404400,0,0,0,0,8519400,0,1769600,0,0,0,0,3292100,0,0,17318000,0,3924300,0,0,0,2845600,0,0,0,0,0,0,15277000,7645300,3476000,2285200,2820500,1534200,0,10184000,0,0,0,19546000,9291800,0,0,0,7277300,0,0,0,0,0,0,17216000,0,6467800,0
Q01518,68000000,48126000,36926000,0,72049000,39798000,108270000,7045200,239450000,21859000,10960000,3286700,0,31815000,40562000,221920000,363360,3367600,31574000,8659400,0,57643000,131220000,3980000,19895000,53576000,46635000,8544500,108180000,28677000,16110000,41721000,22358000,12298000,112350000,86361000,20913000,57997000,92147000,83967000,5434300,123520000,71732000,121290000,127190000,113020000,9943400,28640000,61925000,156130000,0,95658000,21814000,15229000,127490000,77437000,102550000,100270000,41001000,6052900,64734000,33152000,3371000,81187000,17100000
Q01658,0,2100400,2258500,0,0,0,0,0,0,0,0,0,0,0,0,19855000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q01740,0,0,0,0,2131900,0,0,0,0,0,0,0,0,0,12505000,0,0,1827300,0,0,1061900,0,0,0,0,0,0,0,0,0,0,8973300,0,0,0,0,0,0,8083600,0,0,0,0,0,0,0,0,0,0,0,0,6245900,0,0,0,0,0,0,0,0,0,0,0,0,0
Q01844,41273000,164590000,29426000,5033900,106810000,113520000,111390000,34116000,39287000,55788000,10287000,62990000,0,43494000,27868000,122640000,18664000,79571000,41432000,14924000,15881000,107870000,59064000,51567000,21878000,89652000,163230000,30029000,69760000,44787000,78326000,23873000,64070000,92498000,86927000,12780000,100100000,93209000,63110000,88344000,6076600,27284000,113460000,50585000,70402000,166360000,16249000,16600000,115830000,118860000,42547000,31865000,13834000,15734000,85279000,35111000,28178000,77622000,50836000,17188000,113660000,72722000,0,116260000,20395000
Q01995,1465400000,174210000,517970000,67364000,193780000,14502000,411060000,835200000,283390000,134060000,39941000,20631000,0,133090000,109970000,381400000,264520000,124540000,121900000,53777000,7766300,171490000,429760000,444660000,103290000,215100000,67061000,109630000,214560000,10651000,141500000,170460000,48304000,150540000,312000000,31572000,110250000,62397000,145980000,78968000,31515000,127990000,166540000,23211000,419030000,592210000,143950000,41015000,308010000,203380000,27249000,48673000,153760000,3085000,759820000,170580000,238070000,319820000,46293000,22497000,296390000,205880000,0,151180000,308780000
Q02045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81863000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q02108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3125200,0,0,0,0,0,0,0,0,0,12046000,8905700,0,2753300,0,10439000,0,0,0,0,2974400,0,0,4062600,19663000,2025600,0,923780,0,0,0,3143300
Q02218,7202900,7776600,0,0,0,6439200,8408000,0,4710900,5529400,3146900,3542200,0,4095200,2635400,22433000,0,20394000,2617000,4221000,0,10592000,0,0,0,18203000,3649400,15701000,3016800,0,3175300,843920,14583000,7608800,21141000,0,21772000,51004000,16981000,15985000,2324900,7613400,17254000,18022000,13245000,16793000,6783100,14075000,9027600,9823700,9537900,2328700,2747700,1942000,15967000,13301000,13424000,7997800,7707500,2321800,0,8823200,0,1434700,10112000
Q02252,5280600,0,0,0,0,0,0,0,0,0,0,0,0,7786400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9933000,0,0,0,0,7308600,0,0,0,33584000,13634000,9306300,0,20503000,11219000,8086200,0,5559500,7493800,1513700,7292200,4119700,0,3108800,8812200,0,3760000,10178000,3313800,1951300,1683500,8514600,0,17547000,0,0,2786500
Q02413,0,3508700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12114000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q02543,0,0,0,0,0,0,0,0,4054900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4590400,0,0,0,0,0,0,0,4234800,0,0,885720,0,0,0,0,0,2089200,1207600,0,0,0,0,0
Q02790,3977100,0,0,0,0,0,0,0,3017300,0,0,0,0,2156200,0,0,0,0,0,0,0,0,0,1552800,0,0,0,0,0,0,0,785550,0,0,0,0,0,1432100,0,0,0,0,0,0,4965600,6669200,0,0,4032400,8407100,0,0,0,0,8017100,0,5827000,0,0,0,5138800,0,0,0,4020900
Q02809,0,0,0,0,0,0,0,0,10781000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q02818,174600000,214830000,72779000,0,50975000,349430000,41904000,21364000,111670000,130080000,42880000,48130000,171860,23833000,91806000,625250000,53233000,105590000,117370000,22158000,29639000,195800000,123100000,78442000,22938000,138830000,228570000,33989000,55744000,89951000,99509000,123040000,62232000,72301000,225090000,59341000,48013000,341880000,201980000,229190000,1500900,110750000,227570000,165750000,230420000,290070000,57996000,52163000,180480000,124940000,87408000,145930000,75834000,90510000,221070000,74361000,118100000,76991000,102010000,149710000,166820000,219540000,1415900,310770000,64260000
Q02878,63846000,64884000,0,0,22594000,102820000,6701100,15852000,114280000,13158000,19667000,24804000,0,6676600,90592000,189540000,42030000,54106000,62851000,26411000,7504800,184750000,29880000,0,17608000,41473000,151690000,15380000,11567000,120510000,47747000,31433000,36739000,129640000,44829000,142250000,62804000,58510000,32102000,28011000,26313000,25352000,95730000,59731000,20756000,131980000,11594000,32932000,107550000,102390000,50976000,31468000,33002000,21422000,94864000,119930000,14501000,83647000,23683000,31083000,63764000,118900000,0,257910000,13262000
Q02952,3001100000,204020000,357240000,0,117100000,108940000,303700000,415800000,12793000,235210000,186560000,182470000,19707000,1797800000,115620000,2028300000,78461000,85975000,148920000,6850100,5652400,1325200000,224480000,371690000,34964000,4179600,37354000,296740000,137070000,344870000,66849000,151620000,95910000,207210000,703920000,0,26022000,202510000,848040000,217220000,11702000,360830000,163290000,54832000,2131900000,402840000,425180000,15167000,1803400000,38340000,30041000,487840000,204690000,1238800,952250000,476140000,299470000,508980000,167120000,35921000,1349100000,833920000,17466000,131880000,474990000
Q02978,9487900,0,2689700,0,0,0,0,0,0,5257300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3363900,0,0,0,0,0,0,0,4399200,0,0,0,8931700,7761400,8432400,884750,2520600,0,4542500,7233400,11682000,1913600,0,20462000,7867700,0,7593600,0,2451300,0,5438000,0,5311900,0,0,0,0,0,0,0
Q03001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16516000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4507800,0,0,0,0,0,0,798710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q03135,94218000,15572000,0,5181900,7538700,79571000,6219600,4095400,11283000,4000500,2979300,4749400,0,6130700,0,24745000,0,3643500,5587400,2335900,1495700,28908000,15047000,16805000,2440800,3772800,14774000,3464400,6193400,0,0,5749400,0,25094000,15214000,0,4958800,41125000,26503000,129330000,21838000,54545000,46023000,62358000,30650000,64255000,4153800,2182200,75177000,26276000,20355000,16980000,134700000,2348800,39762000,85521000,58216000,13881000,3719900,1395100,36584000,24618000,0,85243000,2223300
Q03154,2378800,0,0,0,3485400,9423100,0,0,0,0,0,0,0,0,0,11866000,0,7269200,8737000,0,0,0,0,0,0,0,6607500,0,0,2530000,0,3332300,0,0,0,0,0,0,6090600,0,0,6408000,4809800,5206300,7994000,8114100,197920,745230,11088000,2108500,0,0,3737200,734820,0,11431000,0,6491100,0,0,4876400,0,0,0,0
Q03164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1873300,95323000,0,0,0,0,0,0,0,0,0,0,0,0,0,1492000,0,0,0,0,972240,0,0,405350000,0,0
Q03252,94375000,20683000,71281000,294760,22415000,6325500,177850000,34728000,1072100,85665000,2509300,4830300,0,8396100,7833700,127490000,54734000,15826000,2381800,2438400,3212400,24027000,55606000,11652000,7912300,0,12511000,25726000,110540000,0,41496000,16718000,34169000,8602000,97062000,6760900,13653000,24133000,94442000,53623000,6238400,60992000,11067000,43708000,30805000,182760000,79324000,8708300,43589000,21209000,34033000,44491000,10892000,4515700,32419000,99547000,85659000,53048000,27582000,18146000,37474000,27251000,0,15063000,39106000
Q03518,0,0,0,0,0,0,3780200,0,3351900,8413400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2695200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Q03692,0,0,0,0,0,7301800,0,0,0,0,0,0,32056000,0,0,6866400,0,0,0,0,0,11154000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6602400,0,0,0,0,0,0,0,0,7150900,1123300,0,0,0,0,5607600,0,0,0,0,0,1611800
Q03701,11688000,6267900,0,0,0,10995000,0,0,0,0,0,0,0,0,0,13834000,0,0,0,0,0,2581500,0,0,0,0,0,0,0,0,0,0,0,0,598730,0,0,5478200,4990300,6740100,0,0,0,2407900,4532400,25496000,4868400,0,0,6219600,0,3924600,0,4061800,12446000,0,7348100,15559000,2760400,0,0,4580700,0,9523200,1523100
Q04206,5534800,4376000,8171300,0,0,0,6748700,0,4650900,0,1624800,1227800,0,8089700,0,21905000,420820,1354700,0,1197300,0,2124200,0,4771000,0,0,0,0,4389000,0,0,3143700,0,1730100,0,0,0,2690800,5273700,0,339290,0,160240,1407400,0,0,0,0,4827800,3858600,2211000,0,1835800,973240,911170,2746000,0,6085200,0,0,0,0,0,0,3524700
Q04323,0,2871500,0,0,0,11713000,10118000,2158800,10321000,0,0,5650600,0,4150700,0,27093000,0,5101300,2440900,0,1311900,23041000,0,0,525900,0,0,0,2213900,0,0,7952800,8816300,0,19818000,6630300,0,4994200,16157000,3385900,0,2705300,12762000,0,5346800,11089000,2770600,0,5885000,5400900,0,6649200,0,2076800,16723000,21429000,3483200,9248600,2034800,0,0,0,0,13205000,1559200
Q04446,5411300,773540,0,0,2640400,11606000,0,0,6503900,0,989420,1948900,0,0,3518000,53109000,0,6562100,6000500,0,1938700,0,0,279310,3419700,0,6526500,1223200,932060,0,0,8726800,1866100,0,5235200,1489000,0,3278000,15109000,19514000,0,2565600,15359000,29993000,0,6432400,1507100,2693400,9767100,12805000,16718000,1974200,6086400,0,11769000,9635900,0,7361700,0,4947200,0,23337000,0,0,0
Q04609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26401000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
