proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,S31,S32,S33,S34,S35,S36,S37,S38,S39,S40,S41,S42,S43,S44,S45,S46,S47,S48,S49,S50,S51,S52,S53,S54,S55,S56,S57,S58,S59,S60,S61,S62,S63,S64,S65
A0A075B6K5,20411000,10602000,2543500,0,0,0,24051000,22738000,9312600,8532200,3728600,5090300,0,11329000,0,12229000,0,5542400,5321500,0,2197300,4833000,0,0,0,6432800,0,20060000,17176000,0,19555000,10661000,0,4947300,27548000,0,5859000,13751000,49391000,10432000,5037700,0,5878500,12770000,37768000,14368000,4980800,24170000,13175000,6020600,3946700,18634000,10345000,1777400,0,15106000,10133000,0,6254700,5576500,0,4382300,6673600,8261600,6300500
A0A2Z4LIS9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1654900,0,0,0,0,0
A0AV96,0,0,0,4119700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5389900,0
A0FGR8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9804400,0,11784000,0,6869600,0,0,0,12461000,0,4414200,0,13048000,0,0,10538000,9956300,0,0,0,0,21381000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1771400,0,0,0,0,0,0,0,0,0,0,0,0
A0MZ66,0,0,0,0,0,0,0,0,0,0,0,0,0,3007500,0,3828800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A0PJW8,0,0,0,0,0,0,600560,0,0,0,5965100,0,0,6592500,0,0,0,0,0,0,0,0,0,0,0,0,0,8314300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11313000,0,0,0,0,0,0,0,0,0,0,0,0
A1KXE4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1326000,0,0,0,0,0
A1L0T0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1932600,0,0,0,0,7989600,0,0,4586800,0,5147600,0,0,0,0,0,0,5040800,0,0,0,0,0,0,0,0,0,0,4374600,0,0,0,0,0,0,0,0,0,0,0
A1L188,0,0,0,0,0,0,0,0,7117800,0,0,0,0,0,0,0,0,2986500,0,0,0,0,0,0,0,6015800,0,0,0,0,0,0,0,0,0,0,0,4238000,0,0,0,0,0,0,0,9153000,0,0,0,0,0,0,0,0,0,0,0,0,0,1131300,0,0,0,0,0
A1L4H1,0,3484400,0,0,0,0,0,0,0,0,0,0,0,0,0,6637400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331430,0,0,0,0,0,0,387600,0,0,0,0,0,0,1911500,0,2534700,0
A2RU48,10443000,0,0,0,0,0,0,0,0,0,0,0,0,3019100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3772100,0,2473500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A4D1S0,183870000,0,0,0,0,20226000,0,0,0,0,0,0,0,0,0,0,0,2622600,0,0,0,0,0,3723800,0,0,0,0,0,0,0,0,0,0,0,0,0,2328600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1616300,0,0,0,3399700,0,0,0,0
A5YM69,3875400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A6NDU8,19349000,14168000,9191500,0,12890000,17682000,9385400,0,15829000,0,10123000,3277100,0,0,3826700,29940000,43346000,5668200,5220800,2057700,5317500,9236900,52467000,5747600,2498100,9943800,14127000,0,0,3786200,13957000,7327600,0,6524200,12558000,0,0,7822300,0,9572900,0,11732000,0,0,0,12450000,12186000,0,0,0,13558000,0,3093600,4645400,0,12581000,12096000,19281000,3089200,12357000,0,0,0,3318800,5028300
A6NF01,0,4638500,0,0,0,0,0,0,0,0,0,0,0,0,0,14517000,0,7396500,0,0,0,8906400,0,0,0,0,0,0,0,0,0,0,0,0,15022000,0,0,3694200,8832700,8195000,0,0,7636800,0,0,29639000,1600700,0,6848300,7087600,0,0,2546500,935100,0,9901600,0,12449000,1751700,0,15624000,16376000,0,37613000,0
A6NFN3,7966900,31535000,0,19738000,11232000,0,14539000,0,0,0,2024400,6465900,0,3809700,0,9100000,4914200,5492700,3864400,3773100,1411800,10566000,13396000,0,4094800,0,27835000,8824000,0,16653000,17552000,7686500,10790000,16223000,4197500,18527000,16063000,7106000,9129400,8254500,3689700,3505500,15236000,7601100,5645200,9785500,0,4049500,12455000,12483000,5306100,4251000,2445500,0,17392000,13165000,0,12634000,4303400,2761900,5839300,12752000,0,17413000,3606900
A6NIX2,1525000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3860100,0,0,0,0,0,673960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57220,0,0,2242300,0,0,0,0,0,0,0,0,943150,0
A6NMB1,0,0,0,0,0,0,0,37688000,233040000,0,0,0,0,0,0,96101000,1171300000,64102000,0,0,0,0,1765800000,0,32486000,68255000,0,0,212610000,17983000,405530000,0,251950000,0,0,42214000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,526270000,0,84498000,0,0,51507000,0
A8MUI8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1087100000,0,0,0,0,555070,0,0,0,0,31238000,2647600,0,2845600000,0,0,312610,0,0,0,0,0,0,0,0,0,0,0
C4AMC7,8219700,13430000,3606300,0,0,8782300,9515100,0,0,0,0,1356100,0,893460,246690,23948000,0,15312000,2180000,0,1249400,9817100,0,1967800,0,1727500,0,4571200,0,0,0,13337000,0,15421000,14241000,0,0,658450,1353700,7374000,0,0,2725800,8811300,12114000,13253000,582130,0,20445000,13154000,0,6859900,805030,0,16338000,0,0,6402000,0,9988400,11398000,0,0,4703000,0
C9JLW8,51855000,126560000,49921000,17432000,164990000,109450000,25537000,25192000,49861000,68032000,25801000,60291000,0,51632000,4902500,213460000,0,56655000,104730000,18564000,28926000,157180000,11733000,14335000,6850500,27231000,98854000,16235000,0,37360000,0,34154000,19351000,74153000,65940000,24816000,34701000,58656000,64102000,30376000,0,12161000,90948000,43025000,98345000,54340000,78532000,7783100,78188000,88133000,23841000,73118000,23058000,27117000,33328000,62625000,21546000,67710000,39729000,87097000,104240000,56290000,0,95393000,18523000
E7EW31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5824000,0,0,0,0,0,0,0,831850,0,0,0,0,0,0,0,0,0
E9PAV3,0,761290,0,0,0,0,0,0,0,0,0,0,0,0,0,12249000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2988600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E9PRG8,9619000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6062000,0,0,0,0,0,0,0,4519000,0,1126700,0,2223200,2004300,0,0,8738700,2051900,0,3556300,2740700,0,0,0,957060,4010500,6254600,1726500,4039700,1595700,2856500,0,0,0,0,0
F8WCM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38850000,0,0,0,0,0,0,0,0,0,0,0,0,13428000,0,0,3466000,0,0,0,0,0,0,6978700,0,0,0,0,0,0,2491600,0,0,0,0,0,0,1437900,0,6947800,0,0,0,0
L0R6Q1,0,2281000,0,0,0,4518000,0,0,0,2236000,1121200,0,0,0,0,5551100,0,2601600,1190200,1378600,0,5548500,1739800,0,1878500,3119800,4270200,1489600,5572900,0,3689800,0,0,2594200,5230400,0,0,0,0,0,0,0,0,9002700,0,0,0,0,0,0,0,0,0,0,8714700,0,5342200,0,0,0,0,8063900,0,5139000,0
O00115,0,29069000,0,0,42286000,91044000,21536000,9379900,125520000,28092000,12375000,8665400,0,18466000,4379900,135960000,0,79139000,8587900,3668900,9871800,15735000,21575000,27889000,4392300,19548000,7542800,5086100,8085600,17354000,6902900,21835000,0,0,31728000,0,0,11780000,18294000,0,0,0,0,0,0,0,0,7294800,11935000,0,0,17216000,0,0,0,25942000,20516000,0,16221000,0,0,0,0,8635600,0
O00116,0,0,0,0,0,0,0,0,3743800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2620500,0,0,0,0,0,0,0,0,0,4823200,0,0,0,0,0,0,0,6981000,0,0,0,0,0,0,0
O00139,3900900,1396700,0,0,0,0,0,0,1215100,2431600,0,0,0,2760900,0,0,0,0,0,0,0,1926100,0,0,0,0,0,0,2297900,8553400,4715000,0,1495000,0,0,0,0,0,1899800,1091300,0,2024100,2188200,0,1908000,1428900,0,0,2562100,6282700,2798300,0,1955700,111940,0,736380,0,0,0,218390,0,5122100,0,0,454890
O00148,277680000,88204000,5569300,17641000,5560700,60373000,23284000,7319000,44648000,17015000,15257000,10563000,0,25410000,84291000,198260000,4687100,33508000,11277000,7917300,3626100,128760000,30327000,5613000,2052900,87214000,49381000,19858000,38766000,35509000,32420000,16309000,47382000,83931000,33272000,4178500,29037000,98121000,113790000,81463000,8835300,77454000,109520000,50844000,65972000,106520000,34375000,19139000,42101000,69693000,53944000,38953000,35466000,15353000,172110000,30748000,14744000,70712000,21461000,60526000,35120000,128970000,0,88919000,13926000
O00151,227390000,183180000,3194400,21907000,11157000,82716000,51890000,53083000,149590000,8556900,66198000,1180600,16816000,68880000,210270000,276000000,63394000,8357000,114640000,11351000,518370,363360000,176130000,156060000,19590000,46881000,40513000,36286000,81744000,138860000,37275000,216440000,39938000,88677000,476030000,9044300,47497000,4216700,352080000,163200000,27566000,63003000,419890000,26320000,482650000,147130000,61381000,126160000,408030000,97023000,32497000,295590000,45098000,12619000,544560000,143280000,124840000,584700000,82512000,24073000,114260000,715880000,38438000,114530000,21652000
O00154,0,0,0,0,0,0,0,0,15083000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10335000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7071700,0,0,0,586020,0,0,0,2496300,0,0,0,0,0,25450000,0
O00159,115800000,0,0,0,6946300,0,0,0,0,0,2941300,1554600,0,4447000,0,6119000,0,0,1774300,0,0,0,0,0,0,0,0,0,4622700,0,0,4274500,0,0,0,0,0,9446600,56287000,14136000,29733000,6181100,9429700,29739000,5508400,17603000,626060,0,13986000,1964800,0,9304000,13603000,0,0,23821000,311570,3120200,0,0,11107000,4581200,0,0,385090
O00160,0,8423400,0,0,0,6489700,0,0,24476000,7562000,0,0,0,0,1740300,8167700,2982400,0,6978700,2977800,1456300,24896000,0,2098400,2814800,0,0,0,0,0,0,0,0,9345500,19891000,0,0,9862100,0,0,0,10120000,0,0,11495000,0,0,12750000,0,0,0,0,0,0,0,0,0,7526200,0,0,0,0,0,0,1579500
O00161,8995300,8295200,9577500,0,20888000,5911200,9716700,12816000,17177000,0,3507700,1538900,0,0,0,30769000,0,2770000,0,0,2496600,18317000,9310000,14471000,0,11800000,3416100,2509600,6383400,0,4515400,9192500,6183700,3393200,57944000,0,2005500,13328000,19508000,3016700,0,6510200,0,7712300,8795100,9696200,9504300,10462000,8351800,12228000,0,26398000,0,1700100,25280000,849840,9144400,28313000,3181200,3416400,0,3861300,0,0,6881900
O00170,8264400,12936000,22708000,0,5547600,15143000,2792800,1419000,5461700,10769000,3059500,5484700,0,11071000,0,69011000,0,11937000,6366400,1425100,0,4239700,4177200,4295000,3675500,4375900,9036700,0,0,3901700,0,6837200,8086000,6092100,40034000,0,0,12851000,4105100,3557900,0,3490700,7857100,7280400,9458400,39931000,22737000,0,19254000,3580800,0,0,0,2145800,0,11876000,6067300,9837300,5566600,7855700,7532800,29036000,7376100,43612000,1186900
O00178,0,3449000,0,0,2477500,4280200,4358800,0,0,0,0,0,0,0,0,11413000,0,2792400,0,0,0,1571700,0,0,0,0,6267500,1416200,0,3525000,0,0,0,0,0,0,2112500,1381500,2721500,2091300,0,0,3051100,4147900,2940000,3777900,774380,2086200,4466500,1533500,0,1558200,0,393470,5507300,0,0,4486000,758540,0,0,0,0,0,0
O00193,2163700,3604800,4728500,0,3970400,15692000,0,0,0,0,0,0,0,0,0,0,0,8127200,0,0,765220,0,0,0,1324300,0,4285000,0,0,0,0,0,0,0,0,0,2365600,1456900,0,3137700,423590,0,2203500,3111300,1621100,5336300,286430,0,4794800,3724500,0,0,0,0,1027200,1987400,6168800,5981500,4816800,0,7059400,3427900,0,0,2422600
O00203,5392900,8901400,0,0,0,0,6554000,0,0,0,0,3117300,0,0,930010,4142600,0,6207400,6475500,1154400,0,3715900,4563100,0,2137300,0,8338600,0,2868700,4148100,4823900,0,0,6693700,6942400,0,3817900,4343700,0,5283200,0,2898300,7365600,0,1192500,4422700,0,0,5691700,3094600,6450300,0,2086700,0,0,0,0,4504600,0,0,3394100,0,0,0,560060
O00231,38967000,21790000,4260300,0,127260000,28062000,0,5309700,60333000,26986000,23329000,9579000,0,8368000,0,48280000,0,0,11436000,5986300,10532000,47963000,19812000,16052000,7633200,0,0,5745000,0,46917000,14375000,20458000,20635000,21352000,28730000,0,0,24878000,40637000,26363000,9236000,70460000,27503000,44412000,44746000,31928000,20943000,9900400,72199000,40867000,17593000,22229000,10723000,8969600,30683000,31226000,8454800,0,7948800,16108000,0,28754000,0,29433000,34884000
O00233,939790,8493100,16661000,0,865630,0,0,8897900,0,0,0,8786400,0,16298000,0,37148000,0,28848000,5587200,0,4451000,7512100,0,14282000,0,24757000,0,0,0,0,0,23222000,0,0,17559000,0,0,18149000,28859000,26190000,0,10159000,6711100,11354000,32122000,0,9893600,8231300,22441000,31062000,16931000,9462800,10731000,4821800,0,16801000,17488000,0,15726000,728580,0,7124200,0,0,9874400
O00244,23875000,70653000,0,0,0,158970000,22701000,6332500,89268000,33869000,0,15407000,0,0,11546000,79602000,0,72853000,58830000,8543300,0,65512000,19909000,0,8674100,28645000,41060000,0,12122000,31289000,0,4633300,5785200,0,42359000,76144000,0,42796000,13740000,12788000,0,2990800,30719000,13898000,15326000,15823000,1809000,6284200,15884000,22566000,0,6423100,8466500,1802700,0,3699100,15921000,11259000,3487300,1668000,0,67842000,0,53776000,517960
O00264,97935000,1024400000,79221000,27279000,317590000,1645900000,359400000,230470000,230770000,213220000,391580000,434500000,0,1655500000,362540000,2609500000,100360000,396620000,142390000,100830000,315790000,1203400000,557310000,138360000,201230000,588960000,522510000,489020000,298180000,2060500000,464880000,614850000,1017700000,261120000,560340000,184600000,252840000,208730000,379420000,366420000,116800000,464350000,689250000,332600000,571170000,625850000,205480000,113730000,976550000,193620000,147830000,241980000,501010000,103810000,884240000,662640000,261740000,72301000,248940000,589730000,511490000,2444300000,105340000,623860000,292960000
O00273,4668100,7592500,4857800,0,3165800,4187800,1519300,0,3767300,4308300,760890,0,0,0,1461600,17797000,0,5668200,583450,1385700,1707600,3125100,2517400,0,1342300,0,3947700,0,0,0,1887700,3058200,0,0,5110200,0,1970700,4290600,9904300,1359100,0,1315200,7030000,3351000,3189700,0,3043100,0,0,9978900,1398600,3215500,791090,0,2370500,3131600,2105300,0,2719100,887390,1428400,1984100,0,2536500,3058200
O00291,6743300,3674500,3376500,0,4039100,5881100,6485400,2675800,4282000,5781400,0,3662800,0,4050200,0,12950000,0,0,5333600,0,0,4412700,0,3504400,2332900,3755000,7870900,0,3283000,0,0,4562000,3938300,0,5855900,0,0,4973000,4299100,0,0,0,6222900,0,5205000,6136600,0,0,5680800,5640300,0,2372800,0,0,0,7040600,3302700,0,0,1961500,5787600,3751900,0,6078800,4516500
O00299,66277000,89038000,33833000,33655000,58011000,131420000,133570000,13323000,193010000,46022000,26406000,36572000,0,0,48145000,219810000,12125000,50792000,37970000,0,9160100,112780000,76080000,0,51789000,60031000,152470000,39708000,61100000,186710000,85924000,26782000,69815000,85983000,76185000,184960000,92646000,5986800,65049000,108530000,37756000,84783000,98448000,116830000,93191000,100090000,43629000,38704000,152650000,98483000,39493000,29558000,50424000,20996000,87900000,76510000,13331000,116600000,17746000,30718000,89794000,112340000,0,142380000,11853000
O00303,38858000,16556000,0,3317600,0,14243000,7580300,0,24555000,15019000,6221800,7083100,0,0,5708100,43504000,3404200,11423000,8432100,4039400,0,30643000,15955000,0,5708500,36688000,38721000,5496800,8568900,18155000,29223000,5637200,22445000,38167000,12685000,7727300,17319000,15764000,21591000,13105000,0,4438200,21790000,17379000,3720800,3282500,1324300,9067200,5693500,13612000,5785200,2036200,7144300,641480,40967000,20599000,0,6470400,9077600,3690400,4562700,30048000,0,40999000,1947900
O00391,11463000,23675000,0,0,0,0,0,0,48137000,0,3139300,0,18179000,0,0,9296300,843780,0,957550,0,0,9420700,4738800,0,1226000,0,0,0,0,7339600,13553000,0,7017900,6967000,4062700,0,24407000,1860600,0,0,0,0,0,14715000,1958900,3709400,256090,26671000,7748300,51386000,0,1735900,2637800,1108200,17413000,7664700,0,4337200,1395300,3424500,0,12570000,0,0,0
O00401,12689000,0,25926000,0,348650,13979000,324680,324360,4761200,230850,3545100,6053500,0,8122200,3117400,0,0,0,7737300,2164200,6270100,0,16501000,641310,1977200,2038400,0,1904200,205160,0,0,0,0,554420,0,0,0,8608100,3795700,12331000,0,3285100,11033000,3906600,5681400,12920000,17894000,3184600,9914800,5772700,7727800,0,3193400,0,12990000,5665700,43164000,0,3965600,9465300,7348300,0,0,23345000,0
O00410,1725800,3045900,0,0,0,3599600,0,0,0,0,2312300,0,0,1526600,0,4332800,0,3060700,1668500,641730,0,6900500,0,0,0,0,3472400,0,0,1087200,2951200,1237000,2334600,0,0,0,0,0,2601500,1407600,0,951660,2471700,2214300,0,0,517700,0,0,832550,0,661350,1064500,369070,0,0,0,747890,0,5864900,0,2732300,0,0,294960
O00423,0,2365700,3773700,0,13720000,0,11245000,0,0,5423300,0,3379500,0,0,0,4777200,0,3175800,5746800,1020200,0,2801000,0,0,11863000,2300500,12440000,0,15052000,0,12813000,4324800,4932000,0,0,0,0,2790700,4370900,3030700,0,2431600,4464600,4272200,0,5920300,0,0,7078900,0,0,2995800,0,0,0,0,0,6680900,0,0,0,2398100,0,4818000,1659700
O00425,4985700,0,0,0,0,895140,0,0,6444800,0,0,225140,0,0,0,0,0,0,0,0,0,0,0,0,0,5953900,0,0,0,3973700,0,0,0,0,0,0,0,0,0,477610,0,418650,0,984050,1293100,135500,0,0,2379400,897750,0,0,0,0,4353700,4265500,0,1231200,0,0,0,1109500,0,0,0
O00429,10523000,4671100,2533200,0,0,4173900,5431700,0,14410000,0,0,0,0,11461000,0,15325000,0,0,0,0,1120400,10119000,0,0,0,4877600,4275900,0,5717800,7043400,0,0,3583800,5542800,0,0,0,3363100,0,5863300,0,10014000,9502100,5391700,6372300,8961500,2996200,3479500,5141700,10722000,3544700,2111800,1854500,2155900,6007600,2994300,0,3532300,1992700,5121200,0,5937700,0,14976000,1472900
O00442,911140,128730,0,0,0,0,0,0,0,1065000,0,263240,0,0,1873200,1366000,0,0,343010,0,0,2544800,1301600,0,212510,0,657170,0,701880,1196300,548090,842300,0,0,958170,0,0,348860,1240600,796450,0,2309800,1017300,1462100,567060,545450,0,792280,819520,550880,0,0,251060,120930,1416400,1113100,0,720270,0,0,0,678810,0,0,0
O00461,77844000,19166000,19976000,0,14397000,20253000,16974000,7132700,8181900,26207000,0,4714400,0,5717500,0,38575000,0,29411000,6279500,0,5843400,44641000,0,15324000,0,21335000,27536000,4462200,9198500,0,0,6511800,0,9583500,31268000,0,4770500,84610000,84459000,53223000,1720800,9658900,30852000,26238000,64736000,96841000,19937000,10738000,59484000,36495000,6592700,17090000,10320000,15403000,81816000,61523000,52434000,138230000,6312700,9448100,28457000,5048500,0,53149000,16053000
O00468,10114000,72803000,19925000,0,0,21283000,26391000,7703400,7971700,0,8115300,6835500,0,10681000,0,19566000,0,28225000,20877000,5863300,926230,5267600,5139900,48125000,13826000,58037000,25286000,43508000,194170000,2926200,48227000,34166000,5147800,66763000,7822000,7804300,72225000,14824000,38269000,11468000,3714100,9270200,32109000,27761000,18547000,36882000,0,7496600,9071600,14927000,20711000,9356800,10331000,5544300,22880000,0,7113000,15181000,11222000,15590000,15652000,5285800,0,2724700,17283000
O00471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2351200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729930,0
O00479,86804000,8894600,4622800,138190,57978000,33186000,30867000,78543000,5393700,46591000,1595300,12932000,0,42297000,2366000,8516100,1398200,7581100,10034000,6190500,8379900,3446100,44843000,43772000,8401200,12904000,503720,2413200,7768900,2532900,0,5160600,0,0,36647000,0,0,5677400,18268000,45523000,967020,11848000,7040900,9971600,22049000,120940000,9806000,3587100,11764000,9370100,0,26965000,8058100,5598800,10053000,12378000,141190000,2868900,21348000,2994600,24071000,5876100,0,197050,28075000
O00483,22236000,17306000,9066100,0,13201000,16269000,0,5640500,0,8748100,6117400,11142000,0,0,0,39526000,0,21521000,0,5858000,9455000,9099300,0,0,0,0,0,0,14928000,0,0,11107000,11916000,0,21274000,0,0,28077000,9461800,16343000,3705900,12651000,18902000,6681300,7867700,28467000,0,15641000,12102000,26662000,10657000,15945000,9029200,7996000,18338000,13610000,0,13946000,10835000,6436100,21372000,11088000,0,12758000,0
O00499,0,2297800,3160800,0,0,0,0,0,0,0,0,4374500,0,0,0,7660700,0,97577000,1709500,0,1389100,155840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13085000,15785000,8041200,0,94275000,2759000,0,14704000,6662900,8041100,269320000,6473600,15431000,0,7903400,1928500,4911800,52496000,114690000,0,10254000,86972000,0,0,0,0,59014000,370600
O00505,10011000,2939500,0,0,0,0,9391400,4954700,0,5347000,0,0,0,0,0,8365400,0,0,0,0,0,5197400,0,6197000,0,5207100,0,0,3717900,0,0,2423800,0,0,12201000,0,0,5203800,5916100,10473000,902360,7581400,641190,1953200,10253000,6432800,0,0,0,10657000,0,3030100,1432800,5544200,5181100,5475700,0,14196000,2726500,0,0,0,0,259210,0
O00555,4176400,0,0,0,53815000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3746500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4774500,1275500,0,5350100,391660,3209800,7048800,4021900,325640,1921800,0,1456300,0,12431000,3859200,1455500,3043600,5417100,5938300,19570000,2466300,0,0,0,0,0,0
O00559,0,6095700,0,0,0,16901000,0,0,0,0,0,0,0,0,0,6879400,0,0,0,0,0,3557800,0,0,0,0,0,0,0,0,0,0,0,0,9046000,0,0,13396000,0,3490000,0,0,7983100,0,0,0,1534100,0,0,0,0,0,1626100,1292000,0,0,0,0,5185300,0,13011000,0,0,0,0
O00560,0,3856800,0,0,7602700,0,0,0,0,0,0,0,0,7873300,0,24418000,0,0,0,6473300,0,0,0,0,0,0,14159000,0,0,22406000,0,5200000,0,0,0,0,11142000,12779000,0,4933500,0,2289700,8517300,27235000,1552200,16019000,0,0,0,702960,14138000,4329700,3102800,634660,0,0,246340,8169000,1361600,0,9159000,0,0,16600000,0
O00562,19893000,0,0,0,0,0,0,0,0,0,0,0,0,0,1823700,0,0,0,0,0,0,0,0,0,691000,0,0,0,0,3219200,0,0,0,0,0,0,0,0,0,0,0,15807000,0,0,25777000,0,0,0,33830000,0,0,0,10684000,0,20865000,0,1312800,24605000,0,0,0,0,0,0,0
O00567,18150000,8930100,0,0,0,0,0,0,0,0,0,0,0,0,0,3752400,0,3511100,0,0,0,3925500,0,0,0,3915900,0,0,0,0,0,0,0,0,0,0,1823400,3080600,0,10620000,758140,0,8876200,0,0,21703000,0,0,11181000,0,0,2143200,3153400,0,4424700,12823000,10832000,6094400,0,0,0,2712300,0,0,0
O00571,8751100,0,0,0,0,5100000,0,0,29148000,0,0,0,0,3343000,0,0,0,3719200,3229500,0,0,9170100,4609900,0,1414600,0,8101100,0,5601300,6334900,5691100,0,4084300,4795300,0,0,5980300,0,0,0,4659400,0,5440900,6937400,4652700,0,0,3002400,8508200,0,0,0,3288400,648230,9519900,7883200,0,3495400,1073000,2596600,0,6285200,0,1727200,194200
O00584,3349600,0,3233800,0,7566900,11064000,0,0,39236000,0,0,0,0,5127100,10440000,0,0,21574000,3401100,0,1483700,23986000,0,2224200,0,0,3918900,1247900,0,0,0,3404500,0,0,18527000,2645400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00629,9263800,2299600,7556800,0,11310000,0,0,6526200,0,0,0,0,0,9433200,0,2799100,0,1710900,0,0,0,1050700,0,0,0,0,0,0,4280300,0,0,0,0,980370,6025300,0,0,3522100,10017000,3318800,4088200,5489300,0,0,9671100,6129900,0,4601600,0,0,0,0,0,0,0,2521500,0,6991600,0,0,7824000,0,0,0,0
O00712,0,10438000,0,0,2864200,14216000,10972000,0,0,0,0,0,0,4689800,0,5364800,0,8746300,3302100,1715800,0,7976100,0,0,0,8199400,8959000,0,7176100,0,0,2293300,5741900,0,0,0,0,8672600,3735700,11484000,0,0,11822000,4703400,0,11141000,2157100,0,7156500,0,8490200,0,0,0,0,7662600,0,0,0,0,10241000,0,0,0,999690
O00743,6430000,4031600,0,0,0,8443600,4486300,0,3107900,0,0,4675700,0,2822000,7208300,23194000,0,3952800,0,0,0,9188000,0,0,0,0,0,0,3544900,4910200,0,3134300,5609700,7201800,6750300,0,4862600,7152100,8000200,3120200,0,3487100,5803300,7531000,4526900,8812700,0,0,8010400,0,2081300,2938600,0,0,0,5028600,0,8925400,0,3496900,7070400,12848000,0,0,72923
O00754,33378000,55953000,1911700,0,44566000,94352000,35647000,6894300,50877000,16013000,17874000,12079000,0,35279000,58209000,91895000,17184000,33105000,27711000,6795300,9323900,125240000,23598000,10566000,20968000,49670000,46076000,19613000,16239000,16000000,22153000,52386000,28664000,61711000,51782000,7858100,21420000,43856000,54578000,29432000,0,27101000,26828000,43683000,36816000,18199000,16614000,28305000,20238000,16520000,21825000,24945000,19669000,10673000,36108000,30293000,2502900,27687000,19488000,0,28234000,73634000,0,50670000,14704000
