Chemical_ID,Protein_ID,Combined_Score,Smiles_ID,UniprotID
72710560,ENSP00000323782,0.107184923,C1=CC=C2/C/3=N/C4=C5C(=C([N-]4)/N=C/6\\[N-]/C(=N\\C7=C8C(=C([N-]7)/N=C(/C2=C1)\\[N-]3)C=CC=C8)/C9=CC=CC=C69)C=CC=C5.[Fe+4],Q96MW1
11650937,ENSP00000323782,0.002355713,CCCCCOC(=O)NC1=NC(=O)N(C=C1F)[C@H]2[C@@H]([C@@H]([C@H](O2)C)O)O.CCC1=C2CN3C(=CC4=C(C3=O)COC(=O)[C@@]4(CC)O)C2=NC5=C1C=C(C=C5)OC(=O)N6CCC(CC6)N7CCCCC7,Q96MW1
54083658,ENSP00000362465,0.436984688,C1=CC=C(C=C1)C[C@@H](C(=O)OC(=O)[C@H](CC2=CNC3=CC=CC=C32)N)N,Q96MV8
71677796,ENSP00000362465,0.290930506,CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@@H]1[C@@H]([C@H]([C@H]([C@H](O1)COC(=O)NC2=CC=NC=C2)O)O)O)[C@@H]([C@@H](CCCCCCCCCCCCCC)O)O,Q96MV8
57345926,ENSP00000362465,0.242638398,C1[C@H](C(C2=CC=CC=C21)CC3=C(C4=C(C=C3)OCO4)C(=O)O)O,Q96MV8
71768352,ENSP00000362465,0.230859835,C1=CC2=C(C=C1O)OC(=O)C(=C2)OC3=C(C=C(C=C3)Cl)O,Q96MV8
60202316,ENSP00000362465,0.230859835,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=CC=C(C=C2)NC3=NC=NC4=CC=CC=C43)C5=CC=CC(=C5)N,Q96MV8
53891824,ENSP00000362465,0.230859835,C[C@@H]([C@@H](C(=O)O[C@H](C)[C@@H](C(=O)O)N)N)O,Q96MV8
16040279,ENSP00000362465,0.230859835,C1[C@@H]([C@H](CN(C1=O)CCC2=CC3=C(C=C2)OCO3)N)C4=CC(=C(C=C4F)F)F,Q96MV8
41180562,ENSP00000359222,0.035335689,COC1=CC2=C(C=C1)C(=CC(=O)O2)CC(=O)NC3=CC=C(C=C3)S(=O)(=O)N,Q96MV1
44552610,ENSP00000331242,0.221436985,CN(CC1=CC=CC(=C1)CCC2=C(N=CC=C2)N)CC3=CC=CO3,Q96MU8
11847115,ENSP00000331242,0.14958775,CC[C@H](C)[C@@H](C(=O)N1CCC[C@H]1C(=O)N[C@@H](CC2=CC=C(C=C2)O)C(=O)N[C@@H](CC(=O)N)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)CNC(=O)[C@H](CC4=CC=CC=C4)N,Q96MU8
44472884,ENSP00000331242,0.120141343,CCCCCCCCCCCCCCCCCCCCCCC(C)CCCCCCCCCCCCCCCCCCC,Q96MU8
11105333,ENSP00000331242,0.094228504,CC1=CC(=O)C=CO1,Q96MU8
12402092,ENSP00000331242,0.089517079,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4[C@@]3(C=CC(=O)C4)C)C,Q96MU8
12318718,ENSP00000331242,0.084805654,C1COCCN1NC2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Q96MU8
60171462,ENSP00000339245,0.426383981,a,Q96MU7
73386671,ENSP00000339245,0.426383981,a,Q96MU7
44608614,ENSP00000339245,0.25795053,CN1CCCCN(S(=O)(=O)NC(=O)C2=CC3=C(C=C2)C(=C4N3CC(=CC5=C4C=CC(=C5)OC)C1=O)C6CCCCC6)C,Q96MU7
19604758,ENSP00000339245,0.208480565,CCO.C(=O)=O,Q96MU7
22151373,ENSP00000339245,0.206124853,CC1CCCN1C(=O)O,Q96MU7
22794415,ENSP00000339245,0.206124853,C[C@@H]1CCCN1C(=O)O,Q96MU7
23640758,ENSP00000339245,0.163722026,C(CC(=O)O)[C@H](CP(=O)(CCC(=O)O)O)C(=O)O,Q96MU7
25183380,ENSP00000339245,0.157832744,C1=CN(C(=N1)[N+](=O)[O-])CC2=CN(N=N2)C(CO)C[18F],Q96MU7
91623344,ENSP00000377428,0.032979976,CC1([C@@H](N[C@H](S1)[C@@H](C(=O)O)NC(=O)CCC(=O)[C-]2C=CC=C2)C(=O)O)C.[CH-]1[CH-][CH-][CH-][CH-]1.[Ru],Q96MT7
91623346,ENSP00000377428,0.032979976,CC1([C@@H](N[C@@H](S1)[C@@H](C(=O)O)NC(=O)CCC(=O)[C-]2C=CC=C2)C(=O)O)C.[CH-]1[CH-][CH-][CH-][CH-]1.[Ru],Q96MT7
18218197,ENSP00000345064,0.77385159,CCC(C)C(C(=O)O)NC(=O)C(CS)N,Q96MT3
74627693,ENSP00000345064,0.134275618,CC1(CC1)C(=O)N2C[C@@H](C[C@H]2C(=O)NC3(CC3)C(N)S)S(=O)(=O)C4=C(C=C(C=C4)OCC(F)(F)F)C(F)(F)F,Q96MT3
10964511,ENSP00000345064,0.134275618,CCC(CC(=O)O)C#N,Q96MT3
15036063,ENSP00000345064,0.116607774,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2C(=O)C4=CC=CC=C4)CC=C5[C@@]3(CCC(=C5)C(=O)OC)C,Q96MT3
44143572,ENSP00000345064,0.116607774,C[C@]12CCC3C(C1CC[C@@H]2C(=O)C4=CC=CC=C4)CC=C5[C@@]3(CCC(=C5)C(=O)OC)C,Q96MT3
44475968,ENSP00000345064,0.098939929,a,Q96MT3
24892721,ENSP00000430955,0.221436985,CC(CC/C=C(/C)\\CC/C=C(\\C)/CC/C=C(\\C)/CCC=C(C)C)CCOP(=O)(O)OP(=O)(O)O,Q96MT1
11649099,ENSP00000430955,0.219081272,CC1=CC(=C(C(=C1)C)NC(=O)NC2=CC3=CC=CC=C3C=C2C(=O)N[C@@H](C(C)OC(C)(C)C)C(=O)O)C,Q96MT1
25138286,ENSP00000430955,0.219081272,CC1=CC(=C(C(=C1)C)NC(=O)NC2=CC3=CC=CC=C3C=C2C(=O)N[C@@H]([C@@H](C)OC(C)(C)C)C(=O)O)C,Q96MT1
15947913,ENSP00000430955,0.180212014,CNC(=O)CCC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](CN(CC2CC2)S(=O)(=O)C3=CC=CO3)O,Q96MT1
15417341,ENSP00000430955,0.180212014,CC1(CC2=CC=CC=C2OC1(C)C)C,Q96MT1
18221699,ENSP00000430955,0.176678445,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CCCN=C(N)N)C(=O)O)N,Q96MT1
44199170,ENSP00000281703,0.219081272,CC1=C(C=C(C=C1)C2=C(C(=NC3=CC=CC=C32)C)[C@@H](C(=O)O)OC(C)(C)C)C,Q96MS3
18232025,ENSP00000281703,0.161366313,CCC(C)C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)N,Q96MS3
15031707,ENSP00000281703,0.075382803,C(CCl)C1=NN=C(S1)N,Q96MS3
15991551,ENSP00000281703,0.045936396,C1=CC(=CC(=C1)Br)NC2=NC=NC3=C2C=C(C=C3)NC(=O)CCS,Q96MS3
15527939,ENSP00000281703,0.042402827,COC1=CC(=CC(=C1O)[N+](=O)[O-])C(=O)O,Q96MS3
44629715,ENSP00000380903,0.223792697,C1=CC2=C(NN=C2N=C1)COC3=CC(=C(C=C3)Cl)OC4=CC(=CC(=C4)C=N)Cl,Q96MS0
11963124,ENSP00000380903,0.100117786,CC(C)[C@@H](C(=O)N[C@@H](CCCN=C(N)N)C(=O)O)NC(=O)[C@H](CCCCN)N,Q96MS0
18222653,ENSP00000380903,0.100117786,CC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CCCCN)N,Q96MS0
57416733,ENSP00000380903,0.065959953,B1(OC(C(O1)(C)C)(C)C)/C=C/C2=NC=CC(=C2)[C@@H]3CN3,Q96MS0
57416737,ENSP00000380903,0.065959953,B1(OC(C(O1)(C)C)(C)C)/C=C/C2=NC(=CC=C2)[C@H]3CN3,Q96MS0
46228323,ENSP00000380903,0.056537102,CSCC[C@@H](C(=O)O)NC(=O)N[C@@H](CCCCNC(=O)C1=CC=C(C=C1)I)C(=O)O,Q96MS0
11442292,ENSP00000380903,0.055359246,C[C@@H]1CN(CCN1S(=O)(=O)C2=CC=C(C=C2)C(C)(C(F)(F)F)O)CC3(CC3)C(=O)N,Q96MS0
66754292,ENSP00000301480,0.210836278,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)C(=O)O)COP(=O)(O)O)O,Q96MR9
20274032,ENSP00000301480,0.210836278,[H+].CC(=O)O,Q96MR9
44241506,ENSP00000301480,0.115429918,CC[C@@H]([C@H](C)O)N1C(=O)N(C=N1)C2=CC=C(C=C2)N3CCN(CC3)C4=CC=C(C=C4)OC[C@@H]5CC[C@@](O5)(CN6C=NC=N6)C7=C(C=C(C=C7)F)F,Q96MR9
16750068,ENSP00000301480,0.097762073,a,Q96MR9
44475985,ENSP00000301480,0.083627797,CC(C)N1C2=NC=NC(=C2C(=N1)C#CC3=CC(=CC=C3)O)N,Q96MR9
71307952,ENSP00000301480,0.082449941,CN(C1=CC=CC=C1)C2=CC3=C(N=C(N=C3N=C2)N)N,Q96MR9
74766018,ENSP00000301480,0.069493522,O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[OH2+][Te]([OH2+])([OH2+])([OH2+])([OH2+])[OH2+].[W].[W].[W].[W].[W].[W],Q96MR9
25181308,ENSP00000435310,0.141342756,CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)S)O)O)O)O,Q96MR6
20274032,ENSP00000234827,0.552414605,[H+].CC(=O)O,Q96MN5
49866839,ENSP00000234827,0.372202591,a,Q96MN5
22326405,ENSP00000234827,0.372202591,CC(C(CO)O)C(C(=O)O)N,Q96MN5
49867758,ENSP00000234827,0.372202591,C1=CC2=C(C=C1O)NC=C2C[C@@H](C(=O)O)N,Q96MN5
49867151,ENSP00000234827,0.372202591,C[C@@H]([C@H](CO)O)[C@@H](C(=O)O)N,Q96MN5
20042692,ENSP00000234827,0.372202591,[H-].[O-]S(=O)(=O)[O-],Q96MN5
25021192,ENSP00000234827,0.159010601,C[C@@H]1CC[C@@]2(CC[C@@H]([C@@H](O2)[C@H](C)CC[C@@H]([C@H](C)C(=O)C[C@H]([C@@H]([C@@H](C(C)C)OC(=O)C[C@H](C(C(C)C(=O)O)C(=O)O)O)OC)O)O)C)O[C@H]1CC[C@H](C)C(=O)C,Q96MN5
15481404,ENSP00000234827,0.159010601,CC(C)(C)CN1C2=C(C=C(C=C2)Cl)[C@H](O[C@@H](C1=O)CC(=O)N[C@@H](CC(=O)O)C(=O)O)C3=C(C(=CC=C3)OC)OC,Q96MN5
20042692,ENSP00000301295,0.765606596,[H-].[O-]S(=O)(=O)[O-],Q96MN2
20395750,ENSP00000301295,0.486454653,[H+].C(CO)O,Q96MN2
71768362,ENSP00000301295,0.454652532,C1=CC2=C(C=CC3=C2C(=C1)C(=O)O3)OC(=O)C4=CC=C(C=C4)[N+](=O)[O-],Q96MN2
75815439,ENSP00000301295,0.197879859,C1COCCN1C2=NC(=NC(=C2)C3=CC=C(C=C3)C(F)(F)F)N,Q96MN2
11804285,ENSP00000301295,0.197879859,C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](C(C)(C)S)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](CS)NC(=O)[C@@H](CC4=CC=CC=C4)N)O,Q96MN2
54289881,ENSP00000301295,0.197879859,C(CC(=O)N[C@H](CS)C(=O)NCC(=O)O)C(C(=O)O)N,Q96MN2
24838730,ENSP00000301295,0.197879859,C[C@H]([C@@H](C(=O)N)NC(=O)[C@H](C(C)(C)S)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)NC(=O)[C@H](CC3=CC=C(C=C3)O)NC(=O)[C@H](CS)NC(=O)[C@H](CC4=CC=CC=C4)N)O,Q96MN2
46174147,ENSP00000301295,0.17196702,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@@H]1OC(=O)N)CO)O)O,Q96MN2
53477714,ENSP00000429473,0.373380448,CO[C@@H]1[C@H]([C@@H]([C@@H](O[C@@H]1C(=O)[O-])O[C@H]2[C@@H](O[C@H]([C@H]([C@@H]2[O-])NOS(=O)(=O)O)OC)COS(=O)(=O)O)OS(=O)(=O)O)O,Q96MM7
44402523,ENSP00000429473,0.155477032,C1=CC(=CC=C1/C=C/C(=O)NC2=C(C=C(C=C2)C3=NC4=C(O3)C=CC(=C4)CC(=O)O)F)Br,Q96MM7
46943421,ENSP00000429473,0.131919906,C(CCOP(=O)(O)O)CN(C(=O)COP(=O)(O)O)O,Q96MM7
49758473,ENSP00000429473,0.109540636,B1(OC(C(O1)(C)C)(C)C)C2=CC3=NC=CN3C=C2,Q96MM7
24748292,ENSP00000429473,0.091872792,C1=CC=C(C=C1)C(=O)N[C@@H](COP(=O)(N[C@@H](CCC(=O)O)C(=O)O)O)C(=O)O,Q96MM7
20395750,ENSP00000254963,0.467608952,[H+].C(CO)O,Q96MM6
20042692,ENSP00000254963,0.400471143,[H-].[O-]S(=O)(=O)[O-],Q96MM6
25113142,ENSP00000254963,0.167255595,a,Q96MM6
24794392,ENSP00000254963,0.167255595,CC(C)[C@@H](C(=O)O)NS(=O)(=O)C1=CC2=C(C=C1)C3=CC=CC=C3S2,Q96MM6
46916274,ENSP00000254963,0.163722026,CSC1=NC(=C(C(=N1)Cl)C=O)NCC2=CC=C(C=C2)S(=O)(=O)N,Q96MM6
53384651,ENSP00000254963,0.159010601,C1[C@@H]([C@H](O[C@H]1N2C=CC(=O)NC2=O)COP(=O)(CP(=O)(O)OP(=O)(O)O)O)O,Q96MM6
66754292,ENSP00000317686,0.210836278,C1[C@@H]([C@H](O[C@H]1N2C=C(C(=NC2=O)N)C(=O)O)COP(=O)(O)O)O,Q96MM3
20274032,ENSP00000317686,0.210836278,[H+].CC(=O)O,Q96MM3
11556698,ENSP00000317686,0.090694935,C1=CC=C(C=C1)C[C@H](NC(=O)OCC2=CC=CC=C2)P(=O)(C[C@H](CC3=CC(=NO3)C4=CC=CC=C4)C(=O)N[C@@H](CC5=CC=C(C=C5)O)C(=O)O)O,Q96MM3
44475985,ENSP00000317686,0.083627797,CC(C)N1C2=NC=NC(=C2C(=N1)C#CC3=CC(=CC=C3)O)N,Q96MM3
71307952,ENSP00000317686,0.082449941,CN(C1=CC=CC=C1)C2=CC3=C(N=C(N=C3N=C2)N)N,Q96MM3
74766018,ENSP00000317686,0.069493522,O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.O.[OH2+][Te]([OH2+])([OH2+])([OH2+])([OH2+])[OH2+].[W].[W].[W].[W].[W].[W],Q96MM3
24762199,ENSP00000468308,0.116607774,CCCCCCC/C=C/C=C/C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@H]1C[C@H](CCNC(=O)C[C@H]([C@@H](NC1=O)C)O)O,Q96MK3
54579915,ENSP00000468308,0.09540636,C1CN(CCC1C2=NC(=NO2)C3=NC=CS3)C(=O)CCCC(F)(F)F,Q96MK3
18987096,ENSP00000468308,0.091872792,C(CCN)CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CCCN=C(N)N)N,Q96MK3
91666458,ENSP00000468308,0.090694935,C[C@H](C[C@@H](CC#N)C1=CC=C(C=C1)OC)N,Q96MK3
11419818,ENSP00000468308,0.077738516,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)NC(=O)[C@H](CCC(=O)O)N,Q96MK3
23724459,ENSP00000468308,0.077738516,C1[C@H]([C@@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)OC[C@@H]2[C@H]([C@H](C(O2)N3C=CC(=O)NC3=O)O)O)O)O)O,Q96MK3
18690831,ENSP00000468308,0.077738516,C1=CC=C2C(=C1)C(=CN2)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCC(=O)O)N,Q96MK3
66563349,ENSP00000413001,0.451118963,C1=CC(=NC=C1CC(C[Se][Se]CC(CC2=CN=C(C=C2)N)C(=O)O)C(=O)O)N.Cl.Cl,Q96MI9
24776232,ENSP00000413001,0.449941107,CC(C)CC(C(=O)NC(CC1=CC=CC=C1)P(=O)(CC(CC2=CC=CC=C2)C(=O)O)O)NC(=O)C,Q96MI9
24827784,ENSP00000413001,0.449941107,CC(C)C[C@@H](C(=O)N[C@H](CC1=CC=CC=C1)P(=O)(C[C@@H](CC2=CC=CC=C2)C(=O)O)O)NC(=O)C,Q96MI9
20395750,ENSP00000413001,0.435806832,[H+].C(CO)O,Q96MI9
20274032,ENSP00000413001,0.435806832,[H+].CC(=O)O,Q96MI9
24776225,ENSP00000413001,0.413427562,CC(C)CC(C(=O)N1CCCC1P(=O)(CC(CC2=CC=CC=C2)C(=O)O)O)NC(=O)C,Q96MI9
24827312,ENSP00000413001,0.413427562,CC(C)C[C@@H](C(=O)N1CCC[C@@H]1P(=O)(C[C@@H](CC2=CC=CC=C2)C(=O)O)O)NC(=O)C,Q96MI9
71456891,ENSP00000413001,0.394581861,C(CCC(CS)C(=O)O)CCN,Q96MI9
44543640,ENSP00000413001,0.394581861,C1=CC=C(C=C1)C[C@H](CC(=O)CO)C(=O)O,Q96MI9
18219716,ENSP00000387046,0.004711425,C1=CC(=CC=C1CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CC(=O)O)N)O,Q96MI6
16072318,ENSP00000303490,0.1401649,CC(=CCC[C@@]1([C@H]2CC[C@H](C2)C1=C)C)CO.CC(=CCC[C@@]1(C2C[C@@H]3C1(C3C2)C)C)CO,Q96MH7
11765459,ENSP00000303490,0.075382803,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)OC(C)(C)C)C(=O)NC(CC3CC3)C(=O)C(=O)NCC(=O)N[C@@H](C4=CC=CC=C4)C(=O)N(C)C)C,Q96MH7
11840907,ENSP00000303490,0.075382803,CC1([C@@H]2[C@H]1[C@H](N(C2)C(=O)[C@H](C(C)(C)C)NC(=O)OC(C)(C)C)C(=O)N[C@@H](CC3CC3)C(=O)C(=O)NCC(=O)N[C@@H](C4=CC=CC=C4)C(=O)N(C)C)C,Q96MH7
59229773,ENSP00000303490,0.074204947,C1CNC[C@@H]1OC2=C(C=C3C(=C2)C=CNC3=O)Cl,Q96MH7
59229792,ENSP00000303490,0.074204947,C1CNC[C@H]1OC2=C(C=C3C(=C2)C=CNC3=O)Cl,Q96MH7
70789286,ENSP00000303490,0.069493522,CCCC1=C(C(=CS1)C2=CNN=C2)C[C@@H](C3=NC=CC(=O)N3)NC4C5=C(CC(N4)(C)C)C=C(C=C5)Cl,Q96MH7
25011744,ENSP00000303490,0.045936396,C1CCC(C1)N2C3=NC=NC(=C3C(=N2)CC4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(F)(F)F)N,Q96MH7
24978588,ENSP00000335416,0.310954064,CC[C@H](C)[C@@H](C(=O)NCCCCCCCCCCC(=O)N1CCN(CC1)C2=NC(=NC(=N2)NCCOCCOCCOCC#C)N3CCN(CC3)C(=O)CCCCCCCCCCNC(=O)[C@H]([C@@H](C)CC)N4C=C(N=N4)CCCCN=C(N)N)N5C=C(N=N5)CCCCN=C(N)N,Q96MH6
22451065,ENSP00000335416,0.228504122,CCCCCCCC(C)(C)C(C)(C)C(=O)O,Q96MH6
25246340,ENSP00000335416,0.222614841,CC1=CC2=C(C=C1C3=C(C=CC(=C3)CCC(=O)O)O)C(C=CC2(C)C)(C)C,Q96MH6
86223073,ENSP00000335416,0.204946996,CC1=C(N=C(S1)C2=CC(=C(C=C2)OC)OCCNS(=O)(=O)C)[C@@H](C)SC3=NC(=CC(=N3)N)N,Q96MH6
71300310,ENSP00000335416,0.182567727,CC(=O)OC[C@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@@H](O1)CS(=O)(=O)O)O)O)O)O,Q96MH6
52912189,ENSP00000302276,0.093050648,CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)[C@H](C)C5=CC=CC=N5)OC,Q96MH2
44461819,ENSP00000302276,0.047114252,C1=C2C(=CC(=C1Cl)Cl)N(C=N2)C3[C@@H]([C@@H]([C@H](O3)CO)O)O,Q96MH2
66577006,ENSP00000302276,0.043580683,CC1=C(C=C(C=C1)NC2=NC=NC(=C2)C3=CC(=CC=C3)N4C(=O)C5=CC=CC=C5C4=O)NS(=O)(=O)C,Q96MH2
10267191,ENSP00000302276,0.043580683,COC1=CC(=C(C=C1CCN)OC)I,Q96MH2
59733314,ENSP00000302276,0.042402827,CN1CCN(CC1)C2=CC(=CC(=C2)C(=O)NC3=C(NN=C3)C(=O)NC4CCCCC4)Cl,Q96MH2
57096270,ENSP00000302276,0.036513545,CCCCCCCCCCCCCCCC(=O)O[C@@]12[C@@H](C1(C)C)[C@@H]3C=C(C[C@]4([C@H]([C@]3([C@@H]([C@H]2O)C)O)C=C(C4=O)C)O)CO,Q96MH2
20274032,ENSP00000353739,0.551236749,[H+].CC(=O)O,Q96MG8
19420248,ENSP00000353739,0.551236749,[H-].[O-]P(=O)([O-])[O-],Q96MG8
13205024,ENSP00000353739,0.24852768,CN[C@@H](CC(=O)N)C(=O)O,Q96MG8
53781718,ENSP00000353739,0.242638398,C[C@@H]1CCC2CC(C(=CC=CC=C[C@H](C[C@H](C(=O)C(C(C(C=C(C(=O)CC(OC(=O)[C@@H]3CCCCN3C(=O)C(=O)C1(O2)O)[C@H](C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,Q96MG8
91454826,ENSP00000353739,0.242638398,C[C@@H]1CC[C@H]2C[C@@H](C(=CC=CC=C[C@H](C[C@H](C(=O)[C@@H]([C@@H](C(C=C(C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)C)O)OC)C)C)C)OC,Q96MG8
71744195,ENSP00000353739,0.229681979,CC1=C(C2=CC=CC(=C2N=C1)C#N)Cl,Q96MG8
56633852,ENSP00000353739,0.160188457,C1=CC(=C(O)O)C(=C(O)O)C=C1,Q96MG8
11228257,ENSP00000353739,0.157832744,CC1=CC(=C(C(=C1)C)N2CC[N+](=[C-]2)C3=C(C=C(C=C3C)C)C)C,Q96MG8
24768531,ENSP00000330694,0.647820966,C/C(=C\\C(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](CN(CC2=CC=CS2)S(=O)(=O)C3=C(C=C(C(=C3)F)F)F)O)/C(F)(F)F,Q96MG7
24838626,ENSP00000330694,0.287396938,CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3C(OC4=C(C3=O)C(=CC=C4)OC)C5=CC(=C(C=C5)OC)O)O)O)O)O)O)O,Q96MG7
16755649,ENSP00000330694,0.207302709,CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@@H]([C@@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,Q96MG7
11433190,ENSP00000330694,0.207302709,CC(C)OC1=C(C=CC(=C1)OC)C2=N[C@H]([C@H](N2C(=O)N3CCNC(=O)C3)C4=CC=C(C=C4)Cl)C5=CC=C(C=C5)Cl,Q96MG7
