Chemical_ID,Protein_ID,Combined_Score,Smiles_ID,UniprotID
12563346,ENSP00000403103,0.292108363,C1=CC(=C(C=C1O)O)S,X6RGM1
53710320,ENSP00000403103,0.215547703,C1=C(NC(=C1)O)O,X6RGM1
74766015,ENSP00000403103,0.168433451,CC1=NC(=CS1)C2=CC=C(C=C2)S(=O)(=O)NCCC(C)C,X6RGM1
24112895,ENSP00000403103,0.159010601,C1=CC([C@@H]([C@H]([C@@H]1O)O)O)Br,X6RGM1
71314354,ENSP00000403103,0.157832744,CCCCN1CC([C@H]([C@H](C1CO)O)O)O,X6RGM1
16211581,ENSP00000403103,0.148409894,CC(=O)OC1=CC2=C(C=C1)C3(C4=C(C=C(C=C4)C(=O)ON5C(=O)CCC5=O)C(=O)O3)C6=C(O2)C=C(C=C6)OC(=O)C.CC(=O)OC1=CC2=C(C=C1)C3(C4=C(O2)C=C(C=C4)OC(=O)C)C5=C(C=CC(=C5)C(=O)ON6C(=O)CCC6=O)C(=O)O3,X6RGM1
14144377,ENSP00000397453,0.340400471,C1=CC2=COC=CC2=C1,X6REH9
46174150,ENSP00000397453,0.281507656,C1=CC=C(C=C1)C2=CNC3=CN=C(C=[N+]23)C4=CNN=C4,X6REH9
71297386,ENSP00000397453,0.244994111,CC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O[C@@H]2[C@H](OC([C@@H]([C@H]2O)NC(=O)C)O)CO)CO)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)CO[C@@H]4[C@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O)O[C@@H]5[C@H]([C@H]([C@@H]([C@H](O5)CO)O)O)O)O[C@H]6[C@@H]([C@H]([C@@H](CO6)O)O)O)O,X6REH9
20395750,ENSP00000397453,0.191990577,[H+].C(CO)O,X6REH9
20042692,ENSP00000397453,0.191990577,[H-].[O-]S(=O)(=O)[O-],X6REH9
10219853,ENSP00000397453,0.164899882,B1(OB2OB(OB(O1)O2)[O-])[O-].[Na+].[Na+],X6REH9
