"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","t_test_p_value"
"P28289",-0.22234164,-0.62123899,0.59978519,-0.96977292,0.57439153,0.34633979,0.03002772,0.6120186,0.72270152,-0.2108454,0.28951896,-1.1435124,0.7909271,-0.61338491,-0.57293904,0.122302,-0.47902227,0.11562424,-0.27678295,-0.10983085,-0.85795181,0.607902358852808
"P28331",1.007268,1.1113672,1.0998993,0.6432479,0.5722887,1.4722737,0.6725633,1.3484678,0.7741412,0.6972909,0.6536774,0.5948482,0.5333084,0.5082,0.8987431,0.6098202,0.7230365,-0.294331,1.0669529,0.6707549,0.8988595,0.290429273710783
"P28340",-0.9800173,-0.8068232,-0.989034,-1.4294886,-0.733872,-0.4959168,-1.1100905,-0.9222954,-0.6484677,-0.6525566,-1.6378157,-0.2916808,-0.7081042,-0.5249365,-0.6907238,-0.3218433,-0.80258,-0.639363,-1.1443537,0.8690267,-1.4242666,0.165933895550545
"P28370",-0.84650605,-0.41434146,-1.07030897,-0.34508091,-0.45994181,-0.70217945,-0.4011221,-0.91730173,-1.24643894,-0.36177223,0.6780347,-0.34022413,0.02414536,-0.60015692,-0.74967056,0.2019775,-0.63541545,1.09473436,-0.89620391,-0.42144566,-0.77896995,0.45399098739036
"P28482",0.919712,0.81256,1.558878,0.8518598,-0.1304278,1.1933584,1.1115088,1.193226,0.5829859,0.7168305,0.5510293,0.5066995,1.1261322,0.6452445,0.7104939,1.1634236,0.8112242,-0.8071329,1.1488231,1.2515827,0.8883285,0.310384719740447
"P28676",-0.8347277,-0.4227114,-0.4756475,-0.7082831,-0.7567949,-0.257388,-0.4908871,-0.6148123,-0.8288692,-0.63872,-1.1574619,-0.4723423,-0.2144625,-0.1161542,-0.4574682,-0.4891205,-0.1530096,1.0947344,-0.7283221,-0.7252713,-0.6256686,0.563839346533219
"P28838",1.3704739,1.4952422,1.1688714,0.9234042,0.5768549,0.8995709,1.1202592,0.8548363,1.370324,0.9337058,0.7737881,1.1982501,1.4858612,1.5326421,0.6584886,0.1232029,0.5639693,0.1924509,1.2515035,1.3176809,0.9824822,0.250148035316732
"P29144",0.30544106,0.52380645,0.45250042,0.43739692,0.10279665,0.18249768,0.30951018,0.06089078,0.42836469,0.13448475,0.27531583,0.30331837,0.02225651,0.36932282,0.21112852,-0.73192055,0.03702526,0.17340944,0.14257826,-0.14607861,0.23674139,8.91348462983221e-05
"P29218",0.216055087,0.398940592,1.071456794,0.448891422,0.758066382,0.449999742,0.257399813,0.428363498,0.008484502,0.278387538,0.347170204,0.633607655,0.234156942,0.428506772,0.357087251,0.454077939,0.105544358,1.094734356,0.149519633,0.086265353,0.830437151,0.3949026320998
"P29323",-0.7002575,-0.8807038,-0.78070456,0.09413838,-0.75258459,-0.9402337,-0.10513251,-0.43588306,-0.31692258,-0.28215694,-0.24014291,-0.50712556,-0.50680303,-0.40989925,-0.58960277,-0.55540098,-0.23323473,1.09473436,-0.90899936,-0.05420955,-0.58822818,0.684373409284144
"P29372",-0.46003985,-0.5978035,-0.07462217,-0.59695228,-1.17264363,-0.71824521,-0.34167235,-0.89080927,-0.60019279,-0.09455817,0.2107206,-0.66641705,-0.69380431,-0.63939765,-0.88582983,-0.16678655,-0.63665816,1.09473436,-1.64496518,0.10248869,-0.39000446,0.817299759758011
"P29373",-0.62153795,-0.45560677,-0.89090461,-0.99997975,0.13158097,0.61361052,-0.05090419,-0.40215632,0.63686317,-1.0656969,-0.1540277,-0.71727919,0.67327069,0.60870575,0.99905528,-0.07478458,0.6057912,-0.63936299,-2.1890451,-1.33362354,0.05283186,0.034784508782797
"P29401",1.6733074,1.5343299,1.8201979,1.5358783,1.8027874,1.7703806,1.5049636,1.7019489,1.6601679,1.4250754,1.3378182,1.9273374,1.9017114,1.7588147,1.7150268,1.6800315,1.6642423,0.5136835,1.7435078,1.6457298,1.8765275,0.97010223554607
"P29590",0.154547373,0.33448177,0.061079758,0.091479839,-0.351538139,-0.660956058,0.179555112,0.195818364,0.489889525,0.751872504,-0.022230182,0.073141591,-0.186938892,0.373406154,-0.136803737,0.006088836,0.106941898,-0.359736375,0.033603012,0.080778608,0.288082284,0.381721943674901
"P29692",0.6176545,0.8159369,1.0761801,0.7480712,0.8278878,0.8479277,0.8389927,0.6812037,1.0653093,1.2107159,1.0770237,0.9187134,1.0132605,0.9275216,0.957832,0.9510608,0.9396256,-0.1643439,0.5597857,0.9458227,0.7174376,0.772997462562531
"P29762",-0.20125068,-0.67820823,1.11361959,-0.14728883,1.21795836,1.90277512,-1.28399547,1.27529774,1.80056322,-0.80351005,1.39322287,0.06443218,1.54785733,0.96784588,-0.76846532,-0.66680976,-0.96273519,-0.10286336,-0.63971153,-1.59112933,-1.02862671,0.950467810163982
"P29966",2.0825007,1.819351,1.7792401,1.5670441,1.164751,1.5986095,1.8071284,1.9318842,0.9983188,1.5119626,0.5016152,1.4932838,1.037213,1.3713974,1.0113707,1.3716831,1.0686491,0.3828736,1.9017074,1.9768043,1.9043227,0.0221816180948692
"P29972",0.56218455,-1.13542953,0.5495684,-1.19150858,-0.38996083,0.04777066,0.23480604,-0.12673641,-0.17252496,0.55437257,-0.12108926,-0.70720482,0.19124834,-0.14118644,0.32187276,-0.27276525,0.58163138,0.03798439,-0.06358612,0.50340479,-0.11545398,0.395140748415574
"P29992",0.43425905,0.05412435,0.65025261,0.37630941,0.12750667,0.79490574,0.3375365,0.74510323,0.32204735,-0.13684979,0.33576174,0.61778037,0.39899232,0.37688181,-0.19685954,0.58137425,0.11443534,-0.36559701,0.41672766,0.80369903,0.23027758,0.860712313101589
"P30038",-0.241544749,-0.27383032,1.192825305,-0.648284475,0.069591396,0.192310664,0.499170101,0.038850689,0.14769062,0.209506662,-0.296507188,0.196129321,-0.208396845,0.071913435,0.527552303,-0.488549528,0.715592332,-0.056640742,-0.008700274,-0.60414286,0.057847897,0.965369284014714
"P30040",0.3982667,0.5134058,0.5651786,0.696174,0.8257578,0.6560953,0.4110698,0.8243541,0.8219211,0.170245,0.6769886,0.8235189,0.6357492,0.531514,0.2187867,0.173583,0.3612918,-0.4392733,0.4283825,0.8065945,0.5321487,0.354232530065766
"P30041",1.835041,1.343418,1.734888,1.365564,2.191353,1.817271,1.586582,1.614637,1.624854,1.551726,1.792937,1.425333,2.346251,1.563078,1.548116,1.317777,1.541463,0.687539,1.569015,1.727744,1.369443,0.465563841127119
"P30043",0.7490077,-0.2132731,0.669234,0.8832769,1.6850346,0.7910141,0.9861856,0.5722707,1.0209447,1.058605,2.011384,1.3106991,1.8127127,0.4839001,1.0067497,1.2477491,0.8172362,0.688195,0.5704765,1.6018629,0.7976289,0.18787141797532
"P30044",1.3555788,1.4663809,1.82686,1.480354,1.3580873,1.7419344,1.2990644,1.552234,1.4826872,1.3885994,1.1730998,1.6865744,1.4904746,1.4878376,1.3934819,1.2587145,1.3890227,0.8248805,1.5363797,1.5647773,1.5028887,0.27928893280595
"P30046",0.86418478,0.72114204,1.11783123,0.60899218,0.81460705,0.97152415,0.77619008,0.85618568,0.84880859,0.39915974,0.90272183,0.79088407,1.04335714,0.50794306,0.80183925,0.76283951,0.7301065,0.08315055,0.73350478,1.10717338,0.76458347,0.753931771670091
"P30048",0.9501731,1.2578792,1.1727686,0.8274087,1.0088149,1.165703,1.1322442,1.067026,0.9944734,0.9872282,0.9255549,0.829247,0.9445275,1.1391808,0.9745561,1.0209783,1.0393679,0.6843195,0.6776894,0.9997258,0.7573385,0.446921178930686
"P30049",0.97149843,0.8502696,0.88113759,0.18763664,0.53375447,0.69876579,0.31460864,0.81798383,0.33389877,0.42782627,0.39396583,0.33860308,0.59024684,0.50241796,0.1513625,0.02101503,-0.0025278,-0.24373059,0.50873994,0.7950698,0.10575342,0.3554841512536
"P30050",0.9601509,1.0779098,0.7580596,0.8327548,0.9419265,0.6597977,0.8356461,0.7227868,0.9588005,1.1509599,0.5276357,1.0063054,0.464158,1.1973289,0.9914627,0.9725524,1.0338584,0.3244923,0.9044531,0.5998836,0.8325275,0.633991562336847
"P30084",0.6539675,0.951626,1.1526123,0.5412372,0.7745743,1.0573875,0.719565,0.9420279,0.9401809,0.5336335,0.3111925,0.7201287,1.0253731,1.0666913,0.3812667,0.4896199,0.7007664,-0.3734835,0.8083661,0.584836,0.6677116,0.361270036988842
"P30085",0.7623976,0.8360301,0.7906974,1.0516011,0.4520076,0.6145538,0.5678956,0.7470881,0.5954699,0.2015159,0.6987267,1.0965834,0.5174622,0.6488047,0.4907461,0.5388933,0.2332588,-0.5870926,0.6995811,0.219998,1.2182966,0.0161467282278707
"P30086",2.207221,1.916814,2.253481,2.111947,1.908589,2.480128,1.757339,2.215766,1.903166,1.857838,2.058636,2.371919,2.162583,1.883023,1.952623,2.14214,1.923279,1.593098,1.999095,2.257229,2.225377,0.662913749595326
"P30101",1.6731034,1.586984,1.3366277,1.5698372,1.945975,1.4019705,1.6325876,1.5951039,1.9340986,1.7073137,1.5131848,1.717541,1.7710263,1.4874174,1.5529033,1.3888079,1.4748174,0.9510855,1.4667275,1.8014031,1.5716783,0.432902847672341
"P30153",1.3341624,1.25215994,1.35444547,1.36933357,1.70190336,1.34275355,1.44315014,1.33717697,1.35880419,1.22697329,1.3618029,1.17424852,1.21950094,1.27654519,1.04210701,1.22747301,1.15533571,0.03537092,1.33986315,0.99066511,1.34199658,0.222146199116922
"P30405",0.005729247,-0.096297403,0.189104765,-0.768089907,-0.271742521,-0.26671152,0.316416908,-0.506088652,-0.42320799,0.055630354,-0.023004512,-0.172801273,-0.785471576,-0.74627176,-0.143602369,1.334276671,0.599026957,1.094734356,-0.680207091,-0.399665053,-0.712119944,0.724945191504433
"P30419",-0.26954274,-0.23144972,-0.75237695,-0.120305,-0.27176791,-0.25140383,-0.28333742,-0.23015773,-0.17289958,-0.04180769,-0.26932397,0.03204772,-0.52883948,-0.24681844,0.03042434,-0.34339228,-0.18188266,1.09473436,-0.33311861,-0.33581446,-0.20791475,0.383748185355831
"P30519",-0.25866191,-0.53102419,0.15244643,-0.0528295,-0.06357396,-0.08887767,-0.13362782,0.19037197,-0.21487944,-0.22343777,-0.36016136,-0.60533769,-0.24442327,-1.03559063,-0.21897478,-0.23215179,-0.32475925,1.09473436,-0.14354987,-0.11456182,-0.14236865,0.920397533609535
"P30520",0.05449051,0.14662713,-0.23377266,-0.60299809,0.30233458,0.0589946,-0.04431014,-0.48647658,-0.32272069,-0.32059396,-0.13879247,0.32018132,0.01083764,0.01384933,-0.71057578,-0.45212723,-0.49539425,-0.68314294,-0.29974844,-0.45942137,-0.5817277,0.930057692894511
"P30566",0.50410793,0.39125228,-1.21500298,-0.76277089,0.14868493,-1.82106887,-0.0874757,-1.38199841,-0.41784506,0.21626205,-0.61298245,-0.77236424,-0.37597321,-0.03304644,-0.60522499,0.08952482,-0.45366323,-0.01769413,-0.44099833,-0.34613272,0.14161887,0.814052413188763
"P30622",-0.6237234,-1.202013,-0.6016889,0.1543361,-0.6521378,-0.9007484,-0.8534165,-0.4977291,-2.3090098,-0.7236814,-0.7473301,-0.7521192,-0.5443762,-0.6671628,-0.7483755,-0.4532809,-0.6725919,-0.3341721,-0.3794866,-0.7921215,-0.2123929,0.711611671922575
"P30626",1.1645819,1.1612169,0.8581878,0.4060393,0.2938609,0.6677167,0.6650347,0.8406766,0.7484322,1.042492,0.4096566,0.6118501,1.1362476,0.7437688,0.7691459,0.488531,0.7244549,0.3533695,1.1890268,1.2454615,0.8596126,0.826258075493116
"P30711",-0.98095921,-0.0265925,-0.35544777,-0.46962122,-0.85194075,-0.14446048,-0.77806408,-0.28971449,-0.75478095,-0.25541798,-0.08305151,-0.45751451,0.50016314,-1.39199561,-0.27110085,-0.38179711,-0.87766745,0.51362748,-0.68506475,0.54943611,-0.8489707,0.613233404627984
"P30740",-0.395346516,0.051249903,-0.283078524,-0.216609328,0.333490773,-0.15243952,-0.008822487,-0.389311532,-0.355023396,-0.310504283,-0.616915357,-0.335525221,0.847429426,-0.378118326,0.091027331,-0.19680264,-0.304082023,-0.567388537,-0.550795499,0.306796413,0.051371936,0.998193199904935
"P30837",0.27341279,0.62403367,-0.42513859,0.047891,-0.39013886,-0.4232212,-0.53123005,-0.26697481,-0.45025963,0.49681548,0.08456283,-0.04872652,-0.23297628,0.27544027,-0.11769892,-0.03405999,0.10989717,1.09473436,0.3541201,-1.92295404,-0.45963768,0.549336852532599
"P30876",-0.208957634,0.389978809,-0.259961552,0.091152514,-0.043381261,-0.707630737,0.252369094,-0.37066562,0.080442145,0.174472785,-0.259472973,-0.078424932,-0.161049989,0.176797071,0.089845967,-0.000661793,-0.557831712,-0.651311988,0.046593078,-0.389064991,0.385230952,0.420509180941791
"P31040",1.05423608,1.1509754,1.16109256,0.67727147,0.86645576,1.11582649,0.78177936,1.17816691,0.95172673,0.33766264,0.54806463,0.80024156,0.81622419,1.03820226,0.50935649,0.53606068,0.39503442,0.04361183,0.86229662,0.91748017,0.6240324,0.222287990837845
"P31146",0.61290516,0.2679663,0.70534067,0.38600735,0.1891471,0.93468912,0.65207503,0.82378735,0.76967056,0.38353338,0.69157121,0.39080677,0.67352935,0.43180258,-0.20171239,0.32658116,0.05583041,-0.82905786,0.66039689,0.86051167,0.07113024,0.787933648792362
"P31150",1.745114,1.892661,1.934925,1.789992,1.415065,1.954896,1.394575,1.906965,1.594132,1.686918,1.600188,2.035304,2.005039,1.657561,1.425897,1.864244,1.570331,1.141975,1.791045,1.630608,1.731431,0.0177513251103699
"P31153",0.6020179,0.6671544,0.298844,0.5836714,0.6434643,0.4551725,0.5755991,0.1537005,0.5075554,0.4416163,0.4439729,0.6869687,0.7019296,0.6359118,0.3823685,0.5780932,0.2518941,-0.2994403,0.3526312,0.4563092,0.8200424,0.675092809817108
"P31323",-0.29473196,0.07151398,-0.53427297,0.25400054,-0.76314294,-0.46966551,-0.08978458,-0.34032425,-0.83977142,0.08081543,0.44076838,0.52716191,0.08135817,-0.94803879,0.47733091,1.00034209,0.73603617,-0.23735203,-0.28225884,-0.87915634,0.63960844,0.95047205137764
"P31415",-0.6987281,-0.8281309,-0.8755919,-1.1990122,-0.2996428,-0.1554224,-0.9910713,-1.1256837,-0.786767,-0.4590178,-0.4575134,-0.6642707,-0.674197,-0.9496173,-1.2707338,-0.2854881,-0.5048994,-0.639363,-1.0142456,1.446456,-1.1120983,0.0700763084622083
"P31483",0.250582782,-0.097105708,-0.863697504,-0.169208761,-0.751005228,-0.659477727,-0.135624252,-0.236338098,-0.079578043,0.287252069,0.653757446,-0.405891298,0.018541254,-0.009680037,0.212613167,-0.02237906,-0.390533773,-0.087357136,0.011240591,-0.088287955,0.472666913,0.337741388225617
"P31689",0.34427994,0.37209237,0.44766076,0.53621333,0.53042291,0.01789887,0.26915094,0.21407435,0.45220793,0.34166623,-0.25478744,0.69360605,0.452056,0.422478,0.26726205,0.34096949,-0.06676823,0.08842515,0.45769419,-0.03792671,0.53485462,0.0475478424514764
"P31930",1.26497033,1.12372138,1.61558554,0.64569323,1.15492915,1.62831887,1.0002614,1.55448394,1.05526301,1.09174295,0.75282867,0.94009551,0.86413325,0.72222309,1.00746534,1.08700465,1.03600736,0.08416771,1.20450528,1.2106933,0.99404639,0.747545185336938
"P31937",0.25168123,0.35422755,0.54995893,-0.39318973,-0.06066858,0.43553911,0.26104181,0.48691602,0.0279143,-0.49100303,-0.28338753,-0.10277986,0.63265537,0.16188835,0.56143289,-0.20042328,0.14579821,-0.24395481,0.22585284,0.36873734,0.02882726,0.867603734603391
"P31939",1.35473553,1.12288083,0.84339834,0.64401413,0.6669603,0.62130374,0.86444721,0.62091638,0.95602419,0.66909791,0.7580877,0.26423879,0.90659858,1.06097416,0.55788336,-0.54966899,0.01953989,0.10804788,0.69515465,0.46537264,0.68724027,0.127974431029185
"P31942",1.1420721,1.0352017,0.1978802,1.2869602,1.2700784,0.5107852,0.9946063,0.6907364,1.1114407,1.0632998,1.0431615,1.3665272,0.4544485,1.0565783,1.1277557,1.259331,1.3146164,0.7291141,0.9046248,1.5811638,1.1230703,0.616171225949911
"P31943",1.640074,1.779315,1.216727,1.682631,1.687339,1.324928,1.651655,1.438626,1.809091,1.912088,1.619896,1.885981,1.369292,1.722079,1.786749,1.723822,1.652023,1.116554,1.594531,1.190223,1.6065,0.866413928435422
"P31946",1.5435837,0.8323769,1.426576,1.1715572,1.14164,1.3997668,1.1628253,1.538223,0.9889538,1.2171396,1.0790869,0.9362665,0.979052,0.8567609,1.081697,1.3936995,0.8458903,0.5741561,1.097676,1.6634463,1.6895755,0.952644031434805
"P31947",-1.0603153,-0.4824262,0.0148303,-0.7409077,-1.42981,-0.615904,-0.5733868,-0.8292222,-0.5672111,0.6915268,-0.4368882,-0.7390965,-0.5667578,-0.6806059,0.3818628,0.9759516,-0.2877027,0.1162121,-0.8263995,-1.1588644,-1.3341427,0.834513376457277
"P31948",1.3509231,1.2824232,1.1751178,1.61561,1.3522345,1.1462447,1.2218226,1.2390568,1.1349849,1.2424713,1.5739749,1.5577151,1.2017901,1.3845164,1.1970714,1.1980124,1.0514494,0.6064138,1.2012551,1.3083456,1.3596862,0.456201813012664
"P31949",-0.36969432,0.24533951,-0.7123602,-0.06335669,-0.62018733,1.00835791,0.20923117,0.62983073,0.77674217,0.56985396,0.42232361,-0.53677024,0.46882901,0.5119343,0.03592504,0.07189779,-0.15962513,-0.3929987,0.07533982,0.75927663,-0.55441848,0.321235874112884
"P32004",0.84478554,-0.81607034,1.37690096,0.832339,1.24612425,1.41933828,1.00221692,1.63871719,-0.16524463,0.19098411,0.79534224,0.64602339,0.33062734,-0.07341846,0.34015585,-0.89414089,-1.33852346,-0.01913089,0.85594635,0.24043517,0.14894963,0.905990574296822
"P32119",1.748,1.830747,1.901681,1.965001,2.845613,1.915237,1.898978,1.811866,1.779877,1.909698,2.607535,2.039706,2.180651,1.737554,2.003193,2.025078,1.856689,1.752539,1.809903,1.928638,2.028448,0.204148068340937
"P32243",-1.57034861,-0.93183718,-0.42440691,0.14583076,0.46372039,-0.17170268,-0.21886939,0.24055729,-2.41711952,-0.21701124,-0.28701814,0.53227561,-0.03953987,-0.53998544,0.3962933,0.27879314,0.46953991,-0.60362491,-1.58728259,0.37190983,0.13284009,0.588712713752401
"P32322",0.36517341,-0.23742922,0.16588653,-0.0707094,-0.12063562,-0.13501886,0.46403503,-1.08393706,-0.387298,0.05504805,0.78963761,-0.06333265,-0.18449449,0.02643021,-0.01220188,-0.09339644,-1.4243452,-0.73318319,-0.34028143,-0.26208493,-0.51142461,0.303926032484906
"P32455",-1.96686888,-1.29803494,-0.99363053,-2.0229687,-1.3457352,-1.06104242,-1.22511381,-1.06626838,-0.83780302,-0.64967162,-0.94867232,-0.91572152,-0.49728387,-0.39590839,-0.78842433,-0.45703464,-0.06749607,1.09473436,-2.02197222,-1.08948389,-1.23458982,0.152382910182734
"P32969",0.37886046,0.84243649,0.05164007,0.21516932,0.75635422,0.26240851,0.67854069,0.21906569,0.79256224,0.61571978,0.29123302,0.48653829,-0.53300959,0.60556395,0.45900184,0.08798283,0.36245338,0.12747931,0.24005363,-0.21797625,0.32147705,0.878891737590972
"P33121",-1.0734045,0.02491981,-0.67457797,-0.56919609,-0.48659896,-0.39826339,-0.52958053,-0.71760419,-0.89396268,-0.2230551,0.30107356,-0.65252658,-1.66649037,-0.62646773,-0.17670115,-0.02387955,-1.26580214,1.09473436,-0.954732,-0.11371681,-0.84847914,0.790581904199105
"P33176",0.7509947,0.946227,1.1229008,1.1760239,0.7777051,0.5537068,0.9488311,0.8325793,0.9129995,0.8971651,0.7482563,1.0036888,0.5042189,1.0589263,0.8329366,1.0925291,0.687303,0.170677,0.857946,1.6522977,1.1938383,0.0697913605396329
"P33240",0.04702922,-0.07971165,-0.34999798,0.26565822,-0.19733495,0.1072727,0.10976577,-0.47271886,-0.04858593,-0.42717676,-0.11910333,0.22406945,-0.3814099,0.07978236,-0.13304847,-0.38543819,-0.08589138,1.09473436,-0.27818633,-0.46280416,-0.1172913,0.878338039216284
"P33316",0.745718802,0.500382616,0.072879199,0.491879965,-0.091238042,0.31775174,0.368633727,0.039484418,0.421512622,0.263263002,-0.243428114,0.906269479,0.30058964,0.523345371,0.169714072,0.620220196,0.003623945,-0.240746611,0.393028367,0.056975243,0.150984558,0.495388423400799
"P33991",0.87832506,0.52189677,-0.44275235,0.71076441,-0.23330419,0.41603476,0.42426249,-0.59150869,0.46393999,0.92300447,-0.02186168,0.45199635,-0.76133029,0.6262959,0.17358061,0.44180629,-0.59664131,0.19203427,0.64637228,-0.6286888,0.26655532,0.750202708808028
"P33992",0.48270028,0.3139827,0.10076194,0.63426523,0.26309768,-1.32624785,0.22179122,0.1375937,0.63150934,0.66585294,0.42169399,0.35263855,-0.62589668,0.52532543,0.03197961,-0.70178248,-0.63898522,-0.42336693,0.37393699,-0.07074494,0.17511099,0.142652677191948
"P33993",0.7558702,0.5844649,-0.4484659,0.8750882,0.1704903,-0.624883,0.4343912,-0.81596,0.7607608,1.089006,0.3085756,0.3683848,-0.9157721,0.6653444,0.3848151,-0.6128191,0.1434356,-0.1224701,0.6119682,0.4876128,0.2980634,0.702402502582564
"P34896",-0.77811391,-1.0361486,-0.56690775,-1.01958059,-0.88166462,-0.71150108,-0.75547598,-0.78964839,-1.05428133,-0.86326985,-0.42161267,-0.45881104,-0.54625562,-0.69401504,-1.20928571,-0.46684333,-0.40558611,1.09473436,-0.80951312,0.07616237,-0.7808226,0.182309594023484
"P34897",0.9191334,0.6804884,-0.1331183,0.477599,0.1107358,0.1567593,0.6839392,0.3006657,0.6559216,0.8829837,0.837857,0.3269338,0.3959231,0.254466,0.5690617,0.7056446,0.6187038,-0.4569602,0.1580492,-0.3239617,0.2192835,0.952925200293294
"P34913",-0.53658151,-1.27796631,-1.13552699,-0.48206784,0.0327875,-0.63039779,-1.63867727,-0.36757472,-0.50902558,-0.27458819,0.07740373,-0.40039303,-0.55401467,-0.7981333,-0.45813856,-0.30707102,-1.03752139,-0.32213434,-0.34790967,-1.97938418,-0.11970318,0.239874724012488
"P34932",1.3225076,1.1975289,1.2178704,1.4891777,1.7994221,1.1452716,1.4024816,1.273842,1.1959686,1.313836,1.2822103,1.594392,1.3845398,1.2565803,1.3039007,1.3473995,1.3109002,0.3887727,1.1965749,0.9446503,1.4075371,0.784843488203753
"P34949",-0.12716319,0.01269942,0.05544307,-0.39054594,-0.24686181,-0.13394907,0.02686849,-0.2079429,-0.38117028,0.32238566,0.30390765,-0.03924828,0.1222519,-0.55391706,0.05365743,-0.41793814,0.55712476,-0.16763727,0.01540894,-0.43548511,1.34489616,0.54436395560649
"P35052",-0.21307883,-0.6290698,-0.24663593,-0.62591752,0.05063233,-0.38769265,-0.78400586,-1.10361948,-0.09794728,0.0409293,-0.43183228,-0.09707349,-0.35108057,-0.37601184,-0.17982947,-0.3400099,-1.47919442,1.09473436,-1.15903512,0.80262237,-1.37120879,0.526011731066809
