"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","t_test_p_value"
"Q9H3H3",0.117580378,-0.037286661,-0.017844397,-0.02295941,-0.124386636,-0.036896628,-0.087637348,-0.078649493,-0.009717474,-0.006305464,0.084263573,-0.078327232,0.038766275,0.032797183,0.177663854,0.112457908,0.178154339,-0.132630955,-0.306700366,0.052341024,0.172611025066785
"Q9H3K6",-0.27429191,-0.36879712,-0.87575545,-0.51678769,-0.27334237,-0.55483417,-0.28532446,-0.66619622,-0.19169655,-0.71224337,-0.10207169,-0.21921894,-0.362919,-0.91646671,-0.42751837,-0.38822687,-0.35247476,-0.21687766,-0.04941259,-0.27752814,0.38218695558709
"Q9H3N1",-0.8913268,-0.6764765,-1.0045305,-0.3591507,-1.0203578,-0.4888359,-0.4643911,-1.0066012,-0.9469333,-0.8877919,-0.4940146,-0.6715612,-0.9067955,-0.5621662,-1.0289291,-0.6813249,-1.0829126,-0.3373155,-0.5320757,-0.7379774,0.836414089409396
"Q9H3P7",-0.23723814,-0.32793407,-0.4806077,-0.16039482,-0.16397838,-0.20853399,-0.57433543,-0.39043133,-0.0838829,-0.07784169,-0.26231146,-0.30607449,-0.36956073,-0.11162255,-0.12501966,-0.36585148,-0.57015821,0.14021775,-0.34187732,-0.07480717,0.39229370860608
"Q9H3Q1",0.13534097,0.19390049,-0.00925635,0.42888217,0.43888674,0.52012123,-0.29413234,0.1492734,0.67167179,0.59533746,0.56010796,-0.98052735,-0.11794784,0.3357526,0.59955396,-0.49616322,-0.72663337,-0.13092677,0.51297462,-0.11721002,0.220188762784372
"Q9H3S7",0.5209974,0.4805034,0.505699,0.1532171,0.4661005,0.4339496,0.3825112,0.474064,0.3730862,0.3804751,0.4143321,0.475672,0.4959159,0.4669445,0.3326294,0.5619981,0.4968917,0.3558714,0.4253765,0.4696594,0.459516844845681
"Q9H3U1",-1.1234082,-0.8050893,-1.1189145,-1.2798172,-0.8511233,-1.0437301,-1.4132501,-1.7786687,-1.1201751,-1.1309712,-1.1659957,-0.8904425,-0.4435313,-1.0490309,-1.3296688,-0.9098586,-1.2493561,-0.1467576,-1.1179797,-1.058734,0.169884733275765
"Q9H3Z4",0.6802613,0.9919267,1.015038,1.0969239,0.9836043,1.000977,0.9905294,1.6226137,1.0312931,1.0708753,0.9235898,1.0501589,0.9378176,1.0709897,1.0696655,0.7675089,0.9916716,0.2812087,1.0729468,1.1555602,0.186168517325544
"Q9H425",-0.5134862,-0.07048153,-0.39969986,0.18308451,-0.20228696,0.01741245,0.03554572,-0.24882705,0.0678507,0.19693253,0.23776838,-0.48129642,-0.37991507,-0.07692766,-0.05882705,-0.19879515,-0.59222857,-0.09858661,0.29740367,-0.59721127,0.499858457627948
"Q9H444",0.22629859,0.238078772,0.181515927,0.221970083,0.332539624,0.329453415,0.123967204,0.392128074,0.163570257,0.076623951,-0.05873023,0.117524872,0.034378661,0.031956827,0.124302858,0.110234239,0.008711022,-0.049269358,0.139210757,0.112756378,0.000408121794375969
"Q9H446",-1.1430645,-1.2715286,-0.9330268,-1.0130931,-0.9609773,-1.130133,-0.8864801,-0.9688667,-0.834806,-1.0665161,-0.8867791,-1.0963738,-0.964765,-1.0534659,-0.9299089,-0.7343533,-0.8874774,-0.7861855,-1.1105268,-0.9128491,0.41935779310404
"Q9H469",-1.5142609,-1.6080189,-1.1542126,-0.8756423,-1.2035552,-1.2863643,-1.8247844,-1.1087256,-1.1390519,-1.2961714,-1.0652996,-0.8851688,-1.1905096,-1.2707779,-1.2051785,-1.0769094,-1.4275484,-0.9234921,-1.7245255,-1.228876,0.612731949749013
"Q9H477",-0.4409072,-0.3755299,-0.8427179,-0.3845319,-0.5172698,-0.1906143,-0.3881399,-1.0834697,-0.3825441,-0.5309614,-0.2958968,-0.8436395,-0.4370159,-0.3030074,-0.329212,-0.7226921,-0.72187,-0.3239651,-0.6257383,-0.8884109,0.831921996157487
"Q9H479",0.6527773,0.6796431,0.4702016,0.5783094,0.5629243,0.4308592,0.6063433,0.6346995,0.4314,0.5477596,0.6501454,0.6098761,0.4664781,0.4596109,0.5018219,0.5022423,0.396532,0.399382,0.7200683,0.6836549,0.843722470653267
"Q9H488",-1.0116871,-0.991735,-0.130963,-1.0281605,-0.8708007,-1.0482353,-0.5365248,-1.1885101,-1.0930004,-0.9399957,-1.0292563,-0.5823294,-1.0472812,-1.2495799,-1.0331005,-0.853848,-0.6774379,-0.3388391,-0.9077079,-0.9170728,0.94891389488625
"Q9H492",1.0503292,1.0653336,0.9873222,0.9693329,0.9680171,1.0604825,0.9616229,1.106316,1.0286244,1.0325026,1.0109986,1.07218,1.0692811,0.9925445,0.9883359,1.0734853,1.0515514,0.8351975,1.1355729,1.1484989,0.562915043509641
"Q9H4A3",0.142850067,-0.270605078,-0.007441439,-0.054941689,0.142880145,0.04913389,-0.168065868,-0.250144998,-0.231942686,-0.232725775,-0.271194524,-0.137963732,-0.104913578,-0.382579829,-0.380414044,0.128273708,0.093739778,0.485124497,-0.07460553,0.221493757,0.69291360863678
"Q9H4A4",0.6383149,0.6070287,0.7931996,0.7963651,0.6914472,0.7901411,0.6777393,0.3885773,0.821577,0.7625766,0.7339893,0.6534903,0.6832007,0.7532434,0.6857631,0.7079819,0.7050284,0.8802888,0.5638189,0.671296,0.81717319724362
"Q9H4A6",-0.7190732,-0.4748108,-0.4475605,-0.5137923,-0.2316435,-0.6770456,-0.3202724,-1.3211993,-0.3391774,-0.5043553,-0.7784501,-0.4968428,-0.4422038,-0.4317639,-0.399621,-0.8956055,-0.4597417,-0.1939286,-0.7123262,-0.6679162,0.981622635051331
"Q9H4G0",1.413982,1.503558,1.446145,1.552063,1.416242,1.554098,1.595388,1.811657,1.596331,1.614156,1.501593,1.569415,1.542408,1.610882,1.598835,1.423577,1.508285,1.189382,1.549516,1.656152,0.548286308960608
"Q9H4G4",-0.9970011,-0.89597677,-0.21212634,-0.08167782,-0.74199111,-0.84830975,-0.77520074,-0.53246215,-0.11547525,-0.04984536,-0.18484165,-0.69173261,-0.90537324,-0.86594147,-0.57316823,-0.15513717,-0.97248275,-0.68743612,-0.64951514,-0.68088651,0.711761553766786
"Q9H4M3",-0.1335669,0.2796283,0.102022,-0.278433,0.1045491,-0.3586548,-0.1622868,-0.1470085,-0.1035524,0.1394109,-0.1764486,-0.124009,0.1755972,-0.0938197,0.1835986,-0.1557757,0.4985634,-0.1056857,0.3360155,0.1536846,0.170324708753464
"Q9H4M9",0.5542383,0.6165131,0.5072181,0.7061224,0.6080437,0.5780529,0.6582496,0.5096488,0.6352266,0.5932461,0.5972679,0.7128137,0.6819265,0.675624,0.4216331,0.3217049,0.4849386,0.9740248,0.6920947,0.7044551,0.718618725667759
"Q9H553",-0.7399081,-0.8928967,-0.9543659,-0.9234472,-0.9359774,-1.2330575,-0.3597955,-1.3358911,-0.8823058,-1.0520628,-1.0411523,-0.8380168,-1.1005724,-0.7905564,-0.494888,-0.2969795,-0.4725201,-0.4281298,-0.9699179,-0.7578641,0.173888985489576
"Q9H598",0.106417418,0.21175387,0.386574742,0.325564555,0.315812522,0.186323423,0.337433283,0.203834848,0.525410377,0.399714255,0.335089564,0.281744389,0.154919915,0.40462341,0.430408139,-0.008451219,0.45199935,0.279569848,0.284150708,-0.195698944,0.456384034042767
"Q9H5N1",-0.7102318,-1.1726244,-0.9219616,-1.1553576,-1.0389703,-1.1475835,-0.6728166,-0.6586193,-1.0936735,-0.6876231,-0.46891,-0.6857612,-1.1824213,-0.6758083,-0.5607101,-0.9516556,-0.6054519,-0.4344882,-1.1409427,-0.7847126,0.0385311880405175
"Q9H6K5",-0.40939551,-0.8812397,-0.81255818,-0.50125928,-0.44704133,-0.64000099,-0.54965826,-0.09251195,-0.65472079,-0.59941171,-0.41657734,-0.34049757,-0.88256591,-0.3236351,-0.36366695,-0.23316353,-0.31310588,-0.33515879,-0.78861234,-0.61190943,0.37423221034549
"Q9H6Q4",-0.5444229,-0.8156014,-0.6908503,-0.6298937,-0.9078672,-0.810865,-0.7735281,-0.6134872,-0.9740267,-0.8344284,-0.5320297,-0.936376,-0.6593083,-0.8606641,-0.9962324,-1.394999,-0.7736718,-0.3460663,-1.1713343,-0.6982887,0.555032057607279
"Q9H6R3",0.19769748,0.25526718,0.38644959,0.32688143,0.27315317,0.29923971,0.15388115,0.02646838,0.37057241,0.25319919,0.231925,0.23193858,0.25232818,0.33671834,0.27116111,0.3626233,0.11132726,0.65208429,0.20722455,0.30446628,0.609447557080538
