"","Control","Control.1","Control.2","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","t_test_p_value"
"Q07866",-0.8016702,-0.02462143,-0.55569613,0.63523351,-0.80790001,-0.474016,0.689163,1.03012481,0.3607669,-0.10651286,1.12490335,-0.64642495,0.28597756,0.38707528,0.19889568,0.0823796,-1.34097024,-0.78316012,0.15038962,-1.20163562,-3.37647726,-0.35824931,0.12007075,-0.23936405,0.20049684,0.583591724108686
"Q07954",0.5995836,1.0156404,0.5173873,1.5309678,0.4892365,0.4221958,1.1037437,1.3884324,1.1414625,1.3734867,1.3446541,1.4543142,1.3369067,0.5437188,1.1960939,1.9692671,0.5409553,0.5825019,1.1421966,0.916002,1.1202093,1.1735354,1.5026394,1.321166,1.2496726,0.794701699539568
"Q07955",-1.61898071,0.5130401,-0.63905024,0.57792571,1.06084761,0.03451023,0.84044989,0.8078168,0.15186207,0.54501468,0.69363967,0.67604492,0.71733553,0.33523836,0.568301,0.20435905,1.52020374,0.87527056,0.92691583,0.36656463,1.23392209,0.86578248,-0.21784895,0.38603747,0.55552502,0.351664868416063
"Q07960",0.46413785,0.05765457,0.40435672,1.39830869,0.5041901,0.79045181,0.4832958,0.80102701,0.20538735,0.57820705,0.63974575,0.19273266,0.38866957,0.84006992,0.74758371,-0.09631176,0.89914525,0.74937393,0.80402777,1.11944031,0.89827368,1.01394777,0.706993,0.56229472,0.49601405,0.974845635835672
"Q08170",-0.772089401,-2.177762382,-0.775979103,-0.290823307,0.42018234,-0.883243574,-0.316299893,0.254284546,0.251926556,-1.75502006,0.104478909,-0.541026912,-0.050989943,-1.326562915,-2.02347927,0.102005708,-0.854207851,0.115226794,0.484873287,-0.006915159,0.42608148,-0.053228996,-0.441000983,-0.056105006,-0.300979973,0.302374203939979
"Q08209",1.53349263,0.28215676,1.69211914,0.30513486,-0.02145265,0.08791567,-0.22256765,0.39005369,0.04346369,-0.13208388,0.06072949,0.44700139,-0.91806652,0.23940358,0.49080855,-0.08513113,-0.59084546,0.11662481,-0.27364455,0.79097546,0.07511718,-0.64011973,-0.50990637,-0.45592663,-0.19831105,0.216594926325102
"Q08211",0.4242791,0.4844027,-0.42984,1.3095549,1.2289666,0.869861,1.0155605,1.2221479,0.89785,1.0745263,1.4356443,0.6822064,0.9061787,0.8960973,1.1589331,0.6972089,0.7921567,1.0313321,0.4231052,1.1335561,0.9257139,0.5558525,0.9660787,1.4432035,0.982402,0.414112528512277
"Q08257",0.90935983,1.56297468,-0.59727538,0.97632186,0.25575616,0.66215657,-1.4030984,0.80211353,-0.21271854,0.72200295,0.79251039,0.95922119,0.64399591,-0.05766034,0.09902985,-1.56263846,0.18865224,0.34071695,0.56757139,0.82173925,0.8587323,0.69246842,0.37960178,0.03425805,1.1023634,0.664310750838857
"Q08357",-0.53964923,0.10395321,-0.84952744,0.11409551,-1.68117724,-1.27341434,-0.52000839,-0.68196802,-0.82624631,-0.16376108,-0.67804365,-1.2671021,-0.80205545,-0.09499724,-0.12835836,-0.55488588,-0.41576526,-0.41715211,-0.11340766,-0.99321254,-1.06553152,-0.94885803,-0.49338852,-0.3415936,-0.03266404,0.306839301297391
"Q08378",-1.49712309,-0.73703397,-2.19705171,-1.17500704,-1.83832045,-0.4519448,-0.65776963,-0.0530004,-0.29543735,-1.16736167,0.33782493,-0.25931689,-0.54627139,0.25918649,-0.32797298,-0.14465328,-1.10853056,-0.44571699,-0.07429907,-0.69778174,-0.05701853,-0.68067559,-0.09260812,0.28949156,-0.2082163,0.144183878940423
"Q08379",-1.02069704,-1.08914151,-1.22723692,-0.28636,-0.59657974,-1.42919482,-0.67389874,-0.79749949,-1.29738826,-0.98074268,-0.60919544,-0.79153033,-0.65728023,-0.5777232,-1.02145038,-1.42496264,-0.5938492,-1.03419605,-0.02232337,0.02858332,-0.40923289,-0.88610413,-0.95620384,-0.42027009,-0.40772301,0.71323458163743
"Q08380",0.01892342,0.27228496,-0.79921182,0.40358302,0.25777158,0.94563444,0.74547309,0.36200477,0.90299518,0.33251897,-0.24526039,0.58807955,-2.74248917,0.88288579,0.72771674,1.43125914,1.46110658,0.88194436,0.33670528,1.08596308,0.10718312,0.75339191,0.82319333,0.44259044,0.4861644,0.287952893378935
"Q08945",0.15958173,-0.47198656,-0.02244602,0.37627783,-0.91278955,-0.66190226,-0.63361952,-1.75574172,1.24689698,-0.91529097,-0.70178978,-0.72531839,0.50884417,0.23632307,0.08419388,0.21604897,0.29599783,0.66583788,-1.3752156,0.62862504,0.43227842,0.28514377,-0.51138898,-0.01573671,1.36742258,0.834035229437702
"Q08J23",-0.68152519,-0.30119298,-0.2234499,0.21561438,0.18759923,0.38824345,-0.15186834,-0.39327692,-0.47140676,-0.47144706,-0.2055215,-0.59896002,0.12808423,-0.84334746,0.23620815,-0.62058064,-0.31788623,-0.62563846,-0.28903703,0.06549805,-0.17213368,-0.40029091,-0.88275769,-0.80527437,-0.89982563,0.276890258232061
"Q09028",-0.26900169,-0.39818125,-1.10066296,0.616524,0.3403316,-0.03079347,0.10171197,0.27289358,-0.34393193,0.29857183,0.54373283,0.25131827,0.28827619,0.20920036,-0.24182069,-1.68528642,0.33203293,0.16811337,0.36171097,-0.0106236,0.49065441,0.32750974,0.23998833,0.78817216,0.11418571,0.482660214638066
"Q09161",-0.948763781,-1.29446141,-0.659523058,-0.082415596,-0.324797205,-0.124499544,-0.023153106,0.029679372,-1.114827753,-0.747130518,0.129617225,-0.796941791,-0.238815131,0.059890822,-0.317339759,-0.564720382,0.008915044,-0.39555383,-0.474327963,-0.374714334,-0.006605202,-0.31241761,-0.663099023,0.061446251,-0.227019507,0.398386366729998
"Q09666",2.098922,2.574191,1.080966,3.425451,2.183537,2.070565,3.103146,2.687853,2.599005,2.884652,2.48222,2.096884,2.928669,2.810787,2.671712,3.814789,2.960738,2.689816,3.376315,2.674328,3.05907,3.117207,2.941714,3.114374,2.923522,0.573341513267505
"Q0VF96",-1.2674062,-1.5804021,-0.2919213,-2.2906262,-0.7375287,-1.5014739,-0.5970213,-1.6591695,-1.0013503,-0.3687973,-0.2341939,-0.9453293,-0.7316677,-1.499686,-0.7673083,-0.9499762,0.0801188,-0.528894,-1.1325793,-1.5309259,-0.4445575,0.6318609,0.5538518,0.1524011,-0.4030791,0.332658219666691
"Q10567",0.28689853,-0.55350663,0.50027014,0.78175759,0.37547266,0.25646568,0.17517246,0.22191492,-0.02121331,0.0841762,0.42380482,0.07855859,0.22655912,0.23171062,-0.27396108,0.35707396,-0.05168516,0.37041637,-1.12491926,0.36113793,0.27589549,0.78831188,0.25558628,-0.02948931,0.11033233,0.837432799209674
"Q10588",-0.7529538,-0.3416029,0.4568081,-0.1892483,-0.7411024,-0.8272144,-0.5539822,-0.7192069,-0.8998194,-0.8060699,-0.1989941,-0.9000762,-0.8246236,-0.4242605,-0.4409791,-1.3535593,-0.2423126,0.3990796,-0.3969888,-0.3835678,-0.8292393,-0.3448817,0.2949894,0.151407,-1.1509572,0.160062988048017
"Q12765",1.3405602,0.6282212,1.266391,-0.7433159,-0.3062223,0.8389888,-0.5790559,-0.9926499,-0.3943735,-0.1877917,-0.1603113,-0.4566535,0.5137307,0.2457502,0.1495099,-0.6754179,-0.4588706,-1.7336392,0.3684038,1.0741985,0.2401195,0.5833515,0.2409548,0.4456923,-0.1834825,0.528708978393775
"Q12791",-0.33813741,0.38560776,-1.49075742,-0.16436426,-0.76377369,-0.7832756,-1.68283236,-0.80928405,-1.36942571,0.63944522,-1.648339,-1.11516975,-0.51667577,-0.64651918,-0.46212738,-0.82405202,-0.35629601,-0.27668754,-0.35388849,-1.35589657,-0.73624086,-0.89260013,0.07792706,-0.61184856,-1.12508049,0.626222842981872
"Q12792",-0.44405519,-0.70174414,-1.76082637,0.2298563,-0.18344669,0.33028959,0.11619678,-0.03002308,-0.69452684,-0.28511324,-0.40107026,0.07937379,-0.01509753,0.39607339,-0.03858456,-0.08165753,0.61514815,0.53595714,-0.72471862,0.19322842,0.30708744,0.41211305,-0.50191389,-0.20562895,-0.13688243,0.331805211882757
"Q12797",-1.03784175,-0.54929093,-1.87723362,0.31551428,-0.0665656,-0.02110784,0.2348142,-0.38468912,-0.17735706,-0.23291522,-0.20678918,0.03453945,0.10839194,-0.05155667,-0.14546127,-0.42076534,-0.15238609,0.33535572,-0.5726709,-0.41930868,0.28390042,0.63626105,0.49772268,0.03310348,-0.88775119,0.42840198919922
"Q12805",0.260306185,0.052112666,0.66225574,0.458701991,0.863714847,1.502516633,0.330495442,0.352695984,0.791407954,-0.739062175,0.095346183,0.609278565,-0.559889602,-0.967446506,0.757195435,1.130220061,-0.755584538,-0.562849612,0.774882495,-0.101310386,-0.403049605,1.151021803,1.193891388,-0.017145203,0.009989337,0.605418352129491
"Q12846",-1.2510101,-0.4285554,-1.2987226,-0.3254111,-1.0223277,-1.8483778,-1.3470669,-0.4305991,-0.6838376,-0.2119631,-0.9152951,-0.4163028,-0.3063412,-0.6060127,-0.5052142,-1.3742453,-0.7035081,-0.5931091,-0.5704654,-0.5269637,-0.2815993,-0.6396661,-0.6347588,-0.577416,-0.6248804,0.951918270182448
"Q12860",1.52559255,0.2084469,1.8361952,0.24676517,1.31481726,-0.47038701,-0.40286628,-1.27667932,-0.69594706,-1.89784708,-2.52581188,0.09416544,0.12639533,-1.03762429,-0.47668884,0.15445766,0.03221979,-0.32161644,-0.18557714,0.31541763,-0.56556062,-0.38610996,-0.83134525,-0.33516941,-2.07542042,0.121229585345692
"Q12874",-0.62576064,-0.06520883,-1.0791823,-0.11035717,0.30353195,-0.2025026,-0.07161751,0.20204776,0.09134684,-0.06774842,-0.42099612,-0.4481171,0.03464911,-0.39695292,-1.63154054,-0.11636448,-0.09001935,-0.26156107,-0.17627192,-0.13159087,0.04450564,0.06049547,-0.75307117,-0.39037477,-0.09157767,0.605924160423649
"Q12888",-0.49409399,-1.86641909,0.41008234,-0.83928924,0.22501976,-0.76142622,0.55889086,0.11031264,-0.33607869,-0.22469489,-0.777432,-0.19280751,-0.7134235,-0.01833178,-0.7633664,-0.56236979,-0.08683968,0.12856371,-0.398876,-0.3016747,0.06735162,-0.30899453,0.11260754,-0.50930896,-0.04502718,0.501105122291065
"Q12904",-0.36193541,0.12165448,-0.46298196,0.15353594,0.61373252,0.20401258,0.49418069,0.48494751,0.02153424,-0.07301866,0.45294424,0.36998831,0.38257056,1.03501381,0.43471057,-0.22018027,0.3400192,-1.495017,0.61435,0.54509428,0.43447098,0.08512738,0.27232061,0.11019929,0.18839658,0.252541323694545
"Q12905",0.3437223,0.9375026,0.9346148,1.5162053,1.1601267,1.0621361,1.2869365,1.0888293,0.1802285,0.7972692,1.0277942,1.129209,1.0996875,1.1583032,0.514049,0.1419636,1.2861647,0.7893401,1.3232121,1.1937115,1.2982936,1.1057466,0.7335385,1.2488271,0.8263842,0.514501156079777
"Q12906",0.79488357,1.04847213,0.01659073,1.51351557,1.43084101,1.17661922,1.31813738,1.21168957,0.97323451,1.04665292,1.0162526,0.72359162,0.86983262,0.94808384,0.84426026,1.48675665,1.15327932,0.99037172,1.32101069,1.30791307,1.49962455,1.26949865,1.03545483,1.42377833,1.08281162,0.580679578318992
"Q12907",-0.6256589,0.2039923,-1.0102051,0.6659592,0.3958732,-0.2039216,0.4951388,0.8315151,0.5622675,0.5052187,0.7142281,0.7598142,0.5420878,0.7845701,0.3156164,-0.3515108,0.7198456,0.3014323,0.7666713,0.4741279,1.0678296,0.7687835,0.2196771,0.1272299,0.6882586,0.388748855593669
"Q12931",-0.085958726,-0.232063983,0.185662133,0.144320788,0.842611481,0.851406232,0.608137811,0.619222018,0.217248964,0.021757527,1.137120954,0.687957653,-2.061813592,-0.626196254,0.36886732,-0.403658113,-0.375304817,-0.791699627,0.02421666,0.638123867,-0.374455521,-0.447035538,-0.117934933,0.004735053,-0.026611986,0.980024906929658
"Q12959",-0.47301427,-1.0101139,0.14624807,0.03303829,0.4787865,-0.71426261,-0.20118488,-1.34224334,-1.29342891,-0.28630027,-0.55919555,-0.56219905,-0.14839376,-0.7201141,-0.38511211,-0.40938898,-0.75805704,-0.81089902,-0.37995526,-1.79057725,0.03501977,-0.63985028,-0.261254,-0.25313513,-1.19093053,0.500795737858224
"Q12974",-0.4826107,-0.8778923,-0.5036607,-1.2675181,-1.3561398,-1.6992811,-0.7307757,-0.8196795,-0.6243098,-0.7205128,-1.4572801,-0.6101647,-0.1986847,1.619205,-1.2379775,1.6651249,-1.2530313,-1.5886041,-0.9977758,-1.8255158,-0.8818989,-0.7783484,-1.1338437,-0.8718133,-0.8986852,0.741175510814942
"Q13011",1.02549609,1.5158719,-0.28491353,0.45518945,1.0342728,0.81191755,0.81432618,1.03157191,0.76226127,1.01289597,0.64203401,1.44171176,0.24442358,0.2203324,0.66044956,-0.40333629,0.81222723,0.23933366,1.1006392,0.54671988,0.9540611,0.18365422,-0.06962946,0.33487844,0.62975365,0.923520263496435
"Q13043",-0.915794523,-0.877773658,-0.58257393,-0.301231229,-0.347025901,-0.455270164,-0.529277319,-0.808767736,-0.801093393,-0.870719651,-0.629735675,-1.545477694,-1.39204327,0.107827099,-1.050494908,0.358014081,-0.418099072,-1.045930013,0.007316946,-0.056009118,-0.434138174,0.025182208,-0.776792348,-0.172476319,-0.440560046,0.81245782178077
"Q13045",-0.66161329,0.27496419,-1.81653408,-0.75246342,-1.08479475,-0.3230718,0.18178688,-1.15927606,0.60729479,-0.01044728,0.72734234,0.91215023,-0.18486881,-0.4244725,-0.7546937,-0.32346423,0.05225249,-0.91424485,0.16502154,0.49992199,-0.47718569,-1.06858016,-0.09374205,-0.83402587,0.15055054,0.455133469327632
