"","Control","Control.1","Control.2","Control.3","Control.4","Control.5","Control.6","Control.7","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","t_test_p_value"
"Q9GZQ8",-0.11966203,-0.53392669,0.24972586,-0.06617405,-1.13150789,-0.28873908,-0.07965038,-0.51551655,-0.09356786,0.09964175,-0.67859304,-0.36754767,-0.59007054,-0.49364702,-0.84646297,-1.33776072,-0.87930839,-1.25916344,-0.7864563,-0.38953603,-0.52641909,-0.70370856,-0.56105174,-0.86093579,-0.44447017,0.0243676,-0.39473683,-0.0155827,0.31701563,0.219789105133843
"Q9GZS3",-0.302617737,-0.094324449,-0.192675987,0.122106309,-0.361038776,0.187619598,0.164378458,-0.755014906,0.047716576,0.035193655,-0.400423108,-0.505253029,0.533567092,-0.115054774,-0.007377444,-0.301426011,-0.580601222,0.048355117,-0.318812206,-0.167577243,-0.681139911,-0.503663539,-0.288486104,-0.123172155,-0.412899774,-0.62258654,-0.261292614,-0.669085999,-0.418948133,0.20274035321462
"Q9GZT3",-0.56675895,-0.88781927,-0.17938669,-0.34673669,-0.34003493,-0.57555601,-1.39947139,-0.23996462,-0.57765321,-0.19613357,-0.06058616,-0.17807443,-0.86344959,-0.38797365,-0.50170445,-0.38710645,-0.29673099,-0.06201592,-0.05036397,-0.4054631,-0.22373261,-0.21291769,-0.31899579,-0.55721332,-0.17167432,-0.66416999,0.07082915,-0.61524052,-0.58736915,0.159874201738875
"Q9GZT4",0.040381298,0.251205587,0.58069387,0.536854923,-0.655180812,0.143967385,-1.327983272,-0.509817492,-0.36989101,-0.136396487,-1.196381678,-0.25792,-0.910079384,-0.261467966,-1.446128418,0.733998457,-0.200203182,-0.318748547,-0.419272386,-0.555454864,-0.134128355,0.193911162,0.14876048,0.337059126,-0.000880125,-0.16008665,-0.185156625,-0.139325555,0.059427596,0.782194850026922
"Q9H008",-0.318250979,-0.332381775,-0.168136143,0.000274234,-0.465986622,-0.659085513,-0.479157098,0.416711679,-0.762272596,-0.869493905,-0.047861071,-0.074709458,-0.644459507,-0.744332763,-1.515251781,0.030502664,-0.619446209,-0.371477365,-0.748238542,-0.554835758,-0.398756736,-0.22602349,0.030024701,0.216148986,-0.010331964,-0.21974673,-0.585430314,-0.346777779,-0.08945857,0.617938262560988
"Q9H074",0.07574627,-0.65647813,-0.49547484,-0.35244778,-1.06291416,-0.14545952,-0.59822013,-0.26860507,-1.05342074,-0.30631194,-0.50578092,-1.02378608,-0.67370103,-0.62959004,-0.24612362,-0.77045164,-0.5453391,-0.6113318,-1.302651,-0.85431761,-0.47912497,-0.83445588,-0.57994992,-1.04887987,-0.64143344,-0.05995167,0.09248768,-0.79812181,-0.578247,0.777433755509364
"Q9H0D6",-0.51973936,-0.23098428,-0.75513532,-0.03792657,-0.51621818,-0.69141731,-0.63729015,-0.32820684,-0.76284582,-0.4307873,-0.54647181,-0.45357041,-0.40603619,-0.64331162,-0.11517495,-0.58106565,-0.47706034,-0.39887709,-0.61357681,-0.23352341,-0.04621909,-0.53876623,-0.86436739,-0.91788901,-0.1826472,-0.07460026,0.48389078,0.10450689,-0.2481089,0.27614641112484
"Q9H0E2",-0.78473512,-0.39750305,-0.06728052,-0.53301646,-0.35656829,-0.59903723,-0.51278221,-0.33742195,-0.41994151,-0.70054135,-0.75357195,-0.3333784,-0.83332934,-0.43781389,-0.42926317,-0.39853079,-0.32351887,-0.55969989,-0.32974066,-0.31441463,-0.26807922,-0.24173007,0.11607815,-0.05426786,-0.35752024,-0.0999943,-0.9421461,-0.58676399,-0.12536523,0.959719627812535
"Q9H0R4",0.036680469,0.010611364,0.314862566,0.133752664,0.043756613,-0.451004379,-0.089574539,-0.564812933,-0.836426228,-0.376851337,0.235653886,-0.067301598,-1.128230985,0.017469507,-0.687610437,0.138478499,0.44482005,0.008802897,-0.790731091,-0.142205828,-0.748760891,0.225520992,0.104089858,0.16877251,-0.119008915,0.098532909,-0.474544193,-0.063061838,-0.047554207,0.908006740720315
"Q9H0U3",-0.28849255,-0.68494038,-0.21526577,-0.74155648,-0.66989171,-0.61828815,-0.11347041,-1.41274722,0.01288563,-0.90017279,-0.13629419,-0.29380755,-0.45700458,-0.22651698,0.0783855,-0.26533812,-0.23410956,-0.03084607,-3.10350152,0.07313172,-0.41105995,-1.61664379,-0.27284519,-1.05032343,-1.37664607,-0.08378847,-0.62790121,-0.41253224,-0.03273969,0.95395543378164
"Q9H0W9",-0.552428147,-1.177033883,-0.693148593,-1.270065121,0.01857258,-0.025915195,-0.290833192,-0.227207124,0.177954017,-0.897840769,-0.528243902,-0.23092144,-0.119700766,-0.217952119,-0.462580737,0.384741884,-0.247470422,0.077372195,0.003830735,-0.069750967,0.096084056,0.318004164,-0.212503545,0.175090192,-0.772221782,-0.211105671,-0.189347054,-1.449492379,-1.004696549,0.488557704816517
"Q9H1E5",-0.35597627,-0.44721338,0.1243649,0.16057348,0.06960391,0.09646025,-0.63913767,-0.30815615,-0.52678917,0.12494198,-0.68912628,-0.70623571,-0.35424272,-0.31938575,-0.2245896,-0.50658274,-1.10667114,-0.72931387,-0.55608156,-0.34719711,-0.42927937,-0.58166096,-0.9628341,-0.71087233,-0.23176317,-0.23499831,1.81969432,-0.85042847,-0.18209215,0.260524382163775
"Q9H223",-0.47285112,-0.059783326,-1.494297875,0.004194305,-0.099010453,-0.376328545,-0.006180219,-0.109861529,-0.654077318,-0.177812242,-0.867281535,-0.236098522,-0.64414029,0.275264577,-0.595533474,-0.728840864,0.172804319,-0.507500976,0.090397323,-0.534181512,0.055905919,-0.226978722,-0.321461804,0.570406428,-0.631383826,-0.064515487,0.297282557,0.076679475,-0.853602189,0.611625832711563
"Q9H269",-0.4093623,-0.3673457,-1.1407844,-0.6815969,-0.6143838,-0.8130973,-0.525847,0.7228809,-0.2369808,-0.4678742,0.0794541,-0.5843638,-0.2651362,-0.7095388,-0.5683735,-1.4501107,-1.0411313,-0.9968024,-0.3582953,-0.3899822,-0.6369697,-0.6359532,-1.0656276,-0.8471943,-0.4978928,-0.5361423,1.8196943,-0.5654906,-0.5719824,0.815653238431273
"Q9H270",-0.29177821,-0.29904116,-0.339625,-0.37058318,-0.90065517,-1.0503708,-0.91308069,-0.72628796,-0.31500735,-0.63547949,-0.43277234,-1.22965258,-0.90190251,-1.46117758,-0.89572393,-0.62792362,-1.38303189,-0.46597441,-0.46361023,-0.54224833,-1.50615525,-0.53982039,-0.43431302,-0.51520213,-0.33272096,-0.61103773,0.09353287,-0.66442166,-0.26921783,0.606325513230212
"Q9H299",0.008791139,0.071598135,0.601965379,-0.049461321,0.474552869,0.625427544,0.463339127,-0.378735527,0.254828354,0.342053672,0.223963954,0.680592092,-0.358850726,0.46208206,0.148541416,0.730875071,0.810609028,-0.535068628,0.506676498,0.477137002,0.211992291,0.189263728,0.39769401,0.308230734,-0.090650709,-0.252488261,-0.050078919,-0.011221698,-1.141809263,0.527359286947066
"Q9H2D6",-0.4668899,-0.3720653,-0.7465475,-0.30184,-0.3653162,0.1682792,-0.4558669,-0.4058872,-0.8464524,-0.7276499,-0.8647342,-0.6057567,-0.4499627,-0.294663,-0.8991144,-0.2842649,-0.1848605,-0.4314803,-0.9228377,-1.0352663,-0.5380949,-0.4028398,-0.2900719,-0.9610414,-0.4745084,-0.650271,0.5146563,-0.9183649,-0.3811899,0.371550613100396
"Q9H2G2",-0.369217177,-0.366271145,0.009014294,-0.534942111,-1.007663145,-0.406806001,-0.564110152,-0.663178383,-1.007682556,-1.3235227,-0.593183926,0.038539238,-1.656949418,-0.472738979,-2.17812465,0.108914504,-0.321162071,-0.475914948,-0.410171646,-0.113362666,-0.872589175,-0.650268693,-0.806804465,-0.664365483,-0.221590892,-0.219618024,0.577312853,-0.097559188,-0.228843313,0.835950028762328
"Q9H2H8",-0.52021688,-0.46166978,-0.09776648,-0.13559936,-0.32047013,-0.2116549,-0.21011395,-0.11245728,-0.62396631,-0.67781342,-0.05888329,-0.59448806,-0.14922362,-0.43354192,-0.06033508,-0.16708777,-0.51627022,-0.15389065,-0.23283907,-0.22973851,-0.21146136,-0.55211204,-0.1487698,0.20750428,1.23052229,-0.43702506,-0.01167389,-0.28051535,-0.179798,0.430623757487988
"Q9H2M9",0.09044965,0.50992804,0.41731592,0.07848506,-0.30233259,0.7420618,-0.58605379,0.52904317,-0.59379339,-1.06168348,-0.09426001,-0.66558566,-0.6116999,-0.86885186,-1.14571448,-0.78626014,-0.82880146,-0.92432832,-1.16076216,-1.03817095,-0.42519076,-0.83867219,-0.42066764,-0.57842482,0.24702426,-0.94125201,-0.36572649,-0.84632071,-0.6638701,0.00308710079929966
"Q9H2U2",-0.42747846,-0.31660226,-0.14173844,-0.92077303,-0.72892962,-0.03736898,-0.01247667,-0.14171289,0.17654633,0.27699871,-0.288263,-0.1827405,-0.05284937,-0.30440589,0.3296,-0.16131065,-0.14145218,0.21234919,0.17202731,0.15025218,0.12692474,0.22706757,-0.09326524,0.02249311,-0.26876329,0.22994896,-0.05978611,-0.03712921,-0.46932808,0.112319972450088
"Q9H307",-0.2469568,-0.11727654,-0.31107749,-0.04256042,-0.16653853,-0.08856463,-0.20397178,-0.08713871,-0.46340106,-0.55800396,-0.43236313,-0.30784038,-0.08675971,-0.49909126,-0.3564466,-0.38052622,-0.04559112,0.11533324,-0.25000465,0.07307183,-0.36501262,-0.19457147,-0.77939034,-1.22438225,-0.44339574,0.00293262,1.81969432,0.06822573,0.42540441,0.920879152188965
"Q9H330",-0.15809409,-0.07107873,0.13860144,0.29432626,-0.14036186,-0.03693734,-2.30112551,-0.18007529,-1.05450338,-0.06151917,-0.48365386,-0.5549993,-0.21598497,-0.10432048,-0.44548729,-0.67227872,-0.30527456,-0.96752914,-1.37062558,-0.54379885,-0.44110096,-0.72098175,-0.35200195,-1.32801473,-0.15617628,-0.20095342,1.81969432,-0.30731313,0.24293344,0.861043677406275
"Q9H3G5",-0.2706503,-0.42153829,0.04200637,-0.19674882,-0.69183655,-0.96459669,-0.5927315,-0.76961652,-0.67465798,-0.4120098,-0.12917191,-0.56141121,-1.16813139,-0.84098108,-0.52179716,-1.16890898,-1.00695991,-1.47009977,-0.69095928,-0.38260638,-0.19363869,-0.63924291,-0.44046679,-0.74278108,-0.06804141,-0.37348437,0.33345612,-0.59218205,-0.60762485,0.740622769057324
"Q9H3H3",0.55335029,0.24413941,0.31194144,0.29948037,-1.46930772,-0.65285896,-1.31928844,-0.85849599,-1.00691856,-1.48015211,1.7744338,-0.70879815,-1.08201113,-0.82444676,-0.75065091,-1.77733321,-0.54596328,-0.81036336,-1.0471409,-1.43695641,-0.67539541,-0.83253789,-0.6441018,-0.8025735,0.39070117,-0.27297993,1.81969432,0.51825415,-0.02606237,0.780546278307219
"Q9H3K6",-0.19222813,-0.49561937,-0.51886423,-0.39417589,-0.53114589,-0.58623868,-0.59416771,-0.73119057,-0.27582336,-0.92303456,-0.29441646,-0.74285245,0.22164435,-0.67303097,-0.12626065,-0.42493479,-0.54299309,-0.22027661,-0.68750563,-0.24201764,0.18931821,-0.3985337,-0.52591348,-0.9060889,-0.16278122,0.12307599,-0.2888354,0.12370513,-0.01697711,0.0503964417677737
"Q9H3N1",-0.496884544,-0.132120737,0.024774535,-0.364005167,-0.311120487,-0.366061847,-0.487839988,-0.608559312,0.132621971,0.069761698,-0.287259969,-0.293994034,-0.815818561,-0.265348979,0.450055913,-0.095786934,-0.869725462,-0.509304566,-0.361844268,-0.061481581,-0.525357813,-0.136218089,0.002948795,-0.151675893,-0.408677053,-0.326426674,0.017296136,-0.443949962,-0.559840075,0.899076311127549
"Q9H3P7",-0.08328527,-0.76496342,-0.10931628,-0.15278377,0.07319483,-0.29469915,-0.0868082,-0.61425005,0.028065,-0.27075318,0.74522341,-0.23452609,0.72155121,-0.03770655,0.23525342,0.06162581,0.04270835,0.37545476,0.19354054,-0.03827414,0.09626909,0.28428302,0.23334608,-0.51090077,0.42704021,-0.26719812,-0.52249373,-0.35584103,-0.44174456,0.0579117506093501
"Q9H3S7",-0.919182275,-0.545045023,-0.695315772,-0.908602075,-0.361543382,-0.623142091,-0.62013371,-0.268024522,-0.99355986,-0.322568135,-0.038246371,-0.382707766,-0.299512086,-0.33359045,-0.977455676,0.001100646,-0.21360991,-0.108593998,-0.270370145,-0.468600289,-0.20451809,-0.006549005,0.076405699,-0.577999154,-0.317716825,-0.560762918,1.819694317,-0.201975254,-0.27924665,0.00572232609314912
"Q9H3U1",-0.92098192,-0.88018374,-0.48363867,-0.50767925,-0.08954622,-1.16898123,-0.5198678,-0.77301696,-1.65204954,-0.812535,-0.50310836,-0.53217387,-0.27623949,-0.58095532,-1.8602834,-0.81476766,-0.65802523,-0.54167429,-0.35174864,-0.7902127,-0.57035966,-0.70877722,-0.72134349,-0.69462137,-0.43435515,-0.23092193,-0.89457696,-0.6535455,-0.45398249,0.584934106541139
"Q9H3Z4",-0.066148029,0.35579723,0.528049152,-0.365217224,-0.458714427,-0.098783666,-0.087257025,-0.139585877,-0.054387258,0.082639326,0.04270622,0.197221888,0.056808544,0.414531479,0.247023191,0.227994487,0.525020938,0.107138922,-0.212141533,0.50675471,0.28865545,0.002565058,-0.509496929,0.069147448,0.104004731,-0.704731801,0.047117591,-0.72932655,-0.271099965,0.655674392367703
"Q9H444",-0.045761525,-0.564323318,-0.413041915,-0.163522722,-1.579658155,-0.082146077,-0.491318387,-0.234254004,-0.245833504,-1.469094077,-0.131427841,-0.232799783,-0.414431235,-0.000136721,-0.531985371,-0.044983503,-0.109046571,-0.76589822,-0.221224362,-0.06698616,-0.172967002,-0.063913979,-0.543710826,-0.086548212,-0.245579623,0.072098144,0.243281236,0.098560828,0.142759873,0.223257015363974
"Q9H479",-0.662331835,-0.770263805,-0.711096356,-0.239737209,-0.190289201,0.797405089,-0.004655946,0.662426786,-0.636396593,-1.502284249,0.00270308,-1.072806977,-0.621851912,-0.80025932,-0.677516109,-0.836674299,-0.46800326,-0.745766343,-1.033543736,-1.517394052,-1.169534762,-0.690690939,-1.431003443,-0.33521181,0.247024261,-0.587355516,-0.531811295,-0.548279325,-0.743682561,0.0248988167694837
"Q9H488",-0.73973718,-0.4661439,-0.17251551,-0.57079722,-0.41701967,-0.83325191,-0.4574152,-0.31470497,-1.74845023,0.13445221,0.22890701,-0.66971918,-0.71772039,-0.49330635,-0.40488653,-0.16366474,-0.47539604,-0.31502959,-0.07958791,-0.17292581,-2.67629419,-0.22814909,-0.46839452,-0.12677432,-0.20885084,-0.4778584,-0.65188675,-0.30891869,-0.77722969,0.448829511813438
"Q9H4A3",1.4773682,-0.4224472,-1.3318289,1.2905041,-0.3906869,-0.6524895,-0.4358356,-1.3139904,-1.1155523,-0.5555001,-0.2412181,-0.6226636,-2.0558669,-0.2748455,-0.9472289,-0.8830224,-0.6969393,-1.0794577,-0.4154551,-0.7679727,-0.2892992,-0.8483835,-0.4220262,-0.9723907,-0.8677022,0.1016393,-0.7763253,-0.9097775,-0.9316872,0.58856259193249
"Q9H4A4",0.24878018,-0.56914898,-0.85831953,-1.05565346,0.40388081,0.07831108,0.32629061,0.29429849,0.40749127,0.46622214,1.30247259,0.63974432,0.8991724,0.88021602,0.61388677,0.9823743,0.72885098,0.6409615,0.57630105,0.53356228,0.74767728,0.62894264,0.68621132,1.02113237,-0.1943461,0.72430508,-0.40212301,0.3915434,0.42048137,0.01067883404171
"Q9H4G0",0.08020387,-0.89154574,0.02131104,-0.33366297,-0.38557435,-0.05546521,-0.27673371,-0.36250935,0.48181956,0.2171228,-0.07879713,-0.18313873,-0.28151466,-0.38123277,0.23354384,0.05285348,-0.2547565,0.03918671,0.56084979,-0.04088749,-0.49866439,0.15157949,0.19816651,0.20569034,-0.20117254,-0.10042441,-0.2890467,0.13382548,0.05731416,0.211541226382151
"Q9H4G4",-0.80913724,0.0614825,-0.99506065,-0.35797426,-0.13748999,0.02728923,-0.76814444,-0.01954269,-0.326905,0.02039661,-0.47026223,-0.37826087,-0.82785,-0.82417311,-1.11847758,-0.591985,-0.63475148,-0.10793626,-0.48396256,-0.66500811,-0.25919086,-0.6676243,-0.32938777,-0.45965135,-0.58269386,-0.01947981,1.81969432,-0.06204711,-0.6054411,0.803983887901145
"Q9H4M9",1.1977479,0.91819741,0.87075917,0.98499918,1.52371393,0.98210089,0.8185715,0.95339157,1.48332581,0.926626,0.97074586,0.19355563,0.95211962,0.82632161,0.68634031,1.02721971,0.54557035,0.95650498,1.31711556,0.6093795,1.38674869,1.03364033,1.04260666,1.05931417,0.90796142,1.07606439,-0.09781243,1.18148018,0.85308637,0.139989853640608
"Q9H6N6",0.306115176,0.11021047,-0.473795542,0.437120037,-0.009611305,-0.151518073,0.471696512,0.033393346,0.482494645,-0.742102543,-0.486572853,0.350682463,0.414104203,0.926052754,0.12764438,0.672093073,0.099516724,0.095686937,0.14454521,-0.215385577,0.900861778,0.413746276,0.738724739,0.665913675,1.255009471,-0.786046455,-0.135195848,0.265932308,0.499538502,0.397476884819228
"Q9H6R3",0.14868243,-0.10449434,-0.42382629,-0.11044617,-0.3591593,-0.43907188,-0.28723657,-0.41329991,0.15634402,0.26755309,1.7744338,-0.41323264,-0.35242797,0.09806223,-0.19625098,-0.47011157,-0.08762427,-0.25450035,-0.11306618,-0.23583468,-0.16033501,-0.41942736,-0.3283535,-0.19192011,-0.30293383,-0.8220591,-0.18245037,-0.84408578,0.17931061,0.504398795133059
"Q9H6S3",-0.45943919,0.01450242,0.14701627,0.27276448,-0.32839985,0.20891907,-0.37996456,-0.5724455,-1.30448581,-2.06208651,-0.46156305,-1.7966926,-0.36189441,-0.85961205,-0.5546351,-0.26327142,-0.56097895,-0.93020973,-1.39009395,-0.41679123,-1.97299575,-0.62129031,0.0499982,-0.83807184,-0.01786427,-0.37965358,-0.67783876,-0.58089582,-0.68620017,0.0371329320069928
"Q9H6Z4",-0.68464608,-0.39462184,-0.47818034,-0.86145214,-0.61990528,0.08167887,-0.39698217,-0.31470497,-0.56831511,-0.3324605,-0.68299376,-0.24254367,-0.74844781,-0.76406165,-0.62236159,-0.40584387,-0.46719121,-0.74452695,-0.31147425,-0.55615135,-0.75149999,-0.35483148,-0.55422477,-0.43102722,-0.37912702,-0.35269899,-0.1253518,-0.47232007,-0.42990313,0.69478989430521
"Q9H7Z7",-0.54792629,-0.24771524,-0.60308685,-0.26188548,-0.68841175,-1.07302939,-0.40300026,-0.07644769,-0.57361742,-0.78580414,-0.9566392,-0.39203506,-0.73965648,-0.51730092,-1.08198123,-1.87742333,-0.31021388,-0.69204945,-0.48807111,-1.00144327,-0.56862965,-0.63505948,-0.4367113,-0.42548848,-0.53896731,-0.29809111,-0.68347747,-0.27853384,-0.16015926,0.292602719809985
"Q9H845",-0.30967798,-0.35808299,-1.04922094,-0.2788686,-0.23846073,0.09069256,-0.39852488,-0.66272581,-0.50643859,-0.50798104,-0.60497347,-0.86231883,-0.2654326,-1.34012835,-1.3290042,-0.48424823,-0.62711209,-0.62177502,-0.76654949,-0.5683906,-1.34412767,-0.29119806,-0.64755285,-0.53460463,0.24702426,-0.40883381,-0.39473683,-0.83377184,-0.65109366,0.158341938942955
"Q9H8H3",0.07544785,0.37013465,0.1480752,0.39138947,1.14514474,0.35988757,1.12941529,0.15679012,0.73036417,0.91034655,1.07972506,1.18805808,0.95474371,1.32047777,0.79411483,0.93492713,0.72575472,0.67983299,0.8913401,0.80000817,1.17393415,0.87324788,1.01861628,1.35851298,0.74383303,0.70336756,0.55502591,0.48005843,1.1688362,0.0401839519713421
"Q9H8S9",-0.570374564,-0.410782133,-1.086551555,-0.477523777,-0.631842053,-0.246328834,-0.026757919,-0.302072611,0.098232939,-0.370021078,-0.197955933,0.003328513,-0.074496869,-0.012593148,-0.187784274,0.122576428,-0.059659608,-0.067292383,-0.541868606,-0.228457525,-0.396176777,-0.066966041,-0.113710935,-0.120716666,-0.321256782,-0.171386499,0.021026516,-0.088717525,-0.093086883,0.116807131790565
"Q9H8Y8",-0.0691288,-0.3118042,-0.06471709,-0.19520833,-0.11925393,-0.36558474,-0.24706207,-0.54208331,-0.22625334,-0.05789011,-0.16878746,-0.31084668,-0.58614391,-0.11125869,0.02510824,-0.30801753,-0.46307247,-0.03098966,-0.28007566,-0.07298035,-0.57523549,-0.17085688,0.04208381,-0.25073579,1.23052229,-0.56038483,0.14677914,-0.45060056,-0.78842857,0.507126605041593
"Q9H9B4",0.41080525,0.566134928,0.1876962,0.045224525,0.043971589,0.007677613,0.027938234,-0.433405178,0.433890939,0.332013493,-0.004822489,0.111556108,0.279329518,0.255272505,0.271346471,-0.10798614,0.496166974,0.06662828,0.118946009,0.192060961,-0.644431614,-0.023694077,-0.120417795,-0.153383539,0.040878396,0.486792924,0.055796232,0.261297574,0.226384937,0.981302857388475
"Q9H9S4",0.02522281,0.17800772,0.43645556,0.48780088,-0.42440056,0.01959418,-0.65077916,-0.45146931,-0.25563257,-0.30907623,-0.40528135,-1.28609522,-0.1868235,-0.48096857,-0.82782443,0.48448784,-0.31008945,-0.19284743,-0.98374334,-0.10440907,-0.25701389,-0.14050685,0.25868329,0.10593753,-0.22027888,0.17827051,-0.90628989,0.09800246,-0.5492504,0.246631474420916
"Q9HA64",-0.61056401,-0.27684958,-0.30201,-0.3218626,0.0840164,-0.56470505,-0.0552856,-0.21431248,-0.68989485,-1.51089925,0.07940249,-1.0126325,-0.40347235,-0.91302881,-0.3028323,-1.22964,-1.25765955,-0.42127812,-1.02826001,-1.41933335,-0.39841076,-1.01172862,-0.99657438,-0.35122219,-0.50317207,-1.17457662,-0.30498365,-0.63870161,-0.11778368,0.00287513695894624
"Q9HAT2",-0.80913724,-0.36377114,-0.90743929,-0.56281313,-0.29332012,-0.5915451,-0.45011534,-0.31470497,-0.23559811,-1.55072396,-0.44008461,-0.63845724,-1.00000804,-0.83008571,-0.74010684,-0.41951857,-0.59984192,-0.4731765,-0.29137102,-0.36932448,-0.42192033,-0.45977866,-0.8523048,-1.39095039,-0.43435515,-0.32973057,-0.08879664,-0.41840391,-0.64479198,0.181645176533501
"Q9HAV0",-0.02583635,0.26252984,0.76292885,0.40390149,0.04494092,-0.08709953,-0.03488817,-0.67464392,-0.54700787,-0.73809816,-0.31411286,-1.83039039,-1.10938474,-1.31270659,-0.39100051,-1.2946138,-1.53309222,-0.78511593,-0.37037091,-1.11437582,-0.83043475,-0.92836384,-0.6839246,-1.03196455,-0.01707438,0.08566352,-0.39504007,-0.57068412,-0.51383784,0.00146752163925185
"Q9HAV7",-1.0596589,0.3182111,-0.142839,-0.2402639,-0.5906749,-0.4716905,-0.6397444,-0.6534507,-0.4640732,-0.3662389,-0.549048,-0.9360341,-0.8557864,-0.8431286,-0.390846,-0.6386915,-1.0237632,-1.0870437,-0.4401004,-0.7700126,-1.0701335,-0.4555016,-0.7928692,-0.6567414,-0.8291993,0.3577667,-0.347005,0.1324738,0.2996073,0.196635580114276
"Q9HB07",-0.377508712,-0.173546767,-0.058213107,-0.24472453,-0.428059492,0.006855109,0.086113757,-0.271396411,0.198453015,-0.596785162,-0.758766635,-0.103180335,-0.418943299,-0.389821232,-0.313747522,-0.307848429,-0.411141583,-0.772381618,-0.390530204,-0.244333224,-0.704826314,-0.305919193,-0.124692878,-0.204329364,-0.162951057,-0.569407127,-0.302942203,-0.584845238,-0.379161198,0.00495305410141849
"Q9HB71",-0.31940822,0.03475619,-0.30277212,-0.66440137,0.57665142,-0.24989491,0.52353727,0.08571674,0.17522531,0.21726431,0.05065061,0.01479045,0.80062806,0.2109522,0.20886762,0.14856304,-0.42784612,0.39292771,0.35704428,0.22462711,0.35066567,0.49774065,0.2512275,0.65180332,0.32650744,0.13254734,-0.5065266,0.25787595,0.35514985,0.241050002700822
