"","Control","Control.1","Control.2","Control.3","Disease","Disease.1","Disease.2","Disease.3","Disease.4","Disease.5","Disease.6","Disease.7","Disease.8","Disease.9","Disease.10","Disease.11","Disease.12","Disease.13","Disease.14","Disease.15","Disease.16","Disease.17","Disease.18","Disease.19","Disease.20","Disease.21","Disease.22","Disease.23","Disease.24","Disease.25","Disease.26","Disease.27","Disease.28","Disease.29","Disease.30","Disease.31","Disease.32","Disease.33","Disease.34","Disease.35","Disease.36","Disease.37","Disease.38","t_test_p_value"
"P12270",0.04331747,-2.11370805,-1.12307283,0.22754054,-0.16988633,-0.68219302,-0.23806958,-1.98080096,-0.1036754,-0.1406748,0.07495476,0.02664021,0.24239985,-0.66467818,0.19087019,0.0812031,0.26667298,-0.03375398,-0.12255509,-0.20209163,-0.01693138,0.13690819,-0.12560409,-0.132701,-0.18989948,0.20644643,-0.51776919,-0.19519443,0.27336738,0.39223974,0.10726313,0.26543504,0.03516542,-0.37785094,0.10713976,0.1454082,0.0560865,-0.1017855,0.29281363,-0.07325052,-0.04403404,-0.07278058,0.19216211,0.263916296206331
"P12277",2.474226,2.727247,2.681884,2.158596,2.744573,2.597241,2.572404,2.769384,2.317603,2.660871,2.957224,2.817623,2.496584,2.633238,3.008878,2.426844,2.565256,2.967066,2.426208,2.589352,2.617226,2.420966,2.352223,2.894468,2.714188,2.13256,2.766078,2.493068,2.72533,2.220981,2.982807,2.396493,2.780099,2.677662,3.123935,2.638775,2.507872,2.532128,2.546873,2.530819,2.331764,2.692871,2.100822,0.864240780299962
"P12532",-0.09964177,1.96059435,2.05718532,0.52720907,1.12223077,0.88197462,1.12142625,1.99143878,0.91184731,1.35601642,1.16644943,1.77908068,0.66029826,0.81714068,1.06356178,0.5929261,0.86728397,1.01903243,0.39692113,1.01807989,1.25451008,-0.55484882,0.52474253,0.27063068,0.96574757,2.32600408,2.07555022,1.41349706,1.12078079,0.25342476,1.20717519,1.76978197,1.3123492,1.21184487,1.02167377,0.98569585,1.43565133,1.18844692,0.72847505,0.84838911,0.90455238,0.67380979,0.69382038,0.373183917803981
"P12694",0.18431218,-2.09432638,-2.16369735,-2.11486378,-2.06139043,-2.22311532,-1.86207304,-1.96141926,-2.02410788,-2.21793658,0.9056108,-1.78688944,-0.10082647,-2.32580589,-0.01499882,-2.17774323,-2.09291943,-0.26393405,-2.01847132,0.08861917,-2.24832805,-2.09009675,-0.41558748,0.15010896,-0.38367546,-0.55677149,-0.36517321,-0.32762751,-0.41349865,-2.30986653,0.54885865,-1.9418421,-1.94484592,-0.38255045,-1.81602577,-2.08745524,-2.21299442,-2.17367107,-0.09950975,-2.21314388,-2.12793191,-0.04335732,-2.18422023,1.11034354761047e-05
"P12724",-1.02654118,-0.78700787,-0.85637905,-0.80754533,-0.75407185,-0.91579725,-0.55475418,-0.65410051,-0.71678923,-0.91061849,-0.81970795,-0.47957052,-0.7149726,-1.01848841,-0.91816398,-0.87042498,-0.78560092,-0.87401738,-0.71115266,-0.65521295,-0.94101011,0.03275996,-0.25610714,-0.96107253,-0.72851116,0.05157755,0.10996158,-0.70369617,-0.70914188,-1.00254894,-0.80372469,-0.63452332,-0.63752715,-0.63040815,-0.50870687,-0.78013672,-0.90567631,-0.8663528,-0.78433274,-0.90582577,-0.8206135,-0.89688026,-0.876902,0.0594565607827504
"P12814",1.9267981,1.5739347,1.7395017,1.3804321,1.350801,1.7658573,1.5458216,1.6770631,1.7685251,1.5919391,0.4884365,0.7813791,2.2169513,1.6830305,2.0298858,1.9628352,1.884245,1.0877126,1.7725847,1.5043676,1.5954207,2.0580453,1.6435861,1.3917511,1.7754907,1.7333198,1.1510808,1.4748743,1.862404,1.5349562,0.1504844,1.6613026,1.6975333,1.4510229,2.1866935,1.8720252,1.6696603,1.6519515,1.9167794,1.9360811,1.6879722,1.8382562,1.8095523,0.374267090038701
"P12931",0.42168965,-1.45864519,-0.01037967,0.29438825,0.58212724,-1.58743454,-1.22639151,-0.06740725,-1.38842655,-0.06483355,0.58996998,-0.0163954,0.06222018,-1.69012567,0.0414587,0.3161847,-0.14797678,-0.13035889,-0.16128876,0.41740249,0.29355905,0.22438062,0.07756059,0.02517799,0.13286271,0.34931685,0.13729424,-0.15588909,0.05534783,-0.07650451,0.16713839,0.58734949,0.87157107,0.61598539,-1.18034421,-0.07238966,-0.15378758,0.41748382,0.66589717,-0.30489509,0.27840871,0.48607921,-0.07344678,0.836170068854199
"P12955",1.0258127,0.7866864,-0.3496436,1.0067216,0.8596499,1.0828774,0.8640427,0.8255797,1.1618662,0.9419341,0.7664397,0.6554387,1.0015799,1.1433771,0.4134484,1.1651877,0.7357292,1.1443269,0.9462767,0.828238,0.9912654,1.106795,0.8911366,0.8640586,0.87762,0.7705953,0.7422674,0.776263,0.4156088,1.0237375,0.9577388,0.5622222,1.167203,0.9899312,0.9273764,0.9649413,1.0478639,0.9561702,1.2656955,0.7796368,0.9792042,1.3457451,0.934556,0.349403806577195
"P12956",2.220398,2.318101,2.597684,2.184717,2.416125,2.36332,2.349275,2.322101,2.636155,2.399401,2.536546,2.649268,2.417694,2.316015,2.448401,2.503284,2.250261,2.041086,2.362759,2.161079,2.4462,2.592518,2.154284,2.153587,2.205693,2.104251,2.121184,1.977739,2.36881,2.221968,2.567753,2.681217,2.590206,2.598765,2.744623,2.309617,2.471201,2.337448,2.474534,2.388674,2.467566,2.120309,2.359591,0.958730479414758
"P13010",1.1030791,0.8390395,0.6805412,1.4097198,1.2165982,0.9890935,0.9906951,0.8112329,1.3888389,0.9586701,1.2035103,0.757236,1.3503557,0.9874261,1.0557119,1.1188263,0.9475941,0.8846031,1.2860412,1.0986257,1.0337911,1.38006,1.2500755,1.0032119,1.295106,1.0557381,1.2716613,1.1865359,1.0602907,1.4345029,1.1907667,1.1260171,0.9753301,1.1001046,1.2697751,1.3582316,1.0696027,1.1080019,0.9081285,1.0458696,1.1769737,0.7668181,1.2111604,0.700671642322745
"P13073",0.3658537,1.544268,1.5429902,0.6791147,0.8258542,0.9852201,0.9603469,1.5363088,0.1608708,0.849922,1.2185015,1.3272762,0.8325532,0.9163806,0.6819065,0.1174986,0.939361,1.0974885,0.3923004,1.3170309,0.8989925,0.9139242,0.5768615,1.0662601,0.73043,1.0632686,1.3781076,1.1430315,0.6225545,0.6538068,1.0808165,1.2406983,0.7951935,0.9965702,0.6900416,0.6780615,0.8725,0.867936,0.3908151,0.7730783,0.082138,0.3797152,0.6623444,0.274622645205798
"P13284",-1.41745546,-1.17792216,-1.24729333,-1.19845962,-1.14498614,-1.30671153,-0.94566847,-1.0450148,-1.10770352,-1.30153277,-1.21062224,-0.87048482,-1.10588689,-1.40940269,-1.30907827,-1.26133927,-0.11500305,-1.26493167,-1.10206695,-1.04612724,-0.58232665,-1.17369252,-1.34599142,-1.35198681,-1.11942545,0.35963326,-0.28095271,-1.09461046,-1.10005617,-1.39346322,-1.19463898,-1.02543761,-1.02844144,-1.02132244,-0.89962117,-1.17105101,-1.29659059,-1.25726709,-1.17524703,0.07056613,-0.18131606,-1.28779455,0.40991261,0.00692298318325898
"P13473",0.424764621,0.15729704,-1.003362076,0.174494003,0.206506966,-0.532825325,-1.024826046,0.198916459,0.671750335,-2.079659856,-0.355798429,0.472729428,0.441325634,0.449136083,0.002534448,-0.623929129,0.534090388,-2.043058824,0.782135427,0.323333001,0.338692216,0.712793004,0.09943087,0.194742768,0.263475352,0.208777228,0.561501388,0.055568733,0.581724797,0.322397233,0.086855776,0.471623294,-1.806568876,0.305159121,-0.259339108,0.183723022,-2.074717682,0.271293197,0.384153318,0.741288875,-0.526220559,-0.36239535,-0.353638461,0.875808766253048
"P13489",0.8691552,0.8849556,0.8772105,0.7665421,1.1107645,1.0426025,1.1773889,0.8774757,1.1476364,0.9807738,1.162206,1.4517197,0.9874723,0.8568935,1.0926479,1.0311586,0.9965222,0.8757307,1.2450903,1.0974366,0.9194109,1.0198013,1.1250304,0.8462854,0.8429541,1.1325346,1.1753933,0.9215393,1.0976673,0.7153761,1.0458189,1.0732237,1.2501026,1.164383,1.3877155,0.8052146,1.0035729,0.8687228,1.095038,1.044624,1.069696,1.0028508,1.0542825,0.15796203819644
"P13498",-1.63904777,-1.3995145,-1.46888567,-0.49833702,-1.36657847,-1.52830386,-0.29434911,-1.26660715,-1.32929586,-0.13707819,-1.43221457,-1.09207717,-1.32747923,-1.630995,-1.53067059,-1.4829316,-1.39810755,-1.486524,-1.32365929,-1.26771959,-1.55351671,0.66365953,-0.38987709,-1.57357913,-0.55444974,0.19462264,-0.50254507,-1.3162028,-0.06478787,-1.61505553,-1.41623131,-1.24702996,-1.25003378,-1.24291479,-0.42224352,-0.55544013,-1.51818292,-0.30118549,-1.39683936,-1.51833238,0.09324437,-1.50938687,-1.48940862,0.563611155440532
"P13521",-1.74791413,-0.05198212,0.41462864,-1.52891835,-1.47544487,-1.63717024,-1.27612722,-0.12943294,-1.43816226,0.13564097,-0.30221597,-1.20094357,-1.43634563,-1.73986136,-1.63953697,-1.59179798,-1.50697394,-1.59539038,-0.56196341,-1.37658598,-1.66238309,-1.50415125,-0.65143841,-0.59366757,-0.75091421,-0.6697955,-0.61141147,-0.14388235,-1.43051491,-1.7239219,-0.42943089,0.05832238,-1.35890018,-1.35178119,-1.23007992,-0.45492021,0.02688037,-0.24592691,-1.50570575,-1.62719876,-1.54198651,-0.81988501,-1.598275,0.514208793323786
"P13591",1.500689,2.045479,2.260929,1.011182,1.979657,1.266011,1.671535,2.075976,1.680332,2.031905,2.267961,2.081988,1.431499,1.240743,1.744979,1.606375,1.218381,1.864625,1.571305,1.651123,2.071383,1.53453,1.542976,1.787625,1.273649,1.421723,1.701689,1.738243,1.586988,1.02872,2.208931,2.076032,2.146924,2.139857,1.94262,1.334962,1.913357,1.757612,1.710969,1.235072,1.577651,1.59162,1.588236,0.670532358383121
"P13611",1.18838335,1.45801921,1.47213891,1.30102063,2.20752671,0.72059895,2.22351735,1.5026382,0.52616288,1.16509019,2.45680795,2.43877498,1.1426188,0.6419487,1.46137002,1.1721418,-0.01270957,1.03370951,0.30395039,1.37725736,1.13764449,1.18956181,0.68785573,0.84354445,0.20337756,1.43656206,1.51845524,1.6646242,1.48790946,1.17306083,2.54449655,1.73968154,1.04282343,2.38954772,1.59007583,0.17978292,1.55293016,1.56262061,1.43907115,-0.08780195,0.8403229,1.3928149,1.37945521,0.16847782958561
"P13637",-1.45124454,2.18430525,2.34882981,0.09388733,1.5996718,-1.34050062,1.57895276,2.19116936,0.42974679,1.50591368,1.49864158,2.15898787,-0.37054495,-1.44319178,-1.34286735,-1.29512835,-1.2103043,1.53110516,0.3304587,1.68199733,1.22790424,-1.20748161,0.29215123,1.44254461,1.17585517,0.32584417,1.62064952,1.70517305,0.16087759,-0.19378265,1.37158389,2.02066967,1.32393996,1.86513426,0.13768871,1.23289902,1.71130514,1.58247765,0.18954317,-0.57716668,-0.19932355,0.38576569,1.23374366,0.175501590333203
"P13639",1.825547,1.394206,1.464118,1.772745,1.574319,2.101681,1.702419,1.48708,2.051265,1.569898,1.745778,1.240921,1.817778,2.030493,1.761143,1.927926,2.019968,1.770084,1.874839,1.571487,1.597593,2.043503,1.898783,1.83986,1.790249,1.690978,1.51403,1.642348,1.753981,1.81157,1.657718,1.823151,1.792732,1.701554,1.968324,1.930577,1.901593,1.877512,1.785313,2.027538,1.92907,1.613213,1.771992,0.0554848122793827
"P13645",0.9524154,1.7395247,1.6946196,2.365871,1.478266,1.0379772,1.6325399,1.7445487,1.6693465,1.176239,1.431755,1.9543588,1.771128,1.3054604,1.254384,1.8870089,1.3258831,1.1979615,2.0665322,1.3735576,1.2883937,1.1621758,1.1841214,1.1630007,1.333727,1.3194478,1.442498,0.6887474,1.3397054,1.420345,1.3644348,1.8878378,1.4901474,1.5395446,1.8038239,1.4260461,1.4135826,0.3612562,1.7051232,2.1253588,1.7982383,0.9712283,1.3960993,0.132960186617357
"P13647",-1.56925488,0.16455297,0.04225194,1.16751076,-1.29678557,-1.45851096,-1.09746792,-0.10216417,-1.25950296,-1.4533322,-1.36242168,0.46305579,-1.25768633,-0.242634,-0.20544085,-1.4131387,-0.26077164,-0.14032784,0.24751179,-1.19792668,0.21530911,-1.32549196,-0.58031357,-0.25735851,-1.27122489,-0.49113619,-0.43275216,-1.2464099,-0.55288562,-0.48242484,-1.34643841,-0.10304441,-1.18024088,-1.17312188,-1.05142061,-0.46882322,0.01252399,-0.49555379,-0.11768903,-0.16958933,-0.20559074,-0.1077216,0.08390728,0.298302667677461
"P13667",1.6655229,0.870044,0.1844117,1.8452459,0.8455603,1.6133579,1.2503577,0.8532432,1.8477309,1.238784,0.8263005,0.311047,1.4768313,1.6266493,1.322202,1.6898775,1.6699609,1.362545,1.7284096,0.8561611,1.2588218,1.9353483,1.668809,1.4542246,1.713797,1.3355862,0.4637185,1.253278,1.3474832,1.8166576,0.8581758,1.2279665,1.3201106,0.9462936,1.3930276,1.7486358,1.3225377,1.3032337,1.6305481,1.7413567,1.7504966,1.4806409,1.2742453,0.299124510181095
"P13674",-0.29878371,-1.48688106,-0.8234903,-1.50741851,-0.12068733,-0.91670046,-1.25462739,-1.35397371,-1.41666242,-1.61049165,-1.51958113,-1.17944373,-1.4148458,-1.71836154,-0.64051986,-1.57029815,-1.48547411,-1.57389055,0.35975461,-0.11694078,-1.64088326,-1.48265142,-0.09878183,-0.17957077,-1.42838435,-0.64829567,-0.58991164,-1.40356936,-1.40901508,-1.70242208,-1.50359787,-1.33439652,-1.33740035,-1.33028135,-1.20858008,-0.13794358,-1.60554947,0.13229167,-1.48420592,-1.60569893,-1.52048668,-0.2274977,-1.57677517,0.706396865999945
"P13693",0.32692267,0.36674367,0.44463591,-0.42257322,0.45526119,0.65501402,0.53631816,0.42959364,0.80940322,0.48509018,0.22438315,0.35374261,0.56485606,0.59280376,0.41729947,0.26528897,0.47781546,0.55373344,0.85712221,0.45965482,0.4013989,0.69283662,0.69884992,0.19566617,0.71167376,0.42729182,0.48610614,0.44331176,0.1012098,0.34571275,0.49924088,0.28251352,0.02407187,0.56234226,0.49667331,0.53108866,-0.0894947,0.53815398,0.08831577,0.47852616,0.76745636,0.20309864,0.35322835,0.351734760121115
"P13716",-1.814412481,0.202366746,-0.735185816,-1.595416724,-0.00149141,-1.703668607,0.405264399,0.138218407,-0.505806326,-0.049824404,-1.607579341,0.646442092,-0.140308201,-1.806359718,0.269657388,-0.801976999,-1.57347232,-1.661888752,-0.278932025,0.199151975,-0.167586346,-1.570649633,-0.426340225,-1.748943868,0.064476785,-0.037323889,0.417558353,-0.070857665,0.009898878,-1.790420258,-0.066699533,-0.086307503,-1.425398569,0.004066326,-0.229241535,-1.568008116,-0.776815405,-1.654224178,-0.327886791,-1.693697126,-1.608484884,-1.684751627,-0.531251367,0.76641551382809
"P13726",-0.119857018,-0.917353672,-0.865742613,-0.153478173,-0.172125024,0.168516556,0.543740936,-1.608311686,-1.671000384,-0.59564892,-1.773919062,-1.433781731,0.649817373,0.081920317,0.168545766,0.125677806,-0.209976561,-0.00407905,-1.665363817,-1.609424126,-1.895221124,-1.736989364,-0.94697262,-0.940141103,0.216818277,-0.902633679,-0.844249649,-0.542701683,0.110320018,0.036925593,-0.782993928,0.277791491,-0.244669497,-1.584619332,-1.462918076,-0.001995495,-1.859887355,-0.190990902,-1.039573962,-0.010894815,-1.774824605,0.096910013,-0.746234189,0.576799880882059
"P13796",0.122114439,-2.265767144,-2.335137868,0.022457416,0.277923747,0.179352772,0.053331603,-2.13286033,0.254523891,-0.492601982,-2.298467028,-1.958330702,0.13273845,0.404041857,-0.079842632,-0.114777073,0.009922848,0.20022349,0.84198876,0.255996317,-0.496210829,0.915053411,1.002262129,0.025612374,0.448621478,1.152582566,-0.669828882,-0.141716537,0.115831736,-0.102893628,-2.282483862,0.340054703,0.007249576,0.310705299,-0.428724346,0.147687032,-2.384434705,0.259547292,-2.263092022,0.474322811,1.024828129,-0.029342593,0.975312632,0.29281679044387
"P13797",0.71287445,0.72080316,0.59340267,1.40552335,0.73814277,0.94669257,0.80787499,0.96409975,1.3019009,1.03617522,0.80454985,0.63004821,1.33647389,0.89756433,0.57298421,0.78543946,0.7973842,0.96531527,1.04580252,0.91095185,1.02239179,1.00439659,0.92765547,0.72440247,0.76176256,0.8420099,1.0853361,0.5000477,-0.01670512,1.24348631,0.69214431,1.18090908,1.22878474,0.66007351,0.773688,0.575693,0.5467558,0.4761929,0.98899473,0.91227121,0.84780211,0.82519964,0.60984629,0.934459324810594
"P13798",0.47208433,0.33217853,0.31856782,-0.05441763,0.19684966,0.15126123,-0.31742493,0.00915394,0.72646292,0.44444175,0.3834523,0.34784887,0.37930685,0.22186028,0.61917537,0.48730931,0.19546561,0.5539468,0.87959565,0.15579451,0.36862596,0.64140861,0.68113839,0.40502691,0.12234882,0.43614044,0.21058507,0.2936188,0.36941233,-0.28549999,0.24665185,0.31379751,0.62936812,0.52306889,0.54116052,0.02174091,-0.01847528,0.24237709,0.67263859,-0.05926936,0.45599786,0.5661499,0.22491264,0.225206810744447
"P13804",0.8164464,0.4982657,0.5493938,0.4016762,0.8349443,0.7673509,0.7981095,0.6546205,0.9471243,0.4257608,1.3260117,0.5553211,0.257944,0.8602863,0.8962413,0.6461067,0.6766207,1.072164,0.6168286,1.1136669,0.723542,0.1444769,0.7274529,1.0600881,0.4099228,0.6063569,1.1558153,0.8711444,0.7715934,0.5637057,1.3639444,0.4382956,0.6907084,0.8869833,0.9144936,0.5032929,0.8496864,0.7924907,0.9179152,0.8905112,0.531315,0.9371298,0.7659008,0.122843779523178
"P13807",-0.001331802,-1.303309955,-2.071650658,-0.260335023,-0.009681332,0.12370475,0.06290239,-0.347244983,-1.93206107,-0.209997462,0.135602602,-1.694842536,0.262149069,-0.280175713,0.726960144,-2.085696557,0.290486558,0.472216356,-0.526524137,-0.139395963,-0.24004765,0.354977283,-0.099158841,0.294216678,-0.232776608,-0.09998597,0.106761788,0.130476987,-0.375599718,-0.198134812,0.036838387,-0.175644935,-0.114696528,-1.845680077,0.914686517,-0.050727353,0.43038408,0.481396042,0.040159081,0.459612952,-2.03588518,0.062676406,-0.277224525,0.233965380065645
"P13861",0.99453352,0.79528533,1.06902304,0.37853561,0.56750249,0.57716231,0.24407048,0.77998381,1.19692191,0.83541053,0.88571031,0.57692257,0.35726099,0.34732613,0.93741892,1.21574252,0.42719146,1.81010905,1.13230962,1.55686024,0.8929471,0.69031428,0.95874404,0.64660521,0.08948522,0.29564555,0.16656029,0.92876393,1.746978,0.24508775,0.72107765,0.84912521,1.08079508,0.89002457,0.8794022,0.49583787,0.51349883,0.44322428,1.10875554,0.43503564,1.05528907,0.99609259,0.47310964,0.675123127804628
"P14136",4.046888,3.265799,3.131142,3.319142,4.369662,3.563255,3.895326,3.264209,4.445863,4.201656,4.306282,3.854892,3.294694,3.517067,4.170242,4.137325,3.594961,3.759143,4.23649,3.950173,4.29212,3.904845,4.154869,3.75214,3.597288,4.16838,4.035435,3.48109,4.042507,3.396592,4.282221,4.110852,4.433355,4.356153,4.348759,3.731802,3.649229,3.627244,4.240791,3.664533,4.252815,4.168862,3.95967,0.236584246991204
"P14174",1.355845,1.483419,1.592312,1.312418,1.399109,1.366441,1.364606,1.485142,2.135932,1.485646,1.764979,1.645609,1.599297,1.05722,1.632708,1.570643,1.485229,1.300567,2.104671,1.476211,1.570364,1.838555,1.90289,1.266269,1.354811,1.527404,1.726514,1.332802,1.136729,1.296643,1.613625,1.673296,1.813065,1.512096,1.943205,1.258265,1.652568,1.334351,1.799249,1.328533,1.893419,1.594898,1.408091,0.16902574317622
"P14209",1.6030844,0.7099543,0.3932766,1.2080512,1.3893409,0.8139429,0.8663528,0.673216,0.828643,0.9330163,1.537128,0.133917,1.4023813,0.5627254,1.7871594,1.7898149,0.8733547,1.2924439,0.8752055,1.2976573,1.0291448,1.356704,0.8790035,1.2427466,0.6909846,1.7046029,1.2783252,1.3523213,1.6183303,1.0678983,1.3855968,1.6103326,1.017872,1.3553454,1.9805444,0.4710902,1.4041072,1.4303245,1.8977411,0.5759026,0.6930983,1.7092658,1.340272,0.355974913259015
"P14314",1.5228731,1.052973,1.0497081,1.7135855,1.2269947,1.5481123,1.1587375,1.1161649,1.7040097,1.170638,1.2058135,0.8095686,1.5931867,1.5677684,1.5177099,1.6109065,1.5291501,1.4402672,1.5136156,1.1080179,1.2340373,1.5913377,1.5218034,1.4296987,1.5604579,1.4451649,1.1758071,1.4525391,1.400173,1.6948543,1.2890271,1.5713226,1.2424784,1.1682779,1.5831695,1.5880935,1.4835266,1.5213993,1.636352,1.5770122,1.549378,1.5015767,1.3787045,0.371682808952706
"P14317",0.29021594,-0.56052222,-1.45272626,-0.07151321,0.51024551,0.51099778,0.68594024,-0.55147775,0.60372242,0.23658235,-1.41605517,-1.07591776,0.10189272,0.50164477,-0.16440486,0.61046938,0.70972043,0.15218416,0.54859141,0.38236252,0.32554341,1.03639187,0.87734772,-0.07095664,0.27796674,1.02353279,0.318923,0.1316518,0.44972993,0.11088513,0.11400333,0.98303894,0.4834385,0.45745778,-1.10505411,0.31917272,0.17485624,0.22040621,0.23854325,0.73029245,0.89124629,0.30723972,1.10735719,0.195262471817571
"P14324",0.19330592,0.18750637,0.23469329,0.77370002,-2.03967896,-2.2014039,0.54087874,0.03470618,0.27821969,-2.19622516,-0.04799022,0.30611416,0.4504008,0.32487653,0.41997232,0.02281715,-2.07120797,-0.08760912,-0.29331998,-0.04339112,-2.22661665,-2.06838529,-2.24068362,-0.10970406,0.46522224,-0.53505998,0.18793813,0.57518405,0.11440279,0.50303315,0.60449883,-0.05317544,-0.20308874,0.21529099,0.17566223,0.45179576,-0.06577366,0.39289485,0.45386632,0.09970291,-2.10622046,-0.09233403,-0.08883455,0.936389618570337
"P14384",-2.13454619,-1.89501332,-1.96438441,-1.91555076,-0.34566039,0.07231188,-0.4011082,-0.9177592,-1.82479473,-2.01862377,-1.92771336,-0.03925465,-1.82297811,0.18806837,-2.02616925,-1.97843032,0.08336247,-1.98202272,-1.81915817,-0.27832271,-2.04901533,-1.89078369,-2.06308234,-2.06907771,-1.83651666,-0.35745811,-0.99804408,-1.81170168,-0.60165474,-0.55297013,-1.91173012,-1.74252888,-1.7455327,-0.44383762,-1.61671247,-1.88814217,-2.01368159,-1.97435815,-1.89233819,0.07357252,-1.92861891,-2.00488557,-0.12241179,0.641556179775321
"P14415",0.4562275,1.2393069,1.3901509,1.0042376,1.0813991,1.2526072,1.2057236,1.2313422,0.5954339,1.2314953,1.3169072,1.1574089,0.9729403,1.2043397,0.673417,0.6912659,1.1304883,1.4504019,0.4741831,0.8497302,1.203827,0.9314691,0.6015177,1.4715703,0.3483077,0.6598857,1.0476864,0.8035447,0.5570533,0.9770385,1.1678775,1.1138419,1.3086542,1.1130549,0.6352676,0.5330672,0.9071491,0.745447,0.874702,1.2050995,0.4934376,0.6502874,0.6251921,0.0523847534624428
"P14543",1.47791273,0.23237312,-0.15539863,1.370706,0.42266056,1.09968325,0.47763239,-0.5858324,1.33986228,0.08838787,0.11558014,-0.04129998,1.49004872,1.16304243,0.4703264,1.48611994,1.14678007,1.07747621,1.05335775,-0.31122097,0.09904076,1.08500418,0.90029601,1.13540417,0.6682724,1.09577733,-0.52074031,1.38096426,0.67750033,1.25836771,0.55338889,0.11941604,0.44392888,0.26225674,0.16253907,0.67204063,1.37762805,1.35589877,1.63547203,1.15776538,1.18004767,1.48167365,0.88088925,0.432474619680947
"P14550",1.3069033,1.0316785,0.9940992,1.2550575,1.4074206,1.0912137,1.3712903,1.1025598,1.6691981,1.3374941,1.4263614,1.5270259,1.1971213,1.1350097,1.0865919,1.382821,0.9813184,1.1921123,1.6446108,1.3956721,1.4681171,1.3563767,1.5294494,1.1993403,1.2162722,1.4161208,1.4447299,1.0690226,1.1645538,1.2925153,1.4609035,1.0008922,1.4444272,1.4575806,1.2614973,1.1042475,0.9908224,1.1871991,1.3810407,1.0948654,1.3564791,1.3828063,1.3130803,0.307302333569313
"P14618",2.518548,2.61193,2.676284,2.332634,2.577344,2.472718,2.515181,2.704978,2.956752,2.729789,2.624767,2.832799,2.539782,2.444262,2.881668,2.504998,2.482902,2.851562,2.907721,2.519754,2.654863,2.908925,2.675197,2.86286,2.555748,2.641523,2.585476,2.604182,2.603682,2.26072,2.639917,2.821091,2.730729,2.638662,3.029356,2.606703,2.556265,2.586249,2.507257,2.518259,2.688354,2.466349,2.656836,0.272519827201734
"P14621",0.8192438,0.643341,0.7962382,0.3045897,1.0725951,0.5271513,0.6935961,0.6450306,1.1435073,1.0483766,0.9960969,0.90701,0.4514272,0.5243146,0.6479273,1.0798562,0.5435095,0.9910653,0.8880785,0.7364502,1.2243839,-1.3300915,0.8073073,0.8496002,0.2154175,0.2032343,0.7005555,0.3192084,0.4678307,0.2921035,1.0262736,0.9731247,1.3058879,1.1419755,0.5828286,0.1105211,0.4881904,0.475769,1.2583431,0.5455439,0.8278276,1.1478354,0.6721132,0.929347033778045
