proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18
A0AVT1,0.48473999,0.31618172,0.8176929,0.88948552,0.08935073,-0.27074233,0.0205691,-0.01397308,0.28539506,-0.11967665,0.07444153,0.10921065,0.49235246,0.47942966,0.04441031,0.43100889,0.09256918,0.2125672
A0FGR8,0.27580619,-0.16204881,-0.01574528,0.12584969,-0.19446188,-0.59898245,-0.52669435,-0.3267843,-0.32591565,-0.16732063,-0.36173413,-0.5506995,0.27163612,0.21595239,-0.3001866,-0.44563464,-0.40072244,0.09915539
A0JNW5,-0.60672566,-0.63775334,-0.55900106,-0.54148421,-0.50107378,-0.46447706,-0.99488794,-0.68487632,-0.99521825,-0.7847632,-1.06316635,-0.05365224,-0.88850063,-1.04658201,0.00968881,-0.84932868,-0.69620168,-1.51548185
A0MZ66,0.35601214,0.20575748,0.60400178,1.02182933,0.15764115,0.23278099,0.63283143,0.01894456,0.15490896,0.36316229,0.40112302,0.3630119,0.75873573,0.77873145,0.59122887,0.77124483,0.66497014,0.49381431
A2RRP1,0.08594127,0.06946595,0.20075147,0.17646094,0.13378621,-0.3592537,-0.65011129,-0.57160657,-0.01855305,-0.28284565,-0.33747427,0.02131465,-0.11391387,-0.14409758,0.107834,-0.20076721,-0.32157231,-0.32173792
A2RUH7,0.10822859,-0.65894824,0.0674225,0.27321907,0.30994704,0.05118859,0.13166788,-0.16903446,-0.62740501,-0.05874653,-0.18243803,0.17515717,-0.02320266,-0.29271682,0.11480582,-0.26234384,-0.39537768,-0.33376411
A3KMH1,0.60197268,0.47216742,0.16627518,0.56308849,0.43360746,0.92753783,0.78535149,0.4040455,0.32365782,0.50571221,0.23317236,0.95849533,0.04543453,-0.11399593,1.13121393,-0.21899249,-0.30042496,-0.22185513
A5PKW4,-0.2027198,0.08467789,-1.51248944,-0.16313754,0.04688605,0.15860844,-0.75178598,-0.17186614,-0.94696199,-0.4879837,-0.18502831,0.50021285,-1.16080623,-0.95012084,0.16247035,-0.49126211,-0.65182755,-0.78246707
A5YM72,-0.46564856,-0.53658746,-0.72807669,0.50361317,-0.50384438,-0.30265548,-0.28596479,-1.08427461,-1.37402593,-0.66802023,-1.0092035,-0.30035148,0.49006007,0.24794659,-0.31316831,0.36096727,0.03383929,-0.25793283
A6NHL2,1.29383,1.220178,1.34726,1.48776,1.352575,1.229963,1.712132,1.159553,1.057546,1.224342,1.679693,1.2151,1.603524,1.6549,1.263577,1.686788,1.645138,1.589662
A6NIH7,-0.2969231,-0.2393008,-0.3210848,-0.2917821,-0.4612607,-0.2329643,-0.3758402,-0.5109662,-1.2172624,-0.411116,-0.5254466,-0.5647809,-0.5181073,-0.626166,-0.2258759,-0.2710559,-0.3840731,-0.4222806
A6NNT2,-0.02091596,-0.04816138,-0.02198644,-0.3544109,-0.09755574,0.41618335,-0.18224802,-0.09932641,-0.54366923,-0.20523608,-0.06922927,0.19161743,-0.92169052,-0.38316499,0.3113679,-0.40627467,-0.25957211,-0.11213794
A6XGL0,-0.6045389,-0.1910522,-0.5074425,-0.7139759,-0.342682,-0.3396354,-0.4327421,-0.4621216,-0.9615639,-0.5408797,-0.3123505,-0.2710135,-0.692161,-0.6168023,-0.3944665,-0.5617802,-0.81059,-0.5882492
A6ZKI3,-0.4940533,-0.7921773,-0.6125615,-1.5415956,-0.9153991,-1.0349832,-0.4509241,-0.5483827,-1.1264144,-0.8976482,-0.5327927,-0.6768844,-0.9628723,-0.740871,-1.085746,-0.5614105,-0.4512866,-1.0975006
A8MU93,-1.2352389,-0.8649662,-1.3602278,-0.6527952,-0.3454293,-1.48557,-0.917775,-1.197747,-1.5933542,-1.1210076,-0.8842801,-1.4092604,-0.827758,-0.8771519,-1.0080341,-1.0142999,-0.5303805,-1.0433662
A8MVW0,-0.15103183,-0.37713071,-0.03235637,-0.77921886,-0.22068937,0.14098875,-0.4224636,-0.26189199,-0.72580817,-0.46025142,0.06712526,0.20992968,-0.74026688,-0.48977056,-0.05894387,-0.14365273,-0.6198904,-0.70417302
A8MXV4,-0.6401583,-0.4797825,-0.5336333,-0.4226964,-0.4826769,0.1204469,-0.6966971,-0.4965097,-0.7450429,-0.6381087,-0.2890981,-0.5063498,-0.8368591,-0.8721419,-0.3615299,-0.4597128,-0.531825,-0.6877068
B2RTY4,-0.8243585,-1.1908282,-0.7514468,-1.0548248,-0.2910917,-0.7210538,-0.7487372,-0.8905146,-1.3110084,-1.2863298,-0.5077529,-0.5911415,-1.3597957,-1.1340046,-1.0076628,-0.9911983,-1.0932772,-1.2088703
C9J069,-0.5398108,-0.23062359,-0.09029459,-0.72849328,-0.51580648,-0.58840414,-0.51840624,-0.37475485,-1.0288358,-0.48783201,-0.29067573,0.61216778,-1.3499631,-0.55627597,-0.69903185,-0.43361099,-0.37623143,-0.79956696
E9PAV3,-0.7373391,-0.8481481,-0.8694017,-0.9934368,-1.0744622,-0.7710004,-0.9356887,-0.9473696,-0.8930788,-0.8655924,-0.8433338,-0.9645141,-1.1072463,-1.284306,-0.711763,-0.882725,-0.935624,-1.0812226
O00116,-0.7558927,-0.6380605,-0.7966611,-0.8922461,-0.5748438,-0.5588419,-0.6951921,-0.9816562,-0.8770096,-0.8070818,-0.2733359,-0.7968951,-0.8146661,-0.7810711,-0.8002829,-0.2247079,-0.2272294,-0.7277815
O00139,1.0703664,1.0684267,1.2777789,1.2252912,1.0957575,0.4789473,0.6104421,0.9503974,1.0215506,0.9859268,0.898942,0.6395377,1.1107963,1.0540522,0.8400454,0.9349003,0.9291107,1.0423544
O00142,-0.5542211,-0.5129373,-0.6091509,-0.6560529,-0.845322,-0.5653136,-0.8065345,-0.5168988,-0.8501986,-0.1421779,-0.5413008,-0.8510436,-0.8780522,-0.6560091,-0.6744802,-0.7507114,-0.5768136,-0.6393292
O00154,1.0099034,0.9378049,0.7594273,0.9791411,1.0384457,1.2559105,0.9726118,1.1194392,1.3015544,1.3516012,1.0088404,0.9883502,1.1400026,1.1689568,1.0913755,1.1340664,1.2172907,1.2630823
O00159,0.053855176,-0.436394197,-0.227984078,0.012877818,-0.085285217,-0.488824303,-0.872892247,-0.161202568,-0.000244922,-0.300857328,-0.437328086,-0.047097634,-0.293268126,-0.324136457,-0.2462988,-0.247263924,-0.057258319,-0.227401934
O00170,0.4583697,0.5149413,0.5794723,0.548636,0.429318,0.4997333,0.6965157,0.3888082,0.1135799,0.397407,0.5887675,0.2130916,0.6673394,0.6672347,0.3616442,0.7142417,0.5823523,0.6047847
O00178,-0.16162169,0.36161082,-0.14831443,0.02022205,0.1748215,-0.19887316,-0.78857842,-0.03451752,-0.35470666,-0.57115054,-0.78574185,-0.03617694,-0.49601952,-0.65871767,0.08458375,-0.73398024,-0.30116585,-0.30439317
O00182,-0.94595599,-1.44886051,-0.68001271,-0.71753026,-0.84043372,-1.18617417,-0.69560849,-1.00501869,-0.79663647,-1.751299,-0.96240963,-0.93577121,-0.71725912,-0.94681363,-1.18451304,-0.69841529,-0.01397323,-0.69041602
O00186,0.28752414,-0.04004076,0.47035967,0.70499222,0.08441678,-0.18158835,0.09773051,0.05697716,-0.5581715,-0.02736827,-0.09106766,-0.06574731,0.33337389,0.41149663,0.21909169,0.38204152,0.29765644,0.30813959
O00192,-0.6045019,-0.4751615,-0.2540114,-0.8971207,-0.2709268,-0.348594,-0.7271366,-0.4033959,-0.7727206,-1.1774953,-0.7641379,-0.1318749,-0.8491298,-0.9231779,-0.7377442,-0.9567088,-0.8896016,-1.3563075
O00194,-0.468315,-0.3708978,-0.4509845,-1.0596451,-0.5970256,-0.3231925,-0.7700537,-0.7088735,-0.8098177,-0.5621403,-0.5143537,-0.5663975,-1.6891969,-0.9068182,-0.802071,-0.5552214,-1.1138681,-0.6306553
O00213,0.40702518,0.65917766,0.53711202,0.45144662,0.48790355,0.56167008,0.37150405,0.41734203,0.2785234,0.25153667,0.3858901,0.79519574,0.07872764,0.22488909,0.73285941,0.47812566,0.45036458,0.39683471
O00217,0.3446501,0.5947279,0.5037423,0.1798894,0.5967043,0.5160651,0.3710032,0.7322489,0.9049662,0.6301118,0.4358895,0.3843576,0.9671938,0.7220855,0.2048217,0.4963841,0.5964394,0.5704056
O00231,0.13572604,-0.051720585,0.317555151,0.2975049,0.173407191,-0.562346923,-0.005700021,0.049900186,-0.149779983,-0.676051561,-0.132891332,-0.13013545,0.398540248,0.047442803,0.013823761,-0.046774743,-0.170140124,0.142357925
O00232,0.29357762,-0.12303242,0.41253139,0.4277717,0.04247365,-0.58807408,-0.26817431,-0.09728786,0.03186625,-0.40981514,-0.15041006,0.03434134,0.4339248,0.33613726,-0.36010062,-0.31829167,-0.32155936,0.30050907
O00233,-0.3701694,-0.7587505,-0.5244078,-0.5911606,-0.6875072,-0.973059,-0.8711458,-0.9078559,-1.6094188,-1.0406477,-0.857996,-0.521994,-0.6326826,-0.9662411,-0.7561575,-0.632367,-1.974279,-1.0449377
O00264,0.453059779,0.256482573,0.421479554,0.48555004,0.193591748,0.005214731,0.254271237,0.362354762,0.831520077,0.583158207,0.094126706,-0.039895545,0.968120867,1.107688617,0.011808345,0.453768906,0.570458442,0.954297674
O00291,-0.629573449,-0.556443554,-0.79939555,0.011177743,-0.496344177,-0.491041846,-0.619048385,-0.521028109,-0.386035955,-1.152211603,-1.038074432,-1.450763752,-0.002670683,-0.126023301,-0.540265404,-0.220979288,-0.691902409,-0.930491555
O00299,-1.0342312,-1.0996779,-1.04946,-0.7489864,-0.6586675,-0.4814072,-0.6788538,-0.6314209,0.1314763,-0.6747303,-0.6228006,-0.3938477,0.1206583,-0.500721,-0.5379996,-0.9796564,-1.7008702,-0.262876
O00330,0.8344943,1.1186785,0.9825845,0.8145761,1.1937103,1.5449171,1.4426702,1.3352732,1.2230295,1.1893042,1.2868949,1.4431611,1.112645,1.3628212,1.6438764,1.2718454,1.2035544,1.2018581
O00399,-0.7326462,-0.5153124,-0.5667391,-0.4943657,-0.374221,-0.3109588,-0.3913696,-0.1466064,-0.5693946,-0.6749116,-0.8591186,-0.2612962,-0.9916696,-0.884786,-0.2608631,-0.8429563,-1.5409202,-1.2148847
O00408,1.132236,0.868615,1.2892477,1.2467802,0.7919349,0.6340152,0.4134006,0.8823469,0.940778,0.7566011,0.5789024,0.5012282,0.870128,1.0238796,0.5307367,0.9710757,0.702624,0.9389709
O00410,0.13819325,-0.3441881,0.01754725,0.31426913,0.04835799,-0.05793012,-0.11958485,-0.06791684,0.99629016,-0.01575771,-0.77124844,-0.05336929,0.88163385,0.17262512,-0.45407943,0.01749929,-0.5195596,0.71009191
O00429,0.9851078,0.5728178,0.9634759,1.1289214,0.5363752,0.5412388,0.4588813,0.5183514,1.0284199,0.5192382,0.4596362,0.7908022,1.3875833,1.2817652,0.8015253,0.4867889,0.6136923,1.2523236
O00442,0.5599246,0.4621195,0.6332168,1.0461403,0.6142555,0.8118512,0.8233708,0.600652,0.2956446,0.6585774,0.6704213,0.8252289,0.6047603,0.4857783,0.8050082,0.489646,0.6039615,0.442188
O00468,0.29873563,0.37183763,-0.11855168,0.38456522,0.45039746,0.61697813,0.48793228,0.14627965,-0.26333234,-0.46135591,0.78191646,0.77473503,0.04381897,0.42296876,1.00437851,0.60149823,0.6323793,0.26825942
O00471,-0.09075738,0.0167718,0.07475886,0.0137769,-0.1069956,-0.51825206,-0.10247257,-0.27290082,0.01259094,-0.40832864,-0.31545119,-0.15644256,0.14590357,-0.02934618,-0.3609894,-0.06728171,-0.38659332,0.02822212
O00478,0.27234461,0.05569973,0.43512881,0.34255392,0.39745563,-0.08612677,1.03437202,-0.2779854,-0.39338134,1.04474271,1.02275711,-0.40001752,-0.17025405,0.17250727,0.10695865,0.97480464,0.42516338,-0.05987116
O00483,-0.9983655,-0.2782855,-0.4880457,-1.0919394,-0.5082582,-0.7765904,-0.5787258,-0.4419245,-0.1838455,-0.3853913,-0.2374041,-0.5709287,-0.3255017,-0.2621012,-0.6070172,-0.3371786,-0.4737735,-0.5732147
O00499,0.2096946,0.3346364,0.4809368,0.5092672,0.3563151,0.7396738,0.9184468,0.4353268,0.880224,0.6720874,0.2306752,0.6575178,0.4999806,0.5647685,1.0053364,0.7653405,0.6094164,0.570885
O00505,-4.41E-01,-7.61E-01,-2.37E-01,8.50E-02,-1.21E+00,-6.71E-01,-3.15E-01,-5.00E-01,1.74E-08,5.58E-02,-6.01E-02,-1.05E+00,4.17E-01,2.96E-01,-1.03E+00,1.59E-01,5.68E-02,4.05E-01
O00506,-0.3669486,-0.321276,-0.3763383,-0.25981,-0.5603551,-0.5314952,-0.6980132,-0.4887797,-0.2055987,-0.3834788,-0.5525305,-0.4546964,-0.295019,-0.3182709,-0.4376613,-0.5333849,-0.1841655,-0.1663883
O00560,0.52717674,0.64255474,0.51802874,0.65594804,0.67175561,0.70295389,0.63910594,0.47612882,0.25757904,0.57559038,0.35906454,0.54557483,0.19989931,0.09815669,0.57193661,0.48914185,0.3900356,0.2002804
O00562,-0.01860767,0.22624351,-0.09176848,-1.25628025,-0.15978452,-0.17847746,-0.23089557,-0.1217977,-0.83183196,-0.55124607,-0.5312218,0.03193533,-0.48596621,-0.46421647,0.02350078,-0.96621567,-0.42987374,-0.93424561
O00571,0.9496302,1.1048904,1.2101751,1.1688113,1.0297689,0.9745381,0.9156455,1.0318861,0.794985,0.8950157,1.06937,1.1926812,1.0172397,0.8127731,1.2440076,1.0014518,1.0515367,0.804667
O00629,-0.04215059,-0.20052812,0.12784818,0.05333729,-0.36379384,-0.31624746,-0.27072619,-0.1157798,0.41253125,0.26057653,-0.24647521,-0.97998999,0.29383216,0.15079709,-0.57350939,-0.10825446,-0.93316491,0.15888468
O00743,-0.5208035,-0.5512849,-0.5315062,-1.0326236,-0.7896383,-0.9947702,-0.4152626,-0.5944482,-0.2256432,-0.3094215,-1.1650857,-0.2547582,-0.7594868,-0.1929857,-0.6742834,-0.3235171,-0.6595718,-0.3271715
O00764,1.782477,1.739843,1.698028,1.860843,1.885498,1.305114,1.719285,1.779024,1.726859,1.772233,1.726877,1.369256,1.762913,1.759049,1.461114,1.635126,1.855855,1.820154
O14490,0.8985796,1.345634,1.1548163,0.7666002,1.2531073,1.4248959,1.039395,1.2099012,0.4984299,0.9438432,1.1036808,1.6377036,0.3449064,0.6390634,1.3870294,1.0024618,1.0341021,0.646075
O14522,0.10317814,0.45657827,0.36267733,-0.28064835,-0.00498072,0.32108463,0.07377855,0.26030283,-0.19338294,0.27221468,0.31490524,0.21359451,-0.69218467,-0.44121135,0.44050236,-0.33496424,-0.18099585,-0.18688233
O14523,0.2378197,0.23128958,0.24322688,0.23612008,0.43078614,0.22247028,-0.38518551,0.02979299,-0.20477949,-0.13559065,-0.07287475,0.41154943,-0.07312017,-0.20176967,0.29460312,-0.21277682,-0.45643335,-0.19082146
O14531,1.1221776,1.42258,1.4690686,1.3810906,1.4884654,1.3670506,1.3639514,1.2905436,0.984742,1.1103813,1.3076596,1.4395828,0.9039137,1.1277788,1.4606302,1.1390547,1.1998272,0.9726639
O14548,0.18787398,0.22889374,-0.09264475,-0.42191944,0.35973225,0.169662,0.03845879,0.39922902,0.38938377,0.42276168,0.34118564,0.16157703,0.39527512,0.29660048,0.02137181,0.2468707,0.07629509,0.22061778
O14558,-0.056920636,-0.370698261,-0.506490892,-0.4377018,-0.020352767,-0.688456836,-0.515376271,-0.734482097,-0.061392404,-0.111438754,-0.344541939,-0.387192507,0.356572738,-0.173259881,-0.755778816,-0.243823314,-0.008722977,0.009243109
O14561,0.425800984,0.031973546,-0.084101824,0.033887918,-0.102813008,-0.176645935,0.008878992,0.146436663,0.556671594,0.397693323,0.121987846,0.031968529,0.59547828,0.422460857,0.259203261,0.082597071,0.064092318,0.200067577
O14576,0.20934855,0.13392615,0.39170808,0.48408676,0.02307533,-0.6379545,0.10270601,-0.44840087,0.35519213,0.05422709,0.10108418,-0.0359569,0.57249613,0.50169734,0.12546775,0.12635853,0.04724186,0.43986569
O14578,1.0787798,1.47575,1.3311913,0.9678983,1.3240526,1.2733473,0.976499,1.3194662,0.9021708,1.1327294,1.1584041,1.4317241,0.6815049,0.7232698,1.3109758,0.9482857,0.9783162,0.7985472
O14579,0.1045239,0.2506846,0.1630392,0.2161855,-0.2220669,-0.6286902,0.1005342,-0.1340184,0.2422327,0.1746503,0.12143,-0.3091458,0.3928977,0.4096345,-0.6417083,0.2863926,0.2759563,0.3665966
O14594,0.41793866,-0.21192279,0.34682715,0.02275338,-0.01217305,0.75164622,0.95333246,0.32288497,-0.21050102,-0.50519913,-0.70651746,-0.37422754,-0.54541561,-0.38000078,0.38088996,-0.62380668,-0.48822521,-1.46173459
O14617,0.79168942,0.4789586,0.66623742,0.6616827,0.45591343,-0.16199038,0.06905262,0.47021034,0.79404171,0.55997931,-0.02512017,-0.03313223,0.73243825,0.74032868,0.21220213,0.45965301,0.49599503,0.77492725
O14618,-0.3842756,-0.3705874,-0.6013939,-0.6251343,-0.5293401,-0.5175946,-0.7262159,-0.5305141,-0.366194,-0.7830389,-0.5220794,-0.5149311,-0.408409,-0.3700213,-0.6178967,-0.6465204,-0.6524653,-0.3539358
O14639,0.153387567,-0.412558972,-0.009095431,-0.148532956,-0.089013478,-0.016718666,-0.316678954,-0.433956069,0.095464989,0.028282989,0.059658875,-0.181394465,0.181205086,0.107218565,0.01685608,0.130049101,-0.114698855,0.236732024
O14733,-0.1952172,-0.62856333,-0.08781465,0.06403994,-0.33481542,0.18781212,-0.05488567,-0.20312392,-1.05162895,-0.81552428,-0.19475677,0.29832355,-0.3275023,-0.77067551,0.10008952,-0.58612248,-1.01705716,-1.11241598
O14734,0.4203542,0.6505659,0.2555204,0.3402272,0.544523,0.6048902,0.6387767,0.515472,0.5320444,0.7048002,0.7322102,-0.0915854,0.1106397,0.3351658,0.3945642,0.5843863,0.5309815,0.4263337
O14735,-0.6014811,-0.5470333,-0.9136513,-1.0003936,-0.4809541,-0.8576735,-0.5980539,-0.6746122,-0.6968061,-0.4539633,-0.7116403,-0.935689,-0.6780873,-0.82706,-1.1082884,-0.7420462,-1.1232012,-0.7261362
O14744,0.005116194,-0.218478355,0.000517972,0.150653055,0.087062607,0.379201631,0.233134965,0.241967115,-0.729170168,0.019388799,0.089402569,0.288535107,0.106578367,-0.214214652,0.30547015,0.046388791,0.066282668,-0.099917529
O14745,-0.80545092,-0.25591256,-0.34492167,-1.08156533,-0.41706424,-0.01213401,0.12827443,-0.42160512,-0.39778651,-0.79856768,0.21182326,-0.16187153,-1.00464922,-0.74876299,-0.03996411,-0.25169695,-0.28710924,-1.67123851
O14773,0.13408241,0.22704476,0.23695324,0.24212302,0.61184727,0.71432558,0.49988549,0.25373663,0.09515602,0.31082655,0.1305814,0.35257544,0.12640325,-0.12459594,0.49567788,0.21574565,0.21908487,-0.06047468
O14775,0.4469624,0.5872211,0.6002741,0.8864364,0.3763222,0.3723605,0.4745433,0.5762599,0.7002345,0.3588177,0.4508512,0.5182442,0.7274367,0.8123051,0.421168,0.2047418,0.3941678,0.9923111
O14787,0.5567485,0.7519118,0.5754427,0.8465179,0.5404148,0.1417211,0.2512902,0.4683929,0.4665338,0.4724101,0.2339601,0.3333636,0.6224328,0.4797203,0.1986646,0.3651013,0.4191575,0.5076171
O14807,-0.55712833,-0.41324309,-0.61945101,-0.77371416,-0.52563719,-0.3740356,-0.23386817,-0.23949765,-0.0461969,-0.57724739,-0.12995125,-0.52501602,-0.32441541,-0.09922632,-0.68374729,-0.21122295,-0.18858697,-0.15533668
O14818,1.0489649,1.3061224,1.0339926,1.0188708,1.3605568,1.4745492,1.5138772,1.4123017,1.0971129,1.1619459,1.3725188,1.313679,0.6741437,0.8587032,1.2051152,1.0603613,1.1193964,0.8525936
O14827,0.6632526,0.8781942,0.7249074,1.0674871,0.6396458,1.0360997,0.4713382,0.6338839,-0.1450742,0.6350828,0.6392444,1.2485152,0.2214096,0.1624116,0.8941347,0.4028632,0.3146874,0.3092762
O14874,-0.4073413,-0.3860708,-0.2098286,-0.7798666,-0.4749018,-0.3990907,-0.5668044,-0.4267694,-0.3836769,-0.3783507,-0.7838819,-0.3061699,-1.3976318,-0.4819346,-0.3090299,-0.9263345,-0.5932996,-0.9903496
O14880,1.1230507,1.0260117,1.2049218,0.8116782,1.065526,0.9557423,0.9776864,0.7272604,0.7311807,0.9375959,0.7930796,0.9009675,1.0499315,0.8479294,0.8757388,1.0383519,0.6892374,0.6750243
O14908,-0.35834887,-0.35682749,-0.06951038,-0.62252007,-0.38896843,-0.2411559,0.14809554,-0.49555086,-0.57252071,-0.35441698,-0.18429751,-0.34729859,-0.37427313,-0.06632085,-0.52487125,0.0329059,-0.21002094,-0.27999515
O14910,0.9849937,1.1825673,1.0342468,1.0583888,1.2899098,0.9780366,0.8425643,1.1196207,0.7839197,0.9691639,0.9995312,1.1402896,0.7874591,0.9093699,0.9215074,0.8264042,0.8660398,0.9361825
O14933,-1.4038227,-1.4687088,-1.6879317,-1.1231207,-1.4578308,-1.6022973,-0.9018026,-1.8178853,-0.9634571,-0.8869577,-1.2880637,-1.0712355,-0.9054829,-1.0594349,-1.9303077,-1.6640377,-1.0636051,-0.8220464
O14936,0.54257011,0.20900823,0.31716297,0.5374544,0.63342882,0.25034708,-0.03265518,0.1915309,0.69071335,0.31305118,0.23050822,0.02020178,0.51662528,0.40242894,0.11732697,0.39991058,0.35798058,0.48975973
O14949,-0.73298402,-0.25663047,-0.41271567,-1.31587947,-0.32120155,-0.25887583,-0.4554115,-0.06844266,-0.1200618,-0.0867489,-1.01932004,-0.21576485,-0.50518104,-0.66509634,-0.75473908,-0.55052593,-0.40994717,-1.1122474
O14964,-1.208751668,-1.221167773,-1.059338032,-0.423367356,-0.606217568,-1.130724912,-0.284067885,-0.716774066,-0.001696393,-0.101200687,-0.825596148,-1.067759157,0.007086184,0.28222323,-0.472414384,-0.665094968,-0.619710217,0.291709046
O14966,1.00879708,0.83733364,1.0131264,1.16579223,-1.00030712,0.05049101,0.75173633,0.07343467,0.67513506,0.58748341,0.35626042,1.0038542,1.22303688,1.22303946,0.96947595,1.29487887,1.16157756,0.60153906
O14976,0.54718278,0.5630379,0.46716089,-0.05255682,0.59516999,0.65200898,0.3393341,0.55847198,-0.10119883,0.4019414,0.46071883,0.65715067,0.12304894,0.1653372,0.61607807,0.31367517,0.27745898,0.16121888
O14979,0.25648798,0.0716411,0.23556584,0.17389207,0.14205651,0.30040082,0.65070327,0.20984816,0.48029296,0.5642378,0.67246355,0.01324448,0.6560244,0.62437949,-0.1434901,0.73827441,0.49500814,0.73503503
O14980,1.0664174,1.0471442,1.3610822,1.3498136,0.9444815,0.8292837,0.8044318,0.8754468,0.8459617,0.9224581,0.8485548,0.3507946,1.0220806,0.9504293,0.7058211,0.8918149,0.8260962,0.8805555
O14994,1.2984537,1.4044347,1.277684,1.2706269,1.5595575,1.2405586,1.0153222,1.2703829,0.7404485,1.0845225,1.087416,1.2026404,0.8875701,1.0293276,1.3749485,1.0460117,1.004211,1.0488556
O15020,1.4320987,1.1047273,1.4860785,1.6183181,1.0973791,0.7236734,0.8221696,1.0448587,1.4175088,1.1881384,1.1131333,0.9672404,1.4827485,1.3444403,0.7917113,1.1107505,0.893043,1.2999779
O15031,-0.6012609,-0.8263952,-0.9177239,-0.9008282,-0.5800045,-0.7627951,-0.7664405,-0.6687795,-0.5978752,-0.8422519,-0.9225609,-0.8317811,-0.5335942,-1.4378696,-1.1776678,-1.3983047,-1.0990569,-0.7579894
O15034,-0.06994848,0.05636367,-0.28091021,-0.30113633,0.26124968,-0.16524206,-0.31528838,-0.14754554,-0.15520687,-0.29636928,-0.39386982,-0.21496294,-0.79647028,-0.74455554,-0.42176824,-0.54768461,-0.83650965,-0.34766508
O15066,-0.7661307,-0.4500968,-0.9288073,-0.1369906,-0.5370545,-0.409067,-1.0496515,-0.6762925,-0.5859557,-1.1744075,-0.5865648,-0.1335241,-1.6411383,-1.1873308,-0.3669723,-0.2034171,-1.2681401,-0.9445684
O15068,-0.478511018,-0.406883427,-0.415487568,-0.316327428,-0.505836994,-0.159445485,-0.667690018,-0.329307971,-0.647005552,-0.415523537,-0.855362461,-0.009087861,-0.917006285,-1.030195501,-0.213393182,-1.081373041,-1.049184217,-0.998039548
O15075,1.3766864,1.5106505,1.4008389,1.3536071,1.6199814,0.9486023,1.0367497,1.3576799,1.3780487,1.1862955,1.0973499,1.1781076,1.0308241,1.0858811,1.221184,1.2100701,1.187488,1.1608529
O15079,0.54762574,0.534404459,0.620327842,0.038863797,0.78451398,0.244074457,-0.011654648,0.229672556,0.094874941,0.314195127,-0.104530136,-0.332711843,-0.026572641,0.299836014,0.290652652,0.008784763,-0.187881836,0.10274683
O15083,0.56068339,0.55794653,0.38179751,0.0701074,0.8475575,0.52781282,0.06373565,0.45652442,0.26272914,0.54286853,0.43160087,0.92558818,0.40712911,0.31532247,0.63415373,0.45616525,0.31519591,0.47580326
O15084,-0.5489521,-0.395351,-0.6024422,-0.6539734,-0.4429706,-0.1699757,-0.6320287,-0.5272707,-0.5206803,-0.582487,-0.6689969,-0.5427714,-1.1525222,-0.9058423,-0.4914288,-0.9365464,-0.7408423,-0.9559901
O15085,-0.4447074,-0.2461366,-0.1207389,-0.7911462,-0.2045697,-0.3424226,-0.4668491,-0.2428133,-0.6002933,-0.5563348,-0.3407914,-0.331867,-0.3750943,-0.5843534,-0.1739378,-0.5284698,-0.5930605,-0.5513301
O15116,-1.3049464,-1.0945884,-1.274927,-1.2012957,-1.0459415,-1.2516664,-1.0907344,-1.1050221,-0.8887197,-0.9183481,-1.1387876,-1.1505015,-1.0499968,-1.167088,-1.0525537,-1.1155101,-1.2138997,-1.4116177
O15144,0.7416249,0.8011077,0.7328843,0.7922078,0.9706635,1.0073869,1.0468222,0.976452,0.7669061,0.7885682,0.7684187,1.0195532,0.3219948,0.5714362,0.9106964,0.5158692,0.7283233,0.4794146
O15145,0.7062696,0.6951099,0.6807059,0.6174021,0.9103493,0.8611578,1.0517676,0.7566008,0.7454308,0.781631,0.8896602,0.7085946,0.7766702,0.6900534,0.5143682,0.8482118,0.677974,0.6095133
O15155,-0.5531688,-0.8893254,-0.8266702,-0.9017141,-0.7246286,-1.2510634,-0.997843,-0.8993584,-0.5780462,-0.9523623,-0.8929927,-0.9473069,-0.9641679,-1.232019,-0.9037065,-0.7519427,-1.1263381,-1.3559025
O15197,0.28686,0.5147393,0.2267833,0.0448949,0.5148769,0.729081,0.2396766,0.5864148,-0.2388153,0.3271064,0.2033588,0.8172105,-0.4116157,-0.1670677,0.801241,0.3120296,0.1996712,-0.1911582
O15212,-0.7431959,-1.1069968,-1.2261594,-0.906101,-0.945775,-1.4416309,-0.7646908,-1.0079727,-1.2908929,-1.1122335,-1.0191048,-0.9930969,-0.6298436,-0.6425602,-1.2115603,-0.7464378,-0.8427438,-0.9414732
O15230,-0.7099491,-1.0100359,-0.7659866,-0.723538,-0.247379,-0.6028636,-0.7128731,-1.0093742,-0.8258924,-0.9337276,-0.4833707,-0.6806138,-1.084214,-1.313626,-0.4853777,-0.4607277,-0.4532819,-1.6858149
O15240,-0.48360225,-0.59009288,-0.41683875,-0.57196705,-0.55975799,-0.5030564,-0.25133967,-0.58585175,-1.45905219,-0.84655566,-0.64130797,-0.29547889,-0.64019909,-1.44799854,-0.02843575,-0.82756452,-1.29430508,-0.99219751
O15254,0.36299617,-0.70167847,0.18491496,0.46360892,-0.23364936,0.26542144,-0.15142981,-0.02028944,-0.72480462,-0.80867429,0.02042665,-0.15507723,0.39777995,0.34453787,-0.59545389,1.51588985,0.37749766,-0.96176512
