proteinId,S1,S2,S3,S4,S5,S6
,Control,Control,Control,Disease,Disease,Disease
P62854,0.3061375,0.3427508,0.3764907,0.3892826,0.5875311,0.4380835
P62861,-0.10248228,-0.10502922,-0.32879276,-0.10765573,-0.02768745,-0.14521441
P62873,1.681559,1.674894,1.703991,1.587337,1.432112,1.550177
P62879,0.7206865,0.771075,0.7677059,0.6261243,0.551189,0.6645734
P62906,0.1831883,0.1550266,-0.1798713,0.2885245,0.3948227,0.2419634
P62910,0.9844649,0.6999402,0.7415326,0.9801324,0.9420204,0.9741
P62913,-0.27887045,-0.08889553,-0.15179224,-0.15279298,-0.50748128,-0.42108682
P62917,1.1550609,0.9574944,0.9392554,1.0927725,1.0962757,1.0781398
P62937,1.263686,1.217387,1.319606,1.199458,1.170118,1.154511
P62942,-0.93622,-0.5541149,-0.1708533,-0.2801601,-0.2213533,-0.2560276
P62979,2.294234,2.442027,2.485561,2.338529,2.132788,2.203573
P63000,0.7941877,0.8674072,0.7268397,0.730857,0.7282002,0.6604816
P63010,0.1748211,0.2165756,0.220228,0.2214894,0.3636652,0.3232394
P63027,0.5895387,0.4941971,0.5886269,0.7030623,0.7977648,0.7865655
P63092,0.4732238,0.4779513,0.5629245,0.4585567,0.3718921,0.3678843
P63096,0.574363,0.6440304,0.6245023,0.4912375,0.3590111,0.375616
P63098,-0.6146993,-0.344942,-0.5463686,-0.7367816,-0.5004048,-0.5475783
P63104,1.281995,1.240807,1.298418,1.265154,1.349937,1.369842
P63151,-0.36909618,-0.56069594,-0.03789897,-0.23786139,-0.39244602,-0.41609615
P63241,-0.3496147,-0.1990547,-0.1372366,-0.2781574,-0.1180446,-0.160307
P63261,-0.7685429,-0.68214,-0.4337871,-0.3016417,-0.148544,-0.2214839
P67775,0.07135793,0.12982039,0.21093828,0.0513255,0.07341309,0.08663179
P67936,-0.4799068,-0.07837549,-0.46499426,-1.02021317,-0.63827741,-0.18509593
P68032,1.743678,1.54861,1.582972,1.788869,1.495417,1.600869
P68363,2.217168,2.340456,2.324873,2.17463,2.248826,2.214167
P68366,0.8754357,0.9993306,1.0461594,0.6110302,0.9384832,0.5907608
P68371,1.860985,1.944832,1.920867,1.824798,1.854654,1.830479
P68402,-0.5539027,-0.5951858,-0.4277609,-0.362916,-0.1944626,-0.4516507
P68871,2.128415,2.025507,2.230656,2.002494,1.911148,1.93473
P69905,1.800232,1.704813,1.882301,1.69379,1.554185,1.566565
P78324,0.06016008,-0.02441509,0.07387015,-0.00728509,0.24702688,0.094229
P78352,-0.07827973,-0.30621002,-0.67202865,-0.54257492,-0.24301414,-0.22455313
P78357,1.1524805,1.2071129,1.0286145,0.9913899,0.7695582,0.7000628
P78371,-0.56958729,-0.20477262,-0.01357285,-0.17944125,-0.30633851,-0.21638255
P78417,-0.12020143,0.01190328,0.18121664,-0.05367821,-0.03964325,-0.1501478
P78527,-1.0654784,-0.2282423,-0.4056363,-0.2014688,-1.0285316,-0.9576702
P78559,0.3235552,0.7023654,0.2022504,0.1518599,0.4340267,0.3501795
P80404,0.03338668,0.12897693,0.21799206,0.52406958,0.3241745,0.35971989
P80723,0.5489488,0.4530129,0.8743937,0.6684434,0.8974446,0.887342
P83731,0.8901968,0.8016256,0.7064793,0.8642711,0.9416068,0.8602414
P84095,1.2974834,1.3113299,1.4561236,1.3238287,0.3769394,1.025675
P84098,0.594856,0.4617707,0.387204,0.5185677,0.5427528,0.4286165
P98160,1.728496,1.869974,1.741363,2.38343,1.954021,1.922693
P99999,0.007457587,-0.079441409,0.268989185,0.186332616,0.142224756,0.093707437
Q00325,0.4021581,0.4025338,0.3824622,0.3768792,0.5693269,0.4978962
Q00577,-0.49865366,-0.57841349,-0.45873754,-0.89665653,0.04197359,-0.34762017
Q00610,1.175615,1.232126,1.228738,1.254728,1.391643,1.281634
Q00839,0.7941103,0.6963967,0.3278504,0.4309193,0.4889357,0.2034678
Q01082,1.097096,1.241858,1.23889,1.20484,1.427846,1.290504
Q01469,0.14062309,0.07553749,-0.29320794,0.22742818,0.12743231,0.06345748
Q01484,0.114985752,0.110200059,-0.003473745,0.038810839,0.42787546,0.414253935
Q01518,0.02952639,0.09807406,0.12787684,0.08195741,-0.2183527,0.11408338
Q01813,0.3436979,0.4908068,0.2703462,0.1143774,0.4654021,0.3215122
Q01814,-0.1176468,-0.2032629,-0.2635155,-0.6154813,-0.0656406,-0.1941751
Q01995,-0.1955164,-0.5423932,-0.8946049,0.1285265,0.3232415,0.164257
Q02252,-0.5647868,-0.5936732,-1.07542,-0.6217556,-0.4015084,-0.2723343
Q02413,0.2344724,0.1710777,0.3432194,0.213654,0.2020894,0.4117088
Q02543,0.5161479,0.5279981,0.4986598,0.681229,0.7288467,0.6601765
Q02750,-0.7131649,-0.7312659,-0.7975519,-0.7333272,-0.6305175,-0.7488261
Q02790,-0.4429615,-0.6450128,-0.6144461,-1.209571,-0.7140657,-0.495379
Q02878,1.0593275,0.9975373,0.9044252,0.9730061,1.1231243,0.7160789
Q02880,-0.8459745,-0.8209152,-1.206182,-0.9491001,-0.8277561,-1.0092707
Q02978,0.3676556,0.3374749,0.2869068,0.3353923,0.565045,0.4244561
Q03001,0.39484643,0.17244747,0.23374568,-0.02485672,-0.15060807,-0.09326458
Q03135,0.9458398,0.8801625,0.893904,0.8267066,0.9895179,0.7523164
Q04609,-1.7482946,-1.0371504,-0.7327277,-1.9758216,-0.5750584,-0.6594016
Q04695,-0.745545701,-1.14308216,-0.000130836,-0.300743182,-0.454393668,1.042822453
Q04760,0.3877713,0.5905135,0.5728889,0.3920228,0.3775662,0.3862051
Q04837,0.6108215,0.4833741,0.4846428,0.4089269,0.5589437,0.3614234
Q04917,0.6296432,0.4919596,0.3228725,0.4368499,0.4335053,0.5509152
Q05193,0.9592531,0.943195,0.894739,0.8032339,0.9685412,0.92443
Q05469,0.2350755,0.2720987,0.341817,0.2363756,-0.4721942,-0.3478937
Q05639,-0.1294034,-0.4038298,-0.2111829,-0.4047445,-0.2991072,-0.3476823
Q06830,1.207971,1.298512,1.240914,1.129665,1.127057,1.204306
Q07002,0.04295171,0.10117012,-0.04635834,0.0663037,-0.33700959,-0.52370458
Q07020,1.401681,1.270322,1.161594,1.367114,1.374689,1.304073
Q07021,-0.8223656,-1.1787057,-0.8188467,-1.3398105,-0.3434646,-0.5188105
Q07955,-0.968355,-1.2736679,-0.2602512,-1.3839512,-1.2242146,-0.5586094
Q07960,-0.8641597,-0.949675,-0.7876735,-1.3606183,-0.5108592,-0.4762281
Q08188,-0.4452157,-1.2368367,-1.0703656,-0.5555136,-0.3943721,-0.1469179
Q08209,1.581744,1.640795,1.752483,1.545075,1.196738,1.353655
Q08211,-0.4383116,-0.9222587,-1.1027613,-1.1371303,-0.8753505,-0.7677341
Q08380,0.8490139,0.7737676,0.8487378,0.6287536,0.4949648,0.3880822
Q08431,-0.15406539,-1.02627844,-0.57446078,-0.23187727,0.59807448,0.05335637
Q08554,-0.660687883,0.134221886,0.406477483,-0.007387467,-0.053393451,0.224342499
Q08945,-1.434378,-1.528196,-1.325439,-1.526082,-1.543259,-1.180977
Q12765,-0.339674217,0.008493174,0.060142175,0.063610022,-0.014236136,0.054081493
Q12846,-0.9326926,-0.8869523,-0.9445159,-1.0779897,-0.9401957,-1.022783
Q12860,1.518441,1.504528,1.430069,1.356988,1.330356,1.313884
Q12979,-0.7874639,-0.611694,-1.047377,-0.9736579,-0.8281582,-1.0195711
Q13011,0.3849021,0.402425,-1.0670794,-0.1846458,0.2664913,-1.0081829
Q13098,-0.8313475,-0.5304509,-0.6086351,-0.7171683,-0.734358,-0.5990211
Q13129,0.206217185,-0.695494845,-0.008613157,-0.144754811,-1.077062676,-0.068205428
Q13148,-0.23518983,-0.09564947,-1.32761199,-1.01421144,-0.86913349,-1.27019321
Q13162,0.32591158,0.6935484,0.31835836,0.21229779,0.20003032,0.01474122
Q13228,0.13546486,0.08448478,0.14206941,0.07975265,0.08033053,0.12818947
Q13303,-0.1277304,-0.168574,-1.0657609,-0.546073,-0.4764838,-0.4350118
Q13423,-0.687911,-1.0738302,-0.8441177,-1.1320319,-0.770754,-0.7878796
Q13491,-0.5096743,-0.5808151,-0.7179917,-0.5217975,-0.4433849,-0.5815284
Q13509,0.6586725,0.8188581,0.7098667,0.580739,0.6893731,0.6112948
Q13510,0.5071772,0.5844967,0.5014098,0.4395037,0.4281983,0.3941386
Q13554,2.159025,2.030088,1.715448,1.881169,2.056803,1.691935
Q13555,1.643398,1.490896,1.186733,1.430201,1.661158,1.225141
Q13557,1.486492,1.454592,1.093051,1.294225,1.424515,1.116651
Q13561,-1.0238565,-0.9564849,-0.9550616,-0.8321351,-0.4965391,-0.8467765
Q13813,1.156177,1.273858,1.258638,1.237824,1.381439,1.406004
Q13867,1.1326703,1.0760223,1.0474691,0.8538271,0.9135919,0.8238641
Q13875,1.457555,1.549723,1.66269,1.588797,1.368708,1.325646
Q13885,1.326177,1.455877,1.388964,1.261183,1.361618,1.289616
Q14103,0.8101008,0.6595156,0.8297697,1.0656118,1.0183238,0.7410533
Q14112,-0.8591394,-0.4485743,-0.3390817,0.1321914,-0.7170887,-0.3767921
Q14141,0.17823207,0.17353032,0.02310796,0.23150485,0.3955191,0.26853863
Q14194,1.573635,1.551914,1.513043,1.622926,1.518087,1.551386
Q14195,1.373809,1.521539,1.242939,1.353503,1.316806,1.180509
Q14203,-0.460033,-0.7863073,-0.5306332,-0.6200736,-0.3395457,-0.3938584
Q14204,1.72615,1.76307,1.592611,1.658206,1.649313,1.600897
Q14254,1.861483,1.720841,1.678345,1.919244,1.940968,1.775999
Q14344,0.2341916,0.21707617,0.40775929,0.05654357,-0.46113997,-0.08821507
Q14498,-1.034511,-1.44059,-1.363574,-1.38397,-1.185246,-1.439949
Q14677,-0.4226519,-0.7189656,-1.1828294,-0.8309059,-0.9698869,-0.9958509
Q14764,1.960934,1.712093,1.127096,1.941848,1.346799,1.619241
Q14894,-0.1559466,-0.20942257,-0.19234478,-0.2006077,-0.05074269,-0.08150284
Q14974,-1.922041,-1.294745,-1.549114,-1.708111,-1.640312,-1.628664
Q14982,-0.452345,-0.6247418,-0.4077944,-0.5226738,-0.6478181,-0.6151488
Q14CZ8,-0.46239808,-1.07562593,-0.92178212,-0.47652638,-0.02379915,-0.27416709
Q15019,0.4039036,0.813809,0.5059546,0.4512219,0.3716248,0.2944037
Q15056,-0.7091196,-0.7698506,-0.9151247,-0.9860316,-0.8355788,-0.8720127
Q15111,-0.3798576,-0.2123113,-0.5397725,-0.1493501,-0.85794,-0.6780331
Q15121,-0.25399605,-0.09885909,-0.065927,-0.19736316,-0.24203822,-0.18547225
Q15126,-0.5675658,-0.3874695,-0.3334027,-0.5480925,-1.0764715,-0.7588335
Q15149,0.1629099,1.2691701,0.3642551,0.4616168,0.6770771,0.5675939
Q15233,-0.3097871,-0.8520211,-1.2635843,-0.7946061,-1.0213774,-0.5400605
Q15257,-0.2383052,-0.3074172,-0.1818995,-0.2677777,-0.6193115,-0.3503507
Q15274,-0.2907328,-0.3373445,-0.181459,-1.1676872,-0.5346505,-0.545084
Q15334,0.544961639,0.621471511,0.730733677,0.481203351,-0.003886226,0.360937357
Q15365,-0.07227475,-0.13185962,-0.27813462,-0.31421305,-0.11525685,-0.34728471
Q15366,0.09117599,-0.10421903,-0.19224285,-0.19443338,0.02842084,0.0145901
Q15382,-0.9553708,-0.9019633,-0.9899059,-0.895255,-0.7980795,-0.6530709
Q15435,-1.0018641,-0.8735988,-0.7858136,-0.890716,-0.7532371,-0.9855894
Q15517,-0.8368922,-0.7183237,-0.7278033,-0.8037146,-0.8813286,-0.6035682
Q15555,0.09423023,0.16918885,0.09171344,-0.04031372,0.1541929,-0.04447656
Q15631,-0.6180845,-0.6991081,-0.4580658,-0.9150645,-0.9973635,-0.8533929
Q15843,-0.4924723,-0.9274533,-0.5661256,-0.7183811,-0.7988612,-0.7974727
Q16143,-0.1971565,-0.2590343,-0.6713788,-0.2103133,-0.267964,-0.4016704
Q16181,0.866271,0.9785215,0.8244508,0.8491838,0.7712659,0.8015083
Q16352,1.3069302,1.5150661,1.1140038,0.8808735,1.0277352,0.6984338
Q16555,2.893687,3.02181,2.931912,2.857981,2.840707,2.748618
Q16563,-0.7217086,-0.5979,-0.6326416,-0.7131496,-0.8268895,-0.7829073
Q16623,1.0309863,0.9859196,0.948039,1.0546017,1.0707753,0.9877716
Q16653,1.0032869,1.1397564,0.9488919,0.8828352,0.7133177,0.5885781
Q16658,1.411813,1.364267,1.680517,1.307509,1.114602,1.324933
Q16666,-0.7384548,-0.9089059,-1.2144989,-1.1064008,-1.1713992,-1.2131608
Q16698,0.6896551,0.6349729,0.6454992,0.5252032,0.5569852,0.4082119
Q16718,-1.0250794,-0.835035,-0.6029757,-0.4523059,-0.6250441,-0.6786986
Q16795,-0.9952317,-1.0066468,-1.8234544,-0.5372333,-0.1095826,-0.435103
Q16799,0.3300986,0.4715636,0.4701899,0.5233972,0.7234693,0.7317428
Q16853,0.14029196,-0.05379711,-0.73067579,-0.13810606,0.56425214,0.22696544
Q27J81,-0.8769158,-0.8581512,-0.1828387,-0.241006,-1.1299744,-0.6899241
Q2LD37,-0.9453323,-0.7704605,-1.0048135,-0.7707192,-0.5367293,-0.7822982
Q2M389,-0.580724,-0.561096,-0.6954424,-0.6244866,-0.6515739,-0.5856585
Q2NKX8,0.187750064,0.051726445,0.118176847,0.002673337,-0.117467051,-0.342050562
Q2Y0W8,-0.6527852,-0.800707,-1.1809673,-0.9135326,-1.122581,-0.8451712
Q32P44,-1.0294558,-1.09422,-0.999149,-1.0199131,-0.7991528,-0.8621478
Q3KQU3,-0.22166119,-0.79534146,-0.96519608,-0.07630244,-0.26361347,-0.1646486
Q4KMP7,-1.0158903,1.32405414,0.03455354,-0.02154048,1.33357795,0.35796072
Q53GQ0,-0.49065486,0.30037895,-0.35730151,0.08312914,0.23503241,0.06213868
Q5BJF6,0.05212553,-0.1149027,0.48872873,-0.12293254,-0.25368502,-0.21686976
Q5D862,-0.06996749,-0.36090523,-0.05931638,-0.12592306,-0.1589638,-0.06468612
Q5HYW3,0.934209,1.2047003,1.0137445,1.035327,0.7587708,-0.4822867
Q5JXC2,-1.003002,-0.767355,-1.101895,-1.094747,-1.325615,-1.611085
Q5SQI0,-0.5694681,-0.4240784,-0.4590604,-0.5146983,-1.2314561,-0.5896981
Q5SSJ5,-0.151372511,-0.007383628,-0.079783742,0.013261037,-0.369386132,-0.198306291
Q5T4T6,1.045077,1.0025126,1.2217571,0.74596,0.7012524,0.6883235
Q5T749,-0.12224962,-0.13997915,-0.38108307,-0.23297483,-0.60711258,-0.05372087
Q5VTE0,1.244366,1.26465,1.299005,1.179605,1.125976,1.105351
Q5VWN6,-0.31605742,-0.42356781,-0.07589071,-0.25919865,-0.48281948,0.042524
Q66PJ3,-0.0854817,-0.49725295,-0.22478185,-0.08099836,-0.10916789,-0.8780832
Q69YW2,-0.15949018,-0.12583135,-0.04970069,0.23819601,0.08539235,0.18267666
Q6DN90,-0.01553497,-0.67387595,-0.94926559,-0.65768573,-0.23587618,-0.4083657
Q6IQ22,-0.9453677,-1.2741499,-1.3007273,-1.3146331,-0.9841617,-1.3528456
Q6KB66,-1.2074652,-1.1995078,-1.2766459,-1.003339,-0.8591175,-0.6597771
Q6NZI2,-0.03790814,-0.02882837,-0.1988293,-0.14689975,0.29817395,-0.15190246
Q6P1Q0,-3.79E-02,-5.15E-02,-5.62E-01,1.02E-07,-9.18E-02,-3.27E-01
Q6PCB0,-0.3128944,-0.4911344,-0.5453826,0.3495392,-0.5728283,-0.8668468
Q6PGP7,-0.7405346,-0.4381721,-0.6853662,-0.4617093,-0.5124173,-0.574263
Q6PIU2,-0.9553563,-1.0091756,-1.2851082,-1.1678581,-0.8818015,-0.9100361
Q6UWR7,-0.4600793,0.2525415,-0.3203424,-0.7612104,-0.5034772,-0.7902494
Q6ZV73,-0.4209769,-0.59831,-0.4900955,-0.6102503,-0.8032025,-0.8641438
Q71DI3,0.6512458,0.8089567,0.6809263,0.7104398,0.6065817,0.5929325
Q71U36,0.751885,0.8109013,0.7841383,0.7152844,0.8374149,0.7068474
Q7L099,-0.17209566,0.15495607,-0.13160394,-0.26776336,-0.05333121,-0.07781446
Q7L0J3,-0.07200936,-0.01669103,-0.14833097,0.05601981,0.24816967,0.15995245
Q7L1I2,-0.36122425,-0.48864322,-0.50133914,-0.15904639,-0.53884531,0.01575987
Q7L266,-0.02486125,-0.37991021,-0.14010638,-0.37279592,-0.04419006,-0.17612732
Q7Z3B1,0.17343408,-0.02984793,0.10452964,0.04906985,0.16225575,0.07693514
Q7Z406,-0.78887855,0.00767471,-0.08628226,-0.23926963,-0.15390195,-0.23750476
Q7Z4S6,0.582815,0.499277,0.1373649,0.4438167,0.5856569,0.5526544
Q7Z6L0,0.18431879,-0.37015333,0.0722262,-0.07201305,0.02704866,-0.10159206
Q7Z794,0.17714966,-0.50659543,0.1313115,0.09448278,0.1530943,-0.15714525
Q86SE8,-0.9358736,-1.0780099,-0.9869669,-0.8077194,-1.035635,-1.0530199
Q86SK9,-0.4425832,-0.3761467,-0.4562438,-0.6558239,-0.383664,-0.6322574
Q86VP6,-0.52896755,-0.27017302,-0.39141466,-0.21218989,-0.09297227,-0.25933157
Q86X76,-0.3465908,-0.1597485,-0.2422874,0.1001885,-0.2580507,-0.5293716
Q86Y46,0.5078758,0.6195615,0.7205501,0.8104698,0.6444367,1.0777993
Q86YZ3,0.2377166,0.3378539,0.8257377,0.2493536,0.1843557,0.5224487
Q8IVP5,-1.0645367,-0.7870755,-0.8491646,-0.8505543,-0.7551973,-0.7801058
Q8IW45,0.241921956,0.008151586,-0.107040015,-0.109843966,0.031583899,-0.020084732
Q8IXJ6,1.260662,1.3323899,1.302696,1.1931905,0.7766388,0.8925064
Q8IZP2,-0.13780007,-0.1180058,-0.05741242,-0.12240874,-0.07040473,-0.22860702
Q8N111,-0.752391,-0.7132181,-0.8484094,-0.7127498,-0.5948756,-0.751716
Q8N126,-0.4336021,-0.231041,-0.5619447,-0.4169081,-0.1961023,-0.3745779
Q8N1N4,-0.12743966,-0.96396795,-0.11034292,-0.02484852,-0.09763393,0.15999108
Q8N257,1.496919,1.622697,1.494277,1.544434,1.614754,1.442318
Q8N3J6,-0.129425,-0.9310893,-0.4755987,-0.4305477,-0.0948368,-0.2199805
Q8N573,-0.6317233,-0.80322,-0.7809921,-1.06664,-0.5079369,-0.6713817
Q8N5J2,-1.1673391,-0.3328647,-0.1944614,-0.5338848,-1.5096837,-0.5658415
Q8N608,-0.668737,-0.4447048,-1.3469427,-0.3985554,-0.583697,-0.7063595
Q8N987,-1.1671621,-1.2385572,-0.9739492,-1.2599393,-1.0453981,-1.1447815
Q8NBH2,0.7203045,0.6152273,0.6908086,0.7914172,0.6636217,0.5084457
Q8NCB2,0.17205343,0.18670579,-0.06924849,0.09465716,0.26204093,0.35864569
Q8NCW5,-0.4729103,-0.5740963,-0.564716,-0.4833359,-0.2750612,-0.5011636
Q8NDH3,0.3949111,0.41250076,0.28103232,0.15086535,0.20027832,0.08523484
Q8NFW8,-0.7559415,-0.9673545,-1.0823951,-0.830835,-0.737956,-0.6116421
Q8NFX7,1.0166395,1.1048564,1.2964093,1.1571332,0.4966722,0.8398865
Q8NFZ8,-0.18278521,-0.05970739,-0.49752941,-0.39035568,-0.22405856,-0.31632336
Q8NHM4,1.4717363,1.4136335,1.0456378,0.9749299,1.230218,1.1514889
Q8NHP1,-0.8397247,-0.7737297,-0.7825707,-0.9767808,-0.7949687,-0.9272441
Q8TAG6,-0.02117072,0.07679849,0.15285017,0.09806229,-0.34336056,-0.30042711
Q8TAM6,-1.25996845,-1.47864415,0.07478427,-0.33635078,-0.6190261,-1.55819414
Q8TB36,0.6648817,0.6770195,0.5306178,0.7515801,0.9388364,0.8408459
Q8TBH0,-0.8327325,-0.7805199,-0.7001567,-0.6893342,-1.1010777,-0.9708048
Q8WUM4,-0.1238268,-0.3917844,-0.2985678,-0.1947121,-0.1808709,-0.2884197
Q8WWI5,0.5420911,0.476057,0.6020881,0.6058032,0.3641415,0.4165276
Q8WXF7,-0.6287083,-0.5975371,-0.5662289,-0.6796729,-0.5525756,-0.6821218
Q8WZ42,0.54005873,0.76725516,0.77052253,-0.52510561,0.09998336,0.24548739
Q8WZA0,-0.9279338,-0.8190506,-0.6631037,-0.6020196,-0.8609383,-0.3334487
Q92522,0.2812813,0.3720003,0.4051183,0.2915819,0.3249194,0.2010149
Q92561,-0.08742126,-0.23550945,-0.33501771,-0.34665193,-0.39640471,-0.31470729
Q92598,-0.1244144,-0.07755312,-0.13768576,-0.15241886,-0.26220169,-0.20441233
Q92599,0.6917334,0.9838323,0.6953076,0.589674,0.6476169,0.4960653
Q92736,-0.9221113,-0.965569,-1.0840033,-1.7329516,-0.7362818,-0.995558
Q92743,-0.28661312,0.40024301,-0.68888325,-0.19973603,0.36288162,0.09263086
Q92752,1.413272,1.338527,1.361701,1.163849,1.187834,1.236201
Q92777,0.11963033,0.24321607,0.08961116,0.16830187,0.63466267,0.66809991
Q92820,-0.455312289,-0.343270415,-0.374863045,-0.292450231,-0.007143617,-0.437802271
Q92823,-0.00618486,-0.38635283,-0.16230393,-0.22355791,0.03919464,0.2583739
Q92841,-0.202882,-0.5391784,-0.7905564,-0.8287812,-0.571859,-0.6981198
Q93050,0.2838779,0.1154014,0.1284407,0.3749241,0.6197274,0.761365
Q969P0,0.4467278,0.3409993,0.3030499,0.353091,0.4524739,0.440722
Q969Q0,0.30038734,0.08292052,0.16209684,0.21660764,0.19165971,0.30821062
Q969X1,-0.5615572,-0.785138,-0.5253346,-0.7091282,-1.0456863,-0.7583212
Q96A65,-0.4465379,-0.931958,-1.106581,-0.7554756,-0.8008646,-0.4211015
Q96BM9,-1.367972,-1.306447,-1.405035,-1.186938,-1.267478,-1.557428
Q96CW1,0.337247,0.6067445,0.3903367,0.4991847,0.6541874,0.4706461
Q96DB2,0.3953959,0.5315695,0.5771434,0.3665819,-0.337608,0.1624174
Q96DD7,-0.13573226,-0.65492271,-0.12941905,0.05657076,-0.33511717,-0.27664044
Q96F07,-2.01164204,-0.1550091,-0.29262053,-0.33100824,-0.17889565,-0.03378061
Q96F85,0.05960059,0.01117161,0.01520717,-0.03101691,-0.17969181,-0.0110471
Q96FJ2,0.353127,0.5253549,0.4577237,0.3483257,0.1676399,0.2270647
Q96FW1,-0.04281497,0.20741992,0.16220628,-0.13273324,0.27663227,0.4292402
Q96FZ7,-0.10492059,-0.03318803,-0.12765894,-0.57953905,-0.06145329,-0.0519493
Q96G97,-0.465321,-0.4033192,-0.375142,-0.5020427,-0.3504397,-0.2479598
Q96GD0,-1.1573419,-0.9879556,-1.0145182,-1.0715148,-1.0049483,-1.0144856
Q96GW7,1.0873063,0.9238576,0.6379026,0.8295363,0.7109221,0.5502238
Q96HU8,-1.17131,-1.374264,-1.232743,-1.292002,-1.022221,-1.370874
Q96JE9,-0.8121936,-0.6321811,-0.6355813,-0.3595538,-0.2262376,-0.1336102
Q96KP4,1.0501631,1.1674537,0.9277136,1.1153046,0.7746615,0.8182506
Q96N66,-1.238289,-1.202446,-1.119065,-1.03118,-1.08647,-1.06398
Q96NS1,-0.6793869,-0.7058946,-0.4106015,-0.2964007,-0.8881066,-0.7959346
Q96P63,-0.2903253,-0.6655244,-0.2379178,-0.2664028,-0.2599066,-0.2186116
Q96PV0,-0.4296333,-0.7072254,-0.7680177,-1.0066137,-0.8346278,-0.4441665
Q96PY5,0.17837051,0.24686444,0.30933819,0.01673194,-0.13480349,-0.17139663
Q96QK1,-0.1681406,-0.6730551,-0.6656511,-0.7482948,-0.4282413,-0.1253518
Q96R05,-0.8111426,-0.6107956,-0.5559833,-0.7346328,-0.6845157,-1.0428346
Q96S86,1.4309473,1.3793689,0.9128498,1.053891,0.9858694,1.0135394
Q96S97,1.0045518,1.0202388,1.0173328,1.0581448,0.4464115,0.7779949
Q99250,-0.1842428,-0.4261758,-0.3978879,-0.5161699,-0.6296451,-0.1778726
Q99426,-0.534924,-0.4943259,-0.4142513,-0.9272038,-0.606286,-0.6714864
Q99436,1.479363,1.320555,1.395408,1.369237,1.389371,1.373235
Q99497,0.3403012,-0.1772379,0.2645165,0.3737468,0.3013287,0.3025736
Q99523,-0.6418449,-0.7688216,-0.5752425,-0.7093661,-1.1217684,-0.8860394
Q99536,0.218159722,0.466491313,0.438394862,0.377723735,0.001711037,0.043464448
Q99623,-0.5519528,-0.7649538,-0.5431887,-0.5003239,-0.4330744,-0.4531061
Q99719,-0.0806317,0.16833771,0.01224442,-0.84257071,-0.10886466,-0.17075927
Q99747,-0.518087571,0.003231786,-0.329171731,-0.172244248,-0.507607801,-0.187049473
Q99798,0.5925236,0.4223134,0.5862089,0.6371371,0.7803058,0.6884035
Q99832,-0.2854963,-0.2762407,-0.168876,-0.349794,-0.3694782,-0.3362003
Q99878,0.7967974,0.9037447,0.9080805,0.9677921,0.8751006,0.7081939
Q99880,0.7749013,0.8759278,0.7910769,0.8678863,0.8849173,0.7630251
Q99962,-0.30763002,-0.51910057,-0.3671852,-0.26134171,-0.01281643,-0.08930393
Q99963,-0.9573819,-1.2483046,-1.1839135,-1.0471356,-1.0036846,-1.1438787
Q99996,-0.999292,-0.9976459,-0.9907564,-0.9216603,-0.8533323,-0.8365911
Q9BPU6,0.5385514,0.6028519,0.4728108,0.267377,0.3116183,0.2842824
Q9BPW8,-1.287975,-1.1178681,-1.0122698,-0.8408712,-0.6601902,-1.0530956
Q9BRF8,-0.5838843,-0.5708436,-0.5165833,-0.9918589,-1.1340774,-1.0256042
Q9BRK0,0.26286766,0.35667561,-0.09464341,0.39268164,0.27696487,0.19950129
Q9BS92,-0.05370564,0.11309818,0.21996885,0.20096679,0.29315821,0.33501247
Q9BT88,-1.3579561,-1.4203259,-1.3902495,-0.6946298,-0.9995182,-0.6756245
Q9BTE1,-1.298652,-1.250721,-1.216342,-1.214669,-1.271985,-1.364794
Q9BUP0,-0.457839,-1.145522,-1.0737434,-0.7635286,-0.7946402,-0.4895669
Q9BUT1,-0.7404816,-0.8732359,-0.8238107,-0.8957115,-0.7963955,-0.9868223
Q9BV47,0.17838116,0.06605582,0.0986534,0.32025066,-0.24235412,0.0815307
Q9BVA1,-0.1693838,-0.1139368,-0.3223807,-0.646015,-0.2035322,-0.250129
Q9BVC6,-0.5382379,-0.5631688,-0.5731377,-0.4837839,-0.2726383,-0.419368
Q9BW30,-0.4507329,-0.1295815,-0.3978646,-0.3840668,-1.3221341,-0.2415456
Q9BWD1,0.10471936,-0.76943005,-0.55997111,-0.15986241,-0.04490454,-0.29215565
Q9BWM7,-0.6279155,-0.814717,-1.2372411,-0.933536,-0.3199881,-0.3285205
Q9BWS9,-1.228136,-1.56626,-1.336692,-1.235108,-1.05889,-1.11537
Q9BXJ0,-0.89499694,-1.05738734,-1.3069954,-0.73161715,-0.88365037,0.04431718
Q9BXW6,-0.4042872,-0.5492145,-0.6899535,-0.726266,-0.8679193,-1.2110322
Q9BY11,0.3152834,0.1711086,0.3211216,0.3192866,0.5263563,0.4645597
Q9C040,-0.8554234,-0.8332088,-1.0404042,-0.8304969,-1.2012208,-1.0042304
Q9GZM7,1.612686,1.898301,1.670249,2.328469,1.953628,1.899957
Q9GZP4,-0.8174132,-1.0310058,-0.3104066,-0.2845661,-0.7919288,-0.4133401
Q9GZV7,2.665853,2.625201,1.856784,1.796197,2.387119,1.773664
Q9H0E2,-0.4098207,-0.3073614,-0.4161,-0.3557956,-0.2863472,-0.4020647
Q9H0U4,-0.08858129,-0.0762624,-0.06900726,-0.23420792,-0.09411346,-0.16211954
