SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
Q05655,PRKCD,,0.017108597,0.369885983,0.23999171,,,,0.048911306,0.015551426,0.654336321,0,0,0,0
P81277,PRLH,0.332535885,0.053995857,0.654463338,,0.183715113,0.762864086,,0.25490838,,,,0,0,0
P49683,PRLHR,0.263755981,,0.643784775,,,0.65767245,,,,,,0,0,0
P16471,PRLR,,0.140013263,0.704350032,0.289949502,,,,0.449581336,0.468399725,0.702444383,0,0,0,0
O75360,PROP1,,0.21325139,0.686435081,,,,,0.57794546,,,,0,0,0
P01270,PTH,,0.165220643,0.43436242,,,,,0.482384341,,,,0,1,0
O95997,PTTG1,,0.315532886,0.912336525,,,,,0.770246772,,,,0,1,0
P11217,PYGM,,0.01369311,0.668330492,,,,,0.162298438,,,,0,0,0
Q13972,RASGRF1,0.539473684,,0.5709418,,,1.03516901,,,,,,0,0,0
Q04206,RELA,,0,0.257200862,,,,,-0.07850635,,,,0,0,0
P07949,RET,,0.11822312,0.584515076,,,,,0.38217843,,,,0,0,0
P35250,RFC2,,0.01827627,0.546453323,,,,,0.121026023,,,,0,0,0
Q9Y3P4,RHBDD3,0.19437799,,0.697315054,,,0.547020704,,,,,,0,0,0
O00212,RHOD,,0.030570273,0.565887089,,,,,0.16360469,,,,0,0,0
Q8IUC4,RHPN2,,0.131657836,0.655087854,,,,,0.422927415,,,,0,0,0
Q96EP0,RNF31,0.286483254,,0.511539654,,,0.699594989,,,,,,0,0,0
Q9Y3V2,RWDD3,,0.269180297,0.745551304,,,,,0.675410859,,,,0,0,0
P13521,SCG2,,0.065227926,0.638064811,,,,,0.275702917,,,,0,0,0
P05408,SCG5,,0.240766456,0.768689497,,,,,0.634926836,,,,0,0,0
O76038,SCGN,0.378588517,0.129412123,0.658130977,,0.407161549,0.827694509,,0.419053802,,,,0,0,0
Q9BWW7,SCRT1,,0.219726985,0.590819414,,,,,0.581538527,,,,0,0,0
P31040,SDHA,,0.036310252,0.621721211,,,,,0.199945417,,,,0,0,0
P21912,SDHB,0.585526316,0.063238855,0.629008764,,0.255127296,1.081951899,,0.268209595,,,,0,0,0
O14521,SDHD,0.608851675,0.107237191,0.651296307,,0.362721828,1.106257036,,0.372093512,,,,0,0,0
Q14563,SEMA3A,0.562799043,,0.392286067,,,0.851301573,,,,,,0,0,0
P08185,SERPINA6,,0.060513118,0.502984928,,,,,0.226512284,,,,0,0,0
P05543,SERPINA7,,0.031855588,0.530776098,,,,,0.15428028,,,,0,0,0
P04278,SHBG,,0.165628541,0.579000053,,,,,0.479772563,,,,0,0,0
Q96EB6,SIRT1,0.615430622,,0.363100093,0.212916998,,0.806926034,0.570573966,,,0.603646854,0,0,0,0
