SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
Q9NR34,MAN1C1,,,0.38303371,0.157105953,,,,,,0.474303644,0,0,0,0
O00754,MAN2B1,,,0.515033311,0.150073406,,,,,,0.444547017,0,0,0,0
Q9Y2E5,MAN2B2,,,0.511468471,0.158842649,,,,,,0.463172905,0,0,0,0
O00462,MANBA,0.539533531,,0.459524362,0.146504474,,0.942900571,0.437919709,,,0.437786772,0,0,0,0
P21397,MAOA,,,0.26405612,0.040831936,,,,,,0.134734886,0,0,0,0
P27338,MAOB,,,0.303307646,0.401862415,,,,,,0.753759585,0,0,0,0
P46821,MAP1B,,,0.281599213,0.426426834,,,,,,0.70937344,0,0,0,0
Q9H492,MAP1LC3A,,,0.278676419,0.407085292,,,,,,0.710475119,0,0,0,0
Q9GZQ8,MAP1LC3B,,,0.218241547,0.330245005,,,,,,0.629848844,0,0,0,0
P11137,MAP2,0.56637943,0.06017877,0.383888503,0.422310407,0.242002691,0.839340084,0.891307364,0.206577171,0.210526496,0.869400093,0,0,0,0
Q02750,MAP2K1,,,0.243881227,0.508023732,,,,,,0.627547473,0,0,0,0
P36507,MAP2K2,,,0.309772143,0.068655648,,,,,,0.238678517,0,0,0,0
P45985,MAP2K4,,,0.326490523,0.104692967,,,,,,0.351861314,0,0,0,0
Q13163,MAP2K5,,,0.487977573,0.13557841,,,,,,0.412160563,0,0,0,0
Q13233,MAP3K1,,,0.21959418,0.092385187,,,,,,0.367668241,0,0,0,0
Q02779,MAP3K10,,,0.451253664,0.182308673,,,,,,0.516616819,0,0,0,0
Q12852,MAP3K12,,,0.403289179,0.151844577,,,,,,0.457286979,0,0,0,0
O43283,MAP3K13,,,0.443969859,0.549769781,,,,,,0.921586678,0,0,0,0
Q99558,MAP3K14,,,0.288763284,0.12239363,,,,,,0.419456282,0,0,0,0
Q99683,MAP3K5,0.619738194,,0.376776446,0.692539847,,0.825856541,1.116910639,,,0.825853283,0,0,0,0
O43318,MAP3K7,0.612549503,,0.328925852,,,0.757718605,,,,,,0,0,0
P41279,MAP3K8,,,0.447855871,0.09859213,,,,,,0.32127476,0,0,0,0
P27816,MAP4,,,0.419380674,0.124307255,,,,,,0.388078933,0,0,0,0
Q3KQU3,MAP7D1,,,0.534585451,0.155360765,,,,,,0.456316224,0,0,0,0
Q49MG5,MAP9,,,0.441234704,0.193487357,,,,,,0.541360179,0,0,0,0
P28482,MAPK1,0.76615191,0.103493053,0.289647942,0.798881118,0.396015738,0.70876824,1.267728938,0.361750711,0.406276082,0.713467452,0,0,0,0
P53779,MAPK10,,,0.450150934,0.104692967,,,,,,0.337161778,0,0,0,0
P53778,MAPK12,,,0.338970092,0.503435549,,,,,,0.783152178,0,0,0,0
Q16539,MAPK14,0.672698939,0.217712211,0.258895697,0.581353983,0.583884626,0.651708908,1.075520949,0.677203158,0.577740528,0.648762118,0,0,0,0
P27361,MAPK3,,,0.256741136,0.748496601,,,,,,0.65670704,0,0,0,0
Q13164,MAPK7,,,0.240661099,0.151844577,,,,,,0.536248107,0,0,0,0
P45983,MAPK8,0.65757426,,0.21641025,0.35106083,,0.58006366,0.789435347,,,0.615951945,0,0,0,0
P45984,MAPK9,,,0.284768182,0.010654231,,,,,,-0.008392817,0,0,0,0
P49137,MAPKAPK2,,,0.295008693,0.104692967,,,,,,0.363165861,0,0,0,0
Q15691,MAPRE1,,,0.334636457,0.13557841,,,,,,0.43576493,0,0,0,0
Q15555,MAPRE2,,,0.410471102,0.155360765,,,,,,0.464110544,0,0,0,0
P10636,MAPT,0.635439958,0.073901616,0.434865704,0.038412332,0.294901581,0.902641698,0.210435312,0.25270019,0.332723344,0.144313057,0,0,0,0
Q8TCQ1,MARCHF1,0.612549503,,0.307120462,0.170768492,,0.724999711,0.492860104,,,0.537191743,0,0,0,0
Q8NA82,MARCHF10,,,0.333600203,0.256717171,,,,,,0.703064984,0,0,0,0
O60337,MARCHF6,,,0.352027338,0.157105953,,,,,,0.483851226,0,0,0,0
Q9H992,MARCHF7,,,0.437819118,0.175760045,,,,,,0.504784952,0,0,0,0
Q86YJ5,MARCHF9,,,0.412446484,0.237786737,,,,,,0.635180004,0,0,0,0
P29966,MARCKS,,,0.343916988,0.709971072,,,,,,0.781339838,0,0,0,0
P49006,MARCKSL1,,,0.360658998,0.12239363,,,,,,0.392746393,0,0,0,0
Q7KZI7,MARK2,,,0.467341671,0.155360765,,,,,,0.457082789,0,0,0,0
P27448,MARK3,0.459312623,,0.500015729,,,0.949662517,,,,,,0,0,0
P56192,MARS1,,,0.365133591,0.142899492,,,,,,0.444699601,0,0,0,0
Q9BSK0,MARVELD1,,,0.469236645,0.146504474,,,,,,0.437250343,0,0,0,0
P04201,MAS1,0.597026807,,,0.155360765,,,0.461108444,,,,0,0,0,0
P48740,MASP1,0.65038557,,0.413812784,,,0.874908348,,,,,,0,0,0
O00187,MASP2,0.56637943,,0.364857872,0.150073406,,0.812599372,0.447351064,,,0.462522296,0,0,0,0
Q00266,MAT1A,,,0.382772867,0.104692967,,,,,,0.340356578,0,0,0,0
P31153,MAT2A,,,0.365089818,0.094466186,,,,,,0.31337651,0,0,0,0
O00339,MATN2,,,0.527212452,0.13186077,,,,,,0.405371516,0,0,0,0
P43243,MATR3,,,0.446677167,0.13557841,,,,,,0.413321118,0,0,0,0
Q7Z434,MAVS,0.56637943,,0.196354101,0.151844577,,0.538327672,0.450993641,,,0.583711327,0,0,0,0
P56270,MAZ,0.615952962,,0.459674234,,,0.935077493,,,,,,0,0,0
P02144,MB,0.589090818,,,0.094466186,,,0.330113155,,,,0,0,0,0
Q9UBB5,MBD2,0.627674183,,0.288692023,0.146504474,,0.696610183,0.447606321,,,0.486572078,0,0,0,0
O95983,MBD3,,,0.379427327,0.158842649,,,,,,0.479360472,0,0,0,0
