SwissProt_Accessions,geneName,DISGENET_Score,Standard_Score,Pubpular_Score,CTD_Score,DH_Score,DP_Score,DC_Score,HP_Score,HC_Score,PC_Score,CTD_Marker,Edager_Marker,BIONDA_Marker,Dis_2_Marker
Q9UHX3,ADGRE2,0.555225672,,0.543333786,0.111865278,,1.041625311,0.363589855,,,0.361948214,0,0,0,0
Q9BY15,ADGRE3,0.339443313,,0.550421062,0.360984616,,0.777284396,0.828467257,,,0.808730093,0,0,0,0
P48960,ADGRE5,0.526938729,,0.572022213,0.592543387,,1.020472309,1.018302702,,,1.06982265,0,0,0,0
Q5T601,ADGRF1,0.442445264,,0.549947269,0.086362169,,0.919598152,0.288259177,,,0.302990007,0,0,0,0
Q8IZF2,ADGRF5,,,0.541866263,0.229736912,,,,,,0.599762354,0,0,0,0
Q9Y653,ADGRG1,0.569552825,,0.575552989,0.552108913,,1.068847785,1.049834052,,,1.04913021,0,0,0,0
Q8IZP9,ADGRG2,,,0.519016414,0.586169774,,,,,,1.009627848,0,0,0,0
O94910,ADGRL1,,,0.386062627,0.427593124,,,,,,0.870735835,0,0,0,0
Q9HBW9,ADGRL4,0.403645138,,0.688035783,0.261090077,,0.861634114,0.680725799,,,0.656484773,0,0,0,0
Q8WXG9,ADGRV1,,,0.472254664,0.581130166,,,,,,0.953607438,0,0,0,0
P07327,ADH1A,,,0.311744582,0.457052697,,,,,,0.750750464,0,0,0,0
Q9BV57,ADI1,,,0.450029206,0.423583863,,,,,,0.915401542,0,0,0,0
Q15848,ADIPOQ,0.650599683,,,0.639540577,,,1.139008798,,,,0,0,0,0
Q96A54,ADIPOR1,0.62231274,,0.322351216,0.425596948,,0.747802582,0.891215284,,,0.776366039,0,0,0,0
Q86V24,ADIPOR2,,,0.275405074,0.598320184,,,,,,0.675527087,0,0,0,0
P55263,ADK,0.607985588,,0.537694505,0.391656921,,1.029456817,0.846799083,,,0.853561486,0,0,0,0
P35318,ADM,0.62612671,,0.44958788,0.691464528,,0.921811826,1.123731016,,,0.920635965,0,0,0,0
Q7Z4H4,ADM2,,,0.317537252,0.221469837,,,,,,0.643475665,0,0,0,0
P30542,ADORA1,0.579698645,,0.392151873,0.346211228,,0.849468477,0.784643266,,,0.82518566,0,0,0,0
P29274,ADORA2A,0.607985588,,0.301763623,0.602483112,,0.716862168,1.102020027,,,0.716965439,0,0,0,0
P29275,ADORA2B,,,0.502710048,0.661903223,,,,,,0.985650881,0,0,0,0
P0DMS8,ADORA3,,,0.470127232,0.596373959,,,,,,0.949547064,0,0,0,0
P35348,ADRA1A,0.6400865,,,0.505751901,,,0.990020159,,,,0,0,0,0
P25100,ADRA1D,,,0.223044097,0.412549567,,,,,,0.606969365,0,0,0,0
P08913,ADRA2A,,,0.314831479,0.448106054,,,,,,0.757947047,0,0,0,0
