proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16
O00232,4099.5,16159,20041,20015,14897,12918,18812,8956.8,20627,9419.5,8764.5,19034,10251,1936.5,12458,11788
O00233,4699.4,7537.5,1984,1163.5,0,3753.5,1941.7,6010.3,7071.4,4976.1,4333.3,3441.6,3735.9,1561.3,4001.2,1035.9
O00244,929.84,7695.8,2964,2472.9,0,2539.2,0,4453.7,1167.5,3518.5,0,1175.4,0,2834.7,3244.4,1790.1
O00264,24000,30112,13632,23079,26455,33971,42894,22924,23258,25365,24624,18942,32538,36666,30955,31344
O00273,2842.6,4277.2,0,2502.9,2144,0,0,0,0,1769,2854,0,0,0,3212.3,3845.6
O00299,19550,49889,33991,16483,37381,29363,13468,24656,49600,39861,30671,21565,18578,24235,28294,42913
O00303,0,9584.8,2223,5870.8,5947.4,2463.6,1285.5,7417.3,7063.5,8098.2,9717.4,7943.8,10280,6244.2,8683.7,9954.6
O00305,0,3846.9,1060.4,0,1046,1764.1,6579.8,965.17,1067,2003.4,1288.4,4716.4,1183.2,907,0,0
O00311,6112.6,0,0,6017.2,6270.5,7966.9,6336.3,0,0,9197.1,0,0,7492,0,7460.3,0
O00330,14603,13265,12204,15735,8170.2,11176,20752,9224.4,11061,28810,14082,11522,15613,9275.4,14568,3612.5
O00399,4367.9,0,4782.8,1119.5,0,4736.1,4540.2,714.44,8227,5454.8,4416.4,5213,1493.4,2719.3,3940.2,0
O00400,1728.3,5480.3,11271,0,4922.5,3477.9,0,2522.6,0,5759.4,11640,2960.6,0,0,0,0
O00401,1230.8,2416.7,3731,2124.3,1546.6,2942.9,5494.7,2999.6,5801.2,5680.1,2080.1,0,1676.4,2302.6,0,4072.4
O00408,9979.7,6134,4539.3,9438.9,5661.9,6740.3,21252,4054.3,11267,5860.1,10917,3278.6,5852.4,3369,11499,4804.4
O00410,37188,68685,64972,40319,83042,62419,61510,50471,64721,70857,64933,32116,46567,54818,55378,51273
O00422,262.39,0,0,1740.7,0,520.6,0,367.76,0,660.46,1927.1,0,2354.1,2008.9,2070.8,3151.1
O00423,0,0,0,0,2107.7,0,0,0,0,0,1552.8,0,0,0,1535.6,0
O00429,64763,119470,77797,86849,80898,66450,137170,71631,106600,133330,106080,75717,103640,66659,101220,93711
O00442,0,857.26,2959.8,413.75,3588.4,0,2932.3,1382.9,2645.4,3435.3,1566.2,2657.4,2724.6,2454.9,1303,0
O00445,0,1422.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O00468,15158,8533.7,9695.6,14678,23415,16041,6832.5,5136.4,13898,17223,15223,11826,16507,10329,11443,14092
O00470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1182.5,0
O00471,0,3673.4,0,0,5020.5,0,0,0,3842,0,4721,0,4329.3,0,14580,4562.8
O00478,4282.2,756.07,3984.8,2215.6,3775.1,706.03,0,8012.2,4743.2,4907.9,341.35,0,0,1264.6,2446.4,4404.3
O00483,36080,60727,35001,30613,34586,15016,31361,23390,62575,34441,31830,44526,48619,37277,36997,44777
O00487,4840.1,4205.5,0,7150.2,5831.1,3391.3,2779.5,8517.6,8501.1,6005.4,11246,3438.1,4440.8,0,11620,7258.2
O00499,7736.6,45128,28518,37265,36827,27027,61883,24762,39881,56793,22949,31730,39387,29755,36396,44918
O00505,4462.2,878.24,3074.6,3897,5947.2,2727.1,5701.3,3611,4974.9,6953.7,4668.4,3178.8,2658.2,6994.5,2416.4,4067.5
O00519,326.2,0,0,459.16,0,0,639.28,0,0,561.99,556.7,0,648.86,0,0,591.65
O00533,4085.1,9299.1,5124,1736.4,6723.5,7790.1,12194,5468.3,6124.7,4359.6,4108,4338.9,4924.1,3370.4,3735.7,4873.4
O00534,4179.5,8213.4,1248.9,3424.3,1885.2,2173.2,6621.2,3219.8,3320.5,8199.3,8201.1,3920.7,4969.7,2544.1,1981.7,2408.7
O00560,1931.9,0,1726.5,1817.5,4033.1,1870.1,4681,2579.6,4864.1,4073.6,2248.2,0,3162,1726.6,2251.4,4260.7
O00571,22218,14293,11622,30491,23004,23558,8890.5,7483.1,15240,19833,16734,14705,16131,17389,21905,14935
O00584,1959.5,0,0,977.94,0,0,0,0,1505,1190.1,2192.6,0,0,1565.4,0,982.08
O00625,3346.5,3699.5,3346,1454.8,11077,3286.6,4195.5,5644.5,8603,9937.6,7937.3,5852.2,0,0,11003,10196
O00629,8715.3,21953,12180,10965,11093,10932,9765.6,3775,10989,16392,9012.6,11014,13357,12154,12658,15950
O00743,3994.9,9517,0,5690,1267.1,4941.9,2954.7,845.48,6279.9,3822.6,2916.1,3202.4,6317.9,4666.2,3575.9,2010.3
O00764,105550,132580,97455,105830,120350,98446,110500,59319,136760,156610,132880,130060,145150,87531,146570,154980
O14490,0,0,0,1244.9,0,0,1391.5,0,0,0,0,0,1358.9,0,1623.1,1903.8
O14495,10532,7502.2,14101,17770,25359,15818,19500,432.48,19991,18949,23001,16324,14335,20809,17244,33354
O14525,0,2799.2,0,0,1839,1216.5,1771.4,492.1,1425.3,0,0,1400.5,460.2,964.73,0,0
O14531,64900,79657,63814,46885,61414,41386,54146,26268,86730,88182,83356,55973,79953,51669,96290,62655
O14548,0,5514.3,0,6088.9,4615.7,4886,4235.5,0,1613,9023.6,0,4676.6,0,5985.8,3802.1,5093.9
O14558,808.69,8032.4,1358.1,1727.2,2077.7,5621.6,4530.4,6823.1,6262,4796.1,2873.1,1364.9,1231.8,5920.8,4561.1,4866.9
O14561,2112.6,0,0,2948.9,1222.9,5697.7,4257.6,2058.5,0,10369,6644.2,1019.3,2244.9,0,939.14,0
O14576,7858.6,7003.3,6764.8,6328.3,6648.5,2069,19633,900.59,0,8591.3,1207.7,5084.8,3131.6,3920.9,10529,4082
O14579,2409.7,2708.7,8185.8,3605.8,1633.1,0,2098.8,1622.7,4065.2,1523.5,4793.3,1721.5,2887.7,564.35,5273.6,1550.1
O14594,38026,39135,38793,41317,29792,40877,61562,47649,52791,73954,77166,48350,45233,20274,30004,34922
O14617,1548.6,0,972.04,917.49,0,1143.5,8799.9,526.99,0,2541.1,3088.2,0,1303,2194.1,0,1688.1
O14618,1594.8,5712.6,0,2118.3,4233.2,0,0,2372.1,0,0,2925.2,6560.8,0,0,2020,2343
O14639,7227.2,12729,18365,11173,29913,8979.8,16464,5621.6,23048,9666.9,11893,15081,4410.1,17080,10812,11799
O14656,736.51,0,0,1476.2,0,0,0,685.63,1931.5,0,724.4,0,0,629.91,914.47,0
O14672,5470.2,4407.2,4224.7,3195.5,4346.6,5488.7,1489.7,0,3618,4101.8,2244.5,3006.8,3401.1,3667.8,0,4787.4
O14683,0,0,0,2624,0,5217.7,0,0,0,1651.8,3530,0,2588.9,0,3530,4471.2
O14735,0,0,0,0,0,1016.4,0,0,0,0,0,0,0,0,0,0
O14737,2645.4,4011.5,1683.7,1442.6,0,1779.1,3545.5,2009.4,4001.1,2243.2,2972.3,1924.7,4387.8,2404.4,1202.8,7375.8
O14744,850.45,7275.6,18076,9031.5,8285.7,5264.8,5876,8891.8,11194,9991.5,5697.6,8502.7,12853,10578,8547.3,8914.6
O14745,48388,60753,73554,59597,76541,84281,44184,56266,82816,75039,78075,69181,55413,58813,52175,86533
O14773,46978,75849,48474,50250,43529,52713,36361,39454,60489,60860,38784,49074,39554,50361,63513,65864
O14775,20625,31461,13175,10139,13144,21059,20879,1946.2,25240,35983,21322,17422,10938,15673,21805,18404
O14777,162310,39924,326410,56187,431260,191410,60914,65604,39885,86420,636090,177170,71882,200320,78519,131730
O14787,2870,4276.4,5739.9,4400.2,4752.9,5155.1,5875.5,2608.3,2739.4,5947,5767.2,3388.9,3310.9,6467.4,3014.4,3200.9
O14807,1267.2,0,0,1430.7,1950.9,1450.5,3375.1,1420.2,6038.9,2442.1,1440.1,0,0,0,2664.3,1856.1
O14818,31396,49928,29448,22570,43626,13424,28324,10915,17988,44113,40048,22842,38549,18115,46278,27326
O14828,1109.7,8744.4,1322.3,0,3612.7,0,2829.3,1231.4,3843.6,6207.9,0,3105.3,1451.6,0,5071,4073.6
O14841,4500.4,4682.9,9385.7,2006.2,7656.4,7618,8236.1,6643.5,6318,7959.9,18865,10566,2401.5,6242.7,5337.2,0
O14874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O14879,10225,8212.9,5108.3,3594.8,6606.5,1625.4,1739.8,3696.8,4163.2,35178,1263.9,5508.9,1108.3,1194,3566.4,4181.8
O14880,19053,22377,16614,11231,17411,16920,33923,9635.1,21666,41539,18677,16824,24252,15175,5542.3,9873.3
O14907,6072.1,2701.8,3190.9,1406.2,5613.7,6248.3,2880.3,3582.4,3553.7,2784.2,6017.5,4183.4,2296.7,3241.6,3906,2429.6
O14910,25505,27456,23663,17139,21214,18596,18281,18420,24332,24575,26974,14983,21413,17734,28284,22237
O14933,0,2065.6,458.07,1835.6,0,0,1809.9,2110.8,0,2524.5,0,0,0,287.85,1339.9,0
O14936,15306,9632.1,12229,7517.5,22543,15789,10966,6369.8,11186,11229,15561,10089,9863.5,16895,12847,16487
O14949,10642,12670,9220.5,15214,15329,17324,31654,15623,9581.1,45268,19641,8739.1,13840,11492,15453,18727
O14957,0,1496,1429.3,1223,0,0,1449.4,0,1542.9,1964.4,1370.5,0,0,923.78,1113,1260.1
O14964,5243.8,10347,3005.5,5385.5,10519,227.12,5698.2,0,12491,6795.5,5159.5,7219.7,14696,8871.7,5641.5,9199.4
O14966,0,1128.4,0,1163.9,0,1326,0,0,0,0,0,0,0,0,1635.4,1389.7
O14967,0,1408.8,839.27,0,0,0,0,1047.3,0,0,0,735.6,0,0,0,0
O14972,1837.5,0,0,0,1754.2,1686,1280.6,0,0,5030.2,0,0,1470.8,1497.3,1961.4,2097
O14974,8568.5,13042,1625,0,16477,21630,8103.9,7511.3,17972,10406,1133,18837,10329,14088,1712.1,15811
O14975,0,5096.2,959.79,0,0,0,0,1404.2,0,2733.6,0,1061.3,1106.9,463.23,0,0
O14976,375.7,1029.5,968.36,0,1705.7,10195,814.81,0,1171.1,1119.4,849.29,645.87,959.02,1071.6,0,0
O14979,24568,10146,10432,15282,14376,13391,9659.6,10364,10757,15178,26046,11080,11458,3401.7,12474,23848
O14980,11949,22760,23837,15959,19791,22137,24329,17642,29528,24778,30289,18935,27936,32931,15551,27509
O14994,4683.2,0,1520.2,6513.3,1909.1,3950.7,17169,3230.3,1140.2,4686.6,6686.5,0,1917.5,0,5606.4,4205.5
O15020,50203,55068,54193,60621,44638,46504,95220,31269,55189,91938,75318,30909,47510,25556,50884,52539
O15027,0,0,0,2082,0,0,2664.2,1121.2,0,0,0,0,0,0,1387.4,0
O15031,14797,13497,18034,5851.5,13180,17167,2339.8,14312,9677.9,18840,13573,24148,13338,14455,17988,11833
O15037,1537.2,203.91,0,1605.9,0,172,0,1925.5,0,0,0,0,0,0,1126.6,0
O15061,48208,54370,65802,25480,102540,43169,24344,35732,75512,33811,63342,59929,33913,78125,63320,57883
O15066,0,1330.2,1244.2,0,0,0,1564.4,0,0,0,325.87,0,0,0,0,0
O15067,2800.7,2164.5,0,1439.7,0,1188,0,2335.5,1195.2,0,2093.9,0,0,0,1657.4,4159.5
O15075,56453,60561,60609,36328,75780,41592,45866,52721,62788,41764,62317,70226,47509,34908,51401,65251
O15079,866.13,4811,0,0,1095.4,746.2,3010.3,2107.1,1026.2,1275.4,0,0,1011.6,0,2170.9,1487.9
O15083,6332.6,3456.7,7391.6,3671.8,4072.8,1894.6,5846.3,2709.6,9103.5,4575.4,7819.5,5177.8,6342.7,3786.5,4325.6,4904.8
O15111,0,0,0,0,0,206.22,0,0,0,0,0,0,0,0,193.33,304.56
O15116,0,0,1600.8,0,1678.7,1101,0,1165.3,1295.2,0,0,1201.6,1371,0,0,0
O15126,5606,7016.3,8861.4,5906.3,6855.9,3298.1,7590.7,1498,10258,14515,16379,3822.3,9878.8,3160.6,15658,12196
O15127,0,0,6628.2,0,0,0,0,0,11172,0,0,0,0,0,16035,10336
O15143,0,0,2814.4,9103.9,0,6006.4,0,2957.5,5336.2,3758.9,1508.4,0,3480.4,0,7468.2,10349
O15144,32498,68812,40277,37979,61719,59122,53535,23045,58705,56408,41884,54206,63574,48127,46953,56809
O15145,22493,38562,36718,31132,23968,26050,39923,23504,40795,49711,26862,34738,34749,34741,30574,30175
O15151,1438.1,5123.2,9961.2,1780.1,0,4491.7,12067,3026.6,0,5824,15330,3241.9,7245.6,2162.5,0,0
O15160,2019.5,2331.9,0,1485.5,4603.7,9005.9,4667.9,2083.3,2209.3,2382.6,10087,6542.9,2073.9,6981.6,2005.4,3204.8
O15162,0,0,0,0,1334.4,0,0,0,0,771.34,688.01,0,0,0,0,0
O15173,2485.8,2158.8,2990.3,0,0,1854.4,2691.9,0,6125.5,0,3286.3,0,1652.7,2507.9,3353,1850.3
O15212,1414.3,2357.9,2117,0,0,2267.6,0,1634.2,0,0,0,0,0,0,0,0
O15230,2011.5,5305.3,5343,5899.3,13745,2001.5,1257.4,9184.2,23812,5834.4,9447.5,6935.8,5686.7,14263,18368,4095.1
O15240,13949,17650,16648,9876,36342,14110,9056.5,1447.6,16517,13003,22144,15165,13717,12216,19880,15184
O15258,0,0,0,0,1555.8,0,2189.5,0,0,0,2821.4,0,0,1544.5,0,0
O15260,701.44,0,0,706.97,0,0,950.01,568.67,0,1147.3,843.09,0,1000.4,0,0,1484.9
O15294,5873.9,2322.6,7917.5,7365.4,7108.1,4384.6,22069,4145.3,4964.4,20979,4449.9,3205.3,3867.4,5854.7,7720.4,7408.6
O15371,1329,0,1419,1398.8,0,0,2239.9,0,2683.7,0,531.47,1571.7,1634.1,1914.2,0,1280.5
O15372,1846.2,5917.9,2375.3,2393.8,6199,4500.8,1386.4,901.82,0,4729.9,5142.2,2206.3,1332.4,1345.9,4696.7,4919.4
O15382,0,0,0,0,1152.8,1828,0,0,0,0,0,0,0,0,0,0
O15394,15560,25376,14995,16061,11025,13398,61738,1142.8,9031.8,29731,17864,5518,8309.1,9481,22514,19413
O15400,9721,17554,12268,13322,8397.2,11534,12929,10172,5564.6,21139,26122,8756.5,6764.7,5329.2,15477,17537
O15484,2640.5,5369.6,12844,8559.9,8113.5,11337,6491.5,4235.2,2778.3,8980.3,5548.9,9106.5,1633.9,1891.1,7177.3,11411
O15488,1136.6,2143.2,2429.1,748.5,0,963.65,1695.8,318.63,1901.9,614.15,443.74,0,0,1703.7,0,522.21
O15498,9512.3,11441,80181,96565,11395,7944.2,61413,25069,12608,65252,11759,15468,3153,175510,109670,116330
O15511,5775.9,11916,4969.1,3302.4,9206.1,7712,6985,5528.6,10942,10170,11354,5374.8,7291.9,7664.3,7988.9,9273.3
O15523,0,0,0,0,0,0,0,0,0,914.32,0,0,0,0,1078.3,0
O15530,3349.9,2203.1,0,2677.4,0,1887.6,4801.1,562.06,2201.3,4176,3635.8,0,0,2307.4,0,844.69
O15533,0,4813.4,0,0,436.21,0,0,0,3345.2,0,0,602.33,3545.5,3199.3,0,0
O15540,92873,134790,106760,133190,125000,95744,173480,100480,205420,168460,150040,93786,111450,107920,114060,146500
O15551,0,3447.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O43143,423.98,656.56,5743.5,961.83,11097,5087.1,3075.9,2385.2,2847.7,1821.3,5097.1,1967.4,9514.1,8107.4,3028,909.88
O43150,0,35999,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O43157,16452,10717,21940,9680.6,16332,12213,8269.2,8193.8,15793,10161,14555,15028,12318,12593,16066,13351
O43169,3429.2,5403.3,2856.3,7281.3,11600,5005.3,2272.6,3310.6,3320.2,7001.3,6720.7,3415.4,3479.9,3038.8,9287.6,3976.1
O43175,312730,469850,453050,306230,571220,432390,167410,254440,447540,398160,585700,534280,267620,492030,457550,466790
O43181,1773.1,8608.9,6601.3,7998.8,0,10677,15616,3355.9,0,3518.8,7987.8,10641,5901.6,9206.8,10510,9504.2
O43187,1893.6,0,0,0,2351.9,0,0,0,0,0,1782.9,0,1905.8,0,0,3064.4
O43236,5905.9,4084,2057.5,5458.8,3009.8,1803,8200.4,2337.7,0,6256.5,8307.3,4099.7,4456.8,3064,2380.5,4381.3
O43237,33288,47197,40381,36529,59143,33364,45134,9549.8,48939,33805,53060,38391,46402,29541,46349,47644
O43242,764.81,3026.1,738.93,3241.4,2654.3,4708.8,13452,550.54,2641.7,1919.8,3605.3,0,4199,2641.9,818.79,3427.2
O43252,0,0,0,0,0,0,0,0,1471.3,0,0,1144.7,0,0,0,0
O43264,0,0,0,0,0,0,0,0,0,1901.6,0,2901.1,0,2167.3,0,0
O43272,11509,24583,11171,7493.9,2234.1,7430,1661.1,8269.2,11357,22388,7714.3,12733,5721.2,12569,15913,6564.6
O43295,0,0,0,0,0,1000.7,2107.2,0,0,1466.8,2387.9,4093.8,0,0,0,0
O43301,59052,51788,52231,81475,41727,43673,239330,45331,57710,80487,52941,44192,74100,45786,70210,48636
O43324,4238.1,2439.4,4399.5,978.46,1766.1,1773.1,0,1826.7,2045.8,2795.6,0,3283.7,3131.8,1483,3054.1,1819.5
O43390,68788,31817,46606,39844,20617,34165,18499,34687,39507,62305,53383,42796,48344,24565,52459,42559
O43396,24253,18510,31355,10613,26866,22031,14230,14636,15099,20175,29919,36400,7789,12338,31331,28389
O43399,6320.5,25756,5963,0,8123.1,5969.8,9531.9,4802.8,8412.1,11932,10240,7552.2,5022.9,1815.5,5663.7,9052.4
O43414,9450.7,3638.1,13641,3027.4,8057.3,4477.6,7829.5,1509.6,4599.8,5143.8,8923.5,8706.2,4050.3,7517.7,10985,4312.8
O43426,52078,29505,47704,154900,63820,63217,129410,123470,68262,233960,197170,60341,53587,56717,43061,65905
O43427,0,0,2323.6,0,0,0,0,0,0,0,1140.4,1062.3,0,0,0,0
O43447,0,0,0,0,0,0,0,0,0,0,0,0,1059.9,0,1179.7,0
O43464,2944.9,4631.8,1356,1201.8,1234.4,1505.5,4202.8,2700.5,3365.8,2073.8,0,2319.9,0,0,3569.7,2414.9
O43488,78931,98458,105200,104970,154960,75587,83202,48047,82054,67840,108290,104230,73403,47748,127720,84574
O43491,105120,130960,128390,75620,126650,101200,59807,66369,127320,104490,104140,107150,120840,109500,145300,97419
O43505,0,0,0,0,0,0,0,0,0,0,0,1778.1,0,907.28,0,0
O43581,0,4110.3,519.99,2819.6,1485.6,0,1834.3,1597.7,6517.5,5373,5213.9,1994.4,1527,0,4644.3,1874
O43583,13567,5289.9,4031.6,8997.9,0,0,4673.4,2731.7,0,0,14303,0,0,2273,4233.5,4471.4
O43592,3084.6,9710.2,12329,9281.8,13528,10557,10669,7651.1,16873,5125,7933,12648,7186.6,10326,11088,8665.7
O43598,9284.1,22602,14373,16877,13220,15689,8844,3866.2,5430.5,19123,17022,20629,11852,15053,15600,21093
O43602,1022.6,2678.6,0,1917.5,0,755.32,0,1224.5,326.15,0,0,508.95,4535.6,0,1909.7,261.71
O43615,0,2023.1,2446.5,0,0,0,2317.9,918.07,2948.1,0,2098.8,2412.2,2193.3,0,3413.5,3678
O43617,8972.1,6482.1,4746,1485.1,0,0,7455.6,6440.9,7291.6,9069.7,3802.9,3088.9,2933.4,4491.2,6044.2,3477.8
O43670,0,0,0,0,2311.4,0,0,0,0,0,0,2115.1,0,0,3006.3,0
O43674,1766,0,4984.3,4723.4,8936.6,3173.8,10563,3809.7,1865.2,3486.7,0,3640,2220.6,2527.2,5787.7,0
O43676,4725.1,10872,13862,7577.5,7495.5,5959.6,10376,5515.3,11559,15319,6159.3,9401.6,13122,10994,9545.3,6091.2
O43678,4274.7,9986.1,3627,3828.5,2398.1,3685.2,5225.3,8954.1,4010.3,6382.9,5111.3,0,0,2768.8,3118.8,1913
O43681,32637,39579,40502,26433,43064,25755,39931,30321,44143,37254,26827,32984,25525,12822,44186,28331
O43684,8680.8,1720.4,6535,6507.8,1589.1,6991,1524.1,5154,7727.4,4924.4,3449.3,5793.1,4431.6,1433.9,6730.8,2910.9
O43707,140160,192500,171470,145230,178600,127650,194250,91577,195490,184840,134600,167070,121280,111490,190940,140260
O43708,3336.6,5456.7,4433.2,2230.7,4549.6,2008.8,3124.8,1900.8,7531.6,5457.2,5671.5,7750.4,1485.6,5751,8169.5,3707.7
O43747,3238.5,6915.8,7091.3,5487.7,5601.2,3810.9,12007,11715,11288,6277.1,3289,6423.6,10883,8053.3,1361.2,4644.6
O43752,0,0,0,0,0,0,0,0,0,0,0,0,3018.9,0,0,0
O43759,19387,5611.1,9116.4,15589,10239,11254,46832,11317,14757,25041,17236,9147.8,16105,13004,22261,11940
O43761,3884.2,21058,8491.3,3697.1,7167.3,1050.4,40307,928.81,8934,6670.9,19315,1292.5,19642,2807.6,15427,13033
O43765,7617.3,8167.1,10408,7405.1,5678,3558.5,6027.9,2974.9,15442,8830.2,4301.5,12319,11701,6181.1,12163,6433.1
O43772,7481.7,4697.1,3237.7,4517.5,13986,5589.3,6694.8,3731.2,7065.1,7550.7,2556.6,5927.6,6213.3,4149.8,4478.3,5398.8
O43776,15190,40638,49249,41185,47846,33882,50903,16764,45237,37828,30632,27834,25042,38138,31583,24468
O43809,8547,10827,11086,10453,10806,5936.7,1489.6,5317.5,13490,9525.1,11780,9901.9,7744.2,13775,14646,7197.7
O43813,28081,54654,47294,51915,50151,39852,73088,37191,71893,63295,39454,50182,55567,62406,48790,39840
O43815,1891.6,0,0,0,0,0,1689.3,1091.8,0,0,0,0,0,0,0,0
O43823,0,0,171.55,256.96,0,0,147.75,0,0,276.39,0,475.38,470.21,0,281.15,0
O43837,29534,34639,28493,25456,12330,30484,49733,17978,34231,46070,31184,26295,37263,26450,32330,25222
O43852,5197.4,5336.9,2441.7,1087.4,1733.4,0,5281.5,3089.1,2028.9,7644.9,8122.6,695.12,3094.6,0,0,3889.6
O43865,434750,568190,426090,375950,464740,378010,400540,383500,525050,555010,227450,449510,462200,449080,413200,540000
O43920,2762.6,10402,9228.6,13480,8987,2013.6,13007,10485,5831.3,22325,11182,13309,5791.6,11640,13717,7907.5
O43924,3428.9,13359,3035.1,0,3223.2,0,1582.2,0,3833.6,6187.1,1228,2349.2,4032.7,1316.4,0,3560.7
O60234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O60256,12326,6883.1,3193.9,7816.9,19259,24247,9660.6,12078,11103,14660,4655,9201.1,14950,7116.1,10357,9501.5
O60262,0,0,3749.7,1429.7,0,1949.4,1956,5929.6,2941,4052.6,7533.9,2909.4,0,0,0,6616.6
O60268,23579,14735,21146,32587,10243,4669.6,37842,7110.4,14339,29990,23140,15399,24149,23134,31417,17519
O60271,3383.7,2723.6,5789.1,1944.8,1041.6,757.99,1778.2,1075.3,7309.9,2968.5,1724.9,2683.2,3798.5,1768.5,4361.7,4252.8
O60282,11873,17373,7570.4,14002,11379,1940.5,11633,7718.6,11428,25625,7760.9,7293.8,9014.8,4248,16092,11334
O60313,48913,70086,62310,67110,32723,42071,101930,30983,53595,77780,59856,53343,59232,42994,45950,54877
O60331,7901,10966,7879.9,6864.4,7507.8,5667,12022,2693.4,10918,10279,11340,7049.1,11770,5549.5,10965,4838.6
O60359,21197,13641,15834,11770,31585,18889,9991.5,26363,20873,21561,21330,34323,140930,37964,360010,214490
O60443,2850.5,12484,7254.5,7217,6325.8,3499.8,3609.2,3275.6,6814.4,7942.1,0,12047,7166.4,6399.1,3835.7,5222.4
O60477,1590,0,0,0,0,0,0,0,0,0,0,3532.7,1494,0,0,0
O60486,323.17,773.59,0,749.46,766.22,490.92,1380.4,275.47,0,0,1202.4,791.01,0,461.68,487.17,0
