proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
P11166,-1.2135077,-0.5204243,-0.4666755,-0.685151,-0.6941922,-0.67304,-1.1828677,-0.9497626,-0.429697,-0.6096082
P11169,0.8069951,0.6319223,0.3943925,0.5583268,-0.3666828,0.6857156,0.4923927,0.5144055,0.6474169,0.6518321
P11172,-0.97673487,-0.1227843,-0.33337633,-0.64447909,-0.52095628,0.09254749,-0.32013447,-0.09390827,-0.06355338,-0.33126267
P11177,1.850109,1.707722,2.06334,2.213995,2.288036,2.095977,2.234357,2.071988,2.146654,2.08405
P11182,0.7968349,0.883378,1.2204189,1.0335854,1.0037513,1.080802,1.0069212,1.3059988,0.9843777,0.9479343
P11216,1.2639283,0.6726657,1.607747,1.4786,1.0556201,1.3093262,1.3442294,1.5571523,1.3684964,1.4895209
P11217,0.02594726,0.27771498,1.13438779,0.70480467,0.43408573,0.49292299,0.73928622,1.00390338,0.42557366,0.54148001
P11233,0.8609312,-0.3511694,0.9231577,0.9033331,0.9796706,0.8195868,0.7410447,0.8100942,0.8951045,0.7524264
P11274,-1.0286673,-0.584333,-1.3408734,-0.8033621,-1.2514745,-1.3626912,-1.6436968,-1.0951214,-0.5426152,-0.5569441
P11279,-0.49408949,-0.21575301,0.08817352,0.49195756,0.31243833,-0.21870907,0.33777806,0.23119514,0.12562972,0.21040339
P11310,0.9218389,0.414858,1.2780257,1.5004293,1.2991636,1.2311406,1.3119684,1.0722675,1.4164402,1.1963434
P11413,-0.1126679,-0.28013487,0.08213772,-0.0268436,-0.27393609,-0.76289509,-0.03687257,-0.11540104,-0.25335788,-0.12130282
P11498,1.893812,2.206669,2.515163,2.491203,2.378072,2.13673,2.42619,2.679587,2.274303,2.327742
P11586,1.148233,1.75066,1.209283,1.017269,1.266352,1.114608,1.073113,1.02812,1.047346,1.118191
P11766,-0.12379109,-0.72175785,-0.20944576,-0.43585279,-0.31666947,-0.46073073,-0.48748487,-0.50906424,-0.23237487,0.03014986
P11908,0.116739925,-0.316634959,-0.452071032,0.10885515,0.005995069,0.090098258,-0.005300972,-0.276268606,0.097727439,-0.269623172
P11940,-0.296553899,-0.005147195,-0.554807614,-0.72419399,-0.246261985,-0.481063279,-0.020538025,-0.304138278,-0.55423645,-0.768115003
P12036,-0.4490435,-0.0708269,-1.3770648,-0.685081,-0.6337757,-0.8011198,-0.8331468,-0.7736093,-0.689294,-0.6667742
P12081,-0.4145317,0.2454879,-0.1965707,-0.6572115,-0.2893298,-0.3185819,-0.1959794,-0.3528804,-0.3944021,-0.6218244
P12235,2.155041,1.01343,2.152634,2.45792,1.814655,2.32155,2.144322,2.382112,2.379808,2.30816
P12236,2.044354,1.777019,2.146543,2.39627,2.475635,2.197341,2.154736,2.19433,2.290151,2.275569
P12268,-0.07045115,-0.08683572,-0.26321754,-0.16616139,-0.8396009,-0.3076719,-0.0674815,-0.19619264,-0.2929099,-0.17471516
P12277,2.504523,1.751573,2.793356,2.452305,2.419863,2.648532,2.332228,2.515144,2.464382,2.499344
P12532,2.021254,1.601598,1.710384,1.91134,1.727413,2.073113,1.791052,1.797481,1.934724,1.975669
P12694,0.6420235,0.3869943,1.1814633,0.983466,0.9187365,0.6995163,1.2018847,1.025031,0.9065737,0.6893915
P12814,0.04447011,0.39040876,-1.06968308,-0.49614515,-0.45373966,-0.36284653,-0.37417569,-0.47027794,-0.61368311,-0.26967716
P12931,-0.13008373,-0.16314584,-0.40202881,-0.16639275,-0.09602787,0.13081105,-0.64559938,0.06590687,-0.17173108,0.12323435
P12955,-0.499297272,-0.004558031,-0.723310485,-0.59986193,-0.920917731,-0.435883418,-0.409557938,-0.165678754,-0.480178965,-0.322882754
P13051,-0.4702574,-0.0963249,-0.5242567,-0.132819,-0.5261302,-0.7590381,-0.185382,-0.1312298,-0.2418241,-0.5109163
P13073,2.073164,1.095077,2.130915,2.397556,2.345026,2.134247,2.431782,2.21003,2.270961,1.959633
P13473,0.2109693,-1.1012325,0.1524515,0.4154666,-0.549676,0.186187,0.1446455,0.3867751,0.2874403,0.2994749
P13489,0.7002652,0.4858635,0.5790321,0.4937327,0.5486674,0.565697,0.6265863,0.1163059,0.2969197,0.4947902
P13521,1.1213862,0.7884781,0.4090052,0.8008941,0.7637807,0.9428662,0.8893776,0.4710159,0.9466399,0.8024829
P13591,1.375727,1.067176,1.0574404,0.9855097,1.1079679,1.0663216,1.1348113,1.0645458,1.1559533,1.3824782
P13611,-0.06490649,-0.64753472,-0.39675641,-0.13719646,-0.18686272,-0.45944058,-0.40266228,-0.37434209,-0.60166106,-0.28263722
P13637,1.87182,2.081552,1.471223,1.787807,1.862729,1.72921,1.597867,1.711548,1.859162,1.918255
P13639,0.1440093,0.4900813,0.4120636,0.4478374,0.4697233,0.4479485,0.4472317,0.1505862,0.2432106,0.4251646
P13645,0.983396,1.412908,1.163462,1.42955,1.504925,1.142628,1.59501,1.463752,1.298108,1.14354
P13647,-0.135509904,0.303287334,-0.760313217,-0.203116686,0.102761485,-0.28490279,0.078740625,0.122090287,-0.503577463,0.009783385
P13667,0.2819909,0.5053694,0.8837833,0.5031454,0.8085975,0.2848235,0.6351432,0.6285608,0.5047667,0.5680076
P13693,0.361611469,0.225115033,0.45771716,-0.570215573,0.083127434,0.20887267,-0.309654603,0.002682575,0.001337334,-0.02260102
P13716,0.17299117,-0.01501672,-0.0225236,-0.09456959,0.03197364,0.06808445,0.12093656,0.31715226,0.17037503,-0.1686832
P13796,-0.8974119,-0.4011707,-0.5996098,-0.784625,-0.7062892,-0.998442,-0.7353075,-0.6917536,-0.7378886,-0.8881845
P13798,-0.67842808,0.11876011,0.76244145,-0.07242895,0.17483878,-0.40090815,-0.48800994,0.02094762,-1.16980829,-0.66520758
P13804,1.05793059,0.07715047,1.15232551,1.4415001,1.15623567,1.38522887,1.4245566,1.39563182,1.4294524,1.20479951
P13807,-0.9463437,-1.2411872,-0.4013296,-0.1322839,-0.1433566,-0.4614233,-0.583643,-0.209562,-0.6615271,-0.2599869
P13861,-0.29046658,0.14264087,-0.40232235,-1.00619537,0.24961785,-0.10410733,-0.34866409,-0.09877563,-0.01533563,-0.20742977
P14136,1.799921,2.265977,2.296973,1.736654,2.157727,1.259687,2.013437,2.155289,2.096505,1.690132
P14174,0.39790028,-0.65299506,0.29750687,0.26471378,-0.4157909,0.08602922,0.40787325,0.32252672,0.41942662,-0.03126049
P14314,0.3215159,0.2182063,0.5119556,0.6885224,0.692074,0.1118334,0.5037641,0.593161,0.541655,0.5568019
P14317,-0.7265427,0.1962901,-1.2726948,-1.0738535,-0.4322027,-0.7531804,-0.5661357,-0.8919899,-0.9000686,-0.9421394
P14406,0.9226217,-1.1814882,0.9132889,1.0163583,-0.0775369,0.8979107,0.7694608,1.0983092,1.1248659,0.3638201
P14415,0.55951469,-0.03278597,1.02693726,1.10202806,1.19087825,0.75352811,0.68077373,0.83714288,0.82171214,0.91634183
P14550,0.9573774,0.9006344,1.1338164,0.6658381,0.700039,0.867853,0.878794,0.6699018,0.7434474,0.7658401
P14618,2.043911,2.078972,1.671377,2.018606,2.111294,1.90423,2.041475,2.115069,2.044845,2.050057
P14621,0.3911679,-0.7100551,0.3142869,0.501367,0.2492321,0.1063938,0.5146089,0.3899056,0.4384198,0.2230946
P14625,1.101858,1.42574,1.620041,1.488402,1.339263,1.170286,1.307142,1.527772,1.253215,1.421354
P14854,0.133472918,0.036871723,0.347872874,0.432667731,0.754198163,0.36777923,0.748152348,0.142529541,0.370324746,0.007322464
P14867,-0.6537424,-0.2624927,-0.5762842,-0.7528926,-0.4945129,-0.563003,-0.5047595,-0.7350283,-0.6947969,-0.7900879
P14868,0.3767147,-0.2480244,0.8733375,0.5271124,0.5664417,0.3576321,0.4763633,0.5296895,0.3574641,0.4925278
P14920,0.08737535,0.13819417,0.78242347,0.38001619,0.62851987,-0.97426606,0.52835135,0.66270244,0.28039103,0.02166229
P14927,0.9566161,0.1591007,1.1909703,1.3337749,1.1653417,1.2771973,1.2521805,1.1801361,1.216838,0.9428342
P15086,-0.5341101,-0.9168695,-0.442839,-0.5472956,-0.2818455,-0.8628117,-0.3139822,-0.50949,-0.4998057,-0.3559015
P15104,-0.25594845,-0.2418,-0.13399834,-0.1442861,-0.35865017,-0.18329674,-0.07755235,-0.08865011,-0.29236726,-0.04325803
P15121,0.8093217,0.8979236,0.5681933,0.8133561,0.7619477,0.6637897,0.8472838,0.5789458,0.7926682,0.8302243
P15289,-1.1408244,-0.6271595,-1.1851168,-0.8328787,-1.0798854,-0.8806752,-1.2574034,-0.8289702,-0.7850033,-1.1738237
P15311,-0.31260013,-0.04993454,-0.19450814,-0.69496524,-0.41570296,-0.65059483,-0.23844616,-0.12506321,-0.86210575,-1.61333979
P15374,-0.63355154,-1.08998832,-0.05228096,-1.11728267,-0.52793126,-0.19191408,-1.39120098,-1.2879986,-1.22105959,-0.93914033
P15531,0.38831454,0.07393526,0.43735638,0.72869301,0.35749673,0.19618649,0.74019567,0.5957039,0.81084449,0.11987876
P15559,0.4685889,-0.7199985,0.3304447,0.4460429,-0.1040812,0.2523635,0.4441426,0.1205037,-1.089954,0.256761
P15880,-0.21899112,-0.30774251,-0.28616241,0.18768836,0.10773412,-0.47537231,0.24436645,0.03906805,0.07798825,0.11007038
P15882,-1.0763581,-0.9182845,-1.1110901,-1.2382695,-0.6699627,-0.436555,-1.3806613,-0.567269,-1.1136748,-1.2051013
P16070,-0.203911984,0.233018424,-0.028012609,-0.226009854,-0.647836245,-0.57110696,-0.16848073,0.015078611,-0.423669639,-0.007079203
P16152,1.480501,0.7802203,1.9601011,1.3515832,1.5439824,1.3722709,1.52467,1.4227636,1.3573171,1.3568977
P16157,-1.2379512,-1.0225953,-0.4489667,-1.0435699,-0.7589916,-0.7329313,-1.2668313,-0.7867819,-1.0047561,-0.6215573
P16219,0.6115899,0.3670177,1.3122913,1.2747454,1.0762171,0.957258,1.0589556,1.1708464,0.8119009,0.8133205
P16298,-0.7173316,0.011503,-0.8136568,-0.7477114,-0.7155289,-0.7228788,-0.7236854,-0.9257922,-0.6872354,-0.6221464
P16389,-0.2349538,0.1789619,-0.6164195,-1.1540699,-0.2301767,-0.2472098,-0.4461636,-0.4998012,-0.4570918,-0.404997
P16403,0.14198309,0.56645688,0.33903094,0.31356052,0.4496858,-0.37009865,0.36295066,0.51591483,0.01118134,0.50745154
P16435,0.03362888,-0.28746785,0.41541003,-0.3456466,-0.81865974,0.09626004,-0.27830425,0.10158119,0.38213356,-0.01791921
P16615,1.044185,1.107841,1.1566,1.231948,1.404821,1.178187,1.023795,1.277441,1.141282,1.173243
P16870,0.8390105,0.4967593,0.4303406,0.5474244,0.5202593,0.8184894,0.4621779,0.4251635,0.7676997,0.7514247
P16949,0.0776242,-1.06965054,-0.28572125,-0.07572946,-0.65244657,-0.49290896,0.25044608,0.03153464,-0.88596963,-0.15757525
P17152,0.4082935,-0.4487595,0.4997329,0.670821,0.6252142,0.5695821,0.4308933,0.6328791,0.5575076,0.3934455
P17174,1.191652,1.099975,1.043651,1.204593,1.512634,1.278478,1.419079,1.353705,1.444018,1.353986
P17252,0.4178994,0.4520803,0.6468908,0.6275452,0.557521,0.2114293,0.4887216,0.7476479,0.5016959,0.6120277
P17302,1.1094625,0.7822245,1.2791277,1.21499,1.0964988,1.0593243,1.3986226,1.0679404,0.9412066,1.1029982
P17405,-0.59954054,-0.05994599,-0.61178302,-0.03457588,-0.85425677,-0.97266295,-0.62024932,-0.17708634,-0.80867374,-0.35877531
P17540,-0.71133869,0.0895951,-0.51507626,-0.17748704,-0.55104798,-1.18206948,-1.14322764,0.03185115,-1.02200605,-1.50356018
P17568,-0.08461646,-0.60034947,0.26707623,0.14421189,-0.0768465,0.08166868,0.1808133,0.47544861,0.30288225,-0.13828091
P17600,2.050327,1.688583,1.747984,1.712885,1.598665,1.97136,1.521142,1.765631,1.797661,1.854011
P17612,-0.5642011,-0.2186666,-0.4721852,-0.9559539,-0.6045547,-0.5070407,-0.8291874,-0.6991894,-0.8292842,-0.5980711
P17655,0.2423614,0.383509,0.1843923,0.6312916,0.50392,0.4731537,0.4853567,0.4015581,0.5286634,0.352603
P17677,1.302919,1.361205,0.85293,1.173269,1.462492,1.12417,1.304408,1.310095,1.351355,1.437852
P17812,-0.7836428,0.3929337,-1.0902069,-1.1957058,-0.9960204,-0.9586121,-1.5963852,-0.9633265,-1.1761174,-1.1165881
P17858,0.4950206,0.4878668,0.6804131,0.4558268,0.4892714,0.4737968,-0.3500688,0.6151556,0.3265163,0.7433005
P17980,-0.27750026,0.06758172,-0.15374709,-0.29239729,-0.31223439,-0.20259855,-0.44300601,-0.24447092,-0.29649687,-0.39317851
P17987,1.0203632,0.9331642,0.9434712,0.8925912,0.8511534,0.7637572,0.843003,0.6645848,0.7559088,0.8188598
P18085,0.4120247,-0.4348596,0.7020982,0.4285902,0.2875289,0.3390864,0.277296,0.428493,0.2379314,0.2721716
P18124,0.014254399,-0.334284388,0.263819187,0.324906705,-0.041153411,-0.091323274,0.158689547,0.21188793,0.098899969,-0.007566105
P18206,-0.7303698,-0.8779273,-0.5033776,-0.6161207,-0.5213116,-0.8411142,-0.640366,-0.5302482,-0.7092299,-0.1679137
P18669,1.5953116,0.7651202,1.6984957,1.3544989,0.6690649,1.5559746,1.3982879,1.4195151,1.3461377,1.445195
P18859,0.7004516,0.1885118,0.5912836,1.0794791,0.844339,0.6638594,0.9203222,0.9563389,0.9406228,0.2653663
P19021,0.83688901,0.41366831,-0.02740246,0.3592848,0.57771464,0.67987526,0.31320783,0.47272043,0.70430914,0.66683554
P19022,-0.1453924,-0.22212129,-0.75054493,-0.11051765,-0.65792358,0.3684267,-0.30893204,-0.34666296,-0.03253309,0.46808127
P19086,0.61116101,-0.35533511,-0.35952944,0.1524894,-0.17219565,0.52347318,-0.25317326,0.09236568,0.25140706,0.30828112
P19105,-0.1626349,-1.0027322,-0.304307,-0.1707731,-0.403483,-0.9654322,-0.8488094,-0.3148444,-0.6532195,-0.3371507
P19338,-0.9274277,-0.29686225,-0.49104948,0.01716783,-0.27139959,-0.49537001,-0.67861291,-0.37634915,-0.35369918,-0.24506659
P19367,2.42697,2.810737,2.065392,2.673885,2.634799,2.540039,2.443545,2.508383,2.602227,2.608897
P19404,1.2526325,-0.04150925,1.51297252,1.63417659,1.4782045,1.71295418,1.57149962,1.64116316,1.59592412,1.32559478
P19525,-1.0591219,-0.6660187,-0.5990204,-0.8892498,-0.7030741,-0.8933286,-0.7705925,-0.7888066,-0.7094685,-0.9329673
P19784,-0.4283474,-0.0545454,-0.2996101,-0.6094905,-0.4109334,-0.5132333,-0.531443,-0.7317055,-0.723735,-0.3893568
P20020,0.8644581,1.0023552,0.4935476,0.6331436,1.0097789,0.7961436,0.5544393,0.5601261,0.6692833,0.8480826
P20042,-0.8681882,-0.2189032,-0.8692367,-0.8235489,-1.0231772,-0.9371828,-0.6545468,-0.772724,-0.7897322,-0.7384775
P20073,0.449753,0.7087298,0.8757494,0.3748228,0.9514076,0.5610397,0.5118263,0.4283292,0.3233195,0.5011373
P20336,1.0897484,0.6178102,0.831305,0.9781344,1.2305043,1.0634279,0.8199675,0.8092601,1.0135302,0.9325693
P20337,-0.2692762,0.04813573,-0.36798268,-0.38828002,-0.43567788,-0.06020696,-0.35716143,-0.6144887,0.06805806,0.10619096
P20338,-0.007877383,-0.175165521,-0.034374674,-0.439584428,0.156653759,-0.30510027,-0.109937396,-0.379074802,-0.063132262,-0.170462522
P20339,0.1756665,0.2266621,0.4581223,0.6431789,0.6834902,0.4682918,0.573354,0.4813982,0.3716012,0.3862563
P20340,1.5762654,0.5497488,0.9685777,1.4773403,1.2892479,1.447243,0.7874131,0.7966569,0.8679325,1.4085935
P20591,-1.79589924,-0.07828595,-1.38027329,-1.44076902,-0.43272253,-1.29470465,-1.82065013,-1.17248435,-1.689662,-1.76664305
P20674,0.96324179,-0.08219027,0.81791055,1.07765792,0.865025,0.87089356,1.01351529,1.00702696,1.07266376,0.36548674
P20916,-0.5002946,-0.1119091,-0.6031972,-0.3777183,-0.5272388,-0.8579045,-0.4604861,-1.205626,-0.5300814,-0.2382587
P21266,0.75938881,0.46945614,0.71373381,0.17980033,-0.08078883,0.75865874,0.28744645,0.43000543,0.1528619,0.39829676
P21281,1.690223,1.595686,1.406452,1.611893,1.446267,1.711207,1.386823,1.46923,1.559439,1.713536
P21283,1.0811769,1.1384568,0.5566303,1.0283211,0.906406,1.0503837,0.6007852,0.7616565,0.9487255,1.0015496
P21291,0.7494949,0.3227683,0.8058276,0.5413362,0.1748908,0.3696364,0.8782399,0.6383688,0.6566942,0.5507624
P21333,-0.7771866,0.7965577,0.2502195,-0.1060976,0.3942424,-0.3739607,0.7731166,0.2411984,-0.1161048,0.2508819
P21397,1.552072,1.178998,2.207899,2.19746,2.071885,1.845194,1.820236,2.232573,2.062181,2.031933
P21399,-0.3740174,-1.0590122,-0.8992192,-0.7342579,-0.4174096,-0.6267748,-0.3499606,-0.4668534,-0.5914208,-0.5597883
P21453,-0.68468138,-0.08447368,-0.44168461,-0.61569727,-0.54820614,-0.59569528,-1.22924956,-0.63389412,-0.69265377,-0.71620149
P21579,1.6029589,1.5624952,1.1451879,0.8608518,1.0434738,1.6226793,1.0269711,1.0731594,1.5118621,1.5293444
P21589,-0.6001219,-0.2279979,-0.6970731,-0.5858191,-0.3528415,-0.6491662,-0.7649011,-0.8719225,-0.9626898,-0.7589995
P21695,-0.22054183,-0.05504689,-0.37456477,-0.23248669,-0.4035741,-0.27686571,0.27310653,-0.08184731,-0.41280075,-0.27434528
P21796,2.558612,2.202482,2.66444,2.796421,2.857459,2.786237,2.660164,2.762018,2.753193,2.66108
P21912,1.557512,1.191829,1.911373,1.936736,1.9894,1.920594,1.855586,1.961062,1.618894,1.705664
P21926,0.37065467,0.01702578,0.35302149,0.25765287,-0.35158028,0.03249808,0.23141649,0.04528717,0.11160435,0.07814027
P21953,-1.468180355,-0.678592513,-0.006306624,-0.755807709,-0.448655361,-0.882155679,-0.76546617,-0.394679228,-0.511910153,-1.3092406
P21964,-0.8018669,0.1383137,-0.7351925,-0.4013783,0.3009444,-0.6872443,-0.5924296,-1.0630307,-1.3141036,-0.9277827
P22033,0.9592939,0.5758441,1.1170046,1.2824974,1.1740314,1.1753189,1.1879374,1.1562256,1.143851,1.1726879
P22061,0.6466092,0.4223109,0.5942306,0.4894431,0.7714133,0.697198,0.4434757,0.6934879,0.6067875,0.5808018
P22102,-0.7160899,-0.5676313,-0.1032166,-0.3810439,-0.5746041,-0.5565159,-0.5780333,-0.6405442,-0.6867508,-1.8912356
P22234,0.34562667,0.21683021,-0.08250512,0.34254935,0.49728183,-0.1145917,0.58069342,0.16387626,0.26100294,0.20857636
P22307,0.1935643,-0.3467067,0.3790843,0.6162924,0.5111186,0.2636213,0.5966448,0.6383435,0.3034255,0.1045063
P22314,1.3433428,1.3299514,1.3787853,0.9772764,1.059781,1.3585555,1.1089547,1.2556287,1.2716004,1.3138595
P22392,-0.33713999,-0.08203225,-0.17136754,-0.50365158,-0.38225582,-0.33228811,-0.36190063,-0.26322858,-0.24335113,-0.78840908
P22570,0.6263694,0.7969928,0.9114503,1.1029003,1.0056571,0.9247812,1.1992143,0.925503,0.888022,0.7916258
P22626,-0.09314876,-0.29939805,0.20354941,-0.0342059,-0.29403107,-0.0499324,0.0965296,0.10991505,-0.03049804,-0.11200361
P22676,0.29028115,-0.01539789,0.05509102,0.2376141,0.0420383,0.1827915,0.02873912,0.2846569,0.24868112,0.2217646
P22694,0.6610529,0.1329744,0.1969617,0.2157907,0.1315562,0.5156928,0.2627519,0.2114629,0.1066559,0.2437235
P22695,2.06181,2.037886,2.372723,2.514205,2.407074,2.484112,2.362098,2.511608,2.4189,2.374449
P22732,-1.0258923,-0.3330656,-0.5333647,-0.4345993,-0.4932849,-0.9564253,-0.3275724,-0.7029528,-0.5173717,-0.5739857
P22830,0.7781941,0.6134082,1.0056252,1.2887632,1.1823537,1.2779015,1.2555392,1.1887408,1.052356,1.1584189
P23284,0.7265106,-0.3568474,1.2593725,0.9974155,0.7658336,0.541465,1.1015322,0.8065937,0.9094705,0.506901
P23368,0.8194628,0.6321695,0.9794127,1.2520675,1.1774591,1.1572652,1.2590674,1.2176151,1.4366017,1.2428121
P23378,-0.912079385,0.002596068,-0.298079398,-0.098576266,-0.559423445,-0.310784662,-0.559359599,-0.172340265,-0.030732369,-0.248626717
P23381,-0.094875522,-0.227839285,-0.519833303,-0.328287708,-0.132075437,-0.64250878,0.092368432,-0.231271198,-0.008987587,-0.167785583
P23396,-0.3317885,-0.5447876,-0.3362962,0.2232139,0.354422,-0.258665,0.3922637,-0.3004153,0.1073615,-0.4338794
P23468,0.27220511,0.27187755,-0.25316848,-0.03289923,0.22815617,0.11216884,-0.68659606,-0.1958994,-0.2831888,-0.09342399
P23515,0.19983491,-0.08152402,-0.41793678,-0.34626478,-0.87145781,-0.23098457,-0.59376112,-0.08410753,-0.21819057,-0.03038829
P23526,0.773711246,0.309937879,0.009090095,0.189510732,0.30628547,0.192301029,0.656128008,0.413707604,0.51001699,0.514314988
P23528,1.493373,1.153694,1.423547,1.321835,1.621443,1.214423,1.488423,1.296159,1.389997,1.17042
P23610,-0.8602637,-0.6421704,-0.9607949,-1.0328693,-0.8084596,-0.6472353,-1.0573416,-1.1698293,-1.1446778,-1.0180236
P23634,0.1054018,0.41824027,0.35155099,0.2375228,0.38002211,0.04018674,0.16475174,-0.06427876,0.09873763,0.45699409
P23763,0.559997756,-0.616841489,0.302659289,0.526244423,0.621259033,0.285023707,0.302694442,-0.006361646,0.557426902,0.270073403
P23786,1.1627492,0.9345393,1.4730926,1.5736262,1.3379078,1.402711,1.4191032,1.6599716,1.3307583,1.3281101
P23919,-0.73605862,-0.74389022,0.29389218,-0.04728813,0.19720444,-0.10533496,0.17487576,0.38154182,0.28243961,-0.45548647
P24534,-0.308300856,-0.257680095,0.053045604,-0.650069704,-0.30951463,0.008043766,-0.398730152,-0.431161624,-0.61022771,-0.708422132
P24539,1.97168058,0.09483412,2.1147167,2.28094429,1.5961655,1.99826024,2.13369953,2.2097994,2.15610573,1.81476752
P24666,0.14190724,0.31492394,-0.25939746,-0.31164996,-0.20810436,-0.09711502,-0.22685621,-0.30782648,-0.07879996,-0.63809218
P24752,1.683784,1.778661,1.749913,2.148679,1.978395,1.892529,2.181132,1.87707,1.954422,1.945441
P24821,-0.3167727,-0.462348,-0.8128547,-0.6672868,-0.5632279,-0.7226155,-0.5917865,-0.6715451,-0.8402806,-0.6155237
P24864,-0.4028229,-0.4063933,-0.4046534,-0.4093758,-0.3846798,-0.4682475,-0.4750825,-0.498867,-0.4307555,-0.5131378
P25325,-0.52388868,-0.12118134,-0.29341389,-0.16751271,-0.15270264,0.107437,0.02804485,-0.24972857,-0.13002012,-0.25460851
P25685,-0.1570122,0.1496255,-0.1806499,-0.5560237,-0.7747647,-0.134529,-0.6461911,-0.3177796,-0.2891539,-0.3032262
P25686,0.13557339,0.51578781,-0.02143219,-0.04076995,0.24503953,0.03643334,-0.01020534,-0.31066948,0.12031004,0.0540845
P25705,2.913961,3.068497,3.127987,3.338287,3.266329,3.264689,3.280509,3.287454,3.224233,3.187767
P26038,1.1877785,1.4020263,1.0931749,1.1454928,0.5586579,0.8086358,1.3996574,1.2086732,0.9404725,1.1237365
P26196,-0.6395231,-0.2642561,-0.3361604,-0.5608225,-0.6568279,-1.265095,-1.4104189,-0.4639451,-0.6801446,-1.47275
P26232,0.55243276,1.22635474,0.46433829,0.41310653,0.68905348,0.86459348,0.05696761,0.35543353,0.38962963,0.6530271
P26373,-0.41586934,-1.10464786,-0.42769236,0.1553855,-0.36936034,-0.68480653,0.04289295,-0.47615569,-0.5196056,-0.32834835
P26440,0.8475934,0.5525573,1.0597538,1.4278054,0.8364624,1.0733575,1.3856114,1.2760701,1.1672027,1.0401313
P26639,-0.4588481,-0.1304347,-0.7916571,-0.610551,-0.5845887,-1.0164972,-0.7628431,-0.5106631,-0.6903926,-0.6487128
P26640,-0.10906265,-0.35909108,0.37131805,-0.06165465,1.03530187,-0.32434494,-0.64975862,-0.12205608,-0.26619954,0.11951533
P26641,0.7226546,0.3563075,1.2830328,0.5448749,0.5365166,0.6598318,0.6187499,0.5698745,0.6483994,0.6683638
P26885,0.087298893,0.415993711,0.435457174,0.203705663,-0.081309957,0.009886301,0.254042644,0.245694105,0.272666301,-0.238409348
P27105,-0.01772242,0.16079759,0.48173286,0.15580816,-0.11558703,-0.5300378,0.24813182,-0.33926004,0.15613623,-0.08080042
P27144,1.3761744,-0.2624927,1.735666,1.766326,1.6602994,1.6086573,1.6449237,1.7627389,1.6127942,1.5421467
P27338,2.494197,2.471652,2.793701,2.964512,2.72064,2.712767,2.898388,3.043681,2.666751,2.747758
P27348,0.72578605,0.59733219,0.20746679,0.33487085,-0.13232504,0.54382913,0.08215454,0.41518789,0.50844405,0.57578319
P27361,0.7159863,1.3366065,0.7732641,0.4217445,0.6979241,0.3157452,0.7208079,0.2855001,0.4128313,0.2431935
P27449,0.7601,0.6156751,0.3017137,0.1512661,0.4656158,0.6154912,-0.3239904,0.4264819,0.446045,0.2060742
P27544,-0.4178223,-0.1542882,0.5297999,0.5239371,0.7530732,0.1484346,0.5820453,0.4204755,0.3613016,0.1893642
P27708,-1.4486717,-0.4258072,-1.0529594,-1.6266755,-1.2722053,-1.3659273,-1.3324234,-1.1912652,-1.443815,-1.3787754
P27797,0.6386798,-0.7132113,1.2645397,0.8857357,0.3666291,0.7821413,0.7709378,1.1363072,0.8722912,0.7786346
P27816,0.27318432,0.43258099,-0.72777004,-0.7816885,0.03169513,-0.71136306,-0.11842468,0.25844841,0.10175418,0.37125766
P27824,1.3162051,0.6765087,1.528133,1.6503958,0.7815629,1.352586,1.3035763,1.805581,1.5102509,1.5138886
P28066,-0.09763222,0.07266026,0.04175439,-0.48554533,0.03423487,0.06587984,0.05297835,0.04400877,0.06753498,0.07633079
P28074,-0.07772756,-0.10544285,-0.1435385,-0.40174946,-0.07402474,-0.58495473,-0.24900823,-0.10084877,0.03038717,-0.2810825
P28161,0.8527416,-0.2834368,1.0153168,0.3817554,0.4660205,0.7424127,0.561245,0.6172553,0.5841756,0.3446
P28288,0.05056653,-0.41844474,0.56080592,0.30875696,0.22431632,0.02667115,0.30276666,0.54026383,0.2660264,-0.16305052
P28331,2.036034,2.174078,2.252196,2.516797,2.355462,2.500245,2.301046,2.537533,2.382616,2.390321
P28482,1.4640764,1.8451716,1.1461408,0.998525,1.0934023,1.1831291,1.3651456,0.9688954,1.2083522,1.2488089
P28838,0.3511907,0.5380227,0.6917094,0.8580171,0.6957126,0.6370792,1.0781623,0.9584228,0.6799083,0.8766783
P29120,-0.98894521,0.07750522,-0.81309887,-1.12133162,-0.07032929,-0.35313201,-0.47716786,-0.76776083,-0.67177241,-0.20454669
P29218,0.11141087,-0.86285416,-0.04108688,0.35711805,0.31685714,-0.06786411,0.47471384,0.26144849,0.5071508,-0.18748297
P29401,1.368564,1.536947,1.277611,1.255249,1.261221,1.186627,1.299197,1.308381,1.270024,1.347653
P29692,-0.13624494,-0.08427329,0.4990815,-0.1235977,0.05463964,-0.07558215,0.16046366,-0.49117379,-0.0335542,-0.39303504
P29966,1.0997544,0.8018697,0.8244049,1.1157982,1.3522206,0.9317786,1.2215651,1.1500967,1.2482868,1.2906275
P29972,0.68787962,-0.35369135,0.64660831,0.60803343,-0.4095351,0.48357869,-0.10590873,-0.01328192,-0.16976814,0.5433109
P29992,-0.10333207,-0.05348285,-0.70206199,-0.17053944,-1.12019022,-0.15466774,-0.54335469,-0.71769856,-0.22591005,-0.26038309
