proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10
P22314,81932000,6132700,116150000,15675000,11641000,61680000,34640000,71234000,55753000,61665000
P22392,1709900,0,3272400,517940,0,1256900,0,2156900,1703400,487270
P22570,15721000,1797600,39599000,20933000,10277000,22718000,42642000,33309000,23051000,18527000
P22612,0,0,254630,0,0,0,0,240330,166510,0
P22626,2998900,143980,7758600,1526600,515440,2408000,3366300,5093000,2780800,2313000
P22676,7250900,0,5512200,2854600,1117500,4115100,2879800,7615800,5288700,4988200
P22694,17028000,389650,7641800,2714700,1373300,8856900,4936000,6434600,3813500,5246900
P22695,428470000,31303000,1145400000,539680000,258990000,823570000,620470000,1284300000,782650000,708970000
P22732,350120,133240,1421900,607200,0,298650,1267800,783620,906350,798350
P22830,22300000,1177900,49188000,32114000,15437000,51226000,48547000,61066000,33653000,43112000
P23284,19798000,126140,88228000,16419000,5916200,9398400,34053000,25331000,24218000,9617900
P23297,0,0,147050,0,0,0,0,929310,393350,0
P23368,24523000,1229900,46307000,29512000,15264000,38802000,48943000,65264000,81521000,52359000
P23378,455020,288600,2444300,1316300,279760,1320700,743470,2659000,2779300,1688700
P23381,2987000,169770,1466900,775610,748400,615290,3334200,2321600,2922000,2034200
P23396,1731100,81830,2238400,2761500,2294200,1489100,6651000,1979900,3819700,1102300
P23434,0,0,0,126210,0,267810,121790,622810,403390,0
P23468,6955300,536510,2710600,1531200,1715400,3497500,554660,2518600,1554100,2414100
P23471,0,0,0,2464800,0,0,0,0,0,1688400
P23515,5887700,0,1854800,744160,136380,1587100,686850,3258000,1805000,2791200
P23526,22071000,585650,4958200,2555300,2053500,4206200,12211000,10251000,9653500,9783500
P23528,115740000,4086900,128760000,34655000,42428000,44260000,82994000,78202000,73226000,44320000
P23610,512680,0,531420,153130,157670,608630,236200,267440,213790,287180
P23634,4737100,751520,10909000,2854000,2433500,2963300,3938900,3410200,3744600,8573800
P23763,13493000,69320,9747500,5548500,4241000,5207300,5411500,3896700,10767000,5575100
P23786,54058000,2467400,144320000,61881000,22086000,68281000,70750000,180730000,63889000,63722000
P23919,682420,0,9552700,1481300,1597400,2119600,4031800,9519200,5716200,1048800
P24534,1827300,0,5486300,369710,0,2751900,1076200,1465200,731880,585810
P24539,348170000,356890,632340000,315410000,40029000,269060000,366710000,641000000,427340000,195410000
P24666,5152500,0,2672000,805900,628210,2160100,1598700,1946400,2488100,688790
P24752,179430000,17233000,272990000,232600000,96517000,210920000,409030000,297940000,268590000,264010000
P24821,1792000,0,747100,355340,277320,511650,689980,0,430910,725530
P24864,1469900,112540,0,643510,418340,0,0,0,1106400,918420
P25054,0,0,0,0,169940,0,0,0,0,0
P25098,0,172260,0,0,951750,0,0,1626100,1149900,0
P25189,3309800,0,3616700,0,0,0,0,2578300,0,0
P25325,1112300,0,2470700,1123100,0,3459600,2875200,2225000,2211300,1665600
P25685,2588800,0,3203200,459100,170390,1981800,608740,1902300,1532900,1489200
P25686,5077900,940780,4621700,1503700,1783400,2937800,2632800,1933700,3935300,3390500
P25705,3048400000,335890000,6519600000,3599300000,1873000000,4969100000,5142000000,7665000000,4999200000,4612600000
P25786,4226100,0,0,0,1331700,1021500,3873300,0,0,3289200
P25787,0,0,0,344220,0,528660,0,1042700,788460,538240
P25788,1473600,0,0,0,595480,0,1872800,400720,0,0
P25789,0,0,0,0,38976000,0,996120,963340,641590,0
P26038,57265000,7239800,60174000,23090000,3671700,17387000,67652000,63934000,26010000,39803000
P26196,852290,0,2239100,0,0,146720,104760,0,623050,100790
P26232,13260000,4831200,14144000,4276000,4957500,19778000,3073200,8963800,7316400,13465000
P26373,1426400,22545,1813600,2362200,433360,558190,2975200,1321000,901700,1405500
P26440,26164000,1023900,55717000,44232000,6961000,31985000,65499000,74667000,43840000,32833000
P26599,0,0,851150,0,0,0,0,0,0,0
P26639,1292000,0,784470,404930,0,260070,465350,1220100,608520,672150
P26640,2891000,125490,11417000,1433100,11003000,1280100,603760,2985400,1616100,3941800
P26641,19623000,651640,93168000,5791700,3489200,12343000,11204000,14687000,13276000,13949000
P26885,4543700,0,13234000,2640200,841200,2763600,4838000,6962300,5589000,1728900
P27105,3567700,415430,14722000,2364500,777360,797170,4772600,1810500,4273700,2485300
P27144,88366000,156750,264180000,96440000,46399000,109710000,119000000,228980000,122310000,104310000
P27338,1159600000,84987000,3019500000,1522100000,533150000,1394300000,2133100000,4372600000,1384900000,1674700000
P27348,19765000,0,7828900,3571100,747970,9449700,3256700,10286000,9618600,11271000
P27361,19324000,6227400,28807000,4361900,5059800,5589000,14172000,7630600,7717900,5240500
P27449,21390000,0,9726300,2339900,0,11145000,1278300,10557000,8331300,4811200
P27544,1420000,201100,16445000,5519100,5744900,3802100,10296000,10412000,6854400,4629600
P27708,132260,0,0,39015,54200,116320,125370,254560,107360,125140
P27797,16173000,55525,89284000,12696000,2359600,16358000,15906000,54121000,22231000,17981000
P27816,6971000,776750,908790,273050,1091200,525080,2052100,7169800,3770700,7037800
P27824,76969000,1362100,163820000,73846000,6134400,60838000,54225000,252720000,96587000,97739000
P28066,2968100,0,5345500,539990,1097600,3143900,3045100,4375900,3485000,3568700
P28074,3107300,0,0,654910,0,702480,1519200,3134800,3199300,1567100
P28161,26476000,149370,50298000,3978200,2966400,14928000,9814500,16380000,11451000,6618800
P28288,4175200,109460,17662000,3362700,1700300,2872500,5412400,13719000,5504200,2056500
P28328,0,0,0,395820,238760,0,0,0,0,0
P28330,0,0,0,0,0,0,0,0,293340,0
P28331,403780000,42833000,867820000,542910000,229970000,854740000,539100000,1363300000,719920000,735360000
P28482,108190000,20085000,67979000,16461000,12578000,41183000,62484000,36809000,48197000,53087000
P28838,8342600,990200,23875000,11911000,5034100,11713000,32269000,35932000,14275000,22535000
P28845,0,0,336480,0,0,85210,0,0,0,0
P28907,58884,0,121080,61227,0,40220,0,0,0,114740
P29120,381210,342930,746680,124910,862740,1198000,898370,674990,0,1869100
P29218,4803100,39341,4417200,3758800,2104100,2310600,8041500,7219500,9590000,1944000
P29350,0,0,0,0,0,0,377140,0,0,0
P29401,86831000,9877500,92012000,29729000,18511000,41516000,53681000,80434000,55551000,66655000
P29475,734080,87239,0,0,0,0,0,0,0,0
P29692,2715600,236280,15322000,0,1150400,2269900,3900200,1276100,2761300,1211000
P29762,1149300,0,5136100,412860,482520,0,0,1710500,0,0
P29966,46759000,1817900,32407000,21564000,22826000,23087000,44894000,55867000,52839000,58453000
P29972,18113000,127060,21520000,6698300,395070,8225600,2112100,3835100,2017900,10459000
P29992,2929400,0,964210,1115300,76916,1892000,771380,757460,1773200,1643600
P30038,139100000,23541000,1000400000,283380000,193630000,222400000,465250000,1007600000,313850000,225910000
P30040,9374300,79201,27410000,7369900,4938900,8601400,6003900,8204100,10396000,6902600
P30041,75050000,493500,75944000,36925000,9423100,32647000,84974000,100850000,59903000,56412000
P30043,16638000,499410,35663000,3152300,4426000,10062000,9593900,9208600,4900100,7111500
P30044,157600000,1302500,221300000,105060000,42709000,122640000,129550000,159950000,142070000,90569000
P30046,683750,0,0,190500,0,412160,259880,887080,583120,177070
P30048,144400000,155770,288430000,119580000,18812000,192910000,141760000,258660000,206830000,116230000
P30049,34820000,0,35344000,35560000,21832000,29245000,37284000,52059000,36352000,16944000
P30050,2152300,94613,3290400,1821500,1164900,942350,3845700,2759100,2126000,1207000
P30084,90551000,235450,203270000,85368000,9375400,111280000,119970000,151340000,129310000,90781000
P30085,11856000,0,20409000,4766900,1709000,5768200,6944500,9436800,7757300,6620900
P30086,150920000,143890,131750000,63301000,25666000,88592000,104500000,170820000,155010000,97242000
P30101,95808000,20648000,388800000,72627000,58439000,70765000,125220000,149480000,96123000,80725000
P30153,52117000,4116300,57798000,12493000,7099600,42798000,19286000,34941000,28527000,34377000
P30405,14109000,280190,78309000,20641000,13955000,19357000,50061000,26378000,32564000,13753000
P30519,11294000,329180,11748000,4644100,3410500,6557200,5610800,6501500,5946700,4621700
P30520,1159900,0,2134500,0,122780,913800,0,67499,0,125160
P30531,9366600,615220,6804100,2325000,2106400,5141500,5361300,1338200,4608700,4108700
P30626,6083000,580770,14168000,1821000,2796300,2412600,5813400,3777500,1369800,2591200
P30711,793970,0,0,0,0,251330,293800,0,0,396000
P30837,1300100,138810,12993000,1650600,7288700,2918400,5282700,8735100,4030500,10084000
P31040,151470000,12107000,325650000,213470000,78020000,179780000,193830000,484660000,174090000,254780000
P31146,9010700,713260,18247000,2576500,2972400,8581500,15435000,8479900,10546000,7587100
P31150,176420000,5251700,135500000,38145000,24059000,75454000,82573000,154680000,105710000,91171000
P31153,2993000,75437,3169000,953000,415240,0,2206000,2089700,2629600,2327300
P31323,2993100,118400,6118900,0,540960,2082200,235730,2048200,899180,2876800
P31327,759820,145030,4181200,2055100,62093,410660,7259800,1862200,201340,2081100
P31431,447960,0,1276300,427760,235470,0,410330,394310,0,666560
P31689,144290,0,3471600,0,0,1675900,678360,452620,1723300,1648400
P31930,343860000,27391000,775970000,360410000,108090000,554850000,486570000,821720000,503800000,478900000
P31937,24122000,23696,40172000,27148000,3352000,37568000,41648000,54044000,42238000,26980000
P31939,28409000,2038300,49894000,10037000,4202800,16119000,10039000,25778000,12382000,24358000
P31942,234670,43206,3104400,713320,413940,995110,145700,1063200,204830,0
P31943,1293300,0,4275100,966320,123070,2149400,915130,2894000,1482000,1311100
P31946,45409000,226840,41376000,15445000,12865000,36500000,11088000,29692000,23682000,30148000
P31948,4433100,138890,1172500,1145700,768700,1118800,2185600,4482300,2412400,2223700
P32004,6709100,0,778570,1144000,2325300,7222600,4860500,5930100,7287000,8217100
P32119,44851000,261460,26929000,18284000,17721000,24906000,41537000,47862000,40659000,26066000
P32189,14503000,276100,24732000,11949000,3415900,16295000,11146000,38965000,15612000,18972000
P32322,3552100,0,7914600,4542200,2614900,981970,11591000,21531000,6151400,3852100
P32418,2961500,35603,495010,170240,0,637780,338640,497720,1660800,1614100
P32455,1331900,0,0,0,377100,521430,0,0,0,0
P32856,3026100,0,0,197520,107650,315140,0,0,444540,359810
P33121,7307500,342980,7380900,3915400,1523900,4626100,2238000,2470900,5400800,4145400
P33176,4140500,1434600,2432600,0,677860,763030,3130200,1485700,540140,1743300
P33316,3818700,0,6823100,3499900,1014400,4185800,3958400,5686300,5762700,3847700
P34897,20428000,1235800,45943000,21333000,9030300,18525000,30133000,45499000,21411000,28254000
P34913,0,0,198000,0,57669,0,632620,338600,0,0
P34932,10990000,574750,5087800,5513200,2185300,4619200,8167700,14608000,8142800,14262000
P34949,3596500,507430,4071500,141420,341620,2579300,3378500,1260300,1919300,3182300
P35052,345110,0,0,0,0,0,315760,446300,0,335350
P35080,20844000,550460,35419000,5375300,8385600,5736400,11208000,8840300,9848100,5826800
P35221,0,0,0,0,0,0,0,0,0,0
P35222,22140000,5919300,25503000,10673000,8275600,27196000,12137000,21491000,13058000,23511000
P35232,182770000,1530100,417840000,166700000,55017000,342860000,224650000,449270000,293080000,222460000
P35237,3441500,144820,2876600,1858700,519620,1895200,4070700,5711500,2514100,3025300
P35241,5231000,3201800,3771200,2262200,2610100,1126500,7936000,7785400,1726300,5044300
P35270,1395000,0,2104300,1390000,425280,2297000,1636600,1599600,1430100,598710
P35527,127880000,6444300,20025000,21112000,12713000,55229000,64287000,115020000,26410000,38615000
P35573,2192800,108490,1463100,0,179060,842140,1754700,1074800,1644500,2441400
P35579,4907000,355170,7817700,3302800,1758400,1610100,21441000,11292000,3928200,7019200
P35580,55065000,6160600,22189000,5678700,4307300,23843000,27897000,22115000,20364000,30927000
P35606,0,268560,5644300,1034200,611370,1795800,310740,6989300,2096700,2484900
P35609,5671500,597830,1490300,793950,1622000,5917800,1026800,1912000,1928500,2710300
P35611,10786000,953120,6109700,3146100,2078900,7145100,5197200,7955700,5674000,7374600
P35612,1333000,455600,748850,421020,1933600,1402600,1111200,0,1257900,947140
P35613,3128200,0,5788100,1407600,0,3226200,371320,2366100,3190000,2326700
P35813,1431500,0,0,0,0,0,0,982710,914630,1204900
P35908,20754000,781920,36036000,22851000,16089000,31172000,54675000,88490000,46819000,36017000
P35914,1122600,0,4309600,1952000,660280,2631400,2084600,3006800,2246300,637480
P35968,3138600,0,967600,1759500,788380,3251600,522430,6067400,4056600,3581700
P35998,3795400,35799,5782600,1198000,1578600,3405300,411830,1727300,1613500,3545500
P36222,0,72244,0,0,284700,0,939950,0,0,0
P36269,0,0,101430,0,0,0,0,0,0,0
P36404,6940100,0,3467800,2738000,1288300,3152100,3691400,2352100,1484800,1116500
P36405,7615900,0,14740000,2282600,0,6417400,3219300,13370000,5046700,4755500
P36406,225550,0,1037900,139480,0,251070,117300,571070,296320,0
P36507,6891200,1967000,9198400,3254800,1243100,4845300,5930000,3528000,3969100,5464400
P36542,294100000,778140,561940000,279480000,37100000,394530000,246560000,491440000,385140000,287430000
P36543,55246000,4585900,29178000,15596000,8527100,45643000,22474000,25524000,25778000,32117000
P36578,2146200,54389,1298200,1544200,434520,429360,1390400,3130800,1744200,1812900
P36776,83388000,16515000,239830000,115800000,41678000,137300000,150810000,430960000,176410000,194800000
P36871,9830200,705530,3641100,6539600,2692900,5272000,7501000,10670000,12073000,9986200
P36873,0,0,880030,0,0,0,902110,581570,0,0
P36915,10050000,1477800,15545000,2232500,1887800,8359900,5340800,5614500,9351200,8652300
P36957,189180000,9258000,286360000,207810000,95854000,250850000,196920000,438370000,269000000,270880000
P36959,600800,0,495160,0,0,0,502950,849600,0,425770
P36969,23391000,106280,25998000,21966000,5906500,16361000,26007000,17392000,19421000,21699000
P37837,9926700,0,5608200,855520,3367900,3961100,8811200,10710000,10640000,5107900
P37840,3682700,0,2709000,1199900,236560,584960,508060,4480500,1215800,319320
P38117,68242000,1106500,126570000,88041000,32487000,110540000,171800000,122100000,121800000,87545000
P38405,653400,0,0,0,0,690220,55630,453700,273200,131430
P38571,1372000,0,1678500,1437600,0,1088000,1308600,348490,1089500,1231000
P38606,211330000,17806000,153940000,85086000,26687000,173190000,55589000,162690000,138120000,183910000
P38646,485160000,71309000,1497700000,493790000,192470000,642490000,691870000,1009900000,775320000,627010000
P39019,0,0,0,292650,0,0,175970,0,0,0
P39023,1027500,0,1939500,1550400,0,514330,2445500,1054200,1182400,0
P39210,0,0,62515,47000,0,0,116870,2270400,808170,0
P39656,165380,22038,10973000,2538400,1679700,970240,3375600,6141400,2641900,2345100
P40121,3252900,246770,28921000,380850,439690,399910,6821500,505680,539680,532590
P40123,48740000,7006200,21924000,14350000,12910000,24604000,14871000,24759000,24378000,29482000
P40227,31940000,1875600,29903000,9887900,4368900,10310000,13453000,21203000,14183000,20310000
P40763,2157700,0,5986700,1471300,838770,1299700,740740,3886800,1870200,1746200
P40925,101100000,901370,80171000,49267000,41543000,73687000,79037000,135010000,112450000,85524000
P40926,974040000,17318000,898840000,723020000,287620000,1194800000,891710000,1063100000,1083000000,1000100000
P40939,390120000,58930000,1855200000,751660000,432300000,567570000,798920000,2064800000,894350000,739090000
P41217,6201500,460180,2356400,1026500,1798000,4176700,2674100,2971600,7671400,9396800
P41222,2095500,0,1784900,325130,58429,677690,375180,1776600,916180,535510
P41240,263010,256140,0,96548,0,311930,2043600,0,183940,98890
P41247,93752,0,0,0,381690,507290,1868200,826990,700060,335800
P41250,7538100,1890300,3252200,6030400,2182500,5930900,5425000,5893800,8623300,9347400
P41252,820610,0,0,0,0,0,0,0,0,0
P41732,2336700,1917100,1398700,869710,1403100,1067000,2318800,0,1231800,2334400
P42025,7690300,0,7498700,958360,67049,5417700,1997700,5553300,1641000,3133200
P42126,2562600,0,7290400,6946300,962180,8480100,13597000,11784000,12474000,8178400
P42224,4249800,269710,23537000,2440100,779360,2487600,2937200,4589900,2806000,2167000
P42262,2554000,368530,1330200,207240,665120,2563100,0,2538800,1847100,629950
P42345,0,0,0,0,0,0,0,0,0,0
P42356,10547000,2209400,706610,1338700,2541400,2419700,1982900,3400000,4282600,4941600
P42566,1036900,0,2462100,0,233320,0,384100,664960,173630,0
P42658,45969000,3337600,23598000,18269000,12479000,44219000,18198000,50546000,47444000,43587000
P42684,580690,282100,0,0,210010,0,0,0,0,0
P42704,123880000,17196000,242630000,136950000,70725000,188360000,189410000,394940000,196570000,183940000
P42765,73060000,3815600,305420000,160130000,29355000,106260000,314740000,223220000,141660000,110980000
P42785,1565300,0,3728100,1478800,30472,653230,1393800,3866300,1593700,1103900
P42858,730950,148390,75193,0,69189,456590,190630,9154800,203790,6968600
P43003,12518000,0,76720000,5666900,2208500,24024000,6578600,42965000,16865000,15115000
P43004,512920,0,20439000,382410,98102,3390300,0,7515600,3845900,2341900
P43007,6084200,12882,8065600,4104800,2104900,7161500,801870,8043300,5364500,7962700
P43034,27752000,1461300,36530000,8290700,5308100,13895000,15447000,13181000,11611000,20842000
P43155,58109000,4810500,200390000,64422000,23161000,70558000,80153000,116690000,93478000,90245000
P43304,190690000,14602000,480760000,169580000,84391000,311000000,255210000,677460000,317210000,315630000
P43307,906890,0,7403500,985040,177760,1516700,1037800,3333200,578220,614730
P43378,887600,371260,857680,708550,254900,1964400,529380,736280,832030,743510
P43490,4891000,249750,4897300,758010,0,1292700,4527300,2150900,290330,2271000
P43686,1161300,0,3203600,349010,480190,248070,676850,769450,246570,936450
P43897,11464000,0,16446000,14465000,3459700,23275000,15127000,33847000,20754000,15981000
P45880,847700000,17993000,1347300000,657080000,364560000,903380000,682230000,1501300000,1050800000,950900000
P45954,20896000,687220,43856000,14411000,2976500,16980000,34453000,23420000,22740000,18483000
P45974,49492000,4740400,66902000,13772000,8658000,32100000,19267000,56571000,31772000,39355000
P45985,3466300,217720,4726200,775750,533760,4167900,1712800,1854200,2470900,314030
P46020,0,0,1645700,0,1026000,352910,0,930220,74482,402550
P46108,0,0,228550,0,0,128620,0,0,0,0
P46109,1882600,176820,3526600,0,0,1150700,777170,0,966230,199540
P46199,2164100,105640,3772800,2546200,869410,2667000,2161900,6598500,4533700,2838200
P46379,328810,148870,0,57163,269360,457710,715900,646810,157220,829410
P46459,612930000,101850000,338300000,187920000,110190000,391300000,221560000,410240000,424560000,442470000
P46777,0,0,0,0,313890,0,0,0,0,0
P46778,0,0,1408300,748950,0,0,581130,1402200,0,713310
P46781,677200,0,1168000,569980,0,780630,2743300,2501900,462820,122590
P46782,0,0,0,318450,366300,161430,564190,0,0,0
P46783,0,0,455440,86016,0,142520,85928,472180,115920,100600
P46821,179870000,19368000,95971000,46953000,30905000,47604000,90343000,158680000,107310000,138440000
P46939,0,0,759850,0,0,0,0,390320,0,0
P46940,0,622000,0,0,0,0,0,0,0,0
P46976,417370,0,747090,106740,138100,413320,814990,771220,1929300,319960
P46977,1036400,0,2539300,1627400,379490,584320,0,2122400,749180,871760
P47736,15273000,576110,2757500,3192000,2193000,6106100,2741300,5889700,6025700,11292000
P47755,15471000,55681,12124000,4634800,1897100,10949000,8378500,15433000,9333200,10298000
P47756,16556000,190050,12380000,6967800,3626800,9061800,14397000,8430800,13229000,11939000
P47870,2678700,96229,2008100,659980,139310,1745500,715330,1447100,1590000,1938700
P47897,533260,0,4020700,98692,373790,723020,196620,0,0,0
P47914,454720,68172,689560,265150,254850,0,790650,421080,370660,485040
P47985,113440000,1539200,223180000,148890000,88055000,158490000,179910000,299630000,175630000,103900000
P48047,604780000,15571000,1102700000,512440000,434560000,615040000,748630000,986740000,700040000,465920000
P48066,13594000,2028900,30003000,17163000,11997000,20407000,10122000,23525000,15364000,22506000
P48067,989360,0,2209200,656570,494270,1257100,459970,0,1450600,565200
P48147,583320,0,915550,0,0,452790,0,510800,165870,134870
P48163,0,0,213530,405070,0,58121,491680,1004200,90795,422910
P48426,9022300,920340,12826000,3312900,2406500,4535500,7466100,9752100,7000400,6087300
P48444,780680,0,3923600,996370,997070,870450,1592000,2174500,1355100,1229700
P48449,586860,0,2436700,2141300,706670,687810,886420,1593200,493710,1591500
P48454,2821200,0,0,0,1655500,0,0,0,0,0
P48506,6304800,109660,13369000,3852900,689660,2753100,2444100,4839300,2835200,6261200
P48556,4309600,291170,9060700,645360,240650,2608200,2221600,2896700,5216500,4111600
P48637,5590300,279500,1813900,1396700,728470,1496700,5313400,3411200,3190300,3965700
P48643,13566000,482900,13195000,5196600,1490500,7862700,5072400,6842100,6892200,7012500
P48735,596870000,7270300,1635600000,441170000,105160000,840910000,456610000,1092200000,598600000,665240000
P48739,2056900,0,902010,1875300,147470,1599200,1888900,3396700,2154400,2555800
P49189,58505000,4956500,88543000,62018000,14865000,30534000,121900000,78393000,55552000,54680000
P49257,982950,138910,6507100,757790,1163000,421240,0,4247500,706030,824830
P49327,27303000,7180000,50382000,3746700,6196400,12358000,18256000,17985000,11578000,25753000
P49354,1125300,0,1573900,0,0,0,686080,0,529720,0
P49368,26859000,1127900,29397000,7683400,3204900,14982000,9301700,21219000,12337000,15996000
P49406,1172100,0,2247000,911760,257030,1535000,3018600,3116100,2318700,1608000
P49407,283110,0,555040,43745,0,148450,0,515800,239510,213010
P49411,409060000,33628000,862430000,539770000,231740000,639670000,637460000,1398500000,713480000,653240000
P49418,11684000,1173700,4803300,3596100,2478600,4436200,2796700,5520900,5734300,8746600
P49419,142930000,5623600,321400000,185930000,42447000,101180000,393630000,341640000,263570000,205370000
P49588,30577000,6331200,47396000,10111000,7173600,16837000,17230000,25604000,15715000,25658000
P49589,1268800,448960,882000,312370,0,714910,810030,837720,686260,1499900
P49590,8481500,362520,16653000,9083100,6345700,11232000,15035000,21412000,17677000,9967700
P49591,3540400,0,3007000,1217500,0,1042700,674750,2663800,2484000,2782000
P49720,767340,0,0,0,0,469790,439310,869130,0,284170
P49721,3530400,0,1941300,810650,1131300,1090900,1837600,438510,2857300,1357100
P49748,94040000,7913200,300690000,170870000,40718000,219030000,237800000,314000000,315450000,164610000
P49754,579350,52658,0,538630,44364,449830,0,703180,0,117690
P49755,2721800,0,7785900,1773500,0,1476100,2196600,1647700,1842800,1020900
P49758,0,56144,2393100,0,0,0,594690,0,602500,403480
P49789,2131200,0,0,898420,999340,659030,0,1294600,2280300,875790
P49802,7638300,743850,5552400,1610100,2188300,7843200,3387000,5238800,4529300,5476200
P49815,436090,29097,482250,123780,60515,489890,180140,305210,199470,536480
P49821,142610000,17475000,252600000,190760000,100940000,254890000,196940000,434190000,270060000,223550000
P49840,1831400,0,1236300,405040,0,975860,257680,1339300,780500,995100
P49841,4951500,443350,3227900,1497200,829110,2558900,1130400,3145200,2900200,2583500
P49914,452030,0,0,273890,365720,529610,885360,0,853040,393470
P49915,19031,0,0,0,0,0,0,0,0,0
P50135,1237100,0,1867900,640200,590360,116280,1143000,7541400,2458900,1310400
P50148,22031000,720060,18280000,6554400,4878500,9854000,9493700,11305000,14019000,9575000
P50150,1165600,0,0,116140,0,219900,169390,0,557370,134960
P50213,266280000,11404000,418880000,232060000,87039000,407570000,281790000,338430000,303280000,292770000
P50336,9118900,2501300,11191000,9342100,4936500,10075000,17517000,15883000,12402000,11614000
P50395,16850000,216710,13595000,5186400,2421400,9268600,6911000,22513000,14305000,12994000
P50402,467690,0,833300,0,0,366400,374620,0,426930,329720
P50416,27383000,2827100,79235000,72347000,42744000,41286000,77933000,163250000,84180000,82377000
P50440,8992000,244660,23268000,7749800,2346500,6140200,26331000,17565000,14090000,12309000
P50454,0,0,1974600,217830,0,0,363960,1001700,314550,194520
P50502,17076000,352010,4260500,2329000,3772300,4048200,14219000,9157200,4688100,12487000
P50570,48298000,2048400,23650000,18593000,7572100,26642000,15071000,32268000,35843000,44372000
P50897,23820000,595780,50405000,43019000,16713000,18696000,70679000,61962000,26353000,43839000
P50990,44661000,1695400,47031000,11802000,8093000,19954000,14739000,28911000,25838000,31683000
P50991,18220000,1030800,33487000,7085200,2830400,16703000,10839000,20652000,11067000,20751000
P50993,613420000,53502000,917030000,363170000,249990000,454240000,395290000,653600000,600670000,716170000
P50995,1323000,72810,7218300,0,767540,2143600,849950,965280,1465500,394420
P51116,1478800,333580,2038600,0,1760900,0,2675500,2150400,1942100,1969600
P51148,43612000,116400,59799000,19986000,2702900,33032000,46369000,82271000,50295000,21598000
P51149,42358000,796860,45701000,24069000,12943000,28276000,40977000,51456000,42201000,34197000
P51151,903170,0,1856700,1530900,111040,878020,613690,973990,388200,417510
P51178,2652100,432270,15958000,2170600,1466600,2677200,5581900,4064300,1393200,1772500
P51398,1886500,0,1922400,1612700,240670,2232800,2426400,4646400,4103900,2181900
P51452,3171200,0,4026400,397400,1029900,2718900,1767300,1918400,1933300,1198800
P51530,3337300,510290,1370300,1324000,1447100,1854300,0,2202600,2022700,2542900
P51553,20973000,2542600,37171000,20580000,12639000,57409000,9508400,65228000,32601000,35369000
P51571,64085,0,1138000,0,0,118930,0,0,153920,0
P51572,272030,0,1748500,0,335550,0,866430,0,160170,0
P51610,47625,0,101380,0,0,57822,36409,0,0,21031
P51648,3916800,146090,5886200,2116700,2079700,4281300,4548500,10901000,2662900,2688300
P51649,202160000,12174000,183150000,162580000,58906000,146130000,260620000,255200000,193660000,247550000
P51659,19681000,1550900,137230000,27413000,20468000,25023000,29834000,87266000,33266000,32643000
P51665,315550,0,2267300,209130,128090,289870,272080,843060,579440,420510
P51674,15971000,57811,0,4598700,2267300,0,0,7370100,9298300,36683
P51687,204250,0,2506400,3232000,1411400,1921500,1415800,11919000,4927700,3841000
P51790,2285600,235700,625610,1000600,558750,1095400,1187400,1108900,933840,1308000
P51793,0,69605,0,0,99933,0,618710,0,0,537070
P51809,0,0,806030,0,0,0,455800,0,0,0
P51970,41190000,39624,108730000,25884000,907320,66881000,29070000,117960000,52285000,27258000
P52209,18973000,1564700,5447400,7333600,6335200,5518900,14934000,21604000,13802000,20864000
P52306,55157000,2920100,29477000,6647000,7309700,35853000,12339000,24990000,16845000,36461000
P52429,348550,0,0,88962,0,427720,0,0,203150,145760
P52565,79236000,486290,69341000,6808100,7178500,29469000,23484000,24804000,31703000,27056000
P52566,548940,0,2932600,478860,227980,412250,2138900,776350,649470,0
P52594,823990,189590,0,0,324250,0,0,0,0,669930
P52597,127310,0,835280,0,83554,0,222570,253480,253880,0
P52735,0,0,46996,0,0,32408,0,0,0,0
P52758,15826000,178680,9090600,16553000,8351300,3386400,29943000,7752800,10716000,3066000
P52790,681850,0,0,285030,0,620060,0,1118200,733050,1272500
P52815,1884700,0,3942300,1711400,1121800,3358700,1710000,4663500,3693700,877810
P52907,2828700,0,3064600,1271500,719730,2801400,1717100,5848800,3680100,1936400
P53004,3832000,109980,0,553680,863910,600890,1533200,827810,2355100,2580700
P53007,52858000,75521,122270000,40561000,10281000,38574000,48378000,122100000,52633000,40903000
P53041,0,0,0,0,0,0,148990,0,253390,0
P53367,158560,0,204150,0,0,128000,0,85669,0,108480
P53396,14274000,909140,18145000,3748400,1353100,6678100,4976400,10408000,5873800,11626000
P53597,93468000,940600,247200000,63009000,21845000,110440000,94828000,101410000,119630000,111550000
P53602,1804600,408530,1316600,0,534970,409690,0,0,570920,606780
P53611,1274200,482770,2648700,470060,672520,897570,1446200,656190,0,0
P53618,860290,0,913800,78837,0,687710,2517300,3951700,741180,561930
P53621,5623600,750060,14126000,3601100,2630400,4767900,5683300,9273600,4280500,3914200
P53677,1431600,174830,2471400,1000100,1201400,2390900,464260,1487900,2534000,3397200
P53680,17575000,144400,9361200,5080800,454140,5542700,6558700,6040800,9192100,4949600
P53779,1710000,199910,1522300,42771,573050,1249000,35545,1208200,1159600,1275000
P53985,415820,0,871010,0,0,237680,0,488750,335660,531620
P53990,1417300,153010,1582500,939230,678050,0,534910,1924800,68141,0
P53992,0,0,311590,59445,0,0,0,0,0,112240
P54136,1157000,87485,8084200,201870,303900,855550,287490,613240,913160,1588700
P54289,11676000,831360,553330,1025500,1760400,4567100,3927100,5911700,5453200,11691000
