proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25
Q6Y7W6,,,15646000,2172400,10021000,176740,4633400,254960,,,,,,851860,,,56535,,3732400,834460,823890,4200900,,2186100,552720
Q6YHK3,,,10661000,,782640,,,,530220,,,,,1089600,,,,,,1498800,,492580,890140,265350,
Q6YN16,9796600,9589100,37418000,8155200,46214000,929990,17046000,80043000,147430000,,,4466700,49334,6311500,883870,20024000,9283700,,,8852900,51084000,14047000,80649000,43932000,
Q6ZMI0,3522700,5791500,299090,4150300,7000800,,,1024900,3977400,,,1810600,,1255100,,,811440,96505,1031700,,,5330600,1155400,837890,4661500
Q6ZMJ2,,92115,,12545000,19892000,13974000,36415000,58715000,41179000,,,288730,,11908000,97775,1341300,,11713000,4922300,114770000,2068000,35610000,,,
Q6ZMP0,8295300,2826300,,24552000,1253200000,349090000,5305200,20388000,94062000,,14191000,3339700,40310000,148980000,150520000,11874000,,11216000,46923000,1030100000,278020000,454540000,196640,,
Q6ZRY4,,3401100,,943570,,,,,,,,1229200,,328260,,,,893500,,,,,,,
Q6ZSR9,,,,1957400,3889100,,,,,1169500,,,,,595060,,,,,2803800,,6259200,,,
Q6ZTI6,,,,270400,1520500,824120,8199300,629520,1043200,,,,,1014500,,1558200,,,,,223190,1653700,,,
Q6ZUS6,,,86723000,,,,,,,,,17848000,,,,13765000,,,,,,,,12813000,
Q6ZUX7,,18962000,,,1309100,,1453900,30072000,10564000,1770300,1504900,,,204540,4173100,,,2452900,,1982000,5004400,11295000,,3858000,
Q709C8,3031600,12207000,79246000,19916000,64236000,8066400,87316000,50133000,336660000,,1343100,22674000,,1941300,18237000,2368700,175650,5719700,25899000,94362000,6601200,69370000,3584700,6349000,3009100
Q70UQ0,,,293770,269130,34554000,1797800,,22830000,20174000,,,,,,,,,3708500,,,3287300,6385900,,,
Q70Z35,,,,,,,,,,,,,,,,,,,,187820000,57366000,,,,
Q71DI3,,489150000,289590,48438000,26796000,3038100,,,,,,,,63081000,54092000,,,32795000,44118000,6860700,3470400,6315700,,,
Q71U36,56042000,125560000,688490000,88045000,130510000,16882000,49103000,394480000,315040000,80285000,50609000,106170000,26137000,161940000,84298000,38932000,82588000,146310000,516580000,267640000,331560000,258760000,91718000,33705000,1199000000
Q71UI9,161950,754760000,129960000,189590000,297830000,78335000,154100000,98412000,233220000,59216000,7018000,49919000,166750000,84828000,214470000,139960000,756850,70816000,73587000,152240000,40959000,116110000,14556000,18006000,
Q71UM5,,3229400,4881400,,8115700,12443000,18651000,17188000,45329000,1598800,714880,,2775300,,512480,5697500,,,9153400,26670000,9971500,17259000,471150,639930,567980
Q76FK4,,,,,,,,,,,,,,,,,,,,,1712600,,,,
Q7KZ85,61201,10611000,3555200,3075000,1232600,958260,,5823200,1935200,324660,,354100,,37754000,,,944270,876560,1438000,2072500,4031700,,,,321880
Q7KZF4,83072000,592270000,395720000,271490000,370690000,83032000,324360000,545870000,107360000,49525000,78490000,22336000,94504000,86168000,142340000,62327000,48961000,122470000,412500000,574610000,600480000,349080000,70609000,56689000,18389000
Q7KZI7,,3647400,,,,,,,,,,,,,,,,,46920000,,,3437000,,,2095400
Q7L014,,13605000,,1760600,7765400,,,2450200,1371400,,,,,,1957900,,,,,465810,25804000,4443700,,,
Q7L099,,57594,,,,,,,,,,,,,,,,,,,,,,,26631000
Q7L0J3,,9033100,10756000,,,,771690,1043300,2885000,,,2043400,,,87230,706350,9440000,135470,,1279400,308510,,17579000,440150,288850000
Q7L1I2,,,,,,,,,,,,,415340,,,,,,,,,,3451000,,153860000
Q7L1Q6,19333000,,24637000,20999000,73664000,2229000,,19286000,69672000,,8681100,,19521,1842800,2851400,10529000,5702900,17249000,19746000,,55188000,64739000,2198900,,
Q7L266,,,,,833790,,,,,,,,,,,,1596900,,,671580,205880,583180,7901400,1240300,31639000
Q7L2E3,,11907000,12792000,7466900,1670600,718040,,2040800,1138200,,,1872400,,,,,,,,1155700,,,,2459700,
Q7L2H7,,27408000,55502000,53604000,9910800,457580,7900500,48493000,7808600,,,,,71854,,210640,134330,22867000,12076000,9739400,1387400,9144900,,7354100,
Q7L2J0,1106600,7623800,,4251000,,,,,,,,,,,,,,,,,1175100,,,832900,
Q7L576,15292000,15648000,32091000,39838000,58765000,21005000,124800000,91219000,53143000,69718,5966500,,1516600,11960000,2073300,5234100,627260,13716000,20823000,105250000,119930000,80000000,64007000,36537000,139310000
Q7L5N1,,53217000,56378000,16356000,65633000,2039700,27756000,30421000,48708000,2089400,14968000,,,634050,388690,1008100,7495000,916940,11505000,13795000,2620700,35874000,13407000,8852200,25044000
Q7L5N7,,4537100,6238000,1265000,,,,956440,,,,,,,,439670,,233350,696480,,,2720600,,171690,
Q7L775,5915500,32800000,12250000,23399000,2399200,8900400,30617000,,29798000,,3399600,,,909100,703730,,3945200,2495100,16977000,14962000,21538000,14602000,290730,,
Q7L7X3,,3665000,1071500,,,,378790,,,,,,,,,,,,,2129900,,,,,
Q7LBC6,,,,,,,710920,,3166600,,,,,,,,,,,528170,10615000,,,,
Q7LBR1,,,5156100,,,,9687300,3627900,,3045400,,,751630,,,851400,,,2663200,5377700,1195900,37752000,1276100,500430,
Q7LG56,1996800,16838000,7540400,3156700,,978730,1508400,19238000,83989000,,7367000,2700500,,3190600,5165200,,,5650100,6116900,4999500,299020,4660500,726450,709940,
Q7RTV0,,4654100,1317400,,,691720,,2869300,3426100,,,,,,344320,,,2247000,2795300,,1190100,,175180,,
Q7Z2K6,647900,1954600,,27398000,67910000,1689100,18880000,4408300,32521000,,,,4441200,3182900,2238300,987540,351680,10908000,12441000,60582000,7426200,19733000,1174600,1605500,766340
Q7Z2W4,,946930,9378000,2063500,11354000,,4036800,,,,,,,,2559300,645030,,493280,,,13034000,2665400,,,
Q7Z2Z2,,132950000,,1240300,1056700,,,,,,,,,,,,,,,860500,,,,,
Q7Z3B1,,,,,,,,,8851400,,,,,,,,,,,,,,,3883700,35888000
Q7Z3D6,,75798000,31652000,7688900,17670000,,3151900,33769000,17066000,,,,,,,,,,738100,3672900,,14383000,8252700,7031200,3964700
Q7Z3U7,,,,94153,2809300,,,,529910,,,207980,,,,,233540,7113.2,1541400,664680,,1277600,,,44493
Q7Z3V5,,,,,,7819300,,,,,,,,,,,,,,,,,,,
Q7Z3Y8,,,,,,,,1352600,,,,,,,,,,,,,,,,,
Q7Z3Z0,,,5158200,,,,,145960000,3218200,,,,,,,,,,14678000,65358000,,1146700,,,
Q7Z406,19156000,207480000,11380000,35444000,25566000,30349000,149930000,145230000,63609000,5438900,23541000,29710000,17585000,,78895000,5529400,20535000,69875000,70382000,155510000,125970000,117990000,5312300,60768000,5694800
Q7Z410,245860,,,,5371500,,12256000,,,,3153800,,,,3440800,,,,,12837000,4223200,5988500,,,3363800
Q7Z417,,2146400,,,,146910,596910,,,,,,,1191700,251220,1559400,,,,,,8864200,,,
Q7Z434,,,,,4813000,,3078400,5627400,2467800,,,,,,,,,,,4447600,42773000,27189000,,1130400,
Q7Z460,,,8115400,,,,,3172200,8266200,,,,,,,,,,,,,,,,
Q7Z478,,114180,,,,,,,288680,94517,,,,,,,,,,217800,8564700,,,,
Q7Z4G1,,,142520,153530,2565100,1619400,,,1554300,,,,,,,,,332250,,556710,782660,,,,
Q7Z4H3,1355400,9351900,,17869000,22991000,9160700,4811800,8418200,17418000,,,,,11730000,4631200,7651900,,,4700300,10669000,3363600,699750,679430,484390,
Q7Z4H8,11066000,769620,5903100,4413600,2864700,13210000,9205100,,3869000,888980,,,14894000,,,,,633000,11514000,,23990000,2135600,1204200,3012200,
Q7Z4R8,,,,,,3557200,561410,,,709200,,,,,,,,,,4572400,,349950,,,
Q7Z4S6,4092000,,,,,,,,,,,73112000,,,,6639100,,,,26547000,,,7633500,,15037000
Q7Z4T9,,,,,,,,,,,,,,,,,,,,,433300,,,,
Q7Z4V5,,11408000,2460300,8701600,11176000,1212600,18763000,8978500,4514700,,,,643370,1776300,523660,,,4034200,5722300,,47335000,17699000,,60382,
Q7Z4W1,,53599000,28574000,8416000,24526000,21033000,41233000,75349000,82098000,,,494600,,2804600,2154000,6641800,,1611800,9838800,16124000,5568700,48066000,31005000,58150000,51029000
Q7Z5G4,,,,139260,,492810,2071100,451210,4666700,,,,,40263,72324,,,,1427800,2861900,552160,1991500,774650,,
Q7Z5L9,,2323800,,,10371000,2137000,4582900,3474000,,,81549,,,154580,51425,,130100,,68696,2668100,10155000,2131600,,358150,
Q7Z5P9,115090000,1866600000,2566300000,2795700000,1877000000,439540000,32820000,6432000000,2839800000,,,,,,1495500000,126750000,7663200,1861700000,2484900000,3014100000,4281900000,3092200000,3108500000,31701000,2775600000
Q7Z5R6,,,,,,1102600,1365000,,1037700,529960,,,,,,,,5939500,2857500,6323300,,4803000,,,
Q7Z6B7,,95053,2802800,3689700,,1257100,,3821600,578750,,,,,,,,,628790,2620500,2982500,,,,,
Q7Z6G3,,4385000,,,,,,,,,,220550,,,,,,,,,,1431700,4438700,,15018000
Q7Z6K5,,,1240300,2833500,10380000,7560400,2320700,4678500,3820600,,,3321600,,3438600,125500,,,,,,3049400,,,,
Q7Z6L0,,,,,,,,,,,,,,,,,,303870,,,,,13014000,686590,187370000
Q7Z6Z7,12047000,57226000,77218000,121220000,113870000,7969800,73662000,99956000,26451000,1371800,7822800,22413000,26397000,2958800,20513000,5712700,7269800,22070000,58618000,188770000,81134000,112310000,4338900,6593900,6027800
Q7Z739,,867690,450520,4658600,24676000,1835300,8027400,11755000,20247000,1131100,801080,,121710,4362500,,,,1370700,1246400,5429100,8202300,9714300,520080,,
Q7Z794,,,,,596220,4123600,952780,5530600,4302300,,,1573100,,,,,,27529000,784540,5054000,,,434500,515970,2423300
Q7Z7G0,819930,1413700,50327000,1934500,534900,45961000,361140,1176400,94622000,,,,6575700,8360500,2251800,,10097000,,5190100,239350000,13396000,11956000,17172000,43458000,1559100
Q7Z7H5,3811500,8392600,2382500,7223400,5461500,,,24268000,26814000,1394700,,,,,,,,3725700,,5586500,1499300,8750200,,,
Q7Z7K0,,,2565700,,,,,,3718800,,120870,,,191930,,,,,,,,,,348480,
Q7Z7K6,,26735000,172260,45904000,7517000,222320,1586200,12010000,13448000,,1502700,729620,94229,27475000,104760,29693000,656510,3666900,1104700,7938100,731120,741920,,,
Q7Z7L1,,,,,2619300,,3314300,1457100,,,,,,,,,491050,,,25609000,,,215950,5061400,
Q86SE8,,,,,,,,,8722600,,,,,,,,,,,,1426800,,,,
Q86SK9,116090,,,,2238100,611950,1876800,26678000,11435000,,,558860,,2486200,,,,,,,,5044700,,,1628400
Q86SQ0,,503300,1151800,5035800,9944000,,9748200,488260,294570,,54562,326280,,,,,,,33357000,10206000,,14162000,917270,,
Q86SX6,,1688900,7144100,,,,,,,,1011800,,3414500,,,,,,,,,,,,
Q86SZ2,,,,,,526800,,732830,2093200,,,,,,349580,,,,,9208300,562860,5149900,1955400,,
Q86T03,,,,,,,31155000,3396400,4069700,,,,,,,,,,,,504150,,,,4056300
Q86TI2,,,5472400,1325500,3550500,809200,1031700,,1373700,,,135910,,,,,,,2345700,1890300,166320,2322000,399370,,
Q86TN4,,4797600,595950,,,,,,,,,,,,,,,,,,,,,,
Q86TP1,,,,,2535500,,1003600,3932500,,,,,,,,,,,,,,,,,
Q86TX2,,,,,14009000,288640,12246000,68927000,13162000,,,,,,,7186400,,,,,1091700,,10338000,11725000,
Q86U28,,,,,,,1853700,4545100,4870400,,,,,,,,,,,,,,,,
Q86U42,,16674000,13390000,10988000,12506000,5874600,5996200,16617000,10973000,,,2060000,3396300,22773000,7841200,,,,,13403000,22964000,14414000,1800000,1723900,
Q86U86,,5183900,,,,,,3296100,,,,,,,,,,,,,1269800,,,,
Q86UD5,837190,,,5330200,9502900,,36150000,,79211000,,,184850,,,,4312300,1617000,,,1112800,,61449000,,104230,
Q86UE4,15591000,36513000,11784000,16661000,42070000,6602700,8757400,20823000,15417000,1334000,3657600,,,11302000,13258000,8578100,1602200,11908000,38811000,51805000,38202000,62777000,3486100,3995800,
Q86UG4,,,,7874600,88292000,94356000,109230000,534750000,171390000,,,,,,,,,,,279240000,653370000,744330000,4846100,267880,
Q86UL8,,,,,,,,,,,3447100,,,,,,,,,353170,1189600,,22561000,,
Q86UP2,77055000,201310000,51461000,53800000,114440000,26348000,188990000,332810000,160100000,8912500,15567000,3720200,12331000,42378000,18358000,2672100,2953500,50890000,91209000,243770000,180020000,318600000,246110000,139020000,19908000
Q86UT6,,,,,8702700,,,,5453500,,,,,,,,,,,,,,,,
Q86UU1,5361400,,,3482100,,,,,,1805900,,,,,,,,1509500,,,6445200,,,,27273000
Q86UX2,,,,,,,,,11784000,7007400,,,3056500,,,1613400,,,,22156000,1149100,,13937000,38371000,
Q86UX7,1949300,17896000,26913000,9619000,13498000,1426500,4769600,3610800,471590,273820,,2174100,1830200,23628000,23113000,3725600,10512000,4646700,11168000,12937000,2181000,14495000,1608700,4066600,249610
Q86UY8,,7250900,1021000,,,,,1386100,1089600,,,1431800,,,,,,,,,382060,,12590000,4162200,
Q86V48,,,335900,,,1256100,9934900,696630,3624500,,,,,,,,,,34008000,16437000,17759000,,,,
Q86V81,5949800,82448000,21917000,28765000,38693000,,,3997400,5220400,7285800,,7692900,6912800,37777000,26312000,27515000,416690,25155000,18722000,8057500,4485000,28187000,496990,,
Q86VB7,14248000,33753000,159050000,47440000,161040000,20125000,31738000,88585000,28836000,1521600,6276300,879570,25239000,11090000,160530000,21318000,6752500,85995000,199580000,74421000,69177000,587120000,136950000,64641000,597480
Q86VI3,,,1073000,,,,,,,,,,,,,5485400,,,,,,,,,
Q86VM9,,,,,,,,4824600,,,,,,,,,,,,,,,,,
Q86VP6,258850000,1323600000,937380000,473900000,382000000,139690000,494350000,1279200000,188740000,198300000,224580000,229370000,190080000,142120000,164980000,36621000,104080000,161330000,454640000,924780000,608860000,416400000,464690000,362260000,491260000
Q86VS8,5295900,8016500,6291200,6685600,815930,460990,2227200,5830300,2009100,,1917100,1073500,244040,2483900,185810,635810,,7090600,1761100,10314000,8496400,11402000,1051500,1537900,656170
Q86VX2,,,,,1266600,2189200,,3176700,8019700,,,,,,1041100,,,,3243800,2365800,,,,,
Q86VY4,,,,,,37020,174160,677320,,,,,,,,,,,,,,,,,
Q86W42,,,,,4282800,,,3860900,,,,,,,,,,,,,1556700,2464800,,511390,
Q86W92,13551000,30509000,1017500,33962000,29654000,2067200,16711000,1715200,18542000,27784000,4220500,4690900,,388750,,6772700,,4441600,1176100,14226000,13916000,127720000,,403660,
Q86WA6,,,,,8741000,,,12675000,6723100,,1231100,1986300,,,552310,,891290,,,3463200,475750,6445200,,3577700,
Q86WQ0,,4364400,4127800,2240300,1994400,567620,,1762400,4940800,,,,,122400,,,,,840900,1379000,2176400,,476180,,
Q86WR0,,,,,,,3920400,,11190000,158900,,,,,120980,143880,,,,468200,,18184000,,,
Q86WV6,2238500,,2013500,6479600,9473200,85172,1200600,31965000,,,,,406520,1071800,,,,60695000,15155000,4594800,2299700,14783000,,,
Q86X29,,,,,,,3383400,,,,,,,,,,,,,,,,,,
Q86X55,,,3509800,5677000,3331300,204760,,1568000,5321900,,,,,,,,,2606000,,,615960,,57261,,
Q86X76,,13907000,10240000,11001000,17217000,4877400,13355000,74859000,52074000,,,,,,,,,7056200,8201400,14079000,,12055000,709950,8340000,16227000
Q86XP3,8664100,54225000,25594000,25676000,14306000,2964200,14594000,40862000,13336000,7944400,5254400,7411900,,8056500,24656000,,,14763000,6700400,20376000,32778000,38403000,851540,,456050
Q86Y39,,,512490,,12431000,1889200,3498100,,18638000,,470310,,,,,,,758350,,7186600,2310900,2985600,1336900,1812600,6364100
Q86Y46,9009600,370520000,187520000,263420000,297550000,584260000,386990000,297000000,878980000,14779000,21224000,30240000,14520000,57573000,601670000,16145000,99910000,252030000,410280000,1166300000,121220000,270830000,226940000,488420000,49875000
Q86Y82,,24496000,25197000,8829000,10474000,308720,2906900,18042000,,,,,,4162900,3419900,,,6217700,14618000,15067000,6296000,8026300,6041400,,66172000
Q86YR5,,,12621000,,,,,,,,,,,,,,,,,,2655500,,,,2843000
Q86YZ3,95921,93610000,20990000,18575000,42506000,31977000,17037000,42787000,82297000,216450,11080,1997800,1700400,2327700,30846000,1748500,14853000,41982000,91255000,65945000,7958000,35324000,42620000,114210000,5866400
Q8IU81,,164850,,,,,,,,,,,,,,,,,,,2356700,,,,
Q8IU85,,550060,135250,,424460,314540,7712300,4787100,1390100,,,,,,,3123700,,,,8647000,7614600,9916200,,,
Q8IUD2,,8986900,16648000,13709000,5679900,4680400,7691800,8168200,4092700,4623700,1677700,1263600,,9331500,2233800,5951900,,4115300,3497500,20630000,11163000,30906000,1198800,439450,147570
Q8IUE6,,72915000,9565700,13540000,173770000,60123000,162560000,89738000,227450000,11113000,812330,7409600,51329000,111460000,162430000,93362,,146680000,205890000,206680000,40387000,59960000,27794000,37127000,
Q8IUX7,3636100,1523800,598560000,8467300,1417100,37803000,1448200,2761500,1688900,,1230500,3985900,30902000,844360,28181000,,26544000,,5519800,85505000,114230000,3107500,93517000,95196000,4977100
Q8IVD9,,,,,,,,,,,3040700,,,,,,,841740,,,4604200,,,,
Q8IVF2,16665000,31452000,139240000,67004000,32471000,4276400,72572000,350680000,44647000,10633000,12298,,,979570,9703300,20116000,2810700,1468600,6742900,39492000,371070000,194450000,11411000,14582000,7902800
Q8IVG5,,,,,,,,2442600,260010,,,,,,,,,,,1121700,3729700,,,,
Q8IVM0,,,,,3443100,655940,6453400,6685200,44682000,,,,,48703000,34958000,1191600,,,351390,2496300,1878900,6163300,1916200,8480300,
Q8IVN3,,,,,,,,,,,,,,,,,,,,,,,3203800,4351100,
Q8IVN8,,,,962070,3629300,,,6219900,4170800,,,,,12511000,,,,6785400,14183000,43225000,,7167800,,,
Q8IW45,,20176000,,2504600,,,20261000,36037000,27172000,680870,,,,,,1230000,,6656200,6396200,14421000,,944990,6984000,29444000,25754000
Q8IWA5,8569500,,,13160000,38458000,11459000,65927000,9875400,23864000,23249000,1673800,1540700,105770000,62266000,194320,13716000,3032500,8226100,32978000,212880000,138760000,137860000,13601000,26564000,40498000
Q8IWB7,,,,,23332000,528570,7457600,22526000,14476000,,,,,,,,648730,,,9980200,2376400,8881800,622350,577160,
Q8IWE2,11338000,7384700,53339000,11333000,82246000,7991100,10388000,37852000,60478000,3330300,3099100,6398700,6023100,,351380,,7409300,15448000,12623000,58076000,36402000,15157000,,1466000,
Q8IWJ2,,16406000,771090,1193800,,214450,18966000,846950,547910,5420800,,,18027000,,16422000,,132120,,3143300,,2229300,,,,
Q8IWS0,,,,,1402200,134130,,1568300,4580200,,,,,,,,,,,,4415600,3940000,,,
Q8IWV2,,,45981000,,,,,,,,,,,,,,,,,7001700,,,546980,,573800
Q8IWZ3,,4899000,30851000,1628500,,,,,,,,523110,,4789500,3979300,,,,,,1882800,1372400,,,
Q8IX01,,9259600,2778500,3840600,,34987000,48824000,60456000,,,,,,275590,,,,,1342300,,2671500,,15402000,,
Q8IX05,,,,,3717900,1656200,,,2177600,,,,,,589270,,,2262600,4612800,1474500,338620,620470,,,
Q8IX12,2579600,33441000,517900,2134800,2293300,,,1176800,2136100,,,2621400,397760,,,,71798,3083600,,4336100,3408300,2791000,556870,534310,
Q8IXB1,7798900,,21564000,6252400,9366800,,,2168200,,,306450,,,,,896190,,1337200,6253500,704170,2243300,,,,4691000
Q8IXI2,,,,,2798400,,,,7445900,,,,,,,,,,,35808000,1194000,2695000,,331620,
Q8IXJ6,,,6586700,,,,,,10645000,,,,,,,,,,,,13357000,328460,,,104200000
Q8IXM2,,24158000,823630,,7659500,14908000,21045000,7784600,11619000,10785000,2083000,4129000,10196000,9145400,15838000,7400600,,,,5332900,1112600,,,881950,
Q8IXM3,,,961250,,3339900,,,,5668300,,,,,,,,,,,,468820,,,,
Q8IXT5,,282250,,,5320600,522140,623700,12342000,1755500,,,,,,,256530,,78452,,,8697400,,,,
Q8IY67,,1544300,,4624800,5630200,185930,,4599800,6790400,,,,,107560,,,,,1012600,,7727000,4220700,,,
Q8IY95,,,,,,,,967590,15240000,,,,,,,,,,,,,,,,
Q8IYB3,28225,9791600,139340,139450,7208700,1259600,6115700,5437400,4124900,,,,,,,,,,2212700,4364300,25346000,10230000,,749890,
Q8IYD1,2177600,,,,,,,,,528820,,,,,,,,,,9424500,13319000,8020500,,,
Q8IYM9,,8548700,,,181000,,,9642900,400490,,,,,,,,,,,,4999700,4305300,446760,410550,
Q8IYQ7,,11127000,3580300,2915500,,799820,2678700,,19877000,,,,,,,,,,,,,1124700,673820,,
Q8IYS1,,,,,,,,,,,,,,,,,,,,5166600,4660700,,,716210,
Q8IYT4,95248000,90615000,122440000,135990000,119590000,29928000,115410000,127250000,51343000,7052700,34825000,20546000,110460000,82772000,157790000,64864000,40891000,61784000,135740000,167700000,87550000,132220000,38934000,48843000,52587000
Q8IZ83,,8506100,,15763000,38421000,2376900,18904000,111570000,7532400,,1143300,,818940,9185800,191620,2649200,,4279000,50551000,24730000,28503000,12116000,14659000,28587000,
Q8IZL8,,,,6013800,2203900,,,,,,,,,,,,,2074100,,,5685800,,,,
Q8IZP0,,,,,2924000,,10882000,1771600,16965000,,,,,,11031000,,,,,,2811000,,2015900,,15724000
Q8IZQ5,,1134700,2703600,1081200,1766500,385540,4478300,,,,,,,729780,1817900,,,,,,510900,1800200,,,
Q8N0W3,,,,,,,287720,,,,,920570,,,,,,,,,,,,,
Q8N0X4,,6645800,,2217600,2796200,,,37147000,141510000,556420,,,,,374160,,,672640,,,,,668520,4543500,
Q8N0X7,,138430,,3324900,3931200,,,,,,2499600,3243000,,,,,,469610,1848100,4929700,10538000,9271100,473260,340480,
Q8N111,,612470,,,,,,275070,4033000,,,,,,,,,,,,431280,,,,1817900
Q8N118,,,,,,,385210,,,,,,,,,,,,3472000,9904500,,2142000,,,
Q8N126,,798270,1112900,,39962,66551,,38081000,,,,,,,,283290,785490,,,,456270,,6562800,,399680000
Q8N129,,,3242600,,,92068,8273700,10124000,6231600,,,,2776200,10055000,,,,,,12736000,4209600,,,,
Q8N138,,,683930,,2242600,1963800,7107100,3994800,8132300,,,,,,715660,,,800030,1424200,6381400,1569500,4055600,182530,,
Q8N157,,8379200,,,390330,11487000,6517100,5003800,,,,1103200,,,27510000,,2074200,,,5225400,,,,,
Q8N163,12842000,129950000,40902000,77953000,77897000,6696500,52541000,66482000,52567000,8823300,2331000,7742300,7665800,11320000,31321000,10876000,,7568200,8576200,68694000,81270000,40240000,1091400,2935300,909010
Q8N183,,19249000,7318400,3558400,7954200,,,227790,4469500,171270,,,,,301090,,,,,2314800,,1745400,2556900,1262200,
Q8N1F7,10225000,18090000,12107000,16245000,36542000,2696100,12078000,35583000,10966000,6445900,680300,,1188100,3903300,1548200,,2766800,11048000,14034000,18113000,23263000,18767000,2238100,3693800,1589500
Q8N1F8,,,,,,,,,,,,,,,,,,,,,,,,,14784000
Q8N1G2,,,,,,1316600,,422780,1645900,,,,,,,,,,,,1181600,,,,
Q8N1G4,1281200,34027000,11173000,5128400,16961000,13584000,25753000,39297000,6011200,,,,29116000,1008100,1620200,12222000,4389400,1378300,24600000,42644000,35302000,15965000,,1280600,7455300
Q8N1N4,,,,2130000,,236790,,,,,,,,,,,,145130,,,,194160000,,1517800,
Q8N257,,5077000,,,,,,9255400,37676000,,,,,,,268890,,,,5829700,7083700,,29829000,,
Q8N2F6,,2892200,,,,3933700,7099500,6431800,28078000,,,601220,,,,,,400640,,1313400,149140,3229900,,,3595600
Q8N2G8,,,,,,,1946900,3879300,1260400,,,,,,,,,301610,,,,,,819650,
Q8N2S1,,,,1305400,13316000,,,12840000,3295700,,,,977150,,,,,749440,3844200,15869000,27254000,17201000,571970,4213800,
Q8N2U0,,3897200,,,767050,1183000,,8036400,10249000,,,,,,,,,,,5160900,,5620800,,,
Q8N2U9,,,,,,,177790,813950,552840,,,,,,,,,,,,,,,,
Q8N335,,60726000,1799500,11348000,16544000,1489700,36193000,19419000,46307000,66379,,3811500,406420,19679000,217780,,7402900,22590000,23190000,52137000,5450700,22934000,37001000,37053000,8231500
Q8N339,,86847,389870,,,372180,,232700,3148500,,,,,53925,,,,,,369180,143840,,987050,,
Q8N357,,133640,,,3234200,,695430,414450,3935700,,,,,,,,,,,409530,2274700,1053400,187580,445360,
Q8N3D4,,,,,,,,,,,,,,,,,,,,,1378700,,,,14715000
Q8N3E9,2810100,28842000,,17911000,14132000,428090,6452600,12427000,5657400,,,644290,3086400,1369000,,,,2195000,,18463000,21071000,12742000,,,
Q8N3J6,,1160500,3164800,,,,,,,,,,,,,,,245350,,7368900,,,16541000,1267500,243840000
Q8N3K9,,,,,50082000,,,60041000,,,31080000,,,,2299700,,,,23972000,57582000,47758000,94606000,,,
Q8N3P4,,,,,,1738200,1019500,,,,,,,,,,387230,,,3182400,1352200,840620,,412140,
Q8N3U4,62891,,,438820,7849300,2953500,4444100,13100000,787950,,,40293,,114620,,,,,,2513600,7883100,7772300,,600620,
Q8N3V7,,5313300,,5380100,,,827960,,,1586700,,,,,,,,,,21184000,30486000,691730,,753970,33580000
Q8N3Z0,,1145000,,,,7659100,21445000,18860000,3158000,,,,,,,,,,,,4182900,19589000,196480,,
Q8N4P3,,90610000,12170000,1710800,10598000,3294400,18114000,858510,,2118300,2240400,15160000,7445600,10487000,11812000,,,1007800,2808600,7351900,,10785000,1129600,,
Q8N4Q1,,,,,6268400,,,,10227000,,,1165100,,,282340,,,,,,780430,,,,2646400
Q8N4T8,,12520000,333660,,42323000,2413100,22241000,8702000,57065000,,,,1136300,,430700,2187000,,,,2184800,,2758300,5979200,5377400,
Q8N4V1,,3336200,3132700,2480500,,,,1569200,8191700,,,,,,515830,,,,,4474500,,,523570,,
Q8N573,,15018000,7214700,1123300,607190,,6410900,,,,,2994600,1283700,,,,19877000,619950,929610,1492300,7853000,595770,55664000,901740,213560000
Q8N5G0,,,,,,,,2751700,5269900,,,,,,608080,,,,,1629200,,,,,
Q8N5I4,,,,,,,,4299500,,,,,,,,,,,8358200,,,1989500,,,
Q8N5K1,,,1231400,4803700,6855300,2182500,1407200,15122000,2470200,,1396300,,,,6997200,,,,,11362000,3012200,2040300,2295300,,
Q8N5M1,,2438000,,,,,33086000,15412000,13362000,,,,,,,,,,,,404480,,,262300,
Q8N5M4,,,11243000,368360,4616700,4484100,6288500,4754300,9740600,,,,,,,,,2039400,4571500,,,9801300,,,315950
Q8N608,,,,,,,,,,,,,,,,,,,,,,,,,33414000
Q8N684,,,,,10941000,,,,4028700,,,,,,,,,,,2113500,,,,,
Q8N6H7,,,,,1843200,,,1614800,1798600,,,,,,,,,,,,2973800,,,,
Q8N6M0,,5082200,,3225100,,,,2127200,4394200,,,,,,,,,,,,,,,,
Q8N6Q3,,40689000,,6712900,154440000,390510,810620000,572450,94328,,,,,,,4411100,25999000,,,,,41785000,,,
Q8N6T3,,262050,,,3451600,,,5325900,2982500,,,,,,,,,,,,15284000,7882600,,,774140
Q8N766,1266300,1387000,2857000,2259900,,,,4754800,10090000,,,,,,,,,44472,437180,,1209300,1906900,265970,283300,4272000
Q8N8A2,,,,111850,796230,156280,,802750,,,492310,,,,1067800,402880,,163430,899350,3579900,,,,,
Q8N8N7,1626300,394650,4748800,,,191360,8603000,33025000,3884000,494360,,,,855220,,,,2588200,7456600,6000800,1870200,4586000,6320600,,
Q8N8R7,,,,,6131500,,19186000,,8061500,,,,27410000,,,,,,,,2954400,,8229800,5125900,
