proteinId,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25
A0A075B6K4,,493260,,,,5719800,,766240,3704400,,,,,,6735100,,,,,675840,,,,,
A0A075B6S5,,10919000,,,,,,,,,,,,,8874800,,,,,,166490,,,,
A0A0B4J1V0,,,,,,809610,,,,,,,,,,,,,,1499600,,,26482000,1783100,
A0A0B4J1X5,,44558000,,23405000,38249000,1249300,31483000,5296300,261440,10092000,3460300,,,10760000,62655000,,15603000,,5531400,,3326600,,61899000,54606000,
A0A0B4J2F0,,,245080,,1603500,,,,2258200,,,,,,,,,,,1336200,,1057500,,,
A0A0B4J2H0,,,5418400,2487600,14114000,9806300,3361600,,,,,,,,,,,,,,,,14372000,32430000,
A0A0C4DH38,,,,,,3885900,,,,,,,,,,,,,,,,,630480,13450000,
A0A0C4DH68,,,,,,,,,11633000,,,,,,812040,,,,,8680700,,,6701800,,
A0AVT1,10996000,31276000,181770000,11002000,38122000,7170000,29009000,69254000,17299000,2392800,3111300,4821000,,2932800,8084500,,4977900,4811900,8996100,56367000,20670000,28463000,2795600,4417900,4570100
A0FGR8,2929800,7318400,,11002000,18767000,12835000,14120000,43735000,43716000,400860,550110,620450,,5898300,373930,,,4744300,16388000,31497000,78917000,3943200,808570,,1303300
A0MZ66,,,296720,,,791100,,,,,724870,,2861300,,,5068000,,7172100,15646000,10536000,,3456800,,,
A1L0T0,184890,2726300,,,,14518000,2234500,23823000,627580,,,,,,,,,,,1020300,19497000,,,3098900,
A1L188,,,,,,100560,,972100,3437900,,,,,,,,,,,,,,,,
A1L4H1,,,,,,,,,2096100,,,,,,,,,,,,,399830,2362000,6744100,
A2NJV5,,186690000,19984000,68015000,139070000,136250000,79488000,32165000,101740000,4092000,,15962000,7093000,28472000,105140000,9550600,6989800,10647000,46674000,10184000,16081000,3912300,51679000,175910000,29237000
A3KMH1,,3330700,3344700,514970,1736200,192630,300000,35823000,2675400,,,,,,1938700,320630,1071000,,,280790,13213000,1021000,,288430,
A5PLL7,,,,,,,,5686300,,,,,,,,,,,,,299070,,,,
A5YKK6,,1840800,,2066300,5343600,,5364400,14428000,1935600,,,1149400,,,,,,724750,1231400,,4584800,1539600,,295560,411650
A6NDG6,,942650,47774,5362000,,126740,1867500,24137000,,,,,,,,842200,,,,,835840,2937700,6133400,,
A6NHL2,,,,,22446000,4955300,4399700,51349000,45029000,,,,,,,,,,,28186000,51662000,42999000,7747100,2994800,22775000
A6NHQ2,,,22354000,,9085900,1668000,7710300,33372000,48304000,,,,,,,,,,,481700,43409000,19385000,,,
A6NHR9,,16667000,911290,57054,,,,10688000,634230,1514500,,,,,,,,,,1981400,4344300,12102000,,10224000,
A6NIH7,,18672000,4375100,4652500,,,,12041000,21992000,1876500,,749960,,,696680,1664700,1128200,6113400,7076500,11325000,4646100,4407500,,,
A6NKF1,,,,169530000,219990000,38254000,294360000,335270000,840720000,137670000,,272950000,3111600,13044000,951520,,82422000,857900,2331700,168710000,66619000,269800000,,,
A6NKT7,,2887400,,,5287300,1426500,6740300,12363000,620170,,,,29888000,,,,,2261200,1773600,,6041800,,,,
A8MQ11,,,,,,,,,,,2619900,,55322000,15848000,,19127000,,,,,,,,,
A8MWY0,,4949400,,1726800,,,,,6212200,,,,1591500,,,,411890,,1732500,15413000,1658400,39864000,113560,,
B2RUZ4,,,,,,,,,860660,,,,,,,,,,,,,,,,
E9PAV3,23352000,268400000,142720000,95967000,144910000,14869000,83863000,143900000,183230000,169700,24689000,10709000,166050,153420000,76278000,22513000,13832000,58438000,98857000,98021000,65880000,109450000,9475300,37907000,4591900
L0R6Q1,,11023000,1201300,1337800,10764000,3459600,3754500,13178000,46139000,,,,,3679500,5743700,,,784590,2007300,9462100,3304000,10746000,1030300,,
O00116,3979900,11820000,18889000,2065100,21418000,,,4241200,2971600,,,2800200,,,,,341530,,,,1939200,,2012500,2603900,
O00139,,,,,,,511980,3365700,566490,,339230,,,,,,,,,1957000,6541900,3740200,,,1560300
O00142,,837640,,583620,,,,16642000,43582000,,,,,362360,4366700,,18227000,,,,,,110090000,,
O00148,,4271800,9495900,1984800,29502000,,587950,16464000,48133000,,,,,,,,,3100000,,,2033900,,654370,,
O00151,4484900,62230000,29859000,19433000,17326000,1297600,7942800,2521700,8696100,12125000,14455000,,23851,2503500,106180000,9998300,4088200,22096000,48846000,11083000,10493000,289010000,16162000,45810000,
O00154,1084600,2931400,69493000,1408400,1106800,,,1503900,4057600,,,,,1224200,,,440850,,,527960,,473620,37804000,431060,276630000
O00159,192340000,209950000,88145000,141920000,35497000,49291000,81051000,128560000,76569000,71119000,16936000,25689000,7517100,,32983000,55353000,13983000,30632000,134060000,137880000,387270000,85661000,27308000,42548000,36963000
O00161,,1308300,1682200,4172200,9718700,13922000,1215600,2274200,252160,1687200,645570,,9019600,5091200,17864000,,,,,12445000,1481500,10295000,155680,539050,
O00168,,,,728600,,693170,7118600,2874600,13750000,,,,,157660,1897100,,,,,9486400,3800300,2032100,1250300,,1058700
O00170,,,1371800,381150,,614660,9368500,18833000,13164000,,1810800,,,,1845500,,951010,5678500,9033800,10060000,7114200,20295000,,,
O00182,,,,,25331000,8075500,4589700,6483900,26900000,,,3104000,,,1831200,,,3873100,2505300,1745400,553790,,392830,,
O00186,89892,,1169700,1422000,4097700,3009800,9483700,15244000,,,,,,,,,,474310,4139000,6176100,20449000,5120900,,634410,
O00193,,2527900,,,9518900,648440,2927400,,97973,,,55018,,4062000,1919300,468550,,,199100,250890,,7697200,,,
O00203,1107600,25302000,13042000,14293000,34151000,,8148700,14083000,37135000,,,2540400,,,2251500,2459000,,9078700,19439000,8142400,72792000,15100000,,1538300,
O00214,,673170,,,,,,,,,,,,,,,,830590,1102500,1158700,,1057200,,,
O00217,,48900000,4334000,,47871000,9380900,40351000,24528000,134140000,,,,,,458420,,,3235400,2062700,6710800,976430,1440900,9507700,,75705000
O00231,57403000,177820000,115170000,113140000,147090000,2266500,22868000,55751000,298140000,21042000,30390000,21544000,448760,28951000,20495000,47018000,19557000,27146000,135280000,157330000,105200000,185170000,16347000,12557000,967780
O00232,17771000,61425000,48384000,31957000,96187000,3378700,29098000,59769000,93393000,13274000,13351000,13792000,2043700,14805000,39788000,24975000,5416900,3188100,49030000,76409000,60543000,104110000,5204500,5800600,
O00233,,11168000,19219000,5190500,38268000,19747000,25118000,12302000,33193000,635970,2419100,361490,2987800,27029000,29117000,7156800,,3878700,5986600,15199000,6823900,40610000,4051900,16204000,297660
O00244,,,24079000,5311500,,,1193000,4374000,4162500,,,2722800,5193400,18437000,45126000,,,,,2731500,977720,1990900,1448400,,
O00264,,113850000,39496000,148050000,63936000,103690000,490780000,297190000,146850000,81081000,29090000,6849300,53438000,291070000,113860000,100460000,3876300,7763000,28137000,394510000,47704000,265820000,34381000,138970000,165650000
O00267,,13034000,5000500,5026200,7394800,,1695400,1367100,,,,119390,,,,,,2127000,516680,1186700,11525000,,,,
O00273,3075200,,7723000,4353800,2502700,753640,5137500,,,,,,,10399000,1235500,4305800,,,7642800,398390,509120,4995500,,,
O00291,3180300,441340,4121500,,,3789500,,,1868300,1803200,,,8172200,,,,,,,10417000,84519000,19753000,993970,2903500,598970
O00299,65431000,808210000,1940900000,937550000,1357000000,565740000,1396400000,887150000,1497500000,324460000,178970000,191820000,43464000,396330000,608970000,553480000,142760000,850320000,685000000,615490000,308940000,929360000,127020000,234390000,28766000
O00303,4091000,28972000,22412000,9307600,46532000,721120,3971100,100400000,29229000,,2081100,,,386030,1253000,7450700,3123800,7858100,17587000,39807000,47918000,23916000,2608600,4658800,
O00330,,28651000,6906300,3071800,19617000,,,15347000,15269000,,,891370,,699710,,,,86972,388430,,,1537300,,,10128000
O00391,,,43898000,,,,2248300,9135200,2915900,,,,1057800,,559260,,,,,,12696000,,1925900,2716400,
O00399,,2134200,237260,,4176300,2266900,5035100,3274800,10672000,,,,,123230,,,,570710,1196500,4298300,1370700,6304000,1915600,,8030300
O00401,,,,,,1819400,,,,,,888590,,,194710,,,1157200,1851200,,7529100,,1937600,1036700,
O00408,,,862570,,,,,,,,,,,,,,,,,1089100,,,,,72482000
O00410,52144000,271780000,274660000,146580000,111260000,11879000,64919000,322910000,71049000,48725000,17662000,27986000,54212000,25559000,27739000,19880000,6099300,76816000,220150000,259340000,63890000,160300000,86919000,67717000,20770000
O00422,,431830,383510,295700,4358700,1564800,1699500,4423300,17044000,18272,,,,2062800,149550,,753240,2988900,3912600,6867200,4208000,7722600,1369900,509850,441790
O00423,,452550,,,,,,,,,,,,,,,,589280,5345200,7468400,2017600,5024100,175410,215260,
O00425,,,16517000,,,,4412700,,,,,,,,,,,,,,,,,,
O00429,11123000,27034000,96118000,26821000,37173000,15496000,17715000,65660000,27297000,12808000,2524800,2884100,,551080,593610,3228900,2675800,15544000,13284000,43063000,65833000,22731000,30450000,11635000,199870000
O00443,,2018500,3517300,,4027800,45825,1068100,,708570,,,,,,,,,,2297600,,801270,4024800,,,
O00461,,6294300,,5736000,12279000,227650,888670,15360000,2112400,,,,,,,,31740,1917400,1994600,7476500,6823900,147750,86655,323080,
O00468,633660,11620000,43745000,5731500,41196000,16940000,33122000,54549000,120200000,26860000,,522990,,1731000,,382830,774130,586100,731810,154540000,18188000,78015000,73569000,249040000,5897000
O00469,,10792000,788380000,31905000,39120000,295870,,,15782000,1914700,,2644200,,761320,4659700,1436300,778250,2106100,,7582100,,16174000,164100,520460,1032900
O00471,,,,,396820,,1925700,,,,,,,,,,,,,2310300,3781500,2415800,,1181400,
O00479,,,,,,348880,,,134240,,,,,569810,273500,,,817840,182360,,,,,,
O00483,,51212000,1459800,16241000,97322000,15439000,30304000,17578000,141560000,,,7707700,,3393200,1446500,,,5420500,8958200,49656000,18668000,47373000,17199000,12124000,105200000
O00487,11669000,63943000,32650000,23486000,64476000,10884000,32268000,24426000,39702000,7542800,,,,3088600,14068000,,,12698000,19286000,21111000,10930000,92531000,1843600,3700500,18219000
O00488,,,10820000,923830,,,,,,,,,,,91268,,,1848500,8420800,,615700,,,,
O00499,5846600,51651000,18642000,23742000,36796000,32407000,37576000,25484000,24686000,,214400,7114700,11952000,44016000,99541000,22822000,26293000,8606900,38489000,60216000,28032000,26319000,41065000,4596700,246560000
O00505,,,,,,3815200,3166100,31634000,14833000,,,,,1440000,,,,,,5469700,7051700,10453000,,,
O00533,,1593200,2808700,,13478000,147260,,,,,,420160,,3346800,1445500,,495780,,,,328900,961280,99840000,4294600,52778000
O00534,,5670100,617480,5267500,3424600,402940,2848600,,4542300,,,,,,,,,,1811400,,8800400,,,990200,
O00560,,11622000,,45134000,58821000,,33933000,6150600,208350000,,322430,982170,,2688400,,4193700,1048000,32965000,19500000,15164000,8622600,60533000,353110,546570,
O00567,,77533000,53611000,54633000,33824000,2901500,3982900,29700000,1646700,1280300,,,5556200,5761600,9129800,23457000,5975100,5138500,10001000,17885000,210710000,24508000,1716300,2920800,987830
O00571,4287700,67957000,99131000,85223000,110300000,75434000,39240000,202660000,76212000,4121800,6032700,4804200,31916000,19344000,19625000,32466000,2586400,28483000,50072000,96658000,132490000,151530000,1441500,1095000,
O00584,,3334000,908950,470050,8713100,,1434100,4426900,12471000,,,483400,15749000,1843300,12005000,,1472300,220450,886000,14868000,622560,359810,5374700,,
O00592,1242800,28448000,,,20608000,428590,17319000,72139000,18617000,12005000,,1765000,,,,3472000,,,,316970,908080,24413000,6420800,27533000,1391800
O00625,633100,,,,4516200,60331,2983300,14689000,20310000,,,6411500,,,2863700,,,,,,1466600,2273800,1216000,9105800,
O00629,,76697000,66762000,6411200,22329000,11467000,4582100,12087000,17218000,,,2026700,,1419500,4544800,1655700,226480,7378000,24046000,18738000,,4071400,,9409200,9452200
O00743,,,,,,,725350,11836000,1760600,,,,,,,,,,,1759900,11659000,,,,
O00746,,,,,,192300,,4909900,43001000,,,,,275410,159410,,,,,,,,,,
O00748,,,,,,2859900,,1813800,,,,,,,,,,,,,6055700,,,,
O00750,,,,,4677300,30454000,5217900,,182330,,,,,,,,,,,,,23399000,,,
O00754,,,,2525000,,791500,,,2072300,,,,1710500,,5984300,,,5216700,6294800,,2008100,4955900,,,
O00757,,,,,,523410,,,,,,,,,,,,3763300,,,,,,,
O00764,73398000,511030000,232210000,154430000,261340000,63246000,151390000,355260000,282480000,127990000,53522000,95771000,10577000,487350000,131020000,79200000,63713000,331600000,558570000,538160000,217580000,237770000,10815000,20748000,249400000
O14498,19489000,,,,2860600,4024500,4512500,1029600,5915400,,,,3120100,,,12449000,,959360,6106700,8682600,6234500,26623000,,12453000,
O14531,2734000,49083000,70515000,12190000,,14481000,,,2120000,,1576200,27923000,40299000,,21051000,26308000,38019000,2194500,19216000,20144000,34774000,4013700,60005000,4986700,174470000
O14548,,2440200,907570,3033900,8301300,1094600,,1658200,38123000,,,,,,,,,163950,521930,,923470,4111100,718530,,19664000
O14558,,1916000,27630000,,,564160,623740,,28585000,24290,,,,98243,,447080,53863,,4210900,8456200,7328700,,1140200,6196500,4796800
O14561,,,7764500,406730,490470,,,8109700,8900100,,,,,147300,187210,,,,,3474900,,,,,
O14562,,18969000,62924,,,237070,,451430,6667500,,,6507000,,113890,502210,,,22063000,,,,16065000,,,
O14576,18989,,,,,,,14942000,3448800,,,,,,,,,,,,4382700,,,,11921000
O14578,,,5000900,,,,,,,,,,,,,,,,,,4313900,,1373400,3402700,
O14579,,41310000,80943000,21499000,103080000,15111000,29997000,79179000,153380000,,10075000,5975200,1946000,22007000,17041000,11918000,4629000,30196000,24787000,54019000,9368700,31848000,,,6388800
O14594,,27415000,2503800,,,,,,7847900,,229870000,142060000,,,,,,,402540,,219720,,186910000,8194400,187240000
O14617,121970,2120200,18161000,5175300,28079000,2149600,5271200,28686000,16226000,1310000,,773880,,,10267000,,3132600,2199100,6580200,20947000,27003000,44383000,,2108600,1233900
O14618,,29699000,17504000,23441000,15316000,2073200,6059400,20764000,15786000,,,,,6232000,9592700,,,,2008400,15129000,2877300,,5487200,16844000,
O14639,15395000,276600000,,23077000,27267000,66089000,21884000,45005000,6010500,,407480,,31269000,90627000,240960,16363000,2276600,261610000,102580000,242060000,157870000,35201000,,1749600,
O14653,,,,,3780800,2016400,,2201600,,,,,,,,,,,,,877010,14981000,,,
O14656,,,,,,285160,,2239300,,,,,,,,,,,,3629300,2214400,9488900,,,
O14662,,,,,,,,881510,,,,,,,,,,,,,,,,,
O14672,,6214700,1138500,1620500,2227500,407170,,3936200,4514900,,,,,,,,,,1624900,6788900,,,,2127800,
O14683,3051600,3756100,,47473000,23708000,845120,15515000,91627000,20442000,5694800,,11722000,,,,,443760,288820,129530,2277200,484130,142100000,32747000,61920000,10283000
O14684,,,,,,605510,,2681000,,,,,,,,,,,,,,,,,
O14735,,,,,,,,2941600,8412200,,,,,,1626100,,,,2383700,14632000,1646700,,438230,10181000,7735400
O14737,,3553200,5321500,6987200,969910,123570,201870,3619600,,2097400,,6727500,,10790000,9950100,455380,,622870,2173400,1032000,1787500,521780,502030,,5068900
O14744,,15313000,15330000,10983000,13640000,11343000,5511600,48091000,8709700,,,296370,,,,,,,,22616000,12270000,13977000,624560,6135600,2018100
O14745,5102400,17611000,4460700,23691000,16780000,1074400,15218000,16067000,11421000,49902000,11960000,8496400,54259,32013000,14804000,12515000,11812000,6913700,3795900,10255000,50688000,41600000,11334000,13024000,30218000
O14773,195590000,860040000,501610000,98920000,544040000,42224000,117140000,730120000,608500000,31856000,93178000,121990000,10619000,110370000,266990000,95229000,125230000,152250000,196630000,433310000,279140000,521590000,447030000,619040000,212380000
O14775,,,,,,,,,,,,,,,,,,,,,,,3468600,,14599000
O14776,,18260000,3998600,3662700,,,8003800,2784100,,208760,,,,,,,,903860,,12743000,16474000,,,489770,
O14786,7891800,,366540,5288400,3066100,247280,758050,2258100,2071700,,,,,,,1620100,,2541200,15972000,5599100,2323900,7088800,1745800,1777300,
O14787,3311900,8230100,366430,30093000,26795000,621290,,11924000,7821300,4154700,2659600,1388200,,800000,,,,8584500,4857400,13955000,16968000,15850000,,,4315000
O14791,,,,,,256620,4463300,2264100,,,,,,,,,,,,,,,1712300,3500400,
O14807,,4435200,837870,3027900,,,,810630,,,,,,,,,,4391300,1752600,4209800,,5572800,665160,615460,12033000
O14810,,2208100,,,,,,,,,,,,,,,,,,,,,,,9462700
O14818,10314000,350360000,352050000,229030000,247100000,257300000,312210000,306980000,413800000,46723000,30257000,54545000,35893000,310810000,116910000,134300000,27100000,161120000,231700000,278450000,82829000,330520000,60730000,87457000,88922000
O14828,,48456000,6059200,11761000,70085000,,64077,9380300,10159000,,,130100,,1474300,108090,,,10376000,3787000,,,7847200,,,
O14841,,162180000,37879000,11256000,5461400,1743000,721080,55407000,2581000,,,10324000,,2060100,2779500,,461770,4772800,13292000,46076000,6280000,1065600,1394400,403100,262770
O14879,,,385570000,1320800,,40830000,,,,,,,,3363300,,,,,3092500,10612000,15392000,,,,6128400
O14880,,49102000,11132000,,123680000,14513000,45140000,499910000,318600000,5268,2016300,,,379310,,,1124900,6524700,,86916000,23186000,85060000,67409000,67082000,94345000
O14907,,26435000,26181000,18440000,14316000,6348600,,14006000,48844000,18970000,1795700,6644600,,4907600,7120200,,,7903200,17108000,22164000,4123300,13750000,1452100,,2494200
O14908,,,,,1982400,,1107600,3991700,,616550,,,,,,,,,,,1427000,,,,
O14910,,,,,,,,5675500,,,,,,,,,,,,,,,,,8402500
O14933,,3415700,42465000,5328300,,2805500,,,25624000,917690,332470,,,,196130,,20742000,1581700,,3006300,1087200,,,,
O14936,3488600,5828000,226270,1640700,1073100,,7482200,2599300,2293100,,,,,874170,,,253580,,11373000,,12701000,1619100,1213700,3451900,3489300
O14949,,5302900,102090,,25908000,,,5786700,42169000,,,,,424700,2406700,983680,,,,8878500,437740,4656300,257450,,62353000
O14964,6286500,8010800,1851800,6559100,23523000,3469800,37303000,27149000,55579000,,4131700,,5986900,,,5355800,104240,28922000,28700000,58597000,13314000,37318000,1227000,1364300,13121000
O14974,7567900,36604000,9156400,37864000,20931000,14188000,69287000,16120000,6988500,204290,9922800,,6718700,1727000,1408000,4044700,1636400,9591800,12260000,56918000,73299000,46294000,6331000,83661000,45645
O14979,34418000,439080000,73347000,56620000,257320000,2869800,62360000,303080000,211290000,8816900,11299000,3679700,242970,163470000,22796000,64751000,17097000,74500000,36813000,85549000,60545000,58378000,1668500,4591500,7422300
O14980,69317000,306040000,283820000,159880000,174630000,23782000,112860000,241250000,35992000,30813000,30747000,29219000,31907000,22229000,19876000,1144400,14030000,59782000,121900000,122620000,173210000,85144000,3465000,12205000,20408000
O14994,348940,,,,,,,,,847270,,516180,,,,,,,,,,,,,31183000
O15013,,1336700,,2760800,3493500,,7425300,3714900,7361800,,,,,,,,,502210,1238100,5085500,1721200,2079900,440160,,
O15020,311760,16308000,12760000,3954700,442540,464200,1892000,14566000,1142100,,,166900,1894600,,,105600,301100,803110,661820,13783000,26028000,2756900,5036100,379130,322540000
O15027,,930930,,1055600,16158000,,8570300,22211000,495710,,,,,,,,,,2403400,4359200,19939000,4324200,,,300720
O15031,6052100,9026400,7124900,11185000,13008000,10835000,70583000,26275000,3833300,5723000,,,22828000,1213300,404160,8175100,1342600,13907000,19721000,130990000,132510000,26897000,5940300,10154000,7364300
O15042,,7171600,1064000,15106000,5718200,5685100,62658000,23147000,3567500,2738100,,,,102830,,,,9418300,2096700,139360000,29406000,9222800,,5244300,
O15061,,,15527000,,344830,,45101000,3219100,9050900,,,,,,952570,,,,1015700,15558000,77391,,,,
O15067,3425900,50118000,36066000,19024000,3416500,1087200,8592200,70720000,12746000,,2443000,1049900,,,,816430,,397540,6880400,21696000,710550,7306300,19433000,4982400,3169700
O15075,1078000,8106900,11208000,16590000,228060,,159310,117870000,44605000,194370000,,31261000,1114300,,4565000,600860,4676600,117710,22865000,2156000,,63735000,2555400,1966300,64566000
O15116,,,,,,,,,,,,,,1277700,,,,,,,,,,,
O15126,,14199000,1724400,1704100,26064000,2319900,8900500,4136700,17557000,,,53607,,,,,,,,5996000,5975000,16115000,2594400,205760,45294000
O15127,,380270,,1019900,19767000,,,7705100,2275800,,,,,,,,,9032700,5383100,,,3935600,,,
O15143,12701000,74514000,186700000,117020000,320670000,46324000,161650000,159670000,311520000,26867000,400140,41661000,47097000,83607000,268430000,19310000,36236000,89061000,114940000,256730000,60880000,243470000,16960000,55670000,4590000
O15144,26195000,243650000,416500000,205180000,766860000,232730000,694060000,239510000,801290000,25652000,26244000,71577000,10595000,164590000,109130000,50168000,12433000,168210000,271750000,278650000,98994000,391940000,69052000,178350000,218660000
O15145,,105840000,160890000,111850000,138070000,97475000,145780000,86164000,381220000,17307000,901820,41974000,111180000,70422000,91394000,11358000,21414000,79123000,125460000,285900000,51922000,140020000,77967000,103620000,71826000
O15155,,,,,,,,1012600,2560200,379670,,,,,,,,,,1438100,1339200,1136600,,,
O15160,,6845400,,,,,914300,,,,,,,,,,,,,,,,,,
O15173,,28834000,33259000,25121000,29579000,28322000,29204000,40869000,88586000,8501800,4998700,2213400,7964000,24747000,26552000,15632000,3087700,13124000,2243000,35455000,7483600,57759000,10214000,16667000,34367000
O15228,,2676400,1651000,,4112200,,,29062000,1887700,,,,,,,,,,,,,,943450,539530,
O15230,,141640,,148710,8802500,3394100,4353200,112320000,27507000,,,94446,,,,78182,,153480,1070900,40559000,4581400,16803000,16094000,47037000,117240
O15231,,,,2524200,,707630,,3993600,,,,,,,,,,,,,6451600,,,,
O15243,,,,,,,,1874600,965000,,,,,,,,,,,,,,,,
O15247,,16743000,3060800,24279000,24499000,22135000,84734000,12646000,137530000,2162200,457850,,,3005700,6136000,,1636000,27717000,17578000,619520,76122,2894900,,,
O15254,,1807900,,,,,,48009000,791420,,,,,919330,,,297370,491140,,,,,,2652700,
O15258,1283600,9000100,8844300,9434200,17101000,389140,22486000,28264000,23777000,3654100,,1282700,7088100,3292000,12327000,8346100,1601300,5092900,18292000,29167000,16223000,13518000,999690,2942500,3502800
O15260,12708000,9419300,,24059000,11163000,2927100,13790000,26872000,25914000,7987200,1305400,1210100,3598900,842290,7377500,391610,4261700,3412800,19671000,23038000,83879000,15089000,1905200,3199800,
O15269,7922500,,,,27119000,1509300,14462000,21613000,22968000,2953700,,1517000,,,1849300,2684600,,104290,,19738000,18556000,34887000,,1303500,250250
O15294,121650,547790,3031700,883590,,,1930600,2841700,1078600,,,,,,,,,,,,1782400,2922100,,,
O15305,,9264600,660980,417440,32215000,435690,6580200,5848700,82473000,,,,,407800,,,,2294000,2469400,10256000,,28609000,,,
O15344,,,,,,,,,,,,,,,,454390,,357530,4862000,10258000,6369400,4120600,,,
O15347,,182190000,,,,,,,,9130700,,,,26308000,,,,,,,8766700,,,,
O15355,,9490800,331090,13392000,119340000,,,22548000,146880000,,3303200,,,185320,682060,4894000,,4172400,13600000,33059000,1259000,606210,,36210000,
O15357,,,754500,1301600,,593410,,,1060900,,,,,,,,,,,,,,,,
O15371,,67560000,54602000,13782000,11666000,11989000,874240,31484000,5220600,,554900,,,943390,7595100,,,16735000,26777000,38713000,53978000,,1990000,5764500,
O15372,,2310800,1374700,72097,12086000,1364300,8250900,39746000,27086000,,,,,2116300,3863000,,,2589100,4712000,8530600,7322600,8817100,858760,2628400,
O15382,4227600,,,,22559000,440790,9847900,16860000,17248000,,,,,,1493100,23810000,,,,3201500,2872300,12359000,54198000,146880000,
O15394,,2769100,2910700,1089000,221380,,,,,9514500,124860,,,,5635400,,,,172260,,353550,,15520000,156960,166600000
O15397,,,22444000,,,8570600,,,306520,1782300,,4568600,,,,4404800,,,444420,1693700,,,,,
O15400,,16699000,4936300,31438000,64491000,9382800,34365000,28454000,29045000,,,,,6810700,12869000,5681200,1352600,36636000,32979000,17205000,23090000,56065000,6069000,11006000,15513000
O15427,,,11591000,527430,,401370,,,3521800,2544600,,,,,,,,,689470,,,,109140,,
O15438,,1663400,,,,,,,1974100,,,,,,,,,,,,,,,,
O15460,,,11509000,3467900,2560700,,1699900,7400200,3753000,9605900,,,,,,,,4805100,64306000,,9320400,,,,
O15498,858100,,5425300,2726300,6734800,,14437000,24631000,14726000,,,,,5148900,2731200,,1665700,2828800,6809100,665970,7881400,9088500,1484100,9912800,11808000
O15511,,78872000,171590000,50455000,140230000,41038000,93734000,40166000,99044000,3163400,2496300,37898000,43555000,31083000,131510000,57715000,334610,26245000,76400000,155800000,29769000,69952000,27208000,52405000,24131000
O15523,,,,,,,,,,,,,,,,,,,,,,,2004200,,
O15533,,1397200,37285000,,,4007100,,,,,,,,,,,,,,,4635500,,,,
O15540,3748100,222070000,1013000000,,,,2645400,51549000,63514000,4458900,108000,5351800,,314420,,,1059300,1170200,,,,,222990000,38354000,387090000
O43143,23097000,91621000,24798000,14999000,159770000,9242200,45021000,217340000,41992000,3251600,6326200,9181500,,2747600,1161300,,,8391100,10943000,40155000,63249000,11715000,2217500,1086000,1463300
O43157,,,770810,1002900,,,,,,,,,,,,,,,,,,,,,2010400
O43164,,,,,,,449120,,,,,,,,,,,,,,,,,,
O43166,,,,,811500,556670,496640,1790500,406820,,,,,,,,,,254900,9680000,,156890,,,
O43169,,50145000,68284000,23672000,6783500,14941000,30101000,16068000,48626000,,,,,17863000,16477000,18536000,6018800,,,26581000,,35830000,7381300,15350000,44191000
O43172,4548900,27207000,,3932800,5308900,,,10484000,,1139200,,,3872100,,1622100,,2394100,,,,,,,,
O43175,,12549000,90644000,,8504100,7771300,44039000,61068000,50938000,3173800,1057300,5922700,,1934300,,,10857000,1147400,2789800,22290000,27998000,16916000,32475000,55991000,208550000
O43236,,,,,,572080,,,3655600,,,,,,,,,53071,225680,176270,6553600,,4575800,3175300,9282000
O43237,,1667900,1683600,,10352000,2661300,35964000,195760000,49340000,18603,1121400,,,2794400,672560,1759000,5592700,7937300,51018000,91471000,42126000,61033000,5495800,13383000,18092000
O43242,16474000,65422000,104760000,57553000,65731000,38132000,71040000,59212000,76870000,7983600,20354000,10742000,5825400,73719000,32469000,19654000,,16495000,39774000,58622000,84557000,144640000,21233000,27560000,10858000
O43252,2501600,20445000,49307000,17173000,8658900,,8368800,6659000,,1622300,7729600,11337000,,5258300,2548500,,4521700,3154000,2703700,10491000,,,,,
O43264,,,,,2889500,,1833200,3850900,1080300,,,,,,,576740,,,,3875900,3264000,,,,
O43272,14026000,21183000,,7254300,3002600,,6126000,439730000,39320000,164510,267170,1412800,,,8073700,28068000,,1676900,1947400,,2285200,44376000,19458000,8419900,
O43290,,42121000,12243000,8092700,9986800,1293400,5470100,5439600,4675500,,,2804200,272780,7927000,,,,22599000,50773000,1119200,17549000,8755700,80490000,352000000,
O43294,,,,,,,,,,,,,,,,,,,,,1739800,,1605600,6012100,
O43295,,,,,,,,,,,,,,,,,,,,,,,,,3177800
O43301,1636000,1769200,25551000,2116200,249520,38013000,14313000,20873000,1639400,,2490800,912180,703430000,15052000,16258000,1933700,19752000,134480000,581250000,1473200000,696140000,124300000,8831200,8722100,298960000
O43324,,4267000,6409700,640380,,2184100,,8780900,8686900,4799100,263360,,,,,,,705250,,16097000,,11944000,2454900,1561800,670370
O43390,86722000,259740000,113860000,127130000,202470000,133230000,69788000,214520000,66633000,53296000,3676500,16625000,67189000,73280000,35939000,91992000,16007000,21437000,101610000,232380000,399580000,64485000,3413900,54122000,1066400
O43396,16422000,81983000,134670000,47472000,81332000,9251400,76994000,195190000,129360000,29872000,15891000,18521000,3805400,42365000,43022000,35166000,13742000,33204000,104120000,89783000,24011000,137430000,34153000,69277000,72510000
