Uniprot,Control,Control.1,Control.2,Control.3,Control.4,Control.5,Control.6,Control.7,Control.8,Control.9,Control.10,Control.11,Disease,Disease.1,Disease.2,Disease.3,Disease.4,Disease.5,Disease.6,Disease.7,Disease.8,Disease.9,Disease.10,Disease.11,Disease.12,Disease.13,Disease.14,Disease.15,Disease.16,Disease.17,Disease.18,Disease.19,Disease.20,Disease.21,Disease.22,Fold Change,t_test_p_value
O43390,0.3821661,0.99388569,-0.38974964,1.09967368,0.81353759,0.74789776,0.32356642,0.36214203,0.37910707,0.10427142,0.4378974,0.30882331,0.67385739,0.49610605,0.59235516,0.61965207,0.43593196,0.90365716,0.73729257,0.70648191,0.86150132,0.84420424,0.98618237,0.1530283,0.08150095,0.50674612,0.3591731,0.48562047,-0.55620185,0.2083677,-0.16708223,0.2036171,0.22083441,0.35902443,0.25491325,0.934719794,0.649233977
O43426,0.01274142,0.16902576,0.04004239,0.65583701,0.66184595,0.27609292,1.10634744,1.07397699,1.18759855,1.02507967,0.98462915,0.95918318,0.13586554,0.17625038,0.34542843,-0.17302616,0.45953542,0.66778891,0.848862,0.49939695,0.47795304,0.74905682,0.39896099,1.18463656,0.94747386,0.9705203,0.97512262,1.03114366,0.97915926,1.01137524,0.97775175,0.89221691,0.86529742,0.86338759,0.72526872,1.024574809,0.825179719
O43432,-0.268114299,0.000340985,-0.445964725,-0.254582115,-0.507216309,-1.262839029,-0.537287483,-0.698206799,-0.080447801,-0.414587676,-0.307417842,-0.539617575,-0.347020147,-0.445775518,-0.344746324,0.035198326,-0.469106556,-0.513468021,-0.13456037,-0.413006884,0.19941395,-0.074052313,-0.489554759,-0.277548811,-0.679011349,-0.649003282,-0.427154599,-0.703864641,-0.97888082,-0.638493606,-0.912648864,-0.362269255,-0.590071587,-0.139761914,-0.442233008,0.961598754,0.859797211
O43491,-0.45151307,-0.44408886,-0.37187016,-0.48217081,-0.29778379,-0.3271122,0.11206612,-0.20053297,-0.80979472,-0.51971531,-0.17825046,-0.0418965,-0.33599568,0.07672645,-0.02520437,-0.32672485,-0.82754834,-0.90163954,-0.63353648,-0.87857491,-0.90236233,-0.19270063,-0.54415979,-0.11875612,0.10283037,-0.40266046,-0.1332453,-0.6903185,-0.69683871,-0.75964562,-0.07118552,-0.45417791,0.0759684,-0.16423663,-0.70405846,1.236266147,0.371738292
O43493,-1.4654092,-0.6723656,-0.9969619,-1.290908,-1.4228071,-0.5502905,-0.4970875,-0.5871436,-0.3968597,-0.6698126,-1.0729931,-1.1057329,-0.2859473,-0.5878834,-0.8195107,-1.4000475,-0.7764758,-0.8043066,-1.5518992,-0.949402,-0.8402429,-0.8818766,-1.3431428,-0.6450347,-0.5974707,-0.5615795,-0.8647923,-0.509345,-0.5422653,-0.8169111,-0.7035125,-1.2999206,-0.641007,-0.6691995,-0.7088884,0.914308434,0.715272898
O43505,-0.2293033,-0.228503,-0.299368,-0.6424969,-0.4474381,-0.6188335,-0.7611676,-0.7813679,-0.6742702,-0.7722838,-0.9461854,-0.7613877,-0.2750699,-0.3153226,-0.6381413,-0.3885107,-0.5155668,-0.7664162,-0.5951683,-0.5983734,-0.5831145,-0.72223,-0.4576367,-0.7219378,-0.7777652,-0.7069689,-0.5775844,-0.7565353,-0.7414702,-0.8094383,-0.7640791,-0.5038204,-0.7066018,-0.9529994,-0.5429923,1.050218536,0.580252453
O43566,-0.12204017,-0.37456537,-0.17217063,-0.21610641,-0.24901058,-0.39972162,0.19061566,-0.03205671,0.38592395,-0.07073179,-0.06128413,-0.36989639,-0.22649833,-0.06313567,-0.17916796,-0.04783384,-0.43226324,-0.94924659,-0.4609849,-0.22010455,-0.70925493,-0.09265331,-0.58978666,-0.58843358,-0.34220874,-0.41164055,-0.79261669,-0.17052817,-0.51290208,-1.39798699,-0.53537583,-0.28863238,-0.25810617,-0.14135354,-0.18031592,3.35604807,0.005422564
O43615,-0.13396834,-0.3376949,-0.18921799,-0.96523986,-0.57590162,-0.6142034,-0.0965615,-0.05570148,-0.10115334,-0.82134664,-0.6698003,-0.97283817,-0.04945593,0.2157105,-0.72048598,-0.13120378,-0.26243308,-0.37597523,-0.4080533,-0.74197473,-0.23883448,-0.30301255,-0.41717339,-0.23345191,-1.0062855,-0.57556591,-0.55040824,-0.63750098,-0.49430002,-0.04464479,0.05275649,-0.1541936,-0.21291092,-0.15401221,-0.50612237,0.749523136,0.438033865
O43674,0.095355378,-0.079902277,0.141470103,-0.635545531,-0.20856389,-0.681114506,-0.055295009,-0.355811248,0.083501943,0.082955766,-0.314714579,-0.09785549,-0.427199526,-0.234879565,-0.217504864,-0.276553969,-0.384308649,-0.248211488,-0.114546361,-0.155062814,-0.850629783,-0.850632478,-0.048693361,-0.122000808,-0.102380534,-0.018132742,-0.056756417,-0.092079311,0.084468444,0.008480537,0.104291982,0.097030636,-0.310029522,-0.137739649,0.114883293,1.091684453,0.689757498
O43676,0.00599,0.276,-0.0217,0.0726,0.00396,-0.111,0.161,5.87E-05,0.148,-0.198,0.0751,-0.057,0.342,0.36,0.381,0.255,-0.0393,-0.0655,0.0111,-0.00554,-0.191,-0.081,0.106,-0.39,0.0403,-0.00245,0.0981,-0.0845,0.0305,-0.092,0.286,-0.0827,0.0034,-0.334,0.213,1.114598526,0.535486658
O43681,0.56135519,0.45713373,-0.30517899,0.30494183,0.02725517,0.40734747,0.55652548,-0.05960362,0.84837732,0.74878553,-0.15962671,-0.03890908,-0.75329121,-0.08075318,0.29025399,0.55124202,0.13088993,0.11341604,-0.01459678,0.13614978,-0.01530786,0.39540249,0.04246631,0.7805929,-0.01244745,0.14039214,-0.13335399,0.78706749,0.06485501,0.08137023,0.72779358,0.77422444,0.72526629,0.01846357,0.23900514,0.777388178,0.552138822
O43707,-0.5199257,-0.5655903,-0.2845423,-0.7288438,-0.7800556,-0.4993263,-0.1662862,-0.4554874,-0.5575145,-0.5668522,-0.4416975,-0.39059,-0.26068,-0.560667,-1.1082208,-0.4966951,-0.7476476,-1.2041023,-0.4464873,-0.4562541,-0.450958,-0.5625517,-0.5058207,0.1388674,-0.289599,-0.8904607,-0.368762,-0.7889592,-0.439105,-0.6407034,-0.6751901,-0.7479135,-0.2694695,-0.8250873,-0.5119807,1.148148556,0.188915158
O43747,-0.08782127,-0.30226778,-0.07756365,-0.20000338,-0.17423532,-0.51617912,-0.20565929,-0.07724802,0.01471602,-0.2252334,-0.4785494,0.27060338,-0.04795653,0.22464854,-0.60267395,1.54759668,-0.2723873,-0.22531505,-0.62447549,-0.21773124,-0.24309493,-0.10925913,0.04422045,0.08505442,-0.275534,-0.09715781,-0.37165709,-0.04936701,-0.21021765,-0.02477948,-0.64931714,-0.41178423,-0.01469133,-0.07603657,-0.01318473,0.667576748,0.652817498
O43759,0.31525006,0.73348036,0.67533701,0.75709494,0.35257062,0.53066846,0.6870726,0.76375248,0.79508319,0.7747258,0.48113536,0.75845174,0.70962599,0.67028938,0.56957913,0.05162119,0.43443086,0.5415881,0.83116751,0.5245658,0.36636624,0.35570884,0.5948815,0.61462509,0.66106232,0.56851656,0.74769191,0.69392802,0.8366154,0.6111175,0.87445468,0.70852989,0.8073787,0.58085233,0.90726917,0.975913693,0.376735767
O43761,-0.702161697,-0.882254782,-0.089047713,-0.057203631,-0.111865855,-0.083105487,0.34162295,0.136953795,-0.185770224,-0.182441663,-0.235144045,-0.080543832,-0.532148901,-0.051922874,-0.865561654,-0.048200333,-0.002538515,-0.210801616,-0.39536406,0.263629312,-1.351319763,-0.130969761,-1.051095254,0.15756607,-0.022708295,-0.019582776,0.170418784,-0.137659119,0.294334359,-0.401801785,-0.112766642,0.010520311,-0.223039677,-0.599833682,0.15520101,1.250052549,0.728130886
O43813,-0.434825198,-0.296385923,-0.321748648,-0.344710865,-0.18840506,-0.039767594,0.507879946,0.158212436,-0.323137923,-0.639549131,0.10536681,-0.082489937,-0.018554222,0.306937125,0.002096853,0.277868985,0.227731392,-0.49422441,-0.284963741,-0.044142252,-0.538416759,0.042710345,-0.531459141,0.414074019,0.322745894,0.11014076,0.261907769,0.060101621,0.494322174,-0.374768761,-0.451189974,-0.153570523,-0.27943595,-0.216024257,-0.643765758,0.414707831,0.627241863
O43837,-0.006050668,-0.090725839,0.196098683,-0.085336464,-0.030358793,-1.026033655,0.480835729,0.450175403,0.403150862,0.395523475,0.594232555,0.659363922,-0.495061432,-0.114710647,0.155733837,-0.026156702,0.167109851,0.050462831,0.195239338,-0.019190238,0.35198198,0.137055075,-0.265811598,0.839347543,0.835371804,0.75659871,0.805393394,0.150557913,0.344267981,0.617388542,0.726711154,0.041199745,0.755862234,0.651607969,0.727454517,1.986126966,0.162093999
O43852,-0.34888912,-0.13063809,-0.25174464,-0.2833981,-0.62539019,0.18905142,-0.15796381,-0.10997411,-0.71508138,-0.30358969,-0.06648486,-0.23286898,0.85698568,0.35891999,-0.08872604,0.45786353,0.2049136,0.01301865,-0.22649215,-0.13160477,0.32585047,-0.24733175,0.45122117,-0.35764164,0.03451729,0.11212094,-0.30819015,-0.31329253,-0.36017362,-0.20906601,-0.77576085,-0.31014041,-0.2849362,0.30114911,-0.69581389,0.204885385,0.66771096
O43865,-0.33233775,-0.76135119,-0.35786556,-1.09652796,-0.49987625,-0.90031714,-0.65932017,-0.25098651,-0.36520916,-0.88982224,-0.08387073,-0.36929988,-0.59500735,-0.47737971,-0.46283597,-0.47824668,-0.38954441,-0.52893223,-0.39508155,-0.69925698,-0.88121748,-0.34807718,-0.82578857,-0.14192845,-0.76236599,-0.31907695,-0.91457849,-0.37575269,-0.28358105,-0.20596076,-0.36044224,-0.62019805,-0.52823165,-0.42247504,-0.27714957,0.897251441,0.41227711
O60268,-0.691348084,-0.431424712,-0.581684545,-0.879403558,-0.318971161,-0.433815988,0.093885605,-0.009437014,-0.187328139,-0.556906138,-0.173652034,-0.372378187,-0.348195959,-0.779928404,-0.160867392,-0.623738805,-0.192345835,-1.190207196,-0.232169851,-0.617318025,-0.37317906,-0.738805848,-0.402328482,0.157075367,0.102908567,0.046184331,-0.861292288,-0.035472906,-0.803262149,-0.21607687,-0.006726672,-0.56832458,-0.156387483,-0.10351688,-0.15624268,0.94875371,0.929399634
O60282,-0.13706371,-0.38572474,-0.10840788,-0.80774816,-0.47944619,-0.59583406,0.09233821,-0.24550993,-0.29696336,-0.7794833,-2.10665821,-0.70967531,-0.24006499,-0.02937286,-0.11456278,-0.07260259,-0.25882957,-0.54444492,-0.38333469,-0.55943935,-0.72019704,-0.15743319,-0.44102698,-0.44242551,-0.5445497,-0.25159729,-0.2434117,-0.42834609,-0.21355668,-0.44703653,-0.47817596,-0.47648328,-0.52556405,-0.76370124,-0.62244971,0.712489301,0.360905132
O60313,0.78160875,0.45217326,0.15780376,0.80942262,0.22972725,0.10708612,0.87682709,0.97715775,0.86489431,0.93353439,0.79798162,0.85003787,0.38621316,-0.67135993,0.68377478,-0.01868314,0.23226499,0.59068296,0.63670995,0.04554387,0.55331848,0.25396185,0.47440212,0.75018661,0.85480352,0.88591687,0.87317308,0.91095816,0.84497105,0.85996502,0.90986945,0.82647636,0.84314916,0.75220269,0.85824594,0.887736233,0.806071242
O60493,0.3129838,0.5049828,-0.1602305,0.169013,0.4956663,0.5103505,0.1643394,0.1779855,0.4741369,0.2590971,0.2512432,0.2971766,0.7076268,-0.1728884,0.6538804,0.1505864,-0.1101931,0.4632541,0.5585716,-0.0394544,0.468695,0.4770392,0.4938874,0.3800163,0.375075,0.4911398,0.246319,0.4056116,0.4157192,0.48517,0.6564098,0.6790445,0.6596241,0.5488352,0.4804274,1.430005445,0.366250612
O60506,0.238216827,0.578518633,0.333902823,0.425151851,0.027655112,0.185278863,-0.117895729,0.281311886,0.28624096,-0.287998866,-0.186250716,-0.083266971,-0.097382648,-0.180531968,0.245297887,-0.040878492,0.124843067,0.20326276,0.120965044,-0.268005411,0.238891944,0.011730069,0.120109729,0.053340106,-0.003265715,0.298370634,-0.148922608,-0.118672439,-0.221361563,0.241009607,-0.176864743,-0.176876927,-0.216911108,0.003913504,-0.149863909,-0.042774003,0.211556213
O60641,0.3387004,0.25595568,-0.55010004,0.87532677,0.61809082,0.43616224,0.8535292,0.8660427,0.9893869,1.27803782,1.19185016,0.99311139,0.19218599,-0.09637817,0.47824704,0.38267802,0.31746294,0.92215934,0.9388641,0.54088722,0.67080383,0.62190883,0.30132226,0.704747,0.82892233,0.95249103,0.75829177,0.93235836,1.12253816,0.97691718,1.05913701,1.09062874,0.99666582,0.88902622,1.05934735,1.065832487,0.626055456
O60763,-0.070769084,-0.253060141,-0.149850613,0.100739948,-0.092604028,-0.6247607,-0.061589061,0.364194396,0.143732082,0.019372601,0.367346788,0.259857466,-0.051346452,0.002063939,-0.03721878,-0.835857362,-0.074668833,0.329393043,0.041427131,0.101500198,0.295178355,0.264723221,-0.104947988,0.649867318,0.380770567,0.279349455,0.116544681,0.414816226,0.092727053,0.331763288,0.000924323,0.020593999,0.206762313,0.026420048,0.034868665,496.9483194,0.272093238
O60831,-0.01889243,0.13886175,-0.0638498,-0.06613957,0.32157761,0.41474899,0.20809992,-0.83335797,-0.05499172,-0.09825052,-0.16164317,-0.02660757,0.09668794,0.00928439,0.03915477,0.08538149,-0.1200119,-0.24597888,-0.09806316,-0.13297743,-0.15223194,0.30099082,-0.11612088,-0.05916531,-0.24685873,-0.05723149,-0.38896758,-0.18983644,-0.24592148,-0.2493849,-0.82508589,-0.07810459,-0.19860182,-0.28897638,-0.14221392,7.169837353,0.172871296
O60884,-0.25440366,0.05042578,0.13927799,-0.34959327,-0.80664682,-0.35508464,-0.14906575,-0.32774258,-0.3130614,-1.31965553,-0.53545399,-0.3979543,-0.54915669,-0.09952375,-0.64771553,0.29731492,-0.07345061,0.01884138,0.02385474,-0.01910628,-0.06709021,-0.18276546,-0.30680706,-0.53607523,-0.17628392,-0.73001596,-0.35441077,-0.18723032,-0.51557207,-0.46329864,-0.52130049,-1.16863509,-0.34167669,-0.47048804,-0.3014528,0.832716812,0.453393829
O60939,-0.16301235,-0.35092286,-0.385105,-0.32949021,-0.61407852,-0.11117954,-0.54470825,-0.38639147,-0.12755516,-0.26500721,-0.38795451,-0.77445189,-0.28933303,-0.34874566,-0.18906947,-0.63998568,-0.40201494,-0.71329019,-0.16832766,-0.89773584,-0.34549156,-0.50224459,-0.05212025,-0.42400776,-0.70548647,-0.46478612,-0.34644822,-0.38826642,-0.15948661,-0.31618525,-0.22371573,-0.52281997,-0.33904035,-0.81576479,-0.0735023,1.09614211,0.684957334
O75061,-0.30084197,-1.01553953,-0.54130653,-0.27074337,-0.21129008,-0.12556092,-0.24587018,0.21279556,0.15613792,0.24190484,0.18051945,0.15447196,-0.31457781,-0.4312522,-0.35974756,-0.13055073,-0.58671215,-0.29948406,-0.10303286,-0.44875386,-0.29408992,-0.23991334,-1.50944738,0.22841234,0.15169169,0.10882746,0.0102286,0.20016253,0.1798309,0.24141913,0.0506721,-0.08994567,0.44749562,0.1796373,0.19353511,0.832145781,0.80639087
O75083,0.3745202,0.5034874,-0.2040787,0.7607304,0.6650823,0.3907255,0.9924088,1.0168707,0.9374197,0.9715089,0.8623747,0.8066298,0.4157353,0.3928013,0.6284409,0.406969,0.3605914,0.8441821,0.8738439,0.6130008,0.7009839,0.4168471,0.621592,0.9438169,0.9476726,0.8721966,0.8814066,0.8674565,0.9145087,0.9617148,0.8779611,0.8171552,0.8609831,0.8067455,0.8740956,1.091620034,0.521697125
O75116,-0.06250173,-0.19555819,0.072736,-1.14664854,-0.22387072,-1.61003353,-0.02092571,-0.55017149,-0.0493556,0.03519626,-0.12886364,0.16308599,-0.19406479,0.1212946,-0.30870347,1.54759668,-0.15616259,-0.87088425,-0.18321858,-0.33650852,-0.25997927,-0.28073441,0.0117358,-0.38188691,-0.56142333,-0.66795327,-0.4683936,-0.56725381,-0.23524377,-0.09007285,-0.41106612,-0.58643634,-0.28111575,-0.38119222,-0.36965334,0.829766195,0.743423421
O75122,0.05683,-0.23363156,0.14873095,-1.32366141,-0.61941434,-0.94598652,-0.44412512,-0.42913356,-0.54254298,-0.70018075,-0.38047063,-0.93034164,-0.18002817,-1.01683019,-0.15129108,0.32294395,-0.07937784,-1.33572441,-1.290185,-0.71155201,-1.27958921,-0.43956886,-0.54413841,-1.33913896,-0.59644782,-0.58153645,-1.19909831,-0.41979687,-0.80926331,-1.39821901,-0.28716574,-0.85532051,-0.29635931,-1.30924536,-0.71199325,1.357731891,0.218549094
O75145,-0.451389516,-0.120256323,-0.257031645,-0.28726906,0.326163904,0.28811701,0.128905185,-0.077346225,-0.253499098,0.294651862,-0.006401322,-0.084438358,0.057507564,-0.034934845,-0.18429415,-0.437712795,-0.185249066,-0.266385696,-0.270434254,0.089847854,-0.164485551,0.227232767,0.243353505,-0.342095758,-0.247550716,-0.458479535,-1.883578133,0.134895807,0.132863174,-0.197686399,-0.73549549,-1.476458112,-0.771948509,-0.324283378,-0.721717269,8.160331232,0.008682367
O75190,1.04407666,0.3703424,0.78896721,0.31461066,-0.35252528,0.12536342,0.20009913,-0.14759121,-0.25038673,-0.01018999,-0.2495214,0.10652363,0.928615,0.63783391,0.80218475,0.31017161,-0.12278218,0.39874194,0.56675111,0.45978543,-0.0017867,0.02015041,0.42012847,0.39610978,0.36469282,0.14613881,0.21433271,0.38137104,-0.00841684,0.33214544,0.41770071,0.5288779,0.39825413,0.34656507,0.3354423,2.225189141,0.168255438
O75208,-0.2675373,-0.5301303,-0.634707,-0.8738069,-0.6705386,-0.8286579,-0.866583,-0.7302876,-0.6863359,-0.9022744,-0.7268869,-0.6831593,1.3857995,-0.4742145,-0.4091636,-0.3885107,-0.8104099,-0.9713311,-0.7349645,-0.8592885,-0.6006638,-0.7763292,-0.5916968,-0.6479452,-0.8748397,-1.0189213,-0.7578666,-0.7512459,-0.870904,-0.7079465,-0.6492933,-0.6522271,-0.4913327,-0.8182139,-0.5754183,0.872385976,0.46321619
O75223,0.71187801,0.37953763,0.76141286,-0.03889802,0.32745331,0.46675949,-0.85966722,-0.83858966,-0.47281632,-0.47389506,-0.50904088,-0.42126147,0.67511457,0.79420901,0.59030624,0.9027094,0.67580435,-0.14205192,0.18055214,0.19850431,0.0333327,0.2477265,0.39911652,-0.78181856,-0.46696282,-0.45596992,0.07021361,-0.82410495,-0.9254431,-0.37898969,-0.53209164,-0.39008147,-0.4728725,-0.76775305,-0.53532709,1.028169472,0.871821003
O75251,-0.12367771,-0.0663526,0.89993884,-0.33424816,-0.29922161,0.64718913,-0.61677653,-0.08564277,-0.66740698,-0.29534277,-0.26283442,-0.34644084,0.26376793,0.23100556,-0.18621514,0.32437316,-0.19490751,-0.3259751,-0.21245925,-1.45725128,0.02286081,-0.36894858,-0.0763511,-0.15246216,-0.81736941,-0.24972645,-0.23379408,-0.24717697,-0.36684089,-0.07481426,-0.26467442,-0.38711444,-0.38137383,-0.11719609,-0.20812733,1.843888529,0.308709052
O75306,0.16838333,0.27858913,-0.07547703,0.69167114,0.16096151,0.461097,0.5035107,0.54776234,0.5313499,0.32771438,0.56840643,0.51909497,-0.53185997,0.27878711,0.50462484,-0.27451238,-0.38285689,0.34904975,0.632184,0.50062647,0.52889021,0.40948505,0.06127936,0.45530669,0.32119835,0.40069667,0.60956117,0.67188326,0.6284294,0.66125345,0.77107858,0.70894175,0.55290716,0.61133158,0.82406479,1.035258759,0.345390337
O75323,0.487169687,-0.045937898,-0.130176765,-0.033006416,0.111840304,0.197839391,0.35399657,0.409697986,0.35128536,0.185270078,0.218019284,0.165122371,-0.089645514,0.021878383,0.00075838,-0.203955614,0.233984173,0.060699622,0.321641605,0.512659912,0.387399544,0.36469924,0.202799663,0.102525737,0.157476203,0.261987607,0.113476804,0.242989981,0.407159242,-0.06059434,0.379720694,-0.662139312,0.302920057,0.370713723,0.229602324,0.840518034,0.702394156
O75334,-0.26881005,-0.23251349,-0.67057495,-0.27176585,-0.37187906,-0.73311886,-0.9108337,-0.34900014,-0.32819327,-0.15120896,-0.27380035,-0.22796528,-0.43133311,-0.0245662,-0.23735362,-0.52717809,-0.4334433,-0.93929853,-0.70648874,-0.75056511,-0.40905573,-0.36566281,-0.33523455,-1.07953349,-0.41222183,-0.33762701,-0.44578966,-0.35814248,-0.29516366,-0.27512055,-0.26131306,-0.23848586,-0.05000209,-0.2741468,-0.40661319,1.045113472,0.965307664
O75339,1.16935261,0.99438354,0.51433702,0.14656706,0.77752129,0.7039504,0.3729368,0.31780659,0.73875797,0.47226795,0.2994095,0.51653428,0.08137336,1.09230241,0.58843085,0.84648774,0.62357336,0.0917144,0.40085088,0.7288262,0.57655788,0.8823247,0.81490449,0.48739109,0.31359082,0.45311403,0.50695286,0.56658391,0.56138705,0.33073147,0.53345648,0.53290039,0.39222594,0.26898275,0.55621434,0.908525957,0.537852588
O75379,-0.72770699,-0.73668664,0.06372476,-1.41415396,-0.25601399,-0.27447402,-1.11351798,-0.87895436,-1.0206773,-1.17427457,-1.25608917,-0.92455607,-0.6899695,-0.94867345,-0.65205659,-0.33847614,-0.42699834,-1.20204252,-1.39096226,-1.12206887,-1.14669939,-0.98784722,-0.9839475,-0.83918403,-0.8777796,-0.9053275,-0.9132095,-1.29835952,-1.10243863,-0.95082843,-0.84173867,-0.49411644,-1.2278296,-1.01672914,-0.94080679,1.143993793,0.372726351
O75390,0.6767157,0.6241897,0.180374,0.6981881,0.6976338,0.5585818,1.228688,1.0801392,1.1274587,1.1025038,1.0144305,0.9906407,0.542831,-0.5549468,0.1969026,0.4353591,0.7130012,0.5205007,0.640881,0.7624121,0.7287478,0.7844629,0.6609727,1.0447398,1.1003426,0.9960659,0.8780644,1.1571126,1.1612474,1.0066922,1.1684293,1.0115159,1.0391081,0.8597941,1.0643106,0.936797035,0.806710418
O75396,0.93113413,0.69486022,0.50303892,0.74919796,0.69674533,0.45448079,0.49032664,0.49081779,0.48356222,0.66626446,0.61289938,0.47635296,0.3778196,0.23952278,0.91506438,0.09796211,0.49511903,0.49238965,0.60702719,0.76426852,0.77748312,0.72508567,0.63766754,0.83393338,0.60172956,0.54445054,0.44055266,0.4150394,0.62013839,0.60899809,0.49527769,0.76007487,0.66338877,0.63603638,0.63020941,0.962866169,0.537096712
O75431,-0.32922064,-0.39976056,-0.65815395,-0.54273256,-0.41287029,-0.63519858,-0.31314009,-0.71507758,-0.0839873,-0.09415819,-0.36355501,-0.36783695,-0.61101943,-0.08384511,-0.49150259,-0.63998568,-0.31320335,-0.84380152,-0.75318545,-0.52320268,-0.6081528,-0.43971626,-0.2851815,-0.38233102,-0.35991938,-0.46172055,-0.44028684,-0.2632196,-0.02319327,-0.10536833,-0.05331664,-0.19573286,-0.38709317,-0.30847116,-0.22132658,0.933455339,0.429765233
