Uniprot,Control,Control.1,Control.2,Disease,Disease.1,Disease.2,Disease.3,Disease.4,Disease.5,Disease.6,Disease.7,Disease.8,Disease.9,Disease.10,Disease.11,Disease.12,Disease.13,Disease.14,Disease.15,Disease.16,Disease.17,Disease.18,Disease.19,Disease.20,Fold Change,t_test_p_value
Q9UJU6,0.304707562,0.230333106,0.191540853,0.044516358,-0.162324176,0.001377316,0.103375882,0.255796208,0.126785236,0.406619412,0.208217515,0.034335116,0.229793065,0.161055828,0.208178945,-0.142837399,0.072746526,0.198017914,0.303274746,0.220792552,-0.122348398,0.104018933,-0.054838758,0.230596774,0.477215077,0.615024997
Q9UJW0,0.0219165,0.12498153,0.28487855,0.01177367,0.01975085,-0.46754853,-0.3823158,-0.1501549,-0.04023838,-0.07736566,0.09491937,-0.11740486,-0.02324611,-0.45465233,-0.46591827,-0.14553741,-0.10642497,-0.12392096,-0.1923165,-0.01607799,-0.46960808,-0.1611834,0.35451895,0.10285676,-0.929744912,0.042214044
Q9UJY1,-0.25843165,-0.47686023,-0.38895847,-0.32734535,-0.90659958,0.24577516,-0.47116894,-0.37070576,-0.54226506,-0.2964082,-0.4862889,-0.14746164,-0.4983745,-0.49815678,-0.51473698,-0.10638578,-0.41205209,-0.48102697,-0.07329595,-0.4454022,-0.3784508,-0.14127819,-0.36116181,-0.32587596,0.957929278,0.598541285
Q9UJY5,-0.6052343,-0.2645673,-0.4823504,-1.0687419,-0.6197378,-0.5027716,-1.0401347,-0.7084247,-0.3743716,-0.4563473,-0.6870572,-0.5325646,-0.4245279,-0.5015773,-0.437082,-1.1441558,-0.171261,-0.3151957,-0.4521027,-0.4482057,-0.7263966,-0.8101142,-0.6089429,-0.9182991,1.367979371,0.967339967
Q9UJZ1,0.302152082,0.336121179,0.008379251,0.139794048,0.133325469,0.176006029,0.298656088,0.325905768,0.285704077,0.313204739,0.256514698,0.163489018,0.132773993,0.120902293,0.160966135,0.23759523,0.232423316,0.381778774,0.275292489,0.255082668,0.296171435,-0.024732845,0.191535019,0.396780548,1.049176645,0.546936825
Q9UK22,1.522137,1.173056,1.52778,1.436057,1.413988,1.810064,1.274375,1.287616,1.175787,1.342837,1.360708,1.422829,1.275808,1.244929,1.102717,1.274546,1.345556,1.149764,1.369445,1.161399,1.323642,1.392735,1.199748,1.319632,0.936516322,0.601535051
Q9UK41,-1.5767089,-0.6726913,-1.1857051,-1.1710616,-1.2177724,-0.953404,-1.2085831,-1.1113092,-1.6309271,-0.7490961,-1.0459401,-0.7326038,-0.7683621,-1.1823486,-0.9792487,-0.8643186,-0.5271164,-0.6565958,-1.0839567,-0.8108053,-0.9938471,-0.9256781,-0.4485366,-0.4495474,0.811414461,0.647461883
Q9UKA9,-0.65400316,-0.23793475,-0.29604449,-0.71769799,-0.32032096,-0.68056118,-0.2072029,-1.2263975,-0.16796748,-0.03489733,-0.44684217,-0.8833738,-0.33174179,-0.09771131,-0.32638272,-0.33762508,-0.30152317,0.08406375,-0.31836083,-0.2960489,-0.79405124,-0.41613194,-0.16835979,-0.31763814,0.998905187,0.835195434
Q9UKF7,-0.34241774,-0.31402712,-0.82642763,-0.36737829,0.01254144,-0.50656657,-0.42281061,-0.68234735,-0.78369197,-0.21639179,-0.36459292,-0.19978652,-0.30129096,-0.65085789,-1.00873404,-0.56483813,-0.73438625,-0.77073248,-0.49352502,-0.27639329,-0.38297479,-0.46530544,-0.35847624,-0.64393277,0.980960163,0.950092785
Q9UKG1,0.248099693,-0.136814334,0.054237175,0.286859866,0.051060861,-0.055210166,0.247862004,-0.442976351,0.206061777,0.000773153,0.290925385,0.106737528,0.098697384,0.33222332,0.241268236,0.120866732,0.206506083,-0.140486785,0.169006086,0.180251214,-0.192046227,0.129315648,0.479927785,0.269129426,2.232542773,0.747192123
Q9UKK9,0.289396921,0.086024352,0.327369321,0.180113331,0.383497303,0.560235824,0.091749967,0.003760399,0.068719373,0.357773413,0.330668474,0.376774319,0.241837658,0.159873699,0.24435306,0.367850708,0.417402653,-0.167135101,0.116491834,0.1292189,0.020664383,-0.118488437,0.49798845,0.516679475,0.971642747,0.722291266
Q9UKM9,-0.7156584,-0.6029338,-0.4913638,-0.3594915,-0.5235846,-0.4656071,-0.485395,-0.5891307,-0.4970798,-0.5923277,-0.790597,-0.7043944,-0.7307235,-0.4237322,-0.435248,-0.6899093,-0.6287669,-0.5615713,-0.6592888,-0.4560005,-0.5787154,-0.6165934,-0.4930639,-0.5126757,0.930874776,0.340995715
Q9UKU0,0.21600051,0.14913776,-0.19065137,0.19771847,-0.03689018,-0.35120306,0.24832909,-0.15574188,0.34155668,0.25244503,0.58180092,0.49626271,0.33417814,0.2648135,0.25483158,0.3554468,0.5973623,0.49808751,0.09287,0.28983911,0.12587321,0.09819547,0.49154649,0.50521663,4.488702525,0.215121656
Q9UKU7,-0.116627331,0.189906292,-0.137542395,-0.300704473,0.115425247,-0.087219164,-0.414931782,0.206561336,0.300665227,-0.318486551,-0.031521581,0.076536834,0.11819668,-0.048611085,0.216310765,-0.0836723,0.051020151,0.008465147,-0.43718825,0.002183788,0.102141291,-0.042628985,-0.238433908,-0.030774734,1.859903158,0.741040515
Q9UKV3,-0.8805566,-0.6494109,-0.8363613,-0.763614,-0.85667,-0.6542814,-0.4006558,-1.0722072,-0.7646817,-1.0491232,-0.8898735,-0.8025973,-0.5088976,-0.8904152,-0.8752844,-0.3531059,-0.8534084,-0.7748002,-0.9807507,-0.5818329,-0.7359945,-0.6570953,-0.4094272,-1.0599962,0.961991214,0.908776262
Q9UKX3,-0.6912856,-0.29376441,-0.1384157,0.11839014,-0.26023882,-0.53654098,-0.49773088,-0.69081201,-0.32513907,-0.07597054,-0.5304464,-0.44858818,-0.92393215,-0.53888219,-0.33280145,-0.53891092,0.35898857,-0.74480522,-0.47192517,-0.64366375,0.12415663,-0.66551342,-0.54131941,-0.41723561,1.091383151,0.085692735
Q9UL12,-0.159456998,-0.286966281,0.16214173,0.304319923,-0.292572852,-0.242327779,-0.467064959,0.840006473,-0.375798516,-0.078641608,-0.477243921,-0.379347969,-0.074301002,-0.596978077,-0.013537071,-0.009061733,-0.574226353,0.036532631,-0.022478696,0.143344067,0.223507435,-0.213134836,-0.025731661,-0.101509758,1.204161493,0.393052964
Q9UL15,-0.9644713,-0.7171036,-0.6550773,-0.6498814,-0.5716782,-0.5214631,-0.3223539,-0.7666519,-0.9640807,-0.7656588,-0.9235878,-0.4325209,-0.7323386,-0.5689051,-0.8726113,-0.5857676,-0.6969823,-0.8987837,-0.5420282,-0.7047372,-0.7159262,-1.166755,-1.0478526,-0.6576361,0.92367806,0.357729263
Q9UL25,0.38304318,0.28372096,0.31077179,0.42143295,-0.01983454,0.60907748,0.39388321,0.25241318,0.56012825,0.27858613,0.41433582,0.56643381,0.27926916,0.24088176,0.38849029,0.05856105,0.32560363,0.2048282,0.45826752,0.4144097,0.52731768,0.68126654,0.37807843,0.21253191,1.117381239,0.71018538
Q9UL26,-0.14818368,-1.08615724,-0.08913212,0.02082553,0.1843925,0.02148929,-0.18023988,0.03239577,-0.17717917,-0.23384988,-0.45124133,0.02358671,-1.05243627,0.21755928,-0.01399037,-0.18167599,0.23801547,0.08648842,0.07637671,-0.33836414,-0.26411762,-0.0153717,0.08266755,-0.1033228,0.21890369,0.508278042
Q9UL46,0.06743584,-0.12486455,-0.02003896,-0.14908068,0.45527869,0.37245733,0.44591409,0.3560004,-0.0577472,0.14963906,0.47587977,0.4757287,0.42400755,0.25255681,0.24210801,0.31823063,0.32023334,-0.13667976,0.426743,0.27107402,0.19055495,0.23524212,0.35575839,0.36724703,-10.67937899,0.000236224
Q9ULA0,-0.067193794,-0.26051745,0.068166851,-0.331144902,-0.092759923,-0.179906492,-0.084930835,-0.060178608,-0.497034039,0.000601461,-0.008791917,0.114394121,-0.448966908,-0.208049449,-0.063281829,0.019168626,0.059662572,-0.09265681,-0.08002368,-0.189240844,-0.312098455,-0.345439598,-0.279609767,-0.213823023,1.813127921,0.853739885
Q9ULB1,-0.147116,0.16762117,-0.56550477,0.03785128,-0.9321065,-0.96068765,-0.61911407,-0.54917224,-0.15699049,-0.93187772,-0.61532533,-0.59734017,-0.48384716,-0.52017548,-0.36544594,-0.60452536,-1.00189312,-0.95610068,-0.38406611,-0.62339577,-0.40290985,-0.04682463,-0.24956303,-0.8046862,3.084719491,0.164959846
Q9ULC3,-0.047151153,0.079516356,0.156599237,0.381496866,-0.043394587,0.395977313,-0.04181197,-0.144519733,0.063174913,0.118267152,0.170081371,0.00500769,-0.120714409,-0.273327073,-0.23747981,-0.682539195,0.01509689,0.063194033,-0.009075167,0.284530409,0.05665822,0.184451125,0.140246991,-0.128329181,0.148925864,0.118770076
Q9ULC4,0.362,0.2,0.252,0.037,-0.851,-0.0266,0.0198,-0.251,-0.174,-0.113,0.336,0.324,-0.148,-0.274,-0.172,0.228,-0.0614,-0.471,-0.139,-0.555,0.365,-1.54E-05,-0.157,0.195,-0.331382134,0.025290105
Q9ULD0,0.342184291,0.39484771,0.072981256,0.281523111,0.356114523,-0.235076103,-0.006257711,0.037952619,0.368861381,0.296900492,0.172742672,0.134165727,0.28060158,0.13756253,0.015961417,0.340753513,0.139201703,0.329194596,0.126602238,0.223808498,0.4133338,0.331265278,0.342490504,0.313643065,0.776238695,0.697868007
Q9ULP0,0.7517049,0.7547728,0.7787041,0.9692589,0.6216929,0.8230256,0.6855133,0.6685097,0.7818666,0.7314469,0.8235846,0.7025439,0.7775985,0.8673597,0.7150072,0.7512088,0.6947102,0.7584027,0.6645956,0.6443754,0.7144912,0.828893,0.8853595,0.6325587,0.984104441,0.291798347
Q9ULP9,0.24021596,0.39450276,0.39661735,0.07269219,0.03956248,0.13149984,0.23334497,0.27323844,-0.18369774,0.39202912,0.31580565,-0.15698682,0.14592148,0.14177313,0.44585183,0.18330248,-0.01538522,0.15468874,0.22126661,0.26858414,0.46772045,0.26246031,0.21460458,0.12248458,0.516772279,0.436782367
Q9ULR3,-0.5889514,-0.1239185,-0.314041,-0.2156376,-0.933102,-0.1136271,-0.3191433,-0.4290658,-0.3776736,-0.6632657,-0.81217,-0.9267413,-0.7147119,-0.539785,-0.7299962,-0.7454736,-0.7572896,-0.7593161,-0.7239196,-0.4116746,-0.6069507,-0.3619241,-0.2740019,-0.6817381,1.682884604,0.001962785
Q9ULU8,0.9227276,1.0549589,0.6696621,0.9630331,0.7396104,0.4424815,0.8386905,0.5473511,0.8378286,0.7551275,0.669587,0.5335709,0.7731157,0.6416135,0.7632912,0.6189449,0.8175365,0.7902457,0.7724522,0.7592303,0.9056905,0.9366226,0.7952131,0.7929418,0.846894706,0.301922293
Q9ULV4,0.09405711,0.29918586,0.41242073,0.35615901,0.3806408,0.23206406,0.27726718,0.12835798,0.10629519,0.37044359,0.31586124,0.38458638,0.1605137,0.14849415,0.30279517,0.429306,0.19942749,-0.14149545,0.31389505,0.09782273,0.60226905,0.47508237,0.25041266,0.28809849,1.006853434,0.100383488
Q9ULZ3,-1.0592565,-0.6210101,-0.9607985,-0.6998111,-0.801234,-0.7498436,-0.9387895,-0.2545162,-0.8553125,-0.4254825,-0.8884549,-0.8613502,-0.3415309,-0.4596215,-0.7759839,-1.0660066,-0.7700127,-0.993462,-0.5501508,-1.127652,-0.6600173,-0.6834097,-0.787003,-0.5152146,0.822441971,0.779176278
Q9UM19,0.05887948,0.64007228,0.51803537,0.30720711,0.08706809,0.44389918,0.29786544,0.13695746,0.44692618,0.70452996,0.1917924,0.32792103,0.15789901,0.51011877,0.53716298,0.47507112,0.23801547,0.34983366,0.19928955,0.2990924,0.58969125,0.49716637,0.29166192,0.21664517,0.857599693,0.287217398
Q9UM22,0.08769731,0.24533075,-0.21879915,0.17714979,0.13205737,0.29264161,0.0265737,0.40274338,-0.35957753,-0.10092668,-0.58032141,-0.34915044,-0.20219218,-0.03513685,-0.52197441,-0.38127223,-0.03014516,-0.42811566,-0.34572953,-0.1347399,0.10646921,-0.12550025,-0.87759743,-0.08384856,-4.275366467,0.220128882
Q9UM54,-0.060650544,-0.16996138,-0.059496791,0.086207886,-0.218632516,-0.20152328,0.254931019,0.118466529,0.238003318,0.004158749,0.407893556,0.4339661,0.158731556,0.310979409,-0.045781307,-0.041918756,0.533200684,0.599086752,0.117432532,0.278110326,-0.943650626,-0.374375386,0.407491006,-0.054555766,-1.018446671,0.214711678
Q9UMF0,0.72140602,0.79861037,0.29541465,0.40079006,0.56868755,0.01789675,0.37475331,0.69336379,0.50658102,0.58283651,-0.0103205,0.25863472,0.32006834,0.48675304,0.41837657,0.28710069,0.44885057,0.45050711,0.51649223,0.60574972,0.70513977,0.74328546,0.50430849,0.44599202,0.733855409,0.771263103
Q9UMS4,-0.40211239,-0.05041384,-0.41093278,-0.20067475,0.10372183,0.24532822,0.16089094,0.28808055,0.35348104,0.25730266,0.16748189,0.02578003,0.07851674,0.32138976,0.23826458,0.1454503,0.20760256,0.10243004,0.02757732,0.32235526,0.01648865,0.0587538,0.18504045,0.21056614,-0.548595487,0.05661348
Q9UMY4,0.01767486,-0.10941355,-0.36772965,-0.39776344,-0.13576155,-0.12600674,-0.25369318,-0.19438202,-0.19550622,-0.24996727,-0.2240333,-0.24529267,0.03766515,-0.02075591,-0.12271946,-0.14407735,-0.01927528,-0.10920111,-0.42315965,-0.35701823,-0.07337968,0.02887844,-0.33269591,-0.06862277,1.127628806,0.287816395
Q9UN36,1.416171,1.142777,1.439098,1.335835,1.535483,1.582428,1.473331,1.275081,1.372155,1.43757,1.604983,1.606377,1.392148,1.303865,1.180476,1.547732,1.514413,1.273168,1.37803,1.280431,1.258478,1.363821,1.446065,1.409264,1.056628091,0.347061683
Q9UN37,0.05576515,0.14868216,0.09897435,0.05845292,0.10902465,0.10463299,-0.08376591,-0.01007978,0.13706456,0.08078329,-0.19642063,0.09790833,-0.24454966,0.10426627,0.03743109,0.07451156,0.13551932,0.1886209,0.04138304,-0.05850615,0.09324734,-0.20073325,0.13140537,0.07671751,0.318704887,0.098921557
Q9UN86,-0.25130769,0.01917117,-0.41348713,-0.20835255,-0.35834786,-0.57901719,-0.18602026,-0.20673739,-0.52878905,-0.45059224,-0.64457052,-0.47436766,-0.42053565,-0.10135317,-0.07196634,-0.59929017,-0.70755691,-0.51270266,-0.52621066,-0.61591298,-0.18355971,-0.32794412,-0.03926012,-0.43307043,1.809138373,0.248933677
Q9UNA1,-0.6651882,-0.105642,-0.394756,-0.4748762,-0.8569988,-1.1098977,-1.2269321,-1.1589035,-0.9590414,-0.6674515,-0.7941627,-1.1307929,-0.7795919,-0.6007214,-1.3838137,-0.7223764,-1.1516098,-0.479867,-0.7386662,-0.6779179,-0.4773612,-0.6708952,-1.1027207,-0.889309,2.212731757,0.019203003
Q9UNE7,-0.68582774,-0.24481341,0.12825064,-0.21794974,0.10948426,-0.08925024,-0.78471092,-0.38234775,0.3077774,0.18929591,-0.29793536,-0.48927135,0.14531637,0.04980012,-0.10394799,-0.14683618,0.12381798,-0.14585184,0.15180813,0.03028826,-0.04764109,-0.4826735,-0.4101334,-0.25918738,0.489634816,0.917897324
Q9UNF0,0.04656591,0.10813045,0.37862522,0.21098534,0.38261003,0.12383599,0.3864068,0.25344674,0.41985966,0.10062569,0.37962294,0.19052586,0.44940112,0.34362345,0.29877299,0.27426219,0.33257313,0.29021659,0.28326142,0.42332673,0.27675699,-0.32458565,0.21642198,0.20490011,1.477760271,0.733106799
Q9UNH7,-0.179626558,-0.08952135,-0.622913171,-0.381347731,0.110573248,0.098415019,-0.230215991,-0.460440945,-0.002669884,-0.451418069,-0.069691103,0.236907132,-0.147525741,-0.100570198,-0.366757607,-0.083508112,0.008057798,0.375197753,-0.078744086,0.203874945,-0.272651966,-0.153695487,0.082496481,0.016773966,0.266948502,0.181845496
Q9UNM6,0.378835856,0.292843466,0.123345042,0.446873183,0.346979056,0.275195612,0.26694766,0.519343887,0.218694331,0.33682926,0.247414248,0.414000644,0.155662844,0.528950241,0.089224208,0.347793921,0.276266815,0.004980865,0.162775068,0.172665862,0.253128456,0.412637298,0.534477719,0.207222677,1.117317754,0.99361302
Q9UNN5,-1.13690985,-0.27438094,-0.96365354,-0.92267449,-0.38544272,-0.76100992,-0.95025199,-0.09282537,-0.82824472,-0.75148819,-0.54472412,-0.73102139,-0.93599415,-0.61156306,-0.80291327,-0.82459996,-0.51793674,-0.54516293,-0.96806065,-0.81629406,-0.78828125,-0.95423992,-0.82590523,-0.74875806,0.920766978,0.996872081
Q9UNS2,-0.26282974,0.26664398,-0.75990257,-0.25575198,-0.2288307,-0.10012337,0.0435831,-0.61650283,0.01497963,-0.07711914,0.01131542,-0.26925472,-0.01284533,-0.32006182,-0.16311077,-0.41247363,-0.3934958,-0.13938054,-0.03778431,0.10806074,-0.52579026,-0.65563323,0.12767674,-0.1315761,0.762216102,0.857689718
Q9UNW9,-0.06476262,0.118514849,-1.089062032,-0.25574452,-0.64741847,-0.432353143,-0.536540171,-0.787435194,0.163551462,-0.420972763,-0.746362062,-0.895576442,-0.119575327,-0.266366721,0.00071407,0.024748336,-0.150517312,0.151421886,-0.270094301,0.122379996,-0.772537213,-0.483181999,-0.225218386,-0.071164001,0.913217647,0.825215088
Q9UNZ2,0.394302715,0.371308183,0.319251431,-0.080123532,0.365397938,0.326967237,0.148379889,-0.006395158,0.270385188,0.168662302,0.089555536,0.15338043,0.228961441,0.264337609,0.134996246,0.324458166,0.273321547,0.404721074,0.189491894,0.286040761,0.16824718,0.330484579,0.376267833,0.206418297,0.60889312,0.845679477
Q9UPA5,0.491737278,0.45998291,-0.941069414,0.642625414,0.458951487,0.557395918,-1.019243773,-0.205014779,0.007697708,-0.327999089,-0.970182075,-0.078605552,-0.37328586,-0.677605411,0.280581518,-0.654459854,0.394848346,0.397440901,-0.695543898,-0.408723434,0.390907996,0.517807634,0.277979319,-1.054555147,-34.05497144,0.715552663
Q9UPN3,0.7439565,0.7730645,0.7350367,0.7635175,0.8797364,0.7469062,0.8863507,0.7346778,0.9907131,0.7217067,0.6622474,0.8004814,0.7786974,0.7478114,0.8814601,0.8759564,0.8895415,0.8570197,0.8006378,0.7734412,0.6312146,0.7428083,0.7928337,0.962343,1.073310631,0.048573821
Q9UPQ0,-1.2969712,0.6860875,-0.77608675,-0.08591271,-0.37976846,-0.02665813,0.0957965,-1.28914099,-0.69461638,-0.58488771,-0.5423785,-0.5997132,0.3570829,-1.3564273,-0.82210184,-0.58887795,-0.85422981,0.32033423,0.05435142,0.45794662,-0.14945387,-0.38899048,0.05846853,0.12052661,0.710556957,0.577786301
Q9UPR5,0.649827534,0.647430005,0.471231583,0.758543311,0.031615513,0.313172977,0.003572035,0.503309321,0.281738929,0.741204496,-0.312167935,-0.124831187,-0.940551374,-0.1404961,0.089951013,0.008474213,0.130073546,-0.265708412,0.020789762,-0.3315396,0.736149158,0.642589376,0.097108918,-0.525476519,0.138740014,0.001391004
Q9UPT5,-0.6743923,-0.8478971,-0.5664094,-0.5340507,-0.4623401,-0.2998207,-0.3552367,-0.3767087,-0.7574491,-0.9925152,-0.734738,-0.395204,-1.0917746,-0.6255954,-0.7193228,-0.6658998,-0.683754,-0.6611119,-0.6125248,-0.3145292,-0.3552196,-0.9430564,-0.7883807,-0.8026745,0.900896283,0.885322352
Q9UPT6,-0.268352344,-0.286138422,-0.299309488,-0.874388111,0.143138289,-0.66376303,0.096278765,-0.518303751,0.137861623,-1.026061929,-0.735529747,-0.335485266,0.024237537,-0.469370113,0.140357332,-0.491156482,-0.139510455,-0.000191892,-0.753123734,-0.168656084,-0.628283201,0.097879407,0.093596956,-0.854519717,1.158684125,0.452684248
Q9UPV7,0.234,0.536,-0.135,0.514,-0.216,-0.0866,-0.0176,1.90E-05,-0.0169,0.256,-0.285,-0.0911,-0.0923,-0.265,-0.054,-0.0678,-0.0408,0.0205,-0.066,-0.143,0.379,0.303,-0.241,-0.129,-0.076396175,0.252738651
Q9UPW8,-0.7737923,-0.0593832,-0.6900939,-0.6504179,-0.8800963,-0.5190103,-0.7999865,-0.4011736,-1.1788206,-0.8466482,-0.7944698,-1.0226136,-1.1172868,-0.7230138,-1.1248807,-0.6995067,-0.9462489,-1.131685,-0.9295452,-0.6252542,-1.2036528,-1.2139483,-0.4412304,-1.0857648,1.719539602,0.169284747
Q9UPY5,-1.1068958,-0.356002,-0.4612228,-0.3752906,-1.0289094,-0.4726407,-1.1422673,-0.512598,-0.468268,-0.7074614,-0.8122197,-0.6782437,-1.2501628,-0.5988536,-0.8092695,-0.2055696,-0.406527,-0.6256345,-0.4378744,-0.5882672,-0.8720887,-0.6121652,-0.5382692,-0.6831314,1.026495792,0.000642533
Q9UPY6,-0.372688638,-0.419320829,0.012687387,-0.236760933,0.069600808,-0.612342897,-1.094718382,-0.427061335,-0.500448583,0.079238567,0.014960914,-0.002011443,-0.061521864,-0.324414283,-0.145095153,-0.002861879,-0.311296087,-1.067761917,-0.084467705,-0.41124201,-0.164109996,-0.099544419,-0.083066493,-0.138164637,1.027099591,0.733092633
Q9UPY8,0.8142787,0.8603262,0.9128404,0.8098113,0.8306246,0.7659654,0.803732,0.6010672,0.7902978,0.7730775,0.7145528,0.9261639,0.7627746,0.7963102,0.7880662,0.7836097,0.9157401,0.8806262,0.7318075,0.7569575,0.8850107,0.8783315,0.8611444,0.8434626,0.933029176,0.184908325
Q9UQ03,0.52996908,0.09212483,0.24256866,0.50342382,0.52972893,0.28806323,0.56146644,-0.11568479,0.46686476,0.35128164,0.64219779,0.65276195,0.59938104,0.40398012,0.49184094,0.65465346,0.43951563,0.41392426,0.41859212,0.18039692,0.22007322,0.07855509,0.34834763,0.40331529,1.409745553,0.421108174
Q9UQ13,-0.7450845,-0.7351662,-0.9680851,-0.8012823,-1.1629088,-0.7611461,-0.7891411,-0.8362832,-1.6120172,-0.9697624,-1.2817988,-0.8998359,-0.8428858,-1.4044194,-0.9292007,-0.7678053,-0.8407748,-0.9745296,-0.9879615,-0.7486374,-1.335141,-0.8190744,-0.5962138,-1.7912486,1.234195086,0.104459007
Q9UQ16,0.6769538,0.8853465,0.6146582,0.7025187,0.2876871,0.3949601,0.5498956,0.4660659,0.4594598,0.5984423,0.4105088,0.4353979,0.5177825,0.5200091,0.5601328,0.5868043,0.4751589,0.5299451,0.5700484,0.5371202,0.7199365,0.7910066,0.4960876,0.5286827,0.730878878,0.105369967
Q9UQ80,0.4683707,0.3342421,0.4539003,0.4993127,0.307522,0.2941285,0.6199022,0.4293703,0.604088,0.3302233,0.3041627,0.4549905,0.2817641,0.4041998,0.4120998,0.1252259,0.2511131,0.3456989,0.4921247,0.4916915,0.3840535,0.4090142,0.3870684,0.4303129,0.938887034,0.509179796
Q9UQB3,0.32085697,0.21654401,0.53583354,0.47943078,0.43239673,0.76050856,0.69047487,0.24624036,0.40588123,0.31807656,0.58538155,0.78726908,0.57681935,0.53052433,0.07658887,0.53181558,0.66941441,0.37767064,0.57738001,0.48496698,0.28489687,0.61972758,0.60599318,0.22284555,1.366270822,0.519617558
Q9UQB8,0.361348881,0.627017292,-0.045934077,0.407694257,0.001342453,0.054329735,0.031677644,0.134075002,0.49499147,0.180215939,0.041124216,-0.363577604,-0.021909131,-0.05114108,0.004691284,-0.163915795,-0.293230313,0.116968033,0.045302898,0.083457768,0.452956863,0.310840934,-0.214984329,-0.296845142,0.144620514,0.263172588
Q9UQE7,-0.7964222,-0.63736,-0.5085737,-0.4687354,-0.5446009,-0.7818558,-0.3839343,-0.6064955,-0.735742,-0.7237196,-0.9777653,-0.4603672,-0.8879699,-0.6167801,-0.7069706,-0.9430555,-1.0701433,-0.403367,-0.6321718,-0.2877393,-0.7758088,-0.5352501,-0.4609365,-0.7739794,1.013304683,0.11336846
Q9UQM7,1.5014948,1.5737915,1.3736649,1.7066222,1.101676,1.1528038,1.0303302,1.3654494,1.071759,1.4767141,1.1524681,0.8710687,0.9803101,1.112449,1.2893689,1.1892095,0.9233139,1.0469709,1.18031,1.0399365,1.5170531,1.5562636,1.1119086,1.1767003,0.804449176,0.039587873
Q9Y224,0.0796257,0.1235993,-0.1987451,0.1967457,0.2461069,0.2731633,0.2182758,0.1759299,0.3755312,0.121789,0.3014899,0.325566,0.2828316,0.3896712,0.2037983,0.1517177,0.2464107,0.3413303,0.3315265,0.3109443,0.2995417,-0.2460911,0.2409112,0.1151839,156.329191,0.246083593
Q9Y230,0.3482584,0.2444054,0.3956813,0.3310318,0.3264291,0.4653974,0.4384605,0.5541855,0.3391253,0.2662808,0.3968267,0.4215342,0.4249097,0.5906028,0.2214698,0.3626468,0.3810456,0.579944,0.5476535,0.4811938,-0.7547083,0.3977661,0.4062402,0.29755,1.080534276,0.668608155
Q9Y241,-0.20561457,-0.11901637,-0.04937822,-0.04079297,-0.03539369,-0.031072,-0.70634066,-0.06358717,-0.48783341,0.01319353,-0.10650474,-0.19446483,-0.54361517,-0.13673026,-0.2238484,-0.19910163,-0.2900387,-0.12916438,-0.8078535,-0.13932073,0.03348612,-0.24863491,0.04552487,-0.16479735,1.702360896,0.018750151
Q9Y262,-0.060656831,-0.302831141,-1.035080043,-0.575238082,0.019285109,-0.730416259,-0.183558769,-0.009657511,-0.38678146,0.074571167,-0.356388733,-0.715328509,-0.074719559,-0.177144697,-0.192852961,-0.15510428,-0.569627683,-0.411197032,-0.261426367,-0.711885233,-0.51736334,-0.700184119,0.035945243,-0.546543213,0.729891086,0.281696207
Q9Y263,-0.45988752,-1.07845021,-0.40980634,-0.53854853,-0.01247299,-0.40535557,-0.20422151,-1.06143324,-0.52526741,-0.34327644,-0.38329405,-0.42656459,-0.5362085,-0.34146105,-1.16190455,-0.97401239,-0.72948943,-0.33128564,-0.13540364,-0.29208748,-0.31879726,-0.72842473,-0.90397929,-0.33322989,0.783655608,0.504380749
Q9Y265,0.600584,0.2547634,0.4296432,0.323726,0.646956,0.616016,0.423002,0.4043733,0.6882429,0.4563582,0.6246674,0.5322213,0.5340616,0.5826269,0.5540595,0.6371235,0.5783175,0.5037114,0.4571574,0.5355026,0.32291,0.3534329,0.3179686,0.4889566,1.176372319,0.051660823
Q9Y266,0.06062332,0.0827118,0.08335145,0.01602402,0.02534398,0.26405111,0.13108674,-0.73433852,-0.40037147,-0.10838407,0.06172851,0.06841147,0.06437045,-0.05982396,-0.12466724,-0.24180235,0.02408817,0.02107458,-0.29598502,0.13488539,0.16669046,0.03707792,0.20643192,-0.43671999,-0.744153921,0.058548229
Q9Y276,-0.79130868,0.11750384,-0.41638807,-0.31722379,0.05577629,-0.65912447,-0.95395507,-0.04184033,-0.72205108,-0.61065664,-0.5980526,0.01275661,-0.3873348,-0.39114142,-0.19168466,-0.08164173,0.24158624,-0.64012877,-0.08084645,-0.48400372,-0.29181543,-0.78700579,-0.35546652,-0.66196923,1.04120804,0.40208003
Q9Y277,1.309479,1.4426966,1.2783427,1.4200187,1.0937038,1.1774648,1.2002989,1.1443023,1.0742554,0.9866414,0.9968832,1.1094373,1.0106224,1.2225443,1.2135661,1.146301,0.9947518,1.252714,1.0666889,1.2737143,1.3791166,1.2580124,1.2314576,1.0277382,0.860585293,0.024926554
Q9Y281,0.62265672,0.69229413,0.85122403,0.67518098,0.71919229,0.65156329,0.70905454,0.02218363,0.56394647,0.64799371,0.55425065,0.59311499,0.45257134,0.39545464,0.54149791,0.64918308,0.42271156,0.57970842,0.40368116,0.55275103,0.6537539,0.54161625,0.56380163,0.58491923,0.756971643,0.042378951
