Uniprot,Control,Control.1,Control.2,Disease,Disease.1,Disease.2,Disease.3,Disease.4,Disease.5,Disease.6,Disease.7,Disease.8,Disease.9,Disease.10,Disease.11,Disease.12,Disease.13,Disease.14,Disease.15,Disease.16,Disease.17,Disease.18,Disease.19,Disease.20,Fold Change,t_test_p_value
O96033,-0.9901479,-0.9289032,-0.3116462,-0.5925162,-0.1229277,-0.5224958,-0.3467934,-1.0612311,-1.0978811,-0.6260239,-0.8576345,-0.4459791,-0.8996202,-0.4683046,-0.6790953,-0.6671078,-0.5575826,-0.9602826,-0.615033,-0.4340997,-0.597133,-0.9321537,-0.4955989,-0.4709566,0.861386693,0.87801889
P00167,-0.8551165,-0.9824694,-0.9332113,-0.5433972,-0.6294521,-0.77484,-0.3951478,-0.2739732,-0.9072442,-0.8447196,-0.3517188,-0.4775818,-0.3755235,-0.9114721,-0.8222442,-0.9200598,-0.3933535,-0.4200784,-0.5043617,-0.9458838,-0.7217171,-0.7649862,-0.6005442,-0.6563048,0.682351532,0.312487449
P00325,-0.25951778,-0.91002638,-1.10065956,-0.68538675,-0.53486176,0.14490523,-0.4042816,-0.89395343,0.01864273,-0.75244795,-0.91169382,-0.34458514,-0.06719306,0.04072098,-0.71794138,-0.05111712,0.01003305,0.02496023,0.06063784,-0.68576767,-0.52011044,-0.22491325,0.97917205,-0.27052064,0.364076949,0.007543707
P00338,1.479496,1.717362,1.665883,1.748761,1.624786,1.670486,1.538116,1.653936,1.477607,1.680388,1.45459,1.512473,1.492761,1.633707,1.714545,1.573356,1.635033,1.475391,1.647038,1.47727,1.799689,1.765126,1.609319,1.583391,0.992026308,0.014297742
P00352,0.7385899,0.8357168,1.0246544,0.8049212,1.434408,0.9204472,1.2661195,1.0523917,1.3366635,0.9827582,1.3774097,1.4486927,1.1918326,1.3221293,1.1593599,1.3837097,1.5080719,1.198207,1.0948542,1.4001194,0.7135472,0.8249857,1.4178446,1.4286978,1.388861056,0.012970436
P00367,2.026776,2.088998,2.133413,2.170295,2.155145,2.074254,2.20121,1.900012,2.175301,2.047624,2.213573,2.206616,2.192535,2.146142,2.061067,2.23788,2.20834,2.040417,2.147324,2.079984,2.070799,2.172517,2.120122,2.083716,1.021958605,0.894210767
P00387,0.8338699,0.3730882,0.6781464,0.5816102,0.5813373,0.6383795,0.7142111,0.847654,0.639353,0.7331733,0.7041837,0.8263572,0.6865747,0.8279573,0.7238631,0.5729944,0.6670866,0.7093292,0.7738268,0.4319174,0.7283942,0.4633547,0.817907,0.6669177,1.086440899,0.247504768
P00390,0.7130712,0.7391471,0.6209919,0.6551054,1.0428587,0.7701732,0.7297164,0.7290831,0.7716676,0.7977915,0.8991566,0.8074643,0.7805188,0.6702807,0.7570968,0.8180058,0.6917299,0.6117881,0.7001192,0.8314806,0.6559467,0.5348101,0.7537792,0.7855845,1.088316164,0.112110269
P00403,0.9533057,0.5210561,0.458323,1.0345756,0.5932977,0.8595843,0.9350846,0.9535271,0.7177793,0.7490409,0.9286672,0.8535594,1.0693878,1.1227653,1.0281203,1.0740965,1.0426493,0.6538823,0.9635755,0.5330648,0.8761202,0.6135994,1.1963759,1.0203869,1.391043493,0.35456029
P00441,1.389847,1.439846,1.484161,1.427509,1.549012,1.493524,1.471325,1.401428,1.451579,1.417315,1.446245,1.454535,1.446813,1.479482,1.394597,1.498001,1.453415,1.331248,1.343396,1.4581,1.531546,1.511348,1.530192,1.433539,1.010834561,0.849167512
P00450,0.36568109,0.1017785,0.84936982,0.63590853,0.12567533,0.89441507,0.1584863,0.91126698,-0.3675528,0.72042536,0.40141515,0.41782133,0.05763042,0.23232271,0.52257491,0.64940396,0.45988797,-0.12552321,0.60372349,0.21047667,0.48919386,0.4837074,0.20788106,0.51717761,0.890268055,0.574930075
P00488,-0.12122141,0.68856678,0.20476835,-0.10191671,0.05489568,0.22469114,-0.45917383,0.74858572,-0.32967217,0.11429376,-0.10038902,0.40718241,-0.35180717,-0.18194431,-0.24662608,-0.2373277,0.06760937,-0.17364879,0.10866059,-0.12072049,-0.10495211,-0.22105211,0.11859523,0.38676684,-0.073629004,0.349328792
P00491,0.6232299,0.3138905,0.8169607,0.6629578,0.9017531,0.5908266,0.7498592,0.7850362,0.6677026,0.5257923,0.9740902,1.0992567,0.7628233,0.7529285,0.7038804,0.8605481,1.0239716,0.794906,0.6922127,0.7218851,0.7722081,0.7208241,0.8844349,0.9339525,1.350471033,0.313393948
P00492,1.0927696,1.2135968,1.086453,1.2146629,0.8995241,0.8760837,0.8446028,0.8137731,0.9948282,1.1365027,0.8810143,0.6904746,0.7667018,0.945476,0.9812711,0.8033,0.8836107,0.8863852,0.9779951,0.9295173,1.1131019,1.1473345,0.9469015,0.8817188,0.825894674,0.008570992
P00505,1.590216,1.701122,1.490051,1.712425,1.619624,1.367471,1.634074,1.570726,1.615814,1.606951,1.511757,1.510243,1.507352,1.559769,1.58148,1.629119,1.554819,1.501661,1.578413,1.51817,1.634996,1.657708,1.583706,1.565212,0.986607807,0.441425295
P00533,-1.07641688,-0.75229166,-0.4361395,-0.72160588,-0.52988266,-0.08686213,-0.48602976,-0.52675809,-0.46866477,-0.53799942,-0.69387412,-0.23339906,-0.46888621,-1.036043,-0.55994669,-0.59832878,-0.34044894,-0.92743423,-0.38342909,-0.629973,-0.73230475,-0.66830378,-0.68458278,-1.38858289,0.801273564,0.768525844
P00558,1.958642,1.938226,2.007297,1.980277,1.996046,1.942993,2.063145,1.877682,1.983994,1.904977,2.023798,1.978256,1.951799,1.964734,2.022626,2.00321,1.928391,1.947379,1.938316,2.045974,1.904195,1.95184,2.039252,1.996597,1.002814623,0.935565263
P00568,1.887848,1.507263,1.505362,1.294366,1.730477,1.819974,1.489315,1.429088,1.393947,1.65915,1.706549,1.507683,1.643795,1.410274,1.349163,1.740749,1.505052,1.580684,1.49155,1.67447,1.47897,1.503756,1.415887,1.646233,0.946588858,0.214048114
P00738,1.4312966,1.067631,1.9129785,1.8391839,0.9488637,1.3372978,0.9963353,2.0886039,0.8359654,1.5546562,1.0012634,1.341341,1.0446879,1.1325198,1.7295417,0.8452827,1.5022444,0.697257,1.5849986,0.8735712,1.6786546,0.744381,1.0361085,1.5686503,0.854227748,0.292676891
P00751,-0.4159514,-0.1188419,-0.346313,-0.3028694,-0.4026917,-0.230304,-0.466087,0.5944908,-0.3991684,-0.1525622,-0.581412,-0.5217652,-0.840364,-1.149213,-0.2794767,-0.2696334,-0.7250832,-0.9065182,-0.3221692,-0.3406018,0.1425491,-0.4377862,-0.4907045,-0.403672,1.375712426,0.188354918
P00846,0.19557858,-0.13774189,-0.16643924,0.1262622,0.10533478,-0.01720205,-0.0129793,0.20605976,-0.0918847,0.11281089,-0.09066236,-0.02786873,0.03285405,0.13122789,0.06431504,0.16768559,0.21570159,-0.07296635,0.1458398,0.04374452,0.20540026,-0.07739756,0.25317682,-0.0242817,-1.835224521,0.316696345
P00915,1.1675824,1.1946068,1.5786466,1.8027554,1.2253486,1.228061,0.8992794,1.9790884,1.1163683,1.3560346,1.1361327,1.3284755,0.9453696,1.0798437,1.58236,0.6536888,0.392076,0.9597055,1.4884308,1.2026864,1.816111,1.2446895,1.136788,1.1812658,0.933614822,0.194689595
P00918,1.328134,1.097936,1.502551,1.425912,1.446563,1.428987,1.449704,1.459248,1.36844,1.301064,1.265199,1.340156,1.338226,1.39414,1.402108,1.35265,1.206404,1.257359,1.411571,1.392499,1.408909,1.242202,1.216224,1.362611,1.035266064,0.942971082
P00966,0.7074566,0.4527103,0.9207015,0.5513633,0.8695422,0.7720673,0.7848357,0.8938519,0.4656185,0.6291984,0.9015296,0.7278905,0.8106892,0.7888452,0.5469579,0.8817716,0.7011743,0.5340781,0.9421457,0.4986356,0.7970982,0.8485933,0.7854082,0.7345763,1.061773125,0.543479613
P01008,-0.35088322,-0.57398841,0.18356208,-0.10040635,-0.43582479,-0.7536826,-0.52056612,0.70278684,-0.21898985,0.07900925,-0.67546257,-0.54168213,-0.09568655,-0.4718389,0.33612731,-0.07163376,-0.60412683,-0.26122736,0.10895807,-0.68258945,0.08151185,-0.03610435,-0.41985455,0.33750567,0.817814746,0.867824312
P01009,1.5454861,1.3167685,1.9119591,1.637161,1.29703,1.8525635,0.8586259,2.1344929,0.883737,1.686483,1.5015478,1.5617638,1.0622067,1.3863991,1.7757446,1.6064498,1.6935139,0.7517788,1.8765181,0.7938369,1.5157125,1.5971781,1.4318672,1.6900888,0.915474593,0.430719943
P01011,0.8156851,0.6581581,1.2238709,1.218535,0.857735,1.3410292,0.4777855,1.5466779,0.152837,1.2126974,0.8702471,0.9432531,0.4700598,0.720039,1.084426,0.9437676,1.1666655,0.2003895,1.3112901,0.5220349,1.0941698,0.9938008,0.8701649,1.1986773,1.016536948,0.561495909
P01019,0.20218434,-0.21937363,0.52234168,0.30763548,-0.3147883,0.64208482,0.14277204,0.44076493,-0.40577658,0.20360379,-0.06240604,0.48304855,0.06452242,-0.29247076,0.083955,0.06454502,0.30605316,-0.33091098,0.37687214,-0.19717452,0.28962269,0.2189098,-0.14401311,0.31031896,0.618531458,0.674451992
P01023,1.1802926,0.7837146,1.1307978,1.1655136,1.0010121,1.0875788,0.4542746,1.6694654,0.7265792,1.199452,0.6821222,0.9533059,0.7656326,0.6946404,1.2686006,1.1341469,0.9638744,0.9650289,1.4210631,0.7753927,1.414488,1.0190915,0.7707668,1.1797073,0.983756281,0.897165782
P01024,0.980873,0.8999546,1.5689807,1.133355,0.8046721,0.965857,0.3850629,1.6086919,0.5640261,1.3670004,0.9192993,0.8686688,0.7866007,0.8417694,1.4773951,1.164578,1.2484091,0.9771589,1.3466006,0.6948857,1.3225331,1.091438,0.9597358,1.2628119,0.902350338,0.488729212
P01034,0.32314918,0.15597482,0.16897333,0.5539495,0.27359627,0.57221154,-0.73965422,0.38012899,0.56276062,0.57852826,0.02550043,0.47116514,0.45935772,0.61664035,0.50348522,0.15692476,0.49642939,0.17615521,0.42119197,0.37235527,0.62507918,0.4046452,-0.03395456,0.62072627,1.652578614,0.737751725
P01042,-0.23761968,-0.06668153,0.16526274,-0.71526254,-0.27663183,-0.4024502,-0.42602453,0.22393138,-0.58816175,-0.11777227,-0.49161183,-0.52581352,0.19638759,-0.69934795,-0.23017635,-0.60320652,-0.31047252,-1.15642323,-0.15504453,-0.48009326,-0.10884301,0.3087706,-0.32219293,0.0518883,7.016096131,0.745743935
P01111,0.5837492,0.6694712,0.6629773,0.5742354,0.5847304,0.347666,0.5911844,0.5494047,0.3578056,0.5667795,0.5701878,0.5051697,0.3833116,0.6399944,0.4846898,0.3859938,0.5604609,0.5028282,0.565222,0.5303139,0.5274876,0.5857,0.6225091,0.5154491,0.816432601,0.034407914
P01112,-0.25488175,-0.15773572,-0.0653595,0.17601942,-0.02701188,-0.22177476,-0.14556256,0.04556767,0.02078804,-0.30721986,-0.02586908,-0.08437316,-0.16830794,0.12267536,-0.2316967,0.19227819,-0.25745085,0.22163126,0.07680388,0.07762773,0.12180183,0.12146773,0.15538733,0.11965998,0.005247823,0.958860702
P01619,-0.24624688,-0.41320516,0.15566754,-0.04185393,-0.22288706,0.0266724,-0.87035243,-0.1859283,-0.40834716,-0.51279016,-0.13355853,-0.76494383,-0.61749131,-0.33032421,-0.35235762,-0.48769847,-0.17004406,-0.36838909,0.2170108,-0.76307751,-0.03014564,0.10085536,-0.3140325,-0.48416513,1.903832288,0.293384944
P01742,0.35855629,0.03990308,-0.98628454,0.33570115,0.92800639,0.2969495,0.55167539,-0.90414426,0.12801349,0.07105609,0.52784613,0.2688096,0.34682979,0.19900258,0.50042553,0.12137881,0.46653258,0.1452977,-0.64155691,0.22785544,0.40383191,0.51786107,-1.01672285,0.66590779,-1.006265403,0.431484154
P01825,-0.758716,-0.6299677,-0.4997862,-0.5420249,-0.6613389,-0.2783178,-0.4538133,-0.3915518,-0.5595979,-0.5036715,-0.536154,-0.4979895,-0.5192573,-0.6608314,-0.6268757,-0.9794586,-0.5543909,-0.6026053,-0.2398754,-0.6033571,-0.2516186,-0.497644,-0.7000076,-0.4082015,0.837305452,0.585040656
P01834,0.10504259,0.46286703,0.56461478,0.50460427,0.3945558,0.79079483,0.05265089,0.7307356,-0.25209593,0.4366905,0.55456086,0.30541487,0.07425862,0.20945731,0.43355776,0.27953379,0.45576557,0.07540596,0.8434114,0.32254433,0.53385674,0.47243589,0.19278823,0.5921298,1.009509261,0.058818557
P01859,0.6843334,0.8887547,1.1125095,0.9443854,0.6675047,1.2834946,0.3313987,1.2846452,0.1954984,0.7335609,0.7092157,0.4894191,0.5028456,0.4028803,0.8472316,0.8733876,1.0135469,0.2827662,1.2342601,0.5323787,0.9715639,0.7769738,0.4833889,0.7614692,0.815025596,0.02831607
P01860,0.591142335,0.59778077,0.881266828,0.756401216,0.573916503,0.889985701,0.000691815,0.964162697,0.251376988,0.444632663,0.357588964,0.365168328,-0.025969902,-0.50960495,0.154104393,0.467374477,0.791704783,0.118690717,1.129227526,0.246260178,0.603389639,0.665896886,0.14020419,0.663484233,0.624420763,0.02461889
P01861,-0.569534448,-0.273849981,-0.098315905,-0.510433975,-0.411785465,0.276624507,-0.822309445,0.382141173,-0.025411094,-0.588152995,0.005334917,0.04673618,-0.717186634,-1.257854713,-0.148924873,0.038598405,0.109085137,-1.227742303,0.401799716,-0.686088914,-0.035116811,-0.134254867,-0.118389601,-0.051285849,0.830506464,0.785021887
P01871,-0.14385248,-0.39676468,0.56014615,0.28937629,-0.19260709,0.02768583,-1.41896754,0.96233996,-0.03227163,0.8798713,-0.08420067,0.30759082,0.6169363,-0.02693351,0.43074396,0.01303861,0.03699028,-0.13312009,0.09042869,0.43335183,0.57027387,0.35161512,-0.21045988,-0.05589665,20.89045056,0.946343674
P01876,0.8895292,0.8672482,1.105371,1.2603825,1.1008426,1.5556643,0.6313285,1.4361664,0.9065265,1.0292094,0.9630854,0.9389494,0.6486285,0.613523,1.0776659,1.1104263,1.1517482,-0.2020079,1.6334857,0.5015939,1.3957311,0.7919029,0.742125,1.2977995,1.027438844,0.484011688
P01889,-0.260991075,-0.761188533,-0.411320175,-0.275631129,0.091020606,-0.206132342,-0.486055089,-0.153067626,-0.696026489,-0.280400331,0.176461738,-0.022075549,0.009485535,-0.312546377,-0.172433381,-0.300279542,0.283575838,-0.653186836,-0.739696379,0.097364408,-0.159700099,-0.351520612,-0.327559959,0.253521103,0.421035742,0.173416461
P01903,0.009979877,-0.587565538,-0.391351669,-0.385522083,-0.491436349,-0.120862505,-0.270622713,-0.024400675,0.047870765,-0.281760264,-0.31468495,0.017015182,0.218386865,-0.342895497,-0.101517066,0.051765456,-0.278491188,0.080323766,-0.587787291,-0.329668534,-0.557007813,-0.149811064,0.275995701,-0.019119262,0.525499049,0.01646955
P02042,1.0782672,1.1984718,1.3952835,1.8132109,1.1779299,1.1307936,0.8858509,1.8126425,1.1896949,1.5213007,1.0447018,1.1026251,0.9098939,0.9810762,1.361445,0.8170124,0.4860115,1.1959049,1.3350942,1.1442949,1.6908808,1.2056281,0.6250815,1.0399985,0.952027788,0.194353125
P02144,-0.43656161,-0.28311637,-0.04694793,-0.40867323,-0.70425004,-0.67369483,-0.53008828,-0.29674738,-0.40363901,0.69526389,-0.93843747,-0.79983762,-0.49772658,-0.26988479,-0.3885551,-0.36645946,-0.48594344,-0.28515806,-0.40186563,-0.42753403,-0.95501099,-0.55351289,-0.23491696,-0.31470376,1.722087012,0.201694234
P02452,-0.05866846,-0.96728333,-0.43719482,-0.44829949,-0.44047878,-0.15369022,-0.34987335,-0.22044659,-0.09008632,-0.73467018,-0.49183389,-0.02980304,-0.47989064,-0.30093213,-0.46791926,-0.35439417,-0.85378957,0.01818131,-0.11549774,-0.53497709,-0.0303958,-0.80483113,-0.46793384,-0.35645901,0.752587498,0.279093996
P02462,-0.048423685,-1.175829189,-0.502877595,-0.476126017,-0.700551112,-1.039999106,-0.36698369,0.184142136,-0.286833059,0.009493132,-0.563426119,0.161865687,0.275490316,-0.062741941,0.402970504,0.445039167,-0.407575671,-0.71230386,-0.30934268,-0.24189304,-0.269054453,-0.335282568,-0.755185672,-0.042460492,0.42107486,0.153258644
P02511,1.4123163,1.3001518,1.9350918,1.622994,1.0747112,2.0367689,1.2393198,1.2278236,1.111234,1.4816659,1.2601948,1.4259687,1.2029328,0.891939,0.8757848,1.083984,0.9765828,0.9176789,1.4271084,0.7488332,1.2914942,1.421565,1.0133852,1.2292733,0.785703929,0.135035879
P02533,0.11046041,0.01621286,0.1334392,-0.13213578,0.01208053,0.55356455,-0.43252575,0.61273826,-0.27764984,-0.33200651,-0.9339356,0.03145331,-0.26932152,-0.30890978,-0.17810946,-0.07409475,-0.05276465,-0.10839596,-0.22369273,-0.10027424,0.06153777,-0.13580087,-0.46176589,0.01269816,-1.503366574,0.244649519
P02545,1.344466,1.117471,1.236179,1.182404,1.477058,1.373695,1.213446,1.751942,1.353756,1.294114,1.335618,1.419876,1.417761,1.248558,1.335336,1.434725,1.332306,1.45636,1.346237,1.249801,1.270733,1.189772,1.215361,1.349729,1.091234718,0.009711324
P02549,0.084783597,-0.13220025,0.373963487,0.261404263,-0.582495313,-1.249594137,0.097997959,0.744118808,-0.714182495,-0.006322471,0.061429051,-0.099042041,-0.007016434,-1.006633444,-0.038224062,-0.01175386,-0.265306298,-0.03218486,0.015454432,-0.588900514,0.518642988,-0.024970527,-0.000116202,-0.757255724,-1.612085923,0.117792312
P02647,0.8429515,0.8720322,1.3302841,1.1315238,1.0569287,0.9192172,0.2805955,1.581243,0.3288684,1.3783011,0.1850344,0.9698597,0.55442,0.6952426,1.0290571,0.8514973,0.7521179,0.7411082,1.0111716,1.0325465,1.1991835,0.9159506,0.7207845,0.9610534,0.858273332,0.183768339
P02649,0.416108,0.6001084,0.8516913,0.7238961,0.6332405,0.3345496,0.4227052,0.9184304,0.5334647,0.5028763,0.2465023,0.734641,0.4001906,0.5820024,0.7045723,0.5344012,0.6615435,0.6135771,0.5464244,0.5849984,0.8372625,0.7131309,0.484039,0.509751,0.934750944,0.158123087
P02671,0.42667481,0.48495322,1.20773315,0.84719179,0.2385602,0.40493815,-0.06233026,1.64353937,0.49125465,0.67650803,0.70189708,0.51964405,0.19775375,0.1331058,1.124903,0.65540731,0.72867191,0.44137626,0.99027394,-0.15260086,1.02856767,0.77146667,0.56975617,0.98084371,0.871605524,0.37050444
P02675,0.6106431,0.6259553,1.6787091,1.15248,0.5578212,0.7964253,0.3595925,1.9527448,0.6907323,1.0851021,0.9938605,0.9299255,0.6723408,0.5101065,1.4871875,1.083984,0.9401321,0.5088011,1.3046666,0.1717157,1.4937935,0.8792101,0.8552038,1.378242,0.970447391,0.550915784
P02679,0.4844518,0.7069673,1.5436391,1.1185162,0.5426172,0.6997532,0.3326308,1.8694102,0.603407,1.0445314,0.8538229,0.8207454,0.5593007,0.4480096,1.4665233,0.9604838,0.7000531,0.6167623,1.0905321,-0.1906626,1.3422315,0.849148,0.8355422,1.3579088,0.936060891,0.36538416
P02686,1.583906,1.93657,2.852238,2.000259,1.672214,2.300785,1.654473,1.844828,1.376114,1.868033,1.552019,1.096493,1.761018,1.808331,1.549163,1.771451,1.026723,1.346851,2.061044,1.542444,1.574973,2.175671,1.682787,1.454675,0.787292936,0.169811306
P02689,-0.21921148,-0.40804962,0.96771263,-0.28548505,-0.3089512,-0.65702766,-0.57135462,-0.59852993,-0.58923579,-0.06564754,-0.67730068,-0.77930948,-0.6599491,-1.10096074,-0.85098698,-1.08395036,-0.82592592,-0.49164824,-0.54342302,-0.69830023,-0.48106367,-0.33199942,0.44069882,-0.76407926,-5.003619781,0.263367062
P02730,-0.12407848,0.06247304,0.23544057,0.68797073,0.2251939,-0.34543878,-0.44578967,0.99476371,-0.14837769,0.69926912,-0.30187431,0.15695897,-1.2014783,0.03603472,0.43773804,-0.73788857,0.16248327,-0.55346969,-0.16644948,0.05957585,0.6381163,-0.21107787,-0.50733036,-0.04070001,-0.461660852,0.15357047
P02741,-0.66846302,-0.33335953,-0.69618921,0.72979787,-0.35824411,0.64786243,-0.15828076,0.56232003,-1.02641955,-0.60343436,0.20052984,-0.03212717,0.04482497,0.06728479,0.38445454,-0.12587688,0.47937457,0.01269419,0.73983544,-0.87311443,0.12086965,-0.22805683,-0.16204738,0.36519828,-0.066249342,0.835122584
P02743,-1.03550938,-1.25866416,0.05919528,0.21728159,-0.58433713,-0.13997648,-0.56690589,0.48610263,-0.94526035,-0.02840606,-0.13486416,-0.47568342,-0.0726308,-0.89498314,0.34909859,-0.11405089,-1.04462195,-0.89331365,-0.31931643,-0.75258955,0.57628305,-0.05399676,-0.14189561,0.12179454,0.345945958,0.931744178
P02746,-0.5104886,-0.4969225,-0.9886173,-0.3839858,-0.1895915,-0.3678372,-0.7327169,-0.4398691,-0.3685654,-0.1189738,-0.6860884,-0.2735771,-0.3409662,-0.563732,-0.3098083,-0.4635055,-0.1938406,-0.6287194,-0.1711785,-1.3346166,-0.4223876,-0.6393328,-0.3081119,-0.213443,0.654932536,0.427941953
P02747,-0.32491371,-0.47877629,-0.78490542,-0.35034236,-0.20360455,-0.62288411,-0.45358884,0.38664452,-0.5820999,-0.0196101,-0.46526075,-0.26761934,-0.3029522,-1.0616396,-0.19997482,-0.88322263,-0.66392667,-0.46166739,-0.09308397,-0.51514248,-0.20968338,-0.28029057,-0.60316282,0.02734496,0.703745397,0.339251759
P02748,-0.07166511,-0.85363335,0.39099912,0.27407632,-0.54631792,-0.59526088,-1.06111897,0.3506584,-0.86009899,0.16364204,-1.20770848,-0.40336452,-0.91624741,-0.08959776,0.15635385,-0.34156325,-0.18216343,-1.10178078,-0.132888,-0.28966038,-0.03685049,-0.73432875,-0.53466447,0.3361377,2.07287392,0.486805667
P02749,-0.517056014,-1.011662564,0.358155952,0.359916957,-0.185709319,-0.002160297,-0.927936921,0.524068017,-0.252363138,0.016881195,-0.85455144,-0.395839895,-0.10698697,-0.24345393,-0.53564231,0.070866232,0.168731449,-0.157728035,0.098016899,-0.784952873,0.225476433,-0.568626144,-0.683683039,0.263601404,0.484757822,0.821041668
P02750,-1.06415313,-1.28036911,-0.23940735,0.16116478,-0.91698477,-0.01243446,-1.17007675,0.38623527,-0.29127228,-0.24371954,-0.73623938,-0.07039825,-1.06535661,-0.38943147,-0.37385749,-0.50962772,0.26874419,-0.36059884,0.18740076,-0.19841573,0.15288766,-0.41814451,0.04695967,0.09665093,0.301673111,0.730710652
P02751,-0.5478266,-0.6479886,0.1029429,-0.1180601,-0.3197103,-0.1832183,-0.7669933,0.8300872,-0.4044606,-0.1423189,-0.5322409,-0.2078521,-0.1601414,-0.3123748,-0.1895288,-0.5763512,-1.540919,-0.3887959,-0.9615215,-0.6118671,0.1610153,-0.5074955,-0.371401,-0.2118954,0.982475733,0.587666358
P02753,-0.9652591,-0.6238736,0.3521707,-0.4306028,-0.9779337,-1.3047667,-0.8963445,-1.0424776,-0.8312474,-0.7260017,-0.8037191,-0.7321788,-0.8630907,-0.8383678,-1.1911782,-0.7796174,-0.9282966,-1.4856545,-0.5693957,-0.3964776,-0.3946508,-0.6627819,-1.3485971,-0.5800045,2.053808917,0.162176153
P02760,-0.500439224,-0.987679501,0.429065069,0.008984406,-0.512896717,-0.666752707,-0.762184009,-0.052893721,-1.110411771,-0.620434017,-0.378464823,-0.609385161,-0.483797744,-0.502411398,-0.597552488,-0.641396289,-0.858627238,-0.513075908,-0.376856854,-0.345479738,0.01274287,-0.240006284,-0.228527274,-0.142812469,1.29795654,0.552387483
P02763,0.57508064,0.2618698,0.99201734,0.94255572,0.44210323,1.20386845,0.2266248,1.31721687,-0.03427925,0.9563107,0.66904512,0.81273474,0.22496833,0.56712796,0.86613709,0.88632786,0.98762586,-0.20818149,1.10866059,0.0580725,0.83625599,0.83442479,0.62830692,0.71091658,1.096389178,0.78222929
P02765,-0.6914723,-0.7841061,-0.9064174,-0.8529745,-0.7627165,-0.446353,-1.2336283,-0.2238334,-0.9756807,-0.660188,-0.5465176,-0.2832512,-1.0680287,-0.7414579,-1.0612192,-0.6211349,-0.2559006,-0.6666165,-0.4146817,-1.1973541,-0.1393467,-0.4992064,-0.6670856,-0.4452289,0.825382552,0.021825824
P02766,0.21646575,0.08211001,0.75631881,0.54050387,0.26865591,0.52535253,-0.06101491,0.93910687,0.08041918,0.55109337,-0.27533436,0.1991932,0.42432618,0.16748711,0.34965803,0.1980652,0.04753654,0.1843473,0.27350912,0.29631252,0.26553356,0.33794624,-0.04551657,0.37488108,0.76406579,0.41358186
P02768,2.273119,2.257303,2.746416,2.651361,2.607062,2.693323,2.051183,2.857013,2.184505,2.726698,2.281904,2.462896,2.285726,2.363536,2.603104,2.570409,2.604037,2.314897,2.692023,2.447268,2.660444,2.562648,2.327597,2.57365,1.031085283,0.740629557
P02774,-0.31275853,-0.262431901,0.584532012,0.232161296,-0.001353121,0.32902676,-0.472332894,0.789696663,-0.470503064,0.077803356,-0.769571209,0.033243008,-0.130421558,-0.274605345,0.242925733,0.026219079,-0.063356577,-0.078136251,0.515845362,-0.40471488,0.330626944,0.213909407,-0.190466593,0.3971165,5.094160889,0.547824142
P02786,-1.1256227,-0.4132717,-1.0291412,-0.6455948,-0.3985932,-0.8016801,-0.7819492,-0.3550183,-0.5185493,-0.5787557,-1.3241061,-0.9906955,-0.6032886,-1.1634896,-0.5372522,-0.6484517,-0.7143977,-0.9746812,-0.8859829,-0.3600617,-0.6873524,-0.8547893,-0.7523858,-0.4115489,0.833801536,0.919432247
P02787,0.9953471,0.8060315,1.6535459,1.202108,1.3122632,1.3691796,0.8066589,1.788486,0.7575559,1.5147063,0.9261658,1.1956968,1.1226055,0.9459268,1.4154211,1.2143516,1.4558662,0.8849373,1.2512077,1.3181112,1.341851,1.2269962,0.9272592,1.2562955,1.043382312,0.946105615
P02790,0.65543596,0.30948497,1.00972107,0.91269746,0.76481956,0.93225737,0.14421715,1.17176482,0.26651394,1.07714156,0.36185951,0.74340335,-0.01682184,0.54341688,0.91623517,0.84901748,0.83666062,0.11231858,1.02936691,0.03515952,0.93674928,0.77445096,0.71960239,0.566444,0.989493985,0.686294345
P02792,1.5517005,1.0038347,1.3806583,1.2607234,1.074268,1.5555861,1.068793,1.0974885,0.8087679,1.1452304,1.0929118,0.9543212,1.0075495,1.0098522,1.1420868,1.3209637,1.0772395,0.8713634,1.0600466,0.7761471,1.2270713,1.0864893,0.9606752,0.9662714,0.818914673,0.307902319
P02794,1.4641852,1.2198843,1.5758987,1.3387674,1.1297654,1.4615317,1.166225,1.0450547,0.9384043,1.229279,1.0119127,1.0695864,1.0880915,1.113553,1.1423444,1.2851681,1.0586589,0.9722284,1.1906158,1.0380401,1.1316659,1.2437866,1.097416,1.0370706,0.797764704,0.126516559
P03886,-0.8650598,-0.7515196,-1.0420974,-0.5088945,-0.9182997,-0.783226,-1.0969146,-0.6954683,-1.2512417,-0.8291737,-1.0467079,-1.1090543,-0.9668188,-1.0265945,-1.0140899,-0.903414,-0.5260807,-0.9305798,-0.8014623,-0.8970689,-0.89188,-0.9858524,-0.6404409,-1.0366606,1.013389362,0.4347104
P03891,-0.51766782,-0.99190145,-0.53915273,-0.24994193,-0.94917559,-0.53680176,-0.59978573,-0.3177647,-0.75968409,-0.39347476,-1.03329745,-0.48077236,-0.51795895,-0.23170577,-0.41622146,-0.0770841,-0.40595132,-0.81320529,-0.4383285,-0.72055384,-0.57756737,-0.62503051,-0.05006972,-0.54459012,0.748826782,0.782624443
