Uniprot,Fold Change_PXD007073,t_test_p_value_PXD007073,Fold Change_PXD005321,t_test_p_value_PXD005321,Fold Change_PXD005319,t_test_p_value_PXD005319,Fold Change_PXD008036,t_test_p_value_PXD008036,Fold Change_PXD014852,t_test_p_value_PXD014852,Fold Change_PXD014950,t_test_p_value_PXD014950,Fold Change_PXD021630,t_test_p_value_PXD021630,Fold Change_PXD023199,t_test_p_value_PXD023199,Fold Change_PXD027173,t_test_p_value_PXD027173,Fold Change_PXD028931,t_test_p_value_PXD028931,Fold Change_PXD037133,t_test_p_value_PXD037133,Fold Change_PXD009199,t_test_p_value_PXD009199,Fold Change_PXD014376,t_test_p_value_PXD014376,Fold Change_PXD014606,t_test_p_value_PXD014606,Fold Change_PXD022092,t_test_p_value_PXD022092,Fold Change_PXD024998,t_test_p_value_PXD024998
Q9NP77,,,0.887576313,0.399644633,,,,,,,,,,,,,,,,,,,,,,,0.351799686,0.06635414,,,,
Q9NP79,,,0.888070917,0.153596937,0.44569592,0.429294897,0.837130022,0.648015713,0.837012962,0.045953391,0.176314244,0.676520787,0.276334854,0.851557367,0.226279137,0.736842624,0.799336541,0.692409381,0.715848959,0.909319412,0.291232769,0.174467755,0.484031942,0.527225421,,,0.351940098,0.50018332,0.413679266,0.695585427,,
Q9NP81,,,0.887822348,0.407864343,0.444879188,0.674820455,0.837248936,0.773722471,,,0.176575711,0.321144297,0.275598685,0.89355164,,,0.798879988,0.562481671,,,0.290634181,0.263901924,0.479596275,0.533498207,,,0.350166954,0.016281654,0.416246717,0.32591421,,
Q9NP90,,,0.887657066,0.708001886,,,,,,,,,,,,,0.798889875,0.825705166,,,,,0.484426053,0.368754134,,,,,,,,
Q9NPD7,,,0.887683749,0.994499225,,,,,,,,,,,,,,,,,0.2875749,0.04591513,0.477272701,0.032817192,0.172411076,0.001885106,0.35041541,0.002419385,,,,
Q9NPQ8,,,0.88752683,0.070577659,,,0.837885757,0.446934135,0.837187713,0.852489807,0.176323619,0.500526189,0.277876063,0.41974734,,,0.798500649,0.307651288,,,0.302923124,0.240108712,0.483590485,0.218065667,,,0.35184344,0.038387544,,,,
Q9NQ66,,,0.88756118,0.806878877,0.444525667,0.122659069,0.837627794,0.300811807,,,,,0.275474081,0.412568567,0.228098762,0.130308184,0.798878971,0.339234758,0.716176172,0.244484404,0.29135576,0.001805554,0.483707383,0.173629151,0.169663102,0.545387264,0.351839204,0.065917573,0.512032088,0.899194053,0.394283847,0.813832931
Q9NQ86,,,0.888300341,0.029584447,,,,,,,,,0.27682263,0.970220218,,,0.799265688,0.186413949,,,0.291549683,0.47965884,0.48495057,0.943689805,,,0.351373569,0.003760216,,,,
Q9NQC7,,,0.887362376,0.026810715,,,0.837932051,0.298759968,,,,,0.276745127,0.865475686,,,0.801183756,0.177029413,,,0.291301758,0.336791749,0.484213308,0.401108283,,,0.35328662,0.004275487,,,,
Q9NQE9,,,0.88716552,0.011124216,0.444099907,0.273059973,0.836895643,0.151781314,,,0.176720436,0.14252153,0.277883893,0.02088185,,,0.798831233,0.734379406,,,0.290969173,0.065532351,0.48346376,0.93155498,,,0.351795583,0.065463152,0.45376332,0.318259371,,
Q9NQT8,,,0.887712709,0.729676038,,,0.838134887,0.303213115,,,0.176606799,0.612534604,0.275775173,0.552386761,,,,,,,0.291246906,0.262431394,0.484055,0.471662053,,,0.351774291,0.0529712,,,,
Q9NQW6,,,0.887011725,0.325815723,,,0.835160966,0.612132866,,,,,0.268489915,0.036658885,,,0.798899532,0.921377751,0.716017271,0.176912127,0.291248877,0.737059533,0.486114811,0.241942296,,,0.351691468,0.002707086,,,1,0.241184717
Q9NQX3,,,0.886339889,0.011731677,0.444704216,0.596307059,0.837902028,0.734769191,,,0.177182799,0.712800075,0.276495084,0.685967045,,,0.798864577,0.180280115,0.715004437,0.00035595,0.291333208,0.008404795,0.483726012,0.237020405,0.170951104,0.419499139,0.35186313,0.000728122,0.417780862,0.154409106,,
Q9NQX7,,,0.887661851,0.361794566,,,,,,,,,0.275630395,0.293674963,0.226374714,0.897677126,0.799178275,0.266531993,0.716158928,0.953092571,0.291207444,0.247993475,,,,,0.351946575,0.27099081,0.416094641,0.4177668,,
Q9NR19,,,0.887661108,0.486138887,,,,,,,,,0.276216023,0.674170384,,,,,,,0.291361027,0.661741844,,,,,0.351879121,0.297962527,,,,
Q9NRA0,,,0.88826052,0.066104018,,,,,,,,,0.276549229,0.858571626,,,0.798817254,0.008070506,,,,,,,,,,,,,,
Q9NRD5,,,0.887109781,0.074833121,,,0.837806754,0.343796504,,,,,,,,,0.798906907,0.931392094,,,0.291174632,0.827334552,0.486265864,0.137762006,,,0.352938772,0.102347823,0.41490952,0.601174182,,
Q9NRG7,,,0.887790107,0.49516623,0.445318403,0.148644712,0.804065573,0.95228247,,,0.16783757,0.201322432,0.275836211,0.434640046,0.226913667,0.586060133,0.798862078,0.385420109,0.715969047,0.560355871,0.290694173,0.066336823,0.483394629,0.637495208,,,0.352051022,0.803273857,0.404001509,0.119319973,,
Q9NRH3,,,0.887532503,0.695035893,0.444731006,0.499328792,,,,,,,0.274598078,0.045592309,,,,,0.716065944,0.935673912,0.291231829,0.000681019,0.484729958,0.280123341,,,,,,,,
Q9NRL3,,,0.88225115,0.049843491,,,,,,,0.177095849,0.036716097,0.275430908,0.314532132,,,0.798894541,0.915362254,,,,,,,,,0.351470108,0.337202293,,,,
Q9NRU3,,,0.888337248,0.017121998,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NRW1,,,0.886465829,0.101950363,0.467703401,0.096913537,0.837854738,0.298779444,,,0.176602308,0.425142507,0.27590175,0.948081494,0.22313164,0.044051686,0.798867348,0.468908519,0.715886181,0.452274674,0.291457977,0.136997581,0.483980907,0.611840466,0.169864259,0.699590773,0.35187879,0.240972178,0.417442671,0.628268626,,
Q9NRW7,,,0.886639382,0.303884152,0.44426452,0.10438527,0.838060458,0.333879153,0.827472022,0.049482098,0.176584076,0.332834898,0.275513341,0.183901721,,,0.798368728,0.073318838,0.715998293,0.504565363,0.293266333,0.046068315,0.471480772,0.384129262,,,0.352328994,0.138248908,0.415758397,0.761856792,,
Q9NRX2,,,0.887723503,0.334611358,,,,,,,,,,,,,0.798844844,0.183933317,,,,,,,,,,,0.416367493,0.46262123,,
Q9NRY4,,,0.887571571,9.32E-05,,,,,,,0.176748412,0.282840664,0.281228001,0.409021216,,,0.798814214,0.185226391,,,0.291705133,0.886194965,0.48096395,0.871674704,,,0.351873684,0.017186334,,,,
Q9NRY5,,,0.887658773,0.604949408,,,,,,,,,0.27654464,0.497381292,,,,,,,0.291044739,0.002323074,0.484240082,0.433375047,,,0.352214402,0.421231271,,,,
Q9NRZ5,,,0.887647959,0.274821697,,,,,,,,,,,,,,,,,0.292737781,0.15162678,0.484240271,0.795753274,,,0.352327637,0.050504663,,,0.398081189,0.606765108
Q9NRZ7,,,0.887434896,0.175811789,,,0.837671748,0.015401686,,,,,,,,,,,0.715848385,0.642883879,0.309219343,0.064174982,0.48396937,0.714804157,,,0.352168791,0.517215822,0.416898607,0.441749916,0.394728996,0.75816701
Q9NS61,,,0.887586253,0.141732979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NS69,,,0.887815436,0.049707853,0.444853082,0.733062662,0.837545031,0.639586583,,,0.177099092,0.715756658,0.276829115,0.129850999,0.229739175,0.285165972,0.798779133,0.12728858,0.715760733,0.092215505,0.291558704,0.202138943,0.487815337,0.40584203,0.169061889,0.652006941,0.353317072,0.333647118,0.416260404,0.629296801,,
Q9NSY0,,,0.887569146,0.270753482,0.444785241,0.43873506,0.838082296,0.260833348,,,,,0.282684791,0.0982921,,,0.798907708,0.742381447,,,0.291285865,0.054894765,0.484142619,0.540337714,,,0.349918375,0.206546221,,,,
Q9NT62,,,0.887695421,0.875927024,0.444729794,0.347723246,0.837730414,0.741665138,0.837003821,0.186233347,0.176612315,0.475906203,0.276125342,0.997349466,,,0.79886317,0.565829419,0.715865149,0.08560617,0.290627636,0.034060703,0.483342821,0.737825799,,,0.3520369,0.253134718,0.414990428,0.627255256,,
Q9NTG7,,,0.887520094,0.062376783,0.444739091,0.163314893,0.837990637,0.943679401,,,,,0.264158806,0.107521741,,,0.798811424,0.394150474,0.715954355,0.842117431,0.29123609,0.000885348,0.483672322,0.6942593,,,0.352004787,0.729243049,0.414072202,0.752070037,,
Q9NTJ4,,,0.887635354,0.482635408,0.449753353,0.002447577,0.836133106,0.787066962,,,,,0.277429869,0.402790134,,,0.798788033,0.299800139,,,,,,,,,0.352054372,0.786484357,,,0.398844254,0.128607661
Q9NUI1,,,0.887421973,0.138643946,,,,,,,,,,,,,0.798956413,0.148535176,,,,,,,,,,,,,,
Q9NUJ3,,,0.887576989,0.430159698,,,,,,,,,0.276307488,0.48890454,,,0.798970393,0.266814075,,,0.291985475,0.443449052,0.485348408,0.217221948,,,0.352689614,0.003602547,0.41613368,0.399962294,,
Q9NUM4,,,0.882214729,0.77938307,,,,,,,,,,,,,0.798846161,0.674863226,,,,,0.48427327,0.129466923,,,,,,,0.399733432,0.598046158
Q9NUQ2,,,0.887597938,0.202465807,,,,,,,,,0.27669938,0.374273633,,,0.798833058,0.690197232,,,0.292295236,0.114119252,0.483942449,0.695062935,,,0.354276397,0.237742079,0.418397071,0.155194585,,
Q9NUQ8,,,0.887133332,0.001368759,0.444824308,0.559275256,,,,,0.176293174,0.0023604,0.275850724,0.932883761,,,0.798849433,0.261743789,0.715919905,0.593396994,0.291557111,0.757101466,,,,,0.351876223,0.051119543,,,,
Q9NV96,,,0.887588282,0.909711448,0.44475594,0.956375517,0.838756244,0.705802238,,,,,0.275701048,0.883175261,0.225966711,0.952816323,0.79890141,0.605212184,0.716895942,0.428094883,0.29182458,0.942501081,0.477154745,0.117697955,0.169647811,0.42738966,0.35140974,6.97E-05,0.416721081,0.811586063,,
Q9NVA1,,,0.887638254,0.607724337,,,0.837624058,0.617629722,,,,,0.276688536,0.373898501,,,,,,,0.291071013,0.00501563,0.484343667,0.825277558,,,0.352007755,0.938813188,0.407543963,0.148408143,,
Q9NVE7,,,0.887589677,0.000161847,0.444178658,0.249275728,0.836494263,0.896637376,,,0.177085773,0.880402239,0.276320871,0.836170557,0.226668495,0.101769733,0.798903669,0.640989586,0.716120683,0.30063904,0.29120537,0.31298245,0.483546912,0.251640923,0.170349868,0.129591671,0.351833499,0.012167753,0.416036396,0.576751476,,
Q9NVH1,,,0.887663457,0.792665574,0.444777415,0.454702285,0.836783728,0.03710709,,,0.176889791,0.439776167,0.27505622,0.474922523,0.226953616,0.78887264,0.798862263,0.196401072,,,0.291349586,0.66830843,0.483457392,0.556400539,,,0.351592108,0.02104262,0.416094591,0.172443656,,
Q9NVI7,,,0.887824805,0.383380938,0.443939733,0.194798854,0.855326678,0.305060606,0.837314726,0.321308584,0.176178853,0.272754583,0.278684861,0.313944758,0.226771038,0.644276097,0.798888135,0.840708104,0.716193546,0.321879027,0.291267302,0.046086753,0.483630788,0.415735016,0.170513548,0.253328495,0.351982314,0.911345507,0.415969863,0.904073096,,
Q9NVK5,,,0.887723433,0.657513389,,,,,,,,,,,,,0.798870209,0.404202485,,,,,,,,,0.352528766,0.000308989,,,,
Q9NVT9,,,0.887525211,0.184594118,0.444717677,0.610003518,0.837209364,0.205620002,,,0.176794013,0.682425329,0.27824364,0.369659588,,,0.799309556,0.152263139,,,0.289384745,0.206700074,0.484168568,0.829217308,,,0.351428103,0.050843672,0.415160282,0.56529182,,
Q9NWS8,,,0.887200837,0.085333338,,,,,,,,,,,,,,,,,0.291390056,0.007708687,0.480422746,0.07045188,,,0.352302256,0.014798782,0.415158811,0.371916183,,
Q9NWU5,,,0.887717419,0.338643877,,,,,,,,,,,,,0.798908375,0.742917822,,,0.29118413,0.732408178,,,,,,,0.415735598,0.19494042,,
Q9NX08,,,0.887659475,0.778916092,,,,,,,0.176305712,0.436591817,0.276729723,0.998866091,,,,,0.715956848,0.014762577,,,,,,,0.351855731,0.189143836,,,,
Q9NX14,,,0.887500591,0.648613937,0.444365208,0.599023437,0.837664193,0.631565597,,,0.177982561,0.416737803,0.268104227,0.254218975,0.441724269,0.835560957,,,0.715731878,0.178274855,0.291443347,0.722480488,0.483223194,0.381268802,0.166773415,0.025842269,0.351480962,0.01187353,0.223847984,0.066772964,,
Q9NX40,,,0.888026308,0.006708345,0.444459533,0.305224471,0.839036897,0.863169508,0.836974914,0.801539692,0.17736239,0.629892803,0.278996066,0.21025564,0.226161436,0.516459067,0.799164209,0.13915825,0.715633196,0.130847079,0.291375861,0.766743007,0.486347353,0.859638346,,,0.351899746,0.785091339,0.415757574,0.918924973,,
Q9NXA8,,,0.887886021,0.089946549,,,0.837840924,0.343523559,,,,,0.275429255,0.446181195,,,0.798869908,0.650093434,,,0.291335853,0.667651017,0.484556353,0.358737913,,,0.343229806,0.005633805,0.416069035,0.750623915,,
Q9NXD2,,,0.888013299,0.291139068,,,,,,,,,,,,,,,,,,,,,,,0.352506051,0.119829782,,,,
Q9NXU5,,,0.887594299,0.511040055,0.444852517,0.491350784,0.838071066,0.192094432,,,,,0.271875596,0.517724398,,,,,,,0.290923773,0.033037108,0.485594561,0.901432013,,,0.350648065,0.000204782,,,,
Q9NY65,,,0.887643076,0.034855347,0.444973065,0.413145989,0.837874959,0.143640858,,,,,0.276631138,0.656098402,0.226626499,0.171004596,0.798864103,0.583562356,0.716265573,0.400138071,0.291399954,0.754597181,0.4838032,0.583962268,0.170152955,0.127433625,0.351541394,0.007599424,0.415567721,0.832231282,0.396994534,0.600224415
Q9NYI0,,,0.887698533,0.813603616,0.444267565,0.688543226,0.837657038,0.713041871,,,0.175915924,0.621195374,0.27542372,0.260800485,0.227600485,2.56E-05,,,0.71566178,0.544932568,0.291466861,0.710483569,0.483758441,0.248609573,0.171547677,0.442959423,0.351706154,0.000247368,,,0.394185218,0.126514764
Q9NYK5,,,0.887625961,0.973903717,,,,,,,0.176526111,0.126514028,0.276722644,0.422366233,,,0.798861221,0.148650433,,,,,,,,,,,0.415800372,0.285331979,,
Q9NYR9,,,0.887666016,0.28714409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NYS0,,,0.887461507,0.815190023,,,0.837689703,0.723195176,,,,,0.276682734,0.2328132,,,,,,,,,,,,,0.352033093,0.509875125,,,,
Q9NYY8,,,0.887783922,0.021481554,,,,,,,,,,,,,,,,,,,,,,,,,0.415438324,0.500557571,,
Q9NZ43,,,0.888041859,0.006900951,,,,,,,,,,,,,0.798857622,0.225606546,,,,,,,,,0.35189488,0.204362085,,,,
Q9NZJ7,,,0.887856812,0.860808123,0.445992062,0.435358772,0.837373827,0.53519133,,,,,0.274640471,0.653329701,0.226943563,0.400820369,0.79889084,0.99157678,,,0.291468654,0.34495284,0.483815831,0.451325192,0.185178904,0.733238628,0.351576301,0.25514463,0.415620907,0.655511671,0.399513497,0.314135568
Q9NZM3,,,0.887738188,0.392012624,,,,,,,,,,,,,,,,,,,0.483840897,0.735729387,,,0.353433772,0.008494497,,,,
Q9NZN5,,,0.887364895,0.274024569,,,,,,,,,0.281578205,0.069339578,,,0.799224138,0.000779584,0.715909229,0.65536113,0.290846429,0.000513938,,,,,0.351831618,0.913863647,,,,
Q9NZQ3,,,0.887603517,0.008689489,0.445176752,0.025798159,0.837826676,0.026937392,,,,,0.276064409,0.821696185,,,0.798856371,0.118188404,,,0.291277574,0.744844804,0.48340807,0.195184335,,,0.353099038,0.382025103,0.417160865,0.336429554,,
Q9P032,,,0.886973319,0.106462062,0.444814808,0.318893399,0.838100782,0.353169045,,,0.177090679,0.539744563,0.275893595,0.272716753,,,,,0.716029967,0.864802937,0.291795205,0.07295876,0.484473065,0.465717603,0.169544059,0.279216612,0.352152033,0.110485919,0.415627228,0.908794515,,
Q9P0K1,,,0.88828984,0.096176471,,,0.835036325,0.088413351,,,,,0.275752632,0.969630989,,,0.799038583,0.410099115,,,0.291502395,0.826807818,0.483912502,0.171989256,0.176319335,0.344260545,0.351681741,0.017131766,0.416464497,0.326041129,,
Q9P0L2,,,0.888125391,0.029008843,,,,,,,,,0.275485072,0.225542966,,,0.79887205,0.959144127,,,0.291417774,0.403290155,0.484598906,0.026968884,,,0.349576647,0.003228447,,,,
Q9P0P8,,,0.887525474,0.262455839,,,,,,,,,,,,,,,,,0.291364658,0.081195489,0.483493463,0.268168758,,,0.352100728,0.127768605,,,,
Q9P121,,,0.887964827,0.637633483,0.444899901,0.86230719,0.837864296,0.575674154,,,0.177367415,0.670344485,0.276246569,0.041037346,0.226001269,0.270808977,0.798849707,0.076433006,0.716775337,0.150224122,0.291172823,0.065890653,0.48387254,0.346071701,0.169387633,0.205455274,0.351857735,0.111032103,0.416492341,0.314992879,,
Q9P1A6,,,0.889025825,0.073873184,,,,,,,,,,,,,0.798865447,0.652266361,,,,,,,,,0.352506101,0.075348899,,,,
Q9P1U1,,,0.888187651,0.258172041,0.444894108,0.608438991,0.835362508,0.089902571,,,,,0.27513686,0.278077871,0.240666107,0.139077024,0.798865255,0.544263691,,,0.291259594,0.159947166,0.483564321,0.230832425,,,0.351234955,0.00282583,0.416062078,0.351117829,,
Q9P1Y5,,,0.886927172,0.049817962,,,,,,,,,0.276531736,0.814433866,,,0.798799085,0.027395405,,,0.291376199,0.376049311,0.484265729,0.76091646,,,0.350556195,0.000675483,,,,
Q9P227,,,0.888052631,0.176936647,,,,,,,,,0.275556083,0.444262251,,,0.798754743,0.237476716,,,0.291472948,0.798446602,0.483550099,0.283297799,,,0.3531261,0.041587652,,,,
Q9P253,,,0.88752049,0.035969727,0.445503352,0.923400484,0.836520008,0.04395303,0.837019271,0.108283408,0.176404384,0.354861047,0.277064926,0.398435505,,,0.798933507,0.642981333,0.715893203,0.00275674,0.291610783,0.422871608,0.483534708,0.51629765,,,0.351932295,0.467872138,0.4160258,0.995209568,,
Q9P260,,,0.887094184,0.308843666,0.444832872,0.515640615,0.837496438,0.505511892,,,0.176594671,0.305888813,0.276190066,0.911822967,,,0.798880853,0.643373803,0.715985572,0.657191194,0.291620602,0.900978387,0.482562902,0.328592486,,,0.351621572,0.001464042,0.419282485,0.965734881,,
Q9P286,,,0.888193791,0.059733858,,,,,,,,,,,,,0.79888649,0.78124095,,,,,,,,,0.352378049,0.028224442,,,,
Q9P2G1,,,0.887778902,0.075388381,,,,,,,,,,,,,,,,,,,,,,,0.352052234,0.058867303,,,,
Q9P2K5,,,0.887544674,0.786193807,0.444405173,0.785696476,0.838231262,0.306403235,,,0.176888556,0.883523857,0.276528106,0.982296241,0.225590222,0.04420605,0.799795285,0.136438469,0.715635959,0.626426287,0.290635943,0.057451467,0.478022773,0.339564863,,,0.352482393,0.02496085,,,,
Q9P2P5,,,0.887108824,0.000143129,,,,,,,,,,,,,0.798815038,0.894904163,,,0.291583683,0.12247353,0.484298525,0.559400793,,,0.353210485,0.016215756,,,,
Q9P2Q2,,,0.887982322,0.964532205,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9P2U7,,,0.887844445,0.032614319,0.444369596,0.421888942,0.836881248,0.152616232,,,0.175737452,0.448640408,0.277010646,0.846554117,0.226172375,0.506445437,0.798879159,0.336842582,0.713999885,0.315813943,0.291417067,0.473319728,0.483811323,0.40447899,0.169700701,0.772212378,0.351611558,0.105669289,0.416507924,0.830669738,0.394831266,0.196881214
Q9UBI1,,,0.887651886,0.495894856,0.444735589,0.095951407,0.837415355,0.159881209,,,0.176699282,0.82575637,0.277158354,0.499760278,,,0.798893807,0.237310687,,,0.291298501,0.458908639,0.483713113,0.99648611,,,0.35185898,0.027228685,,,,
Q9UBS5,,,0.891395681,2.87E-05,,,0.837659842,0.521559442,,,,,,,,,0.798915362,0.668178909,0.716083114,0.472152105,0.291772163,0.962127105,0.48339924,0.757257722,,,0.353703525,0.054659312,,,,
Q9UDT6,,,0.887612945,0.373674038,0.444004135,0.003122535,0.837031237,0.11661793,,,0.176065559,0.181963439,0.276613196,0.763546221,,,0.798856422,0.020232065,0.715976991,0.364002755,0.291320872,0.028494225,0.484065703,0.550508556,,,0.351994666,0.055192089,0.415637157,0.546078332,,
Q9UDW1,,,0.887690688,0.709189959,0.445155762,0.101472238,0.835921362,0.141791934,,,0.176454864,0.539964326,0.275757761,0.736510189,0.226216308,0.242768816,,,,,0.29116093,0.431241155,0.483360158,0.180314572,0.167601864,0.131238417,0.350859514,0.017077589,0.414975301,0.207208818,,
Q9UDY4,,,0.88743979,0.364572654,0.444840092,0.627472072,0.842200397,0.062880105,,,,,0.279184023,0.550460451,,,0.798960883,0.08505783,,,0.293326997,0.545656906,0.483454171,0.296443778,,,0.351561454,0.000908829,0.416814747,0.401101493,,
Q9UF11,,,0.887581284,0.390693745,0.444836661,0.640369847,0.840208244,0.142292598,,,,,0.271946177,0.039349075,,,0.798806258,0.356081408,,,0.291055585,0.858777531,0.482260539,0.736297333,,,0.355762816,0.089193151,,,0.39498614,0.000780058
Q9UG56,,,0.887825214,0.410527499,,,,,,,,,0.277016488,0.631417039,,,0.798897694,0.661978194,,,,,,,,,,,0.415987203,0.03086231,,
Q9UG63,,,0.885874664,3.65E-05,,,,,,,,,0.27589843,0.529408066,,,0.798871267,0.440694066,0.715623446,0.349376094,0.291928943,0.629215011,0.484025885,0.891255008,,,0.350838723,0.022070032,,,,
Q9UGJ0,,,0.887947803,0.403274302,0.444879055,0.520651904,0.837792121,0.46183275,,,,,0.279702476,0.007498955,,,,,,,0.291197656,0.990166563,0.483822584,0.549799335,,,0.352010561,0.858410343,,,,
Q9UGM6,,,0.887423811,0.311254317,,,,,,,,,,,,,,,,,,,,,,,,,0.41574898,0.491928623,,
Q9UH03,,,0.887726044,0.138007418,0.444836198,0.579984948,0.837564383,0.008613252,,,0.176469741,0.245130786,0.27626756,0.347355733,0.226638893,0.800409828,0.798870774,0.468382867,0.715812803,0.261399434,0.291387765,0.031279253,0.483833887,0.444459706,0.167917741,0.601995274,0.351869352,0.015405797,0.415801848,0.006180051,0.390965598,0.250856556
Q9UHC6,,,0.887812108,0.675522007,0.444761873,0.595651869,0.834595636,0.295539311,,,,,0.274045159,0.319340864,,,0.798873534,0.19390534,0.717523558,0.304221766,0.291372562,0.303199978,0.483740603,0.285126743,0.169717222,0.780302121,0.351569882,0.020717159,,,,
Q9UHD1,,,0.887427532,0.03689491,0.444300983,0.213895947,0.842473661,0.117768787,,,0.176213428,0.754269268,0.276574767,0.858765887,,,0.798938959,0.016525199,,,0.291180651,0.234366996,0.484100143,0.665532103,,,0.351907477,0.112674334,,,,
Q9UHD2,,,0.887372702,7.91E-06,,,,,,,,,0.279528218,0.264492299,,,0.79886038,0.560847096,,,0.291523813,0.981796651,0.48457648,0.647858809,,,0.352356684,0.289147971,0.415974552,0.560747688,,
Q9UHG2,,,0.887717879,0.773422728,0.371113013,0.732777194,0.837139104,0.45836333,,,0.176757274,0.979051543,0.305081611,0.008254449,,,0.798850139,0.00528395,0.716114222,0.315703959,0.29136035,0.13900741,0.484032889,0.808348932,,,0.351069449,0.7537516,0.415257871,0.086651623,,
Q9UHW9,,,0.887757654,0.044125803,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9UHY1,,,0.887575758,0.154624854,0.445245131,0.609016566,0.837988919,0.4654531,0.837222292,0.41702176,0.176624455,0.762088705,0.270574,0.210723163,,,,,0.716161024,0.782992332,0.291549873,0.906690339,0.481098502,0.040191963,,,0.351874611,0.159695541,0.415886371,0.927707189,,
Q9UI15,,,0.887914423,0.000818429,0.445044549,0.237456867,0.837524828,0.15102124,,,0.176374453,0.211005983,0.276389567,0.960190993,0.224697766,0.078292483,0.798866751,0.249310517,0.715774547,0.569697208,0.291343128,0.081864126,0.483801595,0.187610242,0.169551236,0.965643542,0.351837924,0.006246228,0.415089123,0.625251608,0.392992924,0.018681158
Q9UI32,,,0.887162949,0.711849426,,,,,,,,,0.274810258,0.064514417,,,0.798884206,0.832163232,,,0.291477788,0.759973275,,,,,,,,,,
Q9UID3,,,0.890696137,0.130848514,0.444940105,0.528309958,0.839189174,0.940611151,,,0.176379562,0.503157718,0.273016371,0.320073971,,,0.798864732,0.227737441,,,0.291132585,0.60015519,0.480213452,0.06797675,,,0.352910277,0.464156766,0.413158058,0.597239773,,
Q9UIW2,,,0.887528683,0.587069967,0.444645029,0.129032026,0.837582981,0.056722607,,,,,0.275099838,0.099088531,,,0.7988828,0.549563049,0.715470533,0.131329661,0.29144894,0.414348771,0.483110071,0.052451665,0.171069618,0.46216006,0.351616785,0.001761334,,,,
Q9UJ68,,,0.887787551,0.972238538,,,,,,,,,,,,,,,,,,,0.484270222,0.732507509,,,0.351905571,0.840460339,,,,
Q9UJD0,,,0.890490507,0.504861886,,,,,,,,,,,,,0.798932413,0.49904359,,,0.291244224,0.862300408,0.484669605,0.238596528,,,,,,,,
